assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,activity_count,assay_source,src_id,src_assay_id,chembl_id,updated_on,updated_by,orig_description,mc_tax_id,mc_organism,mc_target_type,mc_target_name,mc_target_accession,cell_id,bao_format,tissue_id,curation_comment,variant_id,aidx,job_id,log_id,ridx,tid_fixed
509,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 10 micro M,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,6,ORIGINAL,1,,CHEMBL615532,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 10 micro M,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
510,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 3 micro M,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,6,ORIGINAL,1,,CHEMBL615533,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 3 micro M,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
511,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 30 micro M,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,6,ORIGINAL,1,,CHEMBL615534,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 30 micro M,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
512,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 100 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,6,ORIGINAL,1,,CHEMBL615535,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 100microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
513,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 10 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615536,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 10microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
514,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 30 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615537,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 30microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
515,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 3 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615538,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 3microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
516,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 60 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL836166,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 60microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
517,6411,Inhibition of forskolin-stimulated lipolysis in differentiated 3T3-L1 cells,F,,,,,,,3T3-L1,,11214,H,8,Expert,72,ORIGINAL,1,,CHEMBL615539,2006-04-20 15:42:47,admin_actype,Evaluated for the inhibition of forskolin-stimulated lipolysis in differentiated 3T3-L1 cells,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
518,6411,Evaluated for the inhibition of forskolin-stimulated lipolysis in differentiated 3T3-L1 cells; ND = No data,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615540,2013-02-14 14:00:47,set cell-type from tid,Evaluated for the inhibition of forskolin-stimulated lipolysis in differentiated 3T3-L1 cells; ND = No data,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
519,6411,Evaluated for the inhibition of forskolin-stimulated lipolysis in differentiated 3T3-L1 cells; Na = Not active,F,,,,,,,3T3-L1,,11214,H,8,Expert,18,ORIGINAL,1,,CHEMBL615541,2006-04-20 15:42:47,admin_actype,Evaluated for the inhibition of forskolin-stimulated lipolysis in differentiated 3T3-L1 cells; Na = Not active,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
520,3966,Insulin-sensitizing activity; triglyceride accumulation from insulin regulated differentiation of 3T3-L1 cells at 1 uM expressed as percent activity of pioglitazone,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Expert,17,ORIGINAL,1,,CHEMBL615542,2013-12-04 12:39:36,george_spelling,Compound was tested for insulin-sensitizing activity by measuring triglyceride accumlation from insulin regulated differentiation of 3T3-L1 cells at 1 microM expressed as percent activity of pioglitazone,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
521,3966,Compound was tested for insulin-sensitizing activity by measuring triglyceride accumulation from insulin regulated differentiation of 3T3-L1 cells at 10 uM expressed as percent activity of pioglitazone,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Intermediate,7,ORIGINAL,1,,CHEMBL615543,2013-12-04 12:39:37,george_spelling,Compound was tested for insulin-sensitizing activity by measuring triglyceride accumlation from insulin regulated differentiation of 3T3-L1 cells at 10 microM expressed as percent activity of pioglitazone,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
522,15556,Stimulation of adipogenesis in 3T3-L1 cells is expressed as concentration equivalent to the [ 1-14C] uptake counts after treatment with 0.2 ug/mL troglitazone,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Expert,25,ORIGINAL,1,,CHEMBL615544,2013-02-14 14:00:47,set cell-type from tid,Stimulation of adipogenesis in 3T3-L1 cells is expressed as concentration equivalent to the [ 1-14C] uptake counts after treatment with 0.2 ug/mL troglitazone,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
523,5845,Effective concentration for enhancement of insulin-induced triglyceride accumulation in 3T3-L1 cells,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Expert,8,ORIGINAL,1,,CHEMBL615545,2013-02-14 14:00:47,set cell-type from tid,Effective concentration for enhancement of insulin-induced triglyceride accumulation in 3T3-L1 cells,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
524,14422,Effective concentration for 50% enhancement of insulin-induced triglyceride accumulation in 3T3-L1 cells,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Expert,40,ORIGINAL,1,,CHEMBL615546,2013-02-14 14:00:47,set cell-type from tid,Effective concentration for 50% enhancement of insulin-induced triglyceride accumulation in 3T3-L1 cells,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
525,5845,Percentage of rosiglitazone response for insulin-sensitizing activity at 1 uM concentration in 3T3-L1 cells,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Expert,15,ORIGINAL,1,,CHEMBL615547,2013-02-14 14:00:47,set cell-type from tid,Percentage of rosiglitazone response for insulin-sensitizing activity at 1 microM concentration in 3T3-L1 cells,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
526,14508,In vitro glucose transport activity in 3T3-LI adipocytes at 10 uM concentration.,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Expert,29,ORIGINAL,1,,CHEMBL615548,2013-02-14 14:00:47,set cell-type from tid,In vitro glucose transport activity of the compound in 3T3-LI adipocytes at 10 microM concentration,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
527,14508,In vitro glucose transport activity in 3T3-LI adipocytes at 3 uM concentration.,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Expert,29,ORIGINAL,1,,CHEMBL615549,2013-02-14 14:00:47,set cell-type from tid,In vitro glucose transport activity of the compound in 3T3-LI adipocytes at 3 microM concentration,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
528,14508,In vitro glucose transport activity in 3T3-LI adipocytes at 30 uM concentration.,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Expert,29,ORIGINAL,1,,CHEMBL615550,2013-02-14 14:00:47,set cell-type from tid,In vitro glucose transport activity of the compound in 3T3-LI adipocytes at 30 microM concentration,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
529,6349,Inhibitory activity against rat fibroblast (3Y1) cell line,F,,,Rattus norvegicus,10116,,,3Y1 cell line,,80622,N,1,Intermediate,4,ORIGINAL,1,,CHEMBL615551,2013-02-14 14:00:47,set cell-type from tid,Inhibitory activity of the compound against rat fibroblast (3Y1) cell line,,,,,,1118,BAO_0000219,,,,CLD0,0,0,CLD0,
530,15899,Mean concentration causing inhibition of cell growth in 3Y1 cells.,F,,,Rattus norvegicus,10116,,,3Y1 cell line,,80622,N,1,Expert,20,ORIGINAL,1,,CHEMBL615552,2013-02-14 14:00:47,set cell-type from tid,Mean averaged concentration that causes 50% growth inhibition,,,,,,1118,BAO_0000219,,,,CLD0,0,0,CLD0,
531,15899,Cytotoxicity in 3Y1 cells.,F,,,Rattus norvegicus,10116,,,3Y1 cell line,,80622,N,1,Expert,20,ORIGINAL,1,,CHEMBL615553,2013-02-14 14:00:47,set cell-type from tid,"Concentration for killing 50% of cells, which signifies cytotoxic effect",,,,,,1118,BAO_0000219,,,,CLD0,0,0,CLD0,
532,15899,Cytostatic effect in 3Y1 cells.,F,,,Rattus norvegicus,10116,,,3Y1 cell line,,80622,N,1,Expert,19,ORIGINAL,1,,CHEMBL615554,2013-02-14 14:00:47,set cell-type from tid,"Mean averaged concentration for total growth inhibition , which signifies cytostatic effect.",,,,,,1118,BAO_0000219,,,,CLD0,0,0,CLD0,
533,15899,"Mean averaged concentration for total growth inhibition, which signifies cytostatic effect",F,,,Rattus norvegicus,10116,,,3Y1 cell line,,80622,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615555,2013-02-14 14:00:47,set cell-type from tid,"Mean averaged concentration for total growth inhibition, which signifies cytostatic effect",,,,,,1118,BAO_0000219,,,,CLD0,0,0,CLD0,
534,17038,Concentration to inhibit growth of normal rat fibroblast cells (3Y1-B cells) after 72 h exposure,F,,,Rattus norvegicus,10116,,,3Y1 cell line,,80622,N,1,Expert,24,ORIGINAL,1,,CHEMBL615556,2013-02-14 14:00:47,set cell-type from tid,Concentration of the compound required to inhibit the growth of normal rat fibroblast cells (3Y1-Bcells) after 72 h exposure,,,,,,1118,BAO_0000219,,,,CLD0,0,0,CLD0,
535,12421,In vitro inhibitory activity against human adrenal 3-beta hydroxy-delta 5-teroid isomerase,B,,,,,,,,,22226,U,0,Autocuration,71,ORIGINAL,1,,CHEMBL615557,2006-04-20 15:43:45,admin_actype,In vitro inhibitory activity against human adrenal 3-beta hydroxy-delta5-steriod dehydrogenase/3-keto-delta5-steriod isomerase,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
536,12947,Inhibition of recombinant human adrenal 3-beta-hydroxy-delta-5-steroid dehydrogenase,B,,,,,,,,,22226,U,0,Autocuration,31,ORIGINAL,1,,CHEMBL615558,2006-11-28 16:58:32,BautoJPO,Inhibition of recombinant human adrenal 3beta-hydroxy-delta-5-steroid dehydrogenase,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
537,12947,Inhibition of recombinant rat adrenal 3-beta-hydroxy-delta-5-steroid dehydrogenase,B,,,,,,,,,22226,U,0,Autocuration,4,ORIGINAL,1,,CHEMBL872066,2013-12-05 18:44:55,george_spelling,Inhibition of recombinant rat  adrenal 3beta-hydroxy-delta-5-steroid dehydrogenase,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
538,4896,In vitro inhibition against of 4-Hydroxyphenylpyruvate dioxygenase (4-HPPD) from pig liver by the enol borate method,B,,,Sus scrofa,9823,,,,,11607,D,9,Expert,11,ORIGINAL,1,,CHEMBL615559,2006-04-20 15:42:47,admin_actype,Compound was tested in vitro for its inhibition against of 4-Hydroxyphenylpyruvate dioxygenase (4-HPPD) from pig liver by the enol borate method,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
539,6148,In vitro inhibitory concentration required against 4-hydroxyphenylpyruvate dioxygenase (4-HPPD) taken from pig liver,B,,,,,,,,,11607,H,8,Autocuration,3,ORIGINAL,1,,CHEMBL615560,2006-04-20 15:42:47,admin_actype,In vitro inhibitory concentration required against 4-hydroxyphenylpyruvate dioxygenase (4-HPPD) taken from pig liver,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
540,16432,Inhibition of pig liver 4-Hydroxyphenylpyruvate dioxygenase (4-HPPD) enzyme,B,,,,,,,,,11607,H,8,Autocuration,10,ORIGINAL,1,,CHEMBL615561,2006-04-20 15:42:47,admin_actype,Inhibiton of pig liver 4-Hydroxyphenylpyruvate dioxygenase (4-HPPD) enzyme,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
541,4978,Concentration required to achieve 50% inhibition against 4-Hydroxyphenylpyruvate dioxygenase (HPPD) from pig liver,B,,,,,,,,,11607,H,8,Expert,27,ORIGINAL,1,,CHEMBL857062,2006-04-20 15:44:07,admin_actype,Concentration of the compound required to achieve 50% inhibition against 4-Hydroxyphenylpyruvate dioxygenase (HPPD) from pig liver,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
542,4978,Concentration required to achieve 50% inhibition against 4-Hydroxyphenylpyruvate dioxygenase (HPPD) from pig liver; (observed value),B,,,,,,,,,11607,H,8,Expert,27,ORIGINAL,1,,CHEMBL615562,2006-04-20 15:44:07,admin_actype,Concentration of the compound required to achieve 50% inhibition against 4-Hydroxyphenylpyruvate dioxygenase (HPPD) from pig liver; (observed value),,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
543,3723,In vitro inhibitory activity against HPPD(4-hydroxyphenylpyruvate Dioxygenase) from pig liver using enol borate assay method,B,,,,,,,,,11607,H,8,Autocuration,9,ORIGINAL,1,,CHEMBL615563,2010-10-26 17:10:29,SQL-abbr-desc,In vitro inhibitory activity of the compound against HPPD(4-hydroxyphenylpyruvate Dioxygenase) from pig liver using enol borate assay method,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
544,3518,Compound was evaluated for complete competitive inhibition of 4-hydroxyphenylpyruvate dioxygenase (HPPD),B,,,,,,,,,11607,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615564,2004-10-31 12:48:03,admin,Compound was evaluated for complete competitive inhibition of 4-hydroxyphenylpyruvate dioxygenase (HPPD),,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
545,4164,In vitro inhibition of 4-hydroxyphenylpyruvate dioxygenase obtained from purified pig liver by enol-borate method,B,,,,,,,,,11607,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615565,2010-09-23 11:52:22,SQL-abbr-desc,Compound was evaluated in vitro for the inhibition of 4-hydroxyphenylpyruvate dioxygenase obtained from purified pig liver by enol-borate method,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
546,3518,Inhibitory activity on pig liver 4-hydroxyphenylpyruvate dioxygenase (HPPD) was evaluated,B,,,,,,,,,11607,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615566,2010-10-26 17:10:29,SQL-abbr-desc,Inhibitory activity of the compound on pig liver 4-hydroxyphenylpyruvate dioxygenase (HPPD) was evaluated,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
547,4164,Inhibition of 4-hydroxyphenylpyruvate dioxygenase of purified pig liver by enol-borate method,B,,,Sus scrofa,9823,,,,,11607,D,9,Expert,13,ORIGINAL,1,,CHEMBL615567,2006-04-20 15:42:47,admin_actype,The compound was evaluated in vitro for the inhibition of 4-hydroxyphenylpyruvate dioxygenase obtained from purified pig liver by enol-borate method,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
548,3518,The inhibitory activity on pig liver 4-hydroxyphenylpyruvate dioxygenase (HPPD) was evaluated.,B,,,,,,,,,11607,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615568,2010-10-26 17:10:29,SQL-abbr-desc,The inhibitory activity of the compound on pig liver 4-hydroxyphenylpyruvate dioxygenase (HPPD) was evaluated.,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
549,3518,Compound was evaluated for competitive inhibition of 4-hydroxyphenylpyruvate dioxygenase (HPPD) (complete inhibition was observed at a concentration of 0.5-1.0 mM),B,,,,,,,,,11607,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615569,2006-04-20 15:43:45,admin_actype,Compound was evaluated for competitive inhibition of 4-hydroxyphenylpyruvate dioxygenase (HPPD) (complete inhibition was observed at a concentration of 0.5-1.0 mM),,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
550,4978,Concentration required to achieve 50% inhibition against 4-hydroxyphenylpyruvate dioxygenase from pig liver,B,,,,,,,,,11607,H,8,Autocuration,5,ORIGINAL,1,,CHEMBL615570,2010-10-26 17:10:29,SQL-abbr-desc,Concentration of the compound required to achieve 50% inhibition against 4-hydroxyphenylpyruvate dioxygenase from pig liver,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
551,4978,Concentration required to achieve 50% inhibition against 4-hydroxyphenylpyruvate dioxygenase from pig liver; (observed value),B,,,,,,,,,11607,H,8,Autocuration,5,ORIGINAL,1,,CHEMBL615571,2010-10-26 17:10:29,SQL-abbr-desc,Concentration of the compound required to achieve 50% inhibition against 4-hydroxyphenylpyruvate dioxygenase from pig liver; (observed value),,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
552,6455,Binding affinity against melatonin (MT1) receptor (pC1),B,,,,,,,,,104733,H,4,Autocuration,1,ORIGINAL,1,,CHEMBL615572,2010-10-26 17:10:29,SQL-abbr-desc,Binding affinity of the compound against melatonin (MT1) receptor (pC1),,,,,,,BAO_0000224,,,,CLD0,0,0,CLD0,
553,2222,Compound was tested for inhibitory activity against 5-hydroxytryptamine 1 receptor,B,,,,,,,,,22226,U,0,Autocuration,1,ORIGINAL,1,,CHEMBL615573,2006-04-20 15:42:47,admin_actype,Compound was tested for inhibitory activity against 5-hydroxytryptamine 1 receptor,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
554,13020,Inhibition of [3H]- 5-HT binding to 5-hydroxytryptamine 1 receptor at 10e-5 M,B,,,,,,,,,22226,U,0,Autocuration,3,ORIGINAL,1,,CHEMBL615574,2006-11-28 17:04:09,BautoJPO,Inhibition of [3H] 5-HT binding to 5-hydroxytryptamine 1 receptor at a concentration of 10e-5M of the compound,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
555,13021,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1 receptor of central nervous system,B,,,,,,,,,22226,U,0,Autocuration,1,ORIGINAL,1,,CHEMBL615575,2006-11-28 16:58:32,BautoJPO,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1 receptor present in the central nervous system.,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
556,14532,Inhibitory activity against 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand at 10e-5 M concentration,B,,,,,,,,,10619,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615576,2006-11-28 17:04:09,BautoJPO,Inhibitory activity against 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand at 10E-5M concentration,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
557,14118,Binding affinity against 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,,,,,,,10619,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615577,2006-11-28 17:04:09,BautoJPO,Binding affinity against 5-hydroxytryptamine 1 receptor using [3H]serotonin as radioligand,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
558,11884,Binding affinity at 5-hydroxytryptamine 1A receptor in bovine hippocampal preparation using [3H]8-OH-DPAT,B,,,,,,Hippocampus,,,51,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615578,2006-04-20 15:43:45,admin_actype,Binding affinity at 5-hydroxytryptamine 1A receptor in bovine hippocampal preparation using [3H]-8-OH-DPAT,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
559,13969,Binding affinity against 5-hydroxytryptamine 1A receptor was measured using [3H]8-OH-DPAT as radioligand,B,,,,,,,,,51,H,8,Expert,35,ORIGINAL,1,,CHEMBL615579,2006-04-20 15:44:07,admin_actype,Binding affinity against 5-hydroxytryptamine 1A receptor was measured using [3H]-8-OH-DPAT as radioligand,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
560,13392,Binding affinity for 5-hydroxytryptamine 1A receptor,B,,,,,,,,,51,H,8,Expert,47,ORIGINAL,1,,CHEMBL615580,2006-04-20 15:44:07,admin_actype,Binding affinity of the compound towards 5-hydroxytryptamine 1A receptor,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
561,14430,Affinity towards 5-hydroxytryptamine 1A receptor in membranes from bovine hippocampus using [3H]OH-DPAT,B,,,,,,,,,51,H,8,Expert,21,ORIGINAL,1,,CHEMBL615581,2006-04-20 15:42:47,admin_actype,Compound was evaluated for Affinity towards 5-hydroxytryptamine 1A receptor in membranes from bovine hippocampus using [3H]-OH-DPAT,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
