cell_id,cell_name,cell_description,cell_source_tissue,cell_source_organism,cell_source_tax_id,clo_id,efo_id,cellosaurus_id,cl_lincs_id,chembl_id,cell_ontology_id
1469,ECC4,ECC4,,Homo sapiens,9606,,,CVCL_1190,LCL-1115,CHEMBL3308162,
1470,EHEB,EHEB,,Homo sapiens,9606,CLO_0002899,,CVCL_1194,LCL-1085,CHEMBL3308163,
1471,EM-2,EM-2,,Homo sapiens,9606,CLO_0002922,EFO_0002176,CVCL_1196,LCL-1112,CHEMBL3308889,
1472,EW-1,EW-1,,Homo sapiens,9606,,,CVCL_1208,LCL-1446,CHEMBL3308164,
1473,EW-3,EW-3,,Homo sapiens,9606,,,CVCL_1216,LCL-1452,CHEMBL3308521,
1474,EW-7,EW-7,,Homo sapiens,9606,,,CVCL_1217,LCL-1453,CHEMBL3308165,
1475,GB-1,GB-1,,Homo sapiens,9606,,,CVCL_1227,LCL-1378,CHEMBL3308166,
1476,GCIY,GCIY,,Homo sapiens,9606,,,CVCL_1228,LCL-1891,CHEMBL3308825,
1477,GI-1,GI-1,,Homo sapiens,9606,,,CVCL_1231,LCL-1379,CHEMBL3308167,
1478,GOTO,GOTO,,Homo sapiens,9606,,,CVCL_1234,LCL-1974,CHEMBL3308168,
1479,HC-1,HC-1,,Homo sapiens,9606,CLO_0003627,,CVCL_1243,LCL-1086,CHEMBL3308522,
1480,K052,K052,,Homo sapiens,9606,,,CVCL_1321,,CHEMBL3308169,
1481,KS-1,KS-1,,Homo sapiens,9606,,,CVCL_1343,LCL-1384,CHEMBL3308170,
1482,LP-1,LP-1,,Homo sapiens,9606,CLO_0007379,EFO_0003055,CVCL_0012,LCL-2046,CHEMBL3308171,
1483,MLMA,MLMA,,Homo sapiens,9606,,,CVCL_1419,LCL-1091,CHEMBL3308826,
1484,MS-1,MS-1,,Homo sapiens,9606,,EFO_0002836,CVCL_1429,,CHEMBL3308892,
1486,NB10,NB10,,Homo sapiens,9606,,,CVCL_1441,LCL-1989,CHEMBL3308172,
1487,NB12,NB12,,Homo sapiens,9606,,,CVCL_1442,LCL-1990,CHEMBL3308173,
1488,NB13,NB13,,Homo sapiens,9606,,,CVCL_1443,LCL-1991,CHEMBL3308174,
1489,NB14,NB14,,Homo sapiens,9606,,,CVCL_1444,LCL-1992,CHEMBL3308827,
1490,NB17,NB17,,Homo sapiens,9606,,,CVCL_1445,LCL-1994,CHEMBL3308175,
1491,NEC8,NEC8,,Homo sapiens,9606,,,CVCL_1604,LCL-1900,CHEMBL3308176,
1492,RH-1,RH-1,,Homo sapiens,9606,,,CVCL_1658,LCL-1456,CHEMBL3308524,
1493,SH-4,SH-4,,Homo sapiens,9606,CLO_0009006,,CVCL_1692,LCL-1280,CHEMBL3308177,
1494,SIMA,SIMA,,Homo sapiens,9606,CLO_0009018,,CVCL_1695,LCL-1979,CHEMBL3308828,
1495,TE-1,TE-1,,Homo sapiens,9606,,,CVCL_1759,LCL-1564,CHEMBL3308178,
1496,TE-5,TE-5,,Homo sapiens,9606,,,CVCL_1764,LCL-1569,CHEMBL3308179,
1497,TE-6,TE-6,,Homo sapiens,9606,,,CVCL_1765,LCL-1570,CHEMBL3308180,
1498,TE-8,TE-8,,Homo sapiens,9606,,,CVCL_1766,LCL-1571,CHEMBL3308525,
1499,TE-9,TE-9,,Homo sapiens,9606,,,CVCL_1767,LCL-1572,CHEMBL3308181,
1500,A101D,A101D,,Homo sapiens,9606,CLO_0001551,EFO_0002100,CVCL_1057,LCL-1267,CHEMBL3308182,
1501,AM-38,AM-38,,Homo sapiens,9606,,,CVCL_1070,LCL-1366,CHEMBL3308829,
1502,ATN-1,ATN-1,,Homo sapiens,9606,,,CVCL_1073,LCL-1025,CHEMBL3308183,
1503,BE-13,BE-13,,Homo sapiens,9606,CLO_0001921,,CVCL_1081,LCL-1044,CHEMBL3308184,
1504,BL-41,BL-41,,Homo sapiens,9606,CLO_0001987,,CVCL_1087,LCL-2028,CHEMBL3308526,
1505,BL-70,BL-70,,Homo sapiens,9606,CLO_0001988,,CVCL_1088,LCL-2016,CHEMBL3308185,
1506,BPH-1,BPH-1,,Homo sapiens,9606,CLO_0002022,,CVCL_1091,,CHEMBL3308186,
1507,CAS-1,CAS-1,,Homo sapiens,9606,CLO_0002200,,CVCL_1117,LCL-1369,CHEMBL3308187,
1508,CPC-N,CPC-N,,Homo sapiens,9606,CLO_0002602,,CVCL_1146,LCL-1829,CHEMBL3308830,
1509,CTB-1,CTB-1,,Homo sapiens,9606,,,CVCL_1149,LCL-1118,CHEMBL3308188,
1510,CTV-1,CTV-1,,Homo sapiens,9606,CLO_0002638,,CVCL_1150,LCL-1013,CHEMBL3308189,
1511,DG-75,DG-75,,Homo sapiens,9606,CLO_0002767,,CVCL_0244,LCL-2019,CHEMBL3308527,
1512,DJM-1,DJM-1,,Homo sapiens,9606,,,CVCL_1172,LCL-1405,CHEMBL3308190,
1513,ECC10,ECC10,,Homo sapiens,9606,,,CVCL_1188,LCL-1897,CHEMBL3308191,
1514,ECC12,ECC12,,Homo sapiens,9606,,,CVCL_1189,LCL-1898,CHEMBL3308192,
1515,ETK-1,ETK-1,,Homo sapiens,9606,,,CVCL_1206,LCL-1789,CHEMBL3308831,
1516,EW-11,EW-11,,Homo sapiens,9606,,,CVCL_1209,LCL-1447,CHEMBL3308193,
1517,EW-12,EW-12,,Homo sapiens,9606,,,CVCL_1210,,CHEMBL3308528,
1518,EW-13,EW-13,,Homo sapiens,9606,,,CVCL_1211,LCL-1448,CHEMBL3308194,
1519,EW-16,EW-16,,Homo sapiens,9606,,,CVCL_1212,LCL-1449,CHEMBL3308195,
1520,EW-18,EW-18,,Homo sapiens,9606,,,CVCL_1213,LCL-1450,CHEMBL3308832,
1521,EW-22,EW-22,,Homo sapiens,9606,,,CVCL_1214,,CHEMBL3308196,
1522,EW-24,EW-24,,Homo sapiens,9606,,,CVCL_1215,LCL-1451,CHEMBL3308197,
1523,GDM-1,GDM-1,,Homo sapiens,9606,CLO_0003467,EFO_0002183,CVCL_1230,LCL-1052,CHEMBL3308198,
1524,GR-ST,GR-ST,,Homo sapiens,9606,,,CVCL_1236,LCL-1045,CHEMBL3308529,
1525,HCE-4,HCE-4,,Homo sapiens,9606,,,CVCL_1271,LCL-1563,CHEMBL3308199,
1526,HCE-T,HCE-T,,Homo sapiens,9606,,,CVCL_1272,LCL-1047,CHEMBL3308200,
1527,IA-LM,IA-LM,,Homo sapiens,9606,,,CVCL_1302,LCL-1778,CHEMBL3308833,
1528,IMR-5,IMR-5,,Homo sapiens,9606,CLO_0006950,,CVCL_1306,LCL-1984,CHEMBL3308201,
1529,JEG-3,JEG-3,,Homo sapiens,9606,CLO_0007017,,CVCL_0363,LCL-1492,CHEMBL3308202,
1530,JVM-2,JVM-2,,Homo sapiens,9606,CLO_0007047,,CVCL_1319,LCL-1099,CHEMBL3308530,
1531,JVM-3,JVM-3,,Homo sapiens,9606,CLO_0007048,,CVCL_1320,LCL-1100,CHEMBL3308203,
1532,KE-37,KE-37,,Homo sapiens,9606,CLO_0007089,,CVCL_1327,LCL-1016,CHEMBL3308872,
1533,KM-H2,KM-H2,,Homo sapiens,9606,CLO_0007112,,CVCL_1330,LCL-2009,CHEMBL3308204,
1534,KY821,KY821,,Homo sapiens,9606,,,CVCL_1346,LCL-1004,CHEMBL3308834,
1535,L-363,L-363,,Homo sapiens,9606,CLO_0007186,,CVCL_1357,LCL-2045,CHEMBL3308205,
1536,L-428,L-428,,Homo sapiens,9606,CLO_0007189,,CVCL_1361,LCL-2011,CHEMBL3308873,
1537,L-540,L-540,,Homo sapiens,9606,CLO_0007201,,CVCL_1362,LCL-2012,CHEMBL3308531,
1538,LAN-6,LAN-6,,Homo sapiens,9606,,,CVCL_1363,LCL-1988,CHEMBL3308206,
1539,LC-1F,LC-1F,,Homo sapiens,9606,,EFO_0002827,CVCL_1372,LCL-1595,CHEMBL3308207,
1540,LC4-1,LC4-1,,Homo sapiens,9606,,,CVCL_1374,LCL-1037,CHEMBL3308835,
1541,LOUCY,LOUCY,,Homo sapiens,9606,CLO_0007375,,CVCL_1380,LCL-1017,CHEMBL3308208,
1543,MC116,MC116,,Homo sapiens,9606,CLO_0007578,EFO_0002228,CVCL_1399,LCL-1946,CHEMBL3308210,
1544,MN-60,MN-60,,Homo sapiens,9606,CLO_0007808,,CVCL_1421,LCL-1010,CHEMBL3308532,
1545,NH-12,NH-12,,Homo sapiens,9606,,,CVCL_1605,LCL-1978,CHEMBL3308211,
1546,NKM-1,NKM-1,,Homo sapiens,9606,,,CVCL_1607,LCL-1073,CHEMBL3308212,
1547,NOS-1,NOS-1,,Homo sapiens,9606,,,CVCL_1610,LCL-1432,CHEMBL3308836,
1548,OMC-1,OMC-1,,Homo sapiens,9606,,,CVCL_1623,LCL-1546,CHEMBL3308213,
1549,OPM-2,OPM-2,,Homo sapiens,9606,CLO_0008269,,CVCL_1625,LCL-2048,CHEMBL3308883,
1550,RH-18,RH-18,,Homo sapiens,9606,,,CVCL_1659,,CHEMBL3308533,
1551,SBC-1,SBC-1,,Homo sapiens,9606,,,CVCL_1676,LCL-1865,CHEMBL3308214,
1552,SCC-3,SCC-3,,Homo sapiens,9606,,,CVCL_1683,LCL-1128,CHEMBL3308215,
1553,SKM-1,SKM-1,,Homo sapiens,9606,,,CVCL_0098,,CHEMBL3308216,
1554,ST486,ST486,,Homo sapiens,9606,CLO_0009143,EFO_0002353,CVCL_1712,LCL-2026,CHEMBL3308887,
1555,SW684,SW684,,Homo sapiens,9606,,EFO_0002369,CVCL_1726,LCL-1490,CHEMBL3308217,
1556,SW872,SW872,,Homo sapiens,9606,,EFO_0002373,CVCL_1730,LCL-1459,CHEMBL3308837,
1557,SW982,SW982,,Homo sapiens,9606,,EFO_0002378,CVCL_1734,LCL-1880,CHEMBL3308534,
1558,TE-10,TE-10,,Homo sapiens,9606,,,CVCL_1760,LCL-1565,CHEMBL3308218,
1559,TE-11,TE-11,,Homo sapiens,9606,,,CVCL_1761,LCL-1566,CHEMBL3308219,
1560,TE-12,TE-12,,Homo sapiens,9606,,,CVCL_1762,LCL-1567,CHEMBL3308220,
1561,TE-15,TE-15,,Homo sapiens,9606,,,CVCL_1763,LCL-1568,CHEMBL3308221,
1562,TI-73,TI-73,,Homo sapiens,9606,,,CVCL_3605,,CHEMBL3308222,
1563,U-266,U-266,,Homo sapiens,9606,CLO_0009457,,CVCL_0566,,CHEMBL3308535,
1564,YH-13,YH-13,,Homo sapiens,9606,,,CVCL_1795,LCL-1392,CHEMBL3308223,
1565,no-10,no-10,,Homo sapiens,9606,,,CVCL_3075,LCL-1386,CHEMBL3308838,
1566,no-11,no-11,,Homo sapiens,9606,,,CVCL_3076,LCL-1387,CHEMBL3308224,
1567,A3-KAW,A3-KAW,,Homo sapiens,9606,,,CVCL_1062,,CHEMBL3308225,
1568,A4-Fuk,A4-Fuk,,Homo sapiens,9606,,,CVCL_1064,LCL-1268,CHEMBL3308226,
1569,ALL-PO,ALL-PO,,Homo sapiens,9606,CLO_0001705,,CVCL_1069,LCL-1043,CHEMBL3308227,
1570,ARH-77,ARH-77,Leukaemia,Homo sapiens,9606,CLO_0001744,,CVCL_1072,LCL-2041,CHEMBL3308536,
1571,BALL-1,BALL-1,,Homo sapiens,9606,,,CVCL_1075,LCL-1005,CHEMBL3308839,
1572,BV-173,BV-173,,Homo sapiens,9606,CLO_0002052,,CVCL_0181,LCL-1111,CHEMBL3308228,
1573,Becker,Becker,,Homo sapiens,9606,,,CVCL_1093,LCL-1368,CHEMBL3308229,
1574,C-33-A,C-33-A,,Homo sapiens,9606,CLO_0002115,EFO_0002120,CVCL_1094,,CHEMBL3308230,
1575,C2BBe1,C2BBe1,,Homo sapiens,9606,CLO_0002108,,CVCL_1096,LCL-1296,CHEMBL3308231,
1576,Caov-4,Caov-4,,Homo sapiens,9606,CLO_0002196,,CVCL_0202,LCL-1520,CHEMBL3308232,
1577,DOHH-2,DOHH-2,,Homo sapiens,9606,,,CVCL_1179,LCL-1143,CHEMBL3308537,
1578,GT3TKB,GT3TKB,,Homo sapiens,9606,,,CVCL_1237,LCL-1895,CHEMBL3308840,
1579,HAL-01,HAL-01,,Homo sapiens,9606,,,CVCL_1242,LCL-1046,CHEMBL3308233,
1580,HDLM-2,HDLM-2,,Homo sapiens,9606,CLO_0003671,,CVCL_0009,LCL-2007,CHEMBL3308234,
1581,HT-144,HT-144,,Homo sapiens,9606,CLO_0004280,,CVCL_0318,LCL-1273,CHEMBL3308870,
1582,KALS-1,KALS-1,,Homo sapiens,9606,,,CVCL_1323,LCL-1380,CHEMBL3308235,
1583,KMOE-2,KMOE-2,,Homo sapiens,9606,CLO_0007114,,CVCL_1332,LCL-1058,CHEMBL3308236,
1584,KNS-42,KNS-42,,Homo sapiens,9606,,,CVCL_0378,LCL-1382,CHEMBL3308538,
1585,KNS-62,KNS-62,,Homo sapiens,9606,,,CVCL_1335,,CHEMBL3308237,
1586,LS-123,LS-123,,Homo sapiens,9606,CLO_0007392,,CVCL_1383,LCL-1193,CHEMBL3308874,
1587,LS-513,LS-513,,Homo sapiens,9606,,,CVCL_1386,LCL-1338,CHEMBL3308841,
1588,LU-139,LU-139,,Homo sapiens,9606,,,CVCL_1390,LCL-1872,CHEMBL3308238,
1589,LU-165,LU-165,,Homo sapiens,9606,,,CVCL_1391,LCL-1873,CHEMBL3308239,
1590,MC-CAR,MC-CAR,,Homo sapiens,9606,CLO_0007575,,CVCL_1397,,CHEMBL3308240,
1591,MEG-01,MEG-01,,Homo sapiens,9606,CLO_0007668,,CVCL_0425,LCL-1110,CHEMBL3308539,
1592,MPP-89,MPP-89,,Homo sapiens,9606,CLO_0007858,,CVCL_1427,LCL-1229,CHEMBL3308241,
1593,MZ1-PC,MZ1-PC,,Homo sapiens,9606,,,CVCL_1434,LCL-1795,CHEMBL3308242,
1594,NMC-G1,NMC-G1,,Homo sapiens,9606,,,CVCL_1608,LCL-1385,CHEMBL3308842,
1595,NOMO-1,NOMO-1,,Homo sapiens,9606,,,CVCL_1609,LCL-1074,CHEMBL3308243,
1596,OC-314,OC-314,,Homo sapiens,9606,CLO_0008231,,CVCL_1616,LCL-1516,CHEMBL3308244,
1597,OCUB-M,OCUB-M,,Homo sapiens,9606,,,CVCL_1621,LCL-1489,CHEMBL3308245,
1598,ONS-76,ONS-76,,Homo sapiens,9606,,,CVCL_1624,LCL-1578,CHEMBL3308540,
1599,PF-382,PF-382,,Homo sapiens,9606,CLO_0008421,,CVCL_1641,LCL-1021,CHEMBL3308246,
1600,RL95-2,RL95-2,,Homo sapiens,9606,CLO_0008830,,CVCL_0505,LCL-1506,CHEMBL3308843,
1601,RS4-11,RS4-11,,Homo sapiens,9606,,,CVCL_0093,,CHEMBL3308247,
1602,SIG-M5,SIG-M5,,Homo sapiens,9606,CLO_0009016,,CVCL_1694,LCL-1071,CHEMBL3308248,
1603,SJSA-1,SJSA-1,Astrocytoma cells,Homo sapiens,9606,CLO_0009031,EFO_0002330,CVCL_1697,LCL-1433,CHEMBL3308885,
1604,SNU-C1,SNU-C1,,Homo sapiens,9606,CLO_0009103,,CVCL_1708,LCL-1194,CHEMBL3308249,
1605,TALL-1,TALL-1,,Homo sapiens,9606,,,CVCL_1736,LCL-1024,CHEMBL3308541,
1606,TC-YIK,TC-YIK,,Homo sapiens,9606,,,CVCL_1737,,CHEMBL3308250,
1607,8-MG-BA,8-MG-BA,,Homo sapiens,9606,CLO_0001523,,CVCL_1052,LCL-1365,CHEMBL3308251,
1608,CHP-126,CHP-126,,Homo sapiens,9606,CLO_0002472,,CVCL_1123,LCL-1973,CHEMBL3308252,
1609,CHP-134,CHP-134,,Homo sapiens,9606,,,CVCL_1124,,CHEMBL3308253,
1610,COR-L88,COR-L88,,Homo sapiens,9606,CLO_0002594,,CVCL_1141,LCL-1827,CHEMBL3308865,
1611,CRO-AP2,CRO-AP2,,Homo sapiens,9606,CLO_0002617,,CVCL_1147,,CHEMBL3308254,
1612,D-247MG,D-247MG,,Homo sapiens,9606,,,CVCL_1153,LCL-1370,CHEMBL3308542,
1613,D-263MG,D-263MG,,Homo sapiens,9606,,,CVCL_1154,LCL-1371,CHEMBL3308255,
1614,D-336MG,D-336MG,,Homo sapiens,9606,,,CVCL_1156,LCL-1372,CHEMBL3308844,
1615,D-392MG,D-392MG,,Homo sapiens,9606,,,CVCL_1158,LCL-1373,CHEMBL3308256,
1616,D-423MG,D-423MG,,Homo sapiens,9606,,,CVCL_1160,LCL-1374,CHEMBL3308257,
1617,D-502MG,D-502MG,,Homo sapiens,9606,,,CVCL_1162,LCL-1375,CHEMBL3308258,
1618,D-542MG,D-542MG,,Homo sapiens,9606,,,CVCL_1164,LCL-1376,CHEMBL3308259,
1619,D-566MG,D-566MG,,Homo sapiens,9606,,,CVCL_1166,LCL-1377,CHEMBL3308543,
1620,DMS-153,DMS-153,,Homo sapiens,9606,CLO_0002796,,CVCL_1175,,CHEMBL3308260,
1621,DU-4475,DU-4475,,Homo sapiens,9606,,,CVCL_1183,,CHEMBL3308261,
1622,GI-ME-N,GI-ME-N,,Homo sapiens,9606,CLO_0003494,,CVCL_1232,LCL-1983,CHEMBL3308868,
1623,HCC1187,HCC1187,,Homo sapiens,9606,CLO_0003632,EFO_0001170,CVCL_1247,LCL-1324,CHEMBL3308845,
1624,HCC1599,HCC1599,,Homo sapiens,9606,CLO_0003641,EFO_0002186,CVCL_1256,LCL-1326,CHEMBL3308262,
1625,HCC2157,HCC2157,,Homo sapiens,9606,CLO_0003650,EFO_0001177,CVCL_1261,LCL-1327,CHEMBL3308891,
1626,HCC2218,HCC2218,,Homo sapiens,9606,CLO_0003652,EFO_0002187,CVCL_1263,LCL-1328,CHEMBL3308869,
1627,HD-MY-Z,HD-MY-Z,,Homo sapiens,9606,CLO_0003672,,CVCL_1273,LCL-2008,CHEMBL3308544,
1628,IST-SL1,IST-SL1,,Homo sapiens,9606,CLO_0006974,,CVCL_1313,LCL-1868,CHEMBL3308263,
1629,IST-SL2,IST-SL2,,Homo sapiens,9606,CLO_0006975,,CVCL_1314,LCL-1869,CHEMBL3308871,
1630,KINGS-1,KINGS-1,,Homo sapiens,9606,,,CVCL_1328,LCL-1381,CHEMBL3308264,
1631,KP-N-YN,KP-N-YN,,Homo sapiens,9606,,,CVCL_1341,LCL-1985,CHEMBL3308265,
1632,KP-N-YS,KP-N-YS,,Homo sapiens,9606,,,CVCL_1342,LCL-1986,CHEMBL3308266,
1633,LAMA-84,LAMA-84,,Homo sapiens,9606,CLO_0007238,,CVCL_0388,LCL-1109,CHEMBL3308267,
1634,LC-2-ad,LC-2-ad,,Homo sapiens,9606,,EFO_0003140,CVCL_1373,LCL-1667,CHEMBL3308545,
1635,LS-1034,LS-1034,,Homo sapiens,9606,,,CVCL_1382,LCL-1336,CHEMBL3308846,
1636,LS-411N,LS-411N,,Homo sapiens,9606,,,CVCL_1385,LCL-1337,CHEMBL3308268,
1637,MFH-ino,MFH-ino,,Homo sapiens,9606,,,CVCL_1407,LCL-1753,CHEMBL3308269,
1638,MMAC-SF,MMAC-SF,,Homo sapiens,9606,,,CVCL_1420,LCL-1277,CHEMBL3308270,
1639,MOLT-13,MOLT-13,,Homo sapiens,9606,CLO_0007820,,CVCL_1422,,CHEMBL3308875,
1640,MOLT-16,MOLT-16,,Homo sapiens,9606,CLO_0007822,,CVCL_1424,LCL-1018,CHEMBL3308271,
1641,MZ2-MEL,MZ2-MEL,,Homo sapiens,9606,,,CVCL_1435,LCL-1278,CHEMBL3308272,
1642,MZ7-mel,MZ7-mel,,Homo sapiens,9606,,,CVCL_1436,LCL-1279,CHEMBL3308546,
1643,NBsusSR,NBsusSR,,Homo sapiens,9606,,,CVCL_1450,LCL-1998,CHEMBL3308847,
1644,NCI-H64,NCI-H64,,Homo sapiens,9606,,,CVCL_1573,LCL-1874,CHEMBL3308273,
1645,NCI-H82,NCI-H82,,Homo sapiens,9606,CLO_0008118,EFO_0002306,CVCL_1591,LCL-1862,CHEMBL3308882,
1646,OS-RC-2,OS-RC-2,,Homo sapiens,9606,,,CVCL_1626,LCL-1768,CHEMBL3308274,
1647,P30-OHK,P30-OHK,,Homo sapiens,9606,,,CVCL_1631,,CHEMBL3308275,
1648,P31-FUJ,P31-FUJ,,Homo sapiens,9606,,,CVCL_1632,,CHEMBL3308276,
1649,SK-MG-1,SK-MG-1,,Homo sapiens,9606,,,CVCL_1698,LCL-1391,CHEMBL3308547,
1650,SK-MM-2,SK-MM-2,,Homo sapiens,9606,CLO_0009050,EFO_0005458,CVCL_1699,LCL-2051,CHEMBL3308277,
1651,SK-N-FI,SK-N-FI,,Homo sapiens,9606,CLO_0009057,,CVCL_1702,LCL-1981,CHEMBL3308278,
1652,SK-UT-1,SK-UT-1,,Homo sapiens,9606,CLO_0009065,,CVCL_0533,LCL-1508,CHEMBL3308848,
1653,SNU-C2B,SNU-C2B,,Homo sapiens,9606,CLO_0009105,,CVCL_1710,LCL-1341,CHEMBL3308279,
1654,U-698-M,U-698-M,,Homo sapiens,9606,CLO_0009462,,CVCL_0017,LCL-1008,CHEMBL3308280,
1655,WSU-NHL,WSU-NHL,,Homo sapiens,9606,CLO_0009636,,CVCL_1793,LCL-1955,CHEMBL3308281,
1656,BB30-HNC,BB30-HNC,,Homo sapiens,9606,,,CVCL_1076,LCL-1573,CHEMBL3308548,
1657,BB49-HNC,BB49-HNC,,Homo sapiens,9606,,,CVCL_1077,LCL-1574,CHEMBL3308282,
1658,BB65-RCC,BB65-RCC,,Homo sapiens,9606,,,CVCL_1078,LCL-1763,CHEMBL3308283,
1659,CGTH-W-1,CGTH-W-1,,Homo sapiens,9606,CLO_0002406,,CVCL_1120,LCL-1691,CHEMBL3308849,
1660,COLO-668,COLO-668,,Homo sapiens,9606,CLO_0002549,,CVCL_1128,LCL-1867,CHEMBL3308864,
1661,COLO-684,COLO-684,,Homo sapiens,9606,CLO_0002552,,CVCL_1132,,CHEMBL3308284,
1662,COLO-800,COLO-800,,Homo sapiens,9606,CLO_0002561,,CVCL_1135,LCL-1233,CHEMBL3308285,
1663,COLO-829,COLO-829,,Homo sapiens,9606,CLO_0002563,EFO_0002140,CVCL_1137,LCL-1269,CHEMBL3308286,
1664,COR-L279,COR-L279,,Homo sapiens,9606,CLO_0002589,,CVCL_1140,LCL-1825,CHEMBL3308549,
1665,CP66-MEL,CP66-MEL,,Homo sapiens,9606,,,CVCL_1144,LCL-1271,CHEMBL3308287,
1666,CP67-MEL,CP67-MEL,,Homo sapiens,9606,,,CVCL_1145,,CHEMBL3308288,
1667,EC-GI-10,EC-GI-10,,Homo sapiens,9606,,,CVCL_1187,LCL-1151,CHEMBL3308289,
1668,IST-MEL1,IST-MEL1,,Homo sapiens,9606,CLO_0006969,,CVCL_1308,LCL-1234,CHEMBL3308290,
1669,IST-MES1,IST-MES1,,Homo sapiens,9606,CLO_0006972,,CVCL_1311,LCL-1228,CHEMBL3308291,
1671,LU-134-A,LU-134-A,,Homo sapiens,9606,,,CVCL_1387,LCL-1871,CHEMBL3308292,
1672,MRK-nu-1,MRK-nu-1,,Homo sapiens,9606,,,CVCL_1428,LCL-1487,CHEMBL3308550,
1673,NCI-H187,NCI-H187,,Homo sapiens,9606,CLO_0008025,EFO_0002269,CVCL_1501,LCL-1843,CHEMBL3308878,
1674,NCI-H209,NCI-H209,,Homo sapiens,9606,CLO_0008049,,CVCL_1525,LCL-1847,CHEMBL3308293,
1675,NCI-H250,NCI-H250,,Homo sapiens,9606,CLO_0008078,,CVCL_1554,,CHEMBL3308294,
1676,NCI-H378,NCI-H378,,Homo sapiens,9606,CLO_0008086,,CVCL_1560,,CHEMBL3308295,
1677,NCI-H524,NCI-H524,,Homo sapiens,9606,CLO_0008095,EFO_0002296,CVCL_1568,LCL-1857,CHEMBL3308296,
1678,NCI-H526,NCI-H526,,Homo sapiens,9606,CLO_0008096,,CVCL_1569,LCL-1858,CHEMBL3308881,
1679,NCI-H716,NCI-H716,,Homo sapiens,9606,CLO_0008108,EFO_0002301,CVCL_1581,LCL-1339,CHEMBL3308297,
1680,NCI-H719,NCI-H719,,Homo sapiens,9606,CLO_0008109,,CVCL_1582,LCL-1860,CHEMBL3308551,
1681,NCI-H720,NCI-H720,,Homo sapiens,9606,CLO_0008110,EFO_0002302,CVCL_1583,LCL-1155,CHEMBL3308851,
1682,NCI-H747,NCI-H747,,Homo sapiens,9606,CLO_0008114,EFO_0002303,CVCL_1587,LCL-1340,CHEMBL3308895,
1683,NCI-H748,NCI-H748,,Homo sapiens,9606,CLO_0008115,EFO_0002304,CVCL_1588,LCL-1861,CHEMBL3308298,
1684,NCI-H889,NCI-H889,,Homo sapiens,9606,CLO_0008125,,CVCL_1598,LCL-1864,CHEMBL3308299,
1685,OCI-AML2,OCI-AML2,,Homo sapiens,9606,CLO_0008235,,CVCL_1619,LCL-1065,CHEMBL3308300,
1686,QIMR-WIL,QIMR-WIL,,Homo sapiens,9606,CLO_0008680,,CVCL_1645,LCL-1075,CHEMBL3308301,
1687,RCC10RGB,RCC10RGB,,Homo sapiens,9606,,,CVCL_1647,LCL-1769,CHEMBL3308302,
1688,SK-LMS-1,SK-LMS-1,,Homo sapiens,9606,CLO_0009038,,CVCL_0628,LCL-1286,CHEMBL3308552,
1689,SK-PN-DW,SK-PN-DW,,Homo sapiens,9606,CLO_0009064,,CVCL_1703,LCL-1048,CHEMBL3308886,
1690,SU-DHL-1,SU-DHL-1,,Homo sapiens,9606,CLO_0009160,EFO_0005461,CVCL_0538,LCL-1918,CHEMBL3308303,
1691,TE-441-T,TE-441-T,,Homo sapiens,9606,,,CVCL_1754,LCL-1413,CHEMBL3308304,
1692,TGBC1TKB,TGBC1TKB,,Homo sapiens,9606,,,CVCL_1769,LCL-1343,CHEMBL3308852,
1693,VA-ES-BJ,VA-ES-BJ,,Homo sapiens,9606,CLO_0009509,,CVCL_1785,LCL-1945,CHEMBL3308888,
1694,KARPAS-45,KARPAS-45,,Homo sapiens,9606,CLO_0007067,,CVCL_1326,LCL-1015,CHEMBL3308305,
1695,KMS-12-PE,KMS-12-PE,,Homo sapiens,9606,,,CVCL_1333,LCL-2044,CHEMBL3308553,
1696,KNS-81-FD,KNS-81-FD,,Homo sapiens,9606,,,CVCL_1336,LCL-1383,CHEMBL3308306,
1697,KURAMOCHI,KURAMOCHI,,Homo sapiens,9606,,,CVCL_1345,LCL-1701,CHEMBL3308307,
1698,LB771-HNC,LB771-HNC,,Homo sapiens,9606,,,CVCL_1369,LCL-1575,CHEMBL3308308,
1699,LB831-BLC,LB831-BLC,,Homo sapiens,9606,,,CVCL_1370,LCL-1707,CHEMBL3308853,
1700,LB996-RCC,LB996-RCC,,Homo sapiens,9606,,,CVCL_1371,LCL-1767,CHEMBL3308309,
1701,MHH-NB-11,MHH-NB-11,,Homo sapiens,9606,CLO_0007719,,CVCL_1412,LCL-1975,CHEMBL3308310,
1702,NCI-H1092,NCI-H1092,,Homo sapiens,9606,CLO_0007980,EFO_0002249,CVCL_1454,LCL-1836,CHEMBL3308311,
1703,NCI-H1155,NCI-H1155,,Homo sapiens,9606,CLO_0007982,EFO_0002250,CVCL_1456,LCL-1628,CHEMBL3308312,
1704,NCI-H1304,NCI-H1304,,Homo sapiens,9606,CLO_0007987,,CVCL_1462,LCL-2058,CHEMBL3308554,
1705,NCI-H1355,NCI-H1355,,Homo sapiens,9606,CLO_0007989,EFO_0002251,CVCL_1464,LCL-1669,CHEMBL3308876,
1706,NCI-H1395,NCI-H1395,,Homo sapiens,9606,CLO_0007992,EFO_0002252,CVCL_1467,LCL-1660,CHEMBL3308313,
