tid,target_type,pref_name,tax_id,organism,chembl_id,species_group_flag
104991,SELECTIVITY GROUP,Opioid receptor (mu and kappa),10141,Cavia porcellus,CHEMBL2111465,0
104992,SELECTIVITY GROUP,Serotonin receptor (2b and 2c),9606,Homo sapiens,CHEMBL2111466,0
104993,SELECTIVITY GROUP,Alpha adrenergic receptor (1a and 1d),9606,Homo sapiens,CHEMBL2111467,0
104994,SELECTIVITY GROUP,Dopamine D2 receptor and serotonin 2a receptor,9606,Homo sapiens,CHEMBL2111468,0
104995,SELECTIVITY GROUP,Dipeptidyl peptidase II and dipeptidyl peptidase IV (DPP2 and DPP4),9606,Homo sapiens,CHEMBL2111469,0
104997,SELECTIVITY GROUP,Phosphodiesterase 2 and 5 (PDE2 and PDE5),9606,Homo sapiens,CHEMBL2111470,0
104998,PROTEIN FAMILY,Toll-like receptor (TLR7/TLR9),9606,Homo sapiens,CHEMBL2111471,0
104999,PROTEIN FAMILY,Cytochrome P450 3A4/3A5,9606,Homo sapiens,CHEMBL2111472,0
105000,PROTEIN FAMILY,MAP kinase p38,10090,Mus musculus,CHEMBL2111473,0
105001,PROTEIN COMPLEX,GABA B receptor,10116,Rattus norvegicus,CHEMBL2111474,0
105002,SELECTIVITY GROUP,Acetylcholinesterase and butyrylcholinesterase (AChE and BChE),10116,Rattus norvegicus,CHEMBL2111475,0
105004,SELECTIVITY GROUP,Alpha adrenergic receptor 1A and 1B,10116,Rattus norvegicus,CHEMBL2111476,0
105006,SELECTIVITY GROUP,Thrombin and coagulation factor VII,9606,Homo sapiens,CHEMBL2111477,0
105007,PROTEIN FAMILY,GABA transporter,10116,Rattus norvegicus,CHEMBL2111478,0
105008,PROTEIN COMPLEX,geranylgeranyltransferase type-I,10116,Rattus norvegicus,CHEMBL2111479,0
105010,SELECTIVITY GROUP,Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR),9606,Homo sapiens,CHEMBL2111480,0
105011,PROTEIN COMPLEX,Integrin alpha-4/beta-7,10090,Mus musculus,CHEMBL2111481,0
105013,SELECTIVITY GROUP,Matrix metalloproteinase (2 and 3),9606,Homo sapiens,CHEMBL2111321,0
105015,PROTEIN FAMILY,Phosphodiesterase 1,10116,Rattus norvegicus,CHEMBL2111322,0
105017,SELECTIVITY GROUP,Melanocortin receptor (M3 and M4),9606,Homo sapiens,CHEMBL2111323,0
105018,PROTEIN COMPLEX GROUP,Phosphorylase kinase,9606,Homo sapiens,CHEMBL2111324,0
105019,SELECTIVITY GROUP,PPAR alpha/gamma,9606,Homo sapiens,CHEMBL2111325,0
105020,SELECTIVITY GROUP,Cyclin-dependent kinase 2 and 4 (CDK2 and CDK4),9606,Homo sapiens,CHEMBL2111326,0
105021,PROTEIN COMPLEX,GABA A receptor alpha-2/beta-2/gamma-2,10116,Rattus norvegicus,CHEMBL2111327,0
105023,PROTEIN COMPLEX,Inhibitor of NF-kappa-B kinase (IKK),9606,Homo sapiens,CHEMBL2111328,0
105024,PROTEIN FAMILY,Adenosine receptor,9606,Homo sapiens,CHEMBL2111329,0
105025,PROTEIN COMPLEX,Ribosomal protein S6 kinase (P70S6K),9606,Homo sapiens,CHEMBL2111330,0
105028,PROTEIN FAMILY,KinA/Spo0F (sporulation kinase A/sporulation initiation phosphotransferase F),224308,Bacillus subtilis (strain 168),CHEMBL2111331,0
105029,PROTEIN COMPLEX,Serotonin 3 (5-HT3) receptor,9606,Homo sapiens,CHEMBL2111332,0
105030,PROTEIN FAMILY,Serotonin 3 receptor (5HT3),10090,Mus musculus,CHEMBL2111333,0
105033,PROTEIN FAMILY,Cholecystokinin receptor,10090,Mus musculus,CHEMBL2111334,0
105034,PROTEIN FAMILY,Metabotropic glutamate receptor,10116,Rattus norvegicus,CHEMBL2111335,0
105035,SELECTIVITY GROUP,VEGF-receptor 2 and tyrosine-protein kinase SRC,9606,Homo sapiens,CHEMBL2111336,0
105036,PROTEIN FAMILY,Atrial natriuretic peptide receptor,9606,Homo sapiens,CHEMBL2111337,0
105037,PROTEIN FAMILY,Alpha-2 adrenergic receptor,10090,Mus musculus,CHEMBL2111338,0
105038,PROTEIN COMPLEX,GABA A receptor alpha-3/beta-2/gamma-2,9606,Homo sapiens,CHEMBL2111339,0
105039,SELECTIVITY GROUP,Phosphodiesterase 4 and 5 (PDE4 and PDE5),9606,Homo sapiens,CHEMBL2111340,0
105040,SELECTIVITY GROUP,Dopamine D1 and D2 receptor,9606,Homo sapiens,CHEMBL2111341,0
105041,SELECTIVITY GROUP,Dopamine receptor D2 and D3,10116,Rattus norvegicus,CHEMBL2111342,0
105042,PROTEIN COMPLEX,GABA A receptor alpha-3/beta-2/gamma-2,10116,Rattus norvegicus,CHEMBL2111343,0
105043,PROTEIN FAMILY,Platelet-derived growth factor receptor (PDGFr),10116,Rattus norvegicus,CHEMBL2111344,0
105044,PROTEIN COMPLEX,AMP-activated protein kinase (AMPK) alpha-1/beta-1/gamma-1,9606,Homo sapiens,CHEMBL2111345,0
105045,SELECTIVITY GROUP,Serotonin and norepinephrine transporters (SERT/NET),9606,Homo sapiens,CHEMBL2111346,0
105046,SELECTIVITY GROUP,Muscarinic receptor M2 and M3,10116,Rattus norvegicus,CHEMBL2111347,0
105048,PROTEIN COMPLEX GROUP,Soluble guanylate cyclase,9606,Homo sapiens,CHEMBL2111348,0
105051,PROTEIN FAMILY,Prostaglandin G/H synthase (cyclooxygenase),10090,Mus musculus,CHEMBL2111349,0
105053,SELECTIVITY GROUP,Nitric oxide synthase (inducible and endothelial),9606,Homo sapiens,CHEMBL2111350,0
105055,PROTEIN COMPLEX,PI3-kinase p110-alpha/p85-alpha,9606,Homo sapiens,CHEMBL2111367,0
105056,SELECTIVITY GROUP,Cathepsin (S and K),9606,Homo sapiens,CHEMBL2111368,0
105058,PROTEIN FAMILY,Inosine-5'-monophosphate dehydrogenase (IMPDH),9606,Homo sapiens,CHEMBL2111369,0
105059,PROTEIN COMPLEX,GABA A receptor alpha-6/beta-2/gamma-2,9606,Homo sapiens,CHEMBL2111370,0
105060,SELECTIVITY GROUP,PPAR delta/gamma,9606,Homo sapiens,CHEMBL2111371,0
105061,PROTEIN FAMILY,Alcohol dehydrogenase,9796,Equus caballus,CHEMBL2111372,0
105062,PROTEIN FAMILY,Phosphodiesterase 4,10090,Mus musculus,CHEMBL2111373,0
105064,PROTEIN COMPLEX,GABA A receptor alpha-5/beta-3/gamma-2,10116,Rattus norvegicus,CHEMBL2111374,0
105065,SELECTIVITY GROUP,Vascular endothelial growth factor receptor 2 and tyrosine-protein kinase TIE-2 (KDR and TIE2),9606,Homo sapiens,CHEMBL2111375,0
105066,PROTEIN FAMILY,Spermidine/spermine N(1)-acetyltransferase (SAT),10090,Mus musculus,CHEMBL2111376,0
105067,PROTEIN COMPLEX,CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase),9606,Homo sapiens,CHEMBL2111377,0
105068,SELECTIVITY GROUP,Histamine receptor (H3 and H4),9606,Homo sapiens,CHEMBL2111378,0
105070,SELECTIVITY GROUP,Thrombin and urokinase-type plasminogen activator,9606,Homo sapiens,CHEMBL2111379,0
105071,SELECTIVITY GROUP,Cathepsin (L and K),9606,Homo sapiens,CHEMBL2111380,0
105072,PROTEIN COMPLEX,Protein farnesyltransferase (PFT),5833,Plasmodium falciparum,CHEMBL2111381,0
105074,PROTEIN FAMILY,Ca2+/calmodulin-dependent protein kinase II (CaM kinase II),10116,Rattus norvegicus,CHEMBL2111382,0
105075,SELECTIVITY GROUP,Serotonin receptor 2a and 2c (5HT2A and 5HT2C),10116,Rattus norvegicus,CHEMBL2111383,0
105076,PROTEIN COMPLEX GROUP,Nicotinic acetylcholine receptor alpha3/betaX,9606,Homo sapiens,CHEMBL2111384,0
105077,PROTEIN FAMILY,Cannabinoid receptor,10116,Rattus norvegicus,CHEMBL2111385,0
105078,PROTEIN FAMILY,Adenosine receptor,10116,Rattus norvegicus,CHEMBL2111386,0
105079,CHIMERIC PROTEIN,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor),9606,Homo sapiens,CHEMBL2111387,0
105082,SELECTIVITY GROUP,Beta-2 adrenergic receptor and beta-3 adrenergic receptor,9606,Homo sapiens,CHEMBL2111388,0
105083,PROTEIN COMPLEX,CDK9/cyclin T1,9606,Homo sapiens,CHEMBL2111389,0
105085,PROTEIN FAMILY,Beta-secretase (BACE),9606,Homo sapiens,CHEMBL2111390,0
105086,PROTEIN FAMILY,Fibroblast growth factor receptor,10090,Mus musculus,CHEMBL2111391,0
105087,PROTEIN COMPLEX,GABA A receptor alpha-1/beta-1/gamma-2,9606,Homo sapiens,CHEMBL2111392,0
105088,PROTEIN COMPLEX,Farnesyltransferase,559292,Saccharomyces cerevisiae S288c,CHEMBL2111393,0
105089,PROTEIN COMPLEX,RXR alpha/PPAR gamma,9606,Homo sapiens,CHEMBL2111394,0
105090,PROTEIN FAMILY,Beta-adrenergic receptor,10090,Mus musculus,CHEMBL2111395,0
105091,SELECTIVITY GROUP,Cathepsin (B and K),9606,Homo sapiens,CHEMBL2111396,0
105092,SELECTIVITY GROUP,Melanocortin receptor (M4 and M5),9606,Homo sapiens,CHEMBL2111397,0
105093,SELECTIVITY GROUP,Serotonin receptor 2a and 2b (5HT2A and 5HT2B),10116,Rattus norvegicus,CHEMBL2111398,0
105094,PROTEIN FAMILY,Monoamine oxidase,9913,Bos taurus,CHEMBL2111399,0
105095,SELECTIVITY GROUP,Phosphodiesterase 3 and 5 (PDE3 and PDE5),9606,Homo sapiens,CHEMBL2111400,0
105096,SELECTIVITY GROUP,Thrombin and coagulation factor X,9606,Homo sapiens,CHEMBL2111401,0
105097,PROTEIN COMPLEX,5-lipoxygenase/FLAP,9606,Homo sapiens,CHEMBL2111402,0
105098,SELECTIVITY GROUP,Adenosine receptor A2a and A3,10116,Rattus norvegicus,CHEMBL2111403,0
105099,PROTEIN FAMILY,P-glycoprotein 1 and 3 (MDR1a/MDR1b),10090,Mus musculus,CHEMBL2111404,0
105100,SELECTIVITY GROUP,Nitric-oxide synthase (endothelial and brain),9606,Homo sapiens,CHEMBL2111405,0
105102,SELECTIVITY GROUP,Dopamine D2 receptor and Serotonin 2a receptor (D2 and 5HT2a),10116,Rattus norvegicus,CHEMBL2111406,0
105103,PROTEIN COMPLEX,Integrin alpha-V/beta-1,9606,Homo sapiens,CHEMBL2111407,0
105104,PROTEIN FAMILY,Serine/threonine-protein kinase RAF and Dual specificity mitogen-activated protein kinase kinase 1 (Raf/MEK),9606,Homo sapiens,CHEMBL2111351,0
105105,SELECTIVITY GROUP,Muscarinic acetylcholine receptor M2 and M5,9606,Homo sapiens,CHEMBL2111352,0
105106,PROTEIN FAMILY,Serine/threonine-protein kinase AKT,9606,Homo sapiens,CHEMBL2111353,0
105107,PROTEIN FAMILY,Tubulin,9823,Sus scrofa,CHEMBL2111354,0
105108,PROTEIN COMPLEX,Pho80/Pho85,559292,Saccharomyces cerevisiae S288c,CHEMBL2111355,0
105109,PROTEIN FAMILY,Mitogen-activated protein kinase 1 and 3 (ERK2 and ERK1),10116,Rattus norvegicus,CHEMBL2111356,0
105111,PROTEIN COMPLEX,Calpain 1,9606,Homo sapiens,CHEMBL2111357,0
105112,PROTEIN FAMILY,Prostaglandin G/H synthase (cyclooxygenase),9940,Ovis aries,CHEMBL2111358,0
105113,PROTEIN FAMILY,Dopamine receptor,10090,Mus musculus,CHEMBL2111359,0
105114,PROTEIN FAMILY,Corticotropin releasing factor receptor,10116,Rattus norvegicus,CHEMBL2111360,0
105115,SELECTIVITY GROUP,Cathepsin (V and K),9606,Homo sapiens,CHEMBL2111361,0
105116,PROTEIN COMPLEX,Integrin alpha-M/beta-2,9606,Homo sapiens,CHEMBL2111362,0
105117,PROTEIN COMPLEX,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),9606,Homo sapiens,CHEMBL2111363,0
105119,PROTEIN COMPLEX,Large conductance calcium-activated potassium channel,9913,Bos taurus,CHEMBL2111364,0
105120,PROTEIN COMPLEX,GABA A receptor alpha-6/beta-2/gamma-2,10116,Rattus norvegicus,CHEMBL2111365,0
105121,PROTEIN COMPLEX,GABA A receptor alpha-4/beta-3/gamma-2,9606,Homo sapiens,CHEMBL2111366,0
105122,SINGLE PROTEIN,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",10090,Mus musculus,CHEMBL2146294,0
105123,SINGLE PROTEIN,Probable nicotinate-nucleotide adenylyltransferase,158879,Staphylococcus aureus (strain N315),CHEMBL2146295,0
105124,SINGLE PROTEIN,Small ubiquitin-related modifier 1,9606,Homo sapiens,CHEMBL2146296,0
105125,SINGLE PROTEIN,DNA repair and recombination protein RAD54-like,9606,Homo sapiens,CHEMBL2146297,0
105126,SINGLE PROTEIN,Protein skinhead-1,6239,Caenorhabditis elegans,CHEMBL2146298,0
105127,SINGLE PROTEIN,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,1773,Mycobacterium tuberculosis,CHEMBL2146299,0
105128,SINGLE PROTEIN,Glycosyltransferase-like protein LARGE1,9606,Homo sapiens,CHEMBL2146300,0
105129,SINGLE PROTEIN,Small ubiquitin-related modifier 2,9606,Homo sapiens,CHEMBL2146301,0
105130,SINGLE PROTEIN,"Glutaminase kidney isoform, mitochondrial",9606,Homo sapiens,CHEMBL2146302,0
105131,SINGLE PROTEIN,"Methionyl-tRNA synthetase, putative",999953,Trypanosoma brucei brucei (strain 927/4 GUTat10.1),CHEMBL2146303,0
105132,SINGLE PROTEIN,DNA damage-inducible transcript 3 protein,10090,Mus musculus,CHEMBL2146304,0
105133,SINGLE PROTEIN,Glycoprotein hormones alpha chain,9606,Homo sapiens,CHEMBL2146305,0
105134,SINGLE PROTEIN,Rac GTPase-activating protein 1,9606,Homo sapiens,CHEMBL2146306,0
105135,SINGLE PROTEIN,ADP-ribosylation factor GTPase-activating protein 1,10116,Rattus norvegicus,CHEMBL2146307,0
105136,SINGLE PROTEIN,Protein disulfide-isomerase A6,9606,Homo sapiens,CHEMBL2146308,0
105137,SINGLE PROTEIN,ATP-dependent Clp protease proteolytic subunit,224308,Bacillus subtilis (strain 168),CHEMBL2146309,0
105138,SINGLE PROTEIN,Aberrant vpr protein,11676,Human immunodeficiency virus 1,CHEMBL2146310,0
105139,SINGLE PROTEIN,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",9606,Homo sapiens,CHEMBL2146311,0
105140,SINGLE PROTEIN,Werner syndrome ATP-dependent helicase,9606,Homo sapiens,CHEMBL2146312,0
105141,SINGLE PROTEIN,Heat shock protein Hsp-16.2,6239,Caenorhabditis elegans,CHEMBL2146313,0
105142,SINGLE PROTEIN,Transcription factor SKN7,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),CHEMBL2146314,0
105143,SINGLE PROTEIN,Nuclear receptor subfamily 1 group I member 2,10116,Rattus norvegicus,CHEMBL2146315,0
105144,SINGLE PROTEIN,Putative uncharacterized protein,999953,Trypanosoma brucei brucei (strain 927/4 GUTat10.1),CHEMBL2146316,0
105165,SINGLE PROTEIN,Toll-like receptor 1,10090,Mus musculus,CHEMBL2146338,0
105166,SINGLE PROTEIN,Toll-like receptor 8,10090,Mus musculus,CHEMBL2146339,0
105167,SINGLE PROTEIN,Toll-like receptor 3,10090,Mus musculus,CHEMBL2146340,0
105168,SINGLE PROTEIN,Toll-like receptor 6,10090,Mus musculus,CHEMBL2146341,0
105169,SINGLE PROTEIN,PTPsigma-(Brain),9606,Homo sapiens,CHEMBL2146342,0
105170,SINGLE PROTEIN,Dual specificity protein phosphatase 4,9606,Homo sapiens,CHEMBL2146343,0
105171,SINGLE PROTEIN,Neutral ceramidase,10090,Mus musculus,CHEMBL2146344,0
105172,SINGLE PROTEIN,Basic phospholipase A2 homolog BnSP-7,1042543,Bothropoides pauloensis,CHEMBL2146345,0
105173,SINGLE PROTEIN,Neurogenic locus notch homolog protein 1,9606,Homo sapiens,CHEMBL2146346,0
105174,SINGLE PROTEIN,Inward rectifier potassium channel 4,9606,Homo sapiens,CHEMBL2146347,0
105175,SINGLE PROTEIN,ATP-sensitive inward rectifier potassium channel 10,9606,Homo sapiens,CHEMBL2146348,0
105176,SINGLE PROTEIN,Inward rectifier potassium channel 13,9606,Homo sapiens,CHEMBL2146349,0
105177,SINGLE PROTEIN,ATP-sensitive inward rectifier potassium channel 1,10116,Rattus norvegicus,CHEMBL2146350,0
105178,SINGLE PROTEIN,G-protein coupled receptor 81,9544,Macaca mulatta,CHEMBL2146351,0
105179,SINGLE PROTEIN,G-protein coupled receptor 81,9615,Canis familiaris,CHEMBL2146352,0
105180,SINGLE PROTEIN,Protein Gpr81,10116,Rattus norvegicus,CHEMBL2146353,0
105181,SINGLE PROTEIN,Hydroxycarboxylic acid receptor 1,10090,Mus musculus,CHEMBL2146354,0
105182,SINGLE PROTEIN,Protein CIP2A,9606,Homo sapiens,CHEMBL2146355,0
105183,SINGLE PROTEIN,Farnesyl pyrophosphate synthase,5664,Leishmania major,CHEMBL2150832,0
105184,SINGLE PROTEIN,Neuronal acetylcholine receptor subunit alpha-7,9544,Macaca mulatta,CHEMBL2150833,0
105185,SINGLE PROTEIN,DNA topoisomerase type IB small subunit,5664,Leishmania major,CHEMBL2150834,0
105186,SINGLE PROTEIN,Enoyl-[acyl-carrier-protein] reductase [NADH],177416,Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4),CHEMBL2150835,0
105187,SINGLE PROTEIN,SRC kinase signaling inhibitor 1,9606,Homo sapiens,CHEMBL2150836,0
105188,SINGLE PROTEIN,ATPase family AAA domain-containing protein 2,9606,Homo sapiens,CHEMBL2150837,0
105189,SINGLE PROTEIN,Succinate receptor 1,9606,Homo sapiens,CHEMBL2150838,0
105190,SINGLE PROTEIN,Succinate receptor 1,10116,Rattus norvegicus,CHEMBL2150839,0
105191,SINGLE PROTEIN,2-oxoglutarate receptor 1,9606,Homo sapiens,CHEMBL2150840,0
105192,SINGLE PROTEIN,DNA topoisomerase 4 subunit B,1280,Staphylococcus aureus,CHEMBL2150841,0
105193,SINGLE PROTEIN,Antithrombin-III,9913,Bos taurus,CHEMBL2150842,0
105194,SINGLE PROTEIN,Alpha-1A adrenergic receptor,10141,Cavia porcellus,CHEMBL2150843,0
105195,SINGLE PROTEIN,Methionine synthase,9606,Homo sapiens,CHEMBL2150844,0
105196,SINGLE PROTEIN,Ubiquitin carboxyl-terminal hydrolase 7,9606,Homo sapiens,CHEMBL2157850,0
105197,SINGLE PROTEIN,Ubiquitin carboxyl-terminal hydrolase 47,9606,Homo sapiens,CHEMBL2157851,0
105198,SINGLE PROTEIN,Ubiquitin carboxyl-terminal hydrolase 21,9606,Homo sapiens,CHEMBL2157852,0
105199,SINGLE PROTEIN,Ubiquitin carboxyl-terminal hydrolase 28,9606,Homo sapiens,CHEMBL2157853,0
105200,SINGLE PROTEIN,Ubiquitin carboxyl-terminal hydrolase 8,9606,Homo sapiens,CHEMBL2157854,0
105201,SINGLE PROTEIN,Tyrosine-protein phosphatase non-receptor type 22,10090,Mus musculus,CHEMBL2157855,0
105202,SINGLE PROTEIN,Fanconi anemia group F protein,9606,Homo sapiens,CHEMBL2157856,0
105203,SINGLE PROTEIN,Fanconi anemia group D2 protein,9606,Homo sapiens,CHEMBL2157857,0
105204,SINGLE PROTEIN,Dual specificity protein phosphatase 2,9606,Homo sapiens,CHEMBL2157858,0
105205,SINGLE PROTEIN,Uncharacterized protein,9544,Macaca mulatta,CHEMBL2157859,0
105206,SINGLE PROTEIN,43 kDa receptor-associated protein of the synapse,9606,Homo sapiens,CHEMBL2163166,0
105207,SINGLE PROTEIN,S-methylmethionine--homocysteine S-methyltransferase BHMT2,9606,Homo sapiens,CHEMBL2163167,0
105210,SINGLE PROTEIN,UDP-3-O-acyl-N-acetylglucosamine deacetylase,287,Pseudomonas aeruginosa,CHEMBL2163170,0
105211,SINGLE PROTEIN,Urea transporter 1,10090,Mus musculus,CHEMBL2163171,0
105212,SINGLE PROTEIN,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,10090,Mus musculus,CHEMBL2163172,0
105213,SINGLE PROTEIN,Cadherin-11,10090,Mus musculus,CHEMBL2163173,0
105214,SINGLE PROTEIN,Platelet glycoprotein 4,10116,Rattus norvegicus,CHEMBL2163174,0
105215,SINGLE PROTEIN,Gamma-butyrobetaine dioxygenase,9606,Homo sapiens,CHEMBL2163175,0
105216,SINGLE PROTEIN,Lysine-specific demethylase 5C,9606,Homo sapiens,CHEMBL2163176,0
105217,SINGLE PROTEIN,Lysine-specific demethylase 7,9606,Homo sapiens,CHEMBL2163177,0
105218,SINGLE PROTEIN,Serine protease SplB,1280,Staphylococcus aureus,CHEMBL2163178,0
105219,SINGLE PROTEIN,HTH-type transcriptional regulator EthR,246196,Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155),CHEMBL2163179,0
105220,SINGLE PROTEIN,Antithrombin,9606,Homo sapiens,CHEMBL2163180,0
105221,SINGLE PROTEIN,DNA ligase,1280,Staphylococcus aureus,CHEMBL2163181,0
105222,SINGLE PROTEIN,NAD-dependent protein deacetylase sirtuin-6,9606,Homo sapiens,CHEMBL2163182,0
105223,SINGLE PROTEIN,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",9606,Homo sapiens,CHEMBL2163183,0
105224,SINGLE PROTEIN,NAD-dependent protein deacetylase sirtuin-7,9606,Homo sapiens,CHEMBL2163184,0
105225,SINGLE PROTEIN,NAD-dependent protein deacetylase sirtuin-4,9606,Homo sapiens,CHEMBL2163185,0
105226,SINGLE PROTEIN,Glutathione peroxidase 1,9606,Homo sapiens,CHEMBL2163186,0
105227,SINGLE PROTEIN,N-lysine methyltransferase SMYD2,9606,Homo sapiens,CHEMBL2169716,0
105228,SINGLE PROTEIN,Histone-lysine N-methyltransferase pr-set7,7227,Drosophila melanogaster,CHEMBL2169717,0
105229,SINGLE PROTEIN,Histone-lysine N-methyltransferase EHMT2,10090,Mus musculus,CHEMBL2169718,0
105230,SINGLE PROTEIN,Histone-lysine N-methyltransferase E(z),7227,Drosophila melanogaster,CHEMBL2169719,0
105231,SINGLE PROTEIN,Histone-lysine N-methyltransferase Su(var)3-9,7227,Drosophila melanogaster,CHEMBL2169720,0
105232,SINGLE PROTEIN,Uncharacterized protein,9483,Callithrix jacchus,CHEMBL2169721,0
105233,SINGLE PROTEIN,Glycylpeptide N-tetradecanoyltransferase,36329,Plasmodium falciparum (isolate 3D7),CHEMBL2169722,0
105234,SINGLE PROTEIN,Cdc2-related kinase,5664,Leishmania major,CHEMBL2169723,0
105235,SINGLE PROTEIN,CGMP-dependent protein kinase,5833,Plasmodium falciparum,CHEMBL2169724,0
105236,SINGLE PROTEIN,Calcium-dependent protein kinase 4,36329,Plasmodium falciparum (isolate 3D7),CHEMBL2169725,0
105237,SINGLE PROTEIN,Glucose-6-phosphate 1-dehydrogenase,5833,Plasmodium falciparum,CHEMBL2169726,0
105238,SINGLE PROTEIN,Gastric triacylglycerol lipase,9615,Canis familiaris,CHEMBL2169727,0
105239,SINGLE PROTEIN,Pancreatic lipase-related protein 2,9606,Homo sapiens,CHEMBL2169728,0
105240,SINGLE PROTEIN,Pancreatic lipase-related protein 2,10141,Cavia porcellus,CHEMBL2169729,0
105241,SINGLE PROTEIN,NQO1 protein,9606,Homo sapiens,CHEMBL2169730,0
105242,SINGLE PROTEIN,NADPH--cytochrome P450 reductase,9606,Homo sapiens,CHEMBL2169731,0
105243,SINGLE PROTEIN,Hydroxyacid oxidase 2,9606,Homo sapiens,CHEMBL2169732,0
105244,SINGLE PROTEIN,Class I phosphodiesterase PDEB1,5664,Leishmania major,CHEMBL2169733,0
105245,SINGLE PROTEIN,Uncharacterized protein,9913,Bos taurus,CHEMBL2169734,0
105246,SINGLE PROTEIN,7-dehydrocholesterol reductase,9606,Homo sapiens,CHEMBL2169735,0
105247,SINGLE PROTEIN,Tyrosyl-DNA phosphodiesterase 2,9606,Homo sapiens,CHEMBL2169736,0
105344,SINGLE PROTEIN,Spermine oxidase,9606,Homo sapiens,CHEMBL2176769,0
105345,SINGLE PROTEIN,Sulfate anion transporter 1,10090,Mus musculus,CHEMBL2176770,0
105346,SINGLE PROTEIN,Complement factor D,9606,Homo sapiens,CHEMBL2176771,0
105347,SINGLE PROTEIN,E3 ubiquitin-protein ligase TRIM33,9606,Homo sapiens,CHEMBL2176772,0
105348,SINGLE PROTEIN,PH-interacting protein,9606,Homo sapiens,CHEMBL2176773,0
105349,SINGLE PROTEIN,Bromodomain-containing protein 1,9606,Homo sapiens,CHEMBL2176774,0
105350,SINGLE PROTEIN,ATPase family AAA domain-containing protein 2B,9606,Homo sapiens,CHEMBL2176775,0
105351,SINGLE PROTEIN,Sentrin-specific protease 2,9606,Homo sapiens,CHEMBL2176776,0
105352,SINGLE PROTEIN,Poly [ADP-ribose] polymerase 14,9606,Homo sapiens,CHEMBL2176777,0
105353,SINGLE PROTEIN,Poly [ADP-ribose] polymerase 15,9606,Homo sapiens,CHEMBL2176778,0
105354,SINGLE PROTEIN,DNA-dependent protein kinase catalytic subunit,10090,Mus musculus,CHEMBL2176779,0
105355,SINGLE PROTEIN,Transcription factor SOX-5,10090,Mus musculus,CHEMBL2176780,0
105356,SINGLE PROTEIN,Tyrosine-protein kinase transmembrane receptor ROR1,10090,Mus musculus,CHEMBL2176781,0
105357,SINGLE PROTEIN,26S proteasome non-ATPase regulatory subunit 1,10116,Rattus norvegicus,CHEMBL2176782,0
105358,SINGLE PROTEIN,Multiple PDZ domain protein,10090,Mus musculus,CHEMBL2176783,0
105359,SINGLE PROTEIN,Serine/threonine-protein kinase MAK,10090,Mus musculus,CHEMBL2176784,0
105360,SINGLE PROTEIN,Importin-7,10090,Mus musculus,CHEMBL2176785,0
105361,SINGLE PROTEIN,Kalirin,10116,Rattus norvegicus,CHEMBL2176786,0
105362,SINGLE PROTEIN,Dynactin subunit 1,10090,Mus musculus,CHEMBL2176787,0
105363,SINGLE PROTEIN,Cardiotrophin-like cytokine factor 1,10090,Mus musculus,CHEMBL2176788,0
105364,SINGLE PROTEIN,Dystonin,10090,Mus musculus,CHEMBL2176789,0
105365,SINGLE PROTEIN,Afadin- and alpha-actinin-binding protein,10116,Rattus norvegicus,CHEMBL2176790,0
