accountid,districtid,frequency,date
3564,14,"POPLATEK MESICNE",1996-11-17
3565,30,"POPLATEK MESICNE",1997-02-12
3566,21,"POPLATEK MESICNE",1993-06-09
3567,5,"POPLATEK MESICNE",1994-12-20
3568,40,"POPLATEK MESICNE",1996-04-11
3569,1,"POPLATEK MESICNE",1996-09-18
3570,44,"POPLATEK MESICNE",1993-11-29
3571,39,"POPLATEK MESICNE",1993-11-21
3572,65,"POPLATEK MESICNE",1995-11-12
3573,59,"POPLATEK MESICNE",1996-06-27
3574,72,"POPLATEK MESICNE",1997-03-08
3575,7,"POPLATEK MESICNE",1993-09-08
3576,58,"POPLATEK MESICNE",1994-11-07
3577,74,"POPLATEK MESICNE",1997-05-11
3578,1,"POPLATEK MESICNE",1996-02-17
3579,53,"POPLATEK MESICNE",1994-09-02
3580,43,"POPLATEK MESICNE",1993-08-01
3581,66,"POPLATEK MESICNE",1997-03-26
3582,19,"POPLATEK MESICNE",1995-08-26
3583,40,"POPLATEK MESICNE",1995-02-03
3584,55,"POPLATEK MESICNE",1996-06-12
3585,1,"POPLATEK MESICNE",1996-06-23
3586,59,"POPLATEK MESICNE",1993-03-27
3587,64,"POPLATEK MESICNE",1995-12-24
3588,33,"POPLATEK MESICNE",1996-06-28
3589,5,"POPLATEK MESICNE",1996-11-13
3590,57,"POPLATEK MESICNE",1996-06-02
3591,1,"POPLATEK PO OBRATU",1996-06-09
3592,54,"POPLATEK MESICNE",1993-01-08
3593,1,"POPLATEK MESICNE",1993-02-18
3594,29,"POPLATEK MESICNE",1993-12-30
3595,30,"POPLATEK MESICNE",1994-05-01
3596,59,"POPLATEK MESICNE",1996-04-23
3597,1,"POPLATEK PO OBRATU",1996-02-11
3598,76,"POPLATEK MESICNE",1997-11-02
3599,63,"POPLATEK MESICNE",1994-03-20
3600,27,"POPLATEK MESICNE",1993-08-10
3601,54,"POPLATEK MESICNE",1995-06-13
3602,18,"POPLATEK MESICNE",1996-12-03
3603,3,"POPLATEK MESICNE",1997-09-17
3604,75,"POPLATEK MESICNE",1993-12-22
3605,3,"POPLATEK MESICNE",1996-03-24
3606,1,"POPLATEK MESICNE",1996-04-18
3608,72,"POPLATEK TYDNE",1994-08-30
3609,28,"POPLATEK MESICNE",1993-08-03
3610,1,"POPLATEK MESICNE",1997-09-22
3612,70,"POPLATEK MESICNE",1994-08-27
3613,43,"POPLATEK MESICNE",1993-08-10
3614,19,"POPLATEK MESICNE",1996-08-07
3615,46,"POPLATEK MESICNE",1996-11-05
3616,50,"POPLATEK MESICNE",1997-12-15
3617,22,"POPLATEK MESICNE",1993-11-15
3618,29,"POPLATEK MESICNE",1993-09-29
3620,14,"POPLATEK MESICNE",1997-02-06
3621,32,"POPLATEK MESICNE",1994-12-25
3622,53,"POPLATEK MESICNE",1994-10-15
3623,59,"POPLATEK MESICNE",1995-02-12
3624,32,"POPLATEK TYDNE",1995-05-30
3625,3,"POPLATEK MESICNE",1994-08-22
3626,51,"POPLATEK MESICNE",1996-11-05
3628,70,"POPLATEK MESICNE",1995-09-12
3629,48,"POPLATEK MESICNE",1993-07-27
3631,1,"POPLATEK MESICNE",1995-08-13
3632,56,"POPLATEK TYDNE",1996-04-06
3633,18,"POPLATEK MESICNE",1997-02-06
3634,21,"POPLATEK MESICNE",1997-04-16
3635,10,"POPLATEK MESICNE",1997-05-04
3636,21,"POPLATEK MESICNE",1994-05-22
3637,53,"POPLATEK MESICNE",1995-10-28
3638,52,"POPLATEK PO OBRATU",1996-01-10
3639,4,"POPLATEK MESICNE",1997-01-08
3640,10,"POPLATEK MESICNE",1993-11-05
3641,7,"POPLATEK MESICNE",1995-01-09
3643,1,"POPLATEK MESICNE",1994-12-22
3644,38,"POPLATEK MESICNE",1993-04-13
3645,36,"POPLATEK MESICNE",1996-06-18
3646,63,"POPLATEK TYDNE",1995-10-20
3647,77,"POPLATEK MESICNE",1996-06-17
3648,61,"POPLATEK MESICNE",1996-05-06
3649,54,"POPLATEK MESICNE",1993-05-14
3650,8,"POPLATEK MESICNE",1994-06-05
3651,23,"POPLATEK MESICNE",1993-02-27
3652,36,"POPLATEK MESICNE",1997-03-02
3653,31,"POPLATEK MESICNE",1994-05-03
3654,47,"POPLATEK MESICNE",1993-07-13
3655,1,"POPLATEK MESICNE",1995-12-24
3656,53,"POPLATEK MESICNE",1993-08-06
3657,62,"POPLATEK MESICNE",1997-09-19
3658,24,"POPLATEK MESICNE",1997-03-25
3659,54,"POPLATEK MESICNE",1997-02-01
3660,74,"POPLATEK MESICNE",1993-11-14
3661,50,"POPLATEK MESICNE",1996-01-11
3662,4,"POPLATEK MESICNE",1997-05-26
3663,67,"POPLATEK MESICNE",1994-11-06
3664,1,"POPLATEK MESICNE",1996-04-28
3665,28,"POPLATEK MESICNE",1997-06-28
3667,55,"POPLATEK MESICNE",1994-01-26
3668,1,"POPLATEK MESICNE",1996-06-15
3669,76,"POPLATEK MESICNE",1993-12-22
3670,27,"POPLATEK MESICNE",1993-06-04
3671,21,"POPLATEK MESICNE",1997-09-17
3672,26,"POPLATEK MESICNE",1996-03-19
3673,30,"POPLATEK MESICNE",1996-01-12
3674,38,"POPLATEK MESICNE",1993-03-12
3675,64,"POPLATEK MESICNE",1993-03-20
3676,58,"POPLATEK MESICNE",1996-06-08
3677,1,"POPLATEK MESICNE",1995-10-04
3678,1,"POPLATEK MESICNE",1993-03-24
3679,64,"POPLATEK MESICNE",1995-08-15
3680,27,"POPLATEK MESICNE",1996-02-16
3681,70,"POPLATEK MESICNE",1997-01-25
3682,70,"POPLATEK MESICNE",1993-06-07
3683,33,"POPLATEK MESICNE",1993-08-13
3684,23,"POPLATEK MESICNE",1994-03-04
3686,77,"POPLATEK MESICNE",1997-08-03
3687,71,"POPLATEK MESICNE",1993-11-06
3688,70,"POPLATEK MESICNE",1993-11-10
3689,8,"POPLATEK MESICNE",1995-11-29
3690,67,"POPLATEK PO OBRATU",1996-10-18
3691,50,"POPLATEK MESICNE",1993-02-19
3692,70,"POPLATEK MESICNE",1997-04-21
3693,61,"POPLATEK MESICNE",1993-01-29
3694,70,"POPLATEK MESICNE",1996-07-06
3695,30,"POPLATEK MESICNE",1997-04-02
3696,1,"POPLATEK MESICNE",1996-06-22
3697,45,"POPLATEK MESICNE",1993-04-29
3698,1,"POPLATEK MESICNE",1996-03-03
3699,50,"POPLATEK MESICNE",1993-08-05
3700,1,"POPLATEK MESICNE",1997-06-03
3701,76,"POPLATEK MESICNE",1993-10-06
3702,53,"POPLATEK MESICNE",1995-04-13
3703,74,"POPLATEK MESICNE",1997-06-18
3704,75,"POPLATEK MESICNE",1993-01-24
3705,20,"POPLATEK MESICNE",1997-10-24
3706,8,"POPLATEK MESICNE",1996-04-04
3708,64,"POPLATEK MESICNE",1996-11-24
3709,74,"POPLATEK MESICNE",1996-03-05
3710,1,"POPLATEK MESICNE",1995-02-25
3711,3,"POPLATEK MESICNE",1997-05-08
3712,3,"POPLATEK MESICNE",1994-09-13
3713,14,"POPLATEK TYDNE",1993-06-08
3714,2,"POPLATEK TYDNE",1994-04-21
3715,74,"POPLATEK MESICNE",1997-11-27
3716,1,"POPLATEK MESICNE",1997-04-14
3717,56,"POPLATEK MESICNE",1994-05-20
3718,63,"POPLATEK MESICNE",1994-04-16
3719,37,"POPLATEK MESICNE",1997-06-19
3720,36,"POPLATEK MESICNE",1993-07-30
3721,22,"POPLATEK MESICNE",1996-02-21
3722,76,"POPLATEK MESICNE",1997-12-07
3723,2,"POPLATEK MESICNE",1996-06-14
3724,16,"POPLATEK MESICNE",1997-08-06
3725,33,"POPLATEK MESICNE",1995-06-11
3726,54,"POPLATEK MESICNE",1996-07-14
3727,66,"POPLATEK MESICNE",1996-01-19
3728,10,"POPLATEK MESICNE",1994-08-18
3729,31,"POPLATEK MESICNE",1995-04-14
3730,17,"POPLATEK MESICNE",1994-09-08
3731,70,"POPLATEK MESICNE",1996-05-20
3732,21,"POPLATEK MESICNE",1997-05-25
3733,33,"POPLATEK MESICNE",1996-07-22
3734,43,"POPLATEK MESICNE",1993-03-08
3735,1,"POPLATEK MESICNE",1995-04-27
3736,54,"POPLATEK MESICNE",1996-05-08
3737,34,"POPLATEK MESICNE",1995-03-01
3738,51,"POPLATEK MESICNE",1993-08-01
3739,1,"POPLATEK MESICNE",1997-03-25
3741,65,"POPLATEK MESICNE",1996-08-18
3742,59,"POPLATEK MESICNE",1997-05-11
3743,1,"POPLATEK MESICNE",1996-03-22
3745,5,"POPLATEK MESICNE",1993-08-04
3746,70,"POPLATEK MESICNE",1996-06-04
3747,1,"POPLATEK MESICNE",1994-05-01
3748,1,"POPLATEK MESICNE",1993-07-10
3749,68,"POPLATEK MESICNE",1996-08-10
3750,77,"POPLATEK MESICNE",1995-03-18
3751,9,"POPLATEK MESICNE",1993-09-15
3752,1,"POPLATEK MESICNE",1994-11-25
3753,28,"POPLATEK MESICNE",1995-02-24
3754,37,"POPLATEK TYDNE",1996-02-19
3755,64,"POPLATEK MESICNE",1996-01-20
3756,39,"POPLATEK TYDNE",1994-10-17
3757,64,"POPLATEK MESICNE",1997-09-24
3758,38,"POPLATEK MESICNE",1995-09-19
3759,1,"POPLATEK MESICNE",1993-12-29
3760,44,"POPLATEK MESICNE",1993-01-13
3763,55,"POPLATEK MESICNE",1995-08-23
3764,69,"POPLATEK MESICNE",1995-11-05
3765,32,"POPLATEK MESICNE",1996-11-14
3766,29,"POPLATEK PO OBRATU",1996-10-18
3767,1,"POPLATEK MESICNE",1995-11-15
3768,52,"POPLATEK MESICNE",1997-06-06
3769,3,"POPLATEK MESICNE",1996-05-14
3770,23,"POPLATEK MESICNE",1995-09-20
3771,22,"POPLATEK MESICNE",1993-06-11
3772,7,"POPLATEK MESICNE",1995-11-20
3773,10,"POPLATEK MESICNE",1997-05-04
3774,72,"POPLATEK MESICNE",1996-08-30
3775,19,"POPLATEK MESICNE",1993-06-27
3776,1,"POPLATEK MESICNE",1996-10-16
3777,70,"POPLATEK MESICNE",1995-01-19
3778,52,"POPLATEK MESICNE",1993-07-04
3779,74,"POPLATEK MESICNE",1995-07-08
3780,44,"POPLATEK MESICNE",1995-11-25
3781,31,"POPLATEK MESICNE",1993-03-26
3782,9,"POPLATEK TYDNE",1997-03-17
3783,40,"POPLATEK MESICNE",1995-11-29
3784,25,"POPLATEK MESICNE",1996-01-22
3785,10,"POPLATEK MESICNE",1993-03-24
3786,21,"POPLATEK MESICNE",1993-06-22
3787,70,"POPLATEK MESICNE",1993-02-19
3788,70,"POPLATEK MESICNE",1993-04-10
3789,6,"POPLATEK MESICNE",1996-08-18
3790,1,"POPLATEK TYDNE",1997-05-13
3791,1,"POPLATEK TYDNE",1996-05-03
3792,10,"POPLATEK MESICNE",1993-08-11
3793,5,"POPLATEK MESICNE",1996-06-28
3794,20,"POPLATEK MESICNE",1997-02-03
3795,36,"POPLATEK MESICNE",1996-03-18
3796,53,"POPLATEK MESICNE",1993-05-25
3797,64,"POPLATEK MESICNE",1994-09-03
3798,15,"POPLATEK MESICNE",1997-08-27
3799,74,"POPLATEK MESICNE",1996-11-29
3800,30,"POPLATEK MESICNE",1996-09-16
3801,1,"POPLATEK MESICNE",1996-06-20
3802,44,"POPLATEK MESICNE",1996-04-18
3803,61,"POPLATEK MESICNE",1996-01-26
3804,7,"POPLATEK MESICNE",1994-04-07
3805,9,"POPLATEK MESICNE",1994-07-02
3806,36,"POPLATEK MESICNE",1996-04-18
3807,53,"POPLATEK MESICNE",1995-09-05
3808,38,"POPLATEK MESICNE",1993-08-11
3809,1,"POPLATEK MESICNE",1996-11-21
3810,43,"POPLATEK MESICNE",1995-06-22
3811,1,"POPLATEK MESICNE",1996-10-26
3812,72,"POPLATEK MESICNE",1995-01-16
3813,1,"POPLATEK MESICNE",1997-10-09
3814,74,"POPLATEK MESICNE",1995-12-27
3815,1,"POPLATEK MESICNE",1996-03-24
3816,25,"POPLATEK MESICNE",1996-04-21
3817,70,"POPLATEK MESICNE",1995-02-10
3818,74,"POPLATEK MESICNE",1993-01-01
3819,69,"POPLATEK MESICNE",1996-11-11
3820,1,"POPLATEK MESICNE",1993-11-14
3821,18,"POPLATEK MESICNE",1996-04-18
3822,8,"POPLATEK MESICNE",1993-09-22
3823,74,"POPLATEK MESICNE",1995-04-19
3824,41,"POPLATEK MESICNE",1994-03-20
3825,7,"POPLATEK MESICNE",1993-12-14
3826,34,"POPLATEK MESICNE",1995-03-05
3827,1,"POPLATEK MESICNE",1994-10-04
3828,44,"POPLATEK MESICNE",1997-08-28
3830,56,"POPLATEK MESICNE",1997-04-20
3832,45,"POPLATEK MESICNE",1996-01-22
3833,77,"POPLATEK MESICNE",1997-07-13
3834,54,"POPLATEK MESICNE",1993-01-19
3835,50,"POPLATEK MESICNE",1993-03-16
3836,68,"POPLATEK MESICNE",1997-12-09
3837,48,"POPLATEK PO OBRATU",1993-08-26
3838,3,"POPLATEK MESICNE",1994-05-02
3839,1,"POPLATEK MESICNE",1995-02-21
3840,76,"POPLATEK MESICNE",1994-02-19
3841,8,"POPLATEK MESICNE",1995-01-22
3842,1,"POPLATEK MESICNE",1997-03-12
3843,62,"POPLATEK MESICNE",1996-10-02
3844,67,"POPLATEK MESICNE",1993-05-23
3845,48,"POPLATEK MESICNE",1995-05-14
3846,61,"POPLATEK MESICNE",1997-04-27
3847,33,"POPLATEK MESICNE",1995-06-13
3848,20,"POPLATEK MESICNE",1996-07-10
3849,75,"POPLATEK MESICNE",1994-10-21
3850,8,"POPLATEK MESICNE",1993-08-09
3851,1,"POPLATEK MESICNE",1997-02-27
3852,20,"POPLATEK MESICNE",1997-09-14
3854,8,"POPLATEK MESICNE",1996-04-18
3855,33,"POPLATEK MESICNE",1995-09-04
3856,45,"POPLATEK MESICNE",1996-12-03
3857,54,"POPLATEK MESICNE",1997-10-22
3858,2,"POPLATEK MESICNE",1995-12-14
3859,53,"POPLATEK MESICNE",1996-04-23
3860,4,"POPLATEK MESICNE",1994-10-11
3861,2,"POPLATEK MESICNE",1997-01-30
3862,1,"POPLATEK MESICNE",1996-11-23
3863,15,"POPLATEK MESICNE",1993-09-14
3864,33,"POPLATEK MESICNE",1996-07-01
3865,50,"POPLATEK MESICNE",1995-02-09
3866,60,"POPLATEK MESICNE",1995-09-05
3867,1,"POPLATEK MESICNE",1997-07-19
3868,43,"POPLATEK MESICNE",1993-08-21
3869,72,"POPLATEK MESICNE",1994-09-13
3870,38,"POPLATEK MESICNE",1997-01-08
3871,26,"POPLATEK MESICNE",1993-01-08
3872,25,"POPLATEK MESICNE",1997-05-21
3874,51,"POPLATEK MESICNE",1995-06-02
3875,44,"POPLATEK MESICNE",1997-10-18
3876,69,"POPLATEK MESICNE",1994-02-13
3877,59,"POPLATEK MESICNE",1996-10-22
3878,23,"POPLATEK MESICNE",1994-10-07
3880,3,"POPLATEK MESICNE",1996-07-28
3881,21,"POPLATEK MESICNE",1996-03-04
3882,10,"POPLATEK MESICNE",1993-07-09
3883,72,"POPLATEK MESICNE",1993-03-15
3884,1,"POPLATEK MESICNE",1996-11-14
3885,51,"POPLATEK MESICNE",1997-04-01
3886,1,"POPLATEK MESICNE",1994-02-20
3887,62,"POPLATEK MESICNE",1996-05-08
3888,39,"POPLATEK MESICNE",1993-05-27
3889,16,"POPLATEK MESICNE",1997-07-03
3890,50,"POPLATEK MESICNE",1996-02-10
3891,1,"POPLATEK MESICNE",1993-08-18
3892,43,"POPLATEK MESICNE",1993-10-25
3893,42,"POPLATEK MESICNE",1996-12-13
3894,52,"POPLATEK MESICNE",1996-09-25
3895,27,"POPLATEK MESICNE",1995-07-14
3896,45,"POPLATEK MESICNE",1995-08-17
3897,13,"POPLATEK MESICNE",1997-04-16
3898,70,"POPLATEK MESICNE",1994-02-07
3899,22,"POPLATEK MESICNE",1996-06-25
3901,12,"POPLATEK MESICNE",1997-08-30
3902,1,"POPLATEK MESICNE",1995-08-08
3903,58,"POPLATEK MESICNE",1994-12-19
3904,18,"POPLATEK MESICNE",1996-10-05
3905,54,"POPLATEK PO OBRATU",1997-05-28
3906,52,"POPLATEK MESICNE",1997-07-08
3907,37,"POPLATEK MESICNE",1996-04-18
3908,13,"POPLATEK MESICNE",1997-01-16
3909,1,"POPLATEK MESICNE",1993-01-14
3910,10,"POPLATEK MESICNE",1997-01-19
3911,32,"POPLATEK MESICNE",1997-12-16
3912,2,"POPLATEK MESICNE",1994-05-04
3913,23,"POPLATEK MESICNE",1996-10-04
3914,33,"POPLATEK MESICNE",1995-09-05
3915,65,"POPLATEK MESICNE",1993-04-02
3916,8,"POPLATEK MESICNE",1997-09-28
3917,1,"POPLATEK MESICNE",1996-03-30
3918,53,"POPLATEK MESICNE",1993-12-09
3919,34,"POPLATEK MESICNE",1997-10-18
3920,74,"POPLATEK MESICNE",1993-09-01
3921,18,"POPLATEK MESICNE",1994-07-17
3922,68,"POPLATEK MESICNE",1997-10-22
3923,52,"POPLATEK MESICNE",1993-03-30
3924,70,"POPLATEK MESICNE",1996-02-24
3925,1,"POPLATEK MESICNE",1995-09-05
3926,72,"POPLATEK MESICNE",1994-09-11
3927,56,"POPLATEK MESICNE",1993-10-22
3928,24,"POPLATEK MESICNE",1996-05-08
3930,37,"POPLATEK MESICNE",1995-04-25
3931,28,"POPLATEK MESICNE",1996-02-05
3932,74,"POPLATEK MESICNE",1996-07-25
3933,61,"POPLATEK MESICNE",1996-02-11
3934,6,"POPLATEK MESICNE",1997-12-23
3935,23,"POPLATEK MESICNE",1993-03-08
3936,39,"POPLATEK MESICNE",1995-05-04
3937,76,"POPLATEK MESICNE",1996-01-10
3938,57,"POPLATEK MESICNE",1993-11-17
3939,70,"POPLATEK MESICNE",1993-07-08
3940,35,"POPLATEK TYDNE",1995-05-07
3941,7,"POPLATEK MESICNE",1996-12-26
3942,27,"POPLATEK TYDNE",1996-05-10
3943,71,"POPLATEK MESICNE",1996-03-06
3944,22,"POPLATEK MESICNE",1995-10-08
3945,50,"POPLATEK MESICNE",1995-11-07
3946,70,"POPLATEK MESICNE",1996-07-16
3947,76,"POPLATEK MESICNE",1996-01-23
3948,1,"POPLATEK MESICNE",1993-11-09
3949,54,"POPLATEK MESICNE",1996-01-11
3950,48,"POPLATEK MESICNE",1997-09-01
3951,22,"POPLATEK MESICNE",1997-06-02
3952,26,"POPLATEK MESICNE",1996-03-08
3953,1,"POPLATEK MESICNE",1997-06-16
3954,22,"POPLATEK MESICNE",1993-06-25
3955,64,"POPLATEK MESICNE",1993-07-14
3956,6,"POPLATEK MESICNE",1996-10-28
3957,33,"POPLATEK TYDNE",1996-06-13
3958,59,"POPLATEK MESICNE",1997-12-28
3959,1,"POPLATEK TYDNE",1997-02-15
3960,64,"POPLATEK MESICNE",1993-02-06
3961,52,"POPLATEK MESICNE",1997-01-24
3962,54,"POPLATEK MESICNE",1996-12-13
3963,9,"POPLATEK MESICNE",1997-10-27
3964,25,"POPLATEK MESICNE",1997-01-25
3965,31,"POPLATEK MESICNE",1993-05-04
3966,42,"POPLATEK MESICNE",1996-01-09
3967,54,"POPLATEK MESICNE",1996-09-22
3968,36,"POPLATEK MESICNE",1996-01-01
3969,39,"POPLATEK MESICNE",1993-06-20
3970,24,"POPLATEK MESICNE",1995-11-28
3971,75,"POPLATEK MESICNE",1997-03-13
3972,51,"POPLATEK MESICNE",1993-10-11
3973,20,"POPLATEK MESICNE",1995-11-27
3974,55,"POPLATEK MESICNE",1996-03-08
3975,20,"POPLATEK MESICNE",1994-10-02
3976,74,"POPLATEK MESICNE",1996-04-15
3977,7,"POPLATEK MESICNE",1993-09-25
3978,59,"POPLATEK MESICNE",1995-02-18
3979,37,"POPLATEK MESICNE",1996-02-14
3980,75,"POPLATEK MESICNE",1993-04-03
3981,23,"POPLATEK MESICNE",1995-01-15
3982,26,"POPLATEK MESICNE",1993-07-27
3983,67,"POPLATEK MESICNE",1993-02-04
3984,51,"POPLATEK MESICNE",1996-12-14
3985,1,"POPLATEK MESICNE",1997-07-13
3986,19,"POPLATEK MESICNE",1997-06-20
3987,25,"POPLATEK MESICNE",1997-09-14
3988,23,"POPLATEK MESICNE",1997-05-04
3989,19,"POPLATEK MESICNE",1995-03-11
3990,77,"POPLATEK MESICNE",1997-02-04
3991,1,"POPLATEK MESICNE",1996-12-28
3992,43,"POPLATEK MESICNE",1997-12-16
3993,54,"POPLATEK MESICNE",1996-01-24
3994,15,"POPLATEK MESICNE",1996-03-14
3995,12,"POPLATEK MESICNE",1995-08-27
3996,1,"POPLATEK MESICNE",1997-06-22
3997,62,"POPLATEK MESICNE",1994-01-13
3998,2,"POPLATEK MESICNE",1996-04-20
3999,35,"POPLATEK MESICNE",1993-05-06
4000,7,"POPLATEK MESICNE",1993-08-02
4001,54,"POPLATEK MESICNE",1995-02-04
4003,25,"POPLATEK MESICNE",1997-08-22
4008,27,"POPLATEK MESICNE",1996-03-23
4009,56,"POPLATEK MESICNE",1994-02-20
4010,30,"POPLATEK MESICNE",1996-08-19
4013,73,"POPLATEK PO OBRATU",1993-10-08
4014,56,"POPLATEK PO OBRATU",1995-05-15
4026,58,"POPLATEK MESICNE",1997-02-06
4033,57,"POPLATEK MESICNE",1996-11-19
4034,1,"POPLATEK MESICNE",1993-01-18
4035,1,"POPLATEK MESICNE",1993-07-25
4047,45,"POPLATEK TYDNE",1995-09-29
4052,36,"POPLATEK TYDNE",1997-01-25
4055,23,"POPLATEK MESICNE",1993-01-24
4059,34,"POPLATEK MESICNE",1993-10-08
4066,72,"POPLATEK MESICNE",1994-05-24
4069,38,"POPLATEK MESICNE",1996-11-17
4071,64,"POPLATEK MESICNE",1996-08-03
4078,40,"POPLATEK MESICNE",1993-01-30
4079,52,"POPLATEK MESICNE",1993-11-03
4081,11,"POPLATEK MESICNE",1995-07-22
4082,49,"POPLATEK MESICNE",1994-11-08
4086,66,"POPLATEK MESICNE",1996-07-17
4088,45,"POPLATEK MESICNE",1996-03-01
4090,72,"POPLATEK MESICNE",1996-10-11
4091,9,"POPLATEK MESICNE",1997-08-04
4092,74,"POPLATEK MESICNE",1996-03-13
4093,1,"POPLATEK MESICNE",1993-03-25
4099,54,"POPLATEK MESICNE",1996-05-26
4102,60,"POPLATEK MESICNE",1996-11-13
4103,38,"POPLATEK MESICNE",1995-01-25
4105,58,"POPLATEK MESICNE",1995-05-08
4109,54,"POPLATEK MESICNE",1995-02-09
4116,6,"POPLATEK MESICNE",1997-10-05
4119,77,"POPLATEK MESICNE",1993-10-18
4121,54,"POPLATEK MESICNE",1995-06-08
4127,50,"POPLATEK MESICNE",1996-05-03
4128,64,"POPLATEK MESICNE",1997-09-26
4130,70,"POPLATEK MESICNE",1997-06-01
4131,5,"POPLATEK MESICNE",1994-08-19
4132,36,"POPLATEK MESICNE",1997-10-02
4134,7,"POPLATEK MESICNE",1993-03-03
4140,28,"POPLATEK MESICNE",1997-12-05
4143,55,"POPLATEK MESICNE",1997-10-07
4144,1,"POPLATEK MESICNE",1996-08-19
4150,65,"POPLATEK MESICNE",1997-07-05
4156,42,"POPLATEK MESICNE",1997-06-27
4158,27,"POPLATEK MESICNE",1997-09-04
4159,74,"POPLATEK MESICNE",1993-07-09
4161,1,"POPLATEK MESICNE",1995-02-23
4171,28,"POPLATEK MESICNE",1993-06-12
4173,1,"POPLATEK MESICNE",1993-11-08
4186,1,"POPLATEK MESICNE",1996-08-25
4190,62,"POPLATEK MESICNE",1995-10-04
4195,67,"POPLATEK MESICNE",1994-05-21
4204,21,"POPLATEK MESICNE",1996-01-29
4208,1,"POPLATEK MESICNE",1997-04-08
4214,1,"POPLATEK MESICNE",1996-03-21
4225,55,"POPLATEK MESICNE",1993-05-18
4237,18,"POPLATEK MESICNE",1993-11-29
4240,50,"POPLATEK MESICNE",1993-02-08
4245,52,"POPLATEK MESICNE",1994-05-02
4253,43,"POPLATEK MESICNE",1996-01-16
4254,70,"POPLATEK MESICNE",1993-05-04
4255,70,"POPLATEK TYDNE",1993-11-08
4258,51,"POPLATEK MESICNE",1995-08-26
4259,66,"POPLATEK MESICNE",1994-04-08
4260,56,"POPLATEK MESICNE",1993-10-14
4263,5,"POPLATEK MESICNE",1995-07-17
4264,28,"POPLATEK MESICNE",1993-12-07
4266,54,"POPLATEK MESICNE",1997-02-05
4268,77,"POPLATEK MESICNE",1997-02-20
4269,26,"POPLATEK MESICNE",1995-12-24
4273,15,"POPLATEK MESICNE",1996-03-11
4276,43,"POPLATEK MESICNE",1994-07-09
4283,39,"POPLATEK MESICNE",1994-10-16
4286,43,"POPLATEK MESICNE",1996-11-11
4287,1,"POPLATEK MESICNE",1993-10-17
4293,64,"POPLATEK PO OBRATU",1996-02-04
4296,63,"POPLATEK MESICNE",1993-01-28
4301,1,"POPLATEK MESICNE",1997-06-26
4309,74,"POPLATEK TYDNE",1997-06-25
4318,33,"POPLATEK TYDNE",1993-04-13
4320,61,"POPLATEK MESICNE",1996-07-23
4321,47,"POPLATEK MESICNE",1993-04-18
4328,72,"POPLATEK MESICNE",1994-06-17
4329,1,"POPLATEK MESICNE",1994-02-17
4330,47,"POPLATEK MESICNE",1995-07-05
4332,74,"POPLATEK MESICNE",1997-12-23
4336,2,"POPLATEK MESICNE",1997-07-08
4337,29,"POPLATEK MESICNE",1993-11-16
4342,74,"POPLATEK MESICNE",1996-04-29
4343,31,"POPLATEK MESICNE",1993-11-22
4346,25,"POPLATEK MESICNE",1996-03-15
4347,1,"POPLATEK MESICNE",1993-03-27
4349,74,"POPLATEK MESICNE",1996-09-16
4350,63,"POPLATEK MESICNE",1993-04-04
4352,2,"POPLATEK MESICNE",1993-07-05
4354,38,"POPLATEK MESICNE",1997-01-08
4355,31,"POPLATEK MESICNE",1993-02-21
4356,47,"POPLATEK MESICNE",1994-01-26
4358,5,"POPLATEK MESICNE",1997-02-12
4361,69,"POPLATEK MESICNE",1996-03-11
4368,1,"POPLATEK MESICNE",1995-01-16
4375,39,"POPLATEK MESICNE",1996-10-28
4377,28,"POPLATEK MESICNE",1993-04-24
4379,44,"POPLATEK MESICNE",1996-06-28
4383,73,"POPLATEK MESICNE",1996-11-10
4385,23,"POPLATEK MESICNE",1993-11-23
4386,51,"POPLATEK TYDNE",1997-11-29
4389,77,"POPLATEK MESICNE",1996-07-28
4405,41,"POPLATEK MESICNE",1996-09-08
4408,71,"POPLATEK TYDNE",1994-04-11
4413,74,"POPLATEK TYDNE",1994-01-15
4414,24,"POPLATEK MESICNE",1993-09-10
4415,73,"POPLATEK MESICNE",1995-07-05
4416,14,"POPLATEK MESICNE",1994-02-12
4418,66,"POPLATEK MESICNE",1994-02-09
4423,39,"POPLATEK MESICNE",1995-04-26
4424,48,"POPLATEK MESICNE",1996-01-29
4427,32,"POPLATEK MESICNE",1993-06-07
4434,41,"POPLATEK MESICNE",1994-12-09
4437,40,"POPLATEK MESICNE",1993-09-24
4438,48,"POPLATEK MESICNE",1996-08-04
4439,30,"POPLATEK MESICNE",1995-12-25
4442,54,"POPLATEK MESICNE",1996-08-08
4445,47,"POPLATEK MESICNE",1997-08-07
4447,62,"POPLATEK MESICNE",1996-06-16
4448,60,"POPLATEK MESICNE",1993-06-02
4454,63,"POPLATEK MESICNE",1996-12-21
4456,14,"POPLATEK MESICNE",1996-09-03
4458,60,"POPLATEK MESICNE",1996-04-23
4462,73,"POPLATEK TYDNE",1995-12-27
4463,67,"POPLATEK MESICNE",1993-09-03
4467,17,"POPLATEK TYDNE",1997-04-13
4470,16,"POPLATEK MESICNE",1993-11-01
4471,4,"POPLATEK TYDNE",1997-06-09
4473,45,"POPLATEK MESICNE",1995-10-09
4475,72,"POPLATEK MESICNE",1997-04-16
4476,24,"POPLATEK MESICNE",1994-11-10
4478,70,"POPLATEK MESICNE",1993-07-23
