GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization
G235245,Non-Essential,?,"2-oxoglutarate dehydrogenase",?,PS00189,4,ENERGY,mitochondria
G235245,Non-Essential,?,"2-oxoglutarate dehydrogenase",?,PS00189,4,METABOLISM,mitochondria
G235246,Essential,?,"Exocyst complex","Cell morphology and organelle mutants",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235246,Essential,?,"Exocyst complex","Cell morphology and organelle mutants",?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",cytoplasm
G235247,Essential,?,"Histone acetyltransferase complexes",?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235247,Essential,?,"Histone acetyltransferase complexes",?,?,4,TRANSCRIPTION,nucleus
G235247,Essential,?,"Transcription complexes/Transcriptosome",?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235247,Essential,?,"Transcription complexes/Transcriptosome",?,?,4,TRANSCRIPTION,nucleus
G235248,Essential,?,"Intracellular transport complexes","Carbohydrate and lipid biosynthesis defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","transport vesicles"
G235248,Essential,?,"Intracellular transport complexes","Carbohydrate and lipid biosynthesis defects",?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","transport vesicles"
G235248,Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","transport vesicles"
G235248,Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","transport vesicles"
G235250,Non-Essential,?,"Histone acetyltransferase complexes","Conditional phenotypes",PS00343,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235250,Non-Essential,?,"Histone acetyltransferase complexes","Conditional phenotypes",PS00343,4,METABOLISM,nucleus
G235250,Non-Essential,?,"Histone acetyltransferase complexes","Conditional phenotypes",PS00343,4,TRANSCRIPTION,nucleus
G235250,Non-Essential,?,"Intracellular transport complexes","Conditional phenotypes",PS00343,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235250,Non-Essential,?,"Intracellular transport complexes","Conditional phenotypes",PS00343,4,METABOLISM,nucleus
G235250,Non-Essential,?,"Intracellular transport complexes","Conditional phenotypes",PS00343,4,TRANSCRIPTION,nucleus
G235250,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",PS00343,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235250,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",PS00343,4,METABOLISM,nucleus
G235250,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",PS00343,4,TRANSCRIPTION,nucleus
G235252,Non-Essential,?,"Nuclear pore complex (NPC)",?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235252,Non-Essential,?,"Nuclear pore complex (NPC)",?,?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",nucleus
G235252,Non-Essential,?,"Nuclear pore complex (NPC)",?,?,4,TRANSCRIPTION,nucleus
G235257,Essential,?,"RNA processing complexes",?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235257,Essential,?,"RNA processing complexes",?,?,4,TRANSCRIPTION,nucleus
G235259,Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","transport vesicles"
G235259,Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","transport vesicles"
G235261,?,?,"Intracellular transport complexes",?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",golgi
G235261,?,?,"Intracellular transport complexes",?,?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",golgi
G235264,Non-Essential,?,"Synaptonemal complex (SC)","Cell cycle defects",?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235264,Non-Essential,?,"Synaptonemal complex (SC)","Cell cycle defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235264,Non-Essential,?,"Synaptonemal complex (SC)","Mating and sporulation defects",?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235264,Non-Essential,?,"Synaptonemal complex (SC)","Mating and sporulation defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235265,Essential,?,"RNA processing complexes",?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235265,Essential,?,"RNA processing complexes",?,?,4,TRANSCRIPTION,nucleus
G235266,Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235266,Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235266,Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,4,TRANSCRIPTION,nucleus
G235271,Essential,?,?,"Cell cycle defects",?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235271,Essential,?,?,"Cell cycle defects",?,4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",cytoskeleton
G235271,Essential,?,?,"Cell cycle defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235271,Essential,?,?,"Cell morphology and organelle mutants",?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235271,Essential,?,?,"Cell morphology and organelle mutants",?,4,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",cytoskeleton
G235271,Essential,?,?,"Cell morphology and organelle mutants",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235272,Essential,?,"Transcription complexes/Transcriptosome",?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235272,Essential,?,"Transcription complexes/Transcriptosome",?,?,4,TRANSCRIPTION,nucleus
G235273,Non-Essential,?,"RNA processing complexes","Cell cycle defects",PS00340,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235273,Non-Essential,?,"RNA processing complexes","Cell cycle defects",PS00340,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235273,Non-Essential,?,"RNA processing complexes","Cell cycle defects",PS00626,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235273,Non-Essential,?,"RNA processing complexes","Cell cycle defects",PS00626,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235273,Non-Essential,?,"RNA processing complexes","Conditional phenotypes",PS00340,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235273,Non-Essential,?,"RNA processing complexes","Conditional phenotypes",PS00340,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235273,Non-Essential,?,"RNA processing complexes","Conditional phenotypes",PS00626,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235273,Non-Essential,?,"RNA processing complexes","Conditional phenotypes",PS00626,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235273,Non-Essential,?,"RNA processing complexes","Nucleic acid metabolism defects",PS00340,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235273,Non-Essential,?,"RNA processing complexes","Nucleic acid metabolism defects",PS00340,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235273,Non-Essential,?,"RNA processing complexes","Nucleic acid metabolism defects",PS00626,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235273,Non-Essential,?,"RNA processing complexes","Nucleic acid metabolism defects",PS00626,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235274,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235274,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235274,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235277,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235277,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235277,Non-Essential,?,Cytoskeleton,"Mating and sporulation defects",?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235277,Non-Essential,?,Cytoskeleton,"Mating and sporulation defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235277,Non-Essential,?,Cytoskeleton,"Stress response defects",?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235277,Non-Essential,?,Cytoskeleton,"Stress response defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235278,Non-Essential,?,"Histone acetyltransferase complexes","Mating and sporulation defects",?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235278,Non-Essential,?,"Histone acetyltransferase complexes","Mating and sporulation defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235278,Non-Essential,?,"Histone acetyltransferase complexes","Mating and sporulation defects",?,4,TRANSCRIPTION,nucleus
G235278,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235278,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235278,Non-Essential,?,"Transcription complexes/Transcriptosome","Mating and sporulation defects",?,4,TRANSCRIPTION,nucleus
G235279,Essential,?,"Transcription complexes/Transcriptosome",?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235279,Essential,?,"Transcription complexes/Transcriptosome",?,?,4,TRANSCRIPTION,nucleus
G235281,Essential,?,"Intracellular transport complexes",?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",golgi
G235281,Essential,?,"Intracellular transport complexes",?,?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",golgi
G235285,Essential,?,"RNA processing complexes","Cell morphology and organelle mutants",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235285,Essential,?,"RNA processing complexes","Cell morphology and organelle mutants",?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",nucleus
G235285,Essential,?,"RNA processing complexes","Cell morphology and organelle mutants",?,4,"PROTEIN DESTINATION",nucleus
G235285,Essential,?,"RNA processing complexes","Cell morphology and organelle mutants",?,4,TRANSCRIPTION,nucleus
G235285,Essential,?,"RNA processing complexes","Conditional phenotypes",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235285,Essential,?,"RNA processing complexes","Conditional phenotypes",?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",nucleus
G235285,Essential,?,"RNA processing complexes","Conditional phenotypes",?,4,"PROTEIN DESTINATION",nucleus
G235285,Essential,?,"RNA processing complexes","Conditional phenotypes",?,4,TRANSCRIPTION,nucleus
G235285,Essential,?,"RNA processing complexes","Nucleic acid metabolism defects",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235285,Essential,?,"RNA processing complexes","Nucleic acid metabolism defects",?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",nucleus
G235285,Essential,?,"RNA processing complexes","Nucleic acid metabolism defects",?,4,"PROTEIN DESTINATION",nucleus
G235285,Essential,?,"RNA processing complexes","Nucleic acid metabolism defects",?,4,TRANSCRIPTION,nucleus
G235287,Non-Essential,?,"Histone acetyltransferase complexes","Conditional phenotypes",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235287,Non-Essential,?,"Histone acetyltransferase complexes","Conditional phenotypes",?,4,TRANSCRIPTION,nucleus
G235287,Non-Essential,?,"Intracellular transport complexes","Conditional phenotypes",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235287,Non-Essential,?,"Intracellular transport complexes","Conditional phenotypes",?,4,TRANSCRIPTION,nucleus
G235287,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235287,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",?,4,TRANSCRIPTION,nucleus
G235288,?,?,"Translation complexes",?,PS00646,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235288,?,?,"Translation complexes",?,PS00646,4,"PROTEIN SYNTHESIS",cytoplasm
G235293,Essential,?,"Intracellular transport complexes",?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",golgi
G235293,Essential,?,"Intracellular transport complexes",?,?,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",golgi
G235294,Essential,?,"RNA processing complexes",?,?,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235294,Essential,?,"RNA processing complexes",?,?,4,"PROTEIN DESTINATION",nucleus
G235294,Essential,?,"RNA processing complexes",?,?,4,TRANSCRIPTION,nucleus
G235297,Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",PS00014,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",ER
G235297,Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",PS00014,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",ER
G235297,Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",PS00014,4,"PROTEIN DESTINATION",ER
G235297,Essential,?,"Intracellular transport complexes","Conditional phenotypes",PS00014,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",ER
G235297,Essential,?,"Intracellular transport complexes","Conditional phenotypes",PS00014,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",ER
G235297,Essential,?,"Intracellular transport complexes","Conditional phenotypes",PS00014,4,"PROTEIN DESTINATION",ER
G235297,Essential,?,"Intracellular transport complexes","Sensitivity to antibiotics",PS00014,4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",ER
G235297,Essential,?,"Intracellular transport complexes","Sensitivity to antibiotics",PS00014,4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",ER
G235297,Essential,?,"Intracellular transport complexes","Sensitivity to antibiotics",PS00014,4,"PROTEIN DESTINATION",ER
G235300,Essential,?,Translocon,?,?,5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",ER
G235300,Essential,?,Translocon,?,?,5,METABOLISM,ER
G235300,Essential,?,Translocon,?,?,5,"PROTEIN DESTINATION",ER
G235301,Non-Essential,?,"Gim complexes","Cell morphology and organelle mutants",?,5,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",cytoplasm
G235301,Non-Essential,?,"Gim complexes","Cell morphology and organelle mutants",?,5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235301,Non-Essential,?,"Gim complexes","Cell morphology and organelle mutants",?,5,"PROTEIN DESTINATION",cytoplasm
G235301,Non-Essential,?,"Gim complexes","Conditional phenotypes",?,5,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",cytoplasm
G235301,Non-Essential,?,"Gim complexes","Conditional phenotypes",?,5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235301,Non-Essential,?,"Gim complexes","Conditional phenotypes",?,5,"PROTEIN DESTINATION",cytoplasm
G235301,Non-Essential,?,"Gim complexes",Unknown,?,5,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",cytoplasm
G235301,Non-Essential,?,"Gim complexes",Unknown,?,5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235301,Non-Essential,?,"Gim complexes",Unknown,?,5,"PROTEIN DESTINATION",cytoplasm
G235302,Essential,?,"Mitochondrial translocase complex",?,?,5,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",mitochondria
G235302,Essential,?,"Mitochondrial translocase complex",?,?,5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G235302,Essential,?,"Mitochondrial translocase complex",?,?,5,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",mitochondria
