budget,homepage,id,originallanguage,originaltitle,overview,popularity,revenue,runtime,status,tagline,title,voteaverage,votecount
17000000.00,,25763,en,Damnation Alley,A small group of survivors at a military installation who survived World War 3 attempt to drive across the desolate wasteland to where they hope more survivors are living. Hopefully their specially built vehicles will protect them against the freakish weather mutated plant and animal life and other dangers along the way.,2.215261,8720000,91,Released,,Damnation Alley,5,27
17000000.00,http://theapparition.warnerbros.com,79694,en,The Apparition,"Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.",6.385234,9627492,82,Released,Once You Believe You Die,The Apparition,4.5,140
16500000.00,,4032,en,My Girl,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is allergic to everything, and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",20.935169,0,102,Released,"When your Dad's an undertaker, your Mom's in heaven, and your Grandma's got a screw loose...it's good to have a friend who understands you. Even if he is a boy.",My Girl,7,428
16800000.00,http://www.furmovie.com/,18615,en,Fur: An Imaginary Portrait of Diane Arbus,"In 1958 New York Diane Arbus is a housewife and mother who works as an assistant to her husband, a photographer employed by her wealthy parents. Respectable though her life is, she cannot help but feel uncomfortable in her privileged world. One night, a new neighbor catches Diane's eye, and the enigmatic man inspires her to set forth on the path to discovering her own artistry.",4.358255,2281089,122,Released,A love story.,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
15000000.00,,10673,en,Wall Street,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.",24.898687,43848069,126,Released,Every dream has a price.,Wall Street,7,546
16500000.00,,4584,en,Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",20.898711,1.35E+08,136,Released,Lose your heart and come to your senses.,Sense and Sensibility,7.2,352
16500000.00,http://becomingjane-themovie.com/,2977,en,Becoming Jane,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,18.236284,37311672,120,Released,Her own life is her greatest inspiration.,Becoming Jane,6.9,317
16500000.00,,10760,en,Sydney White,A modern retelling of Snow White set against students in their freshman year of college in the greek system.,10.74648,13620075,108,Released,Freshman year is no fairytale,Sydney White,6,236
16500000.00,,11093,en,House of Sand and Fog,"Behrani, an Iranian immigrant buys a California bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. However, the house is the legal property of former drug addict Kathy. After losing the house in an unfair legal dispute with the county, she is left with nowhere to go. Wanting her house back, she hires a lawyer and befriends a police officer. Neither Kathy nor Behrani have broken the law, so they find themselves involved in a difficult moral dilemma.",12.102725,16942795,126,Released,Some dreams can't be shared.,House of Sand and Fog,7,199
16400000.00,,207,en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",55.458584,235860116,129,Released,He was their inspiration. He made their lives extraordinary.,Dead Poets Society,8.1,2705
16000000.00,,8467,en,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some adventures they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",35.777067,247275374,107,Released,"What the one doesn't have, the other is missing.",Dumb and Dumber,6.5,1859
16000000.00,,639,en,When Harry Met Sally...,"During their travels from Chicago to New York, Harry and Sally Will debate whether or not sex ruins a perfect relationship between a man and a woman. Eleven years and later, they're still no closer to finding the answer.",18.430419,92823546,96,Released,Can two friends sleep together and still love each other in the morning?,When Harry Met Sally...,7.3,950
16000000.00,,24226,en,The Verdict,"Frank Galvin is a down-on-his luck lawyer, reduced to drinking and ambulance chasing. Former associate Mickey Morrissey reminds him of his obligations in a medical malpractice suit that he himself served to Galvin on a silver platter: all parties willing to settle out of court. Blundering his way through the preliminaries, he suddenly realizes that perhaps after all the case should go to court; to punish the guilty, to get a decent settlement for his clients, and to restore his standing as a lawyer.",7.980632,53977250,129,Released,"The doctors want to settle, the Church wants to settle, their lawyers want to settle, and even his own clients are desperate to settle. But Galvin is determined to defy them all. He will try the case.",The Verdict,7.4,131
16000000.00,,9285,en,Road Trip,Four friends take off on an 1800 mile road trip to retrieve an illicit tape mistakenly mailed to a girl friend.,14.759948,119754278,93,Released,The greatest college tradition of all.,Road Trip,5.9,542
0.00,,14709,en,Varsity Blues,"In small-town Texas, high school football is a religion, 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. When star quarterback Lance Harbor suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon, a second-string quarterback with a slightly irreverent approach to the game.",9.229999,0,106,Released,It takes a hero to know what's worth winning.,Varsity Blues,6,122
15000000.00,http://www.warnerbros.fr/the-artist,74643,en,The Artist,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",29.943316,133432856,100,Released,A Breath Of Fresh Vintage Air,The Artist,7.3,1049
16000000.00,http://www.theunbornmovie.net/,13788,en,The Unborn,A young woman fights the spirit that is slowly taking possession of her.,15.788784,76514050,87,Released,Evil will do anything to live.,The Unborn,4.8,365
16000000.00,http://www.moonrisekingdom.com,83666,en,Moonrise Kingdom,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",41.083914,68263166,94,Released,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,Moonrise Kingdom,7.6,1662
16000000.00,,10781,en,The Texas Chainsaw Massacre: The Beginning,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",21.380635,0,91,Released,What you know about fear... doesn't even come close.,The Texas Chainsaw Massacre: The Beginning,5.9,402
18500000.00,,318850,en,The Young Messiah,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",1.884558,6490401,120,Released,"Before he was the savior, he was a child.",The Young Messiah,6.4,30
