actorid,movieid,role
7537,6088,
7537,30660,
7537,82143,
7537,99550,
7537,138962,
7537,140622,
7537,163099,
7537,211447,
7537,283972,
7537,378271,
7538,264985,
7538,373639,
7539,256725,
7540,356022,Yso
7540,382093,
7541,173431,
7542,354516,"Giovanni Predati"
7543,381342,Priest
7544,299991,Robbie
7545,325551,
7546,283069,
7547,298321,"Little Sidi"
7548,162720,Vepkhia
7548,233038,Vakhtangi
7549,82531,
7550,223558,
7551,21991,
7552,183834,"Party Guest"
7552,233673,Bruce
7552,283313,"Mike Mowbray"
7552,321082,"Tom Daniels"
7552,321090,"Det. Const. Tom Daniels"
7552,379590,"George Hackett"
7552,385311,"Barry Deeley"
7552,387528,"Robert Martin"
7552,391150,Monty
7552,404252,"Len Shepard"
7552,407149,"Det. Sgt. Tom Daniels (1975-1"
7552,408362,Chetwynd
7553,109139,"Chris thug"
7554,331427,"Deserter #1"
7555,331427,"Oasis bunker fleeing Republic"
7556,409843,"Civil service man"
7557,277362,Kirik
7558,84521,Patrick
7559,259360,"Man in Church"
7560,204739,
7561,139919,Speaker
7563,399510,"Radjif Mustafa"
7564,218857,Rechercheur
7565,323334,
7566,173835,
7566,323334,
7567,118638,
7568,95666,
7568,129755,
7568,212113,
7568,226586,
7568,288573,
7568,319967,"Lübecki raehärra"
7568,354373,
7569,267932,"Idea Man #4"
7570,18564,
7570,372775,Harris
7571,49041,
7571,217371,
7571,226613,
7572,7989,Bendeleider
7573,140605,
7574,144343,Paco
7575,190379,"Uncle Michael"
7576,82008,
7577,307163,Perämies
7578,86972,Doctor
7578,154430,"Carpet salesman"
7578,325699,
7579,8987,"Le serveur sur la terrasse/Ca"
7579,68874,
7579,86396,"M. Lautin"
7579,256872,José
7579,402577,
7580,321612,
7581,53242,"Un postillon"
7582,193440,
7583,119792,"Mr. Cowen"
7583,171107,
7583,271884,Voisin
7583,291584,"(segment "Rampe, La")"
7584,53239,"Le valet"
7584,53249,"Le valet"
7585,327577,"Workman at Jupien"
7585,356362,"Le grand fère de Brigitte"
7586,45400,"Cool Kid"
7587,364662,"Benistein, a Bank Clerk"
7588,3991,"Radio Announcer"
7588,291220,Lou
7589,100470,
7590,294206,
7591,46937,"Médecin SAMU"
7592,316847,
7593,59094,"Comédien théâtre"
7593,130756,"Le garçon #2"
7593,185651,Rouquin
7593,302142,
7594,343569,
7595,56048,"Le fils White"
7596,148636,
7597,128727,Dancer
7597,314108,Dancer
7597,388202,"Dancing Prince"
7598,343572,"Un mesureur"
7599,17864,"Un détective"
7599,191500,"Avocat d'Emilie Tardif"
7599,247607,
7599,269725,"M. Lagace"
7599,357270,St-Marc
7600,338328,"Le fils de Chenu"
7601,233892,
7602,372383,
7603,15317,
7603,25440,
7603,28896,
7603,38316,
7603,126934,
7603,137053,
7603,360659,Baher
7604,102931,"Le magicien"
7605,116485,"Le présentateur TV"
7605,285074,Chaparol
7606,117927,
7606,285074,
7607,100945,"Dr. Mainwaring"
7607,104997,"Willy Brandt (in Michael Fray"
7607,161836,"Charles Tremayne"
7607,184536,"Stephen Summerchild"
7607,279277,"Walt Disney"
7607,280833,Christopher
7607,315961,"Thomas Blunt"
7607,329661,Oberon
7607,365937,Dave
7607,385191,"Charlie Baxter"
7608,112946,
7608,271910,Fiorentino
7608,302112,"Simião Boy"
7609,141541,Himself
7609,183671,"Black Jack Donovan"
7609,185203,Whiskeyhead
7609,291829,"Reb Stock"
7609,312828,"Ike Plummer"
7609,323478,Mooney
7610,194458,"Lord Elgin"
7611,73896,Himself
7612,226793,"Le clown Pataclac"
7612,280552,Pilovar
7613,44198,Alan
7613,77002,"Lee's Bodyguard"
7613,164577,"Himself (Jackie Chan Stuntman"
7613,170257,"Foreigner on bus"
7613,231230,Thug
7613,327020,"Akatora's Thug"
7613,370734,"Giancarlo's Man"
7614,162590,Irving
7615,264152,"Cardinal Origo"
7616,175139,Perry
7617,251040,Waiter
7617,351808,Orderly
7617,372878,Himself
7618,13847,"JoJo's Heavy 2"
7619,259829,"Young Boy"
7620,166693,"Himself (Singer)"
7621,335277,"President Black Angels"
7622,226902,"Army Sergeant"
7622,270803,"Mr. Sullivan"
7622,271154,"CID Man"
7622,273590,Sailor
7622,283802,"Uniformed Policeman"
7622,385823,Major
7622,395280,
7623,168805,Marine
7624,195688,Narrator
7625,38750,"Mr. Lorimer"
7625,40497,Peter
7625,150884,"Adrian Shepherd"
7625,155087,"Marie's Dad"
7625,208915,"Lt. Hochbauer"
7625,219731,"Philip Snowden"
7625,236989,Quarryman
7625,240879,Kevin
7625,327232,Guest
7625,390360,Michael
7625,390416,"Gov. Lyons"
7625,391766,Reg
7625,399531,Jones
7626,384538,Himself
7626,405038,"Eddie Cochran"
7627,224299,"Boy In Soda Fountain"
7627,389096,"Ted (1964)"
7628,90345,Kid
7628,148217,"Jonathan Glover (1974)"
7628,402612,"James "Hunter" Montgomery (20"
7629,17653,Herbert
7629,35577,Ralph
7629,38607,"Hamilton Smith Jr"
7629,40890,"Jack Milford"
7629,74027,"Reggie Copeley"
7629,93559,"Stuart Haldane"
7629,113768,"Capt. Jeff Tarrant"
7629,131639,"John Hartwell Jr"
7629,147385,Oscar
7629,237788,"Jimmy Rutledge"
7629,257390,Hugh
7629,282631,
7629,302395,"'Silk' Merrick"
7629,332818,
7629,356290,"Tom Powers"
7629,362209,Burns
7629,362232,"Tommy Dawson"
7629,365179,"Art Hemming"
7630,309882,"Jean-Louis Martin"
7631,279400,"Nubian at Lamasary"
7632,13430,Ray
7632,62032,"Pinball Ace in the Bar"
7632,75777,"Brandon Mann"
7632,80552,David
7632,232126,Carl
7632,335592,Lonnie
7633,68268,
7633,68269,
7634,97532,"Ambassador Collins"
7635,12738,"The Hatchet's Henchmen"
7635,159885,Villager
7636,326957,Les
7637,188551,"Police Officer"
7638,309064,
7639,83961,Kid
7640,2250,"'50s Young Elvis in Pink Jack"
7641,20330,Wide
7641,46606,"Roger Randall"
7641,55162,Laracco
7641,67604,Phil
7641,69810,"David Horowitz"
7641,109472,Bernie
7641,130361,Steve
7641,143455,"Brad Duggan"
7641,155275,"Peter Costigan"
7641,158796,"Ben Maddon"
7641,202997,"The Hippie"
7641,310643,"Dick Rawdon"
7641,320265,Artemus
7641,332153,Dick
7641,374597,Wells
7641,381811,"Rush Sanders (1994-1999)"
7641,383737,Host
7641,383764,Co-Host
7641,385824,"Donald Jeremiah 'Don' Craig, "
7641,389858,"Edward L. Quartermaine #3 (20"
7641,396088,"Ace Hubbard (1964)"
7641,401930,"Ed Grant (2001, 2002-2003)"
7641,404282,"C.C. Capwell #4 (1986-1993)"
7641,404694,"Prof. Paul Britton #2 (1964-1"
7642,116238,"Scientist #1"
7643,228267,Himself
7644,162416,Remy
7645,37136,Jogger
7645,38864,Steve
7645,74215,"Ted Jackson"
7645,134664,"TV newsreader"
7645,391368,Policeman
7646,346030,"Norman Wade"
7647,13387,"Sam Brownley"
7647,85066,"Martin Herle"
7648,118466,"Night Porter"
7648,256821,Marriot
7649,37659,Scott
7650,209206,"Tim Curry"
7650,340947,"Count Nugent"
7651,232254,"Bongo player"
7652,2173,Livingston
7652,68278,
7652,185336,"Maj. O'Sullivan"
7652,198854,"Maj. Gen. William F. Marquat "
7653,161594,Reporter
7653,301787,"Agent #1"
7656,303236,"Attractive Man #2"
7657,87509,"Tango Singer"
7657,174779,"Orkesteri (Band)"
7657,333030,Singer
7658,18246,Olaf
7659,47507,"Lt. Albert"
7659,52657,Bert
7659,59829,"SWAT Person"
7659,80550,"Jimmy (segment Christmas Part"
7659,292590,Rodd
7659,363573,Colbert
7660,217603,"Gleeful Bully"
7661,66938,"Dave Haggerty"
7662,91297,"Chief of Police"
7663,206104,Gregory
7664,183797,
7665,363393,"Kid #2"
7666,7438,
7667,30736,"Additional Voices"
7667,122113,
7667,387419,"Additional Voices"
7667,394424,"Additional Voices"
7667,406702,Fei-Long
7668,134008,
7669,113658,Celebrant
7670,453,Nico
7670,41378,"Curtaintime Charlie"
7670,56307,"Le danseur"
7670,75933,Stefan
7670,93240,Student
7670,98012,"Student in School of Life"
7670,98283,"Robert Holden"
7670,120424,
7670,137697,"Pvt. Stewart"
7670,178600,
7670,195539,"Private Investigator"
7670,231311,Patrick
7670,270404,Mechanic
7670,276324,"Stanley Goulden"
7670,306343,"Spanish dancer"
7670,366793,Dancer/Tenor
7671,3099,"Additional Voices"
7672,24702,"Train Manager"
7673,372574,
7674,184859,"Man in Audience"
7674,222665,"Jury Foreman"
7674,256184,Derelict
7674,283422,"Hunter 2"
7674,288051,"Mr. Pendleton"
7675,8452,"Lt. Pascal de Breuilly"
7675,15130,
7675,268881,
7676,400576,"Additional Voices"
7676,403805,"Brady Black #2 (2002-2004)"
7677,218221,
7679,42779,"Patrol Cop #1"
7679,46297,"Truckie #2"
7679,72469,"Semi Driver"
7679,401523,"Ugly Sam"
7680,310485,"Country boy"
7681,99386,
7681,110445,Axel
7681,137565,"Lift Mechanics #1"
7681,187122,"The Lover"
7681,291509,"Jerry Plummer"
7681,295377,"Doctor 5"
7681,353749,"Pastor Vickers"
7681,405209,"Gerry Fitzpatrick (1999)"
7682,162529,Jason
7683,100847,
7684,232320,
7685,33523,
7686,35105,"Himself (biographer)"
7686,189916,"Mr. Baumgarten"
7686,326599,Himself
7687,107788,Jackson
7688,335071,Fothergill
7689,185639,"Dick Crosby"
7690,359567,"Football Pal"
7691,188700,"Frère Ulysse (segment: "Elixi"
7691,322814,
7691,389000,Lenoir
7691,391707,"Fabret, un bourgeois"
7692,725,Himself
7692,726,Himself
7692,727,Himself
7692,729,Himself
7692,31245,Himself
7692,64729,"Jerry Thompson"
7692,84828,Guide
7692,183654,Reporter
7692,198870,"2nd Murderer"
7692,278175,"Trumpy, Man in Cell"
7692,357860,"Special Participant"
7693,345074,"Brice, le coiffeur"
7694,342270,
7695,108092,Cuccu
7696,46623,
7696,124975,
7696,266237,"Albert Perez, dit 'William'"
7696,279968,
7696,283242,"Gino Motta"
7696,318515,
7696,337734,Karim
7696,345046,Ali
7697,101208,"Le voisin tribunal"
7698,142950,Rooter
7698,324395,Nick
7699,44755,"Uncle Marion"
7700,117773,"Short Cop"
7700,386900,"Mr. Pickett"
7700,400545,"Segment Player"
7701,102208,"Punk at the track"
7702,117796,Narrator
7702,308730,Narrator
7702,333342,Narrator
7703,71302,Carpenter
7703,203584,"Steve Supporter"
7704,2252,"(segment "Rêve, Le")"
7705,117982,Fiddler
7706,6648,Adramelech
7706,99589,
7706,350622,"Splendide Clerk"
7706,383959,Chanoine
7706,386497,"Père de Chloée"
7706,389137,"Charles Derome"
7706,398078,"Boy George Gauvin"
7706,406031,"Raymond Guillemette"
7706,407345,Serge
7707,223499,"Brooksy Sterling"
7708,328195,"The delivery man"
7709,252141,
7710,223499,"Troy Vank"
7711,18631,"Dick Schmidtz"
7712,319803,"Le jeune homme"
7712,349378,André
7713,338912,"Quebec Tree Vendor in NYC"
7714,102945,"Assistant de Renard"
7715,62827,
7715,71805,Billaud
7715,111695,"Le client au piano"
7715,284219,
7715,354697,
7716,376906,Violoniste
7717,67724,"Maj. Ben Vandervort"
7717,132912,"Commercial Voice"
7718,3145,Whitewood
7718,37786,"Big Station"
7718,44561,"Ruben Whitefeather"
7718,128816,"News Vendor"
7718,199098,Farmer
7718,211439,"Big Olaf"
7718,349399,"Big Eddie, Earl's Thug"
7718,395107,Shung/Namaki
7719,45650,"Boy of St. Vincent"
7720,116270,Gene
7720,301271,T.J.
7721,10863,"Emil Koenig"
7722,4903,
7722,10975,"Elijah Stone"
7722,47442,
7722,47872,
7722,48622,"Medicine Show Crowd"
7722,75514,
7722,109615,
7722,120759,
7722,135826,
7722,141297,
7722,144557,"Capt. Jean de Contrecoeur"
7722,146332,
7722,160451,"Billy Copper"
7722,191697,
7722,195182,"Cass Floyd"
7722,203711,
7722,203745,"Dr. Pacheo"
7722,203746,"Dr. Pacheo"
7722,213247,Pasquale
7722,241313,"Ralph Patterson"
7722,245388,
7722,250763,"Dr. Hyde"
7722,258934,
7722,267870,
7722,281844,"Thomas Singleton"
7722,298550,
7722,306474,
7722,316080,
7722,342006,
7722,367939,
7723,194789,
7723,291497,
7723,316947,"Dwayne Axford"
7724,402076,"Himself (2001-)"
7725,207051,"Member - Mr. Butterfly"
7726,1939,
7727,12225,"Massimo #1"
7727,41563,"Ed Ackers"
7727,67560,"First security man"
7727,79149,
7727,100711,"Officer Sims"
7727,105732,Smith
7727,127739,"Johnny Danakos"
7727,162389,Eddie
7727,222806,"Roger Monaco"
7727,223762,"Salvatore Casale"
7727,284621,"Bistro Gangster #1"
7727,311038,"Train Passenger"
7727,316791,
7727,317865,Jack
7727,362497,"Johnny Scapatula"
7728,27659,
7728,29069,
7728,36222,
7728,82007,
7728,88473,
7728,122734,
7728,125153,
7728,126924,
7728,176041,
7728,184816,
7728,209860,
7728,210215,
7728,222066,
7728,250818,
7728,254628,
7728,270211,
7728,273260,"Angry Student"
7728,292671,Busboy
7728,297026,
7728,298246,
7728,322872,
7728,346413,Wim
7729,42372,
7729,171008,
7729,270765,
7730,331427,"Bunker #1 friendly Iraqi"
7731,35176,
7731,266413,
7731,346101,"Sharon Butler"
7732,250557,Tout
7733,355040,Photographer
7734,164460,"Dr. Keating"
7735,177145,"Man at Station"
7737,160020,"Convict Torturer"
7738,185860,Tom
7738,274493,"Roy Harper"
7738,284907,Dick
7738,381584,Grainger
7739,184853,"Young Jason"
7739,379693,"Voice of Raj"
7739,401797,"Tin man"
7740,120,Himself
7740,10878,Himself
7741,88400,"Charlie Brown"
7741,294788,"Deputy Kaye"
7741,296750,"Fat Patrolman"
7742,5028,"Mother Malone"
7742,12205,"Det. Sgt. Freebody"
7742,18030,"Robert Martin"
7742,30741,"British Sergeant"
7742,43422,"Sir Colin"
7742,67606,Connolly
7742,101778,"George Nash"
7742,127215,Bubba
7742,127522,Carl
7742,149938,Bradigan
7742,154739,"Mr. Cooley"
7742,158909,"Sheriff Blake"
7742,162345,"Col. Blackburn"
7742,168645,"Vinny Kroll"
7742,171200,Max
7742,185270,"Larry Fields"
7742,193956,"David Lewis"
7742,206823,"Steve Michaels"
7742,223772,Karbs
7742,232300,Brody
7742,232493,Tellinger
7742,242774,"Supply CPO"
7742,265738,Gibb
7742,279860,"Tex Conway"
7742,282918,"Sheriff's Wife's Date"
7742,289558,Sheffield
7742,299663,"Officer Knudson"
7742,314923,"Big Ohio"
7742,319255,"Ray Griff"
7742,323586,"Dispatch Sergeant"
7742,331048,Beecham
7742,343263,"1st Two-Five Officer"
7742,349231,"Bill Graham"
7742,379667,"Ralph (1979-1981)"
7742,379827,"Frank Foley"
7742,380823,"Bobby Tolin"
7743,163352,"PC Phil Young"
7743,382052,"PC Phil Young (1989-1991)"
7744,227479,"Himself (Nanook's son)"
7744,250530,"Tank Crew"
7745,70347,Troy
7745,121840,Abdul
7745,227479,"Himself (Nanook's son)"
7745,230394,Auctioneer
7745,250371,"Cafe owner"
7745,305082,Bartender
7745,337478,"Abdel Fatteh Ghadanfar"
7745,410629,Vogler
7746,367405,Rob
7747,63774,
7748,161437,
7749,200993,"Police Officer"
7750,24484,"Fippsy Fippininni"
7750,131424,Himself
7750,264068,"Marcel Sardino"
7750,309116,"Carlo Ricci"
7750,383407,"Dennis the Handyman/Mr. Moose"
7751,176346,
7752,70707,
7753,14755,"Tristano Martinelli"
7754,112508,Lackey
7754,125863,Author
7754,235695,Waiter
7754,308674,Lackey
7754,331180,Herald
7754,358768,"Night Clerk"
7755,150350,"Sleepy Weasel Squadron"
7756,11478,Mike
7756,111729,"Tony Beeler"
7756,323563,Glenn
7757,186170,
7758,104695,Jurylid
7759,129772,Counterman
7759,359569,Nazi
7760,112599,"Winthrop Ayre"
7761,196457,"Ward Lamson"
7762,387612,"Alexis (enfant)"
7763,21057,"Monsieur Hermann"
7763,61407,
7763,71528,
7763,85536,
7763,113256,Gilles
7763,148619,Costet
7763,157269,Juillard
7763,199715,Antoine
7763,217726,Notable
7763,266400,Tumulty
7763,269519,
7763,308688,Thésée/Theseus
7763,320274,
7763,327967,L'Officier
7763,335224,"Le mari"
7763,342142,
7763,343557,
7763,345209,Delage
7763,353925,"Le patron du 'Café de Paris'"
7763,379805,
7763,379809,Guilardin
7763,381027,"Antoine de Saint-Exupéry"
7763,386095,Duroux
7763,386154,"Jacques Walker"
7763,389940,
7763,390773,
7763,393394,Lescourt
7763,396867,
7763,402622,
7763,410471,Calament
7764,367588,"Ted Boxner"
7765,187906,
7766,184510,"Werni Stauffacher"
7767,341823,Pong
7767,341825,Pong
7768,212027,Man
7769,327976,Butler
7770,209112,Narrator
7771,58666,"Scott Smith"
7772,120265,Al
7773,6207,"Mr. Boob"
7773,37962,
7773,38026,"Old Reese"
7773,44048,
7773,45074,
7773,47118,
7773,54685,
7773,72040,"Mr. Lawrence, Jane's Uncle"
7773,80366,
7773,92939,
7773,117445,
7773,123341,Joe
7773,127267,
7773,131694,"Kaiser William the Nut"
7773,133737,Warden
7773,141501,
7773,146273,
7773,188264,
7773,195378,"The Jeweler"
7773,239608,"The Old Florest"
7773,276653,"Old Silas Lent"
7773,279057,"John Redmond"
7773,291217,
7773,295338,Peters
7773,309536,
7773,337618,"John Brown"
7773,365758,"Helen's Father"
7774,224106,"The Talent Show - Baby Boy"
7775,104357,"Additional Player"
7775,311512,"Man #1 at Bar"
7776,269037,"Cern Guide"
7777,167661,Himself
7778,83033,Secretary
7779,18586,"Sgt. Malloy"
7779,21179,
7779,21551,
7779,30380,"John Phillips"
7779,37163,Minister
7779,37880,
7779,40110,"Harry Golden"
7779,40781,"John Halverson"
7779,45754,"Col. Court"
7779,46763,
7779,47479,"Eph Adamson"
7779,49959,"Nathaniel Letton"
7779,50337,"John Merritt"
7779,61586,"Michael Gavotti"
7779,67100,"Duncan Cameron"
7779,67913,
7779,78083,"Capt. Rome"
7779,80466,
7779,83577,Yorke
7779,92957,"Gen. George Meade"
7779,96658,"Mining company official"
7779,112261,"Kathleen's Uncle"
7779,112541,"Eldorado Smith"
7779,114863,"Jasper Sneedham"
7779,115122,"John Peterson"
7779,116194,Admiral
7779,116528,Martinez
7779,123324,
7779,124471,"Grand Duke Alexis"
7779,125871,"Big Phil Creedon"
7779,127089,
7779,128287,"Chief of Police Struber"
7779,128376,"Westley Sinton"
7779,134452,
7779,134649,
7779,134866,"Mark Leroy"
7779,134876,
7779,135554,Harkness
7779,141245,
7779,141382,
7779,142389,"Hell Morgan"
7779,143081,
7779,143177,
7779,145876,"Jethro Haws"
7779,150248,"Michael Clancy"
7779,152540,
7779,172374,"Gen. John Pershing"
7779,178124,Middleton
7779,191270,"Col. Leighton"
7779,194412,"Lark Ashby"
7779,200156,"Chief Clare"
7779,203189,"Capt. Hendricks"
7779,214916,"Dr. Amos Stanton"
7779,215491,
7779,215933,
7779,220323,"Dick Mason"
7779,224666,"Insp. Burke"
7779,230498,Captain
7779,230598,"Peter Fanning"
7779,234243,"Sheriff Carew, aka Alec Young"
7779,234587,"Eben Paisley"
7779,236668,
7779,237568,"Big Judson"
7779,239595,"Dr. Graves"
7779,244351,"J. Martin Trent"
7779,244992,Captain
7779,245356,"Henry Jordan"
7779,246717,"Capt. McTavish"
7779,253147,"Capt. William Robinson"
7779,256766,
7779,263452,"His Father"
7779,263522,
7779,263576,"John Parker"
7779,274106,"Gentleman Geoff"
7779,274553,"Bull Renfroy"
7779,277327,
7779,278008,"Harry's Father"
7779,280686,"Gen. Wade"
7779,285425,"John Rudd"
7779,291726,"'Gun' Fowler"
7779,292399,
7779,297769,"The Judge"
7779,299697,"Jim Travis"
7779,302674,Jim
7779,304801,"Col. Doharney"
7779,306809,"Capt. Parmelee"
7779,309476,Ambrose
7779,310722,"Nat Armstrong"
7779,315071,
7779,315155,"Judge Wright"
7779,328484,
7779,335454,"Sheriff Dunn"
7779,343019,
7779,345630,"Theatre Manager"
7779,346168,"Dad Denmeade"
7779,346358,Judge
7779,366239,"Saul Chadron"
7779,366340,
7779,366625,
7779,371855,"Luis Lopez"
7780,286362,Ali
7781,362643,"Mr. Tannenbring"
7782,208390,Valdimir
7782,273769,"Sam Korda"
7782,347367,"Freshman Kid"
7783,66764,Jim
7783,96681,Geary
7784,32354,"Erik Mierle"
7784,114833,Russell
7784,199976,Capozzi
7784,282108,Arthur
7784,390777,Robson
7784,395280,
7784,405088,"Mr. Crow"
7785,142616,"1st Victim"
7786,234065,"Pickens' Brother"
7787,167661,Himself
7788,97084,"Native Sailor"
7788,244924,"Prof. Willard"
7788,272138,"Mr. Prout"
7789,340827,"Teenage Boy in Field"
7790,121741,"Restaurant Proprietor"
7791,276392,
7792,155013,"Press person"
7793,43597,
7794,157324,"St. Jude Student"
7795,27312,"Washington Scientist"
7795,265288,"Auditioning Hitler"
7795,270971,Comedian
7796,44450,"Platoon - Vietnam"
7796,139173,
7796,270522,"Christopher "Cru" Jones"
7796,272231,"Carson (the butler)"
7796,302993,"Dan Larkin"
7796,315261,Roy
7796,316565,"Lt. Townsend"
7797,340686,"German Player #1"
7798,88574,"Fiddle player"
7799,44355,"Ice Cream Man"
7799,49455,Hat
7800,222595,Reporter
7800,231918,"Baseball Announcer"
7801,360632,"Office boy"
7802,32601,
7803,395594,"Shawn Boswell"
7804,215508,"Bette Impersonator"
7805,364302,Chris
7806,139594,Stanley
7806,163203,"Angry patron"
7806,188491,"Steve Stacy"
7806,213502,"1960s Mitch & Mickey Bass"
7806,223499,"Mickey McQueeney"
7806,403241,"Himself (2003)"
7807,297076,Hurricane
7808,257254,
7809,48311,Manager
7810,44876,"Wynn Saunders"
7811,13742,Himself
7811,31188,"Himself (NBC Team)"
7811,56142,"Det. Brockman"
7811,273552,Himself
7811,383085,Host
7811,393304,Host
7811,402972,"Host (1979-1984)"
7812,79944,"Jazz musician"
7813,270144,"Officer Gaunt"
7814,224567,"James Joyce"
7815,116769,"Albert 1., Prince of Monaco"
7816,138720,"Bryan Harper"
7816,160713,Undermanager
7816,186064,Len
7816,314780,"Service Station Attendant"
7816,393890,"PC Brian Kelleher (1983-1985)"
7816,394473,"Ken Dixon"
7816,405387,Valdini
7817,195785,"The Sanctuary House Band, Dru"
7817,267038,"Dead Floyd Wilson"
7817,328272,Drums
7818,51661,"Sam Sweet court judge"
7818,141409,Gato
7818,363953,
7820,109449,"Party DJ"
7820,337088,Operator
7821,397890,"Rose Tucker"
7822,27347,"Mark Daigler"
7822,53041,"Frankie Calloway"
7822,62669,Sean
7822,66649,"A.J. Flowers"
7822,81117,Glenn
7822,88663,"Brad Adams/Bradley Clayton"
7822,92306,Hunter
7822,92583,"Matthew Cooper"
7822,100868,"Nate Saint/Steve Saint"
7822,126707,Steve
