bookrank,id,title,bookauthor,publicationyear,publisher,languagecode,numpages,averagerating,ratingscount
2377,44643781,Romeo Must Die (S.C.A.R.E. Team Vol. 1),Greg Stanina,2019,,eng,180,5,3
2377,45062775,"Broken Promises: The Suspenseful Sequel To The Novel, I, Beauty",Lashone Vs Shaneek,2019,Independently Published,eng,202,5,28
2377,21681,"Darkness, Take My Hand (Kenzie & Gennaro, #2)",Dennis Lehane,1997,Bantam,eng,512,4.17,21682
2377,40942023,Fatal Camino: A Pilgrimage into Danger,John Douglas,,,eng,,5,1
2377,41716925,"Deception Cove (Neah Bay, #1)",Owen Laukkanen,2019,Mulholland Books,eng,373,3.99,759
2377,46028371,The Lover: A Sufi Mystery (The Sufi Mysteries #1),Laury Silvers,2019,,eng,382,4.48,41
2377,45171768,Slow Train (The Slim Hardy Mystery Series Book 4),Jack Benton,,,eng,,4.32,22
2377,43170332,"Murder on the Rocks (Jordan Jenner Mysteries, #1)",J.S. Strange,2019,Panther Publishing,eng,,3.82,59
2377,22299814,Vachss: Underground,Andrew Vachss,2014,Dark Horse Books,eng,160,3.61,78
2377,45728541,The Good Neighbors,Kiersten Modglin,2019,Independently Published,eng,268,3.84,218
2377,49551553,"Losing the Plot (Richie Malone, #1)",Richard    Grainger,,,eng,,5,1
2377,41360788,Goose Island,Lucinda   Davis,,,eng,,4.62,26
2377,52969988,The Selfish Betrayals,Abhishek  Kapoor,,,eng,,4.21,43
2377,45833500,The Daughter of Patience,Hussin Alkheder,2019,Lulu Publishing Services,eng,262,4.81,43
2377,52226893,Hidden,Lisa Sell,,,eng,,4.07,293
2377,43297665,Never Forget (Victor Lessard #3),Martin Michaud,2020,Dundurn,eng,576,4.05,52
2377,51074186,Integument: THE DETECTIVE LUCAS STRATFORD SERIES BOOK ONE,Althea-Nymph C. Storm,,,eng,,0,0
2377,44105296,"A Better Man (Chief Inspector Armand Gamache, #15)",Louise Penny,2019,MacMillan Audio,eng,14,4.34,512
2377,39970979,In Our Blood,William J. Goyette,2018,Outskirts Press,eng,330,4.05,29
2377,2008348,The Four Just Men,Edgar Wallace,2001,House of Stratus,eng,134,3.57,802
2377,40996209,"Buried (Agent Sayer Altair, #2)",Ellison Cooper,2019,Minotaur Books,eng,368,4.14,384
2377,44280845,Twisted,Steve Cavanagh,2021,Flatiron Books,eng,352,3.96,11
2377,50870344,Van Life,J.C. Kinsale,,,eng,,5,2
2377,44588612,Carnivora (part 1),Lea Bronsen,2019,Writers in Crime,eng,144,4.8,5
2377,44780015,Nobody Move (Angel City #1),Philip  Elliott,2019,Into the Void,eng,315,4.14,102
2377,48509891,CYPRESS LAKE: A Romance Thriller,Linda  Wells,,,eng,,4.33,11
2377,33361549,"Paint It All Red (Mindf*ck, #5)",S.T. Abby,,,eng,,4.71,3986
2377,52217996,"The Business of Blood (The Business of Blood, #1)",Kerrigan Byrne,,,eng,,4.42,212
2377,37840479,Shadow of punishment,Jacques Oscar Lufuluabo,2018,,eng,261,4.13,18
2377,49082523,The Poison of War,Jennifer    Leeper,2019,,eng,67,3.89,23
2377,49023476,Wild Cards: A novel by Stuart Stromin,Stuart Stromin,,,eng,,5,1
2377,43845459,EA-R-TH: Age of NeOlwd,Rajavelu T,2019,,eng,229,4.83,6
2377,50180912,Stealing Hugo,Leon Thornton,,,eng,,4.5,2
2377,46258523,Little Deadly Secrets,Pamela Crane,2020,William Morrow Paperbacks,eng,384,5,2
2377,50308673,Vestige,Monique Gliozzi,2019,Tellwell Talent,eng,106,4.22,4
2377,49371810,The Mohan - A Novel,John M3 Frame,2019,www.amazon.com,eng,,5,1
2377,48677269,Pulse,Judith Lucci,,,eng,,4.02,47
2377,50638291,French Twist: An Amelia Feelgood Mystery (Findlater Island Book 1),Beth McElla,,,eng,,4.48,44
2377,49230310,In Cold Blood,Ligia Brinceanu,2019,KDP Publishing,eng,,5,3
2377,48571380,Silent PayBack: A city on edge... a detective on shaky ground...,Jaye Marie,,,eng,,3.67,3
2377,48712876,The Meat Hunter,Megan  Allen,2020,Burn House Publishing,eng,295,4.19,121
2377,492050,The Janissary Tree (Yashim the Eunuch #1),Jason Goodwin,2007,Picador USA,eng,320,3.54,4093
2377,965154,Platero y yo,Juan Ramón Jiménez,1994,Clarion Books,spa,47,3.79,4928
2377,21853621,The Nightingale,Kristin Hannah,2015,St. Martin's Press,eng,440,4.57,488563
2377,49348577,Eating the Forbidden Fruit,Roland Sato Page,2020,,eng,,5,3
2377,51339671,Black Moon,H.G. Ahedi,2020,,eng,,4.83,6
2377,31450633,The Breakdown,B.A. Paris,2017,St. Martin's Press,eng,328,3.9,52551
2377,49931603,Running Out of Road (Buck Schatz #3),Daniel  Friedman,,,eng,,4.39,22
2377,52722291,Black Eden,Dr. Mildred Dumas,2020,Independently Published,eng,364,5,2
2377,52452165,"The Second Poison: Hate, Revenge and Redemption on the Streets of Bangkok",Pieter Wilhelm,,,eng,,5,1
2377,52540672,"The King's Beast: A Mystery of the American Revolution (Duncan McCallum, #6)",Eliot Pattison,,,eng,,4.88,8
2377,27276324,All the Missing Girls,Megan Miranda,2016,Simon  Schuster,eng,371,3.78,9258
2377,6881637,"Angels & Demons (Robert Langdon, #1)",Dan Brown,2009,Corgi,eng,650,3.9,479
3107,923993,"A Real Basket Case (Claire Hanover, Gift Basket Designer, #1)",Beth Groundwater,2007,Five Star (ME),eng,269,3.48,185
3107,7936854,Ölümcül Öyküler,Edgar Allan Poe,1999,Kabalcı Yayınevi,tur,164,3.68,28
3107,750598,Selected from Dark They Were and Golden-Eyed,Ray Bradbury,1991,Writers' Voices/Signal Hill,eng,64,4.08,137
3107,9228757,Murder Imperfect (Libby Sarjeant #7),Lesley Cookman,2011,Accent Press (UK),eng,378,3.98,105
3107,4604915,Lady Gwendolen Investigates,Anne Ashley,2008,Harlequin Historical,eng,,3.15,25
3107,9824433,Final Option,Leighton Rockafellow,2010,Starsys Publishing Company,eng,294,5,3
3107,5981231,Young Junius,Seth Harwood,2010,SethHarwood.com,eng,304,4.03,137
3107,1396909,Majestic Descending,Mitchell Graham,2007,Forge Books,eng,352,3.03,64
3107,2468591,"Riddled to Death (Hummingbird Falls, #2)",Joanne Clarey,2006,Alabaster,eng,,3.17,24
3107,281196,"Fire Sale (V.I. Warshawski, #12)",Sara Paretsky,2006,Signet,en-US,544,3.95,4072
3107,8517939,"Law of Attraction (Anna Curtis, #1)",Allison Leotta,2010,Gallery Books,en-US,288,3.73,1583
3107,6011352,The Whispering Room,Amanda Stevens,2009,Mira Books,eng,378,3.85,593
3107,10563556,His First Kill,John Brinling,2011,,eng,,2.92,19
3107,6256156,High Chicago (Jonah Geller #2),Howard Shrier,2009,Random House Canada,eng,304,3.82,99
3107,457930,A Cast of Killers,Sidney D. Kirkpatrick,1986,Dutton Books,eng,301,3.95,640
3107,139173,The Yellow Dog (Maigret #6),Georges Simenon,2006,Penguin,en-US,160,3.67,666
3107,1286236,Short Order Frame Up,Ron       Jacobs,2013,Fomite Press,eng,,4.5,2
3107,406423,Germ,Robert Liparulo,2006,WestBow Press,eng,,3.86,1558
3107,8497629,Presumed Dead (A Dylan Scott Mystery #1),Shirley Wells,2010,Carina Press,eng,364,3.89,311
3107,7990245,"Beat (Hayden Glass, #2)",Stephen Jay Schwartz,2010,Forge,en-US,336,3.64,88
3107,7314827,"Sticks & Stones (Cut & Run, #2)",Abigail Roux,2010,Dreamspinner Press,eng,322,4.38,11235
3107,7969396,Pedigree,Georges Simenon,2010,NYRB Classics,eng,560,3.87,112
3107,6226958,Hammerhead: A Mad Carew Book,Ken McCoy,2008,Allison & Busby,eng,412,4.19,14
3107,30215,"Cast a Yellow Shadow (Mac McCorkle, #2)",Ross Thomas,1987,Mysterious Press,eng,272,3.93,212
3107,4716073,"Dead on Arrival (Shandra Covington, #2)",Jeffrey S. Savage,2006,Covenant Communications,eng,260,3.88,329
3107,7627019,The Nearest Exit (Milo Weaver #2),Olen Steinhauer,,,eng,404,3.95,4672
3107,2046069,"The Timer Game (Grace Descanso, Book 1)",Susan Arnout Smith,,,eng,,3.67,116
3107,40090,Sacred Games (Sacred Games),Vikram Chandra,2007,HarperCollins,eng,916,3.93,6034
3107,210243,"Origin in Death (In Death, #21)",J.D. Robb,2006,Berkley Books,eng,347,4.37,19389
3107,12609303,"Death by Divorce (Caribbean Murder, #2)",Jaden Skye,2011,,en-GB,136,3.82,386
3107,9642466,Tomorrow River,Lesley Kagen,,,eng,,3.86,75
3107,9190916,Closer than Blood (Sheriff Detective Kendall Stark #2),Gregg Olsen,2011,Pinnacle,eng,420,3.77,785
3107,4528367,The Sweet Taste of Bitterness,Pensacola Helene Jefferson,,,eng,,5,1
3107,1933984,The Togakushi Legend Murders,Yasuo Uchida,2004,Tuttle Publishing,eng,312,3.53,59
3107,12101331,Gargoyle (Jack Be Nimble #1),Ben English,2011,Createspace,eng,432,3.59,57
3107,6001026,The Edge of Honor,Minnette Meador,2008,"Resplendence Publishing, LLC",eng,240,4.53,11
3107,12265513,The Doll Collection,Joanna Stephen-Ward,2011,Popham Gardens Publishing,eng,,3.85,60
3107,10766135,Trojan Horse (Sasha Del Mira Thrillers #1),David Lender,2011,Brindle Publishing,eng,370,3.6,314
3107,6011275,The Gargoyle,Andrew Davidson,2009,Canongate Books,en-GB,499,3.96,1484
3107,12503711,"Hilda Hopkins, Murder, She Knit",Vivienne Fagan,,,eng,,3.24,2
3107,13065744,Deadly Vision,Donald J. McGill,,The Dangerous Press,eng,,0,0
3107,11368347,"The Only Witness (Neema Mystery, #1)",Pamela Beason,,,en-US,320,4.23,1672
3107,13051816,Mind Over Matter,S.J. Clarke,2011,MuseItUp Publishing,eng,180,3.96,46
3107,8846408,Scream of the Crocodile,Lee Ashe,,,eng,,5,2
3107,280217,"He Who Fears the Wolf (Konrad Sejer, #3)",Karin Fossum,2006,Mariner Books,eng,304,3.76,4555
3107,5969609,Midnight in Madrid (The Russian Trilogy #2),Noel Hynd,2009,Zondervan,en-US,364,3.38,663
3107,4652415,The Guaymas Chronicles: La Mandadera,David E. Stuart,2004,University of New Mexico Press,eng,394,4.31,43
3107,185748,"Kiss Me, Judas",Will Christopher Baer,2006,MacAdam/Cage Publishing,eng,,3.73,4041
3107,5928784,Shooters and Chasers,Lenny Kleinfeld,2009,Five Star (ME),eng,44,3.82,36
3107,868486,Dirty White Boys,Stephen Hunter,1995,Dell,eng,496,4.05,4378
3107,7589173,Seven Deadly Samovars,Morgan St. James,2009,L & L Dreamspell,eng,238,4.05,6
3107,87292,"The Tin Collectors (Shane Scully, #1)",Stephen J. Cannell,2002,St. Martin's Paperbacks,eng,370,3.93,2079
3107,11305338,"Soft Target (Ray Cruz, #2)",Stephen Hunter,2011,Simon & Schuster,en-US,256,3.75,2125
3107,13063951,Gallows Pole,J.D. Rhoades,2011,,eng,365,4.16,73
3107,12562970,Vanished,Barbara Ann Derksen,,Createspace,eng,,3.9,7
3107,308251,Donnie Brasco,Joseph D. Pistone,1997,Signet,eng,416,4.03,5199
3107,13599576,Catch a Falling Knife,Frank Foster,2012,Empire State Publishing,eng,362,3.68,16
3107,8025665,Shadow War,T.R. Wallace,,,eng,,4,12
3107,13633105,He Mind Reading & My Love,Fong Soon,2012,,eng,40,2.8,5
3107,1255959,The Prosecutor,Magdalen Nabb,1987,St. Martin's Press,eng,,3.93,10
3107,15717846,Thuggin In Miami (The Family Is Made : Part 1),R.A.  Robinson,2012,Ristrict Publishing & Co,eng,,3.61,338
3107,149281,"Dragon Bones (Red Princess, #3)",Lisa See,2004,Random House Trade Paperbacks,eng,368,3.65,3322
3107,1017463,"Another City, Not My Own: A Novel in the Form of a Memoir",Dominick Dunne,1997,Crown Publications,eng,360,3.71,71
3107,1357658,Incendiary,Chris Cleave,2005,Chatto & Windus,en-GB,243,3.61,41
3107,10034799,"The Case of the Man Who Died Laughing: Vish Puri, Most Private Investigator Series, Book 2",Tarquin Hall,,,eng,,3.76,32
3107,15838277,Cuban Dagger,Ken McKea,2012,Brad Strickland,eng,300,3.95,10
3107,10379480,Birthright,R.J.  Palmer,,,eng,538,3.33,67
3107,16003852,"Gangs, Illegals, and a Rose Tattoo (Lilly M., #2)",Kathryn   Long,2012,Road Not Taken,eng,342,4.45,11
3107,15751763,Burn Valley Vengeance,Sharlene Nusser,2012,Foolscap & Quill,eng,276,4.44,14
3107,16050538,"Take Your Last Breath (Ruby Redfort, #2)",Lauren Child,2012,HarperCollins Children's Books,eng,432,4.36,65
3107,110076,The Pale Blue Eye,Louis Bayard,2006,Harper,eng,432,3.73,3787
3107,2411824,My Wife Melissa,Francis Durbridge,1972,White Lion Publishers,eng,190,3.57,28
3107,156023,The Talented Mr. Ripley / Ripley Under Ground / Ripley's Game,Patricia Highsmith,1999,Everyman's Library,eng,352,4.1,1334
3107,15770392,Our Lady of the North,James C. Mitchell,2012,Rafter Five Press,en-US,231,3.4,5
3107,13455613,Pilate's Key (John Pilate Mysteries Book #2),J. Alexander Greenwood,2012,"Caroline Street Press, LLC",eng,206,4.07,16
3107,15778855,The Untold Adventures of Sherlock Holmes,Luke Benjamen Kuhns,2012,MX Publishing,en-GB,215,3.86,91
3107,1054670,"Generous Death (Jenny Cain, #1)",Nancy Pickard,1992,Dark Harvest,eng,240,3.57,499
3107,259991,The Terrorist,Caroline B. Cooney,1999,Scholastic Paperbacks,eng,208,3.57,1500
3107,15831820,Uncommon Assassins,Weldon Burge,,Smart Rhino,eng,280,4.14,31
3107,17032324,By Any Other Name,A.J. Brewster,2012,AJ Brewster,eng,314,4.36,7
3107,17130366,Stalking Love,Johnny Ray,2012,Sir John Publishing,eng,262,3.4,24
3107,16602767,More Than a Skeleton: It Was One Man Against the World,Paul L. Maier,2005,Thomas Nelson,eng,352,3.83,5
3107,12091089,Never Coming Home,Evonne Wareham,2012,Choc Lit,eng,356,3.96,143
3107,11301759,Walking the Edge (Corpus Brides #1),Zee Monodee,2011,Noble Romance Publishing,eng,206,3.95,21
3107,866319,"Wolf to the Slaughter (Inspector Wexford, #3)",Ruth Rendell,1987,Ballantine Books,eng,216,3.63,1605
3107,66842,"The Sun Over Breda (Adventures of Captain Alatriste, #3)",Arturo Pérez-Reverte,2007,G.P. Putnam's Sons,eng,274,3.77,2594
3107,8694834,"Jeg ser dig (Siri Bergman, #1)",Camilla Grebe,2009,Rosinante,dan,376,3.6,28
3107,15749040,Baptism of Blood (Max Sawyer #2),Douglas  Pratt,2012,,eng,212,4.44,43
3107,17699211,WISDOM OF RAIN,Joe Mccray,2012,Red Caboose Tales,eng,208,4.5,2
3107,12014,Complicity,Iain Banks,2003,Abacus,eng,313,3.86,10532
3107,17208264,"Double Whammy (Davis Way Crime Caper, #1)",Gretchen Archer,2013,Henery Press,eng,306,3.92,1186
3107,228912,"The Necropolis Railway (Jim Stringer, #1)",Andrew Martin,2007,Mariner Books,eng,256,3.12,490
3107,13167793,"Vengeance (Quirke, #5)",Benjamin Black,2012,Henry Holt and Co.,eng,304,3.6,1151
3107,16057528,The Texas Twist,John Vorhaus,2013,Prospect Park Books,eng,272,3.9,35
3107,2145335,Miss Marple Investigates (Perfect Maid / Caretaker / Tape Measure / Strange Jest),Agatha Christie,1998,,eng,2,4.1,361
3107,771655,"Secret, Silent Screams",Joan Lowery Nixon,1989,Laurel Leaf,eng,192,3.83,546
3107,16052739,The Private Island,Rose Carter,2012,Amazon.com,eng,138,3.67,1
3107,394216,Le parfum de la dame en noir,Gaston Leroux,2010,Le Livre de Poche,fre,286,3.54,645
3107,17013836,He Drinks Poison,Laine Cunningham,2012,Sun Dogs Creations,eng,300,4.39,19
3107,13147813,The Solitary House (Charles Maddox #2),Lynn Shepherd,2012,Delacorte Press,eng,340,3.4,1425
3107,18126772,Into the Magic Night (a John Logan Thriller),Rick Nichols,2013,Seven Realms,eng,250,4.67,3
3107,18242908,"LoveClub (Dr. Lengyel, #1)",Levente Lakatos,2013,Ulpius,eng,438,4.07,103
3107,4027302,Superior's Jewel: The Apostle Islands Trilogy,Barb Dimich,2007,iUniverse,eng,264,4.29,6
3107,9509088,"Vince Flynn Collectors' Edition #2: Separation of Power, Executive Power, and Memorial Day",Vince Flynn,2010,Atria Books,eng,1168,4.56,343
3107,8563967,The Haunting of James Hastings,Christopher Ransom,2010,Sphere,en-GB,438,3.14,651
3107,4957282,"Exit 22 (Black Swamp Mysteries, #1)",P.M. Terrell,2008,Drake Valley Press,eng,320,4.23,12
3107,281235,"Bunnicula (Bunnicula, #1)",Deborah Howe,2006,Atheneum Books for Young Readers,eng,98,3.86,57407
3107,13433083,"Signs of Struggle (Thomas O'Shea Mystery, #1)",John Carenen,2012,"Neverland Publishing Company, LLC",eng,300,4.15,33
3107,17852524,"Geknipt voor lijk (Inspector Wexford, #4)",Ruth Rendell,2007,A.W. Bruna,nl,184,3.77,5
3107,18633760,"Ruby Heart (The Neve & Egan Cases, #2)",Cristelle Comby,2013,CreateSpace Independent Publishing Platform,eng,290,3.95,38
3107,628059,A Jealous God,Dee Wilbur,2006,Booksurge Publishing,eng,222,3.78,18
3107,15786801,Ladacznica,Emma Donoghue,2012,Wydawnictwo Papierowy Księżyc,pol,455,3.71,16
3107,16172693,On the Edge of Greed (A Jolene Hartley Novel),Ryan Jennings Peterson,2012,Ryan Jennings Peterson,eng,372,4.25,4
3107,16247811,Brothers and Bones,James  Hankins,2012,Smashwords,eng,399,3.79,707
3107,11437571,Breaking Point (Crashers #2),Dana Haynes,,,eng,328,3.75,267
3107,2159961,Death by Surprise,Carolyn G. Hart,1999,Five Star (ME),eng,182,3.97,61
3107,16069005,The Tenant,James T. Barrett,2011,RDB Publishing,eng,540,4.33,3
3107,19046128,Angels at the Table: A Christmas Novel (Angels),Debbie Macomber,,,eng,,3.85,61
3107,18805403,Stripping Away the Insanity of Life and Parenthood!,Tanya Masse,2013,Comic Strip Mama Enterprises Inc.,eng,174,4.25,12
3107,398656,"Fern Michaels Sisterhood CD Collection 1: Weekend Warriors, Payback, Vendetta",Fern Michaels,2007,Brilliance Audio,eng,,4.49,190
3107,19536605,Deadly Fantasies,Kelly    Miller,2013,Black Rose Writing,eng,294,4.3,12
3107,13593923,"Off the Grid (Monkeewrench, #6)",P.J. Tracy,,,eng,,3.82,2655
3107,8998906,"Quicksilver (Arcane Society, #11; Looking Glass Trilogy #2)",Amanda Quick,2011,Brilliance Audio,eng,356,4.06,6635
3107,6398921,"The Perfect Liar (The Last Stand, #5)",Brenda Novak,2009,Mira Books,eng,423,4.18,1121
3107,10692648,Beštia,Dominik Dán,2006,Slovart,slo,302,4.35,592
3107,15292697,"False Impressions (Megan Scott/Michael Elliott Mystery, #1)",Sandra Nikolai,2012,Vemcort Publishing,eng,280,3.86,132
3107,18804352,"Skeleton's Key (Delta Crossroads Trilogy, #2)",Stacy Green,2013,misterio press,eng,343,4.14,569
3107,21523575,"Russian Reckoning (Jo Epstein Mystery, #2)",Joyce Yarrow,2014,Multimedia Journeys,eng,250,3.71,34
3107,21409236,Templar Codes,Lee A. Sweetapple,,,eng,,3.77,51
3107,17241802,"Where the Devil Can't Go (Kiszka and Kershaw, #1)",Anya Lipska,2013,Friday Project,eng,424,3.82,242
3107,21405176,A Burning Desire (Hetrick #6),J.R. Lindermuth,2014,Whiskey Creek Press LLC,eng,220,5,3
3107,183693,"Lost Daughters (Micky Knight, #4)",J.M. Redmann,2005,Bywater Books,eng,260,4.25,411
3107,19225358,Into The Land Of Shadows,Kristy McCaffrey,2013,Prairie Rose Publications,eng,230,4.58,6
3107,20801872,La casa de piedra,Edith Howie,,,spa,170,3,3
3107,22821333,Learning to Kiss in the Snow,D.B. Tarpley,,,eng,,3.94,43
3107,13500359,B.B.U.S.A.,Lessil E. Richards,,,eng,,3.41,44
3107,20596107,"The Safe Word (DI Eleanor Raven, #1)",Karen  Long,2014,Createspace Independent Publishing Platform,eng,,3.86,184
3107,22452906,Psycho Logic,Craig Faustus Buck,2014,Stark Raving Group,eng,120,5,1
3107,19397480,"A Dead Husband (Jessica Huntington, #1)",Anna Celeste Burke,,Create Space,en-GB,,4.1,680
3107,875109,"The Raphael Affair (Jonathan Argyll, #1)",Iain Pears,,,eng,226,3.54,2647
3107,21541520,Oulanem,Paul  Majkut,2014,Createspace Independent Publishing Platform,eng,314,4.72,17
3107,18399273,Murder At Kildare Mensa (Mensa Mystery Series #4),Clare O'Beara,2013,Clare O'Beara,eng,,4,3
3107,12528755,The Assassin's Wife,Roger Weston,,,eng,,3.73,25
3107,20728720,Nathaniel Myer,Margaret Sisu,2014,Xlibris Corporation,eng,386,3.87,8
3107,8490020,"Back on Murder (A Roland March Mystery, #1)",J. Mark Bertrand,2010,Bethany House Publishers,en-GB,384,3.7,1807
3107,22854383,Patchwork Man,D.B. Martin,2014,I. M. Books,eng,252,3.87,24
3107,37298,"Mind Prey (Lucas Davenport, #7)",John Sandford,,,en-US,354,4.21,15206
3107,37296,"Night Prey (Lucas Davenport, #6)",John Sandford,1997,HarperCollins,eng,336,4.17,14047
3107,22296359,Mysterious Things in the Woods,Stephen Young,,,eng,,3.52,145
3107,20986973,Sir Arthur Conan Doyle & Harry Houdini in The Adventure of the Spook House,C. Michael Forsyth,2014,Freedom's Hammer,eng,178,4.15,21
3107,17998305,The Geek Murder,William L. Mansfield,,,eng,320,3.5,8
3107,21965817,Mad Dog Justice,Mark Rubinstein,2014,Thunder Lake Press,eng,328,3.66,56
3107,23276625,Mielipuolen valtakunta,Friedrich Glauser,1993,Kustannus Oy Taifuuni,fin,261,3.75,2
3107,15981701,"Like This, For Ever (Lacey Flint, #3)",Sharon J. Bolton,2013,Bantam Press,eng,400,4.13,4636
3107,11275,The Wind-Up Bird Chronicle,Haruki Murakami,1997,Knopf,eng,607,4.17,167828
3107,23156951,Hit the Road Jack (The Hunt for Jack Reacher #1-2.5),Diane Capri,2014,AugustBooks,eng,229,3.82,68
3107,18649801,"Whispers of the Dead (Zoë Delante Thrillers, #1)",C.L. Roberts-Huth,2013,Evolved Publishing,eng,216,4.07,48
3107,19360730,The Concrete Jungle (Jack Sloan #1),Gerald W. Darnell,2013,"Martin Brown Publishers, LLC",eng,162,4.33,3
3107,23566413,Enter the Uncreated Night,Christopher Rankin,,,en-US,,3.49,174
3107,23840174,It's Always Christmastime In Cratchitville,Gary Paul Corcoran,,,eng,,3.55,22
