id,compound_id,species_text,species_accession,component_text,component_accession,strain_text,source_type,source_accession,comments
16403,57287,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16404,27541,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16405,36208,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16406,16638,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16407,16635,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16408,58756,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16409,16634,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16410,58457,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16411,58759,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16412,16240,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16413,57590,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16414,17256,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16415,52371,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16416,28808,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16417,52372,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16418,57394,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16419,52373,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16420,52374,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16421,57392,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16422,52375,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16423,58452,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16424,52376,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16425,29806,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16426,58451,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16427,52377,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16428,57597,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16429,52378,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16430,57499,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16431,52379,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16432,16630,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16433,58069,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16434,57292,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16435,58115,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16436,57461,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16437,16624,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16438,58140,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16439,57463,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16440,58141,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16441,58349,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16442,17369,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16443,15377,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16444,58243,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16445,36457,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16446,16526,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16447,58443,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16448,58444,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16449,16521,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16450,16214,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16451,36655,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16452,58245,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16453,30249,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16454,58248,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16455,17368,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16456,15379,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16457,58146,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16458,28816,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16459,36559,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16460,57265,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16461,29934,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16462,57464,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16463,58343,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16464,58335,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16465,57474,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16466,15361,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16467,58336,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16468,58130,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16469,57472,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16470,46645,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16471,58339,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16472,57470,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16473,58439,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16474,58435,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16475,58433,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16476,17232,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16477,36464,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16478,17378,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16479,28823,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16480,58017,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16481,58827,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16482,16680,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16483,4047,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16484,58828,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16485,53060,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16486,46912,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16487,16347,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16488,16349,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16489,16543,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16490,60435,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16491,27402,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16492,53066,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16493,58165,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16494,53065,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16495,53064,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16496,29991,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16497,60384,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16498,58027,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16499,32551,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16500,16335,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16501,60439,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16502,32364,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16503,60448,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16504,60449,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16505,60446,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16506,60377,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16507,58297,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16508,60445,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16509,58296,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16510,58299,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16511,60443,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16512,60441,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16513,29985,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16514,32544,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16515,58289,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16516,28997,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16517,16567,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16518,58280,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16519,58189,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16520,18403,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16521,58003,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16522,16651,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16523,60052,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16524,16551,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16525,58278,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16526,18304,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16527,58938,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16528,58274,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16529,58277,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16530,58272,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16531,16450,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16532,58174,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16533,60256,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16534,58173,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16535,16452,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16536,18401,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16537,12952,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16538,47942,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16539,16446,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16540,597326,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16541,53026,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16542,29162,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16543,53027,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16544,29163,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16545,59458,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16546,29160,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16547,59457,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16548,29161,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16549,29166,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16550,12427,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16551,29167,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16552,29164,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16553,29168,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16554,29169,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16555,49256,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16556,28789,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16557,46961,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16558,16436,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16559,58394,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16560,53031,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16561,53032,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16562,15809,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16563,29748,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16564,53033,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16565,53034,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16566,29170,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16567,53035,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16568,15804,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16569,27752,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16570,29171,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16571,53036,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16572,29172,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16573,53037,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16574,27750,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16575,29173,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16576,37671,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16577,53038,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16578,29174,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16579,60405,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16580,53039,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16581,29175,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16582,58190,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16583,29176,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16584,29177,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16585,60402,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16586,15708,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16587,27650,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16588,29178,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16589,49258,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16590,29179,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16591,60406,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16592,60409,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16593,12936,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16594,9533,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16595,53041,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16596,53040,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16597,16424,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16598,62501,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16599,58702,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16600,53048,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16601,29184,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16602,52977,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16603,29185,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16604,53046,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16605,15837,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16606,29182,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16607,36257,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16608,53047,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16609,52979,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16610,29044,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16611,29183,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16612,53044,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16613,52974,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16614,24480,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16615,29180,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16616,53045,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16617,52973,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16618,29181,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16619,53042,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16620,52976,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16621,53043,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16622,52975,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16623,28087,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16624,60410,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16625,52970,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16626,14314,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16627,48943,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16628,15832,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16629,60412,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
16630,52972,Saccharomyces cerevisiae,NCBI:txid4932,,,,PubMed Id,24678285,Source: yeast.sf.net
