DIAMETER_MM;INSTALLATION_DATE;MATERIAL;Geom
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.19313707628714, 49.26089063066125], [-123.19383607501074, 49.26090089300416]]}"
150;1932-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14571055950715, 49.266259279945835], [-123.1457133693488, 49.266200564706566]]}"
150;1932-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14574837243008, 49.265489089835064], [-123.1457527701174, 49.265423500247216]]}"
100;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14902927177944, 49.27275491484956], [-123.14903250068417, 49.27265852718177]]}"
200;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.2148320085581, 49.272627460267564], [-123.21487332427482, 49.27153995374353]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06770666776447, 49.276606717173344], [-123.06840990236597, 49.276605853208835]]}"
200;1912-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1480518532919, 49.26713383966642], [-123.14805344534427, 49.26709627366021]]}"
250;1926-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14727795123935, 49.24204916899717], [-123.14716047962084, 49.24204706988364]]}"
150;1951-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17617332822337, 49.25765117431256], [-123.17617191391376, 49.25763993244503]]}"
150;1951-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17624406892328, 49.257641171682565], [-123.17618565773856, 49.257640172348836]]}"
150;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17851104302547, 49.25198275387088], [-123.1784285936867, 49.25198249443948]]}"
150;1927-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17852121801526, 49.250993712711924], [-123.17843877032358, 49.25099345328588]]}"
200;1960-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17888417813657, 49.24990658139505], [-123.17884638945603, 49.24990619013744]]}"
150;1960-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16834114220632, 49.26326465725381], [-123.16827828556127, 49.26326380432121]]}"
300;1986-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05657636094723, 49.287556107493934], [-123.05657682240984, 49.28747868586618]]}"
300;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05656953140262, 49.28840169244233], [-123.0565700030405, 49.288333149049485]]}"
300;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.05656945234466, 49.288633075119876], [-123.05656953140262, 49.28840169244233]]}"
300;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.0565668715473, 49.28882932389885], [-123.05656943146539, 49.28866290309777]]}"
200;1957-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15500565435522, 49.230887484431896], [-123.15499689083202, 49.23088740623789]]}"
200;1953-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15096512025025, 49.26896615250607], [-123.15094367557455, 49.26896591066684]]}"
150;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17014932996337, 49.263292160536324], [-123.17000086812183, 49.26329010328371]]}"
200;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14673147961182, 49.2419228065731], [-123.14669024821218, 49.241922184290736]]}"
150;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.19387397694243, 49.26271382380674], [-123.1938464932186, 49.263388816668936]]}"
200;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06700001057563, 49.24591766426419], [-123.06647489576646, 49.245674358718325]]}"
150;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1787310334761, 49.25107045044814], [-123.17871454386653, 49.25107038600437]]}"
200;1947-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14557445050896, 49.29037193535542], [-123.14556258751453, 49.29036430440814]]}"
200;1947-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14514605637997, 49.290094343693255], [-123.14501170533288, 49.29000725925164], [-123.14481934891266, 49.289882557612366]]}"
150;1926-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17594973174478, 49.26413480667241], [-123.17578684586452, 49.264131906282906]]}"
300;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15512357142397, 49.22602573702561], [-123.15515757429664, 49.22509925970652]]}"
150;1926-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16014834954925, 49.22734243471185], [-123.16014961216136, 49.22731238877428]]}"
150;1964-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16002873642594, 49.23087245854585], [-123.16001286073025, 49.230847743571914]]}"
300;1931-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17865455022842, 49.25651560360913], [-123.17870052383854, 49.25641785340241]]}"
300;1931-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.1776454177859, 49.257929912912644], [-123.17764928966638, 49.25785996913162]]}"
150;1921-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1491466985568, 49.217274172773934], [-123.14911005534945, 49.21721255743177]]}"
150;1944-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.13912760380475, 49.20873329939021], [-123.13912777075039, 49.208724294900385]]}"
150;1957-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15019102130366, 49.27436821860316], [-123.15023074263607, 49.27345073832387]]}"
200;1912-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14805433324707, 49.267071445763065], [-123.14807094555516, 49.2666054729561]]}"
150;1961-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16148649135101, 49.22911991606655], [-123.16144047618874, 49.22911908085651]]}"
150;1953-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15823592420934, 49.246333315603444], [-123.15826973779085, 49.246380557239846]]}"
200;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15135339206871, 49.21608611112729], [-123.15118310203114, 49.21608401334815]]}"
200;1925-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15460660371899, 49.215482644833685], [-123.15460660343844, 49.21548255488123]]}"
150;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.19993127909889, 49.26322456666174], [-123.19991001330698, 49.26357767452761]]}"
150;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.19991001330698, 49.26357767452761], [-123.19990165165312, 49.26371936357898], [-123.20004765211274, 49.26379871850691]]}"
300;1979-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15550468675023, 49.22717398310706], [-123.15537550846523, 49.22717233988445]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06026807316107, 49.249889500565956], [-123.06026423055393, 49.24989346046981]]}"
150;1957-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15018998070282, 49.27440130426971], [-123.15019052047771, 49.27438438361311]]}"
150;1932-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14558051438979, 49.269744418655506], [-123.14558352839856, 49.26965219608345]]}"
200;1973-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17592257220355, 49.264997029762824], [-123.17592182824137, 49.2650120079165]]}"
300;1946-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17449004853864, 49.253635922767266], [-123.17423438365381, 49.25342186243393]]}"
300;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17530031029442, 49.25291425954795], [-123.17580939650146, 49.25328543859675]]}"
200;1962-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14900232267533, 49.27245212639511], [-123.14895181721019, 49.27243430007177]]}"
100;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15025129197443, 49.27247207951382], [-123.15000864591524, 49.27246879670812]]}"
200;1958-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15264945206296, 49.27242567826876], [-123.15265569133535, 49.272220129825264]]}"
200;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.15788405478673, 49.2593310704096], [-123.15785934750684, 49.259982807489685]]}"
150;1965-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17401367083009, 49.26334929064364], [-123.17386808303627, 49.26334773776323]]}"
150;1962-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16644786569212, 49.267356648144286], [-123.16647241810024, 49.26676093237995]]}"
150;1930-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.06033545453809, 49.248837932386856], [-123.0603144312284, 49.248837673507346]]}"
150;1926-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17025016066218, 49.264039477929884], [-123.17019312151794, 49.264039930766955]]}"
150;1962-01-01;Cast Iron Concrete Lined;"{""type"": ""LineString"", ""coordinates"": [[-123.14867208576888, 49.25283715681796], [-123.14879044087607, 49.252804621644756], [-123.14890796673407, 49.25277055823063], [-123.14902425135789, 49.25273505706168], [-123.14913956927288, 49.252698018839816], [-123.1492537831094, 49.25265946173579], [-123.14936674194703, 49.25261946690497], [-123.14947847353365, 49.25257812426742], [-123.1495889635781, 49.252535253940636], [-123.14969821259018, 49.252491026836736], [-123.14980594551709, 49.25244537135407], [-123.149912437428, 49.25239836809698], [-123.15001755090333, 49.25235001724725], [-123.15012101110992, 49.25230031916576], [-123.15022307913127, 49.252249273517414], [-123.15032364503212, 49.252196880448935], [-123.15042254443169, 49.25214331108749], [-123.1505198043188, 49.2520884034881], [-123.15061541146969, 49.25203232858141], [-123.1507603845944, 49.251942484073815]]}"
150;1967-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.19091273802375, 49.25906586979929], [-123.19094810636145, 49.259049781872974]]}"
150;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1758026066289, 49.25195774441186], [-123.17562260016511, 49.25195937646004]]}"
750;1931-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.15532173705122, 49.23831355052341], [-123.15528404012046, 49.23831325038559]]}"
300;1932-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14565088149104, 49.26798387043479], [-123.14546091305839, 49.26797888353602]]}"
150;1908-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15033959055646, 49.27091625457422], [-123.15034393288242, 49.27084786743748]]}"
150;1908-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15035814439338, 49.27067063456739], [-123.15035849780794, 49.270664796224516]]}"
150;1908-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15035545173978, 49.27070284987245], [-123.15035692115512, 49.27068427287816]]}"
150;1963-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14759894917516, 49.2495009975155], [-123.14759937528352, 49.24952870227994]]}"
300;1966-01-01;Asbestos Cement;"{""type"": ""LineString"", ""coordinates"": [[-123.19815156285547, 49.234478574691366], [-123.19815114032751, 49.23447596679154], [-123.19815085552392, 49.23447344860805], [-123.19815043299604, 49.234470840708205], [-123.19815001046821, 49.23446823280836], [-123.19814972566472, 49.23446571462487], [-123.19814930313696, 49.23446310672504], [-123.19814888060928, 49.23446049882518], [-123.19814859580588, 49.23445798064168], [-123.19814817327824, 49.23445537274183], [-123.19814775075069, 49.234452764841976], [-123.19814746558761, 49.23445015670651], [-123.19814704341991, 49.2344476387586], [-123.19814675825687, 49.23444503062313], [-123.19814647525267, 49.2344429621994]]}"
300;1966-01-01;Asbestos Cement;"{""type"": ""LineString"", ""coordinates"": [[-123.19814647525267, 49.2344429621994], [-123.19814633572948, 49.23444242272327], [-123.1981459135619, 49.234439904775364], [-123.19814562839899, 49.23443729663989], [-123.1981452058717, 49.234434688740016], [-123.19814492106865, 49.234432170556495], [-123.19814449854145, 49.23442956265662], [-123.19814710306785, 49.2344282089007]]}"
150;1961-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10614431529774, 49.21845617649651], [-123.10616450025638, 49.2178272981235]]}"
150;1989-01-01;Ductile Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14565557048776, 49.26796108867455], [-123.14565601451856, 49.267948494833135]]}"
150;1944-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10714094030561, 49.23377941840127], [-123.1068999339018, 49.233772013696445]]}"
150;1944-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1079076856572, 49.23380296493705], [-123.10714094030561, 49.23377941840127]]}"
150;1953-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1591876385149, 49.2476488835537], [-123.15803095843768, 49.24810000831788]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16228570207605, 49.26839935609729], [-123.16229785573694, 49.268186314659985]]}"
200;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15828119365273, 49.23839262277606], [-123.15828827877053, 49.238288358141034]]}"
200;1966-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15828105656448, 49.238392712916365], [-123.15831883775084, 49.238393560670914]]}"
150;1968-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15559627042154, 49.23824391767975], [-123.15558324519907, 49.23825203094563]]}"
150;;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.10055148021624, 49.278627147864924], [-123.10166171211807, 49.27864865536947]]}"
150;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.1970156938381, 49.26411859874951], [-123.19689069153013, 49.2641167519279]]}"
150;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.1578820877742, 49.25924867692373], [-123.15771473892795, 49.259245847110876]]}"
150;1925-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16029353262172, 49.22910706820583], [-123.16008613679178, 49.22910389262401]]}"
300;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16289085500307, 49.24421557393565], [-123.1625856590772, 49.24354414938008], [-123.16257873731082, 49.243528237545505], [-123.16257222771847, 49.243512325130446], [-123.16256613000445, 49.243496322183], [-123.16256044416838, 49.24348022870324], [-123.1625551702099, 49.243464044691216], [-123.16255030842389, 49.243447860098954], [-123.16254572142032, 49.243431675119844], [-123.16254168338762, 49.243415309463316], [-123.16253805782142, 49.243399033178726], [-123.16253484413089, 49.24338266636207], [-123.16253190492613, 49.24336620920674], [-123.16252951557615, 49.24334984123013], [-123.16252753810063, 49.24333338272158], [-123.16252597249915, 49.24331683368111], [-123.16252481936172, 49.24330037401274], [-123.16252394100351, 49.243283913957754], [-123.16252361190737, 49.243267363177594], [-123.16252369497886, 49.24325081181757], [-123.16252419051271, 49.24323434982965], [-123.16255569084963, 49.242379532681554]]}"
200;;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.2149291087971, 49.269286911603146], [-123.21492947272688, 49.26927575687306]]}"
150;1927-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17601342485582, 49.262527175613506], [-123.17601279554927, 49.26254345790525]]}"
150;1925-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.17605039068353, 49.261601961702226], [-123.17605001868118, 49.26161329623754]]}"
150;1942-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14652507691893, 49.22716119190647], [-123.1465261990632, 49.22701582699822]]}"
300;1928-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.16025020574219, 49.25939839826113], [-123.1602514825153, 49.25936826251836]]}"
300;1957-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15529031977246, 49.23837071258455], [-123.15532330967044, 49.23837696490798]]}"
300;1957-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.15532330967044, 49.23837696490798], [-123.15533979474877, 49.23837694274263]]}"
400;1966-01-01;Steel;"{""type"": ""LineString"", ""coordinates"": [[-123.10160359008529, 49.28145008441314], [-123.10151077689676, 49.281448366950045]]}"
300;1955-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.14818349856951, 49.20901988877145], [-123.14841562418412, 49.20891937417918]]}"
150;1929-01-01;Cast Iron;"{""type"": ""LineString"", ""coordinates"": [[-123.18186774093466, 49.23289249048048], [-123.18185123000067, 49.23289245350595]]}"
