ACO;ShotsDate;Sex;ReceiptNumber;PitNumber;Name;KennelNumber;EnteredBy;DispositionDate;DateImpounded;Color;Code;Breed;ApproxWeight;AnimalID;Age category;Source;Status
KE;2011-10-20;F/S;11-220269DA - TU;20060;Muffy;200;Toni Peterson;2011-12-20 00:00:00;2011-10-17;Black/White;green;Shih Tzu;10;22456;;TRANSFERRED;Sold
;2011-10-20;M/N;11-213818DA;20029;Tucker;200;Toni Peterson;2011-10-26 00:00:00;2011-10-18;Yellow;yellow;Lab;;22459;;TRANSFERRED;Sold
TU;;M/N;TU;40035;Lou;400;Tammy Unrau;2011-10-20 00:00:00;2011-10-20;White;;Bichon Frise;;22471;;BROUGHT-IN;Ride Home Free
;;M;11-213408DI - TU;20016;Keeko;200;Toni Peterson;2011-10-21 00:00:00;2011-10-20;Black/Tan;;Min. Pin;;22472;;BROUGHT-IN;Redeemed
3;;F;;62;Lexus;100;Bob Cristofoli;;2011-10-21;Fawn;yellow;Pit Bull Terrier;40;22473;;SPCA;Health
MA11;;F/S;DI 11-213462 ak;20058;Nuka;200;Mariana Ardeleanu;2011-10-23 00:00:00;2011-10-22;black/white;;Husky;;22475;;HOLDING STRAY;Redeemed
ACOs 11/26;;M/N;11-215339DI;20066;Gizmo (aka Luigi);200;Samantha  Law;2011-11-09 00:00:00;2011-10-23;Black and brindle;green;Daschund X;20 lbs.;22477;;HOLDING STRAY;Redeemed
MA11;;F;;6;;100;Mariana Ardeleanu;;2011-10-25;Brown;;Chow;;22482;;COMPLAINT;Behavior
22;;F/S;11-214004DI;2004;Zara;200;Lori Fitzgerald;2011-10-28 00:00:00;2011-10-27;Black/Grey/White;;Husky;80 lbs;22483;;HOLDING STRAY;Redeemed
;;F;11-214100 DI-TB;20026;Gracie;200;Toni Peterson;2011-10-29 00:00:00;2011-10-28;Brindle;;Mastiff;100+;22486;;BROUGHT-IN;Redeemed
23;;M;;400;Seiko;400;Brad Martin;2011-10-28 00:00:00;2011-10-28;Black;;Lab;70 lbs;22489;;HOLDING STRAY;Ride Home Free
MA11;;F;11-215184DA;2000;Vera;200;Mariana Ardeleanu;2011-11-08 00:00:00;2011-10-29;White;;chicken;;22493;;HOLDING STRAY;Sold
22;;F;;4;Autumn (new name);100;Lori Fitzgerald;;2011-11-01;Tan;;Shiba Inu;25 lbs;22506;;HOLDING STRAY;Health
;2011-11-01;M/N;11-214524DI;20063;Lucky;200;Toni Peterson;2011-11-02 00:00:00;2011-11-01;White;;Maltese X;;22510;;BROUGHT-IN;Redeemed
;2011-12-10;F/S;11-221046DA-TB;20013;Retta;200;Toni Peterson;2011-12-24 00:00:00;2011-11-01;Brindle;blue;Boxer X Mastiff;75;22513;;BROUGHT-IN;Sold
25;;M/N;11-214746DI;20035;Hershey;200;Phillipe Dubrulle;2011-11-03 00:00:00;2011-11-02;Black;;Pomeranian;5lbs;22516;;POLICE-NIGHT;Redeemed
22;;M;;40016;Blucher;400;Lori Fitzgerald;2011-11-04 00:00:00;2011-11-03;Brown/Black;;Leonberger;100 lbs;22519;;HOLDING STRAY;Ride Home Free
23;;M/N;11-214809DI - TU;20063;Happy;200;Brad Martin;2011-11-04 00:00:00;2011-11-03;Black/Tan;;Min Pinscher;12 lbs;22522;;COMPLAINT;Redeemed
TU;;F;11-215021DI;20048;CiCi;200;Tammy Unrau;2011-11-07 00:00:00;2011-11-03;Cream;;Chihuahua X;15lbs;22523;;BROUGHT-IN;Redeemed
23;;M/N;DI 11-214944;20044;Oscar;200;Brad Martin;2011-11-06 00:00:00;2011-11-06;Black;;Shepherd  X;55 lbs;22530;;PATROL;Redeemed
3;;M;11-215329DI;20011;Jacob;200;Bob Cristofoli;2011-11-09 00:00:00;2011-11-08;White;;Havanese X;10;22533;;HOLDING STRAY;Redeemed
;;M/N;11-215409DI;20060;Zues;200;Sarah Hicks;2011-11-09 00:00:00;2011-11-09;White w brown eye patch;;Boxer X Staff;50 lbs;22534;;BROUGHT-IN;Redeemed
18;;M;11-215600DI;20010;Leo;200;Steve Anderson;2011-11-13 00:00:00;2011-11-12;Tan with black.;;Shiba Inu;12lb;22537;;HOLDING STRAY;Redeemed
23;;F/S;11-216387DI;20074;Daisy;200;Brad Martin;2011-11-18 00:00:00;2011-11-13;silver/grey;;Terrier  X;16 lbs;22544;;HOLDING STRAY;Redeemed
MA11;;M/N;11-215887DI;20060;Sherlock;200;Mariana Ardeleanu;2011-11-16 00:00:00;2011-11-15;gold;;Retriever;;22553;;HOLDING STRAY;Redeemed
;2011-12-03;F/S;11-218984DA;20035;Tootsie ( now Nyome);200;Teresa Flores;2011-12-12 00:00:00;2011-11-16;Tan;;Lab x;;22564;;TRANSFERRED;Sold
3;;F;11-216389DI - TU;20060;Chocolate;200;Bob Cristofoli;2011-11-18 00:00:00;2011-11-18;Brown;;Miniature Poodle;10;22575;;HOLDING STRAY;Redeemed
3;;F;11-217001DI - TU;20022;Katlin;200;Bob Cristofoli;2011-11-24 00:00:00;2011-11-23;Black & Tan;;Airedale;50;22583;;HOLDING STRAY;Redeemed
3;;M;;;;100;Bob Cristofoli;2011-11-30 00:00:00;2011-11-25;Brown & White;;Guinea Pig;;22589;;HOLDING STRAY;Transferred
3;;M;;;;100;Bob Cristofoli;2011-11-30 00:00:00;2011-11-25;Brown with more white;;Guinea Pig;;22590;;HOLDING STRAY;Transferred
;;F/S;;40085;Saddie;400;Toni Peterson;2011-12-01 00:00:00;2011-12-01;Cream;;Husky X;;22603;;BROUGHT-IN;Ride Home Free
Joy;;F/S;;;Bake;100;Jeanette Nelson;2011-12-06 00:00:00;2011-12-04;Grey;;Rabitt;5 lbs;22611;;BROUGHT-IN;Transferred
KE;2011-11-23;F/S;11-221040DA-TB;29;Queenie (new name);200;Katie Ernst;2011-12-24 00:00:00;2011-12-08;Grey/White;green;Shih Tzu;10;22621;;TRANSFERRED;Sold
KE;2011-12-10;F;11-219872DA-TB;20038;Stella (Nova);200;Katie Ernst;2011-12-17 00:00:00;2011-12-08;Black/Tan;yellow;Shepherd;60;22623;;TRANSFERRED;Sold
25;;M;11-219008Di-TB;21;Alfie;200;Phillipe Dubrulle;2011-12-11 00:00:00;2011-12-10;Golden;;Retriever;60lbs;22625;;HOLDING STRAY;Redeemed
KE;2011-12-20;F/S;11-220536;82;Icey;200;Katie Ernst;2011-12-22 00:00:00;2011-12-10;Blk/White;yellow;Border X Lab;50;22626;;TRANSFERRED;Sold
22;;M/N;;21;Jefe;400;Lori Fitzgerald;2011-12-12 00:00:00;2011-12-12;Brindle;;Pitbull X;50 lbs;22630;;PATROL;Ride Home Free
3;;M;;40000;Codey;400;Bob Cristofoli;2011-12-14 00:00:00;2011-12-14;Black and White;;Border Collie;60;22633;;COMPLAINT;Ride Home Free
;;M/N;12-162854DA;2001;Jagger;200;Tamera Blanchard;2012-01-26 00:00:00;2011-12-18;Black/Tan;;German Shep;;22637;;BROUGHT-IN;Sold
MA11;;M/N;n/c;40085;Ichiro;400;Mariana Ardeleanu;2011-12-18 00:00:00;2011-12-18;white & grey;;shihtzu;;22638;;HOLDING STRAY;Ride Home Free
15;;M/N;11-219967DI;20030;Phoenix;200;Ching Koo;2011-12-19 00:00:00;2011-12-18;Black and White;;Collie;60 lbs;22641;;HOLDING STRAY;Redeemed
18;;M/N;;20021;Mac;200;Steve Anderson;2012-01-04 00:00:00;2011-12-19;Black/Tan;;Rottweiler;115lbs;22642;;SEIZED;Redeemed
;2012-01-09;M/N;;78;Burley;100;Toni Peterson;2012-01-20 00:00:00;2011-12-19;Brown/White;yellow;Pit Bull;;22643;;BROUGHT-IN;Transferred
;2012-01-21;M/N;12-165103DA-TB;20074;Lil' Abner (now Jethro);200;Toni Peterson;2012-02-11 00:00:00;2011-12-20;White/Black;yellow;Jack Russell X;15 lbs;22646;;BROUGHT-IN;Sold
33;;F/S;TU;40085;Jessie;400;Rachel Blyth;2011-12-20 00:00:00;2011-12-20;Black & Tan;;Shepherd X;70 lbs;22647;;HOLDING STRAY;Ride Home Free
ks19;;M/N;11 - 220807 - DI;67;Leroy;200;Karen Sinclair;2011-12-22 00:00:00;2011-12-22;Black / brown;;Aussie X;75 lbs;22651;;PATROL;Redeemed
KE;;F;11-221167DI;20085;Bailey (aka Beaulah);200;Katie Ernst;2011-12-30 00:00:00;2011-12-22;Blue Brindle;yel/blue;Pit Bull;70;22652;;POLICE-DAY;Redeemed
TU;;M;;87;Kilo;100;Tammy Unrau;2012-01-07 00:00:00;2011-12-22;Black/White;;Pit Bull;40lbs;22654;;BROUGHT-IN;Behavior
25;;F;11-221069DI-TB;20044;Georgia;200;Phillipe Dubrulle;2011-12-27 00:00:00;2011-12-23;Tan;;Rotty X;20lbs;22657;;HOLDING STRAY;Redeemed
21;;M;11-221077Di-Tb;20048;Elliot;200;Guy Palanuik;2011-12-27 00:00:00;2011-12-27;Golden;;Golden Retreiver;65lbs;22661;;HOLDING STRAY;Redeemed
MA11;;M/N;11-221087DI;20048;Atticus;200;Mariana Ardeleanu;2011-12-28 00:00:00;2011-12-27;blonde;;Husky X Lab;;22664;;HOLDING STRAY;Redeemed
KE;;;;0;;100;Katie Ernst;2011-12-29 00:00:00;2011-12-28;White;;Finch;;22666;;BROUGHT-IN;Transferred
12;;M/N;12-159023DI;20041;Neiko;200;Jeanette Nelson;2012-01-06 00:00:00;2011-12-28;black and white;yellow;Pit bull X;55 lbs;22670;;HOLDING STRAY;Redeemed
23;;F/S;;0;;400;Brad Martin;2011-12-28 00:00:00;2011-12-28;black/white;;Border Collie  X;45lbs;22672;;HOLDING STRAY;Ride Home Free
11;;M/N;11-221141DI;20013;Eddie;200;Mariana Ardeleanu;2011-12-29 00:00:00;2011-12-28;"tan;white on chest and head";;Shih Tzu X;;22673;;HOLDING STRAY;Redeemed
AN30;;M;;72;Tiger Sr.;200;Andrew Nolan;2012-01-07 00:00:00;2011-12-31;Brown and Black;;German Shepherd;65;22682;;HOLDING STRAY;Redeemed
AN30;;M/N;n/c;40037;Benny;400;Andrew Nolan;2012-01-02 00:00:00;2012-01-01;Beige;;Wheaton terrier X;15;22685;;HOLDING STRAY;Ride Home Free
30;;M;;40023;Kilo;400;Andrew Nolan;2012-01-02 00:00:00;2012-01-01;Brown and Black;;Shepherd X;35;22687;;PATROL;Ride Home Free
33;;F/S;12-157071DI-TB;20000;Adah;200;Rachel Blyth;2012-01-02 00:00:00;2012-01-02;Grey;;Wolfhound X ?;60 lbs;22688;;BROUGHT-IN;Redeemed
;;F/S;12-157540 - DI;20070;Aphrodite;200;Sarah Hicks;2012-01-03 00:00:00;2012-01-03;Black;;Newfie x Bernese;;22690;;BROUGHT-IN;Redeemed
22;;M;12-158373DI;2006;Mickey;200;Lori Fitzgerald;2012-01-05 00:00:00;2012-01-04;Black/White;;Shih Tzu;10 lbs;22691;;HOLDING STRAY;Redeemed
21;;M/N;12-159011DI;20070;Milo;200;Guy Palanuik;2012-01-06 00:00:00;2012-01-04;Tan;;Lab X;60lbs;22692;;HOLDING STRAY;Redeemed
23;;F;11-158836DI;20013;Bao-Boa;200;Brad Martin;2012-01-05 00:00:00;2012-01-05;White;;Husky;35 lbs;22693;;HOLDING STRAY;Redeemed
;;M;;40056;Tucker;400;Toni Peterson;2012-01-10 00:00:00;2012-01-10;Black;;Lab;;22703;;BROUGHT-IN;Ride Home Free
3;;F;12-161689DI;2001;Juicy;200;Bob Cristofoli;2012-01-19 00:00:00;2012-01-11;Black Brindle;;Boston x Pug;10;22706;;POLICE-DAY;Redeemed
23;2011-12-27;F/S;12-162162DA-TB;20029;Lucy (was Trixie);200;Brad Martin;2012-01-21 00:00:00;2012-01-11;Black/Silver/Tan;green;Shep X Husky;20 lbs;22707;;TRANSFERRED;Sold
23;2012-01-07;F/S;12-162156DA-TB;20081;Roxy;200;Brad Martin;2012-01-21 00:00:00;2012-01-11;Blk/Tan (upright ears);;Shep X Husky X;20 lbs;22708;;TRANSFERRED;Sold
22;;M/N;;40047;Cap;400;Lori Fitzgerald;2012-01-13 00:00:00;2012-01-12;Tan/Black;;Aust. Terrier;20 lbs;22715;;HOLDING STRAY;Ride Home Free
ks19;;M;12-161018DI-TB;20056;Haze;200;Karen Sinclair;2012-01-14 00:00:00;2012-01-13;Brindle / brown;;Pit bull X ?;45 lbs;22716;;HOLDING STRAY;Redeemed
12;2012-01-21;F/S;12-162884DA - TU;50;Mitzi;100;Jeanette Nelson;2012-03-10 00:00:00;2012-01-14;Black and tan;yellow;Rottie X;65 lbs;22719;;HOLDING STRAY;Transferred
ks19;;F;12-161824DI;20056;Sheva;200;Karen Sinclair;2012-01-19 00:00:00;2012-01-18;Black /tan;;Husky X;60 lbs;22732;;HOLDING STRAY;Redeemed
John Gray;;F;;0;;100;Andrew Nolan;2012-02-08 00:00:00;2012-01-19;White;;Rat;;22734;;BROUGHT-IN;Transferred
23;;M/N;12-162199DI-TB;20006;Peso;200;Ching Koo;2012-01-21 00:00:00;2012-01-21;Yellow;;Yellow Lab;60 lbs;22738;;PATROL;Redeemed
15;;M/N;12-162211DI-TB;20082;Guinness;200;Ching Koo;2012-01-22 00:00:00;2012-01-21;Chocolate;;Chocolate Lab;60 lbs;22740;;HOLDING STRAY;Redeemed
25;;F;12-162234DI-TB;20035;Kaia;200;Phillipe Dubrulle;2012-01-22 00:00:00;2012-01-22;tan/blk;;German Shephard, long hair;50lbs;22742;;HOLDING STRAY;Redeemed
25;;F;12-162659DI;20023;Clover;200;Phillipe Dubrulle;2012-01-24 00:00:00;2012-01-23;Tan/Wht;;Corgi;30lbs;22746;;HOLDING STRAY;Redeemed
ks19;;M;;40024;Seiko;400;Karen Sinclair;2012-01-23 00:00:00;2012-01-23;Black;;Black Lab;;22747;;HOLDING STRAY;Ride Home Free
15;;M/N;12-162992DI;20088;Oliver;200;Ching Koo;2012-01-26 00:00:00;2012-01-26;Tan, Black and Silver;;Yorkie;10 lbs;22750;;HOLDING STRAY;Redeemed
23;;F;12-163057DI;2001;Sophie;200;Brad Martin;2012-01-26 00:00:00;2012-01-26;Black;;Pomeranian;8 lbs;22751;;HOLDING STRAY;Redeemed
KE;2012-02-09;F/S;12-169718DA-TB;20087;Widdle;200;Katie Ernst;2012-02-18 00:00:00;2012-01-26;Blk/Grey (2 wht socks&chest);;Terrier X;3;22755;;TRANSFERRED;Sold
12;;M/N;12-163327 - DB SBH;40047;Sam;400;Jeanette Nelson;2012-01-30 00:00:00;2012-01-30;tan and black;;Lhasa Apso X;10 lbs;22759;;HOLDING STRAY;Ride Home Free
25;;F;TU;40030;Nina;400;Phillipe Dubrulle;2012-01-30 00:00:00;2012-01-30;Blk;;Lab;50lbs;22762;;COMPLAINT;Ride Home Free
12;;F/S;;40078;Eva;400;Jeanette Nelson;2012-02-02 00:00:00;2012-01-30;Tricoloured;;Siberian Husky X;85 lbs;22763;;COMPLAINT;Ride Home Free
33 & 18;;M/N;;35;Hoover;100;Rachel Blyth;2012-02-03 00:00:00;2012-01-31;Red;;Pit Bull;90 lbs;22768;;POLICE-DAY;Owner Request - Signed Over
33;;F/S;12-164243;20079;Delilah;200;Rachel Blyth;2012-02-03 00:00:00;2012-02-01;Black;;Lab;70 lbs;22769;;PATROL;Redeemed
21;;M;;40027;Tuck;400;Guy Palanuik;2012-02-01 00:00:00;2012-02-01;Brown;;Lab;50lbs;22770;;HOLDING STRAY;Ride Home Free
ACO 3;;F;12-164244DI;200;Fluffy;200;Toni Peterson;2012-02-03 00:00:00;2012-02-03;Black/Tan;;Yorkie;;22772;;HOLDING STRAY;Redeemed
KE;2012-01-30;M/N;12-171886DA;20064;Gallagher (new name);200;Katie Ernst;2012-03-13 00:00:00;2012-02-03;Blk;yellow;Lab;80;22777;;TRANSFERRED;Sold
ks19;;F/S;Jn12;40070;Ruby;400;Karen Sinclair;2012-02-04 00:00:00;2012-02-03;Tan;;Wheaton Terrier X;65 lbs;22779;;HOLDING STRAY;Ride Home Free
12;;F;12-164498DI;20079;Cupcake;200;Jeanette Nelson;2012-02-06 00:00:00;2012-02-04;White and tan;;Yorkie X Papillion;3 lbs;22780;;BROUGHT-IN;Redeemed
JF13 & SA18;;F/S;12-195147DA;20060;Lulu;200;Jez Figol;2012-07-27 00:00:00;2012-02-04;Brindle;;Pit X Mastiff;80lbs;22781;;BROUGHT-IN;Sold
12;;M;12-164755DI - TU;2004;Max;200;Jeanette Nelson;2012-02-08 00:00:00;2012-02-06;Tan/Blk;;Shih Tzu X Poodle;9 lbs;22785;;HOLDING STRAY;Redeemed
22;;F;;40081;Mag;400;Lori Fitzgerald;2012-02-09 00:00:00;2012-02-07;Brindle/White;;Pit Bull;50 lbs;22788;;COMPLAINT;Ride Home Free
12;;M/N;;40063;Alpha;400;Jeanette Nelson;2012-02-08 00:00:00;2012-02-07;White;;German Shep;65 lbs;22790;;HOLDING STRAY;Ride Home Free
3 & 11;;M/N;12-164685DI;20031;Bobby;200;Bob Cristofoli;2012-02-08 00:00:00;2012-02-07;Brown brindle & white;;Terrier mix;15;22791;;HOLDING STRAY;Redeemed
;;M;12-164749DI - TU;20037;Devil (aka Neiman);200;Toni Peterson;2012-02-08 00:00:00;2012-02-08;Black;;Staffordshire;;22793;;BROUGHT-IN;Redeemed
ks19;;M/N;12-164912DI - TU;20016;Hooch;200;Karen Sinclair;2012-02-09 00:00:00;2012-02-08;Tan/Brn;;Lab X Shep X Collie;40 lbs;22795;;HOLDING STRAY;Redeemed
12;;F;n/c;40048;Chocolate;400;Jeanette Nelson;2012-02-12 00:00:00;2012-02-11;Black and white;;Husky;50 lbs;22796;;HOLDING STRAY;Ride Home Free
KE;;M/N;12-169548DA;20063;Cisco (now Tito);200;Katie Ernst;2012-02-16 00:00:00;2012-02-11;Brindle/Wht;yellow;Boxer;55;22798;;TRANSFERRED;Sold
KE;;F/S;12-169722DA-TB;20073;Piper;200;Katie Ernst;2012-02-18 00:00:00;2012-02-11;Blue Merle;yellow;Catahoula X Lab X Heeler;55;22800;;TRANSFERRED;Sold
KE;2012-02-22;F/S;12-171581DA-TB;20056;Tula;200;Katie Ernst;2012-03-03 00:00:00;2012-02-15;Blue/White;;Mal X Collie x Akita;20;22814;;TRANSFERRED;Sold
KE;2012-02-22;F;12-173026DA;10082;Clementine;400;Katie Ernst;2012-03-17 00:00:00;2012-02-15;Tan/Blue/White;;Mal X Collie;25;22815;;TRANSFERRED;Ride Home Free
Gray;;F;12-169941DI;20072;Jetta (aka Lucky);200;John Gray;2012-02-20 00:00:00;2012-02-20;Black;;Lab;65lbs;22819;;BROUGHT-IN;Redeemed
33;;M;12-188304-DA SM;2000;Robbie;200;Rachel Blyth;2012-06-02 00:00:00;2012-02-20;Grey;;Guinea Pig;;22820;;BROUGHT-IN;Sold
ks19;;M/N;12-170460DI-TB;20059;Jackie;200;Karen Sinclair;2012-02-24 00:00:00;2012-02-23;Black;;Lab X;85 lbs;22828;;HOLDING STRAY;Redeemed
15;;X;12-171196DI - TU;2000;Simon;200;Ching Koo;2012-02-29 00:00:00;2012-02-23;Yellow/orange;;Cockatiel;1 lbs;22829;;HOLDING STRAY;Redeemed
KE;2012-02-07;M/N;;81;Rootbeer;200;Katie Ernst;2012-04-17 00:00:00;2012-02-24;White/Brindle;blue;Pit Bull X;65;22834;;TRANSFERRED;Sold
KE;2012-02-29;M/N;12-172307DA-TB;20031;Trooper;200;Katie Ernst;2012-03-10 00:00:00;2012-02-24;Brn/Blk;yellow;Chesapeake X;50;22835;;TRANSFERRED;Sold
MA11;;M/N;;40078;Leo;400;Mariana Ardeleanu;2012-02-26 00:00:00;2012-02-25;Tan;;Silky Terrier;;22837;;HOLDING STRAY;Ride Home Free
KE;2012-03-15;M;12-174166DA;20023;Kavik;200;Katie Ernst;2012-03-27 00:00:00;2012-02-28;White;;Husky;4;22844;;TRANSFERRED;Sold
Ke;2012-03-15;M;12-173754 - DA;38;Alue;200;Katie Ernst;2012-03-23 00:00:00;2012-02-28;White (bi-color eyes);;Husky;4;22845;;TRANSFERRED;Sold
3;2012-05-31;M/N;12-189916DI;20059;Monty;200;Bob Cristofoli;2012-06-13 00:00:00;2012-02-29;Brown;yellow;Pit X;45;22847;;HOLDING STRAY;Sold
;;M/N;12-172056DI;2006;Kuzmo;200;Sabrina Meldrum;2012-03-08 00:00:00;2012-03-07;Grey/Black;;Cockapoo;25 lbs;22854;;BROUGHT-IN;Redeemed
Phil Aco#25;;;;1000;;100;Sabrina Meldrum;2012-03-08 00:00:00;2012-03-08;;;Turtle;;22859;;HOLDING STRAY;Transferred
KE;2012-03-09;M/N;;63;Spotz;200;Katie Ernst;2012-03-24 00:00:00;2012-03-08;White/Tan;yellow;Husky X Shep;;22862;;TRANSFERRED;Sold
15;;M;12-172294DI-TB;20094;Toby;200;Ching Koo;2012-03-10 00:00:00;2012-03-08;White;;Maltese;10 lbs;22864;;HOLDING STRAY;Redeemed
;;F;12-172327DI-TB;20024;Luna;200;Tamera Blanchard;2012-03-11 00:00:00;2012-03-11;Black/White;;Husky X Shep;;22869;;BROUGHT-IN;Redeemed
33;;M/N;12-172376DI;20038;Rocco;200;Rachel Blyth;2012-03-12 00:00:00;2012-03-12;Tan with Black;;Shepherd X;120 lbs;22871;;HOLDING STRAY;Redeemed
33;;F/S;;40024;Star;400;Rachel Blyth;2012-03-12 00:00:00;2012-03-12;White/Grey/Black;;Husky;75lbs;22872;;COMPLAINT;Ride Home Free
MA11;2012-03-15;M;12-174899DA- hs;20087;Schroeder;200;Mariana Ardeleanu;2012-04-01 00:00:00;2012-03-12;Black/white;;Terrier X;;22875;;HOLDING STRAY;Sold
MA11;2012-03-15;F;12-175272DA;20011;Lucy van Pelt;200;Mariana Ardeleanu;2012-04-04 00:00:00;2012-03-12;Blk/White;;Terrier X;;22877;;HOLDING STRAY;Sold
;;F/S;12-172838DI;20053;Hermione;200;Toni Peterson;2012-03-15 00:00:00;2012-03-15;Blonde w/Black Face;;Pomeranian;;22882;;BROUGHT-IN;Redeemed
25;;F/S;12-185035DA;;Caramel;200;Jeanette Nelson;2012-05-05 00:00:00;2012-03-17;brown and white;;Rabbit (lop);3 lbs;22887;;HOLDING STRAY;Sold
23;;F;12-173071DI-SM;20094;Keiko;200;Brad Martin;2012-03-18 00:00:00;2012-03-17;white, brown patches;;Terrier (Jack Russell);8 lbs;22888;;HOLDING STRAY;Redeemed
25;;F/S;12-185033DA;;Butterscotch;200;Phillipe Dubrulle;2012-05-05 00:00:00;2012-03-17;Brown/wht/gry;;Rabbit - long eared;5lbs;22889;;HOLDING STRAY;Sold
30;;F;n/c;40041;Anny;400;Jeanette Nelson;2012-03-20 00:00:00;2012-03-18;White;;Schnauzer X;20 lbs;22892;;HOLDING STRAY;Ride Home Free
25;;M/N;12-173261-DI - HS;20050;Copper;200;Rachel Blyth;2012-03-19 00:00:00;2012-03-18;Tri Colour;;Beagle X;;22894;;HOLDING STRAY;Redeemed
;2012-03-25;F/S;sm;20037;"Chimbala- ""Chimi""";200;Teresa Flores;2012-03-31 00:00:00;2012-03-21;Brn/blk;yellow;Shep x Lab X Collie;50lbs;22902;;TRANSFERRED;Sold
3;2012-04-04;M/N;TU;10002;Mack;200;Bob Cristofoli;2012-04-21 00:00:00;2012-03-22;White;blue;Am Bull X Mastiff;100;22903;;SPCA;Sold
21;;M/N;;73;Macloud;200;Guy Palanuik;2012-03-23 00:00:00;2012-03-22;Tan;;Pug Mix;25lbs;22905;;HOLDING STRAY;Redeemed
22;;F/S;;200;Lucy;100;Lori Fitzgerald;2012-03-27 00:00:00;2012-03-27;Brown/White;;German Wire-Haired Pointer;60 lbs;22915;;COMPLAINT;Transferred
22;;M;12-174260DI;20035;Kujo;200;Lori Fitzgerald;2012-03-28 00:00:00;2012-03-28;Tan;;Pitbull X;25 lbs;22917;;HOLDING STRAY;Redeemed
21;;M/N;11-201295DL;40016;Jesen;400;Guy Palanuik;2012-03-29 00:00:00;2012-03-28;Blk;;Lab Mix;65lbs;22920;;HOLDING STRAY;Ride Home Free
25;;F/S;;;Sadie;400;Phillipe Dubrulle;2012-03-31 00:00:00;2012-03-31;Dark Brown;;Mixed;30lbs;22922;;HOLDING STRAY;Ride Home Free
12;;M/N;n/c;40004;Rizza;400;Jeanette Nelson;2012-04-01 00:00:00;2012-03-31;Tricolor;;Husky X;80 lbs;22923;;HOLDING STRAY;Ride Home Free
23;;M;12-174996DI;20064;Bailey;200;Brad Martin;2012-04-02 00:00:00;2012-04-01;Tan;;Cocker Spaniel;34 lbs;22924;;HOLDING STRAY;Redeemed
PD 25;;M;12-175015DI;20037;Snoopy;200;John Gray;2012-04-02 00:00:00;2012-04-02;Black and White;;Shih Tzu;15 lbs;22925;;BROUGHT-IN;Redeemed
;;F;12-175279DI;20024;Astro;200;Sabrina Meldrum;2012-04-04 00:00:00;2012-04-03;Black & White;;Pit Bull;30 lbs;22927;;BROUGHT-IN;Redeemed
33;;M/N;12-175408-DI SM;20010;Saiga;200;Rachel Blyth;2012-04-05 00:00:00;2012-04-03;Yellow;;Retriever;80lbs;22929;;HOLDING STRAY;Redeemed
ks19;;M/N;;400;Mocha;400;Karen Sinclair;2012-04-04 00:00:00;2012-04-04;Brown;;Chocolate Lab;90 lbs;22932;;HOLDING STRAY;Ride Home Free
ACO 23;;M/N;12-175390-DI SM;20087;Max;200;John Gray;2012-04-05 00:00:00;2012-04-05;Yellow;;Retriever;80;22933;;HOLDING STRAY;Redeemed
22;2012-04-22;F/S;12-190056DA;3;Petunia;200;Lori Fitzgerald;2012-06-13 00:00:00;2012-04-05;Yellow;yellow;Lab;50 lbs;22936;;BROUGHT-IN;Sold
ks19;;M/N;12-175574-DI SM;20062;Pasha;200;Karen Sinclair;2012-04-10 00:00:00;2012-04-08;White brown Tan;;Beagle;25 lbs;22943;;HOLDING STRAY;Redeemed
12;2012-04-19;F/S;12-176850DA-hs;20030;Whirley (now Effie);200;Jeanette Nelson;2012-04-21 00:00:00;2012-04-10;Black and white;green;Jack Russell;20 lbs;22947;;HOLDING STRAY;Sold
;2012-04-25;M/N;12-185527-DA SM;20054;Luigi the third;200;Toni Peterson;2012-05-12 00:00:00;2012-04-12;Black/Tan;yellow;Chi X Daschund;10;22951;;BROUGHT-IN;Sold
23;;M/N;12-176127-DI hs;20011;Rambo;200;Brad Martin;2012-04-14 00:00:00;2012-04-13;White;;Bichon Frise;15 lbs;22952;;HOLDING STRAY;Redeemed
25;;M/N;n/c;40005;Bailey;400;Phillipe Dubrulle;2012-04-15 00:00:00;2012-04-14;Grey;;Poodle toy X;10lbs;22955;;HOLDING STRAY;Ride Home Free
18;2012-04-28;M/N;12187573-DA   hs;20044;Cola;200;Steve Anderson;2012-05-26 00:00:00;2012-04-15;Brown;green;Shih Tzu/Lhasa X;10lbs;22957;;HOLDING STRAY;Sold
33;;M;12-176160-DI -SM;20088;Seiko;200;Rachel Blyth;2012-04-15 00:00:00;2012-04-15;Black;;Labrador;80 lbs;22960;;HOLDING STRAY;Redeemed
22;;M/N;12-176318DI;20062;Wilson;200;Lori Fitzgerald;2012-04-17 00:00:00;2012-04-16;Chocolate;;Lab;80 lbs;22964;;HOLDING STRAY;Redeemed
;;M/N;12-176784DI;20074;Bentley;200;Toni Peterson;2012-04-20 00:00:00;2012-04-16;Red;green;Pomeranian;;22966;;BROUGHT-IN;Redeemed
Phil 25;;F/S;12-176289DI - TU;2000;Latte;200;Tammy Unrau;2012-04-16 00:00:00;2012-04-16;Brown;;Labrador;;22967;;HOLDING STRAY;Redeemed
ks19;;M/N;RHF -SM;40088;Buck;400;Karen Sinclair;2012-04-17 00:00:00;2012-04-16;Brindle;;Labrador X;;22968;;HOLDING STRAY;Ride Home Free
