CODI;TIPUS_VIA;PARTICULES;NOM;DATA_APROV;NOTES_DATA;DESCRIPCIO1;DESCRIPCIO2;FONTS_DOC;ALTRES_NOMS
216702;plaça;de;Mons;;;Ciutat de Bèlgica (en neerlandès, Bergen). Capital d'Hainaut. El terreny on s'obrí el carrer pertanyia a l'heretat Falcó, propietat de Josep de la Barre i Taberner, baró de la Barre de Flandes i de Pechmann, fins al 1855.;;{RP11:71}.;
032051;carrer;de;Baldiri Reixac;28/07/1982;;Baldiri Reixac i Carbó (Bell-lloc d'Aro, 1703 - Ollers, 1781). Pedagog. Prevere i rector de Sant Martí d'Ollers. Defensor de la llengua catalana, considerava que l'educació havia de començar en la llengua materna i no en llatí.;;{PC:en}.;
032109;carrer;de;Baldomer Girona;;;Baldomer Girona i Constantí (Selva del Camp, 1856 - Barcelona, 1936). Fou propietari, des de l'any 1898, d'uns terrenys situats en el lloc conegut com la Meca i la Vinya Vella, a Sant Genís dels Agudells.;;{RP11:51.180}.;
032200;carrer;de les;Balears;;;Illes Balears. La comunitat autònoma.;;{n80}.;
540380;moll;de;Balears;;;Situat a la part exterior de la dàrsena de la Indústria, lloc de pas cap a la dàrsena del Comerç.;;{APB}.;
032302;carrer;de;Balenyà;;;Municipi d'Osona. Carrer del barri de Torre Baró, on hi ha diversos carrers dedicats a poblacions catalanes.;;{n80*}.;
032404;carrer;de;Baliarda;05/09/1907;;Francesc Baliarda i Ribó (1813 - 1850). Veí de Sant Andreu conegut com el Noi. Capdavanter en la lluita contra les quintes. Morí en aquest carrer.;;{AHCB:RiC,m}.;Carmen
032506;passatge;de;Baliarda;;;Per les finques que havien pertangut als germans Pere, Miquel i Andreu Baliarda i Mariné, fins a l'any 1903. El terreny original era part de l'heretat Mas Vilar.;;{RP2:171.154}.;
033509;carrer;de;Ballester;05/09/1907;;Joan Ballester i Ayguals d'Izco (Vinaròs, 1835 - Barcelona, 1868). Pintor i escenògraf.;;{n80}.;"Riego, abans de 1907; San Antonio Abad, 1875; Riego, abans de 1861"
033350;carrer;de;Ballot;10/10/1980;;Josep Pau Ballot i Torres (Barcelona, 1747 - 1821). Gramàtic i pedagog. Prevere, defensor de la llengua catalana i autor de la primera gramàtica moderna impresa al Principat.;;{n80*}.;
032700;carrer;de;Balmes;19/12/1863;;Jaume Llucià Balmes i Urpià (Vic, 1810 - 1848). Eclesiàstic, filòsof, polític i escriptor. Fundà una escola apologètica catalana.;;{n80*}.;Núm. 26 (Pla Cerdà)
033000;carrer;de;Balsareny;30/12/1953;;Municipi del Bages.;;{n80}.;
033203;carrer;de;Baltasar Gracián;27/07/1950;;Baltasar Gracián y Morales (Belmonte de Calatayud, 1601 - Tarassona, 1658). Escriptor i jesuïta. La seva obra va ser una influència per als autors castellans.;;{n80*}.;
033258;carrer;de;Baltasar Samper;27/01/1984;;Baltasar Samper i Marquès (Palma de Mallorca, 1888 - Mèxic, 1966). Músic i compositor. Deixeble d'Enric Granados i de Felip Pedrell. El 1939 s'exilià a Mèxic i es dedicà a l'ensenyament. Dirigí l'Orfeó Català.;;{PC:en}.;
033305;carrer;del;Baluard;;Abans de 1865;Situat en direcció al baluard del Migdia existent en la muralla de Barcelona des de l'any 1527 fins passat el 1843.;;{n80}.;Baluarte
701365;jardins;del;Baluard;11/04/2000;;Jardins situats al baluard de les Drassanes, entre l'avinguda del Paral·lel i el carrer del Portal de Santa Madrona.;;;
033702;passatge;de la;Banca;29/03/1922;;Pel banc establert al passatge, dit Crédito Mutuo Fabril y Mercantil conegut com a Caixa Vilumara.;;{PC:MPV,fn}.;Comercio
033804;carrer;de;Banyoles;21/12/1981;;Municipi i capital del Pla de l'Estany.;;{n80*}.;"Bañolas, 1929-1931 i 1939-1981; Banyolas, de 1921-1929; Banyoles, 1931-1939; Passatge de Cervantes, 1880-1921"
034002;carrer;dels;Banys Nous;;Abans de 1865;Pels banys que hi havia antigament al carrer, cantonada amb el carrer de la Boqueria. Eren els anomenats banys àrabs (en realitat eren banys jueus). El 5 dels idus de juny de 1160, Ramon Berenguer IV féu contracte amb l'alfaquí Abraham per fer uns banys públics en un hort que aquell sobirà posseïa prop del nou castell vescomtal. Subsistiren fins a l'any 1716.;;{VB}.;"Baños Nuevos; Banys Freds"
034104;carrer;dels;Banys Vells;;Abans de 1865;Per uns antics banys que ja eren establerts a l'indret al segle XIII. El carrer començà a edificar-se vers l'any 1350, i s'anomenà carrer del Sitjar, pel sitjar que hi havia. En traslladar-se aquest al barri dels Tallers, va prendre el nom actual.;;{VB}.;"Baños Viejos; Sitjar"
540416;moll;de;Barcelona;;;Lloc preferent d'embarcament als vaixells de passatge, on està situada l'estació marítima.;;{APB}.;
540438;moll;de la;Barceloneta;;;Davant del passeig de Joan de Borbó.;;{APB}.;
701104;parc;de la;Barceloneta;20/06/1994;;Pel nom del barri de la Barceloneta, el primitiu barri de pescadors i gent de mar.;;{PC:en}.;
199308;plaça;de la;Barceloneta;20/12/1979;;El primitiu barri de pescadors i gent de mar. La seva urbanització es deu a Cermeño, i es construí sota la direcció de l'enginyer militar Francisco Paredes.;;{n80*}.;"Marquès de la Mina; Barceloneta, 05/09/1907; San Miquel, abans de 1900"
700049;platja;de la;Barceloneta;06/04/1992;;Antiga platja de Barcelona que comprèn la platja de Sant Miquel i la de Sant Sebastià. Situada entre l'escullera i l'Hospital del Mar, davant del passeig Marítim.;;{PC:en}.;
034400;via;de;Bàrcino;30/03/1960;;Ciutat romana que correspon a l'actual Barcelona. El nom de la ciutat de Barcelona que apareix en la numismàtica ibèrica en la forma Barkeno, d'origen indoeuropeu, després llatinitzat Barcino-onis.;;"{JMO;n80*}.";
034603;carrer;de;Barnola;29/05/1945;;Caseria del municipi de Lles (Baixa Cerdanya). Carrer situat al grup de cases Milans del Bosch, al barri del Bon Pastor, on diversos carrers són dedicats a poblacions catalanes.;;{n80*}.;"Puigcerdà (quan era de Santa Coloma); Núm. 20"
035107;passatge;del;Baró de Griñó;07/03/1939;;Joan Miquel Griñó i Fargas, Piñol de Porta i Sagristà (Lleida, 1883 - Madrid, 1964). Economista. Impulsor de la Vil·la de Salut de l'Aliança i regidor de l'Ajuntament (1929).;;{n80*}.;"Barón de Griñó; Rector Triadó, 10/11/1933"
034807;carrer;del;Baró de la Barre;;;Josep de la Barre i de Taberner. Baró de la Barre i de Pechmann (1855). Era el propietari de l'heretat Mas Falcó, amb una extensió de setanta-una mujades i mitja. L'herència passà, el 1903, als seus fills, Agustí i Maria del Pilar.;;{RP11:71.129.}.;"Barón de La Barre; Barre de Flandes"
035209;carrer;del;Baró de Sant Lluís;10/12/1929;;Per l'antiga heretat Can Sampere i més tard Can Baró, finca original de vuitanta-nou mujades que fou propietat d'Eulàlia Sampere, emparentada amb Josep Pasqual de Pascali i Sampere, a qui es concedí el títol de Baró de Sant Lluís l'any 1794.;;"{RP5:54.96.;FGD,dhn}.";"Barón de San Luis; Miguel Ascaso i Juan Alonso Flores; Núm. 2 B (urb. Casa Baró)"
700895;plaça;del;Baró de Viver;08/02/1993;;Darius Rumeu i Freixa (Barcelona, 1886 - 1970). Segon baró de Viver, gran d'Espanya, polític i financer. Líder dels monàrquics liberals catalans. Alcalde de Barcelona (1925 - 1929). Situada al barri del Baró de Viver.;;{n80*}.;
266551;passatge;de;Prim;;;Per la mateixa dedicació que la rambla de Prim.;;{n80}.;
266507;plaça;de;Prim;;Abans de 1900;Per la mateixa dedicació que la rambla de Prim.;;{n80}.;"Isabel; San Francisco"
266405;rambla;de;Prim;13/04/1989;;Joan Prim i Prats (Reus, 1814 - Madrid, 1870). Militar i polític liberal. Governador militar de Barcelona (1843) i capità general de Puerto Rico (1847). Participà en la campanya del Marroc i dirigí les forces que lluitaren a la guerra de Mèxic. Comte de Reus i vescomte del Bruc.;;{n80*}.;"C. de Prim; Núm. 64 (Pla Cerdà)"
700093;passatge;de la;Primavera;;;Indret a la muntanya de Montjuïc.;;{n80*}.;
701587;plaça;de la;Primavera;01/03/2007;;Estació de l'any que comença el 21 de març i acaba el 21 de juny.;;;
700711;plaça;del;Primer de Maig;11/03/1991;;Per les diverses concentracions arran de la commemoració del Primer de Maig que van tenir lloc en aquest indret.;;{PC:en}.;
701160;jardins;del;"Baix Guinardó
";05/04/2018;;"En referència al barri del Baix Guinardó, on es troben. Aquest nom va ser escollit amb la intenció de donar un element característic i d¿identitat al barri, després d¿un procés participatiu veïnal. Els jardins ocupen l¿espai dels terrenys dels antics quarters de la cavalleria de Girona o Casernes de Girona, que van deixar de tenir aquesta funció durant la dècada dels vuitanta del segle XX.
";;{en}.;Príncep de Girona
122609;carrer;de;Ferlandina;;Abans de 1865;Corrupció de Fernandina, nom dels ducs que tenien un dels seus palaus al carrer. El més conegut fou García de Toledo, marquès de Vilafranca i duc de Fernandina. Almirall de les galeres del rei d'Espanya.;;{VB}.;"Cisne (un tram); Tapias"
122700;carrer;de;Fernán Caballero;28/04/1956;;Cecilia Böhl (Morges, 1796 - Sevilla, 1877). Escriptora coneguda amb el pseudònim de Fernán Caballero.;;{n80}.;
122802;carrer;de;Fernández Duró;10/12/1908;;Jesús Fernández Duró (?, 1880 - Sant Joan Lohitzune, 1908). Aeronauta. Fou el primer que intentà realitzar la travessia longitudinal del Mediterrani.;;{n80*}.;"Alfonso Salmerón; Fernando"
701046;plaça;de;Fernando de los Ríos;24/10/1994;;Fernando de los Ríos Urrutia (Ronda, 1879 - Nova York, 1949). Polític socialista i escriptor. Membre del govern provisional de la República. Fou, successivament, ministre d'Instrucció Pública, d'Estat i ambaixador a Washington durant la Guerra Civil.;;{PC:en}.;
701334;carrer;de;Fernando Pessoa;20/05/1999;;Fernando Antonio Nogueira Pessoa (Lisboa, 1888 - 1935). Poeta. La seva obra és una de les més originals de la literatura portuguesa. Juntament amb Sá Carneiro, fou un dels introductors dels moviments d'avantguarda al seu país.;;;
123601;carrer;de;Fernando Poo;25/04/1945;;Illa de Guinea Equatorial. El nom correspon a Fernão do Pó, navegant portuguès que descobrí l'illa l'any 1472. L'illa fou cedida a Espanya l'any 1778 per conveni entre la reina de Portugal, Maria Pia, i el rei Carles III d'Espanya.;;{n80*}.;Entenza
125709;camí;de;Finestrelles;;;Pel coll de Finestrelles, documentat el 1068, per on passava l'antic camí de Pedralbes.;;{JMO}.;
125607;carrer;de;Finestrelles;;;Indret de l'antic territori de Barcelona on el Besòs talla la serra de Collserola, entre l'antiga quadra de Vallbona i el terme de Sant Andreu de Palomar. Topònim documentat el 981.;;{n80*}.;
125902;carrer;de;Finlàndia;05/09/1907;;Estat escandinau del nord d'Europa.;;{n80}.;San Joaquín
126053;plaça;del;Firmament;20/12/1979;;Espai públic de la barriada del Rectoret, a Vallvidrera, on diversos carrers són dedicats a temes d'astronomia.;;{n80*}.;
126100;carrer;de;Fisas;;;Francesc Fisas i Torns (1803 - 1843). Pagès i propietari dels terrenys de l'indret i de la masia del seu nom.;;{RP14:39.}.;Vila
126202;carrer;de la;Física;24/02/1965;;Carrer paral·lel al de la Química, amb el qual forma conjunt.;;{n80*}.;
126304;carrer;de;Fitor;29/05/1945;;Poble i municipi de Fonteta, al Baix Empordà. Carrer situat al grup de cases Ramon Albó, al Turó de la Peira, on diversos carrers són dedicats a poblacions de la província de Girona.;;{n80*}.;Núm. 34
126600;carrer;de;Flaçà;29/05/1945;;Municipi del Gironès. Carrer situat al grup de cases Ramon Albó, al Turó de la Peira, on diversos carrers són dedicats a poblacions de la província de Girona.;;{n80*}.;"Flassà; Núm. 14"
126508;carrer;de;Flandes;17/03/1908;;Regió occidental de la plana del nord d'Europa.;;{n80}.;Mediodía
126406;plaça;de;Flandes;;;Títol de Josep de la Barre i de Taberner  (Madrid, ? - 1855). Baró de la Barre de Flandes i de Pechmann. Propietari dels terrenys. Heretat Mas Falcó.;;{RP11:77.}.;
126701;carrer;de;Flassaders;;Abans de 1865;Pels menestrals fabricants de flassades establerts antigament, el gremi dels quals tenia unes ordenances datades el 1331.;;{n80*}.;Bonanat Sabater
126803;passatge;de;Flaugier;29/03/1922;;Josep Bernat Flaugier (Lo Martegne, 1757 - Barcelona, 1813). Pintor. S'establí a Barcelona vers el 1773. Fou director de l'Escola de Belles Arts de Llotja (1809).;;{n80}.;Viladomat
126905;carrer;de;Flix;;;Municipi de la Ribera d'Ebre.;;{n80}.;
127001;carrer;de la;Flor;;Abans de 1865;"Coexisteixen diverses explicacions sobre l'origen de la dedicació del carrer. Segons Roca i Comas, per una antiga i noble família catalana que es deia de la Flor. Joan Amades proporciona dues possibles versions sobre l'origen del nom: d'una banda, per haver-hi viscut sant Josep Oriol, qualificat pels seus contemporanis com la flor dels capellans; d'una altra, pel nom d'un bordell.";;{PC:MPV,fn}.;
127103;carrer;de la;Flor de Lliri;;Abans de 1900;Per l'hostal inaugurat al carrer l'any 1444. Durant el segle XV fou un dels més notables hostals de la ciutat, en el qual s'hostatjaven les personalitats que passaven per Barcelona. El distintiu de l'hostal era un escut on hi havia pintada una grossa flor de lliri.;;{PC:MPV,fn}.;
127205;carrer;de la;Flor de Neu;;;Nom com els dels Arítjols, del Vinyar, del Pou o del Molí, dedicats tots ells a carrers del barri de la Prosperitat pel caprici dels urbanitzadors.;;{n80*}.;
701451;jardins;de;Flora Tristán;26/03/2003;;Flora Tristán-Moscoso y Laisney (París, 1803 - Bordeus, 1844). Escriptora, pensadora socialista i feminista. En morir el seu pare, començà a treballar en un taller de litografia, i als disset anys es casà amb el propietari, André Chazal, que la maltractava i li prengué els fills. A París, començà a publicar les seves obres en defensa dels drets de la dona i de la classe treballadora. Practicà la doctrina socialista de Saint-Simon.;;;
127307;carrer;de;Florència;17/01/1923;;Capital de la Toscana. Carrer aparellat amb el de Gènova a la mateixa zona urbana en què es troben situats.;;{n80}.;Cavite
127500;carrer;de la;Floresta;29/05/1945;;Municipi de les Garrigues al límit amb la plana d'Urgell. Carrer situat al grup de cases Milans del Bosch, al barri del Bon Pastor, on diversos carrers són dedicats a poblacions catalanes.;;{n80*}.;Núm. 10
701653;escales;de la;Floresta;07/11/2008;;Per la mateixa dedicació que el carrer de la Floresta.;;;
127602;carrer;de la;Florida;;;Península del sud-est d'Amèrica del Nord. Descoberta per Vicente Yáñez Pinzón el 1498. Ponce de León en prengué possessió per Castella el 1513.;;{n80}.;
127704;carrer;de;Floridablanca;;Abans de 1900;José Moñino y Redondo (Múrcia, 1728 - Sevilla, 1808). Estadista. Famós pel cens que ordenà fer a l'Estat espanyol l'any 1787. Posseïa el títol de comte de Floridablanca.;;{n80*}.;
127806;carrer;de les;Floristes de la Rambla;16/09/1965;;En homenatge a les floristes de la Rambla.;;{n80}.;"Floristas de la Rambla; Cervelló"
354900;carrer;de;Veciana;23/12/1946;;Municipi de l'Anoia. Carrer que forma conjunt amb els de Cardedeu, Manlleu, Palou, Capellades i Montornès, a la mateixa barriada. En el nomenclàtor de 1980 es dedicà a Pere Anton Veciana i Rabassa (Sarral, 1677 - Valls, 1736), batlle de Valls i fundador de les Esquadres de Catalunya.;;"{n80;PC:fn}.";Núm. 6
355108;carrer;del;Veguer;03/02/1955;;A l'edat mitjana, autoritat delegada de la Corona amb jurisdicció governativa, administrativa i judicial.;;{n80}.;
355200;carrer;de;Vehils;;Abans de 1900;Joaquim Maria Vehils i Fuchs (Barcelona, 1857 - 1934). Músic. Director d'orquestra i empresari del Liceu de Barcelona. Els terrenys on s'obrí el carrer eren en el paratge de les Basses de Sant Joan, terrenys dels Grassot que foren del marquès de Castelldosrius. No s'ha pogut comprovar de forma fefaent la dedicació del carrer a Joaquim Maria Vehils i Fuchs.;;"{n80;AMD10}.";
355505;carrer;de;Velázquez;06/05/1915;;Diego Rodríguez de Silva y Velázquez (Sevilla, 1599 - Madrid, 1660). Pintor de l'escola de Sevilla. Fou nomenat pintor del rei (1623), ajuda de cambra del rei (1643) i superintendent de les obres particulars de la Corona (1644). Acadèmic de San Luca de Roma (1650).;;{n80*}.;Huerto
355709;carrer;de;Vèlia;;;Dedicat a la Vèlia hispànica que, segons Claudi Ptolomeu, se situa en el nord peninsular, en una franja territorial entre les ciutats d'Oviedo i Vitòria.;;{ts*}.;
360356;camí;;Vell de la Pedrera;;;Menava a una vella pedrera.;;{n80}.;
314600;camí;;Vell de Santa Creu d'Olorda a Vallvidrera;;;Surt del carrer de Mont d'Orsà cap al turó de Llavallol.;;{n80*}.;San Justo Desvern
320806;camí;;Vell de Sarrià;;Abans de 1900;Es conserva el traçat d'aquest tros de camí entre els carrers de Gelabert i de Tarradellas.;;{n80*}.;Viejo de Sarrià
083405;camí;;Vell del Coll;;;Condueix al santuari del Coll, anomenat també santuari del Coll de Font-rúbia.;;{PC:fn}.;Viejo del Coll
355902;carrer;de;Vendrell;19/01/1893;;Per l'heretat Mas Vendrell, de més de sis-cents anys d'antiguitat. El 1893, la família Vendrell de Pedralbes vengué els terrenys on s'obrí el carrer a Consol de Moragas i de Quintana, marquesa de Moragas.;;{RP6:122.31.}.;
356009;carrer;de;Venècia;05/09/1907;;Ciutat italiana.;;{n80}.;"Cruz; Iglesia"
356202;carrer;de;Veneçuela;;Abans de 1900;Estat d'Amèrica del Sud.;;{n80}.;"Venezuela; Almogávares (2n tram); Las Glorias; Lletra S (Pla Cerdà)"
356100;carrer;de;Venero;;Abans de 1889;Antonio de Venero y Venero Borgoña Cosío de la Hoz. Terratinent de l'indret. El seu fill Francesc de Venero de Valera i Sisteré, advocat, vengué els terrenys el 1889.;;{RP21:96.30.}.;
360505;carrer;del;Vent;;Abans de 1940;Nom donat popularment perquè hi bufava el vent que impulsava els corrents desviats pel veí turó de la Peira.;;{n80}.;"Viento; Baja de Mariné (un tram)"
356304;carrer;de;Ventalló;;Abans de 1896;Ignasi Ventalló i Llobateras (1814 - 1885). Propietari. Comprà els terrenys entre 1862 i 1864.;;{RP5:4.60.}.;
