COVER_ELEVATION_M;TYPE;Geom;Geo Local Area
12.436;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12451858374567, 49.20693528839145]}";Marpole
84.24;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1351766231596, 49.224886543361876]}";Oakridge
89.1;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14327310786702, 49.24181575022195]}";Shaughnessy
24.91;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11736455604368, 49.27977018824151]}";Downtown
13.35;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07586145573246, 49.27643429564682]}";Grandview-Woodland
27.27;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07751678111696, 49.26012518260502]}";Mount Pleasant
31.0;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1571129972226, 49.246771278995695]}";Arbutus-Ridge
4.06;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08961229878942, 49.27510914644084]}";Strathcona
67.24;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11006367138832, 49.248996798278775]}";Riley Park
95.16;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04310676402235, 49.232575855924026]}";Killarney
68.95;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11555414036302, 49.248937861620135]}";South Cambie
11.59;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1438826217932, 49.27320881420982]}";Kitsilano
94.96;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04309734044251, 49.23289087317917]}";Renfrew-Collingwood
68.65;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11121834787839, 49.24786591858683]}";Riley Park
67.18;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11020509114508, 49.24883712408176]}";Riley Park
95.17;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04410711116716, 49.23289413513162]}";Renfrew-Collingwood
95.17;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0441365015862, 49.232888717759856]}";Renfrew-Collingwood
37.15;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09625615884525, 49.26316488274141]}";Mount Pleasant
99.22;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04450285396518, 49.23202907180404]}";Killarney
97.54;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0810762072361, 49.23616692407264]}";Kensington-Cedar Cottage
38.29;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05579476620737, 49.277465268715446]}";Hastings-Sunrise
37.07;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05981184257854, 49.2802453515952]}";Grandview-Woodland
38.29;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06271773683011, 49.2783089027108]}";Grandview-Woodland
38.44;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05985340621483, 49.27830228126045]}";Grandview-Woodland
42.1;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05187777741455, 49.27663130625344]}";Hastings-Sunrise
39.61;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05785088146986, 49.28070132609588]}";Grandview-Woodland
43.72;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06174354304689, 49.276919689658776]}";Grandview-Woodland
85.88;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08348539190837, 49.23904553083472]}";Kensington-Cedar Cottage
38.13;Storm;"{""type"": ""Point"", ""coordinates"": [-123.20766767901578, 49.27052947516993]}";West Point Grey
41.65;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05686914261771, 49.281078414522135]}";Grandview-Woodland
33.79;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05978484805463, 49.28209539461184]}";Grandview-Woodland
25.06;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06166786501254, 49.28210760094957]}";Grandview-Woodland
32.93;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05978533286097, 49.28225757737292]}";Grandview-Woodland
103.48;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03875210646393, 49.23526288583513]}";Renfrew-Collingwood
100.55;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04101860110686, 49.23594200012556]}";Renfrew-Collingwood
28.28;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.20007596122707, 49.23539793726012]}";Dunbar-Southlands
24.11;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19869750250973, 49.23498744314964]}";Dunbar-Southlands
21.53;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19724720089997, 49.23441580628297]}";Dunbar-Southlands
22.85;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19821578459755, 49.234345532604365]}";Dunbar-Southlands
28.85;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.20042864280548, 49.23466531892143]}";Dunbar-Southlands
25.9;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19917230712917, 49.234532050214426]}";Dunbar-Southlands
26.14;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19943206003632, 49.23411100183207]}";Dunbar-Southlands
31.45;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1525320631259, 49.217167673608884]}";Kerrisdale
95.31;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0447163910535, 49.23344377164157]}";Renfrew-Collingwood
29.72;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15465837115904, 49.21719044684799]}";Kerrisdale
68.23;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11217751618133, 49.24844925844273]}";Riley Park
84.65;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1382746332361, 49.24537470851829]}";Shaughnessy
67.7;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11219744841522, 49.248871466170925]}";Riley Park
84.44;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13824146844001, 49.24637960594217]}";Shaughnessy
86.24;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03479259240423, 49.21528395586065]}";Killarney
61.3;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1601245481823, 49.23093817108281]}";Kerrisdale
61.33;Combined;"{""type"": ""Point"", ""coordinates"": [-123.16012362520782, 49.230907588478196]}";Kerrisdale
0.0;Combined;"{""type"": ""Point"", ""coordinates"": [-123.16582836360939, 49.23095459123617]}";Kerrisdale
59.02;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1615388349886, 49.23049729632108]}";Kerrisdale
44.84;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05580091425384, 49.27517629714314]}";Hastings-Sunrise
68.62;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15575719682174, 49.23082259822528]}";Kerrisdale
66.82;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15515804323141, 49.2289597752768]}";Kerrisdale
103.52;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03976999619515, 49.23561766330164]}";Renfrew-Collingwood
21.95;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1982149978358, 49.233798730223405]}";Dunbar-Southlands
21.13;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19829134940129, 49.2334807967106]}";Dunbar-Southlands
19.51;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19724557081364, 49.23316116844819]}";Dunbar-Southlands
17.15;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19694965681975, 49.23253347137736]}";Dunbar-Southlands
22.9;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11407924013506, 49.28407697831234]}";Downtown
25.46;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11386175152052, 49.28339023131967]}";Downtown
80.04;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14316913133943, 49.249527512843365]}";Shaughnessy
99.71;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03946844491078, 49.240427784582344]}";Renfrew-Collingwood
12.43;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07556761862664, 49.2740063184976]}";Grandview-Woodland
21.84;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.07343445576846, 49.27396718855656]}";Grandview-Woodland
76.89;Storm;"{""type"": ""Point"", ""coordinates"": [-123.16267491732664, 49.238414863396294]}";Arbutus-Ridge
78.43;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.16141515019342, 49.23839000451561]}";Arbutus-Ridge
30.71;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15767246724369, 49.262861980314966]}";Kitsilano
32.26;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15547542491444, 49.26008483447256]}";Kitsilano
30.95;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15777457988894, 49.260121719432476]}";Kitsilano
31.22;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15674856360432, 49.260105233477496]}";Kitsilano
50.34;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05632771488662, 49.209462385229536]}";Victoria-Fraserview
53.85;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0562615645269, 49.2098485762214]}";Victoria-Fraserview
53.8;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05625428165054, 49.20984317360015]}";Victoria-Fraserview
14.83;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19936933459569, 49.22980221807399]}";Dunbar-Southlands
58.71;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05403502606188, 49.21208638926091]}";Killarney
56.88;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05413029958507, 49.21143132595707]}";Killarney
70.2;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15579134683821, 49.22985834119344]}";Kerrisdale
62.92;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15512966605122, 49.22711704356618]}";Kerrisdale
54.06;Combined;"{""type"": ""Point"", ""coordinates"": [-123.16019370105735, 49.22902899287715]}";Kerrisdale
67.61;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15372538670542, 49.228933652411584]}";Kerrisdale
65.48;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1548902829082, 49.228117377373195]}";Kerrisdale
65.39;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15503229876825, 49.22807292117301]}";Kerrisdale
2.68;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08936583128263, 49.20841472773409]}";Sunset
2.53;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0960908122467, 49.20780823652841]}";Sunset
2.61;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09623932880191, 49.207755958172335]}";Sunset
1.69;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09650509504839, 49.207733608010855]}";Sunset
2.86;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09618134661976, 49.20888631889055]}";Sunset
32.44;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11751225150616, 49.281657685594375]}";Downtown
28.54;Combined;"{""type"": ""Point"", ""coordinates"": [-123.116598768329, 49.28284221438144]}";Downtown
32.42;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11641177085362, 49.28169237850485]}";Downtown
32.43;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11642601963116, 49.281670775721565]}";Downtown
31.0;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11569760785406, 49.282148125837246]}";Downtown
29.72;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11479918431924, 49.28275843613721]}";Downtown
25.47;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11383968188396, 49.28337798364497]}";Downtown
93.24;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.21267073031687, 49.25935961215331]}";West Point Grey
50.61;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19392356518135, 49.264053298509104]}";West Point Grey
60.12;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1940113990056, 49.262732815902545]}";West Point Grey
65.1;Storm;"{""type"": ""Point"", ""coordinates"": [-123.16279874855132, 49.234648952897516]}";Arbutus-Ridge
80.96;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14361146528167, 49.22787688897069]}";Kerrisdale
89.19;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14161837589738, 49.23060485982749]}";Kerrisdale
61.15;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0602072286687, 49.267717853484136]}";Grandview-Woodland
45.61;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06701927641953, 49.27048241061608]}";Grandview-Woodland
2.15;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18557533932083, 49.226461340145505]}";Dunbar-Southlands
1.4;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18788040001152, 49.22552363529454]}";Dunbar-Southlands
1.39;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18787108468848, 49.226526119268]}";Dunbar-Southlands
33.07;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1487126265887, 49.26552212997286]}";Kitsilano
34.14;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14924060624222, 49.26553146986799]}";Kitsilano
7.87;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1249210705981, 49.2732109636074]}";Downtown
93.16;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05300280277538, 49.23451505547033]}";Renfrew-Collingwood
0.92;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1124986817493, 49.270892549838756]}";Mount Pleasant
56.18;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10978789447937, 49.25600949405008]}";Riley Park
72.0;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12936743028327, 49.24326212301236]}";Shaughnessy
52.12;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0466824247021, 49.28209004285942]}";Hastings-Sunrise
57.14;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04901204458122, 49.28208888932489]}";Hastings-Sunrise
3.02;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19187748968439, 49.22549437907884]}";Dunbar-Southlands
3.54;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19349018593952, 49.22572358715761]}";Dunbar-Southlands
3.54;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19351484537486, 49.22573585138063]}";Dunbar-Southlands
3.74;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19458959627818, 49.22584099971863]}";Dunbar-Southlands
4.19;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19444639458423, 49.22652810166812]}";Dunbar-Southlands
3.61;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19574932239962, 49.2260671423933]}";Dunbar-Southlands
3.56;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19576454542889, 49.22609635122401]}";Dunbar-Southlands
86.34;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11821220919312, 49.245220186458354]}";South Cambie
69.4;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.12612887409043, 49.248131217705755]}";South Cambie
69.03;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12730686301889, 49.24908906008895]}";South Cambie
76.12;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12037478335975, 49.24610814883523]}";South Cambie
84.01;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11888512940635, 49.246124326601404]}";South Cambie
77.49;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12050107273811, 49.24539404742261]}";South Cambie
43.5;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03298573593669, 49.2642647888068]}";Hastings-Sunrise
1.4;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18672336100022, 49.225512926960526]}";Dunbar-Southlands
1.45;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18619794319498, 49.22651239389448]}";Dunbar-Southlands
89.35;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03995577743443, 49.2384667532886]}";Renfrew-Collingwood
6.51;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11897535747808, 49.29933027440779]}";
11.83;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.12699017509132, 49.299302459380584]}";
18.76;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1278069420334, 49.299417317561016]}";
116.87;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02893348538903, 49.229190620217395]}";Killarney
44.56;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09509868187848, 49.261113260738746]}";Mount Pleasant
114.82;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03047975225763, 49.22916875090465]}";Killarney
50.4;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.16987337671478, 49.230986269055265]}";Kerrisdale
79.3;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1049365580764, 49.23094495912342]}";Sunset
33.54;Combined;"{""type"": ""Point"", ""coordinates"": [-123.02701201304495, 49.27783825882036]}";Hastings-Sunrise
36.8;Combined;"{""type"": ""Point"", ""coordinates"": [-123.02379538330065, 49.277838417293275]}";Hastings-Sunrise
34.02;Combined;"{""type"": ""Point"", ""coordinates"": [-123.02572438826384, 49.27741105663382]}";Hastings-Sunrise
71.25;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09105014799239, 49.24306235313687]}";Riley Park
69.89;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09212425349749, 49.24308283832173]}";Riley Park
43.23;Combined;"{""type"": ""Point"", ""coordinates"": [-123.02453759065048, 49.27906668890329]}";Hastings-Sunrise
81.58;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04811585011528, 49.24122037848246]}";Renfrew-Collingwood
4.3;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09921056998523, 49.27246963522139]}";Strathcona
3.82;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09807041035496, 49.27228036924858]}";Strathcona
3.83;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09804149627399, 49.27229218648276]}";Strathcona
3.37;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09807196068013, 49.27137730454864]}";Strathcona
27.86;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08109727872359, 49.26146783254832]}";Mount Pleasant
25.04;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0794587292594, 49.261039557758316]}";Mount Pleasant
33.57;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03122782962669, 49.2666587653548]}";Hastings-Sunrise
107.18;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02923836575324, 49.231965498841326]}";Killarney
44.2;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03126663218214, 49.26469952819547]}";Hastings-Sunrise
43.32;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03299258658896, 49.264706334358465]}";Hastings-Sunrise
42.62;Combined;"{""type"": ""Point"", ""coordinates"": [-123.03339037106949, 49.26754719209017]}";Hastings-Sunrise
10.54;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13497453543202, 49.29184165037771]}";West End
19.2;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13771716955522, 49.29225853346224]}";West End
