AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area
040;743;DUNBAR ST AND MAYFAIR AV;"{""type"": ""Point"", ""coordinates"": [-123.18530682375652, 49.23690660090852]}";Dunbar-Southlands
050;747;W 40TH AV AND BLENHEIM ST;"{""type"": ""Point"", ""coordinates"": [-123.17871682333221, 49.23567031358419]}";Dunbar-Southlands
235;770;DUMFRIES ST AND E KING EDWARD AV;"{""type"": ""Point"", ""coordinates"": [-123.07335514493097, 49.24846602156858]}";Kensington-Cedar Cottage
037;723;HIGHBURY ST AND W 30TH AV;"{""type"": ""Point"", ""coordinates"": [-123.18812564842084, 49.24523670715799]}";Dunbar-Southlands
037;714;W 27TH AV AND HIGHBURY ST;"{""type"": ""Point"", ""coordinates"": [-123.1881047111919, 49.24807644772504]}";Dunbar-Southlands
210;803;E 54TH AV AND FRASER ST;"{""type"": ""Point"", ""coordinates"": [-123.0908856594181, 49.220858434493735]}";Sunset
261;792;E 50TH AV AND NANAIMO ST;"{""type"": ""Point"", ""coordinates"": [-123.05915877122574, 49.22396974230474]}";Victoria-Fraserview
254;790;GLADSTONE ST AND E 49TH AV;"{""type"": ""Point"", ""coordinates"": [-123.06234730947425, 49.22510745069273]}";Victoria-Fraserview
254;768;E 48TH AV AND GLADSTONE ST;"{""type"": ""Point"", ""coordinates"": [-123.0623112998653, 49.22626581723238]}";Victoria-Fraserview
257;756;STIRLING ST AND E 44TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05985356262757, 49.230297838717654]}";Victoria-Fraserview
246;762;E 47TH AV AND BEATRICE ST;"{""type"": ""Point"", ""coordinates"": [-123.06701413018827, 49.2276268214986]}";Victoria-Fraserview
210;810;E 57TH AV AND FRASER ST;"{""type"": ""Point"", ""coordinates"": [-123.09095311706714, 49.21825548183993]}";Sunset
199;810;E 57TH AV AND ST. GEORGE ST;"{""type"": ""Point"", ""coordinates"": [-123.09486939539129, 49.21832534649185]}";Sunset
244;811;BRAEBURN ST AND NASSAU DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06947864280568, 49.218681028724816]}";Victoria-Fraserview
250;743;VICTORIA DRIVE AND E 39TH AV;"{""type"": ""Point"", ""coordinates"": [-123.06547740410635, 49.23492370924717]}";Kensington-Cedar Cottage
250;743;E 38TH AV AND VICTORIA DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06546828275815, 49.235235372816284]}";Kensington-Cedar Cottage
250;751;E 42ND AV AND VICTORIA DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06555554319534, 49.23207285378468]}";Victoria-Fraserview
261;750;E 41ST AV AND NANAIMO ST;"{""type"": ""Point"", ""coordinates"": [-123.05887886567507, 49.232857660441496]}";Kensington-Cedar Cottage
222;665;E 11TH AV AND GLEN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.0814056696057, 49.26055852479242]}";Mount Pleasant
217;684;E 14TH AV AND WINDSOR ST;"{""type"": ""Point"", ""coordinates"": [-123.0833981061516, 49.25785974555544]}";Mount Pleasant
222;684;GLEN DRIVE AND E 14TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0814617714861, 49.25784456684279]}";Mount Pleasant
222;687;GLEN DRIVE AND E 15TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0816541215236, 49.25683819034798]}";Mount Pleasant
225;689;INVERNESS ST AND E 16TH AV;"{""type"": ""Point"", ""coordinates"": [-123.07974106070735, 49.256273547550734]}";Mount Pleasant
284;751;KILLARNEY ST AND E 42ND AV;"{""type"": ""Point"", ""coordinates"": [-123.04592107315422, 49.23202048491809]}";Killarney
282;747;DUNDEE ST AND E 40TH AV;"{""type"": ""Point"", ""coordinates"": [-123.04737032792605, 49.23404452406902]}";Renfrew-Collingwood
082;794;LIME ST AND W 51ST AV;"{""type"": ""Point"", ""coordinates"": [-123.15775863010708, 49.22501243253232]}";Kerrisdale
083;790;BEECHWOOD ST AND W 49TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15640006862404, 49.22717437640483]}";Kerrisdale
090;769;WEST BOULEVARD AND W 48TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15562206995534, 49.228108011199886]}";Kerrisdale
090;758;W 45TH AV AND WEST BOULEVARD;"{""type"": ""Point"", ""coordinates"": [-123.15569727667676, 49.23086010020989]}";Kerrisdale
090;761;W 46TH AV AND WEST BOULEVARD;"{""type"": ""Point"", ""coordinates"": [-123.1557319151018, 49.229884796363145]}";Kerrisdale
087;842;W 75TH AV AND ARBUTUS ST;"{""type"": ""Point"", ""coordinates"": [-123.15549832756126, 49.21102660469358]}";Kerrisdale
190;710;E KING EDWARD AV AND MAIN ST;"{""type"": ""Point"", ""coordinates"": [-123.10103718539578, 49.24877829412878]}";Riley Park
187;710;E KING EDWARD AV AND QUEBEC ST;"{""type"": ""Point"", ""coordinates"": [-123.10319641738607, 49.24881502911673]}";Riley Park
179;712;COLUMBIA ST AND W 26TH AV;"{""type"": ""Point"", ""coordinates"": [-123.11008995186266, 49.24784499794421]}";Riley Park
190;714;MAIN ST AND E 27TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10117199436546, 49.24722533856224]}";Riley Park
184;714;E 27TH AV AND ONTARIO ST;"{""type"": ""Point"", ""coordinates"": [-123.10505097144139, 49.2473109923201]}";Riley Park
108;611;BEACH AV AND CHILCO ST;"{""type"": ""Point"", ""coordinates"": [-123.14427521387252, 49.289482414538746]}";West End
109;611;MORTON AV AND GILFORD ST;"{""type"": ""Point"", ""coordinates"": [-123.14289931275897, 49.2885911558701]}";West End
210;710;E KING EDWARD AV AND FRASER ST;"{""type"": ""Point"", ""coordinates"": [-123.09015711092384, 49.248642653619356]}";Riley Park
117;617;JERVIS ST AND BEACH AV;"{""type"": ""Point"", ""coordinates"": [-123.13812011992879, 49.28068967786794]}";West End
116;615;HARWOOD ST AND BROUGHTON ST;"{""type"": ""Point"", ""coordinates"": [-123.13843309072641, 49.282283914814265]}";West End
118;612;DAVIE ST AND BUTE ST;"{""type"": ""Point"", ""coordinates"": [-123.13335929648339, 49.2817831655015]}";West End
114;605;BARCLAY ST AND CARDERO ST;"{""type"": ""Point"", ""coordinates"": [-123.13441627376999, 49.28803507995122]}";West End
114;606;NELSON ST AND CARDERO ST;"{""type"": ""Point"", ""coordinates"": [-123.13547768576935, 49.287330777958104]}";West End
116;607;COMOX ST AND BROUGHTON ST;"{""type"": ""Point"", ""coordinates"": [-123.13418055356176, 49.2850984034492]}";West End
115;607;NICOLA ST AND COMOX ST;"{""type"": ""Point"", ""coordinates"": [-123.13535946101509, 49.285861969027984]}";West End
114;607;COMOX ST AND CARDERO ST;"{""type"": ""Point"", ""coordinates"": [-123.13653971357948, 49.28662637544083]}";West End
113;607;COMOX ST AND BIDWELL ST;"{""type"": ""Point"", ""coordinates"": [-123.13811172589104, 49.287643849002414]}";West End
236;711;E 26TH AV AND FLEMING ST;"{""type"": ""Point"", ""coordinates"": [-123.07203632291608, 49.2478122236222]}";Kensington-Cedar Cottage
239;770;WELWYN ST AND KINGSWAY;"{""type"": ""Point"", ""coordinates"": [-123.0699190231887, 49.24737560963685]}";Kensington-Cedar Cottage
242;770;MILLER ST AND KINGSWAY;"{""type"": ""Point"", ""coordinates"": [-123.06899381062782, 49.24694565414202]}";Kensington-Cedar Cottage
092;792;MAPLE ST AND W 50TH AV;"{""type"": ""Point"", ""coordinates"": [-123.1523583748582, 49.22580873723183]}";Kerrisdale
237;750;ARGYLE ST AND E 41ST AV;"{""type"": ""Point"", ""coordinates"": [-123.07151370727904, 49.2326514738479]}";Kensington-Cedar Cottage
239;750;E 41ST AV AND BRUCE ST;"{""type"": ""Point"", ""coordinates"": [-123.07012182626309, 49.23263531708274]}";Kensington-Cedar Cottage
237;805;E 55TH AV AND ARGYLE ST;"{""type"": ""Point"", ""coordinates"": [-123.0719786649184, 49.21995789731713]}";Victoria-Fraserview
230;804;KNIGHT ST AND E 54TH AV;"{""type"": ""Point"", ""coordinates"": [-123.07747508629541, 49.22043938474189]}";Sunset
233;804;E 54TH AV AND DUMFRIES ST;"{""type"": ""Point"", ""coordinates"": [-123.0747244027465, 49.22040723071889]}";Victoria-Fraserview
216;810;WINDSOR ST AND E 57TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0854452480715, 49.21821423421042]}";Sunset
280;728;WARD ST AND EARLES ST;"{""type"": ""Point"", ""coordinates"": [-123.04746893501918, 49.2390691473288]}";Renfrew-Collingwood
278;722;EUCLID AV AND RAVINE ST;"{""type"": ""Point"", ""coordinates"": [-123.04741066453913, 49.2420024201609]}";Renfrew-Collingwood
250;730;VICTORIA DRIVE AND E 33RD AV;"{""type"": ""Point"", ""coordinates"": [-123.06532998423789, 49.24002884637531]}";Kensington-Cedar Cottage
195;801;E 53RD AV AND SOPHIA ST;"{""type"": ""Point"", ""coordinates"": [-123.09970181516908, 49.221915104355084]}";Sunset
197;803;E 54TH AV AND PRINCE EDWARD ST;"{""type"": ""Point"", ""coordinates"": [-123.09764549919463, 49.22096868728244]}";Sunset
237;799;ARGYLE ST AND E 53RD AV;"{""type"": ""Point"", ""coordinates"": [-123.07190497036214, 49.22174282999371]}";Victoria-Fraserview
233;799;E 53RD AV AND DUMFRIES ST;"{""type"": ""Point"", ""coordinates"": [-123.07466882737012, 49.22176579550624]}";Victoria-Fraserview
231;799;E 53RD AV AND LANARK ST;"{""type"": ""Point"", ""coordinates"": [-123.0760461637313, 49.22178213192394]}";Victoria-Fraserview
253;641;E 6TH AV AND VICTORIA DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06582717508492, 49.26504596736027]}";Grandview-Woodland
275;646;E 7TH AV AND SLOCAN ST;"{""type"": ""Point"", ""coordinates"": [-123.04954919068668, 49.26387341136362]}";Hastings-Sunrise
274;646;E 7TH AV AND PENTICTON ST;"{""type"": ""Point"", ""coordinates"": [-123.05217422197147, 49.26387442365618]}";Hastings-Sunrise
267;646;GARDEN DRIVE AND E 7TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05812327052395, 49.26408639858407]}";Grandview-Woodland
267;648;GARDEN DRIVE AND E 8TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05813966442754, 49.263182516222486]}";Grandview-Woodland
270;634;NANAIMO ST AND E 4TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05659447787569, 49.26667790151932]}";Grandview-Woodland
270;703;VANNESS AV AND NANAIMO ST;"{""type"": ""Point"", ""coordinates"": [-123.05664235718098, 49.24843887667976]}";Kensington-Cedar Cottage
270;702;E 24TH AV AND NANAIMO ST;"{""type"": ""Point"", ""coordinates"": [-123.05663940871295, 49.24880422829783]}";Kensington-Cedar Cottage
259;648;LAKEWOOD DRIVE AND E 8TH AV;"{""type"": ""Point"", ""coordinates"": [-123.062008172512, 49.263210971598]}";Grandview-Woodland
289;633;E 3RD AV AND LILLOOET ST;"{""type"": ""Point"", ""coordinates"": [-123.03898373773504, 49.267567533434985]}";Hastings-Sunrise
255;634;E 4TH AV AND SEMLIN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.0638724354713, 49.2668413821861]}";Grandview-Woodland
115;612;DAVIE ST AND NICOLA ST;"{""type"": ""Point"", ""coordinates"": [-123.13748569978335, 49.28445467351947]}";West End
114;612;DAVIE ST AND CARDERO ST;"{""type"": ""Point"", ""coordinates"": [-123.13866468274966, 49.28521772863979]}";West End
110;612;DENMAN ST AND DAVIE ST;"{""type"": ""Point"", ""coordinates"": [-123.14180961146721, 49.28725362123856]}";West End
111;617;BEACH AV AND BURNABY ST;"{""type"": ""Point"", ""coordinates"": [-123.1424904839131, 49.28630253374148]}";West End
114;613;CARDERO ST AND BURNABY ST;"{""type"": ""Point"", ""coordinates"": [-123.1397280264619, 49.28451476116737]}";West End
116;613;BROUGHTON ST AND BURNABY ST;"{""type"": ""Point"", ""coordinates"": [-123.13736995860722, 49.28298808474954]}";West End
118;617;BUTE ST AND BEACH AV;"{""type"": ""Point"", ""coordinates"": [-123.13713715738572, 49.279279171778526]}";West End
110;602;DENMAN ST AND ROBSON ST;"{""type"": ""Point"", ""coordinates"": [-123.13543422932307, 49.29147655747112]}";West End
109;602;ROBSON ST AND GILFORD ST;"{""type"": ""Point"", ""coordinates"": [-123.13700698070001, 49.292494853941974]}";West End
108;603;HARO ST AND CHILCO ST;"{""type"": ""Point"", ""coordinates"": [-123.13944591967969, 49.29268085298061]}";West End
110;603;DENMAN ST AND HARO ST;"{""type"": ""Point"", ""coordinates"": [-123.13649607420271, 49.290773082606236]}";West End
110;605;DENMAN ST AND BARCLAY ST;"{""type"": ""Point"", ""coordinates"": [-123.13755898794358, 49.290069209824395]}";West End
109;605;GILFORD ST AND BARCLAY ST;"{""type"": ""Point"", ""coordinates"": [-123.13913161323356, 49.29108705500494]}";West End
108;607;COMOX ST AND CHILCO ST;"{""type"": ""Point"", ""coordinates"": [-123.14263284801422, 49.290569198516934]}";West End
119;616;PACIFIC ST AND THURLOW ST;"{""type"": ""Point"", ""coordinates"": [-123.13438712967454, 49.27827284639191]}";West End
081;750;YEW ST AND W 41ST AV;"{""type"": ""Point"", ""coordinates"": [-123.15852077045902, 49.23462143195551]}";Arbutus-Ridge
074;750;ELM ST AND W 41ST AV;"{""type"": ""Point"", ""coordinates"": [-123.16415761640508, 49.23470793773571]}";Arbutus-Ridge
081;755;W 43RD AV AND YEW ST;"{""type"": ""Point"", ""coordinates"": [-123.15858865051449, 49.23276584244977]}";Kerrisdale
079;755;VINE ST AND W 43RD AV;"{""type"": ""Point"", ""coordinates"": [-123.15999736386895, 49.23278624418955]}";Kerrisdale
077;755;W 43RD AV AND LARCH ST;"{""type"": ""Point"", ""coordinates"": [-123.16281331830508, 49.23282939094817]}";Kerrisdale
081;747;YEW ST AND W 40TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15848568780135, 49.235596259714086]}";Arbutus-Ridge
079;739;W 37TH AV AND VINE ST;"{""type"": ""Point"", ""coordinates"": [-123.15979244783176, 49.23836443003954]}";Arbutus-Ridge
095;624;OGDEN AV AND MAPLE ST;"{""type"": ""Point"", ""coordinates"": [-123.15002263762133, 49.277232128712114]}";Kitsilano
097;624;OGDEN AV AND CYPRESS ST;"{""type"": ""Point"", ""coordinates"": [-123.14763905916853, 49.27681667077151]}";Kitsilano
122;747;W 40TH AV AND MARGUERITE ST;"{""type"": ""Point"", ""coordinates"": [-123.1446768718824, 49.23570550952825]}";Shaughnessy
186;580;COLUMBIA ST AND POWELL ST;"{""type"": ""Point"", ""coordinates"": [-123.10217530763772, 49.28323850594199]}";Downtown
091;755;EAST BOULEVARD AND W 43RD AV;"{""type"": ""Point"", ""coordinates"": [-123.15507725224482, 49.232711213869514]}";Kerrisdale
087;724;W 32ND AV AND YEW ST;"{""type"": ""Point"", ""coordinates"": [-123.15490206207824, 49.24303839930815]}";Arbutus-Ridge
095;712;MAPLE CRESCENT AND CYPRESS CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.15013041571598, 49.24791559231643]}";Shaughnessy
157;589;W CORDOVA ST AND CAMBIE ST;"{""type"": ""Point"", ""coordinates"": [-123.10911899996232, 49.283518725786074]}";Downtown
157;580;CAMBIE ST AND WATER ST;"{""type"": ""Point"", ""coordinates"": [-123.10877737817347, 49.28431923160268]}";Downtown
186;579;COLUMBIA ST AND ALEXANDER ST;"{""type"": ""Point"", ""coordinates"": [-123.1021512565094, 49.283769944135976]}";Downtown
093;722;W 30TH AV AND VALLEY DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.15237008334225, 49.24475100586297]}";Arbutus-Ridge
095;722;MAPLE CRESCENT AND W 30TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14769541924191, 49.24464925074467]}";Shaughnessy
120;722;PINE CRESCENT AND W 30TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14702896164908, 49.2446392076077]}";Shaughnessy
097;735;CYPRESS ST AND W 35TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14872947351677, 49.23998379250507]}";Shaughnessy
092;730;W 33RD AV AND ASPEN AV;"{""type"": ""Point"", ""coordinates"": [-123.15054997441482, 49.242049467919685]}";Arbutus-Ridge
091;730;W 33RD AV AND QUILCHENA PLACE;"{""type"": ""Point"", ""coordinates"": [-123.15224189554218, 49.24207869806114]}";Arbutus-Ridge
120;733;PINE CRESCENT AND W 34TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14691405772899, 49.24079470693869]}";Shaughnessy
097;732;QUILCHENA CRESCENT AND CYPRESS ST;"{""type"": ""Point"", ""coordinates"": [-123.14899611198025, 49.241484998011884]}";Arbutus-Ridge
092;733;QUILCHENA CRESCENT AND LINDEN ROAD;"{""type"": ""Point"", ""coordinates"": [-123.15197298050312, 49.24122080702289]}";Arbutus-Ridge
090;722;VALLEY DRIVE AND ARBUTUS ST;"{""type"": ""Point"", ""coordinates"": [-123.15334346308028, 49.245203194893016]}";Arbutus-Ridge
087;722;YEW ST AND VALLEY DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.15480197500517, 49.24571974423542]}";Arbutus-Ridge
219;598;UNION ST AND RAYMUR AV;"{""type"": ""Point"", ""coordinates"": [-123.08258154355492, 49.27735831605275]}";Strathcona
222;598;GLEN DRIVE AND UNION ST;"{""type"": ""Point"", ""coordinates"": [-123.08136244874255, 49.27733747551476]}";Strathcona
135;810;W 57TH AV AND CARTIER ST;"{""type"": ""Point"", ""coordinates"": [-123.13775059424871, 49.21932113292922]}";Oakridge
124;811;W 58TH AV AND ADERA ST;"{""type"": ""Point"", ""coordinates"": [-123.14382890446558, 49.218528166969605]}";Marpole
130;803;GRANVILLE ST AND W 55TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14008914154371, 49.220802487054634]}";Oakridge
135;803;CARTIER ST AND W 55TH AV;"{""type"": ""Point"", ""coordinates"": [-123.137692461605, 49.220768155297286]}";Oakridge
162;802;TISDALL ST AND W 54TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12060935425295, 49.22175923029878]}";Oakridge
156;802;HEATHER ST AND W 54TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12374886117878, 49.22147431266537]}";Oakridge
095;648;MAPLE ST AND W 8TH AV;"{""type"": ""Point"", ""coordinates"": [-123.1504952128732, 49.26470100719729]}";Kitsilano
097;650;W BROADWAY AND CYPRESS ST;"{""type"": ""Point"", ""coordinates"": [-123.1481299479355, 49.263751750213984]}";Kitsilano
097;648;W 8TH AV AND CYPRESS ST;"{""type"": ""Point"", ""coordinates"": [-123.14809506863362, 49.26466268558664]}";Kitsilano
170;811;W 58TH AV AND CAMBIE ST;"{""type"": ""Point"", ""coordinates"": [-123.11681946549334, 49.21783105657691]}";Marpole
165;814;ASH ST AND W 60TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12005113402378, 49.21600995003996]}";Marpole
153;811;LAUREL ST AND W 58TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12609647908614, 49.21813318636413]}";Marpole
150;811;OAK ST AND W 58TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12881159934084, 49.218201846949114]}";Marpole
145;803;SELKIRK ST AND W 55TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13318483378238, 49.22044871100715]}";Oakridge
090;646;W 7TH AV AND ARBUTUS ST;"{""type"": ""Point"", ""coordinates"": [-123.15286214599351, 49.26557799092413]}";Kitsilano
090;640;W 4TH AV AND ARBUTUS ST;"{""type"": ""Point"", ""coordinates"": [-123.15276615583397, 49.268131091512664]}";Kitsilano
090;636;W 2ND AV AND ARBUTUS ST;"{""type"": ""Point"", ""coordinates"": [-123.15270033716067, 49.2698937699564]}";Kitsilano
095;625;MCNICOLL AV AND MAPLE ST;"{""type"": ""Point"", ""coordinates"": [-123.15006036883084, 49.27625509439141]}";Kitsilano
095;631;MAPLE ST AND YORK AV;"{""type"": ""Point"", ""coordinates"": [-123.15023586204117, 49.271619158119705]}";Kitsilano
095;638;MAPLE ST AND W 3RD AV;"{""type"": ""Point"", ""coordinates"": [-123.15033202670487, 49.268974372929236]}";Kitsilano
095;643;W 6TH AV AND MAPLE ST;"{""type"": ""Point"", ""coordinates"": [-123.15034840822493, 49.26637647433966]}";Kitsilano
095;646;MAPLE ST AND W 7TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15046344119955, 49.26553946473275]}";Kitsilano
267;634;E 4TH AV AND GARDEN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.05807389032498, 49.26679587705834]}";Grandview-Woodland
250;705;VICTORIA DRIVE AND E 27TH AV;"{""type"": ""Point"", ""coordinates"": [-123.065108346937, 49.24675801984797]}";Kensington-Cedar Cottage
263;705;E 27TH AV AND SIDNEY ST;"{""type"": ""Point"", ""coordinates"": [-123.06274996235356, 49.24674247680082]}";Kensington-Cedar Cottage
266;705;E 27TH AV AND GLADSTONE ST;"{""type"": ""Point"", ""coordinates"": [-123.06040996284226, 49.24673782319483]}";Kensington-Cedar Cottage
266;703;GLADSTONE ST AND E 24TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0604725133377, 49.24886932696191]}";Kensington-Cedar Cottage
