YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom
2015;West End Community Centre;https://vancouver.ca/parks-recreation-culture/west-end-community-centre.aspx;Community Space;Community Centre/Hall;870 Denman St, Vancouver, BC, V6G 2L8;West End;Vancouver Park Board/COV;50000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.136073777706, 49.289912961681]}"
2015;Wil Aballe Art Projects;http://www.waapart.com/;Museum/Gallery;Museum/Gallery;1356 Frances St, Vancouver, BC, V5L 1Y9;Grandview-Woodland;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0757838, 49.2794145]}"
2015;Wise Club Hall;www.wisehall.ca;Theatre/Performance;Performance Space;1882 Adanac St, Vancouver, BC, V5L 2E2;Grandview-Woodland;Non-Profit;2600;225;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0660915, 49.2772414]}"
2015;Woodward's Atrium;;Theatre/Performance;Performance Space;111 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.107579, 49.282541]}"
2014;15th Field Artillery Regiment Museum and Archives;www.memorybc.ca/museum-of-15th-field-artillery-regiment;Museum/Gallery;Museum/Gallery;2025 W 11th Av, Vancouver, BC, V6J 2C7;Kitsilano;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.151123, 49.261938]}"
2014;221A Artist Run Centre;www.221a.ca/;Museum/Gallery;Museum/Gallery;221 E Georgia St, Vancouver, BC, V6A 1Z6;Strathcona;Privately Owned;9000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.098796, 49.278786]}"
2014;2nd Beach field House;http://vancouver.ca/parks-recreation-culture/second-beach.aspx;Studio/Rehearsal;Artist Studio;Stanley Park Drive, Vancouver, BC, V6G 3E2;;Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.150402, 49.295416]}"
2014;Acme Studios;https://www.facebook.com/ACMEstudiobuilding;Studio/Rehearsal;Artist Studio;112 E Hastings St, Vancouver, BC, V6A 4J1;Downtown;Privately Owned;30000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.101791, 49.281101]}"
2014;Al Mozaico Flamenco Dance Academy;http://www.mozaicoflamenco.com/;Educational;Educational Institution;828 E Hastings St, Vancouver, BC, V6A 1R6;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0864434, 49.2810234]}"
2014;Anderson Street Space, The;www.bocadellupo.com/;Studio/Rehearsal;Rehearsal Studio;1405 Anderson St, Vancouver, BC, V6H 3R5;Fairview;Privately Owned;400;30;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134975, 49.271656]}"
2014;Art Beatus;www.artbeatus.com;Museum/Gallery;Museum/Gallery;808 Nelson St, Vancouver, BC, V6Z 2H2;Downtown;Privately Owned;3700;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1249139, 49.2800409]}"
2014;Art Club/Bard On Beach Production Centre Theatre;;Studio/Rehearsal;Workshop;162 W 1st Av, Vancouver, BC, V5Y 1A4;Mount Pleasant;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108535, 49.2702275]}"
2014;Art Works Gallery;http://artworksbc.com/;Museum/Gallery;Museum/Gallery;225 Smithe St, Vancouver, BC, V6B 4X7;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1165781, 49.2775077]}"
2014;Arts Club Theatre Revue Stage;http://www.artsclub.com;Theatre/Performance;Theatre;1601 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Government;6428;198;Yes;"{""type"": ""Point"", ""coordinates"": [-123.13467, 49.272235]}"
2014;Audain Gallery;https://www.sfu.ca/galleries/audain-gallery.html;Museum/Gallery;Museum/Gallery;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108715, 49.282395]}"
2014;Ayden Gallery;www.aydengallery.com;Museum/Gallery;Museum/Gallery;88 W Pender St, Vancouver, BC, V6B 6N9;Downtown;Privately Owned;4100;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1071802, 49.2809655]}"
2014;Back Gallery Project;http://www.backgalleryproject.com/;Museum/Gallery;Museum/Gallery;602 E Hastings St, Vancouver, BC, V6A 1R1;Strathcona;Privately Owned;900;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0913998, 49.2811369]}"
2014;Basic Inquiry;http://www.lifedrawing.org/index.html;Museum/Gallery;Museum/Gallery;1011 Main St, Vancouver, BC, V6A 4L4;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1000334, 49.2758184]}"
2014;Biltmore, The;www.biltmorecabaret.com;Café/Restaurant/Bar;Bar/Lounge/Cabaret;2755 Prince Edward St, Vancouver, BC, V5T 0A9;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0962422, 49.2603045]}"
2014;Bloedel Conservatory;http://vancouver.ca/parks-recreation-culture/bloedel-conservatory.aspx;Museum/Gallery;Garden/Aquarium/Science Centre;4600 Cambie St, Vancouver, BC, V5Y 2M5;Riley Park;Park Board/COV;19600;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.113759, 49.242077]}"
2014;Blue Wave Productions;www.bluewaveproductions.com/;Studio/Rehearsal;Film/Recording Studio;34 W 8th Av, Vancouver, BC, V5Y 1M7;Mount Pleasant;Privately Owned;3475;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.105751, 49.263547]}"
2014;Café Deux Soleils;www.cafedeuxsoleils.com/;Café/Restaurant/Bar;Café/Restaurant;2096 Commercial Dr, Vancouver, BC, V5N 4B2;Grandview-Woodland;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0693229, 49.2659754]}"
2014;Cambrian Hall;http://www.welshsociety.com/Lab5/;Community Space;Community Centre/Hall;215 E 17th Av, Vancouver, BC, V5V 1A6;Riley Park;Privately Owned;1584;129;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1005648, 49.2559391]}"
2014;Carousel Theatre for Young People;www.carouseltheatre.ca;Studio/Rehearsal;Rehearsal Studio;1411 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Government;1330;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.13523, 49.270336]}"
2014;Catriona Jeffries Gallery;www.catrionajeffries.com;Museum/Gallery;Museum/Gallery;274 E 1st Av, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0980394, 49.2687198]}"
2014;CBC Studio 700;http://www.cbc.ca/bc/communityspaces/studio700.html#igImgId_11630;Theatre/Performance;Performance Space;700 Hamilton, Vancouver, BC, V6B 2R5;Downtown;Government;2784;140;Yes;"{""type"": ""Point"", ""coordinates"": [-123.114496, 49.279079]}"
2014;Center for Digital Media;www.gnwc.ca;Educational;Educational Institution;555 Great Northern Way, Vancouver, BC, V5T 1E2;Strathcona;Government;51000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.089605, 49.267044]}"
2014;Centre A, Centre For Contemporary Asian Art;http://centrea.org;Museum/Gallery;Museum/Gallery;229 E Georgia St, Vancouver, BC, V6A 1Z6;Strathcona;Privately Owned;1500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.098671, 49.278676]}"
2014;Ceperley Meadow;;Community Space;Plaza/Park/Band Shell;, Vancouver, BC,;;City of Vancouver;5558;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.148518, 49.293772]}"
2014;Chapel Arts, The;www.chapelarts.com;Theatre/Performance;Performance Space;304 Dunlevy St, Vancouver, BC, V6A 3Y4;Strathcona;Privately Owned;2882;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0953265, 49.2821671]}"
2014;Charles H. Scott Gallery;www.chscott.ecuad.ca;Museum/Gallery;Museum/Gallery;1399 Johnston St, Vancouver, BC, V6H 2R9;Fairview;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.132876, 49.270485]}"
2014;Circle Craft Co-Operative Shop & Gallery;www.circlecraft.net/;Museum/Gallery;Museum/Gallery;1666 Johnston St, Vancouver, BC, V6H 3S2;Fairview;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.135541, 49.272369]}"
2014;City of Vancouver Artist Studio;https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx;Studio/Rehearsal;Artist Studio w/Residence;1202 E Pender St, Vancouver, BC, V6A 1W8;Strathcona;City of Vancouver;1446;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0789337, 49.2802238]}"
2014;Clayzone Ceramics Gallery;www.clayzoneceramics.com;Educational;Educational Institution;661 E 15th Av, Vancouver, BC,;Mount Pleasant;Privately Owned;750;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.08964, 49.2571788]}"
2014;Commodore Ballroom;http://www.commodoreballroom.ca;Café/Restaurant/Bar;Bar/Lounge/Cabaret;868 Granville St, Vancouver, BC, V6Z 1K3;Downtown;Privately Owned;4205;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1208909, 49.2806189]}"
2014;Creekside Park;;Community Space;Plaza/Park/Band Shell;1455 Quebec St, Vancouver, BC, V6A 3Z7;Downtown;City of Vancouver;177518;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.10319, 49.274159]}"
2014;Croatian Cultural Centre;www.croatiancentre.com;Community Space;Community Centre/Hall;3250 Commercial Dr, Vancouver, BC, V5N 4E4;Kensington-Cedar Cottage;Non-Profit;16543;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.06845, 49.255421]}"
2014;Crystal Ballroom;www.crystalballrom.ca;Educational;Educational Institution;768 Sw Marine Dr, Vancouver, BC, V6P 5Y7;Marpole;Privately Owned;5000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1230434, 49.207191]}"
2014;David Lam Park;;Community Space;Plaza/Park/Band Shell;1300 Pacific Blvd, Vancouver, BC, V6Z 2V1;Downtown;City of Vancouver;467154;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1241736, 49.2724252]}"
2014;Douglas Reynolds Gallery;www.douglasreynoldsgallery.com;Museum/Gallery;Museum/Gallery;2335 Granville St, Vancouver, BC, V6H 3G4;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1385998, 49.2648423]}"
2014;Earl Kraul & Grant Strate Studio, The;www.thedancecentre.ca;Studio/Rehearsal;Rehearsal Studio;677 Davie St, Vancouver, BC, V6B 2G6;Downtown;Privately Owned;28166;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.125738, 49.277084]}"
2014;Edge, The;;Studio/Rehearsal;Artist Studio w/Residence;289 Alexander St, Vancouver, BC, V6A 4H6;Strathcona;Privately Owned;690;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.09843, 49.2844308]}"
2014;Elissa Cristall Galleries;http://cristallgallery.com;Museum/Gallery;Museum/Gallery;2239 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1385822, 49.2655257]}"
2014;Emily Carr Institute of Art + Design;www.ecuad.ca;Educational;Educational Institution;1399 Johnston St, Vancouver, BC, V6H 2R9;Fairview;Government;198692;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.132857, 49.270461]}"
2014;Emily Carr Institute of Art + Design;;Educational;Educational Institution;1535 W 3rd Av, Vancouver, BC, V6J 1J8;Fairview;;8070;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1396911, 49.2690422]}"
2014;Equinox Gallery;www.equinoxgallery.com;Museum/Gallery;Museum/Gallery;525 Great Northern Way, Vancouver, BC, V5T 1E1;Strathcona;Privately Owned;14000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.09226, 49.267609]}"
2014;Faris Family Studio, The;;Theatre/Performance;Theatre;677 Davie St, Vancouver, BC, V6B 2G6;Downtown;Non-Profit;2944;154;Yes;"{""type"": ""Point"", ""coordinates"": [-123.125711, 49.277065]}"
2014;Forge and Form;www.forgeandform.com;Studio/Rehearsal;Artist Studio;1334 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1343033, 49.2698934]}"
2014;Fox Cabaret;http://www.foxcabaret.com/;Café/Restaurant/Bar;Bar/Lounge/Cabaret;2321 Main St, Vancouver, BC, V5T 3C9;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1014108, 49.2642396]}"
2014;Gallery 295;http://gallery295.com/295/;Museum/Gallery;Museum/Gallery;295 E 2nd Ave, Vancouver, BC, V5T 1B8;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0981191, 49.2680645]}"
2014;Gallery Gachet;www.gachet.org;Museum/Gallery;Museum/Gallery;88 E Cordova St, Vancouver, BC, V6A 1K2;Downtown;Privately Owned;2600;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.102645, 49.2821]}"
2014;Gallery Jones;www.galleryjones.com;Museum/Gallery;Museum/Gallery;1725 W 3rd Av, Vancouver, BC, V6J 1K7;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1438197, 49.2689012]}"
2014;Goh Ballet Academy;www.gohballet.com;Educational;Educational Institution;2345 Main St, Vancouver, BC, V5T 3C9;Mount Pleasant;Privately Owned;12000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.101297, 49.263875]}"
2014;Granville Street/ Entertainment District;;Community Space;Plaza/Park/Band Shell;, Vancouver, BC,;Downtown;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.11966, 49.281457]}"
2014;Hastings Mill Store Museum;www.hastings-mill-museum.ca;Museum/Gallery;Museum/Gallery;1575 Alma St, Vancouver, BC, V6R 3P3;West Point Grey;City of Vancouver;2000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.185988, 49.272817]}"
2014;Haywood Bandstand;;Community Space;Plaza/Park/Band Shell;1755 Beach Av, Vancouver, BC,;West End;Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.141944, 49.285278]}"
2014;Holy Trinity Ukrainian Orthodox Cathedral;http://uocvancouver.com/;Community Space;Place of Worship;154 E 10th Av, Vancouver, BC, V5T 1Z4;Mount Pleasant;Other;;250;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1021053, 49.2617605]}"
2014;Inuit Gallery of Vancouver;www.inuit.com;Museum/Gallery;Museum/Gallery;206 Cambie St, Vancouver, BC, V6B 2M9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1088083, 49.2842455]}"
2014;James Tan Gallery;http://www.jamestan.com/home.htm;Museum/Gallery;Museum/Gallery;437 Columbia St, Vancouver, BC, V6A 2R9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1023067, 49.2810853]}"
2014;Jennifer Kostuik Gallery;www.kostuikgallery.com;Museum/Gallery;Museum/Gallery;1070 Homer St, Vancouver, BC, V6B 2W9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1211143, 49.2766268]}"
2014;Jericho Arts Centre;www.jerichoartscentre.com;Theatre/Performance;Theatre;1675 Discovery St, Vancouver, BC, V6R 2K5;West Point Grey;Park Board/COV;5000;135;Yes;"{""type"": ""Point"", ""coordinates"": [-123.202893, 49.272369]}"
2014;Jewish Community Centre;www.jewishmuseum.ca;Community Space;Community Centre/Hall;950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Non-Profit;14000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.125991, 49.233444]}"
2014;Karen Flamenco Dance Soc.;http://karenflamenco.com;Studio/Rehearsal;Rehearsal Studio;60 W 7th Av, Vancouver, BC, V5Y 1L6;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.106533, 49.2644359]}"
2014;Kitsilano War Memorial Community Centre;http://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx;Community Space;Community Centre/Hall;2690 Larch St, Vancouver, BC, V6K 4K9;Kitsilano;Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.160105613733, 49.2620553391672]}"
2014;La Maison De La Francophonie De Vancouver;www.lamaison.bc.ca;Community Space;Community Centre/Hall;1555 W 7th Av, Vancouver, BC, V6J 1S1;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.14003, 49.26567]}"
2014;Landing Dance Centre, The;www.thelandingdance.com;Educational;Educational Institution;270 Sw Marine Dr, Vancouver, BC, V5X 2R5;Marpole;Privately Owned;5470;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1125632, 49.2113805]}"
2014;Lobby Gallery;http://www.ligi.ubc.ca/LobbyGallery.htm;Museum/Gallery;Museum/Gallery;6476 NW Marine Dr, Vancouver, BC,;;Other;200;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.259146, 49.267681]}"
2014;Maclean Field House;http://vancouver.ca/parks-recreation-culture/urban-weavers-artists-and-scientist.aspx;Studio/Rehearsal;Artist Studio;710 Keefer St, Vancouver, BC, V6A 1Y5;Strathcona;Park Board/COV;500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0884454, 49.2788158]}"
2014;Malaspina Printmakers Gallery;www.malaspinaprintmakers.com;Museum/Gallery;Museum/Gallery;1555 Duranleau St, Vancouver, BC, V6H 3S3;Fairview;Government;2500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.135784, 49.271369]}"
2014;Marion Scott Gallery;www.marionscottgallery.com;Museum/Gallery;Museum/Gallery;2423 Granville St, Vancouver, BC, V6H 3G5;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1386272, 49.264079]}"
2014;Mascall Dance;www.mascalldance.ca;Studio/Rehearsal;Rehearsal Studio;1130 Jervis St, Vancouver, BC, V6E 2C7;West End;Privately Owned;2500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134145, 49.283306]}"
2014;Media Club, The;www.themediaclub.ca;Café/Restaurant/Bar;Bar/Lounge/Cabaret;695 Cambie St, Vancouver, BC, V6B 2P1;Downtown;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1131599, 49.2794398]}"
2014;Memorial South Park Field House;http://vancouver.ca/parks-recreation-culture/memorial-south-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;5955 Ross St, Vancouver, BC, V5W 1T7;Sunset;Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.082685, 49.2303947]}"
2014;Metro Theatre;www.metrotheatre.org;Theatre/Performance;Theatre;1370 Sw Marine Dr, Vancouver, BC, V6P 5Z9;Marpole;Privately Owned;;308;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1375815, 49.20363]}"
2014;Moberly Arts and Culture Centre;www.mysunset.net;Community Space;Community Centre/Hall;7646 Prince Albert St, Vancouver, BC, V5X 3Z4;Sunset;Park Board/COV;2264;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.087343, 49.215192]}"
2014;Morris and Helen Belkin Art Gallery;http://www.belkin.ubc.ca/;Museum/Gallery;Museum/Gallery;1825 Main Mall, Vancouver, BC, V6T 1Z2;;Other;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.255944, 49.2683878]}"
2014;Mount Pleasant Community Centre;http://www.mountpleasantcc.ca/;Community Space;Community Centre/Hall;1 Kingsway, Vancouver, BC, V5T 3H7;Mount Pleasant;Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1000824, 49.2641411]}"
2014;Museum of Vancouver;www.museumofvancouver.ca;Museum/Gallery;Museum/Gallery;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;75000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.144897, 49.276365]}"
2014;Musqueam Cultural Education Resource Centre;http://www.musqueam.bc.ca/;Community Space;Community Centre/Hall;4000 Musqueam Av, Vancouver, BC, V6N 4C6;Dunbar-Southlands;Other;1300;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1989191, 49.2236866]}"
2014;Octopus Studios;;Studio/Rehearsal;Artist Studio;393 Powell St, Vancouver, BC, V6A 1G5;Strathcona;Privately Owned;3000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0957216, 49.2833651]}"
2014;Old Auditorium;http://www.music.ubc.ca/about-us/facilities/old-auditorium.html;Theatre/Performance;Theatre;6344 Memorial Rd, Vancouver, BC, V6T 1Z2;;Government;;530;Yes;"{""type"": ""Point"", ""coordinates"": [-123.255994, 49.266904]}"
2014;Our Town Café;;Café/Restaurant/Bar;Café/Restaurant;245 E Broadway, Vancouver, BC, V5T 1W4;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1001783, 49.2631703]}"
2014;Pandora Park  Fieldhouse;http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=57;Studio/Rehearsal;Artist Studio;2325 Franklin st, Vancouver, BC, V5L 1S1;Grandview-Woodland;Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0581806, 49.2825401]}"
2014;Pandora's Box Rehearsal Studios;http://www.pandorasboxstudios.com/;Studio/Rehearsal;Film/Recording Studio;1890 Pandora St, Vancouver, BC, V5L 1M5;Grandview-Woodland;Privately Owned;8300;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0656267, 49.2830062]}"
2014;Peretz Centre for Secular Jewish Culture;http://www.peretz-centre.org/index.html;Community Space;Community Centre/Hall;6184 Ash St, Vancouver, BC, V5Z 3G9;Oakridge;Non-Profit;8000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.117654, 49.229111]}"
2014;Performing Arts Lodge (PAL);http://www.palvancouver.org/?q=pal-theatre;Studio/Rehearsal;Artist Housing;581 Cardero St, Vancouver, BC, V6G 3L2;Downtown;Non-Profit;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.130114, 49.29119]}"
