description,currency,cost,unit,parent_key
Risperidone m-tab 3 mg odt,USD,11.29,tablet,DB00734
Risperdal 3 mg tablet,USD,11.45,tablet,DB00734
Risperdal m-tab 3 mg odt,USD,13.81,tablet,DB00734
Risperidone m-tab 4 mg odt,USD,15.16,tablet,DB00734
Risperdal 4 mg tablet,USD,16.47,tablet,DB00734
Risperdal m-tab 4 mg odt,USD,18.55,tablet,DB00734
Risperdal consta 12.5 mg syr,USD,148.22,syringe,DB00734
Risperidone 1 mg/ml Solution 30ml Bottle,USD,158.66,bottle,DB00734
Risperdal M-TAB 28 0.5 mg Dispersible Tablet Bottle,USD,167.82,bottle,DB00734
Risperdal M-TAB 28 1 mg Dispersible Tablet Box,USD,196.08,box,DB00734
Risperdal 1 mg/ml Solution 30ml Bottle,USD,204.42,bottle,DB00734
Risperdal consta 25 mg syr,USD,296.46,syringe,DB00734
Risperdal consta 37.5 mg syr,USD,444.68,syringe,DB00734
Risperdal consta 50 mg syr,USD,592.93,syringe,DB00734
Apo-Risperidone 0.25 mg Tablet,USD,0.27,tablet,DB00734
Co Risperidone 0.25 mg Tablet,USD,0.27,tablet,DB00734
Mylan-Risperidone 0.25 mg Tablet,USD,0.27,tablet,DB00734
Novo-Risperidone 0.25 mg Tablet,USD,0.27,tablet,DB00734
Phl-Risperidone 0.25 mg Tablet,USD,0.27,tablet,DB00734
Pms-Risperidone 0.25 mg Tablet,USD,0.27,tablet,DB00734
Ran-Risperidone 0.25 mg Tablet,USD,0.27,tablet,DB00734
Ratio-Risperidone 0.25 mg Tablet,USD,0.27,tablet,DB00734
Rbx-Risperidone 0.25 mg Tablet,USD,0.27,tablet,DB00734
Sandoz Risperidone 0.25 mg Tablet,USD,0.27,tablet,DB00734
Apo-Risperidone 0.5 mg Tablet,USD,0.46,tablet,DB00734
Co Risperidone 0.5 mg Tablet,USD,0.46,tablet,DB00734
Mylan-Risperidone 0.5 mg Tablet,USD,0.46,tablet,DB00734
Novo-Risperidone 0.5 mg Tablet,USD,0.46,tablet,DB00734
Phl-Risperidone 0.5 mg Tablet,USD,0.46,tablet,DB00734
Pms-Risperidone 0.5 mg Tablet,USD,0.46,tablet,DB00734
Ran-Risperidone 0.5 mg Tablet,USD,0.46,tablet,DB00734
Ratio-Risperidone 0.5 mg Tablet,USD,0.46,tablet,DB00734
Rbx-Risperidone 0.5 mg Tablet,USD,0.46,tablet,DB00734
Sandoz Risperidone 0.5 mg Tablet,USD,0.46,tablet,DB00734
Apo-Risperidone 1 mg Tablet,USD,0.63,tablet,DB00734
Co Risperidone 1 mg Tablet,USD,0.63,tablet,DB00734
Mylan-Risperidone 1 mg Tablet,USD,0.63,tablet,DB00734
Novo-Risperidone 1 mg Tablet,USD,0.63,tablet,DB00734
Phl-Risperidone 1 mg Tablet,USD,0.63,tablet,DB00734
Pms-Risperidone 1 mg Tablet,USD,0.63,tablet,DB00734
Ran-Risperidone 1 mg Tablet,USD,0.63,tablet,DB00734
Ratio-Risperidone 1 mg Tablet,USD,0.63,tablet,DB00734
Rbx-Risperidone 1 mg Tablet,USD,0.63,tablet,DB00734
Sandoz Risperidone 1 mg Tablet,USD,0.63,tablet,DB00734
Risperdal M-Tab 0.5 mg Disintegrating Tablet,USD,0.84,tablet,DB00734
Naftin 1% cream,USD,2.45,g,DB00735
Naftin pump 1% cream,USD,3.2,g,DB00735
Naftin 1% Cream 30 gm Tube,USD,101.62,tube,DB00735
Naftin 1% Gel 40 gm Tube,USD,147.0,tube,DB00735
Naftin 1% Cream 60 gm Tube,USD,183.77,tube,DB00735
Naftin 1% Gel 60 gm Tube,USD,208.5,tube,DB00735
Naftin 1% Cream 90 gm Tube,USD,248.26,tube,DB00735
Naftin 1% Gel 90 gm Tube,USD,290.08,tube,DB00735
Nexium 10 mg packet,USD,6.5,each,DB00736
Nexium 20 mg capsule,USD,6.5,capsule,DB00736
Nexium 20 mg packet,USD,6.5,each,DB00736
Nexium 40 mg capsule,USD,6.5,capsule,DB00736
Nexium 40 mg packet,USD,6.5,each,DB00736
NexIUM 20 mg Delayed Release Capsule,USD,6.76,capsule,DB00736
NexIUM 40 mg Delayed Release Capsule,USD,6.76,capsule,DB00736
Nexium i.v. 20 mg vial,USD,33.91,vial,DB00736
Nexium i.v. 40 mg vial,USD,33.91,vial,DB00736
Meclizine hcl powder,USD,1.04,g,DB00737
Antivert 25 mg tablet,USD,1.23,tablet,DB00737
Antivert 50 mg tablet,USD,2.12,tablet,DB00737
Meclizine HCl 100 25 mg tablet Box,USD,89.97,box,DB00737
Medi-meclizine 25 mg tablet,USD,0.06,tablet,DB00737
Meclizine 25 mg tablet,USD,0.07,tablet,DB00737
Dramamine 50 mg tablet,USD,0.28,tablet,DB00737
Bonamine 25 mg Chewable Tablet,USD,0.33,tablet,DB00737
Dramamine less drowsy tablet,USD,0.42,tablet,DB00737
Meclizine HCl 12.5 mg tablet,USD,0.43,tablet,DB00737
Sm motion sicknes 25 mg tablet,USD,0.5,tablet,DB00737
Meclizine 12.5 mg tablet,USD,0.62,tablet,DB00737
Meclizine HCl 25 mg tablet,USD,0.67,tablet,DB00737
Antivert 12.5 mg tablet,USD,0.82,tablet,DB00737
Vertin-32 tablet,USD,0.9,tablet,DB00737
Pentamidine 300 mg vial,USD,45.31,vial,DB00738
Pentam 300 vial,USD,94.8,vial,DB00738
Nebupent 300 mg inhal powder,USD,122.84,each,DB00738
Rilutek 50 mg tablet,USD,18.77,tablet,DB00740
Ala-scalp hp 2% lotion,USD,1.03,ml,DB00741
Procto-kit 1% cream,USD,1.08,g,DB00741
Westcort 0.2% cream,USD,1.17,g,DB00741
First hydrocort 10% gel,USD,1.18,g,DB00741
Hydrocortisone buty 0.1% cream,USD,1.31,g,DB00741
Hytone 2.5% cream,USD,1.46,g,DB00741
Hydrocortisone val 0.2% cream,USD,2.07,g,DB00741
Hydrocortisone Sod. Succinate 100 mg/vial,USD,2.1,vial,DB00741
Proctocream-hc 2.5% cream,USD,2.17,g,DB00741
A-hydrocort 100 mg vial,USD,2.42,each,DB00741
Proctofoam,USD,2.89,g,DB00741
Hydrocortisone acet powder,USD,3.15,g,DB00741
Anusol-hc 2.5% cream,USD,3.45,g,DB00741
Hydrocortisone ss 250 mg vial,USD,3.5,vial,DB00741
Hydrocortisone Sod. Succinate 250 mg/vial,USD,3.56,vial,DB00741
Locoid 0.1% cream,USD,3.92,g,DB00741
Solu-Cortef 100 mg/vial,USD,4.07,vial,DB00741
Locoid 0.1% lipocream,USD,4.3,g,DB00741
Pandel 0.1% cream,USD,4.34,g,DB00741
Proctocort 1% cream,USD,4.37,g,DB00741
Solu-cortef 100 mg vial,USD,4.63,vial,DB00741
Solu-cortef (pf) 100 mg vial,USD,4.85,vial,DB00741
Hydrocortisone powder,USD,5.19,g,DB00741
Hydrocortisone Sod. Succinate 500 mg/vial,USD,5.34,vial,DB00741
Cortamed 2.5 % Ointment,USD,5.67,g,DB00741
Hycort (100 mg/60Ml) 100 mg/enm Enema,USD,5.79,enema,DB00741
Cortifoam 10 % Foam,USD,6.14,g,DB00741
Proctofoam-hc foam,USD,6.77,g,DB00741
Cortenema (100 mg/60Ml) 100 mg/enm Enema,USD,6.96,enema,DB00741
Solu-Cortef 250 mg/vial,USD,7.05,vial,DB00741
Cortisporin ear suspension,USD,7.86,ml,DB00741
Cortisporin-tc ear susp,USD,8.3,ml,DB00741
Solu-cortef (pf) 250 mg vial,USD,8.58,vial,DB00741
Hydrocortisone Sod. Succinate 1 g/vial,USD,9.01,vial,DB00741
Cortifoam 10% aerosol,USD,9.35,g,DB00741
Hydrocortisone hemisucc powder,USD,9.9,g,DB00741
Solu-Cortef 500 mg/vial,USD,10.47,vial,DB00741
Hydrocortisone 0.5% Cream 28.35 gm Tube,USD,11.99,tube,DB00741
Hydrocortisone 1% Cream 15 gm Tube,USD,11.99,tube,DB00741
Hydrocortisone 1% Cream 28 gm Tube,USD,11.99,tube,DB00741
Hydrocortisone Acetate 1-1% Ointment 30 gm Tube,USD,11.99,tube,DB00741
Hydrocortisone 100 mg/60ml Enema 60ml Bottle,USD,12.6,bottle,DB00741
Colocort 100 mg/60ml Enema 60ml Bottle,USD,13.15,bottle,DB00741
Hydrocortisone 2.5% Cream 30 gm Tube,USD,13.67,tube,DB00741
Hydrocortisone 2.5% Ointment 28.35 gm Tube,USD,13.68,tube,DB00741
Hydrocortisone Acetate 12 25 mg Suppository Box,USD,15.01,box,DB00741
Hydrocortisone 1% Lotion 118ml Bottle,USD,15.99,bottle,DB00741
Solu-Cortef 1 g/vial,USD,17.55,vial,DB00741
Cortisporin eye drops,USD,19.74,ml,DB00741
Hydrocortisone Valerate 0.2% Cream 15 gm Tube,USD,19.99,tube,DB00741
Westcort 0.2% Cream 15 gm Tube,USD,25.99,tube,DB00741
Hydrocortisone Valerate 0.2% Ointment 15 gm Tube,USD,30.56,tube,DB00741
Ala Scalp 2% Lotion 29.6ml Bottle,USD,30.99,bottle,DB00741
Hydrocortisone Valerate 0.2% Cream 45 gm Tube,USD,33.99,tube,DB00741
Hydrocortisone Valerate 0.2% Cream 60 gm Tube,USD,44.99,tube,DB00741
Westcort 0.2% Ointment 45 gm Tube,USD,46.97,tube,DB00741
Hydrocortisone 2.5% Lotion 59ml Bottle,USD,47.47,bottle,DB00741
Hydrocortisone Valerate 0.2% Ointment 45 gm Tube,USD,48.73,tube,DB00741
Hydrocortisone Butyrate 0.1% Cream 45 gm Tube,USD,49.43,tube,DB00741
Westcort 0.2% Ointment 15 gm Tube,USD,50.99,tube,DB00741
Cortisporin 0.5-0.5-10000 Cream 7.5 gm Tube,USD,54.37,tube,DB00741
Westcort 0.2% Ointment 60 gm Tube,USD,55.0,tube,DB00741
Hydrocortisone 2.5% Lotion 59 gm Bottle,USD,55.61,bottle,DB00741
Hydrocortisone Valerate 0.2% Ointment 60 gm Tube,USD,56.74,tube,DB00741
Locoid 0.1% Ointment 15 gm Tube,USD,62.04,tube,DB00741
Hydrocortisone Ace-Pramoxine 2.5-1% Cream 28.35 gm Tube,USD,64.75,tube,DB00741
Locoid 0.1% Cream 15 gm Tube,USD,67.49,tube,DB00741
Cortisporin 1% Ointment 15 gm Tube,USD,75.09,tube,DB00741
Locoid 0.1% Solution 20ml Bottle,USD,79.28,bottle,DB00741
Cortisporin 3.5-10000-1 Suspension 10ml Bottle,USD,79.55,bottle,DB00741
Proctofoam HC 1-1% Foam 10 gm Can,USD,81.9,can,DB00741
Cortisporin 3.5-10000-1 Solution 10ml Bottle,USD,84.33,bottle,DB00741
Locoid Lipocream 0.1% Cream 15 gm Tube,USD,85.41,tube,DB00741
Texacort 2.5% Solution 30ml Bottle,USD,85.41,bottle,DB00741
Anusol-HC 2.5% Cream 30 gm Tube,USD,106.45,tube,DB00741
Proctocort 1% Cream 28.35 gm Tube,USD,127.51,tube,DB00741
Pandel 0.1% Cream 15 gm Tube,USD,138.56,tube,DB00741
Pandel 0.1% Cream 45 gm Tube,USD,161.37,tube,DB00741
Locoid 0.1% Ointment 45 gm Tube,USD,174.86,tube,DB00741
Locoid 0.1% Cream 45 gm Tube,USD,183.83,tube,DB00741
Locoid Lipocream 0.1% Cream 45 gm Tube,USD,200.98,tube,DB00741
Locoid 0.1% Solution 60ml Bottle,USD,233.15,bottle,DB00741
Cortifoam 90 mg Foam 15 gm Can,USD,239.99,can,DB00741
Locoid Lipocream 0.1% Cream 60 gm Tube,USD,335.36,tube,DB00741
Cortoderm Regular 1 % Ointment,USD,0.04,g,DB00741
Hyderm 1 % Cream,USD,0.04,g,DB00741
Uniderm moisturizer,USD,0.05,ml,DB00741
Hydrocortisone 0.5% cream,USD,0.08,g,DB00741
Hydrocortisone 1% cream,USD,0.08,g,DB00741
Cortaid 1% spray,USD,0.1,ml,DB00741
Sarna Hc 1 % Lotion,USD,0.1,g,DB00741
Aquanil hc 1% lotion,USD,0.12,ml,DB00741
Hydrocortisone plus 12 1% crm,USD,0.12,g,DB00741
Scalpicin 3% liquid,USD,0.12,ml,DB00741
Slender cortisol capsule,USD,0.12,capsule,DB00741
Hydroval 0.2 % Cream,USD,0.13,g,DB00741
Hydroval 0.2 % Ointment,USD,0.13,g,DB00741
Beta hc 1% lotion,USD,0.14,ml,DB00741
Cortizone-10 1% spray,USD,0.14,ml,DB00741
Cortoderm Mild 0.5 % Ointment,USD,0.15,g,DB00741
Hytone 1% cream,USD,0.17,g,DB00741
Balneol lotion,USD,0.18,ml,DB00741
Emo-Cort 1 % Lotion,USD,0.18,g,DB00741
Lanacort 1% cool creme,USD,0.18,g,DB00741
Hyderm 0.5 % Cream,USD,0.18,g,DB00741
Emo-Cort 1 % Cream,USD,0.19,g,DB00741
Sarna Hc 2.5 % Lotion,USD,0.2,g,DB00741
Colocort 100 mg enema,USD,0.21,ml,DB00741
Cortenema 100 mg enema,USD,0.21,ml,DB00741
Emo-Cort Scalp 2.5 % Lotion,USD,0.22,g,DB00741
Emo-Cort 2.5 % Lotion,USD,0.23,g,DB00741
Preparation h 1% cream,USD,0.24,g,DB00741
Tucks hydrocortisone ointment,USD,0.24,g,DB00741
Emo-Cort 2.5 % Cream,USD,0.26,g,DB00741
Prevex Hc 1 % Occlusive Cream,USD,0.3,g,DB00741
Hydrocortisone 20 mg tablet,USD,0.32,tablet,DB00741
Corticaine 0.5% cream,USD,0.37,g,DB00741
Hydrocortisone 5 mg tablet,USD,0.38,tablet,DB00741
Ala-cort 1% cream,USD,0.43,g,DB00741
Cortef 5 mg tablet,USD,0.45,tablet,DB00741
Hydrocortisone 10 mg tablet,USD,0.52,tablet,DB00741
Hydrocortisone 2.5% cream,USD,0.53,g,DB00741
Cortef 10 mg tablet,USD,0.55,tablet,DB00741
Orabase-b 20% gel,USD,0.55,g,DB00741
Hydrocortisone 2.5% lotion,USD,0.6,ml,DB00741
Orabase plain paste,USD,0.77,g,DB00741
Proctozone-hc 2.5% cream,USD,0.83,g,DB00741
Proctosol-hc 2.5% cream,USD,0.89,g,DB00741
Cortef 20 mg tablet,USD,0.9,tablet,DB00741
Resectisol 5% solution,USD,0.01,ml,DB00742
Mannitol 10% iv solution,USD,0.02,ml,DB00742
Mannitol 5% iv solution,USD,0.02,ml,DB00742
Mannitol 25% vial,USD,0.03,ml,DB00742
Osmitrol 5% iv solution,USD,0.03,ml,DB00742
Mannitol 15% iv solution,USD,0.04,ml,DB00742
Mannitol 20% iv solution,USD,0.04,ml,DB00742
Mannitol powder,USD,0.05,g,DB00742
Osmitrol 10% iv solution,USD,0.07,ml,DB00742
Osmitrol 15% iv solution,USD,0.07,ml,DB00742
Osmitrol 20% iv solution,USD,0.15,ml,DB00742
Multihance 529 mg/ml vial,USD,6.87,ml,DB00743
Zyflo 600 mg filmtab,USD,5.99,tablet,DB00744
Zyflo cr 600 mg tablet,USD,5.99,tablet,DB00744
Zyflo CR 600 mg 12 Hour tablet,USD,6.23,tablet,DB00744
Zyflo 600 mg tablet,USD,6.49,tablet,DB00744
Provigil 100 mg tablet,USD,13.58,tablet,DB00745
Provigil 200 mg tablet,USD,15.33,tablet,DB00745
Desferrioxamine Mesilate 500 mg/vial,USD,8.44,vial,DB00746
Pms-Deferoxamine 500 mg/vial,USD,8.44,vial,DB00746
Desferal 500 mg/vial,USD,15.07,vial,DB00746
Desferal 500 mg Solution Vial,USD,23.92,vial,DB00746
Desferrioxamine Mesilate 2 g/vial,USD,33.89,vial,DB00746
Pms-Deferoxamine 2 g/vial,USD,33.89,vial,DB00746
Deferoxamine 2 gram vial,USD,46.25,vial,DB00746
Desferal 2 g/vial,USD,60.52,vial,DB00746
Desferal 2 gram vial,USD,113.94,vial,DB00746
Methscopolamine brom 2.5 mg tablet,USD,1.61,tablet,DB00747
Methscopolamine Bromide 2.5 mg tablet,USD,1.67,tablet,DB00747
Methscopolamine brom 5 mg tablet,USD,2.09,tablet,DB00747
Methscopolamine Bromide 5 mg tablet,USD,2.17,tablet,DB00747
Pamine 2.5 mg tablet,USD,2.66,tablet,DB00747
Pamine forte 5 mg tablet,USD,3.9,tablet,DB00747
Buscopan 20 mg/ml,USD,4.5,ml,DB00747
Scopolamine 0.4 mg/ml vial,USD,5.4,ml,DB00747
Isopto hyoscine 0.25% drops,USD,5.59,ml,DB00747
Scopolamine hbr crystals,USD,6.86,g,DB00747
Transderm-scop 1.5 mg/72hr,USD,12.01,each,DB00747
Transderm-Scop 1.5 mg (1 Box Contains 10 Patches),USD,12.04,patch,DB00747
Transderm-Scop 1.5 mg (1 Box Contains 4 Patches),USD,14.87,patch,DB00747
Isopto Hyoscine 0.25% Solution 5ml Bottle,USD,30.99,bottle,DB00747
Oscion Cleanser 3% Lotion 340.2 gm Bottle,USD,85.69,bottle,DB00747
Oscion Cleanser 6% Lotion 340.2 gm Bottle,USD,88.56,bottle,DB00747
Buscopan 10 mg Tablet,USD,0.34,tablet,DB00747
Scopace 0.4 mg tablet,USD,0.67,tablet,DB00747
Carbinoxamine maleate 4 mg tablet,USD,0.65,tablet,DB00748
Palgic 4 mg tablet,USD,0.87,tablet,DB00748
Etodolac 300 mg capsule,USD,1.31,capsule,DB00749
Etodolac CR 400 mg 24 Hour tablet,USD,1.46,tablet,DB00749
Etodolac 400 mg tablet,USD,1.5,tablet,DB00749
Etodolac 500 mg tablet,USD,1.52,tablet,DB00749
Etodolac CR 500 mg 24 Hour tablet,USD,1.6,tablet,DB00749
Lodine 500 mg tablet,USD,1.8,tablet,DB00749
Lodine 400 mg tablet,USD,2.65,tablet,DB00749
Etodolac CR 600 mg 24 Hour tablet,USD,2.76,tablet,DB00749
Apo-Etodolac 200 mg Capsule,USD,0.8,capsule,DB00749
Apo-Etodolac 300 mg Capsule,USD,0.8,capsule,DB00749
Prilocaine hcl powder,USD,3.98,g,DB00750
Elestat 0.05% eye drops,USD,22.94,ml,DB00751
Elestat 0.05% Solution 5ml Bottle,USD,116.58,bottle,DB00751
Tranylcypromine sulf 10 mg tablet,USD,1.25,tablet,DB00752
Tranylcypromine Sulfate 10 mg tablet,USD,1.3,tablet,DB00752
Parnate 10 mg tablet,USD,1.64,tablet,DB00752
Parnate 10 mg Tablet,USD,0.41,tablet,DB00752
Forane liquid,USD,0.24,ml,DB00753
Peganone 250 mg tablet,USD,1.33,tablet,DB00754
Tretinoin 0.05% cream,USD,2.02,g,DB00755
Tretinoin 0.025% cream,USD,2.17,g,DB00755
Tretinoin 0.1% cream,USD,2.36,g,DB00755
Avita 0.025% cream,USD,3.19,g,DB00755
Tretinoin 0.05% emollient crm,USD,3.38,g,DB00755
Refissa 0.05% cream,USD,3.6,g,DB00755
Retin-a 0.025% cream,USD,4.14,g,DB00755
Renova pump 0.02% cream,USD,4.28,g,DB00755
Renova 0.02% cream,USD,4.46,g,DB00755
Retin-a 0.1% cream,USD,4.51,g,DB00755
Retin-a 0.05% cream,USD,4.64,g,DB00755
Retin-a micro pump 0.04% gel,USD,4.74,g,DB00755
Retin-a micro pump 0.1% gel,USD,4.74,g,DB00755
Solage topical solution,USD,5.59,ml,DB00755
Retin-a micro 0.04% gel,USD,5.65,g,DB00755
Retin-a micro 0.1% gel,USD,5.65,g,DB00755
Tri-luma cream,USD,6.4,g,DB00755
Sotret 10 mg capsule,USD,7.31,capsule,DB00755
Sotret 30 mg capsule,USD,8.44,capsule,DB00755
Sotret 20 mg capsule,USD,8.67,capsule,DB00755
Sotret 40 mg capsule,USD,10.08,capsule,DB00755
Claravis 10 mg capsule,USD,15.77,capsule,DB00755
Amnesteem 10 mg capsule,USD,16.4,capsule,DB00755
Claravis 30 mg capsule,USD,16.78,capsule,DB00755
Claravis 20 mg capsule,USD,18.7,capsule,DB00755
Amnesteem 20 mg capsule,USD,19.45,capsule,DB00755
Accutane 10 mg capsule,USD,20.05,capsule,DB00755
Claravis 40 mg capsule,USD,21.73,capsule,DB00755
Amnesteem 40 mg capsule,USD,22.6,capsule,DB00755
Accutane 20 mg capsule,USD,23.77,capsule,DB00755
Tretinoin 10 mg capsule,USD,27.29,capsule,DB00755
Accutane 40 mg capsule,USD,27.62,capsule,DB00755
Vesanoid 10 mg capsule,USD,30.32,capsule,DB00755
Tretinoin 0.01% Gel 15 gm Tube,USD,35.99,tube,DB00755
Tretinoin 0.025% Gel 15 gm Tube,USD,42.26,tube,DB00755
Tretinoin 0.025% Cream 20 gm Tube,USD,44.36,tube,DB00755
Tretinoin 0.05% Cream 20 gm Tube,USD,52.23,tube,DB00755
Tretinoin 0.1% Cream 20 gm Tube,USD,60.96,tube,DB00755
Tretinoin acid powder,USD,74.21,g,DB00755
Tretinoin 0.025% Cream 45 gm Tube,USD,83.97,tube,DB00755
Tretinoin 0.05% Cream 45 gm Tube,USD,97.94,tube,DB00755
Tretinoin 0.01% Gel 45 gm Tube,USD,98.85,tube,DB00755
Tretinoin 0.025% Gel 45 gm Tube,USD,99.64,tube,DB00755
Tretinoin 0.1% Cream 45 gm Tube,USD,114.16,tube,DB00755
Tretinoin (Emollient) 0.05% Cream 40 gm Tube,USD,135.99,tube,DB00755
Solage 2-0.01% Solution 30ml Bottle,USD,168.67,bottle,DB00755
Tri-Luma 0.01-4-0.05% Cream 30 gm Tube,USD,199.99,tube,DB00755
Tretinoin (Emollient) 0.05% Cream 60 gm Tube,USD,200.07,tube,DB00755
Hexachlorophene powder,USD,11.47,g,DB00756
Phisohex 148ml Bottle,USD,35.46,bottle,DB00756
Tersaseptic cleanser,USD,0.05,g,DB00756
Phisohex 473ml Bottle,USD,0.13,ml,DB00756
Phisohex 3% cleanser,USD,0.18,ml,DB00756
Anzemet 20 mg/ml,USD,2.66,ml,DB00757
Anzemet 12.5 mg carpuject,USD,18.74,syringe,DB00757
Anzemet 100 mg Tablet,USD,32.16,tablet,DB00757
Anzemet 50 mg tablet,USD,58.67,tablet,DB00757
Anzemet 100 mg tablet,USD,77.77,tablet,DB00757
Plavix 75 mg tablet,USD,9.23,tablet,DB00758
Plavix 300 mg tablet,USD,24.86,tablet,DB00758
Tetracycline powder,USD,1.37,g,DB00759
Tetracycline hcl powder,USD,2.14,g,DB00759
Apo-Tetra 250 mg Capsule,USD,0.07,capsule,DB00759
Tetracycline HCl 250 mg capsule,USD,0.15,capsule,DB00759
Tetracycline HCl 500 mg capsule,USD,0.2,capsule,DB00759
Merrem 500 mg Solution Vial,USD,48.79,vial,DB00760
Merrem iv 1 gm vial,USD,78.19,vial,DB00760
Merrem 1 gm Solution Vial,USD,81.32,vial,DB00760
Micro-K 8meq capsule,USD,1.21,capsule,DB00761
Micro-K 10meq capsule,USD,1.41,capsule,DB00761
K-lyte tablet eff,USD,1.43,tablet,DB00761
K-lyte-cl 25 meq tablet eff,USD,1.43,tablet,DB00761
K-Lor 20meq Packets,USD,1.92,packet,DB00761
Colyte-Flavored 240 gm Solution,USD,18.17,bottle,DB00761
Colyte 240 gm Solution,USD,26.0,bottle,DB00761
Klor-Con 30 25meq Packets Box,USD,36.99,box,DB00761
Rum-K-SF 15% Liquid 473ml Bottle,USD,45.98,bottle,DB00761
Kay Ciel 30 20meq Packets Box,USD,58.99,box,DB00761
Klor-Con 100 20meq Packets Box,USD,106.77,box,DB00761
Colyte with flavor packets,USD,0.01,ml,DB00761
Pms - Potassium Chloride 1.33 meq/ml Liquid,USD,0.01,ml,DB00761
Potassium chloride crystals,USD,0.02,g,DB00761
K-10 Oral Liquid 1.33 meq/ml Liquid,USD,0.02,ml,DB00761
Potassium Chloride 20 Meq/15ml(10%) Liquid,USD,0.03,ml,DB00761
Potassium Chloride 40 Meq/15ml(20%) Liquid,USD,0.06,ml,DB00761
Apo-K 8 meq Sustained-Release Tablet,USD,0.09,tablet,DB00761
Micro-K Extencaps 8 meq Sustained-Release Capsule,USD,0.1,capsule,DB00761
Klor-con 8 meq tablet,USD,0.16,tablet,DB00761
Slow K 8 meq Sustained-Release Tablet,USD,0.16,tablet,DB00761
Potassium Chloride CR 8meq Controlled Release Tabs,USD,0.18,tab,DB00761
K-Dur 20 meq Sustained-Release Tablet,USD,0.21,tablet,DB00761
Kaon-cl 10 meq tablet sa,USD,0.23,tablet,DB00761
Potassium cl 2 meq/ml vial,USD,0.23,ml,DB00761
Potassium cl er 8 meq tablet,USD,0.26,tablet,DB00761
Potassium Chloride CR 10meq Controlled Release Tabs,USD,0.27,tab,DB00761
Potassium Chloride Crys CR 10meq Controlled Release Tabs,USD,0.28,tab,DB00761
Potassium cl 10 meq tablet sa,USD,0.29,tablet,DB00761
Kaon-Cl-10 10meq Controlled Release Tabs,USD,0.3,tab,DB00761
Klor-con m10 tablet,USD,0.3,tablet,DB00761
Potassium cl er 10 meq tablet,USD,0.3,tablet,DB00761
Micro-k 8 meq extencaps,USD,0.34,each,DB00761
Klor-con-ef 25 meq tablet eff,USD,0.4,tablet,DB00761
Potassium cl er 20 meq tablet,USD,0.49,tablet,DB00761
Klor-con 10 meq tablet,USD,0.5,tablet,DB00761
Klor-con m15 tablet,USD,0.5,tablet,DB00761
Klotrix 10meq Controlled Release Tabs,USD,0.5,tab,DB00761
Potassium cl 20 meq tablet er,USD,0.52,tablet,DB00761
Potassium cl 20 meq tablet sa,USD,0.52,tablet,DB00761
Potassium Chloride Crys CR 20meq Controlled Release Tabs,USD,0.53,tab,DB00761
Klor-Con M20 20meq Controlled Release Tabs,USD,0.55,tab,DB00761
Klor-Con 8meq Controlled Release Tabs,USD,0.56,tab,DB00761
Klor-con m20 tablet,USD,0.57,tablet,DB00761
Klor-Con/EF 25meq Effervescent Tabs,USD,0.57,tab,DB00761
K-tab 10 meq tablet sa,USD,0.58,tablet,DB00761
K-Lyte 25 meq Effervescent Tablet,USD,0.58,tablet,DB00761
Kaochlor-eff 20 meq tablet,USD,0.59,tablet,DB00761
K-tab er 10 meq tablet,USD,0.66,tablet,DB00761
K-Tabs 10meq Controlled Release Tabs,USD,0.68,tab,DB00761
Potassium Chloride CR 8meq capsule,USD,0.87,capsule,DB00761
Potassium Chloride CR 10meq capsule,USD,0.9,capsule,DB00761
Micro-k 10 meq extencaps,USD,0.91,each,DB00761
Potassium cl 25 meq tablet eff,USD,0.94,tablet,DB00761
Irinotecan hcl 40 mg/2 ml vial,USD,22.2,ml,DB00762
Camptosar 20 mg/ml vial,USD,36.0,ml,DB00762
Irinotecan hcl 40 mg/2 ml inj,USD,138.07,ml,DB00762
Tapazole 10 mg tablet,USD,1.45,tablet,DB00763
Methimazole 20 mg tablet,USD,1.9,tablet,DB00763
Methimazole powder,USD,9.49,g,DB00763
Northyx 5 mg tablet,USD,0.29,tablet,DB00763
Methimazole 5 mg tablet,USD,0.45,tablet,DB00763
Northyx 10 mg tablet,USD,0.47,tablet,DB00763
Tapazole 5 mg tablet,USD,0.66,tablet,DB00763
Methimazole 10 mg tablet,USD,0.78,tablet,DB00763
Northyx 15 mg tablet,USD,0.82,tablet,DB00763
Northyx 20 mg tablet,USD,0.94,tablet,DB00763
Demser 250 mg capsule,USD,19.35,capsule,DB00765
Patanase 0.6% nasal spray,USD,3.83,g,DB00768
Patanol 0.1% eye drops,USD,21.38,ml,DB00768
Pataday 0.2% eye drops,USD,52.98,ml,DB00768
Patanol 0.1% Solution 5ml Bottle,USD,111.2,bottle,DB00768
Muse 125 mcg urethral suppository,USD,29.39,suppository,DB00770
Muse 125 mcg Pellets,USD,30.56,pellet,DB00770
Muse 250 mcg urethral suppository,USD,30.76,suppository,DB00770
Muse 250 mcg Pellets,USD,31.99,pellet,DB00770
Muse 500 mcg urethral suppository,USD,32.92,suppository,DB00770
Muse 500 mcg Pellets,USD,34.23,pellet,DB00770
Muse 1000 mcg urethral suppository,USD,35.54,suppository,DB00770
Caverject impulse 10 mcg kit,USD,36.23,each,DB00770
Muse 1000 mcg Pellets,USD,36.97,pellet,DB00770
