sequence,left_drugbank_id,left_drugbank_name,right_drugbank_id,right_drugbank_name,parent_key
4,DBMET01127,Isophosphamide mustard,DBMET01150,Ifosforamide Aziridinium,DB01181
1,DB01182,Propafenone,DBMET01570,(S)-5-Hydroxypropafenone,DB01182
1,DB01182,Propafenone,DBMET01571,(S)-N-Despropylpropafenone,DB01182
1,DB01182,Propafenone,DBMET01572,(S)-4'-Hydroxypropafenone,DB01182
1,DB01182,Propafenone,DBMET00267,N-desalkylpropafenone,DB01182
1,DB01182,Propafenone,DBMET00309,5-hydroxypropafenone,DB01182
1,DB01182,Propafenone,DBMET00932,N-depropylpropafenone,DB01182
1,DB01184,Domperidone,DBMET00364,"5-Chloro-1,3-dihydro-1-(4-piperidinyl)-2H-benzimidazol-2-one",DB01184
1,DB01190,Clindamycin,DBMET02980,Clindamycin sulfoxide,DB01190
1,DB01190,Clindamycin,DBMET02981,N-desmethylclindamycin,DB01190
1,DB01192,Oxymorphone,DBMET00342,noroxycodone,DB01192
1,DB01192,Oxymorphone,DBMET00424,noroxymorphone,DB01192
1,DB01192,Oxymorphone,DBMET00425,alpha-noroxycodol,DB01192
1,DB01192,Oxymorphone,DBMET00426,beta-noroxycodol,DB01192
1,DB01192,Oxymorphone,DBMET00321,oxymorphone,DB01192
1,DB01192,Oxymorphone,DBMET00427,beta-oxymorphol,DB01192
1,DB01192,Oxymorphone,DBMET00428,alpha-oxycodol,DB01192
1,DB01192,Oxymorphone,DBMET00429,beta-oxycodol,DB01192
1,DB01195,Flecainide,DBMET00905,Meta-O-dealkylated flecainide,DB01195
1,DB01195,Flecainide,DBMET00906,Meta-o-dealkylated lactam,DB01195
1,DB01197,Captopril,DBMET00803,captopril-cysteine disulfide,DB01197
1,DB01198,Zopiclone,DBMET00299,zopiclone-N-oxide,DB01198
1,DB01198,Zopiclone,DBMET00300,N-desmethylzopiclone,DB01198
1,DB01198,Zopiclone,DBMET00135,Zopiclone N-oxide,DB01198
1,DB01198,Zopiclone,DBMET00137,Carbon dioxide,DB01198
1,DB01202,Levetiracetam,DBMET02789,Levetiracetam carboxylic acid metabolite (L057),DB01202
1,DB01211,Clarithromycin,DBMET00356,14-hydroxyclarithromycin,DB01211
1,DB01211,Clarithromycin,DBMET00357,N-desmethylclarithromycin,DB01211
1,DB01213,Fomepizole,DBMET00728,4-carboxypyrazole,DB01213
1,DB01213,Fomepizole,DBMET00736,4-hydroxymethylpyrazole,DB01213
1,DB01215,Estazolam,DBMET00732,4-hydroxy-estazolam,DB01215
1,DB01216,Finasteride,DBMET00369,omega-hydroxyfinasteride,DB01216
1,DB01217,Anastrozole,DBMET02826,Hydroxyanastrozole,DB01217
1,DB01217,Anastrozole,DBMET02828,Triazole,DB01217
1,DB01217,Anastrozole,DBMET02829,"3,5-Bis-(2-methylpropiononitrile)-benzoic acid",DB01217
1,DB01217,Anastrozole,DBMET02825,Anastrozole glucuronide metabolite,DB01217
2,DBMET02826,Hydroxyanastrozole,DBMET02827,Hydroxyanastrozole glucuronide metabolite,DB01217
1,DB01218,Halofantrine,DBMET00371,N-debutylhalofantrine,DB01218
1,DB01219,Dantrolene,DBMET00751,5-hydroxydantrolene,DB01219
1,DB01221,Ketamine,DBMET00189,Norketamine,DB01221
1,DB01221,Ketamine,DBMET00190,6-Hydroxyketamine,DB01221
1,DB01221,Ketamine,DBMET00191,5-Hydroxyketamine,DB01221
1,DB01221,Ketamine,DBMET00192,4-Hydroxyketamine,DB01221
2,DBMET00189,Norketamine,DBMET01308,4-Hydroxynorketamine,DB01221
2,DBMET00189,Norketamine,DBMET01309,5-Hydroxynorketamine,DB01221
2,DBMET00189,Norketamine,DBMET01310,6-Hydroxynorketamine,DB01221
2,DBMET00190,6-Hydroxyketamine,DBMET01310,6-Hydroxynorketamine,DB01221
2,DBMET00191,5-Hydroxyketamine,DBMET01309,5-Hydroxynorketamine,DB01221
2,DBMET00192,4-Hydroxyketamine,DBMET01308,4-Hydroxynorketamine,DB01221
1,DB01222,Budesonide,DBMET02912,22-hydroxy Intermediate Metabolite of Budesonide,DB01222
1,DB01222,Budesonide,DBMET02914,delta6-budesonide,DB01222
1,DB01222,Budesonide,DBMET02915,23-hydroxybudesonide,DB01222
1,DB01222,Budesonide,DBMET00476,6-beta-hydroxybudesonide,DB01222
2,DBMET02912,22-hydroxy Intermediate Metabolite of Budesonide,DBMET02913,16alpha-butyrloxyprednisolone,DB01222
3,DBMET02913,16alpha-butyrloxyprednisolone,DBMET00353,16-alpha-hydroxyprednisolone,DB01222
1,DB01224,Quetiapine,DBMET02793,N-desalkylquetiapine,DB01224
1,DB01224,Quetiapine,DBMET02794,7-Hydroxyquetiapine,DB01224
1,DB01224,Quetiapine,DBMET02795,Quetiapine sulfoxide,DB01224
1,DB01224,Quetiapine,DBMET02796,O-desalkylquetiapine,DB01224
1,DB01227,Levacetylmethadol,DBMET00375,noracymethadol,DB01227
1,DB01227,Levacetylmethadol,DBMET00962,Nor-levomethadyl acetate (nor-LAAM),DB01227
2,DBMET00962,Nor-levomethadyl acetate (nor-LAAM),DBMET00843,Dinor-levomethadyl acetate,DB01227
1,DB01228,Encainide,DBMET01814,N-demethylencainide,DB01228
1,DB01228,Encainide,DBMET01815,O-demethylencainide,DB01228
1,DB01229,Paclitaxel,DBMET00774,"6α, 3'-p-dihydroxypaclitaxel",DB01229
1,DB01229,Paclitaxel,DBMET01759,6α-hydroxypaclitaxel,DB01229
1,DB01229,Paclitaxel,DBMET01760,3′-p-hydroxypaclitaxel,DB01229
1,DB01232,Saquinavir,DBMET00387,M2 di-hydroxylated metabolite,DB01232
1,DB01232,Saquinavir,DBMET01548,"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-[(1-hydroxy-2-methylpropan-2-yl)carbamoyl]-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide",DB01232
1,DB01232,Saquinavir,DBMET01549,"(2S)-N-[(2S,3R)-4-[(3S,4aR,8aS)-3-(tert-butylcarbamoyl)-6-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide",DB01232
1,DB01232,Saquinavir,DBMET01550,"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-7-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide",DB01232
1,DB01233,Metoclopramide,DBMET02779,Monodeethylmetoclopramide,DB01233
1,DB01233,Metoclopramide,DBMET02780,"Conjugated metabolite, Metoclopramide",DB01233
1,DB01234,Dexamethasone,DBMET01644,6-alpha-OH DEXAMETHASONE,DB01234
1,DB01234,Dexamethasone,DBMET01645,6-beta-OH DEXAMETHASONE,DB01234
1,DB01234,Dexamethasone,DBMET02919,11-dehydrodexamethasone,DB01234
2,DBMET02919,11-dehydrodexamethasone,DB01234,Dexamethasone,DB01234
1,DB01235,Levodopa,DB00988,Dopamine,DB01235
1,DB01235,Levodopa,DBMET02439,Levodopa Methylated Metabolite,DB01235
2,DB00988,Dopamine,DBMET02448,Dopamine-3-O-sulfate,DB01235
2,DB00988,Dopamine,DBMET02449,Dopamine-4-O-sulfate,DB01235
2,DB00988,Dopamine,DBMET02450,Dopamine-4-O-glucuronide,DB01235
2,DB00988,Dopamine,DBMET02451,Dopamine-3-O-glucuronide,DB01235
2,DB00988,Dopamine,DBMET02440,3-Methoxytyramine,DB01235
2,DB00988,Dopamine,DBMET02443,Norepinephrine,DB01235
2,DB00988,Dopamine,DBMET02445,"3,4-Dihydroxyphenylacetaldehyde (DOPAL)",DB01235
3,DBMET02445,"3,4-Dihydroxyphenylacetaldehyde (DOPAL)",DBMET02447,"3,4-dihydroxyphenylethanol (DOPET)",DB01235
3,DBMET02440,3-Methoxytyramine,DBMET02441,3-methoxy-4-hydroxyacetaldehyde,DB01235
3,DBMET02443,Norepinephrine,DBMET02444,Epinephrine E,DB01235
3,DBMET02445,"3,4-Dihydroxyphenylacetaldehyde (DOPAL)",DBMET02446,"3,4-dihydroxyphenylacetic acid (DOPAC)",DB01235
4,DBMET02446,"3,4-dihydroxyphenylacetic acid (DOPAC)",DBMET02442,Homovanillic acid,DB01235
4,DBMET02441,3-methoxy-4-hydroxyacetaldehyde,DBMET02442,Homovanillic acid,DB01235
1,DB01236,Sevoflurane,DBMET00504,Fluoride,DB01236
1,DB01236,Sevoflurane,DBMET00137,Carbon dioxide,DB01236
1,DB01236,Sevoflurane,DBMET00862,Hexafluoroisopropanol,DB01236
1,DB01238,Aripiprazole,DBMET02462,Aripiprazole unnamed metabolite 5,DB01238
1,DB01238,Aripiprazole,DBMET02463,Aripiprazole unnamed metabolite 6,DB01238
1,DB01238,Aripiprazole,DBMET02464,Aripiprazole unnamed metabolite 7,DB01238
1,DB01238,Aripiprazole,DBMET01611,dehydro-aripiprazole,DB01238
1,DB01238,Aripiprazole,DBMET01612,4-Hydroxyaripiprazole,DB01238
1,DB01238,Aripiprazole,DBMET01613,"2,3-dichlorophenylpiperazine",DB01238
1,DB01238,Aripiprazole,DBMET01614,"4-[(2-oxo-3,4- dihydro-1H-quinolin-7-yl)oxy]butanal",DB01238
2,DBMET01611,dehydro-aripiprazole,DBMET02455,Dehydro-aripiprazole unnamed glutathione conjugate metabolite 1,DB01238
2,DBMET01611,dehydro-aripiprazole,DBMET02456,Dehydro-aripiprazole unnamed epoxide metabolite,DB01238
2,DBMET01612,4-Hydroxyaripiprazole,DBMET02458,Aripiprazole unnamed metabolite 1,DB01238
2,DBMET02464,Aripiprazole unnamed metabolite 7,DBMET02465,Aripiprazole unnamed metabolite 8,DB01238
3,DBMET02456,Dehydro-aripiprazole unnamed epoxide metabolite,DBMET02457,Dehydro-aripiprazole unnamed glutathione conjugate metabolite 2,DB01238
3,DBMET02458,Aripiprazole unnamed metabolite 1,DBMET02459,Aripiprazole unnamed metabolite 2,DB01238
3,DBMET02458,Aripiprazole unnamed metabolite 1,DBMET02460,Aripiprazole unnamed metabolite 3,DB01238
3,DBMET02465,Aripiprazole unnamed metabolite 8,DBMET02466,Aripiprazole unnamed metabolite 9,DB01238
4,DBMET02460,Aripiprazole unnamed metabolite 3,DBMET02461,Aripiprazole unnamed metabolite 4,DB01238
1,DB01240,Epoprostenol,DBMET00543,"6,15-Diketo-13,14-dihydro-PGF1-alpha",DB01240
1,DB01240,Epoprostenol,DBMET00557,6-Keto-PGF1-alpha,DB01240
1,DB01241,Gemfibrozil,DBMET01165,Gemfibrozil 1-beta-glucuronide,DB01241
1,DB01241,Gemfibrozil,DBMET02785,Gemfibrozil M1 Metabolite,DB01241
1,DB01241,Gemfibrozil,DBMET02786,Gemfibrozil M2 Metabolite,DB01241
1,DB01242,Clomipramine,DBMET00777,8-hydroxyclomipramine,DB01242
1,DB01242,Clomipramine,DBMET00817,clomipramine N-oxide,DB01242
1,DB01242,Clomipramine,DBMET01635,8-OH-clomipramine,DB01242
1,DB01242,Clomipramine,DBMET01636,10-OH-clomipramine,DB01242
1,DB01242,Clomipramine,DBMET00682,2-hydroxyclomipramine,DB01242
1,DB01242,Clomipramine,DBMET00244,Desmethylclomipramine,DB01242
2,DBMET00244,Desmethylclomipramine,DBMET00835,didesmethylclomipramine,DB01242
2,DBMET00682,2-hydroxyclomipramine,DBMET01069,2-hydroxydesmethyl clomipramine,DB01242
2,DBMET00682,2-hydroxyclomipramine,DBMET01071,2-hydroxyclomipramine glucuronide,DB01242
2,DBMET00777,8-hydroxyclomipramine,DBMET01072,8-hydroxyclomipramine glucuronide,DB01242
2,DBMET00777,8-hydroxyclomipramine,DBMET01073,8-hydroxydesmethyl clomipramine,DB01242
3,DBMET01069,2-hydroxydesmethyl clomipramine,DBMET01074,2-hydroxydesmethyl clomipramine glucuronide,DB01242
3,DBMET01073,8-hydroxydesmethyl clomipramine,DBMET01075,8-hyroxydesmethyl clomipramine glucuronide,DB01242
1,DB01247,Isocarboxazid,DBMET00507,Hippuric acid,DB01247
1,DB01248,Docetaxel,DBMET01649,Hydroxy-Docetaxel,DB01248
1,DB01250,Olsalazine,DBMET00971,Olsalazine-O-sulfate,DB01250
1,DB01255,Lisdexamfetamine,DB00123,L-Lysine,DB01255
1,DB01255,Lisdexamfetamine,DB01576,Dextroamphetamine,DB01255
1,DB01261,Sitagliptin,DBMET02430,Sitagliptin M1 Metabolite,DB01261
1,DB01261,Sitagliptin,DBMET02431,Sitagliptin M2 and M5 Metabolites,DB01261
1,DB01261,Sitagliptin,DBMET02432,Sitagliptin Unnamed Metabolite,DB01261
2,DBMET02432,Sitagliptin Unnamed Metabolite,DBMET02433,Sitagliptin M4 Metabolite,DB01261
1,DB01275,Hydralazine,DBMET00863,Hydralazine acetone hydrazone,DB01275
1,DB01275,Hydralazine,DBMET00864,Hydralazine pyruvate hydrazone,DB01275
1,DB01275,Hydralazine,DBMET02814,Hydralazine pyruvate hydrazone tricyclic dehydration product,DB01275
1,DB01275,Hydralazine,DBMET02815,Phthalazinone,DB01275
1,DB01275,Hydralazine,DBMET02816,Phthalazine,DB01275
1,DB01275,Hydralazine,DBMET02817,α-ketoglutarate hydrazone,DB01275
1,DB01275,Hydralazine,DBMET02818,Hydrazinophthalazinone,DB01275
1,DB01275,Hydralazine,DBMET02820,Unnamed hydralazine metabolite,DB01275
2,DBMET00864,Hydralazine pyruvate hydrazone,DBMET02814,Hydralazine pyruvate hydrazone tricyclic dehydration product,DB01275
2,DBMET02814,Hydralazine pyruvate hydrazone tricyclic dehydration product,DBMET00864,Hydralazine pyruvate hydrazone,DB01275
2,DBMET02816,Phthalazine,DBMET02815,Phthalazinone,DB01275
2,DBMET02817,α-ketoglutarate hydrazone,DBMET02815,Phthalazinone,DB01275
2,DBMET02818,Hydrazinophthalazinone,DBMET02819,Acetylhydrazinophthalazinone,DB01275
2,DBMET02820,Unnamed hydralazine metabolite,DBMET02821,3-methyl-s-triazolophthalazine,DB01275
3,DBMET02821,3-methyl-s-triazolophthalazine,DBMET02822,9-hydroxy-methyltriazolophthalazine,DB01275
3,DBMET02821,3-methyl-s-triazolophthalazine,DBMET02823,3-hydroxy-methyltriazolophthalazine,DB01275
4,DBMET02823,3-hydroxy-methyltriazolophthalazine,DBMET02824,Triazolophthalazine,DB01275
1,DB01280,Nelarabine,DBMET00412,arabinofuranosylguanine,DB01280
1,DB01280,Nelarabine,DBMET00413,ara-G diphosphate,DB01280
1,DB01283,Lumiracoxib,DBMET01274,Lumiracoxib metabolite M21,DB01283
1,DB01283,Lumiracoxib,DBMET01279,Lumiracoxib glucuronide (M24),DB01283
1,DB01283,Lumiracoxib,DBMET01280,4'-hydroxylumiracoxib (M23),DB01283
2,DBMET01274,Lumiracoxib metabolite M21,DBMET01275,5-Carboxylumiracoxib (M11),DB01283
2,DBMET01280,4'-hydroxylumiracoxib (M23),DBMET01281,4'-Carboxylumiracoxib glucuronide (M22),DB01283
2,DBMET01280,4'-hydroxylumiracoxib (M23),DBMET01282,Lumiracoxib metabolite M25,DB01283
2,DBMET01280,4'-hydroxylumiracoxib (M23),DBMET01284,Lumiracoxib metabolite M9,DB01283
2,DBMET01274,Lumiracoxib metabolite M21,DBMET01284,Lumiracoxib metabolite M9,DB01283
3,DBMET01275,5-Carboxylumiracoxib (M11),DBMET01276,Lumiracoxib metabolite M15,DB01283
3,DBMET01275,5-Carboxylumiracoxib (M11),DBMET01278,5-Carboxylumiracoxib glucuronide (M3),DB01283
3,DBMET01282,Lumiracoxib metabolite M25,DBMET01283,Lumiracoxib metabolite M25 glucuronide (M20),DB01283
3,DBMET01284,Lumiracoxib metabolite M9,DBMET01285,4'-Hydroxy-5-carboxylumiracoxib (M5),DB01283
3,DBMET01275,5-Carboxylumiracoxib (M11),DBMET01285,4'-Hydroxy-5-carboxylumiracoxib (M5),DB01283
4,DBMET01276,Lumiracoxib metabolite M15,DBMET01277,Lumiracoxib metabolite M16/17,DB01283
4,DBMET01285,4'-Hydroxy-5-carboxylumiracoxib (M5),DBMET01286,Lumiracoxib metabolite M2,DB01283
4,DBMET01285,4'-Hydroxy-5-carboxylumiracoxib (M5),DBMET01287,Lumiracoxib metabolite M8,DB01283
4,DBMET01276,Lumiracoxib metabolite M15,DBMET01287,Lumiracoxib metabolite M8,DB01283
5,DBMET01287,Lumiracoxib metabolite M8,DBMET01288,Lumiracoxib metabolite M4/M6,DB01283
5,DBMET01287,Lumiracoxib metabolite M8,DBMET01289,Lumiracoxib metabolite M10,DB01283
5,DBMET01287,Lumiracoxib metabolite M8,DBMET01290,Hydroxylumiracoxib metabolite M8 (M12),DB01283
6,DBMET01290,Hydroxylumiracoxib metabolite M8 (M12),DBMET01291,Lumiracoxib metabolite M12 glucuronide (M13),DB01283
1,DB01320,Fosphenytoin,DBMET01170,Phenytoin,DB01320
1,DB01340,Cilazapril,DBMET01138,Cilazaprilat,DB01340
1,DB01348,Spirapril,DBMET01142,Spiraprilat,DB01348
1,DB01355,Hexobarbital,DBMET01567,3'-OH-(S)-hexobarbital,DB01355
1,DB01355,Hexobarbital,DBMET00109,3'-Hydroxyhexobarbital,DB01355
1,DB01355,Hexobarbital,DBMET00110,Epoxy-hexobarbital,DB01355
2,DBMET00109,3'-Hydroxyhexobarbital,DBMET01214,3'-Oxohexobarbital,DB01355
2,DBMET00110,Epoxy-hexobarbital,DBMET01216,Hexobarbital dihydrodiol derivative,DB01355
3,DBMET01214,3'-Oxohexobarbital,DBMET01215,Hexobarbital glutathione conjugate derivative,DB01355
1,DB01357,Mestranol,DB00977,Ethinylestradiol,DB01357
1,DB01357,Mestranol,DBMET00457,17beta-Ethinylestradiol,DB01357
1,DB01364,Ephedrine,DBMET00540,Norephedrine,DB01364
1,DB01364,Ephedrine,DBMET03115,"1,2-dihydroxypropylbenzene",DB01364
1,DB01394,Colchicine,DBMET02756,2-Demethylcolchicine,DB01394
1,DB01394,Colchicine,DBMET02757,3-Desmethylchochicine,DB01394
1,DB01395,Drospirenone,DBMET00741,"4,5-dihydro-drospirenone-3-sulfate",DB01395
1,DB01406,Danazol,DBMET00851,Ethisterone,DB01406
1,DB01406,Danazol,DBMET00674,17-hydroxymethylethisterone,DB01406
1,DB01408,Bambuterol,DB00871,Terbutaline,DB01408
1,DB01409,Tiotropium,DBMET02592,Dithienylglycolic Acid,DB01409
1,DB01409,Tiotropium,DBMET02593,N-methylscopine,DB01409
1,DB01413,Cefepime,DBMET00539,Nicotine,DB01413
1,DB01413,Cefepime,DBMET00960,NMP-N-oxide,DB01413
1,DB01418,Acenocoumarol,DBMET00036,6-Hydroxy-R-acenocoumarol,DB01418
1,DB01418,Acenocoumarol,DBMET00037,7-Hydroxy-R-acenocoumarol,DB01418
1,DB01418,Acenocoumarol,DBMET00038,8-Hydroxy-R-acenocoumarol,DB01418
1,DB01420,Testosterone propionate,DB00624,Testosterone,DB01420
2,DB00624,Testosterone,DBMET00558,Dihydrotestosterone,DB01420
3,DBMET00558,Dihydrotestosterone,DBMET00593,3-alpha-Androstanediol glucuronide,DB01420
1,DB01424,Aminophenazone,DBMET01583,"4-(Dimethylamino)-5-methyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one",DB01424
1,DB01424,Aminophenazone,DBMET00001,N-Desmethylaminopyrine,DB01424
1,DB01429,Aprindine,DBMET01809,"N-[3-(N,NDiethylamino)propyl]-N-phenyl-2-aminoindan-5-ol",DB01429
1,DB01429,Aprindine,DBMET01810,p-Hydroxyphenylaprindine,DB01429
1,DB01429,Aprindine,DBMET01811,Desethylaprindine,DB01429
1,DB01435,Antipyrine,DB12243,Edaravone,DB01435
1,DB01435,Antipyrine,DBMET00003,3-Hydroxymethylantipyrine,DB01435
1,DB01435,Antipyrine,DBMET00004,4-Hydroxyantipyrine,DB01435
1,DB01435,Antipyrine,DBMET01588,3-OH-methylantipyrine,DB01435
1,DB01438,Phenazopyridine,DBMET02707,5-OH PAP,DB01438
1,DB01438,Phenazopyridine,DBMET02712,"5,4'-di-OH-PAP",DB01438
1,DB01438,Phenazopyridine,DBMET02713,2-OH-PAP,DB01438
1,DB01438,Phenazopyridine,DBMET02708,"2,3,6 Triaminopyridine",DB01438
1,DB01438,Phenazopyridine,DBMET02709,Aniline,DB01438
2,DBMET02709,Aniline,DBMET02710,4- aminophenol,DB01438
3,DBMET02710,4- aminophenol,DBMET02711,N-acetyl-4-Aminophenol,DB01438
1,DB01452,Diamorphine,DBMET01172,6-Monoacetylmorphine,DB01452
1,DB01452,Diamorphine,DBMET00313,morphine,DB01452
2,DBMET01172,6-Monoacetylmorphine,DBMET00313,morphine,DB01452
1,DB01536,Androstenedione,DBMET01585,6beta-hydroxy-androstenedione,DB01536
1,DB01576,Dextroamphetamine,DBMET00733,4-hydroxyamphetamine,DB01576
1,DB01577,Metamfetamine,DBMET01018,4-Hydroxynorephedrine,DB01577
1,DB01577,Metamfetamine,DBMET00540,Norephedrine,DB01577
1,DB01577,Metamfetamine,DB01576,Dextroamphetamine,DB01577
1,DB01577,Metamfetamine,DBMET00733,4-hydroxyamphetamine,DB01577
1,DB01577,Metamfetamine,DBMET00735,4-hydroxymethamphetamine,DB01577
1,DB01579,Phendimetrazine,DBMET00626,Phenmetrazine,DB01579
1,DB01589,Quazepam,DBMET01730,2-Oxoquazepam,DB01589
1,DB01591,Solifenacin,DBMET00747,4R-hydroxy-N-oxide solifenacin,DB01591
1,DB01591,Solifenacin,DBMET02626,N-oxide Solifenacin,DB01591
1,DB01591,Solifenacin,DBMET02627,N-glucuronide Solifenacin,DB01591
1,DB01591,Solifenacin,DBMET00746,4R-hydroxy solifenacin,DB01591
1,DB01601,Lopinavir,DBMET03069,Lopinavir M2 metabolite,DB01601
1,DB01601,Lopinavir,DBMET03070,Lopinavir M3/M4 metabolite(s),DB01601
2,DBMET03070,Lopinavir M3/M4 metabolite(s),DBMET03071,Lopinavir M1 metabolite,DB01601
1,DB01606,Tazobactam,DBMET02572,"M1 metabolite, Tazobactam",DB01606
1,DB01611,Hydroxychloroquine,DBMET02739,Desethylchloroquine,DB01611
1,DB01611,Hydroxychloroquine,DBMET02740,Desethylhydroxychloroquine,DB01611
1,DB01611,Hydroxychloroquine,DBMET02741,Bidesethylchloroquine,DB01611
1,DB01620,Pheniramine,DBMET02635,N-desmethylpheniramine,DB01620
2,DBMET02635,N-desmethylpheniramine,DBMET02636,N-didesmethylpheniramine,DB01620
1,DB01628,Etoricoxib,DBMET00166,Etoricoxib 1'-N'-oxide,DB01628
1,DB01628,Etoricoxib,DBMET00167,6-Hydroxymethyletoricoxib,DB01628
2,DBMET00167,6-Hydroxymethyletoricoxib,DBMET01271,6-Hydroxymethyletoricoxib 1'-N'-oxide,DB01628
2,DBMET00167,6-Hydroxymethyletoricoxib,DBMET01272,6-Carboxy-etoricoxib,DB01628
2,DBMET00167,6-Hydroxymethyletoricoxib,DBMET01273,6-Hydroxymethyletoricoxib glucuronide,DB01628
1,DB01645,Genistein,DBMET00251,3'-hydroxygenistein,DB01645
1,DB01656,Roflumilast,DBMET00997,Roflumilast N-oxide,DB01656
1,DB01685,Topiroxostat,DBMET01498,2-hydroxy-topiroxostat,DB01685
1,DB01685,Topiroxostat,DBMET01500,Topiroxostat N-oxide,DB01685
1,DB01708,Prasterone,DBMET00518,Dehydroepiandrosterone sulfate,DB01708
1,DB01708,Prasterone,DBMET00599,Dehydroepiandrosterone 3-glucuronide,DB01708
1,DB01744,Camphor,DB02817,5-Exo-Hydroxycamphor,DB01744
1,DB01744,Camphor,DBMET01812,8-hydroxycamphor,DB01744
1,DB01914,D-glucose,DBMET01478,Glucose-6-phosphate,DB01914
1,DB01956,Taurine,DBMET01883,5-glutamyl-taurine,DB01956
1,DB01956,Taurine,DBMET01884,taurocholate,DB01956
1,DB02513,Thymol,DBMET01845,"p-Cymene-2,3-diol",DB02513
1,DB02513,Thymol,DBMET01846,Thymoquinol,DB02513
1,DB02513,Thymol,DBMET01847,p-Cymen-8-en-3-ol,DB02513
1,DB02546,Vorinostat,DBMET00726,4-anilino-4-oxobutanoic acid,DB02546
1,DB02659,Cholic Acid,DBMET00553,Cholic acid glucuronide,DB02659
1,DB02703,Fusidic acid,DBMET00505,Malonic acid,DB02703
1,DB02703,Fusidic acid,DBMET00833,Dicarboxylic ester,DB02703
1,DB02703,Fusidic acid,DBMET00861,Glucuronide fusidic acid,DB02703
1,DB02703,Fusidic acid,DBMET00867,Hydroxy fusidic acid,DB02703
1,DB02703,Fusidic acid,DBMET00715,3-keto fusidic acid,DB02703
1,DB02709,Resveratrol,DBMET00435,"piceatannol (3,5,3',4'-tetrahydroxystilbene)",DB02709
1,DB02709,Resveratrol,DBMET00436,tetrahydroxystilbene M1,DB02709
1,DB02789,Pregnenolone,DBMET00500,17-Hydroxypregnenolone sulfate,DB02789
1,DB02789,Pregnenolone,DBMET00511,Pregnenolone sulfate,DB02789
1,DB02789,Pregnenolone,DBMET00654,3beta-Hydroxypregn-5-en-20-one sulfate,DB02789
1,DB02901,Stanolone,DBMET00592,11-Oxo-androsterone glucuronide,DB02901
1,DB02901,Stanolone,DBMET00593,3-alpha-Androstanediol glucuronide,DB02901
1,DB02901,Stanolone,DBMET00601,11-beta-Hydroxyandrosterone-3-glucuronide,DB02901
1,DB03017,Lauric acid,DB03704,12-Hydroxydodecanoic Acid,DB03017
1,DB03088,Pidolic acid,DBMET02102,Glutamate,DB03088
1,DB03255,Phenol,DB09526,Hydroquinone,DB03255
1,DB03701,Vanoxerine,DBMET00397,GBR-12935,DB03701
1,DB03756,Doconexent,DBMET01479,"19,20-epoxydocosapentaenoic acid",DB03756
1,DB03766,Propanoic acid,DB02912,Propanoyl-CoA,DB03766
2,DB02912,Propanoyl-CoA,DB04045,(R)-methylmalonyl-CoA,DB03766
3,DB04045,(R)-methylmalonyl-CoA,DB03699,Succinyl-Coenzyme A,DB03766
1,DB03783,Phenacetin,DB00316,Acetaminophen,DB03783
1,DB03783,Phenacetin,DB00316,Acetaminophen,DB03783
1,DB03783,Phenacetin,DBMET01722,N-OH-phenacetin,DB03783
1,DB03793,Benzoic acid,DBMET00584,Benzoyl glucuronide (Benzoic acid),DB03793
1,DB03852,Eucalyptol,DBMET01573,"2alpha-hydroxy-1,8-cineole",DB03852
1,DB03852,Eucalyptol,DBMET01574,"3alpha-hydroxy-1,8-cineole",DB03852
1,DB04168,Bropirimine,DBMET01621,m-hydroxybropirimine,DB04168
1,DB04168,Bropirimine,DBMET01622,p-hydroxybropirimine,DB04168
1,DB04557,Arachidonic Acid,DBMET01593,5-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01594,7-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01595,10-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01596,13-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01597,20-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01598,19-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01599,18-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01600,17-HETE,DB04557
