form,route,strength,parent_key
"Tablet, film coated",Oral,1 mg/1,DB08860
"Tablet, film coated",Oral,2 mg/1,DB08860
"Tablet, film coated",Oral,4 mg/1,DB08860
"Tablet, film coated",Oral,1.045 mg/1,DB08860
"Tablet, film coated",Oral,2.09 mg/1,DB08860
"Tablet, film coated",Oral,4.18 mg/1,DB08860
"Powder, for solution",Intravenous,,DB08862
"Kit; suspension, extended release",Intramuscular,,DB08864
"Tablet, film coated",Oral,,DB08864
Tablet,Oral,25 mg,DB08864
"Tablet, film coated",Oral,25 mg/1,DB08864
"Tablet, film coated",Oral,25 mg,DB08864
Tablet,Oral,,DB08864
Capsule,Oral,200 mg/1,DB08865
Capsule,Oral,200 mg,DB08865
Capsule,Oral,250 mg/1,DB08865
Capsule,Oral,250 mg,DB08865
Tablet,Oral,30 mg/1,DB08867
Tablet,Oral,30 mg,DB08867
Tablet,Oral,5 mg,DB08867
Tablet,Oral,,DB08867
Capsule,Oral,0.5 mg/1,DB08868
Capsule,Oral,0.25 mg,DB08868
Capsule,Oral,0.25 mg/1,DB08868
Capsule,Oral,0.5 mg,DB08868
Capsule,Oral,,DB08868
Kit,Subcutaneous,,DB08869
Kit,Subcutaneous,1 mg/1mL,DB08869
Kit,Subcutaneous,2 mg/2mL,DB08869
"Kit; powder, for solution",Subcutaneous,1 mg,DB08869
"Kit; powder, for solution",Subcutaneous,2 mg,DB08869
Kit,Subcutaneous,2 mg/0.5mL,DB08869
"Injection, powder, for solution",Intravenous,50 mg,DB08870
"Injection, powder, lyophilized, for solution",Intravenous,50 mg/10.5mL,DB08870
"Powder, for solution",Intravenous,50 mg,DB08870
Injection,Intravenous,0.5 mg/1mL,DB08871
"Injection, solution",Intravenous,0.44 mg/ml,DB08871
Solution,Intravenous,0.5 mg,DB08871
"Tablet, extended release",Oral,300 mg/1,DB08872
"Tablet, extended release",Oral,600 mg/1,DB08872
Capsule,Oral,200 mg/1,DB08873
Capsule,Oral,200 mg,DB08873
"Capsule; powder, for solution",Oral; Subcutaneous,,DB08873
"Granule, for suspension",Oral,200 mg/5mL,DB08874
Tablet,Oral,200 mg,DB08874
"Tablet, film coated",Oral,200 mg/1,DB08874
"Tablet, film coated",Oral,200 mg,DB08874
Tablet,Oral,20 mg,DB08875
Tablet,Oral,20 mg/1,DB08875
Tablet,Oral,40 mg,DB08875
Tablet,Oral,40 mg/1,DB08875
Tablet,Oral,60 mg,DB08875
Tablet,Oral,60 mg/1,DB08875
,Oral,,DB08875
Capsule,Oral,20 mg,DB08875
Capsule,Oral,20 mg/1,DB08875
Kit,Oral,,DB08875
"Injection, powder, lyophilized, for solution",Intravenous,200 U/5mL,DB08876
"Powder, for solution",Intravenous,200 unit,DB08876
Tablet,Oral,10.0 mg/1,DB08877
Tablet,Oral,15.0 mg/1,DB08877
Tablet,Oral,20.0 mg/1,DB08877
Tablet,Oral,25.0 mg/1,DB08877
Tablet,Oral,5.0 mg/1,DB08877
Tablet,Oral,,DB08877
Tablet,Oral,10 mg,DB08877
Tablet,Oral,15 mg,DB08877
Tablet,Oral,20 mg,DB08877
Tablet,Oral,5 mg,DB08877
"Injection, powder, for solution",Intravenous,120 mg,DB08879
"Injection, powder, for solution",Intravenous,400 mg,DB08879
"Injection, powder, lyophilized, for solution",Intravenous,120 mg/1.5mL,DB08879
"Injection, powder, lyophilized, for solution",Intravenous,400 mg/5mL,DB08879
"Powder, for solution",Intravenous,120 mg,DB08879
"Powder, for solution",Intravenous,400 mg,DB08879
Solution,Subcutaneous,200 mg/1mL,DB08879
Solution,Subcutaneous,200 mg,DB08879
Tablet,Oral,14 mg,DB08880
"Tablet, film coated",Oral,14 mg,DB08880
"Tablet, film coated",Oral,14 mg/1,DB08880
"Tablet, film coated",Oral,7 mg/1,DB08880
Tablet,Oral,240 mg,DB08881
"Tablet, film coated",Oral,240 mg/1,DB08881
"Tablet, film coated",Oral,240 mg,DB08881
Tablet,Oral,,DB08882
"Tablet, film coated",Oral,,DB08882
"Tablet, film coated, extended release",Oral,,DB08882
"Tablet, film coated",Oral,5 mg/1,DB08882
"Tablet, film coated",Oral,5 mg,DB08882
"Tablet, extended release",Oral,,DB08882
Kit,Oral,,DB08883
Suspension,Oral,0.5 mg,DB08883
Suspension,Oral,0.5 mg/1mL,DB08883
Tablet,Oral,10 mg/1,DB08883
Tablet,Oral,10.0 mg,DB08883
Tablet,Oral,12 mg/1,DB08883
Tablet,Oral,12.0 mg,DB08883
Tablet,Oral,2 mg/1,DB08883
Tablet,Oral,2.0 mg,DB08883
Tablet,Oral,4 mg/1,DB08883
Tablet,Oral,4.0 mg,DB08883
Tablet,Oral,6 mg/1,DB08883
Tablet,Oral,6.0 mg,DB08883
Tablet,Oral,8 mg/1,DB08883
Tablet,Oral,8.0 mg,DB08883
"Tablet, film coated",Oral,10 mg,DB08883
"Tablet, film coated",Oral,12 mg,DB08883
"Tablet, film coated",Oral,2 mg,DB08883
"Tablet, film coated",Oral,4 mg,DB08883
"Tablet, film coated",Oral,6 mg,DB08883
"Tablet, film coated",Oral,8 mg,DB08883
"Injection, solution",Intravenous,181.43 mg/1mL,DB08884
Solution,Intravenous,,DB08884
"Injection, solution",Intravitreal,40 mg/1mL,DB08885
"Injection, solution",Intravitreal,40 mg/ml,DB08885
Solution,Intravitreal,40 mg,DB08885
"Injection, solution, concentrate",Intravenous,25 mg/ml,DB08885
Solution,Intravenous,100 mg,DB08885
Solution,Intravenous,200 mg,DB08885
"Solution, concentrate",Intravenous,100 mg/4mL,DB08885
"Solution, concentrate",Intravenous,200 mg/8mL,DB08885
"Powder, for solution",Intramuscular; Intravenous; Subcutaneous,,DB08886
"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous,10000 [iU]/1mL,DB08886
"Tablet, coated",Oral,,DB08887
Capsule,Oral,1 g,DB08887
Capsule,Oral,1000 mg/1,DB08887
Capsule,Oral,500 mg/1,DB08887
"Injection, solution",Intravitreal,0.375 mg/0.3ml,DB08888
"Injection, solution",Intravitreal,1.25 mg/1mL,DB08888
"Injection, solution",Intravitreal,2.5 mg/1mL,DB08888
"Injection, solution, concentrate",Intravitreal,0.5 mg/0.2ml,DB08888
Solution,Intravitreal,1.25 mg,DB08888
Solution,Intravitreal,2.5 mg,DB08888
"Injection, powder, lyophilized, for solution",Intravenous,10 mg/5mL,DB08889
"Injection, powder, lyophilized, for solution",Intravenous,30 mg/15mL,DB08889
"Injection, powder, lyophilized, for solution",Intravenous,60 mg/30mL,DB08889
"Powder, for solution",Intravenous,10 mg,DB08889
"Powder, for solution",Intravenous,30 mg,DB08889
"Powder, for solution",Intravenous,60 mg,DB08889
Capsule,Oral,,DB08890
Capsule,Oral,290 micrograms,DB08890
"Capsule, gelatin coated",Oral,145 ug/1,DB08890
"Capsule, gelatin coated",Oral,290 ug/1,DB08890
"Capsule, gelatin coated",Oral,72 ug/1,DB08890
"Tablet, extended release",Oral,25 mg,DB08893
"Tablet, extended release",Oral,50 mg,DB08893
"Tablet, film coated, extended release",Oral,25 mg/1,DB08893
"Tablet, film coated, extended release",Oral,50 mg/1,DB08893
Solution,Intravenous; Parenteral; Subcutaneous,1 mg/0.5mL,DB08894
Solution,Intravenous; Parenteral; Subcutaneous,10 mg/1mL,DB08894
Solution,Intravenous; Parenteral; Subcutaneous,2 mg/0.5mL,DB08894
Solution,Intravenous; Parenteral; Subcutaneous,20 mg/2mL,DB08894
Solution,Intravenous; Parenteral; Subcutaneous,3 mg/0.5mL,DB08894
Solution,Intravenous; Parenteral; Subcutaneous,4 mg/0.5mL,DB08894
Solution,Intravenous; Parenteral; Subcutaneous,5 mg/0.5mL,DB08894
Solution,Intravenous; Parenteral; Subcutaneous,6 mg/0.5mL,DB08894
Tablet,Oral,10 mg,DB08895
Tablet,Oral,5 mg,DB08895
"Tablet, film coated",Oral,10 mg/1,DB08895
"Tablet, film coated",Oral,5 mg/1,DB08895
"Tablet, extended release",Oral,11 mg,DB08895
"Tablet, extended release",Oral,11 mg/1,DB08895
"Tablet, extended release",Oral,22 mg/1,DB08895
"Tablet, film coated, extended release",Oral,11 mg/1,DB08895
"Tablet, film coated, extended release",Oral,22 mg/1,DB08895
Tablet,Oral,40 mg,DB08896
"Tablet, film coated",Oral,40 mg/1,DB08896
"Tablet, film coated",Oral,40 mg,DB08896
,Respiratory (inhalation),322 μg,DB08897
,Respiratory (inhalation),,DB08897
"Powder, metered",Respiratory (inhalation),,DB08897
Inhalant,Respiratory (inhalation),400 ug/1,DB08897
"Powder, metered",Respiratory (inhalation),400 ug/1,DB08897
"Injection, powder, for solution",Intravenous,1000 [USP'U]/1,DB08898
Capsule,Oral,40 mg/1,DB08899
Capsule,Oral,40 mg,DB08899
,Subcutaneous; Topical,,DB08900
"Injection, powder, lyophilized, for solution",Subcutaneous,5 mg/0.5mL,DB08900
"Injection, powder, for solution",Subcutaneous,5 mg,DB08900
"Kit; powder, for solution",Subcutaneous,,DB08900
Tablet,Oral,15 mg,DB08901
Tablet,Oral,45 mg,DB08901
"Tablet, film coated",Oral,15 mg/1,DB08901
"Tablet, film coated",Oral,30 mg/1,DB08901
"Tablet, film coated",Oral,45 mg/1,DB08901
Injection,Intravenous,50 mg/1mL,DB08902
Tablet,Oral,100 mg/1,DB08903
Tablet,Oral,100 mg,DB08903
Tablet,Oral,20 mg/1,DB08903
,Subcutaneous,200 mg/1mL,DB08904
"Injection, solution",Subcutaneous,200 mg/1mL,DB08904
"Injection, solution",Subcutaneous,200 mg,DB08904
Solution,Subcutaneous,200 mg,DB08904
"Liquid; powder, for solution",Intramuscular,,DB08905
"Spray, suspension",Intrasinal,27.5 micrograms/spray,DB08906
Powder,Respiratory (inhalation),100 ug/1,DB08906
Powder,Respiratory (inhalation),100 mcg,DB08906
Powder,Respiratory (inhalation),200 mcg,DB08906
Powder,Respiratory (inhalation),200 ug/1,DB08906
Powder,Respiratory (inhalation),50 ug/1,DB08906
"Spray, metered",Nasal,,DB08906
Powder,Respiratory (inhalation),,DB08906
"Spray, metered",Nasal,27.5 ug/1,DB08906
Tablet,Oral,,DB08907
"Tablet, film coated",Oral,,DB08907
"Tablet, extended release",Oral,,DB08907
"Tablet, film coated, extended release",Oral,,DB08907
Tablet,Oral,100 mg,DB08907
Tablet,Oral,300 mg,DB08907
"Tablet, film coated",Oral,100 mg/1,DB08907
"Tablet, film coated",Oral,300 mg/1,DB08907
,Oral,,DB08908
Capsule,Oral,120 mg/1,DB08908
Capsule,Oral,240 mg/1,DB08908
"Capsule, delayed release",Oral,120 mg,DB08908
"Capsule, delayed release",Oral,240 mg,DB08908
Liquid,Oral,1.1 g,DB08909
Liquid,Oral,1.1 g/1mL,DB08909
Capsule,Oral,1 mg,DB08910
Capsule,Oral,2 mg,DB08910
Capsule,Oral,3 mg,DB08910
Capsule,Oral,4 mg,DB08910
Capsule,Oral,1 mg/1,DB08910
Capsule,Oral,2 mg/1,DB08910
Capsule,Oral,3 mg/1,DB08910
Capsule,Oral,4 mg/1,DB08910
Tablet,Oral,0.5 mg,DB08911
Tablet,Oral,1 mg,DB08911
Tablet,Oral,2 mg,DB08911
"Tablet, film coated",Oral,.5 mg/1,DB08911
"Tablet, film coated",Oral,0.5 mg/1,DB08911
"Tablet, film coated",Oral,0.5 mg,DB08911
"Tablet, film coated",Oral,1 mg/1,DB08911
"Tablet, film coated",Oral,2 mg/1,DB08911
"Tablet, film coated",Oral,2 mg,DB08911
Capsule,Oral,50 mg,DB08912
Capsule,Oral,50 mg/1,DB08912
Capsule,Oral,75 mg,DB08912
Capsule,Oral,75 mg/1,DB08912
Injection,Intravenous,90 uCi/1mL,DB08913
Injection,Intravenous,30 uCi/1mL,DB08913
"Injection, solution",Intravenous,1100 kBq/mL,DB08913
"Tablet, film coated",Oral,20 mg/1,DB08916
"Tablet, film coated",Oral,30 mg/1,DB08916
"Tablet, film coated",Oral,40 mg/1,DB08916
Tablet,Oral,,DB08916
"Injection, solution",Intravenous,50 mg/1mL,DB08917
"Capsule, extended release",Oral,120 mg,DB08918
"Capsule, extended release",Oral,20 mg,DB08918
"Capsule, extended release",Oral,40 mg,DB08918
"Capsule, extended release",Oral,80 mg,DB08918
Kit,Oral,,DB08918
"Capsule, extended release",Oral,120 mg/1,DB08918
"Capsule, extended release",Oral,20 mg/1,DB08918
"Capsule, extended release",Oral,40 mg/1,DB08918
"Capsule, extended release",Oral,80 mg/1,DB08918
Tablet,Oral,10 mg,DB08930
Tablet,Oral,25 mg,DB08930
Tablet,Oral,50 mg,DB08930
"Tablet, film coated",Oral,10 mg/1,DB08930
"Tablet, film coated",Oral,25 mg/1,DB08930
"Tablet, film coated",Oral,50 mg/1,DB08930
"Tablet, film coated",Oral,50 mg,DB08930
"Tablet, for suspension",Oral,5 mg/1,DB08930
Tablet,Oral,,DB08930
"Tablet, film coated",Oral,,DB08930
Tablet,Oral,0.5 mg,DB08931
Tablet,Oral,1 mg,DB08931
Tablet,Oral,1.5 mg,DB08931
Tablet,Oral,2 mg,DB08931
Tablet,Oral,2.5 mg,DB08931
"Tablet, film coated",Oral,.5 mg/1,DB08931
"Tablet, film coated",Oral,0.5 mg,DB08931
"Tablet, film coated",Oral,1 mg/1,DB08931
"Tablet, film coated",Oral,1 mg,DB08931
"Tablet, film coated",Oral,1.5 mg/1,DB08931
"Tablet, film coated",Oral,1.5 mg,DB08931
"Tablet, film coated",Oral,2 mg/1,DB08931
"Tablet, film coated",Oral,2 mg,DB08931
"Tablet, film coated",Oral,2.5 mg/1,DB08931
"Tablet, film coated",Oral,2.5 mg,DB08931
Tablet,Oral,10 mg,DB08932
"Tablet, film coated",Oral,10 mg/1,DB08932
Cream,Topical,10 mg/1g,DB08933
"Tablet, film coated",Oral,,DB08934
Pellet,Oral,,DB08934
Tablet,Oral,,DB08934
Pellet,Oral,150 mg/1,DB08934
Pellet,Oral,200 mg/1,DB08934
Tablet,Oral,400 mg,DB08934
"Tablet, film coated",Oral,200 mg/1,DB08934
"Tablet, film coated",Oral,400 mg,DB08934
"Tablet, film coated",Oral,400 mg/1,DB08934
"Injection, solution, concentrate",Intravenous,1000 mg/40mL,DB08935
Solution,Intravenous,25 mg,DB08935
Tablet,Oral,25 mg/1,DB08936
Tablet,Oral,,DB08936
"Tablet, chewable",Oral,25 mg/1,DB08936
Syrup,Oral,,DB08936
"Tablet, chewable",Oral,,DB08936
Liquid,Oral,,DB08936
Suspension,Oral,,DB08938
Tablet,Oral,,DB08938
Tablet,Oral,10 mg/1,DB08941
Tablet,Oral,20 mg/1,DB08941
Tablet,Oral,,DB08946
Solution,Intravascular,,DB08947
Solution,Intravascular,612 mg/1mL,DB08947
"Injection, solution",Intravascular,408 mg/1mL,DB08947
Liquid,Intravenous,,DB08947
"Injection, solution",Intravascular,510 mg/1mL,DB08947
"Injection, solution",Intravascular,612 mg/1mL,DB08947
Liquid,Intravascular,,DB08947
"Injection, solution",Intravascular,755 mg/1mL,DB08947
"Injection, solution",Intrathecal,612 mg/1mL,DB08947
"Injection, solution",Intrathecal,408 mg/1mL,DB08947
Solution,Intrathecal,408 mg/1mL,DB08947
Solution,Intrathecal,612 mg/1mL,DB08947
Liquid,Intravenous; Subarachnoid,,DB08947
Tablet,Oral,,DB08949
Capsule,Oral,,DB08949
"Capsule, gelatin coated",Oral,,DB08949
,Oral,,DB08949
Liquid,Buccal,,DB08958
"Tablet, film coated",Oral,,DB08966
Tablet,Oral,500 mg/1,DB08974
Tablet,Oral,,DB08976
Tablet,Oral,,DB08988
Kit,Oral; Topical,,DB08995
Kit,Topical,,DB08995
Tablet,Oral,,DB08995
Capsule,Oral,,DB09002
Injection,Submucosal,,DB09009
"Injection, solution",Dental; Infiltration,,DB09009
Liquid,Infiltration,,DB09009
"Injection, solution",Subcutaneous,,DB09009
"Injection, solution",Submucosal,,DB09009
Solution,Infiltration,,DB09009
Capsule,Oral,,DB09012
Powder,Not applicable,1000 g/1000g,DB09019
Tablet,Topical,5 mg/1,DB09020
"Kit; powder, for solution; tablet, delayed release",Oral,,DB09020
Suppository,Rectal,0.01 g/2g,DB09020
"Tablet, delayed release",Oral,5 mg,DB09020
"Tablet, delayed release",Oral,5 mg/1,DB09020
Tablet,Oral,5 mg,DB09020
Suppository,Rectal,10 mg/1,DB09020
"Tablet, delayed release",Oral,,DB09020
Suppository,Rectal,10 mg/2000mg,DB09020
Kit,Oral; Rectal,,DB09020
Suppository,Rectal,5 mg,DB09020
"Tablet, coated",Oral,5 mg/1,DB09020
Suspension,Rectal,,DB09020
Tablet,Oral,,DB09020
Pill,Oral,5 mg/5mg,DB09020
Tablet,Oral,5 mg/5mg,DB09020
Enema,Rectal,10 mg/30mL,DB09020
Kit,Oral,,DB09020
Suppository,Rectal,,DB09020
,Oral; Rectal,,DB09020
Enema; suspension,Rectal,,DB09020
Suppository,Rectal,10 mg,DB09020
Tablet,Oral,5 mg/1,DB09020
"Capsule, gelatin coated",Oral,5 mg/1,DB09020
"Tablet, film coated",Oral,5 mg/1,DB09020
"Tablet, sugar coated",Oral,5 mg/1,DB09020
"Tablet, film coated",Oral,150 mg,DB09026
"Tablet, film coated",Oral,300 mg,DB09026
Tablet,Oral,,DB09026
"Tablet, film coated",Oral,,DB09026
"Tablet, film coated",Oral,150 mg/1,DB09026
"Tablet, film coated",Oral,300 mg/1,DB09026
Pellet,Oral,,DB09027
Tablet,Oral,,DB09027
"Tablet, film coated",Oral,,DB09027
Injection,Subcutaneous,150 mg/1mL,DB09029
"Powder, for solution",Subcutaneous,150 mg,DB09029
Solution,Subcutaneous,150 mg,DB09029
Tablet,Oral,2.5 mg,DB09030
"Tablet, film coated",Oral,2.08 mg/1,DB09030
Capsule,Oral,50 mg/1,DB09031
"Injection, powder, for solution",Intravenous,300 mg,DB09033
"Injection, powder, lyophilized, for solution",Intravenous,300 mg/5mL,DB09033
"Powder, for solution",Intravenous,300 mg,DB09033
Solution,Subcutaneous,108 mg,DB09033
Tablet,Oral,10 mg,DB09034
Tablet,Oral,15 mg,DB09034
Tablet,Oral,20 mg,DB09034
Tablet,Oral,5 mg,DB09034
"Tablet, film coated",Oral,10 mg/1,DB09034
"Tablet, film coated",Oral,15 mg/1,DB09034
"Tablet, film coated",Oral,20 mg/1,DB09034
"Tablet, film coated",Oral,5 mg/1,DB09034
Injection,Intravenous,10 mg/1mL,DB09035
Solution,Intravenous,10 mg,DB09035
"Injection, powder, for solution",Intravenous,100 mg/1,DB09036
"Injection, powder, for solution",Intravenous,400 mg/1,DB09036
"Injection, powder, lyophilized, for solution",Intravenous,100 mg/1,DB09036
"Injection, powder, lyophilized, for solution",Intravenous,400 mg/1,DB09036
"Powder, for solution",Intravenous,100 mg,DB09036
"Powder, for solution",Intravenous,400 mg,DB09036
"Injection, powder, for solution",Intravenous,50 mg,DB09037
"Injection, powder, lyophilized, for solution",Intravenous,50 mg/2mL,DB09037
"Injection, solution",Intravenous,25 mg/1mL,DB09037
"Injection, solution, concentrate",Intravenous,25 mg/ml,DB09037
"Powder, for solution",Intravenous,50 mg,DB09037
Solution,Intravenous,25 mg,DB09037
"Tablet, film coated",Oral,,DB09038
Tablet,Oral,10 mg,DB09038
Tablet,Oral,25 mg,DB09038
"Tablet, film coated",Oral,10 mg/1,DB09038
"Tablet, film coated",Oral,25 mg/1,DB09038
Tablet,Oral,,DB09038
"Tablet, extended release",Oral,,DB09038
Capsule,Oral,84 mg/1,DB09039
Capsule,Oral,84 mg,DB09039
Solution,Topical,10 %,DB09040
Solution,Topical,100 mg/1mL,DB09040
Solution,Topical,43.5 mg/1mL,DB09041
"Injection, powder, for solution",Intravenous,200 mg,DB09042
"Injection, powder, lyophilized, for solution",Intravenous,200 mg/4mL,DB09042
"Powder, for solution",Intravenous,200 mg,DB09042
Tablet,Oral,200 mg,DB09042
"Tablet, film coated",Oral,200 mg/1,DB09042
"Tablet, film coated",Oral,200 mg,DB09042
"Powder, for solution",Subcutaneous,,DB09043
"Injection, powder, lyophilized, for solution",Subcutaneous,30 mg/0.5mL,DB09043
"Injection, powder, lyophilized, for solution",Subcutaneous,50 mg/0.5mL,DB09043
"Injection, solution",Subcutaneous,0.75 mg/0.5mL,DB09045
"Injection, solution",Subcutaneous,1.5 mg/0.5mL,DB09045
Solution,Subcutaneous,0.75 mg,DB09045
Solution,Subcutaneous,1.5 mg,DB09045
"Injection, powder, lyophilized, for solution",Subcutaneous,11.3 mg/2.2mL,DB09046
Suspension,Auricular (otic),,DB09047
Capsule,Oral,,DB09048
Tablet,Oral,12.5 mg,DB09049
Tablet,Oral,25 mg,DB09049
"Tablet, film coated",Oral,12.5 mg/1,DB09049
"Tablet, film coated",Oral,25 mg/1,DB09049
"Tablet, film coated",Oral,12.5 mg,DB09049
"Tablet, film coated",Oral,25 mg,DB09049
"Injection, powder, lyophilized, for solution",Intravenous,,DB09050
"Powder, for solution",Intravenous,,DB09050
"Injection, solution, concentrate",Intravenous,5 mg/5mL,DB09051
Solution,Intravenous,1 mg,DB09051
Kit,Intravenous,12.5 ug/1mL,DB09052
"Powder, for solution",Intravenous,38.5 mcg,DB09052
Capsule,Oral,140 mg/1,DB09053
Capsule,Oral,140 mg,DB09053
Capsule,Oral,70 mg/1,DB09053
Tablet,Oral,140 mg,DB09053
Tablet,Oral,280 mg,DB09053
Tablet,Oral,420 mg,DB09053
Tablet,Oral,560 mg,DB09053
"Tablet, film coated",Oral,140 mg/1,DB09053
"Tablet, film coated",Oral,280 mg/1,DB09053
"Tablet, film coated",Oral,420 mg/1,DB09053
"Tablet, film coated",Oral,560 mg/1,DB09053
Tablet,Oral,100 mg,DB09054
Tablet,Oral,150 mg,DB09054
"Tablet, film coated",Oral,100 mg/1,DB09054
"Tablet, film coated",Oral,100 mg,DB09054
"Tablet, film coated",Oral,150 mg/1,DB09054
"Tablet, film coated",Oral,150 mg,DB09054
Liquid,Intravenous,60 [iU]/35mL,DB09057
Solution,Intravenous,60 unit,DB09057
"Injection, solution",Intravenous,6.75 mg/0.9ml,DB09059
"Injection, solution, concentrate",Intravenous,37.5 mg/5ml,DB09059
"Powder, for solution",Intravenous,,DB09060
"Injection, powder, for solution",Intravenous,,DB09060
Oil,Sublingual,33.33 mg/1mL,DB09061
Oil,Sublingual,50 mg/1mL,DB09061
Oil,Sublingual,8.33 mg/1mL,DB09061
Oil,Sublingual,16.7 mg/1mL,DB09061
Oil,Sublingual,25 mg/1mL,DB09061
,Sublingual; Topical,,DB09061
Solution,Oral,100 mg/1mL,DB09061
Patch,Topical,,DB09061
Oil,Oral,20 g/100mL,DB09061
Oil,Oral,3 g/100mL,DB09061
Oil,Oral,5 g/100mL,DB09061
"Capsule, liquid filled",Oral,20 mg/1,DB09061
Solution / drops,Buccal,1.938 g/100mL,DB09061
Spray,Buccal,,DB09061
Capsule,Oral,150 mg/1,DB09063
Capsule,Oral,150 mg,DB09063
"Tablet, film coated",Oral,150 mg/1,DB09063
Tablet,Oral,,DB09065
"Tablet, film coated",Oral,,DB09065
Tablet,Oral,150 mg,DB09065
"Tablet, film coated",Oral,150 mg/1,DB09065
"Tablet, film coated",Oral,150 mg,DB09065
"Injection, solution",Subcutaneous,100 micrograms,DB09066
"Injection, solution",Subcutaneous,150 micrograms,DB09066
"Injection, powder, lyophilized, for solution",Intravenous,100 ug/2mL,DB09067
Tablet,Oral,10 mg,DB09068
Tablet,Oral,15 mg,DB09068
Tablet,Oral,20 mg,DB09068
Tablet,Oral,5 mg,DB09068
"Tablet, film coated",Oral,10 mg/1,DB09068
"Tablet, film coated",Oral,15 mg/1,DB09068
"Tablet, film coated",Oral,20 mg/1,DB09068
"Tablet, film coated",Oral,5 mg/1,DB09068
Tablet,Oral,,DB09070
Capsule,Oral,20 mg/1,DB09071
Capsule,Oral,20 mg,DB09071
Solution,Oral,0.5 g/1mL,DB09072
Solution,Oral,500 mg,DB09072
Capsule,Oral,100 mg,DB09073
Capsule,Oral,100 mg/1,DB09073
Capsule,Oral,125 mg,DB09073
Capsule,Oral,125 mg/1,DB09073
Capsule,Oral,75 mg,DB09073
Capsule,Oral,75 mg/1,DB09073
Tablet,Oral,100 mg,DB09073
Tablet,Oral,125 mg,DB09073
Tablet,Oral,75 mg,DB09073
"Tablet, film coated",Oral,100 mg/1,DB09073
"Tablet, film coated",Oral,125 mg/1,DB09073
"Tablet, film coated",Oral,75 mg/1,DB09073
Capsule,Oral,50 mg,DB09074
Capsule,Oral,50 mg/1,DB09074
Tablet,Oral,100 mg,DB09074
Tablet,Oral,150 mg,DB09074
"Tablet, film coated",Oral,100 mg/1,DB09074
"Tablet, film coated",Oral,150 mg/1,DB09074
Tablet,Oral,,DB09075
"Tablet, film coated",Oral,15 mg,DB09075
"Tablet, film coated",Oral,30 mg,DB09075
"Tablet, film coated",Oral,60 mg,DB09075
"Tablet, film coated",Oral,15 mg/1,DB09075
"Tablet, film coated",Oral,30 mg/1,DB09075
"Tablet, film coated",Oral,60 mg/1,DB09075
"Powder, metered",Respiratory (inhalation),,DB09076
"Powder, metered",Respiratory (inhalation),55 μg,DB09076
"Aerosol, powder",Oral,62.5 ug/1,DB09076
Powder,Respiratory (inhalation),62.5 mcg,DB09076
Powder,Respiratory (inhalation),,DB09076
Injection,Intravenous,3.5 mg/1mL,DB09077
Solution,Intravenous,3.5 mg,DB09077
,Oral,,DB09078
Capsule,Oral,10 mg,DB09078
Capsule,Oral,10 mg/1,DB09078
Capsule,Oral,12 mg,DB09078
Capsule,Oral,14 mg,DB09078
Capsule,Oral,18 mg,DB09078
Capsule,Oral,20 mg,DB09078
Capsule,Oral,24 mg,DB09078
Capsule,Oral,4 mg,DB09078
Capsule,Oral,4 mg/1,DB09078
Capsule,Oral,8 mg,DB09078
Capsule,Oral,100 mg,DB09079
Capsule,Oral,100 mg/1,DB09079
Capsule,Oral,150 mg,DB09079
Capsule,Oral,150 mg/1,DB09079
Solution,Respiratory (inhalation),,DB09080
"Spray, metered",Respiratory (inhalation),,DB09080
Solution,Respiratory (inhalation),2.5 mcg,DB09080
"Spray, metered",Respiratory (inhalation),2.5 ug/1,DB09080
Tablet,Oral,,DB09081
"Tablet, film coated",Oral,150 mg,DB09081
"Powder, metered",Respiratory (inhalation),,DB09082
Powder,Respiratory (inhalation),,DB09082
Solution,Oral,5 mg/5mL,DB09083
"Tablet, film coated",Oral,5 mg/1,DB09083
"Tablet, film coated",Oral,7.5 mg/1,DB09083
"Tablet, film coated",Oral,5 mg,DB09083
"Tablet, film coated",Oral,7.5 mg,DB09083
Tablet,Oral,,DB09083
Mouthwash; solution,Buccal; Oral,,DB09084
Liquid; mouthwash,Buccal; Oral,,DB09084
Liquid,Buccal,,DB09084
Mouthwash,Buccal,,DB09084
Solution,Oral,,DB09084
Liquid,Dental; Oral,,DB09084
Gel,Topical,,DB09085
Ointment,Topical,,DB09085
Ointment,Topical,2 g/100g,DB09085
Cream,Topical,10 mg/1mL,DB09085
Solution,Topical,,DB09085
Aerosol,Topical,,DB09085
Cream,Topical,,DB09085
Gel,Dental,,DB09085
"Aerosol, metered",Topical,,DB09085
