synonym,language,coder,drugbank-id
(R)-ethyl 2-amino-2-(4-hydroxyphenyl)acetate,english,,DB04308
4-hydroxy-d-phenylglycine,english,,DB04308
D-(-)-2-(p-hydroxyphenyl)glycine,english,,DB04308
D-(-)-4-hydroxyphenylglycine,english,,DB04308
D-(-)-amino(4-hydroxyphenyl)acetic acid,english,,DB04308
D-(-)-p-hydroxyphenylglycine,english,,DB04308
D-2-amino-2-(p-hydroxyphenyl)acetic acid,english,,DB04308
D-4-hydroxyphenylglycine,english,,DB04308
D-N-(4-Hydroxyphenyl)glycine,english,,DB04308
D-p-hydroxyphenylglycine,english,,DB04308
P-hydroxy-(R)-phenylglycine,english,,DB04308
P-hydroxy-d-phenylglycine,english,,DB04308
3-methyl-beta-D-aspartic acid,english,,DB04313
D-methyl aspartic acid,english,,DB04313
N-Methylcytosine,english,,DB04314
2-phenylethylamine,english,,DB04325
benzeneethanamine,english,,DB04325
beta-Phenylethylamine,english,,DB04325
Phenylethylamine,english,,DB04325
β-aminoethylbenzene,english,,DB04325
β-phenethylamine,english,,DB04325
1-hydroxy-3-(phosphonooxy)-2-Propanone,english,,DB04326
1-Hydroxy-3-(phosphonooxy)acetone,english,,DB04326
"1,3-Dihydroxy-2-propanone monodihydrogen phosphate",english,,DB04326
"1,3-Dihydroxy-2-propanone phosphate",english,,DB04326
"1,3-Dihydroxyacetone 1-phosphate",english,,DB04326
3-hydroxy-2-oxopropyl phosphate,english,,DB04326
DHAP,english,,DB04326
Dihydroxyacetone monophosphate,english,,DB04326
Glycerone monophosphate,english,,DB04326
Glycerone phosphate,english,,DB04326
(+)-Monastrol,english,,DB04331
(4S)-Monastrol,english,,DB04331
(S)-monastrol,english,,DB04331
"1,8-Diaminooctane",english,,DB04333
"1,8-Octamethylenediamine",english,,DB04333
"1,8-Octanediamine",english,,DB04333
"1,8-Octylenediamine",english,,DB04333
"(S)-α-amino-4-hydroxy-3,6-dioxo-1,4-cyclohexadiene-1-propanoic acid",english,,DB04334
"6-Hydroxyphenylalanine-3,4-dione",english,,DB04334
L-topaquinone,english,,DB04334
Topa quinone,english,,DB04334
Topaquinone,english,,DB04334
9-β-D-ribofuranosyl-9H-purin-6-ol,english,,DB04335
9-β-D-ribofuranosylhypoxanthine,english,,DB04335
beta-Inosine,english,,DB04335
hypoxanthine D-riboside,english,,DB04335
Hypoxanthosine,english,,DB04335
INO,english,,DB04335
Inosin,german,,DB04335
Inosina,spanish,inn,DB04335
Inosine,english,inn/jan,DB04335
Inosinum,latin,inn,DB04335
Methyl isocyanide,english,,DB04337
Methyl isonitrile,english,,DB04337
Methylisonitrile,english,,DB04337
(L)-2-Amino-3-(carboxymethylthio)propionic acid,english,,DB04339
(R)-S-(carboxymethyl)cysteine,english,,DB04339
carbocisteína,spanish,inn,DB04339
Carbocisteine,english,inn,DB04339
L-3-((carboxymethyl)thio)alanine,english,,DB04339
L-carbocysteine,english,,DB04339
S-(carboxymethyl)-(R)-cysteine,english,,DB04339
S-carboxymethyl-L-cysteine,english,,DB04339
S-carboxymethylcysteine,english,,DB04339
"7,8-dimethylalloxazine",english,,DB04345
"7,8-dimethylbenzo[g]pteridine-2,4(1H,3H)-dione",english,,DB04345
Lumichrome,english,,DB04345
Riboflavin lumichrome,english,,DB04345
"(S)-1,2-Propanediol",english,,DB04349
"(S)-propane-1,2-diol",english,,DB04349
(S)-Propylene glycol,english,,DB04349
"S-1,2-Propanediol",english,,DB04349
5-O-phosphono-beta-D-ribofuranose,english,,DB04352
5-O-phosphono-β-D-ribofuranose,english,,DB04352
β-D-ribofuranose 5-phosphate,english,,DB04352
Ethylenesulfonic acid,english,,DB04359
Vinylsulphonic acid,english,,DB04359
"Diazene, methyl- (9CI)",english,,DB04361
Methyldiimide,english,,DB04361
(R)-2-acetoin,english,,DB04364
(R)-3-hydroxy-2-butanone,english,,DB04364
(R)-3-hydroxybutan-2-one,english,,DB04364
(R)-dimethylketol,english,,DB04364
Cysteine-S-sulfate,english,,DB04370
Cysteine-S-sulfonate,english,,DB04370
Cysteinyl-S-sulfonate,english,,DB04370
Cysteinyl-S-sulfonic acid,english,,DB04370
L-cysteine S-sulfate,english,,DB04370
S-sulfo-L-cysteine,english,,DB04370
S-sulfocysteine,english,,DB04370
S-sulpho-L-cysteine,english,,DB04370
"(2R)-2,3-bis[(9Z,12Z)-octadeca-9,12-dienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate",english,,DB04372
"1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine",english,,DB04372
"1,2-di-O-linoleoyl-sn-glycero-3-phosphocholine",english,,DB04372
"1,2-dilinoleoyl-sn-glycero-3-phosphocholine",english,,DB04372
dilinoleoylphosphatidylcholine,english,,DB04372
DL-PC,english,,DB04372
DLNPC,english,,DB04372
DLPC,english,,DB04372
L-Dilinoleoyllecithin,english,,DB04372
3-hydroxy-3-methylglutaric acid,english,,DB04377
Dicrotalic acid,english,,DB04377
meglutol,spanish,inn,DB04377
bis[(aminocarbonyl)amino]acetate,english,,DB04380
diureido-acetate,english,,DB04380
diureidoacetate,english,,DB04380
(E)-crotonaldehyde,english,,DB04381
1-formylpropene,english,,DB04381
2-Butenal,english,,DB04381
Aldehyde crotonique,french,,DB04381
crotonal,english,,DB04381
crotonic aldehyde,english,,DB04381
crotylaldehyde,english,,DB04381
methylpropenal,english,,DB04381
propylene aldehyde,english,,DB04381
trans-2-butenal,english,,DB04381
trans-2-butenaldehyde,english,,DB04381
trans-but-2-enal,english,,DB04381
trans-crotonaldehyde,english,,DB04381
β-methylacrolein,english,,DB04381
2-Deoxy-alpha-D-lyxo-hexopyranose,english,,DB04382
2-deoxy-beta-D-galactose,english,,DB04382
2-Deoxy-α-D-lyxo-hexopyranose,english,,DB04382
(2S)-2-amino-3-methylbutan-1-ol,english,,DB04383
(S)-(+)-2-Amino-3-methyl-1-butanol,english,,DB04383
5-chloro-2-(p-chlorophenoxy)phenol,english,,DB04393
Hydroxydichlorodiphenyl ether,english,,DB04393
(±)-2-hydroxypropanoic acid,english,,DB04398
2-Hydroxypropanoic acid,english,iupac,DB04398
2-Hydroxypropionic acid,english,,DB04398
ácido láctico,spanish,,DB04398
Acidum lacticum,latin,,DB04398
DL- lactic acid,english,,DB04398
DL-Lactic Acid,english,,DB04398
DL-Milchsäure,german,,DB04398
Lacticum acidum,latin,,DB04398
Milchsäure,german,,DB04398
Milk acid,english,,DB04398
rac-lactic acid,english,,DB04398
α-hydroxypropanoic acid,english,,DB04398
α-hydroxypropionic acid,english,,DB04398
Dihydrobiopterin,english,,DB04400
L-erythro-q-Dihydrobiopterin,english,,DB04400
q-BH2,english,,DB04400
Quinonoid dihydrobiopterin,english,,DB04400
Glycine betaine aldehyde,english,,DB04401
3-phenyl-1-aminopropane,english,,DB04410
3-phenyl-1-propylamine,english,,DB04410
3-phenyl-N-propylamine,english,,DB04410
3-phenylpropanamine,english,,DB04410
benzenepropanamine,english,,DB04410
gamma-phenyl-n-propylamine,english,,DB04410
gamma-phenylpropylamine,english,,DB04410
hydrocinnamylamine,english,,DB04410
Aspartyl adenylate,english,,DB04418
Succinyl AMP,english,,DB04418
D-(−)-norleucine,english,,DB04419
D-2-aminohexanoic acid,english,,DB04419
L-2-amino-4-mercaptobutyric acid,english,,DB04422
L-Homocysteine,english,,DB04422
N-{(3S)-1-[(Benzyloxy)sulfamoyl]-5-phenyl-3-pentanyl}-Nα-[(4-methyl-1-piperazinyl)carbonyl]-L-phenylalaninamide,english,,DB04427
Cyclo-(L-arginine-L-proline) inhibitor,english,,DB04433
3-fluoro-L-tyrosine,english,,DB04436
L-m-Fluorotyrosine,english,,DB04436
Bvdu 5'-monophosphate,english,,DB04438
BVDU-MP,english,,DB04438
N-D-Ribosylpurine,english,,DB04440
Purine nucleoside,english,,DB04440
Purine riboside,english,,DB04440
"2-(6-amino-2-fluoro-purin-9-yl)-5-hydroxymethyl-tetrahydro-furan-3,4-diol",english,,DB04441
6-amino-2-fluoro-9-β-D-ribofuranosylpurine,english,,DB04441
Tetrafluoroaluminate anion,english,,DB04444
tetrafluoroaluminate(1−),english,,DB04444
Hydrargyrum bijodatum,german,,DB04445
Mercuric iodide red,english,,DB04445
"Mercuric iodide, red",english,,DB04445
Mercury Diiodide,english,,DB04445
Red mercuric iodide,english,,DB04445
"2,3-dihydroxy-1,4-dithiobutane",english,,DB04447
arsenic trihydroxide,english,,DB04456
arsenous acid,english,,DB04456
arsorous acid,english,,DB04456
trihydroxyarsenite(III),english,,DB04456
"3,8,13,17-tetramethyl-5,10,15,20,22,24-hexahydroporphyrin-2,7,12,18-tetrapropionic acid",english,,DB04461
"5,10,15,20,22,24-hexahydro-3,8,13,17-tetramethyl-21H,23H-porphine-2,7,12,18-tetrapropanoic acid",english,,DB04461
(2S)-2-(formylamino)-4-(methylthio)butanoic acid,english,,DB04464
Formyl-methionine,english,,DB04464
L-N-Formylmethionine,english,,DB04464
N-formyl-L-methionine,english,,DB04464
4-hydroxytamoxifen,english,,DB04468
4-monohydroxytamoxifen,english,,DB04468
4-OHT,english,,DB04468
Afimoxifene,english,inn,DB04468
α-L-Fuc,english,,DB04473
α-L-fucose,english,,DB04473
α-L-Fucp,english,,DB04473
1-(phenylamino)-8-naphthalenesulfonic acid,english,,DB04474
1-Anilino-8-naphthalenesulfonate,english,,DB04474
1-anilino-8-naphthalenesulfonic acid,english,,DB04474
8-Anilino-1-naphthalene sulfonic acid,english,,DB04474
8-anilinonaphthalene-1-sulphonic acid,english,,DB04474
"N-1,2,3,4-Tetrahydronaphth-1-yl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine",english,,DB04477
"(2R,3S)-butane-1,2,3,4-tetrol",english,,DB04481
Erythrit,english,,DB04481
Erythrite,english,,DB04481
Erythritol,english,,DB04481
Erythro-tetritol,english,,DB04481
Erythrol,english,,DB04481
L-erythritol,english,,DB04481
Mesoerythritol,english,,DB04481
Phycite,english,,DB04481
Phycitol,english,,DB04481
2-deoxy-2-fluoro-beta-D-mannose,english,,DB04483
2'-deoxy-5-methyluridine,english,,DB04485
2'-deoxythymidine,english,,DB04485
2'-thymidine,english,,DB04485
Deoxyribosylthymine,english,,DB04485
Deoxythymidine,english,,DB04485
dThd,english,,DB04485
Thymidine,english,,DB04485
Thymine 2'-deoxyriboside,english,,DB04485
Thymine deoxyriboside,english,,DB04485
GEMSA,english,,DB04489
D-Fructose 6-phosphate,english,,DB04493
D-Fructose 6-phosphoric acid,english,,DB04493
keto-D-fructose 6-phosphate,english,,DB04493
Neuberg ester,english,,DB04493
(R)-(+)-styrene oxide,english,,DB04499
(R)-(epoxyethyl)benzene,english,,DB04499
R-phenyloxirane,english,,DB04499
R-styrene oxide,english,,DB04499
4-(Acetylamino)benzoic acid,english,,DB04500
4-acetamidobenzoic acid,english,iupac,DB04500
4-Acetylaminobenzoic acid,english,,DB04500
4-Carboxyacetanilide,english,,DB04500
Acedoben,spanish,inn,DB04500
Acedobene,french,inn,DB04500
Acedobenum,latin,inn,DB04500
N-Acetyl-p-aminobenzoic acid,english,,DB04500
N-Acetyl-PABA,english,,DB04500
p-Acetamidobenzoic acid,english,,DB04500
p-Acetoaminobenzoic acid,english,,DB04500
p-Acetylaminobenzoic acid,english,,DB04500
PAAB,english,,DB04500
Para acetamido benzoic acid,english,,DB04500
"(1s,4s)-1,7,7-trimethylbicyclo[2.2.1]heptane",english,,DB04501
"1β,4β-bornane",english,,DB04501
Bornane,english,,DB04501
Bornylane,english,,DB04501
Phenyl (3S)-3-({N-[(benzyloxy)carbonyl]-L-phenylalanyl}amino)-5-phenyl-1-pentanesulfonate,english,,DB04502
3-Phospho-(R)-glycerate,english,,DB04510
3-phospho-D-glycerate,english,,DB04510
3-Phosphoglycerate,english,,DB04510
D-glycerate 3-phosphate,english,,DB04510
3-Isobutyl-2-methoxypyrazine,english,,DB04512
6-deoxy-2-O-methyl-alpha-L-galactopyranose,english,,DB04515
6-deoxy-2-O-methyl-α-L-galactopyranose,english,,DB04515
1-heptanecarboxylic acid,english,,DB04519
Acide octanoïque,french,inn,DB04519
Acide octanoique,french,,DB04519
ácido octanoico,spanish,inn,DB04519
Acidum octanocium,latin,,DB04519
Acidum octanoicum,latin,inn,DB04519
C8:0,english,,DB04519
Caprylic acid,english,,DB04519
Kaprylsäure,german,,DB04519
n-caprylic acid,english,,DB04519
n-octanoic acid,english,,DB04519
n-Octoic acid,english,,DB04519
n-octylic acid,english,,DB04519
Octanoic acid,english,inn,DB04519
Octoic acid,english,,DB04519
Octylic acid,english,,DB04519
GSHNA,english,,DB04521
Phosphonoserine,english,,DB04522
"Coenzyme A, S-(hydrogen propanedioate)",english,,DB04524
Malonyl coenzyme A,english,,DB04524
S-(Hydrogen malonyl)coenzyme A,english,,DB04524
"(2S,3S)-3-Hydroxyasparagine",english,,DB04527
Dinitrophenol,english,,DB04528
Pseudovancomycin,english,,DB04529
Vancomycin pseudoaglycone,english,,DB04529
(R)-S-Benzylcysteine,english,,DB04531
3-Benzylthioalanine,english,,DB04531
L-S-Benzylcysteine,english,,DB04531
2-Amino-p-cresol,english,,DB04533
2-Hydroxy-5-methylaniline,english,,DB04533
3-Amino-4-hydroxytoluene,english,,DB04533
4-Methyl-2-aminophenol,english,,DB04533
5-Nitro-1H-indazole,english,,DB04534
(S)-alpha-Amino-1H-indole-3-propionamide,english,,DB04537
L-tryptophan amide,english,,DB04537
L-tryptophanamide,english,,DB04537
(3S)-3-methyl-L-aspartic acid,english,,DB04538
"2S,3S-3-methylaspartic acid",english,,DB04538
L-threo-3-Methylaspartate,english,,DB04538
"(3β,14β,17α)-cholest-5-en-3-ol",english,,DB04540
Cholest-5-en-3beta-ol,english,,DB04540
Cholesterin,english,,DB04540
"(S)-Hexahydropyrrolo(1,2-a)pyrazine-1,4-dione-4-17O",english,,DB04541
Cyclo(pro-gly),english,,DB04541
Cyclo(pro-O-gly),english,,DB04541
3'-Azido-3'-deoxythymidine 5'-diphosphate,english,,DB04542
AZTDP,english,,DB04542
"(3R,4R,5R)-5-(hydroxymethyl)piperidine-3,4-diol",english,,DB04545
Isofagomine,english,,DB04545
3-deaza-adenosine,english,,DB04546
Deaza-Ado,english,,DB04546
"1,6-di-O-phosphono-β-D-fructofuranose",english,,DB04551
"beta-D-Fructose 1,6-bisphosphate",english,,DB04551
"β-D-fructofuranose 1,6-bisphosphate",english,,DB04551
Acide niflumique,french,inn,DB04552
Acido niflumico,spanish,inn,DB04552
Acidum niflumicum,latin,inn,DB04552
NFA,english,,DB04552
Niflumic acid,english,inn/ban/dcf,DB04552
(-)-3-((1S)-1-(Dimethylamino)ethyl)phenol,english,,DB04556
3-((1S)-1-(Dimethylamino)ethyl)phenol,english,,DB04556
"1,2,3-propanetricarboxylic acid",english,,DB04562
3-carboxyglutaric acid,english,,DB04562
3-carboxypentanedioic acid,english,,DB04562
Carballylic acid,english,,DB04562
Carboxymethylsuccinic acid,english,,DB04562
β-carboxyglutaric acid,english,,DB04562
"1,5-D-gluconolactone",english,,DB04564
"1,5-Gluconolactone",english,,DB04564
D-gluconic acid delta-lactone,english,,DB04564
"D-glucono-1,5-lactone",english,,DB04564
"D-threo-Aldono-1,5-lactone",english,,DB04564
delta-gluconolactone,english,,DB04564
GDL,english,,DB04564
Gluconic acid lactone,english,,DB04564
Glucono delta-lactone,english,,DB04564
Glucono-delta-lactone,english,,DB04564
Cytosine inosinate,english,,DB04566
Phenylmethyl formate,english,,DB04569
Festamoxin,english,,DB04570
Lamoxactam,english,,DB04570
Latamoxef,english,inn,DB04570
Latamoxefum,latin,inn,DB04570
Moxalactam,english,,DB04570
"2',4,8-Trimethylpsoralen",english,,DB04571
"4,5',8-Trimethylpsoralen",english,,DB04571
"4,8,5'-Trimethylpsoralen",english,,DB04571
"6-hydroxy-β,2,7-trimethyl-5-benzofuranacrylic acid, δ-lactone",english,,DB04571
Trimethylpsoralen,english,,DB04571
Trioxisaleno,spanish,inn,DB04571
Trioxsalen,english,usan,DB04571
Trioxysalen,english,inn,DB04571
Trioxysalene,french,inn,DB04571
Trioxysalenum,latin,inn,DB04571
Trisoralen,english,,DB04571
Thiotepa,english,inn,DB04572
"(16α,17β)-estra-1,3,5(10)-triene-3,16,17-triol",english,,DB04573
"1,3,5(10)-Estratriene-3,16-alpha,17beta-triol",english,,DB04573
16-alpha-Hydroxyestradiol,english,,DB04573
16alpha-hydroxyestradiol,english,,DB04573
16α-hydroxyestradiol,english,,DB04573
"16α,17β-estriol",english,,DB04573
"3,16alpha,17beta-Trihydroxy-delta(1,3,5)-estratriene",english,,DB04573
Estriol,english,inn,DB04573
Oestriol,english,,DB04573
Östriol,german,,DB04573
Trihydroxyestrin,english,,DB04573
"Estra-1,3,5 (10)-triene-17-one-3-yl-sulfate",english,,DB04574
Estrone 3-sulfate,english,,DB04574
Estrone bisulfate,english,,DB04574
Estrone hemisulfate,english,,DB04574
Estrone hydrogen sulfate,english,,DB04574
Estrone sulphate,english,,DB04574
Estrone-3-sulphate,english,,DB04574
"Estrone, hydrogen sulfate",english,,DB04574
17-alpha-Ethinylestradiol 3-cyclopentyl ether,english,,DB04575
17alpha-Ethynylestradiol 3-cyclopentyl ether,english,,DB04575
Estradiol-17-beta 3-cyclopentyl ether,english,,DB04575
Quinestrol,english,inn/usan,DB04575
Quinestrolo,italian,dcit,DB04575
Quinestrolum,latin,inn,DB04575
Fleroxacin,english,inn/ban/jan/usan,DB04576
Fleroxacine,french,,DB04576
Fleroxacino,spanish,,DB04576
Fleroxacinum,latin,,DB04576
Fleroxicin,english,,DB04576
FLRX,english,,DB04576
1-(1-phenylcyclopentyl)methanamine,english,iupac,DB04577
1-Phenylcyclopentanemethylamine,english,,DB04577
C-(1-Phenyl-cyclopentyl)-methylamine,english,,DB04577
1-benzyl-1H-imidazole,english,,DB04581
(R)-imazaquin,english,,DB04582
"2,3-Didehydrophenylalanine",english,,DB04584
alpha-Aminocinnamate,english,,DB04584
2-Bromfenol,czech,,DB04586
2-Bromophenol,english,,DB04586
o-Bromophenol,english,,DB04586
1-p-anisoylpyrrolidin-2-one,english,,DB04599
Aniracetam,english,inn/jan/usan,DB04599
Aniracetamun,latin,inn,DB04599
1-phenylethanone,english,,DB04619
Acetylbenzene,english,,DB04619
Benzoyl methide,english,,DB04619
Methyl phenyl ketone,english,,DB04619
Phenyl methyl ketone,english,,DB04619
1-amino-1-cyclopentanecarboxylic acid,english,,DB04620
1-aminocyclopentane-1-carboxylic acid,english,iupac,DB04620
1-aminocyclopentanecarboxylic acid,english,,DB04620
Cyclo-leucine,english,,DB04620
Cycloleucin,english,,DB04620
4-(2-acetamidoethyl)imidazole,english,,DB04622
4-(2-acetylaminoethyl)imidazole,english,,DB04622
4-(beta-Acetylaminoethyl)imidazole,english,,DB04622
α-N-acetylhistamine,english,,DB04622
"4-O-((8R)-2-amino-8-O-(4-amino-4-deoxy-α-D-glucopyranosyl)-2,3,7-trideoxy-7-(methylamino)-D-glycero-α-D-allo-octodialdo-1,5:8,4-dipyranos-1-yl)-2-deoxy-D-streptamine",english,,DB04626
"4-O-(3α-amino-6α-((4-amino-4-deoxy-α-D-glucopyranosyl)oxy)-2,3,4,5aβ,6,7,8,8aα-octahydro-8β-hydroxy-7β-(methylamino)pyrano(3,2-b)pyran-2α-yl)-2-deoxy-D-streptamine",english,,DB04626
Apramicina,spanish,inn,DB04626
Apramycin,english,inn/usan,DB04626
Apramycine,french,inn,DB04626
Apramycinum,latin,inn,DB04626
Nebramycin II,english,,DB04626
"2,2'-Anhydrouridine",english,,DB04627
"2,2'-O-Cyclouridine",english,,DB04627
"O2,2'-Cyclouridine",english,,DB04627
(+)-aldosterone,english,,DB04630
"(11β)-11,21-dihydroxy-3,20-dioxopregn-4-en-18-al",english,,DB04630
"11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al",english,,DB04630
"11beta,21-dihydroxy-3,20-dioxopregn-4-en-18-al",english,,DB04630
Aldosterona,spanish,,DB04630
Aldosterone,english,,DB04630
Aldosteronum,latin,,DB04630
"3-[(2S,4S,5R)-5,6-dichloro-2,4-dimethyl-1-oxohexyl]-4-hydroxy-5,6-dimethoxy-2(1H)-pyridinone",english,,DB04631
"2,5-di-tert-butylbenzene-1,4-diol",english,,DB04638
"2,6-naphthalenedisulfonic acid",english,,DB04640
Ebert-Merz beta-acid,english,,DB04640
"naphthalene-2,6-disulphonic acid",english,,DB04640
"2,5-dibromo-3-isopropyl-6-methyl-1,4-benzoquinone",english,,DB04646
"2,5-dibromo-3-isopropyl-6-methylbenzoquinone",english,,DB04646
"2,5-dibromo-3-methyl-6-(1-methylethyl)-2,5-cyclohexadiene-1,4-dione",english,,DB04646
"2,5-dibromo-3-methyl-6-(1-methylethyl)cyclohexa-2,5-diene-1,4-dione",english,,DB04646
"(11β)-11,21-dihydroxypregn-4-ene-3,20-dione",english,,DB04652
"11beta,21-Dihydroxy-4-pregnene-3,20-dione",english,,DB04652
"11β,21-dihydroxyprogesterone",english,,DB04652
17-deoxycortisol,english,,DB04652
Kendall's compound B,english,,DB04652
Reichstein's substance H,english,,DB04652
Calpain inhibitor IV,english,,DB04653
CBZ-LEU-LEU-TYR-CH2F,english,,DB04653
N-[(benzyloxy)carbonyl]leucyl-N(1)-[3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]leucinamide,english,,DB04653
"2,3-Dihydro-5-carboxanilido-6-methyl-1,4-oxathiin",english,,DB04657
"2,3-Dihydro-6-methyl-1,4-oxathiin-5-carboxanilide",english,,DB04657
"2,3-Dihydro-6-methyl-5-phenylcarbamoyl-1,4-oxathiin",english,,DB04657
"5-Carboxanilido-2,3-dihydro-6-methyl-1,4-oxathiin",english,,DB04657
"5,6-Dihydro-2-methyl-1,4-oxathiin-3-carboxanilide",english,,DB04657
"5,6-Dihydro-2-methyl-3-carboxanilido-1,4-oxathiin",english,,DB04657
"5,6-Dihydro-2-methyl-N-phenyl-1,4-oxathiin-3-carboxamide",english,,DB04657
Carbathiin,english,,DB04657
Carboxine,french,,DB04657
Oxatin,english,,DB04657
"(2R)-2,3-dihydroxypropyl 2-(trimethylammonio)ethyl phosphate",english,,DB04660
alpha-Glycerophosphorylcholine,english,,DB04660
Choline alphoscerate,english,,DB04660
Choline glycerophosphate,english,,DB04660
Cholini glycerophosphas,latin,,DB04660
Glicerofosfato de colina,spanish,,DB04660
Glycerol phosphorylcholine,english,,DB04660
Glycerol-3-phosphatidylcholine,english,,DB04660
glycerol-3-phosphocholine,english,,DB04660
Glycerophosphate de choline,french,,DB04660
