brand,company,drugbank-id
Dr. Scholl's Callus Removers,,DB00936
Dr. Scholl's Corn Removers,,DB00936
Dr. Scholl's Wart Remover Kit,,DB00936
Duofil Wart Remover,,DB00936
Duoplant,,DB00936
Ionil Plus shampoo,,DB00936
Salonil,,DB00936
Salsonin,,DB00936
Stridex,,DB00936
Anorex,,DB00937
Dobesin,,DB00937
Frekentine,,DB00937
Linea,,DB00937
Moderatan,,DB00937
Neobes,Medix,DB00937
Nobesine,,DB00937
Prefamone,,DB00937
Regenon,Temmler,DB00937
Tylinal,,DB00937
Aeromax Diskus,,DB00938
Arial,,DB00938
Salmetedur,,DB00938
Ethos,Yung Shin,DB00939
Eucome,U-Liang,DB00939
Meclomen,Pfizer,DB00939
Banthine,,DB00940
Vagantin,,DB00940
Mylaxen,,DB00941
Pagitane,Lilly,DB00942
Humorsol,MSD,DB00944
Tonilen,,DB00944
Tosmilen,,DB00944
Acenterine,,DB00945
Acetophen,Merck,DB00945
Adiro,,DB00945
Aspergum,,DB00945
Aspro,,DB00945
Easprin,,DB00945
Empirin,,DB00945
Nu-seals,,DB00945
Rhodine,,DB00945
Rhonal,,DB00945
Solprin,,DB00945
Solprin acid,,DB00945
St. Joseph Aspirin for Adults,,DB00945
Tasprin,,DB00945
Falithrom,,DB00946
Liquamar,,DB00946
Marcoumar,,DB00946
Marcumar,,DB00946
Mezlin,,DB00948
Felbamyl,,DB00949
Taloxa,,DB00949
Fastofen,,DB00950
Fexidine,,DB00950
Telfast,,DB00950
Vifas,,DB00950
Nicozid,Piam,DB00951
Nidrazid,Zentiva,DB00951
Nydrazid,Sandoz,DB00951
Rimicid,Sopharma,DB00951
Rimifon,Roche,DB00951
Servizid,Novartis,DB00951
Tibinide,Meda,DB00951
Naramig,,DB00952
Maxalt MLT,,DB00953
Dynabac,,DB00954
Netromycin,,DB00955
Ortho-Prefest,,DB00957
Paraplatin-AQ,,DB00958
Medrate,,DB00959
Medrone,,DB00959
Meprolone,,DB00959
Solomet,,DB00959
Urbason,,DB00959
Betapindol,,DB00960
Blockin L,,DB00960
Blocklin L,,DB00960
Calvisken,,DB00960
Decreten,,DB00960
Durapindol,,DB00960
Glauco-Visken,,DB00960
Pectobloc,,DB00960
Pinbetol,,DB00960
Prinodolol,,DB00960
Pynastin,,DB00960
Scandicaine,,DB00961
Zalaplon,,DB00962
Duract,Wyeth-Ayerst,DB00963
Ethiodol,,DB00965
Claramax,,DB00967
Aldomet,,DB00968
Aldometil,,DB00968
Aldomin,,DB00968
Dopamet,,DB00968
Hypolag,,DB00968
Medomet,,DB00968
Medopren,,DB00968
Novomedopa,,DB00968
Nu-Medopa,,DB00968
Lyovac Cosmegen,Lundbeck,DB00970
Exsel Lotion Shampoo,,DB00971
Glo-Sel,,DB00971
Head & Shoulders Intensive Treatment,,DB00971
Versel Lotion,,DB00971
Ezedoc,,DB00973
Ezetib,,DB00973
Zient,,DB00973
Cheladrate,Pharmex,DB00974
Diso-Tate,"O'Neal, Jones",DB00974
Endrate,Bersworth,DB00974
Uni Wash,United,DB00974
Agilease,lsei,DB00975
Cardoxin,Rafa,DB00975
Cleridium 150,Millot,DB00975
Curantyl,Arzneimittelwerk,DB00975
Persantin,,DB00975
Estinyl,Schering,DB00977
Bareon,,DB00978
Bell Pentolate,,DB00979
Cylate,Ocusoft,DB00979
Mydrilate,Intrapharm,DB00979
Ocu-Pentolate,,DB00979
Pentolair,,DB00979
Antilirium,,DB00981
Foradil,,DB00983
Oxis Turbuhaler,,DB00983
Durabolin,,DB00984
Gravol,Church & Dwight,DB00985
Vertirosan,Astellas,DB00985
Vomex A,Astellas,DB00985
Xamamina,Adilna,DB00985
Acpan,Gray,DB00986
Nodapton,,DB00986
Robanul,,DB00986
Robinal,,DB00986
Tarodyl,Lundbeck,DB00986
Ara-C,Gobbi,DB00987
Cytosar-U,Pfizer,DB00987
Intropin,,DB00988
Revimine,,DB00988
Exelon Patch,,DB00989
Exemestance,,DB00990
Alvo,,DB00991
Danoprox,,DB00991
Dayrun,,DB00991
Deflam,,DB00991
Duraprox,,DB00991
Walix,,DB00991
Azamun,Ascent,DB00993
Azanin,Tanabe Mitsubishi Pharma,DB00993
Imurek,Aspen,DB00993
Imurel,GlaxoSmithKline,DB00993
Myacyne,,DB00994
Mycifradin,,DB00994
Myciguent,,DB00994
Neo-Rx,,DB00994
Neobiotic,,DB00994
Nivemycin,,DB00994
Adriablastina,Pfizer,DB00997
Adriblastin,Actavis,DB00997
Frova,,DB00998
Miguard,,DB00998
Dichlotride,M & H,DB00999
Esidrex,Novartis,DB00999
HydroDIURIL,Merck,DB00999
Bastcillin,,DB01000
Calthor,,DB01000
Citosarin,,DB01000
Cyclapen,Wyeth,DB01000
Cyclapen-W,Wyeth,DB01000
Syngacillin,,DB01000
Ultracillin,,DB01000
Vastcillin,Takeda,DB01000
Vipicil,Wyeth,DB01000
Wybital,Wyeth,DB01000
Wyvital,,DB01000
Aerolin,,DB01001
Asmol,,DB01001
Asthalin,,DB01001
Asthavent,,DB01001
ProAir,Teva,DB01001
PROAIRHFA,,DB01001
Salamol,,DB01001
Ventilan,GlaxoSmithKline,DB01001
Ventoline,GlaxoSmithKline,DB01001
VENTOLINHFA,,DB01001
Ventorlin,GlaxoSmithKline,DB01001
VoSpire,,DB01001
Chirocaine,Abbott Laboratories,DB01002
Novabupi,,DB01002
Aarane,Sanofi,DB01003
Allergocrom,Ursapharm,DB01003
Colimune,Sanofi,DB01003
Cromo-Comod,Ursapharm,DB01003
Cromoptic,Bausch & Lomb,DB01003
Gastrofrenal,Marvecs Pharma Services,DB01003
Lomudal,Sanofi,DB01003
Lomusol,Sanofi,DB01003
Opticron,Cooper,DB01003
Rynacrom,Sanofi,DB01003
Vividrin,Bausch & Lomb,DB01003
Litalir,Bristol-Myers Squibb,DB01005
Onco-Carbide,Teofarma,DB01005
GyneCure,,DB01007
Monistat 1,,DB01007
Trosyd,,DB01007
Trosyl,,DB01007
Bisulfex,,DB01008
Busilvex,Pierre Fabre,DB01008
Leucosulfan,,DB01008
Mablin,,DB01008
Mielucin,,DB01008
Misulban,,DB01008
Mitostan,,DB01008
Myeloleukon,,DB01008
Actron,,DB01009
Alrheumun,Teofarma,DB01009
Capisten,Kissei,DB01009
Epatec,Zeria Shinyaku,DB01009
Fastum,Menarini,DB01009
Menamin,Daiko Seiyaku,DB01009
Orudis,Abbott,DB01009
Orudis KT,Sanofi,DB01009
Orugesic,Sanofi,DB01009
Oscorel,Sanofi,DB01009
Profenid,Sanofi,DB01009
Toprec,Sanofi,DB01009
Antirex,Kyorin,DB01010
Reversol,,DB01010
Metopiron,,DB01011
Mimpara,,DB01012
Clobesol,GlaxoSmithKline,DB01013
Dermovate,GlaxoSmithKline,DB01013
Embeline,Hi-Tech,DB01013
Embeline E,Hi-Tech,DB01013
Colazide,,DB01014
Gantanol,,DB01015
Sinomin,,DB01015
Urobak,,DB01015
Daonil,,DB01016
Delmide,,DB01016
Novo-Glyburide,Novopharm,DB01016
Semi-Daonil,,DB01016
Aknemin,,DB01017
Apo-Minocycline,,DB01017
Klinomycin,,DB01017
Minoderm,,DB01017
Minopen,,DB01017
Minox,,DB01017
Minoz,,DB01017
Vectrin,,DB01017
Estulic,Egis,DB01018
Duvoid,Roberts,DB01019
Myotonachol,Glenwood,DB01019
Myotonine,,DB01019
Uro-Carb,Hamilton,DB01019
Chemydur,,DB01020
Corangin,,DB01020
Dilatrate,,DB01020
Duride,,DB01020
Elantan,,DB01020
Etimonis,,DB01020
Imodur,,DB01020
Imtrate,,DB01020
Ismexin,,DB01020
Ismox,,DB01020
Isomon,,DB01020
Isomonit,,DB01020
Isonorm,,DB01020
Medocor,,DB01020
Monicor,,DB01020
Monit,,DB01020
Mono Corax,,DB01020
Mono Mack,,DB01020
Monocedocard,,DB01020
Monoclair,,DB01020
Monocord,,DB01020
Monodur Durules,,DB01020
Monolong,,DB01020
Monomax,,DB01020
Mononit,,DB01020
Monopront,,DB01020
Monosorb,,DB01020
Monosordil,,DB01020
Monotrate,,DB01020
Nitramin,,DB01020
Olicard,,DB01020
Olicardin,,DB01020
Orasorbil,,DB01020
Pertil,,DB01020
Plodin,,DB01020
Promocard,,DB01020
Sigacora,,DB01020
Solotrate,,DB01020
Sorbimon,,DB01020
Turimonit,,DB01020
Uniket,,DB01020
Vasdilat,,DB01020
Anistadin,,DB01021
Carvacron,,DB01021
Diu-Hydrin,,DB01021
Diurese,,DB01021
Fluitran,,DB01021
Kubacron,,DB01021
Metahydrin,,DB01021
Naqua,,DB01021
Aqua-Mephyton,,DB01022
Konakion,,DB01022
Felodur ER,,DB01023
Felogard,,DB01023
Penedil,,DB01023
Plendil Depottab,AstraZeneca,DB01023
Plendil ER,AstraZeneca,DB01023
Plendil Retard,AstraZeneca,DB01023
Splendil,,DB01023
Melbex,,DB01024
Aphthasol,,DB01025
Elics,,DB01025
OraDisc A,,DB01025
Solfa,,DB01025
Fungarest,Janssen-Cilag,DB01026
Fungoral,Johnson & Johnson,DB01026
Ketoderm,Hessel,DB01026
Ketoisdin,Isdin,DB01026
Ketozole,Ranbaxy,DB01026
Nizoral Cream,Ortho-McNeil,DB01026
Nizoral Shampoo,Ortho-McNeil,DB01026
Orifungal,Janssen,DB01026
Orifungal M,Janssen,DB01026
Panfungol,Esteve,DB01026
Penthrane,Abbott Laboratories,DB01028
Valamin,Schering,DB01031
Valmid,Dista,DB01031
Benecid,,DB01032
Benemid,,DB01032
Probalan,,DB01032
Probecid,,DB01032
Proben,,DB01032
Leukerin,,DB01033
Helicocerin,,DB01034
Biocoryl,,DB01035
Procan,,DB01035
Procapan,,DB01035
Detrusitol,,DB01036
Carbex,,DB01037
Jumex,,DB01037
Proketazin,,DB01038
Proketazine,Wyeth,DB01038
Fenogal,SMB Laboratories,DB01039
Lipanthyl,Abbott,DB01039
Lipantil,,DB01039
Lipidil,lbirn,DB01039
Contergan,,DB01041
Distaval,,DB01041
K-17,,DB01041
Pro-ban M,,DB01041
Sedalis,,DB01041
Softenon,,DB01041
Talimol,,DB01041
Thaled,,DB01041
Abixa,,DB01043
Akatinol,,DB01043
Memox,,DB01043
Rifadine,,DB01045
Rifaldin,,DB01045
Rifoldin,,DB01045
Rimactan,,DB01045
Rimactane,,DB01045
Rofact,,DB01045
Tubocin,,DB01045
Fluonex,,DB01047
Lonide,,DB01047
Lyderm,Taro,DB01047
Metosyn,Bioglan,DB01047
Topsymin,,DB01047
Topsyn,Syntex,DB01047
Alkergot,Eon Labs,DB01049
Circanol,3M,DB01049
Deapril,Bristol Myers Squibb,DB01049
Gerimal,,DB01049
Act-3,Healthcare Logistics,DB01050
Actiprofen,Sterling Health,DB01050
Adex,Dexxon,DB01050
Aktren,Bayer,DB01050
Alges-X,Axapharm,DB01050
Algoflex,Chinoin,DB01050
Algofren,Intermed,DB01050
Alivium,Bristol-Myers Squibb,DB01050
Artofen,Teva,DB01050
Betagesic,Adcock Ingram Pharmaceuticals,DB01050
Betaprofen,Be-Tabs Pharmaceuticals,DB01050
Bonifen,Krka,DB01050
Brufen,Abbott,DB01050
Brupro,Sandoz,DB01050
Buburone,Towa Yakuhin,DB01050
Buprovil,Multilab Industry and Trade of Pharmaceuticals,DB01050
Burana,Orion,DB01050
Butylenin,Sanken,DB01050
Calprofen,McNeil,DB01050
Cap-Profen,PERRIGO,DB01050
Capsibu,Sandoz,DB01050
Children's Elixsure,Pfizer,DB01050
Children's Ibuprofen,Pfizer,DB01050
Dalsy,Abbott,DB01050
Dismenol,Merz,DB01050
Diverin,ACI Ltd,DB01050
Dolgirid,LGC,DB01050
Dolgit,Dolorgiet,DB01050
Doloraz,Jordanian Pharmaceutical Manufacturing Co.,DB01050
Dolormin,Johnson & Johnson GmbH,DB01050
Ebufac,DDSA Pharmaceuticals,DB01050
EmuProfen,"Progressive Emu, Inc",DB01050
Epobron,Ono,DB01050
Fenbid,Smith Kline and Beecham,DB01050
Fenpaed,Rite Aid Corporation,DB01050
Fenpain,Sandoz,DB01050
Ibalgin,Zentiva,DB01050
IBU-Ratiopharm,Ratiopharm GmbH,DB01050
Ibuflam,Natco Pharma Ltd,DB01050
Ibugel,Dermal Laboratories Ltd,DB01050
Ibugesic,Cipra Ltd,DB01050
IbuHEXAL,Hexal AG,DB01050
Ibuleve,Diomed Development Ltd,DB01050
Ibum,PPF Hasco-Lek SA,DB01050
Ibumax,standford Biotech Pvt Ltd,DB01050
Ibumetin,Nycomed Denmark Aps,DB01050
Ibupain,Sandoz,DB01050
Ibuprocin,Nisshin,DB01050
Ibuprom,USP Zdrowie,DB01050
Ibuprox,Norway,DB01050
Ibustar,Berlin-Chemie Menarini Croatia,DB01050
Ibutren,Sandoz,DB01050
Ibux,Weifa AS,DB01050
Ibuxin,Pliva Hrvatska,DB01050
Junior Strength Motrin,J&J Consumer Inc,DB01050
Kratalgin,Austria,DB01050
Lamidon,Kowa,DB01050
Lebrufen,,DB01050
Liptan,Kowa,DB01050
Lotem,Adcock Ingram,DB01050
Medicol,United Lab,DB01050
Medipren,Johnson & Johnson,DB01050
Mynosedin,Toho Yakuhin,DB01050
Mypaid,Ai Pharm,DB01050
Myprodol,Adcock Ingram,DB01050
Narfen,Alter,DB01050
Naron Ace,Primary Care Tokyo,DB01050
Neobrufen,Crookes,DB01050
Nobfen,Toho,DB01050
Nobgen,Toho,DB01050
Norvectan,,DB01050
Nuprin,Upjohn Company,DB01050
Nureflex,"Boots Healthcare, Courbevoie",DB01050
Nurofen,Crookes,DB01050
Orbifen,Boehringer Ingelheim International GmbH,DB01050
Panafen,GlaxoSmithKline Consumer Healthcare Australia Pty Ltd,DB01050
Pediaprofen,Whitehall Laboratories,DB01050
Rapidol,Actavis,DB01050
Rimafen,,DB01050
Roidenin,Showa,DB01050
Rufen,Boots,DB01050
Salvarina,"Salvat, Barcelona",DB01050
Seclodin,"Whitehall Labs, Maidenhead",DB01050
Speedpain NANO,Goodsense,DB01050
Spidifen,Zambon,DB01050
Suspren,,DB01050
Tabalon,Sanofi India Ltd,DB01050
Trendar,Whitehall-Robins,DB01050
Urem,"Kade, MErlin",DB01050
Pentids,,DB01053
Bayotensin,,DB01054
Baypress,,DB01054
Bylotensin,,DB01054
Deiten,,DB01054
Nidrel,,DB01054
Nitrepin,,DB01054
Nitrezic,,DB01054
Tonocard,,DB01056
Echodide,Alcon,DB01057
Chibroxin,,DB01059
Actimoxi,,DB01060
Amoclen,,DB01060
Amolin,,DB01060
Amopen,,DB01060
Amopenixin,,DB01060
Amoxibiotic,,DB01060
AMPC,,DB01060
Apo-Amoxi,,DB01060
Clamoxyl,,DB01060
Efpenix,,DB01060
Flemoxin,,DB01060
Hiconcil,,DB01060
Ibiamox,,DB01060
Imacillin,,DB01060
Larotid,Roche,DB01060
Moxacin,,DB01060
Moxal,,DB01060
Ospamox,,DB01060
Pamoxicillin,,DB01060
Polymox,,DB01060
Trimox,,DB01060
Wymox,,DB01060
Azlin,,DB01061
Securopen,,DB01061
Lenditro,,DB01062
Lyrinel XL,,DB01062
Tindal,Schering,DB01063
Proternol L,Kowa Souyaku,DB01064
Saventrine,Pharmax,DB01064
Mela-T,Alacer Corp. (Canada),DB01065
Melatol,Elisium (Argentina),DB01065
Melatonin,"Biomed International Products Corp., Nutravite Pharmaceuticals (2008) Inc., Viva Pharmaceutical Inc., Kripps Pharmacy Ltd., SunOpta Inc.",DB01065
Nature'S Harmony,SunOpta Inc. (Canada),DB01065
Revital Melatonin,"Chin Tai Ginseng Co., Ltd (Canada)",DB01065
Rx Balance,SunOpta Inc. (Canada),DB01065
Sleep Right,SunOpta Inc. (Canada),DB01065
Vivitas,SunOpta Inc. (Canada),DB01065
Meiact,,DB01066
Aldiab,,DB01067
Digrin,,DB01067
Dipazide,,DB01067
Glibenese,Pfizer,DB01067
Glibénèse,Dexo,DB01067
Glibetin,Johnson,DB01067
Glican,,DB01067
Glidiab,,DB01067
Glipid,,DB01067
Glipin,Swiss Pharm,DB01067
Glix,YSP,DB01067
Gluco-Rite,,DB01067
Glucolip,,DB01067
Glucozide,,DB01067
Glupitel,,DB01067
Glupizide,,DB01067
Glyde,,DB01067
Glydiazinamide,,DB01067
Melizide,,DB01067
Mindiab,Pfizer,DB01067
Minidab,,DB01067
Minidiab,Pfizer,DB01067
Minodiab,,DB01067
Napizide,,DB01067
Ozidia,,DB01067
Sucrazide,,DB01067
Zitrol XR,Square,DB01067
Antelepsin,AWD,DB01068
Iktorivil,Roche,DB01068
Rivotril,Roche,DB01068
Avomine,,DB01069
Fargan,,DB01069
Farganesse,,DB01069
Lergigan,,DB01069
Prothiazine,,DB01069
Receptozine,,DB01069
Romergan,,DB01069
AT 10,,DB01070
Atiten,Bayer,DB01070
Dihydral,Solvay,DB01070
Dygratyl,Dishman,DB01070
Tachystin,Chauvin,DB01070
Kitazemin,,DB01071
Metaplexan,,DB01071
Mircol,,DB01071
Primalan,,DB01071
Zesulan,,DB01071
Latazanavir,,DB01072
Zrivada,,DB01072
Aleryl,,DB01075
Alledryl,,DB01075
Allerdryl,Valeant,DB01075
Belix,,DB01075
Benylan,Biogen,DB01075
Dermodrin,Montavit,DB01075
Desentol,Meda,DB01075
Dibondrin,Montavit,DB01075
Dimedrol,Zdorovie,DB01075
Diphen,Wockhardt,DB01075
Dormarex 2,,DB01075
Genahist,,DB01075
Histaxin,Meda,DB01075
Hyrexin,Hyrex,DB01075
Nytol Quickgels,GlaxoSmithKline,DB01075
Restamin,Kowa Souyaku,DB01075
Siladryl,,DB01075
Silphen Cough,,DB01075
Atogal,Ingers (Czech Republic),DB01076
Cardyl,Pfizer (Spain),DB01076
Faboxim,Fabop (Argentina),DB01076
Hipolixan,Pasteur (Chile),DB01076
Lipotropic,Drugtech (Chile),DB01076
Liprimar,"Pfizer (Hungary, Ukraine), Goedecke (Russia)",DB01076
Lowden,Saval (Chile),DB01076
Normalip,Quesada (Argentina),DB01076
Sincol,Indeco (Argentina),DB01076
Sortis,"Pfizer (Austria, Czech Republic, Germany, Hungary, Poland, Portugal, Switzerland), Godecke (Germany), Parke, Davis (Germany)",DB01076
Torvacard,"Zentiva (Czech Republic, Hungary, Poland, Russia, Ukraine)",DB01076
Torvast,Pfizer (Italy),DB01076
Totalip,Guidotti (Italy),DB01076
Tulip,"Lek (Czech Republic, Russia), Wermar (Mexico), Sandoz (Poland, Ukraine), Pharmacia (Spain)",DB01076
Vastina,Penn (Argentina),DB01076
Xanator,Sieger (Greece),DB01076
Xarator,"Parke, Davis (Italy)",DB01076
Zurinel,Prater (Chile),DB01076
Etidron,Gentili,DB01077
Cedilanid-D,,DB01078
Zelmac,,DB01079
Sabrilan ,Lundbeck Inc. ,DB01080
Sabrilex ,Lundbeck Inc. ,DB01080
Diocarpine,,DB01085
Miocarpine,,DB01085
Pilostat,,DB01085
Pilovisc,,DB01085
Timpilo,,DB01085
Anacaine,,DB01086
Anaesthesin,,DB01086
Anbesol Baby,,DB01086
Dermoplast,,DB01086
Neo-Quipenyl,,DB01087
Primachin,,DB01087
Halmonyl,,DB01089
Harmonyl,Abbott,DB01089
Ansolysen,,DB01090
Strodival,,DB01092
Canef,AstraZeneca,DB01095
Cranoc,Astellas,DB01095
Mansil,,DB01096
Vansil,,DB01096
Astende,Lazar (Argentina),DB01098
Cirantan,AstraZeneca (Netherlands),DB01098
Cresadex,Drugtech (Chile),DB01098
Provisacor ,"AstraZeneca (Italy, Netherlands) ",DB01098
Razel,Glenmark (India),DB01098
Rosedex,Roux-Ocefa (Argentina),DB01098
Rosimol,Sandoz (Argentina),DB01098
Rosumed,Labomed (Chile),DB01098
Rosustatin,Montpellier (Argentina),DB01098
Rosuvas,Ranbaxy (India),DB01098
Rosuvast,Bago (Argentina),DB01098
Rosvel,Laboratorios Chile (Chile),DB01098
Rovartal,Roemmers (Argentina),DB01098
Simestat,Simesa (Italy),DB01098
Sinlip,Gador (Argentina),DB01098
Visacor,AstraZeneca (Portugal),DB01098
Vivacor,AstraZeneca (Brazil),DB01098
Ancotil,Meda,DB01099
Flusine,TTY Biopharm,DB01099
Halomonth,,DB01100
Neoperidole,,DB01100
Opiran,,DB01100
GenESA,,DB01102
Atabrine,,DB01103
Lustral,,DB01104
Butramin,,DB01105
Medaria,,DB01105
Reductil,,DB01105
Dimerin,,DB01107
Noctan,,DB01107
Noludar,,DB01107
Desopan,,DB01108
Modrastane,,DB01108
Modrenal,,DB01108
Calcilean,,DB01109
Calciparine,,DB01109
Hepalean,,DB01109
Heparin LEO,,DB01109
Liquaemin,,DB01109
Liquemin,,DB01109
Multiparin,,DB01109
Novoheparin,,DB01109
Daktarin,,DB01110
Daktarin IV,,DB01110
Decocort,,DB01110
Femizol-M,,DB01110
Gyno-Daktarin,,DB01110
Miconazex,,DB01110
Monistat,,DB01110
Monistat IV,,DB01110
Zeasorb-AF,,DB01110
Zimycan,,DB01110
Cefurax,Lindopharm,DB01112
Elobact,GlaxoSmithKline,DB01112
Oraxim,Malesci,DB01112
Sharox,Fahrenheit,DB01112
Supacef,GlaxoSmithKline,DB01112
Zinacef danmark,,DB01112
Zinnat,GlaxoSmithKline,DB01112
Alapav,,DB01113
Albatran,,DB01113
Artegodan,,DB01113
Cardioverina,,DB01113
Cerebid,,DB01113
Cerespan,,DB01113
Delapav,,DB01113
Dilaves,,DB01113
Dispamil,,DB01113
Drapavel,,DB01113
Durapav,,DB01113
Dynovas,,DB01113
Mesotina,,DB01113
Myobid,,DB01113
Optenyl,,DB01113
Pameion,,DB01113
Pamelon,,DB01113
Panergon,,DB01113
Papacon,,DB01113
Papalease,,DB01113
Papaversan,,DB01113
Papital T.R.,,DB01113
Paptial T.R.,,DB01113
Pavabid,,DB01113
Pavacap,,DB01113
Pavacen,,DB01113
Pavadel,,DB01113
Pavagen,,DB01113
Pavakey,,DB01113
Pavased,,DB01113
Pavatest,,DB01113
Paverolan,,DB01113
Paveron,,DB01113
Pavnell,,DB01113
Qua Bid,,DB01113
Ro-Papav,,DB01113
Therapav,,DB01113
Vasal,,DB01113
Vaso-Pav,,DB01113
Chlo-Amine,,DB01114
Chlor-Trimeton,Schering-Plough,DB01114
Haynon,,DB01114
Piriton,GlaxoSmithKline,DB01114
Adapine,,DB01115
Afeditab,,DB01115
Coracten,,DB01115
Nifecard,,DB01115
Nifecor,,DB01115
Nifedical,,DB01115
NifedicalXL,,DB01115
Nifedipres,,DB01115
Arfonad,,DB01116
Acuvel,,DB01117
Wellvone,,DB01117
Amio-Aqueous IV,,DB01118
Aratac,,DB01118
Arycor,,DB01118
Atlansil,,DB01118
Tachyra,,DB01118
Eudemine,Mercury,DB01119
Glimicron,,DB01120
Nordialex,,DB01120
Phenurone,,DB01121
Mysuran,,DB01122
Artosin,,DB01124
Butamide,,DB01124
Diabetol,,DB01124
Dirastan,,DB01124
Glyconon,,DB01124
Orinase,,DB01124
Rastinon,,DB01124
Miradon,,DB01125
Unidone,,DB01125
Ecostatin,Bristol-Myers Squibb,DB01127
Gyno-Pevaryl,Janssen,DB01127
Ifenec,Italfarmaco,DB01127
Palavale,Otsuka Pharmaceutical,DB01127
Pevaryl,Janssen,DB01127
Pariet,,DB01129
Dermatop E Emollient,,DB01130
Paludrine,,DB01131
Actost,,DB01132
Cortexone M,,DB01134
Neodin-Depositum,,DB01134
Percorten,,DB01134
Percorten M,,DB01134
Percorten Pivalate,,DB01134
Zycortal,,DB01134
COREGCR,,DB01136
Cravit,,DB01137
Elequine,,DB01137
Floxel,,DB01137
Leroxacin,,DB01137
Levokacin,,DB01137
Levox,,DB01137
Levoxacin,,DB01137
Mosardal,,DB01137
Nofaxin,,DB01137
Reskuin,,DB01137
Tavanic,,DB01137
Cefadyl,,DB01139
Baxan,Bristol-Myers Squibb,DB01140
Bidocef,Bristol-Myers Squibb,DB01140
Cefamox,Bristol-Myers Squibb,DB01140
Duracef,Bristol-Myers Squibb,DB01140
Oracefal,Bristol-Myers Squibb,DB01140
Adapin,PennwaIt,DB01142
Aponal,Pfizer,DB01142
Doxepine,Shou Chan,DB01142
Quitaxon,Lexphar,DB01142
Oratrol,Alcon,DB01144
Allergen,,DB01146
Arbid,,DB01146
Belfene,,DB01146
Diafen,Riker,DB01146
Hispril,Nopco,DB01146
Histyn,,DB01146
Lergobine,,DB01146
Lyssipoll,Lyssia,DB01146
Mepiben,,DB01146
Neargal,,DB01146
Aclox,Southshourne,DB01147
Apo-Cloxi,Apotex,DB01147
Auropen Inj.,Cirin,DB01147
Cloxacil,Saiph,DB01147
Cloxam,MacroPhar,DB01147
Orbenin,GlaxoSmithKline,DB01147
Vaclox,Atlantic,DB01147
Vamcloxil,Vamsler,DB01147
Bladuril,Sanofi,DB01148
Flavosert,Daito,DB01148
Progut,Sanwa Kagaku,DB01148
Sawadaron,Sawai Seiyaku,DB01148
Uridron,Johnson,DB01148
Uripax,Farmindustria,DB01148
Uroxal,Sandoz,DB01148
Dutonin,,DB01149
Brisoral,,DB01150
Cronocef,,DB01150
Serozil,,DB01150
Pertofran,Ciba,DB01151
Pertofrane,USV,DB01151
Vanobid,,DB01152
Surital,,DB01154
Thioseconal,,DB01154
Factiv,,DB01155
Elontril,,DB01156
Forfivo,,DB01156
Prexaton,,DB01156
Voxra,,DB01156
Anxyrex,Sanofi-Aventis,DB01158
Bretylol,ICI,DB01158
Bromidem,Nycomed,DB01158
Creosedin,AstraZeneca,DB01158
Darenthin,Burroughs Wellcome,DB01158
Lexotan,Roche,DB01158
Xionil,Novartis,DB01158
Fluothane,Ayerst,DB01159
Ftorotan,,DB01159
Halotan,Jugoremedija,DB01159
Narcotan,Zentiva,DB01159
Dinolytic,Pfizer,DB01160
Enzaprost F,Chinoin,DB01160
Prosmon,Fuji Yakuhin,DB01160
Prostin F2 Alpha,Pfizer,DB01160
Nesacaine-CE,AstraZeneca,DB01161
Piocaine,,DB01161
Blavin,Baliarda (Argentina),DB01162
Flumarc,Raffo (Argentina),DB01162
Fosfomic,Finadiet (Argentina),DB01162
Heitrin,Abbott (Germany; discontinued),DB01162
Hytrinex,Amdipharm (Sweden),DB01162
Itrin,Keryos (Italy),DB01162
Urodie,Keryos (Italy),DB01162
Vicard,Amdipharm (Austria),DB01162
Zayasel,,DB01162
Coactin,,DB01163
Selexid,Leo,DB01163
Jarcal,,DB01164
LiquiCal-D 400,,DB01164
Floxstat,,DB01165
Zanocin,,DB01165
Pletaal,,DB01166
Itrizole,,DB01167
Oriconazole,,DB01167
Sporal,,DB01167
Indicarb,,DB01168
Natulan,,DB01168
Ismedine,Chen Ho,DB01170
Aurorix,,DB01171
Efficin,Lupin,DB01172
Kanamytrex,Alcon,DB01172
Kancin,Alembic,DB01172
Kancin-L,Atlantic,DB01172
Winamycin,Winston,DB01172
Antiflex,,DB01173
Banflex,,DB01173
Biorphen,,DB01173
Disipal,,DB01173
Flexoject,,DB01173
Mio-Rel,,DB01173
OrfenAce,,DB01173
Orfro,,DB01173
Luminal,,DB01174
Cipralex,,DB01175
Esertia,,DB01175
Emoquil,,DB01176
Marezine,,DB01176
Marzine,GlaxoSmithKline,DB01176
Valoid,GlaxoSmithKline,DB01176
Fenaprim,,DB01178
Trancopal,WinthropSreon,DB01178
Podophyllotoxin 7,,DB01179
Tsuruselpi S,,DB01180
Celofos,Celon,DB01181
Cuantil,Teva,DB01181
Holoxan,Baxter,DB01181
Mitoxana,Baxter,DB01181
Narcanti,,DB01183
Narcon,,DB01183
Euciton,Roux-Ocefa,DB01184
Moperidona,Sidus,DB01184
Motilium,Janssen,DB01184
Nauzelin,Kyowa Hakko Kirin,DB01184
Ora-Testryl,Bristol-Myers Squibb,DB01185
Testoral,Midy,DB01185
U-Gono,Upjohn,DB01185
UItandren,Ciba,DB01185
Ethiodan,,DB01187
