food_interaction,drugbank_id
"Avoid alcohol. Ingesting alcohol may compromise the extended-release dosage form of levomilnacipran, causing an accelerated release of the drug, increasing its serum concentration.",DB08918
Avoid herbs and supplements with anticoagulant/antiplatelet activity. Taking herbs with antiplatelet or anticoagulant activity may increase the risk of bleeding.,DB08918
Exercise caution with grapefruit products. Grapefruit is a moderate to strong CYP3A4 inhibitor. Do not exceed a maximum levomilnacipran dose of 80mg daily when taking strong CYP3A4 inhibitors.,DB08918
Exercise caution with St. John's Wort. Administering levomilnacipran with St. John's Wort may increase the risk of serotonin syndrome.,DB08918
Take with or without food.,DB08918
Avoid multivalent ions. Cations should be separated from dolutegravir administration by 2 hours before and 6 hours after cation administration. Cations can be administered with dolutegravir if given with food.,DB08930
Avoid St. John's Wort.,DB08930
"Take with or without food. Food, particularly high-fat meals, may increase the AUC, Cmax, and Tmax of dolutegravir.",DB08930
Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of riociguat and may reduce its serum concentration.,DB08931
Take separate from antacids. Take at least 1 hour before or after antacids. Aluminum or magnesium hydroxide antacids may reduce riociguat absorption.,DB08931
Take with or without food.,DB08931
Take with or without food.,DB08932
Take with or without food.,DB08934
"Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants. Monitor for reduced efficacy of the immunosuppressant during concomitant use.",DB08935
Avoid excessive or chronic alcohol consumption. Alcohol may increase the drowsiness caused by chlorcyclizine.,DB08936
Avoid alcohol.,DB08938
Avoid alcohol. Consuming alcohol increases the risk of gastrointestinal irritation.,DB08976
Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant effects may increase the risk of gastrointestinal bleeding.,DB08976
Take after a meal. Food reduces gastric irritation.,DB08976
Take with a full glass of water.,DB08976
Take with or without food.,DB08995
Take separate from antacids. Take at least 1 hour before or after antacids and milk.,DB09020
Do not take with or immediately after a high-fat meal. The absorption of aliskiren is substantially reduced by taking it with high-fat meals.,DB09026
Take with or without food. Take consistently at the same time in regard to meals.,DB09026
Avoid St. John's Wort. This herb induces PGP and may reduce the serum concentration of ledipasvir.,DB09027
Take separate from antacids. Take at least 4 hours before or after antacids.,DB09027
Take with or without food.,DB09027
Avoid herbs and supplements with anticoagulant/antiplatelet activity. Additive antiplatelet activity may increase the risk of bleeding.,DB09030
Avoid St. John's Wort. This herb induces the CYP3A metabolism of vorapaxar and may reduce its serum concentration.,DB09030
"Exercise caution with grapefruit products. Coadministration of vorapaxar with moderate CYP3A4 inhibitors does not require intervention, but coadministration with strong inhibitors should be avoided.",DB09030
Take with or without food.,DB09030
Drink plenty of fluids. Preventing dehydration is important to prevent kidney injury.,DB09031
Take with food. Food reduces gastric irritation.,DB09031
Avoid grapefruit products.,DB09034
"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",DB09038
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of eliglustat, which may increase its serum concentration.",DB09039
Avoid St. John's Wort. This herb induces the CYP3A metabolism of eliglustat and may reduce its serum concentration.,DB09039
Take with or without food.,DB09039
Take at the same time every day.,DB09042
Take with or without food.,DB09042
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of netupitant, which may increase its serum concentration.",DB09048
Avoid St. John's Wort. This herb induces the CYP3A metabolism of netupitant and may reduce its serum concentration.,DB09048
Take with or without food.,DB09048
Take on an empty stomach. High-fat food increases drug absorption. Take naloxegol at least 1 hour prior to the first meal of the day or 2 hours after the meal. ,DB09049
"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of ibrutinib.",DB09053
Avoid St. John's Wort. This herb induces CYP3A4 and may reduce the serum concentration of ibrutinib.,DB09053
Take at the same time every day.,DB09053
Take with a full glass of water.,DB09053
"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of idelalisib, which may increase its serum concentration.",DB09054
Avoid St. John's Wort. This herb induces the CYP3A metabolism of idelalisib and may reduce its serum concentration.,DB09054
Take with or without food. High-fat meals may increase the AUC of idelalisib.,DB09054
Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,DB09061
"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of cannabidiol, which may increase its serum concentration. Cannabidiol dose reduction may be necessary if used together.",DB09061
Avoid St. John's Wort. This herb induces the CYP3A metabolism of cannabidiol and may reduce its serum concentration. The dose of cannabidiol may need to be increased if used together.,DB09061
Take with food. Taking cannabidiol with food (particularly high-fat food) increases its bioavailability. The absorption of cannabidiol is more consistent when meal macronutrients remain the same.,DB09061
"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of ceritinib, which may increase its serum concentration.",DB09063
Avoid St. John's Wort. This herb induces the CYP3A metabolism of ceritinib and may reduce its serum concentration.,DB09063
"Take with food. Food increases the bioavailability of ceritinib. Taking ceritinib in a fasted state increases the risk of adverse gastrointestinal effects like nausea, vomiting, and abdominal pain.",DB09063
Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.,DB09065
Take at the same time every day.,DB09065
Take with food.,DB09065
Avoid alcohol.,DB09068
"Avoid St. John's Wort. When administered with vortioxetine, this herb may increase the risk of serotonin syndrome.",DB09068
Take with or without food.,DB09068
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of tasimelteon, which may increase its serum concentration. Alternatively, the dose of tasimelteon may need to be modified.",DB09071
"Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of tasimelteon and may reduce its serum concentration. Alternatively, the dose of tasimelteon may need to be modified.",DB09071
Take on an empty stomach. The Cmax of tasimelteon is reduced when taken with food.,DB09071
Avoid alcohol.,DB09072
Take separate from meals. Take sodium oxybate at least 2 hours after eating for optimal absorption.,DB09072
"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration.",DB09073
Avoid St. John's Wort. This herb induces the CYP3A metabolism of palbociclib and may reduce its serum concentration.,DB09073
Take at the same time every day.,DB09073
"Take with food. Palbociclib capsules should be taken with food. Some subjects have reduced bioavailability of palbociclib when in a fasted state, therefore taking with food makes the bioavailability more consistent.",DB09073
Take with or without food. Palbociclib tablets may be taken with or without food.,DB09073
"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",DB09074
Avoid St. John's Wort. This herb induces the CYP3A metabolism of olaparib and may reduce its serum concentration.,DB09074
Take with or without food.,DB09074
Avoid herbs and supplements with anticoagulant/antiplatelet activity. Additive anticoagulant activity may increase the risk of bleeding.,DB09075
Take with or without food.,DB09075
"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",DB09078
Take at the same time every day.,DB09078
Take with or without food.,DB09078
Take with food. Co-administration with food improves absorption.,DB09079
Take with food.,DB09081
Avoid grapefruit products.,DB09083
Take before a meal.,DB09089
Take with a full glass of water.,DB09090
Take with food. This helps prevent pinaverium from irritating the esophagus.,DB09090
"Avoid excessive or chronic alcohol consumption. Alcohol may increase the risk of dizziness, thereby reducing the tolerability of quinagolide.",DB09097
Take with a light meal or snack. Food reduces gastric irritation.,DB09097
"Avoid St. John's Wort. This herb induces the CYP3A metabolism of elvitegravir. Therefore, it may reduce the serum concentration of elvitegravir and its effectiveness.",DB09101
