number,country,approved,expires,pediatric-extension,parent_key
10238640,United States,2019-03-26,2024-05-25,false,DB01050
2911430,United States,1958-01-15,1978-01-15,false,DB01057
6544555,United States,2003-04-08,2020-10-13,false,DB01060
6669948,United States,2003-12-30,2020-10-13,false,DB01060
6723341,United States,2004-04-20,2020-10-13,false,DB01060
8299052,United States,2012-10-30,2027-05-07,false,DB01060
8778924,United States,2014-07-15,2026-12-08,false,DB01060
8357394,United States,2013-01-22,2026-12-08,false,DB01060
6878386,United States,2005-04-12,2020-04-04,false,DB01060
7217430,United States,2007-05-15,2020-04-04,false,DB01060
7250176,United States,2007-07-31,2020-04-04,false,DB01060
6783773,United States,2004-08-31,2020-04-04,false,DB01060
6746692,United States,2004-06-08,2020-04-04,false,DB01060
9603806,United States,2017-03-28,2034-02-12,false,DB01060
9498445,United States,2016-11-22,2034-02-12,false,DB01060
9050263,United States,2015-06-09,2034-02-12,false,DB01060
10238606,United States,2019-03-26,2034-02-12,false,DB01060
5164190,United States,1992-11-17,2010-12-11,false,DB01062
2218714,Canada,2005-08-23,2016-05-08,false,DB01062
6743441,United States,2004-06-01,2020-04-26,false,DB01062
7081249,United States,2006-07-25,2020-04-26,false,DB01062
7081250,United States,2006-07-25,2020-04-26,false,DB01062
7081251,United States,2006-07-25,2020-04-26,false,DB01062
7081252,United States,2006-07-25,2020-04-26,false,DB01062
7179483,United States,2007-02-20,2020-04-26,false,DB01062
7198801,United States,2007-04-03,2022-06-25,false,DB01062
7029694,United States,2006-04-18,2020-04-26,false,DB01062
8241662,United States,2012-08-14,2020-04-26,false,DB01062
8920392,United States,2014-12-30,2031-03-26,false,DB01062
9259388,United States,2016-02-16,2029-11-06,false,DB01062
6262115,United States,2001-07-17,2015-11-22,true,DB01062
5912268,United States,1999-06-15,2015-11-22,true,DB01062
5840754,United States,1998-11-24,2015-11-22,true,DB01062
5674895,United States,1997-10-07,2015-11-22,true,DB01062
10272061,United States,2019-04-30,2020-04-26,false,DB01062
10449173,United States,2019-10-22,2029-11-06,false,DB01062
5958915,United States,1999-09-28,2016-10-14,false,DB01066
5591454,United States,1997-01-07,2014-01-07,false,DB01067
5024843,United States,1991-06-18,2009-09-05,false,DB01067
2024502,Canada,1997-11-11,2010-08-31,false,DB01067
RE44459,United States,2013-08-27,2019-03-26,false,DB01067
2250840,Canada,2006-07-04,2017-04-14,false,DB01072
2317736,Canada,2004-11-02,2018-12-22,false,DB01072
5849911,United States,1998-12-15,2017-12-20,true,DB01072
6087383,United States,2000-07-11,2019-06-21,true,DB01072
8148374,United States,2012-04-03,2029-09-03,false,DB01072
10039718,United States,2018-08-07,2032-10-04,false,DB01072
7148207,United States,2006-12-12,2022-12-20,false,DB01073
7547776,United States,2009-06-16,2018-12-10,false,DB01073
8883849,United States,2014-11-11,2022-01-17,false,DB01075
9155718,United States,2015-10-13,2022-01-17,false,DB01075
8263647,United States,2012-09-11,2022-05-30,false,DB01075
4681893,United States,1987-07-21,2009-09-24,false,DB01076
2521776,Canada,2006-04-25,2022-05-21,false,DB01076
2220018,Canada,2001-04-17,2016-07-08,false,DB01076
5969156,United States,1999-10-19,2017-01-08,true,DB01076
RE42461,United States,2011-06-14,2017-04-25,true,DB01076
6455574,United States,2002-09-24,2018-08-11,false,DB01076
5510353,United States,1996-04-23,2013-04-26,false,DB01079
4598089,United States,1986-07-01,2009-12-18,false,DB01083
2383036,Canada,2006-01-10,2020-09-11,false,DB01083
2258095,Canada,2000-02-22,2018-01-24,false,DB01083
6004996,United States,1999-12-21,2018-07-06,true,DB01083
5441958,United States,1995-08-15,2013-12-08,false,DB01084
5021458,United States,1991-06-04,2010-10-18,false,DB01091
5354772,United States,1994-10-11,2011-10-11,false,DB01095
2346868,Canada,2008-09-09,2019-10-12,false,DB01095
2085037,Canada,2000-11-28,2012-12-10,false,DB01095
6242003,United States,2001-06-05,2020-10-13,true,DB01095
2315141,Canada,2009-08-18,2020-08-04,false,DB01098
2072945,Canada,2001-07-31,2012-07-02,false,DB01098
6858618,United States,2005-02-22,2022-06-17,true,DB01098
7030152,United States,2006-04-18,2018-10-02,true,DB01098
7964614,United States,2011-06-21,2018-10-02,true,DB01098
6316460,United States,2001-11-13,2021-02-04,true,DB01098
RE37314,United States,2001-08-07,2016-07-08,true,DB01098
10413543,United States,2019-09-17,2036-02-12,false,DB01098
5472949,United States,1995-12-05,2013-12-14,false,DB01101
4966891,United States,1990-10-30,2011-01-13,false,DB01101
2103324,Canada,1997-12-23,2013-11-17,false,DB01101
1327358,Canada,1994-03-01,2011-03-01,false,DB01101
5395970,United States,1995-03-07,2012-03-07,false,DB01102
5234404,United States,1993-08-10,2010-08-10,false,DB01102
4962128,United States,1990-10-09,2009-11-02,false,DB01104
2029065,Canada,1994-11-08,2010-10-31,false,DB01104
6727283,United States,2004-04-27,2020-04-11,true,DB01104
7067555,United States,2006-06-27,2020-04-11,true,DB01104
5436272,United States,1995-07-25,2013-01-25,false,DB01105
5514698,United States,1996-05-07,2014-03-21,false,DB01110
8147852,United States,2012-04-03,2028-03-30,false,DB01110
6153635,United States,2000-11-28,2020-11-28,false,DB01110
6916485,United States,2005-07-12,2022-09-11,false,DB01110
7651698,United States,2010-01-26,2022-09-11,false,DB01110
8518442,United States,2013-08-27,2022-09-11,false,DB01110
2408198,Canada,2004-03-09,2022-11-21,false,DB01112
1328405,Canada,1994-04-12,2011-04-12,false,DB01112
7863287,United States,2011-01-04,2027-02-28,false,DB01114
8062667,United States,2011-11-22,2029-03-29,false,DB01114
8790700,United States,2014-07-29,2027-03-15,false,DB01114
9066942,United States,2015-06-30,2032-01-03,false,DB01114
6383471,United States,2002-05-07,2019-04-06,false,DB01114
6248363,United States,2001-06-19,2019-11-23,false,DB01114
9107921,United States,2015-08-18,2032-01-03,false,DB01114
10238640,United States,2019-03-26,2024-05-25,false,DB01114
5264446,United States,1993-11-23,2010-11-23,false,DB01115
5998449,United States,1999-12-07,2014-05-25,false,DB01117
2150234,Canada,2005-03-22,2013-11-25,false,DB01117
2152615,Canada,2001-10-16,2013-12-23,false,DB01117
6649659,United States,2003-11-18,2017-01-10,true,DB01117
5134127,United States,1992-07-28,2010-01-23,false,DB01118
6869939,United States,2005-03-22,2022-05-04,false,DB01118
7635773,United States,2009-12-22,2029-03-13,false,DB01118
2273420,Canada,2002-07-09,2019-05-27,false,DB01120
5846976,United States,1998-12-08,2013-09-17,false,DB01126
2171329,Canada,2004-11-23,2014-09-16,false,DB01126
2170047,Canada,2004-11-09,2014-09-16,false,DB01126
5565467,United States,1996-10-15,2015-11-20,false,DB01126
5993830,United States,1999-11-30,2018-01-16,false,DB01127
10071054,United States,2018-09-11,2031-08-08,false,DB01127
5045552,United States,1991-09-03,2013-05-08,false,DB01129
2104531,Canada,1999-01-05,2013-08-20,false,DB01129
1336958,Canada,1995-09-12,2012-09-12,false,DB01129
4687777,United States,1987-08-18,2011-01-17,false,DB01132
2179584,Canada,2007-04-24,2016-06-20,false,DB01132
2531834,Canada,2006-12-05,2016-06-20,false,DB01132
6150383,United States,2000-11-21,2016-06-19,false,DB01132
6211205,United States,2001-04-03,2016-06-19,false,DB01132
6303640,United States,2001-10-16,2016-08-09,false,DB01132
6329404,United States,2001-12-11,2016-06-19,false,DB01132
8071130,United States,2011-12-06,2028-06-08,false,DB01132
7538125,United States,2009-05-26,2016-06-19,false,DB01132
7700128,United States,2010-04-20,2027-01-30,false,DB01132
5965584,United States,1999-10-12,2016-06-19,false,DB01132
6166042,United States,2000-12-26,2016-06-19,false,DB01132
6166043,United States,2000-12-26,2016-06-19,false,DB01132
6172090,United States,2001-01-09,2016-06-19,false,DB01132
6790459,United States,2004-09-14,2021-03-17,false,DB01132
7919116,United States,2011-04-05,2018-03-20,false,DB01132
8475841,United States,2013-07-02,2018-03-20,false,DB01132
6099859,United States,2000-08-08,2018-03-20,false,DB01132
6866866,United States,2005-03-15,2021-03-17,false,DB01132
7785627,United States,2010-08-31,2026-07-31,false,DB01132
7959946,United States,2011-06-14,2026-07-31,false,DB01132
8470368,United States,2013-06-25,2023-09-19,false,DB01132
8668931,United States,2014-03-11,2023-09-19,false,DB01132
9060941,United States,2015-06-23,2023-09-19,false,DB01132
6495162,United States,2002-12-17,2018-03-20,false,DB01132
6150384,United States,2000-11-21,2016-06-19,false,DB01132
6271243,United States,2001-08-07,2016-06-19,false,DB01132
9101660,United States,2015-08-11,2027-01-22,false,DB01132
6303661,United States,2001-10-16,2017-04-24,false,DB01132
6890898,United States,2005-05-10,2019-02-02,false,DB01132
7078381,United States,2006-07-18,2019-02-02,false,DB01132
7459428,United States,2008-12-02,2019-02-02,false,DB01132
7807689,United States,2010-10-05,2028-06-27,false,DB01132
8173663,United States,2012-05-08,2025-03-15,false,DB01132
8288539,United States,2012-10-16,2025-03-15,false,DB01132
8637079,United States,2014-01-28,2029-06-04,false,DB01132
9320714,United States,2016-04-26,2029-02-03,false,DB01132
4876248,United States,1989-10-24,2010-01-30,false,DB01133
1327009,Canada,1994-02-15,2011-02-15,false,DB01133
7268156,United States,2007-09-11,2023-12-27,true,DB01136
8101209,United States,2012-01-24,2026-03-11,true,DB01136
6022562,United States,2000-02-08,2016-04-17,true,DB01136
RE40000,United States,2008-01-08,2015-12-07,true,DB01136
5053407,United States,1991-10-01,2010-12-20,false,DB01137
6806256,United States,2004-10-19,2022-08-26,true,DB01137
5376634,United States,1994-12-27,2011-12-27,false,DB01141
2202058,Canada,2007-11-06,2015-09-29,false,DB01141
2044746,Canada,2001-08-07,2011-06-17,false,DB01141
6107458,United States,2000-08-22,2019-03-16,false,DB01141
6265536,United States,2001-07-24,2015-09-29,false,DB01141
6774104,United States,2004-08-10,2021-07-08,true,DB01141
9107898,United States,2015-08-18,2028-05-01,false,DB01142
8513299,United States,2013-08-20,2030-04-14,false,DB01142
6211229,United States,2001-04-03,2020-02-17,false,DB01142
7915307,United States,2011-03-29,2027-08-24,false,DB01142
9532971,United States,2017-01-03,2029-06-01,false,DB01142
9486437,United States,2016-11-08,2027-05-18,false,DB01142
9572814,United States,2017-02-21,2027-07-20,false,DB01142
9861607,United States,2018-01-09,2027-05-18,false,DB01142
9907780,United States,2018-03-06,2028-04-11,false,DB01142
10238620,United States,2019-03-26,2027-05-18,false,DB01142
10548871,United States,2008-04-11,2028-04-11,false,DB01142
5424471,United States,1995-06-13,2012-07-31,false,DB01143
2120133,Canada,1998-06-09,2013-07-30,false,DB01143
5994409,United States,1999-11-30,2017-12-08,false,DB01143
5135943,United States,1992-08-04,2014-05-31,false,DB01153
5633262,United States,1997-05-27,2015-06-15,false,DB01155
6262071,United States,2001-07-17,2019-09-21,false,DB01155
6331550,United States,2001-12-18,2019-09-21,false,DB01155
6340689,United States,2002-01-22,2019-09-14,false,DB01155
6455540,United States,2002-09-24,2019-09-21,false,DB01155
6803376,United States,2004-10-12,2019-09-21,false,DB01155
5776944,United States,1998-07-07,2017-04-04,false,DB01155
6723734,United States,2004-04-20,2018-03-20,false,DB01155
5358970,United States,1994-10-25,2013-08-12,false,DB01156
2524300,Canada,2008-10-28,2023-08-08,false,DB01156
2168364,Canada,2001-09-18,2014-07-29,false,DB01156
7569610,United States,2009-08-04,2026-06-27,false,DB01156
7662407,United States,2010-02-16,2026-06-27,false,DB01156
7241805,United States,2007-07-10,2026-06-27,false,DB01156
7649019,United States,2010-01-19,2026-06-27,false,DB01156
7645802,United States,2010-01-12,2026-06-27,false,DB01156
7671094,United States,2010-03-02,2026-06-27,false,DB01156
7572935,United States,2009-08-11,2026-06-27,false,DB01156
7585897,United States,2009-09-08,2026-06-27,false,DB01156
6096341,United States,2000-08-01,2018-10-30,false,DB01156
7674479,United States,2010-03-09,2027-06-25,false,DB01156
8722085,United States,2014-05-13,2027-11-08,false,DB01156
8318788,United States,2012-11-27,2027-11-08,false,DB01156
7462626,United States,2008-12-09,2024-07-20,false,DB01156
8815889,United States,2014-08-26,2024-07-20,false,DB01156
9107837,United States,2015-08-18,2027-06-04,false,DB01156
9125868,United States,2015-09-08,2027-11-08,false,DB01156
8916195,United States,2014-12-23,2030-02-02,false,DB01156
9248123,United States,2016-02-02,2032-01-13,false,DB01156
8088786,United States,2012-01-03,2029-02-03,false,DB01156
7375111,United States,2008-05-20,2025-03-26,false,DB01156
10231964,United States,2019-03-19,2034-07-02,false,DB01156
10307376,United States,2019-06-04,2027-11-08,false,DB01156
6017922,United States,2000-01-25,2018-05-18,false,DB01157
8969412,United States,2015-03-03,2026-09-05,false,DB01161
9504666,United States,2016-11-29,2033-12-11,false,DB01161
5294615,United States,1994-03-15,2013-04-29,false,DB01162
5212176,United States,1993-05-18,2010-06-29,false,DB01162
6077836,United States,2000-06-20,2017-06-20,false,DB01164
6248726,United States,2001-06-19,2018-06-19,false,DB01164
7084130,United States,2006-08-01,2021-11-29,false,DB01164
5401741,United States,1995-03-28,2012-03-27,false,DB01165
5633015,United States,1997-05-27,2014-05-27,false,DB01167
2142848,Canada,1999-11-16,2013-08-27,false,DB01167
1336498,Canada,1995-08-01,2012-08-01,false,DB01167
6407079,United States,2002-06-18,2019-06-18,false,DB01167
6509038,United States,2003-01-21,2017-05-12,false,DB01167
7081255,United States,2006-07-25,2017-05-12,false,DB01167
8486456,United States,2013-07-16,2028-10-03,false,DB01167
8591948,United States,2013-11-26,2017-05-12,false,DB01167
9713642,United States,2017-07-25,2033-06-21,false,DB01167
8771739,United States,2014-07-08,2023-07-25,false,DB01167
8921374,United States,2014-12-30,2033-06-21,false,DB01167
9272046,United States,2016-03-01,2033-06-21,false,DB01167
10463740,United States,2019-11-05,2033-06-21,false,DB01167
6723351,United States,2004-04-20,2018-11-10,false,DB01169
6855339,United States,2005-02-15,2018-11-10,false,DB01169
6861076,United States,2005-03-01,2018-11-10,false,DB01169
6884439,United States,2005-04-26,2018-11-10,false,DB01169
6982096,United States,2006-01-03,2018-11-10,false,DB01169
8273379,United States,2012-09-25,2018-11-10,false,DB01169
RE34712,United States,1994-08-30,2011-09-14,false,DB01175
2373757,Canada,2010-01-05,2020-07-07,false,DB01175
1339452,Canada,1997-09-09,2014-09-09,false,DB01175
7420069,United States,2008-09-02,2023-02-12,true,DB01175
6916941,United States,2005-07-12,2023-02-12,true,DB01175
5252341,United States,1993-10-12,2011-07-16,false,DB01181
5681588,United States,1997-10-28,2014-10-28,false,DB01182
9205082,United States,2015-12-08,2022-05-10,false,DB01183
7579019,United States,2009-08-25,2020-01-22,false,DB01183
6159498,United States,2000-12-12,2016-10-18,false,DB01183
9073933,United States,2015-07-07,2025-03-30,false,DB01183
7674800,United States,2010-03-09,2025-03-30,false,DB01183
7683072,United States,2010-03-23,2025-03-30,false,DB01183
7674799,United States,2010-03-09,2025-03-30,false,DB01183
8475832,United States,2013-07-02,2030-03-26,false,DB01183
8603514,United States,2013-12-10,2024-04-03,false,DB01183
8017150,United States,2011-09-13,2023-02-13,false,DB01183
8425462,United States,2013-04-23,2024-11-23,false,DB01183
8231573,United States,2012-07-31,2028-11-25,false,DB01183
8016788,United States,2011-09-13,2025-03-21,false,DB01183
8206360,United States,2012-06-26,2027-02-27,false,DB01183
9238108,United States,2016-01-19,2027-01-22,false,DB01183
8226610,United States,2012-07-24,2029-04-10,false,DB01183
7918823,United States,2011-04-05,2024-11-23,false,DB01183
8608698,United States,2013-12-17,2024-11-23,false,DB01183
8021344,United States,2011-09-20,2029-11-02,false,DB01183
8361029,United States,2013-01-29,2024-11-23,false,DB01183
