kind,value,source,parent_key
pKa,4.25 (at 30 °C),"SERJEANT,EP & DEMPSEY,B (1979)",DB01702
Water Solubility,63.5 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01708
Melting Point,140-141 °C,PhysProp,DB01708
logP,3.23,"HANSCH,C ET AL. (1995)",DB01708
Melting Point,37.5 °C,PhysProp,DB01711
Boiling Point,181 °C,PhysProp,DB01711
Water Solubility,1E+005 mg/L,MERCK INDEX (1996),DB01718
Melting Point,240 °C,PhysProp,DB01718
Water Solubility,2E+004 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01726
Melting Point,174 °C,PhysProp,DB01726
logP,0.62,"HANSCH,C ET AL. (1995)",DB01726
logS,-0.72,"ADME Research, USCD",DB01726
pKa,4.84 (at 20 °C),"PERRIN,DD (1965)",DB01726
Melting Point,241-243 °C,PhysProp,DB01738
Water Solubility,1600 mg/L (at 25 °C),"YALKOWSKY,SH & HE,Y (2003)",DB01744
Melting Point,180 °C,PhysProp,DB01744
Boiling Point,204 °C,PhysProp,DB01744
logP,2.38,DAYLIGHT (1999),DB01744
Melting Point,293 °C,PhysProp,DB01746
Water Solubility,1E+006 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01749
Melting Point,-58 °C,PhysProp,DB01749
Boiling Point,85 °C,PhysProp,DB01749
logP,-0.21,"HANSCH,C ET AL. (1995)",DB01749
Water Solubility,420 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01750
Melting Point,135 °C,PhysProp,DB01750
logP,2.24,SANGSTER (1993),DB01750
pKa,4.23 (at 25 °C),"KORTUM,G ET AL (1961)",DB01750
Melting Point,205 dec °C,PhysProp,DB01758
Melting Point,153.5 °C,PhysProp,DB01759
logP,-0.64,"KONTOGHIORGHES,GJ (1988)",DB01759
Water Solubility,1E+006 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01762
Melting Point,36.5 °C,PhysProp,DB01762
pKa,3.59 (at 0 °C),"KORTUM,G ET AL (1961)",DB01762
Melting Point,90 °C,PhysProp,DB01775
Water Solubility,2.27E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01776
Melting Point,11.8 °C,PhysProp,DB01776
Boiling Point,202.2 °C,PhysProp,DB01776
logP,1.96,"HANSCH,C ET AL. (1995)",DB01776
logS,-0.68,"ADME Research, USCD",DB01776
pKa,10.1 (at 25 °C),"PEARCE,PJ & SIMKINS,RJJ (1968)",DB01776
Water Solubility,Soluble,MSDS,DB01783
Melting Point,195ºC (D-Calcium Pantothenate salt),MSDS,DB01783
Water Solubility,1.65E+005 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01786
Melting Point,292 °C,PhysProp,DB01786
Water Solubility,1.1E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01796
Melting Point,228.5 °C,PhysProp,DB01796
pKa,2.43,"PERRIN,DD (1972)",DB01796
Boiling Point,120 °C,,DB01826
Water Solubility,1.08E+006 mg/L (at 25 °C),"SCHWEIZER,AE ET AL. (1978)",DB01828
Melting Point,-93.4 °C,PhysProp,DB01828
Boiling Point,-6.3 °C,PhysProp,DB01828
logP,-0.57,"HANSCH,C ET AL. (1995)",DB01828
pKa,10.6,"DEAN,JA (1987)",DB01828
Water Solubility,1E+006 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01839
Melting Point,-60 °C,PhysProp,DB01839
Boiling Point,187.6 °C,PhysProp,DB01839
logP,-0.92,"HANSCH,C ET AL. (1995)",DB01839
pKa,14.9,"SERJEANT,EP & DEMPSEY,B (1979)",DB01839
Water Solubility,1E+006 mg/L (at 25 °C),ISHOW (NA--) @2ND,DB01844
Melting Point,-60.4 °C,PhysProp,DB01844
Boiling Point,153 °C,PhysProp,DB01844
logP,-1.01,"HANSCH,C ET AL. (1995)",DB01844
Melting Point,277 °C,PhysProp,DB01852
Water Solubility,5E+004 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01856
Melting Point,106 °C,PhysProp,DB01856
Boiling Point,342 °C,PhysProp,DB01856
logP,0.61,"HANSCH,C ET AL. (1995)",DB01856
pKa,4.51 (at 25 °C),"KORTUM,G ET AL (1961)",DB01856
Melting Point,121 °C,PhysProp,DB01862
logP,-1.26,"HANSCH,C ET AL. (1995)",DB01862
Melting Point,43 °C,PhysProp,DB01874
Boiling Point,227 °C,PhysProp,DB01874
Water Solubility,137 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01878
Melting Point,47.8 °C,PhysProp,DB01878
Boiling Point,305.4 °C,PhysProp,DB01878
logP,3.18,"HANSCH,C ET AL. (1995)",DB01878
Melting Point,225 dec °C,PhysProp,DB01880
logP,1.15,SANGSTER (1993),DB01880
pKa,4.62 (at 25 °C),"SERJEANT,EP & DEMPSEY,B (1979)",DB01880
Melting Point,70-80,,DB01892
Water Solubility,Soluble,MSDS,DB01914
Melting Point,146 ,MSDS,DB01914
Melting Point,27.5 °C,PhysProp,DB01917
Boiling Point,158.5 °C,PhysProp,DB01917
logP,-0.70,SANGSTER (1994),DB01917
pKa,10.8 (at 20 °C),"PERRIN,DD (1965)",DB01917
Water Solubility,1.17E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01919
Melting Point,-91.5 °C,PhysProp,DB01919
Boiling Point,103 °C,PhysProp,DB01919
Melting Point,128 °C,PhysProp,DB01924
logP,0.26,"HANSCH,C ET AL. (1995)",DB01924
Melting Point,111.5 °C,PhysProp,DB01927
logP,2.23,"HANSCH,C ET AL. (1995)",DB01927
Melting Point,-48.4 °C,PhysProp,DB01932
Boiling Point,143 °C,PhysProp,DB01932
Melting Point,95 °C,PhysProp,DB01936
logP,-2.32,"HANSCH,C ET AL. (1995)",DB01936
Water Solubility,1E+006 mg/L (at 25 °C),"RIDDICK,JA ET AL. (1986)",DB01942
Melting Point,8.3 °C,PhysProp,DB01942
Boiling Point,101 °C,PhysProp,DB01942
logP,-0.54,"HANSCH,C ET AL. (1995)",DB01942
pKa,3.75 (at 25 °C),"RIDDICK,JA ET AL. (1986)",DB01942
Water Solubility,1E+006 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01955
Melting Point,20.1 °C,PhysProp,DB01955
Boiling Point,235 °C,PhysProp,DB01955
logP,-0.83,"HANSCH,C ET AL. (1995)",DB01955
pKa,14.5 (at 25 °C),"RIDDICK,JA ET AL. (1986)",DB01955
Water Solubility,65 g/L in cold water,'MSDS',DB01956
Melting Point,300 °C,'MSDS',DB01956
Boiling Point,It decomposes before reaching boiling point (325ºC),"O'Neil, MJ. The Merxk Index. (2013)",DB01956
pKa,1.5,Dawson et al. Data for Biochemical Research. 3 ed. (1986),DB01956
Water Solubility,2.6E+004 mg/L (at 20 °C),"VERSCHUEREN,K (1977)  @2ND",DB01957
Melting Point,32.6 °C,PhysProp,DB01957
Boiling Point,214 °C,PhysProp,DB01957
logP,2.50,"HANSCH,C ET AL. (1995)",DB01957
pKa,9.12,"SERJEANT,EP & DEMPSEY,B (1979)",DB01957
Water Solubility,1500 mg/L (at 17 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB01971
Melting Point,225 °C,PhysProp,DB01971
Water Solubility,1E+006 mg/L (at 25 °C),"KIRK-OTHMER ENCYCL CHEM TECH, 20:644 (1996)",DB01996
Melting Point,-18.1 °C,PhysProp,DB01996
Boiling Point,144.1 °C,PhysProp,DB01996
logP,1.20,"HANSCH,C ET AL. (1995)",DB01996
pKa,5.63 (at 25 °C),"KIRK-OTHMER ENCYCL CHEM TECH, 20:644 (1996)",DB01996
Melting Point,198 °C,PhysProp,DB02022
Water Solubility,5900 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02024
Melting Point,107 °C,PhysProp,DB02024
Boiling Point,279.8 °C,PhysProp,DB02024
logP,1.84,"HANSCH,C ET AL. (1995)",DB02024
pKa,4.66 (at 18 °C),"KORTUM,G ET AL (1961)",DB02024
Melting Point,143-144 °C,,DB02034
Water Solubility,1E+006 mg/L (at 20 °C),"RIDDICK,JA ET AL. (1986)",DB02045
Melting Point,-55 °C,PhysProp,DB02045
Boiling Point,104.3 °C,PhysProp,DB02045
logP,1.49,"HANSCH,C ET AL. (1995)",DB02045
pKa,10.6 (at 25 °C),"PERRIN,DD (1965)",DB02045
Boiling Point,314 °C,,DB02055
Water Solubility,2.5E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02060
Melting Point,-31 °C,PhysProp,DB02060
Boiling Point,155.4 °C,PhysProp,DB02060
logP,0.81,"HANSCH,C ET AL. (1995)",DB02060
logS,-0.6,"ADME Research, USCD",DB02060
pKa,11.3,"SERJEANT,EP & DEMPSEY,B (1979)",DB02060
Melting Point,>300 °C,PhysProp,DB02073
Water Solubility,9.4E+004 mg/L (at 25 °C),"RIDDICK,JA ET AL. (1986)",DB02074
Melting Point,72 °C,PhysProp,DB02074
Boiling Point,184.7 °C,PhysProp,DB02074
pKa,4.17 (at 18 °C),"KORTUM,G ET AL (1961)",DB02074
Melting Point,185.5 °C,PhysProp,DB02083
Boiling Point,63.9 °C,PhysProp,DB02083
logP,-2.91,"TSAI,RS ET AL. (1991)",DB02083
pKa,2.04,"TSAI,RS ET AL. (1991)",DB02083
logP,-2.78,"TSAI,RS ET AL. (1991)",DB02085
pKa,2.73,"TSAI,RS ET AL. (1991)",DB02085
Melting Point,203 dec °C,PhysProp,DB02095
logP,0.83,"HANSCH,C ET AL. (1995)",DB02095
Water Solubility,2E+005 mg/L (at 20 °C),BEILSTEIN,DB02113
Water Solubility,1.63E+005 mg/L (at 15 °C),"VERSCHUEREN,K (1996)",DB02121
Melting Point,114.8 °C,PhysProp,DB02121
Boiling Point,216 °C,PhysProp,DB02121
logP,-0.21,"HANSCH,C ET AL. (1995)",DB02121
Water Solubility,3.15 mg/L (at 20 °C),"RODA,A ET AL. (1990)",DB02123
logP,2.12,"RODA,A ET AL. (1990)",DB02123
Melting Point,270 °C,,DB02125
Water Solubility,1500 mg/L (at 14 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02130
Melting Point,211.5 °C,PhysProp,DB02130
logP,1.43,"HANSCH,C ET AL. (1995)",DB02130
logS,-2.05,"ADME Research, USCD",DB02130
pKa,4.51 (at 25 °C),"SERJEANT,EP & DEMPSEY,B (1979)",DB02130
Water Solubility,69 mg/L (at 16 °C),MERCK INDEX (1996),DB02134
logP,-0.73,"HANSCH,C ET AL. (1995)",DB02134
pKa,7.53,"KORTUM,G ET AL (1961)",DB02134
Water Solubility,6.32E+004 mg/L (at 25 °C),"TEWARI,YB ET AL. (1982)",DB02145
Melting Point,-89.8 °C,PhysProp,DB02145
Boiling Point,117.7 °C,PhysProp,DB02145
logP,0.88,"HANSCH,C ET AL. (1995)",DB02145
pKa,16.1 (at 25 °C),"SERJEANT,EP & DEMPSEY,B (1979)",DB02145
Water Solubility,5600 mg/L (at 12 °C),CHEM INSPECT TEST INST (1992),DB02163
Melting Point,15.5 °C,PhysProp,DB02163
Boiling Point,214 °C,PhysProp,DB02163
logP,1.83,"DEBNATH,AK ET AL. (1992)",DB02163
pKa,4.53 (at 25 °C),"PERRIN,DD (1965)",DB02163
Melting Point,>300 °C,PhysProp,DB02168
Water Solubility,7.63E+005 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02175
Melting Point,135 dec °C,PhysProp,DB02175
logP,-0.81,"HANSCH,C ET AL. (1995)",DB02175
pKa,2.85 (at 25 °C),"KORTUM,G ET AL (1961)",DB02175
Melting Point,33.5 °C,PhysProp,DB02178
Boiling Point,195 °C,PhysProp,DB02178
logP,1.78,"HANSCH,C ET AL. (1995)",DB02178
Water Solubility,1.41 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02187
Melting Point,239 °C,PhysProp,DB02187
Water Solubility,2.22E+004 mg/L (at 25 °C),"VALVANI, SC ET AL. (1981)",DB02192
Melting Point,-27 °C,PhysProp,DB02192
Boiling Point,218.2 °C,PhysProp,DB02192
logP,1.36,"HANSCH,C ET AL. (1995)",DB02192
Water Solubility,1.75E+006 mg/L (at 25 °C),"BOWDEN,DJ ET AL. (1998A)",DB02198
Melting Point,50 °C,PhysProp,DB02198
Boiling Point,208 °C,PhysProp,DB02198
logP,0.41,"HANSCH,C ET AL. (1995)",DB02198
pKa,2.89 (at 20 °C),"KORTUM,G ET AL (1961)",DB02198
Water Solubility,7.63E+005 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02201
Melting Point,135 dec °C,PhysProp,DB02201
logP,-0.81,"HANSCH,C ET AL. (1995)",DB02201
pKa,2.85 (at 25 °C),"KORTUM,G ET AL (1961)",DB02201
Water Solubility,1E+006 mg/L (at 25 °C),"RIDDICK,JA ET AL. (1986)",DB02202
Melting Point,<-50 °C,PhysProp,DB02202
Boiling Point,207.5 °C,PhysProp,DB02202
pKa,15.1 (at 25 °C),"RIDDICK,JA ET AL (1986)",DB02202
Water Solubility,1E+006 mg/L,"SMILEY,RA (1981)",DB02203
Melting Point,-19 °C,PhysProp,DB02203
Boiling Point,171 °C,PhysProp,DB02203
Melting Point,45 °C,PhysProp,DB02210
Boiling Point,250 °C,PhysProp,DB02210
logP,0.95,"PERRISSOUD,D & TESTA,B (1986)",DB02224
Water Solubility,4.61E+005 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02232
Melting Point,105 °C,PhysProp,DB02232
Boiling Point,245 °C,PhysProp,DB02232
logP,0.88,"HANSCH,C ET AL. (1995)",DB02232
logS,0.62,"ADME Research, USCD",DB02232
pKa,9.45 (at 25 °C),"SERJEANT,EP & DEMPSEY,B (1979)",DB02232
Melting Point,33 °C,PhysProp,DB02239
Boiling Point,245.5 °C,PhysProp,DB02239
logP,-0.49,"HANSCH,C ET AL. (1995)",DB02239
pKa,4.64 (at 18 °C),"KORTUM,G ET AL (1961)",DB02239
Water Solubility,1E+006 mg/L,DOW CHEMICAL COMPANY (1981),DB02249
Melting Point,-70 °C,PhysProp,DB02249
Boiling Point,135 °C,PhysProp,DB02249
logP,-0.32,"HANSCH,C ET AL. (1995)",DB02249
pKa,14.8,"RIDDICK,JA ET AL. (1986)",DB02249
Melting Point,163 °C,PhysProp,DB02256
logP,-1.51,"BALZARINI,JM ET AL. (1989)",DB02256
Water Solubility,1820 mg/L (at 18 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02262
Melting Point,345.5 °C,PhysProp,DB02262
logP,-0.83,SANGSTER (1994),DB02262
logS,-1.93,"ADME Research, USCD",DB02262
Water Solubility,9.09 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02266
Melting Point,133.5 °C,PhysProp,DB02266
logP,5.25,"HANSCH,C ET AL. (1995)",DB02266
Water Solubility,9.2E+005 mg/L (at 0 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02279
Melting Point,66 °C,PhysProp,DB02279
Boiling Point,163 °C at 1.50E+01 mm Hg,PhysProp,DB02279
Water Solubility,1.1E+005 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02280
Melting Point,119 °C,PhysProp,DB02280
Water Solubility,169 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02285
Water Solubility,1E+006 mg/L (at 25 °C),"RIDDICK,JA ET AL. (1986)",DB02325
Melting Point,-89.5 °C,PhysProp,DB02325
Boiling Point,82.3 °C,PhysProp,DB02325
logP,0.05,"HANSCH,C ET AL. (1995)",DB02325
pKa,17.1,"SERJEANT,EP & DEMPSEY,B (1979)",DB02325
Melting Point,292.5 °C,PhysProp,DB02329
Melting Point,85.3 °C,PhysProp,DB02335
Water Solubility,3.92E+005 mg/L (at 0 °C),"STEPHEN,H & STEPHEN,T (1963)",DB02345
Melting Point,143-146 °C,PhysProp,DB02345
Water Solubility,6110 mg/L (at 30 °C),"YALKOWSKY,SH & HE,Y (2003)",DB02362
Melting Point,188.5 °C,PhysProp,DB02362
logP,0.83,"HANSCH,C ET AL. (1995)",DB02362
logS,-0.4,"ADME Research, USCD",DB02362
pKa,2.38 (at 25 °C),"KORTUM,G ET AL (1961)",DB02362
Water Solubility,2690 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02365
Melting Point,117 °C,PhysProp,DB02365
Boiling Point,> 300 °C,PhysProp,DB02365
logP,1.78,"HANSCH,C ET AL. (1995)",DB02365
pKa,4.27 (at 20 °C),"ALBERT,A ET AL. (1948)",DB02365
Melting Point,357 °C,PhysProp,DB02375
Water Solubility,2080 mg/L (at 37 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02377
Melting Point,360 dec °C,PhysProp,DB02377
logP,-0.91,"HANSCH,C ET AL. (1995)",DB02377
Water Solubility,1.2E+006 mg/L (at 30 °C),"MULLIN,JW (1972)",DB02379
Melting Point,83 °C,PhysProp,DB02379
logP,-3.24,SANGSTER (1994),DB02379
logS,0.74,"ADME Research, USCD",DB02379
pKa,12.9 (at 0 °C),"KORTUM,G ET AL (1961)",DB02379
Melting Point,> 250 dec °C,PhysProp,DB02380
logP,-1.71,"FORD,H ET AL. (1991)",DB02380
Boiling Point,36.5 °C,,DB02396
logP,0.15,"HANSCH,C ET AL. (1995)",DB02396
Melting Point,-34.6 °C,PhysProp,DB02403
Boiling Point,175 °C,PhysProp,DB02403
logP,1.26,"HANSCH,C ET AL. (1995)",DB02403
pKa,3.2 (at 25 °C),"PERRIN,DD (1965)",DB02403
Water Solubility,2.4E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02406
Melting Point,-34 °C,PhysProp,DB02406
Boiling Point,186.1 °C,PhysProp,DB02406
logP,1.39,"HANSCH,C ET AL. (1995)",DB02406
pKa,4.84 (at 25 °C),"DEAN,JA (1987)",DB02406
Water Solubility,8.02E+004 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02412
Melting Point,-45 °C,PhysProp,DB02412
Boiling Point,88 °C,PhysProp,DB02412
logP,0.95,"HANSCH,C ET AL. (1995)",DB02412
Water Solubility,70 mg/L (at 15 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02417
Melting Point,95.5 °C,PhysProp,DB02417
Boiling Point,286 °C,PhysProp,DB02417
logP,4.13,"HANSCH,C ET AL. (1995)",DB02417
pKa,6.8 (at 25 °C),"SERJEANT,EP & DEMPSEY,B (1979)",DB02417
Boiling Point,77.3-77.4 °C at 1.00E+01 mm Hg,,DB02418
Water Solubility,1.4E+004 mg/L (at 25 °C),BEILSTEIN,DB02428
Melting Point,156 °C,PhysProp,DB02428
Boiling Point,160 °C,,DB02435
Water Solubility,33 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02448
Melting Point,44.5 °C,PhysProp,DB02448
Boiling Point,312.4 °C,PhysProp,DB02448
Water Solubility,1E+006 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02464
Melting Point,10 °C,PhysProp,DB02464
Boiling Point,185 °C,PhysProp,DB02464
logP,1.09,"HANSCH,C ET AL. (1995)",DB02464
pKa,9.33 (at 25 °C),"WEAST,RC (1985)",DB02464
Melting Point,25-27 °C,PhysProp,DB02486
Boiling Point,158-163 °C at 3.50E+00 mm Hg,PhysProp,DB02486
Melting Point,< 25 °C,PhysProp,DB02509
Boiling Point,111 °C at 3.50E-01 mm Hg,PhysProp,DB02509
Water Solubility,900 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02513
Melting Point,51.5 °C,PhysProp,DB02513
Boiling Point,232.5 °C,PhysProp,DB02513
logP,3.30,"HANSCH,C ET AL. (1995)",DB02513
pKa,10.6 (at 20 °C),"SERJEANT,EP & DEMPSEY,B (1979)",DB02513
Water Solubility,8880 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02517
Melting Point,201 °C,PhysProp,DB02517
Melting Point,219-220 °C,PhysProp,DB02527
logP,-2.96,"HANSCH,C ET AL. (1995)",DB02527
Water Solubility,1.67E+005 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02531
Melting Point,-46 °C,PhysProp,DB02531
Boiling Point,154.4 °C,PhysProp,DB02531
logP,0.94,SANGSTER (1993),DB02531
logS,0.28,"ADME Research, USCD",DB02531
pKa,4.84 (at 20 °C),"KORTUM,G ET AL (1961)",DB02531
Melting Point,-6 °C,PhysProp,DB02534
Boiling Point,220 °C,PhysProp,DB02534
Melting Point,145 °C,PhysProp,DB02536
pKa,9.2,,DB02546
Water Solubility,2.82E+004 mg/L (at 16 °C),MERCK INDEX (1996),DB02556
Water Solubility,1E+006 mg/L,K-O CHEM ENCYCL 4th ed 2:3 (1992),DB02576
Melting Point,24-26 °C,PhysProp,DB02576
Boiling Point,160 °C,PhysProp,DB02576
logP,-0.96,"HANSCH,C ET AL. (1995)",DB02576
pKa,9.94 (at 10 °C),"PERRIN,DD (1972)",DB02576
Water Solubility,1E+006 mg/L,"RIDDICK,JA ET AL. (1986)",DB02579
Melting Point,13.5 °C,PhysProp,DB02579
Boiling Point,141.2 °C,PhysProp,DB02579
logP,0.35,"HANSCH,C ET AL. (1995)",DB02579
pKa,4.26 (at 25 °C),"RIDDICK,JA ET AL. (1986)",DB02579
Water Solubility,22.4 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02586
Melting Point,205.5 °C,PhysProp,DB02591
logP,2.35,"HANSCH,C ET AL. (1995)",DB02591
logP,-1.77,"HANSCH,C ET AL. (1995)",DB02594
Water Solubility,1.81E+005 mg/L (at 25 °C),"HEFTER,GT (1984A)",DB02606
Melting Point,-114.7 °C,PhysProp,DB02606
Boiling Point,99.5 °C,PhysProp,DB02606
logP,0.61,"HANSCH,C ET AL. (1995)",DB02606
pKa,17.6 (at 25 °C),"SERJEANT,EP & DEMPSEY,B (1979)",DB02606
Melting Point,190-192,"Peterson, M.H., Goldstein, A.W. and Denison, F.W. Jr.; U.S. Patent 2,803,586; August 20, 1957; assigned to Abbott Laboratories.",DB02640
Water Solubility,175 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02659
Melting Point,198 °C,PhysProp,DB02659
logP,2.02,"RODA,A ET AL. (1990)",DB02659
logS,-3.37,"ADME Research, USCD",DB02659
pKa,4.98 (at 20 °C),"SERJEANT,EP & DEMPSEY,B (1979)",DB02659
Melting Point,230 dec °C,PhysProp,DB02663
Water Solubility,1E+006 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02671
Melting Point,-6 °C,PhysProp,DB02671
Boiling Point,195.5 °C,PhysProp,DB02671
logP,-0.06,"HANSCH,C ET AL. (1995)",DB02671
pKa,6.95 (at 25 °C),"PERRIN,DD (1965)",DB02671
Water Solubility,5E+005 mg/L (at 25 °C),"SHIU,WY ET AL. (1990)",DB02679
Melting Point,44 °C,PhysProp,DB02679
Boiling Point,83 °C at 5.00E-01 mm Hg,PhysProp,DB02679
logP,-0.82,"TOMLIN,C (1994)",DB02679
pKa,1.03 (at 25 °C),"FORGIONE,PS (1987)",DB02679
Water Solubility,3.3 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02691
Melting Point,166.5 °C,PhysProp,DB02691
logP,1.65,"RODA,A ET AL. (1990)",DB02691
logS,-5.15,"ADME Research, USCD",DB02691
Water Solubility,5E+005 mg/L (at 25 °C),MERCK INDEX (1996),DB02701
Melting Point,130 °C,PhysProp,DB02701
Boiling Point,157 °C at 5.00E-04 mm Hg,PhysProp,DB02701
logP,-0.37,"HANSCH,C ET AL. (1995)",DB02701
logS,0.61,"ADME Research, USCD",DB02701
pKa,3.35 (at 20 °C),"PERRIN,DD (1965)",DB02701
Melting Point,192.5 °C,PhysProp,DB02703
pKa,5.35,MERCK INDEX (1996),DB02703
Melting Point,254 °C,PhysProp,DB02709
logP,0.78,"HANSCH,C ET AL. (1995)",DB02712
Water Solubility,2.63E+004 mg/L (at 15 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02713
Melting Point,206 °C,PhysProp,DB02713
Melting Point,108-110 °C,PhysProp,DB02721
logP,1.70,"HANSCH,C ET AL. (1995)",DB02721
Water Solubility,2.25E+006 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02736
Melting Point,81 °C,PhysProp,DB02736
Boiling Point,222 °C,PhysProp,DB02736
logP,-1.26,"HANSCH,C ET AL. (1995)",DB02736
logS,1.58,"ADME Research, USCD",DB02736
pKa,0.63,"WEAST,RC (1972)",DB02736
Water Solubility,250 mg/L (at 20 °C),"TOMLIN,C (1994)",DB02740
Melting Point,124.5 °C,PhysProp,DB02740
logP,2.30,"HANSCH,C ET AL. (1995)",DB02740
Melting Point,165 °C,PhysProp,DB02745
logP,-1.98,"HANSCH,C ET AL. (1995)",DB02745
Water Solubility,7010 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02746
Melting Point,230 dec °C,PhysProp,DB02746
logP,0.73,"HANSCH,C ET AL. (1995)",DB02746
logS,-2.11,"ADME Research, USCD",DB02746
pKa,2.76 (at 25 °C),"SERJEANT,EP & DEMPSEY,B (1979)",DB02746
Water Solubility,1.4E+004 mg/L (at 16 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02749
Melting Point,276 °C,PhysProp,DB02749
pKa,1.87 (at 25 °C),"KORTUM,G ET AL (1961)",DB02749
Water Solubility,1.94E+004 mg/L (at 25 °C),BEILSTEIN,DB02757
Melting Point,68 °C,PhysProp,DB02757
Boiling Point,187 °C,PhysProp,DB02757
logP,0.26,"HANSCH,C ET AL. (1995)",DB02757
pKa,2.48 (at 25 °C),"PERRIN,DD (1965)",DB02757
Water Solubility,2.1E+006 mg/L (at 25 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02772
Melting Point,185.5 °C,PhysProp,DB02772
logP,-3.70,"HANSCH,C ET AL. (1995)",DB02772
caco2 Permeability,-5.77,"ADME Research, USCD",DB02772
pKa,12.6,MERCK INDEX (1996),DB02772
Water Solubility,1E+006 mg/L (at 20 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02788
Melting Point,15 °C,PhysProp,DB02788
Boiling Point,143 °C,PhysProp,DB02788
Water Solubility,530 mg/L (at 37 °C),"YALKOWSKY,SH & DANNENFELSER,RM (1992)",DB02795
Melting Point,185 °C,PhysProp,DB02795
Boiling Point,276.5 °C,PhysProp,DB02795
