atc_code,level_1,code_1,level_2,code_2,level_3,code_3,level_4,code_4,drugbank-id
G03XX01,Other sex hormones and modulators of the genital system,G03XX,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB01708
A14AA07,Androstan derivatives,A14AA,ANABOLIC STEROIDS,A14A,ANABOLIC AGENTS FOR SYSTEMIC USE,A14,ALIMENTARY TRACT AND METABOLISM,A,DB01708
D08AJ04,Quaternary ammonium compounds,D08AJ,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB01718
D11AC01,Medicated shampoos,D11AC,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,DERMATOLOGICALS,D,DB01718
R02AA17,Antiseptics,R02AA,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R,DB01718
D08AJ02,Quaternary ammonium compounds,D08AJ,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB01718
C01EB02,Other cardiac preparations,C01EB,OTHER CARDIAC PREPARATIONS,C01E,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB01744
D03AX04,Other cicatrizants,D03AX,CICATRIZANTS,D03A,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03,DERMATOLOGICALS,D,DB01783
A11HA31,Other plain vitamin preparations,A11HA,OTHER PLAIN VITAMIN PREPARATIONS,A11H,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB01783
M01AG03,Fenamates,M01AG,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB02266
D05AX52,Other antipsoriatics for topical use,D05AX,ANTIPSORIATICS FOR TOPICAL USE,D05A,ANTIPSORIATICS,D05,DERMATOLOGICALS,D,DB02300
D05AX02,Other antipsoriatics for topical use,D05AX,ANTIPSORIATICS FOR TOPICAL USE,D05A,ANTIPSORIATICS,D05,DERMATOLOGICALS,D,DB02300
D08AX05,Other antiseptics and disinfectants,D08AX,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB02325
A02BX01,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB02329
A02BX71,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB02329
A02BX51,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB02329
D02BA01,Protectives against UV-radiation for topical use,D02BA,PROTECTIVES AGAINST UV-RADIATION,D02B,EMOLLIENTS AND PROTECTIVES,D02,DERMATOLOGICALS,D,DB02362
D11AX23,Other dermatologicals,D11AX,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,DERMATOLOGICALS,D,DB02362
A10XA01,Aldose reductase inhibitors,A10XA,OTHER DRUGS USED IN DIABETES,A10X,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A,DB02383
L01XX38,Other antineoplastic agents,L01XX,OTHER ANTINEOPLASTIC AGENTS,L01X,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB02546
H01BA04,Vasopressin and analogues,H01BA,POSTERIOR PITUITARY LOBE HORMONES,H01B,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H,DB02638
P01AX10,Other agents against amoebiasis and other protozoal diseases,P01AX,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01A,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB02640
A05AA03,Bile acids and derivatives,A05AA,BILE THERAPY,A05A,BILE AND LIVER THERAPY,A05,ALIMENTARY TRACT AND METABOLISM,A,DB02659
A11HA01,Other plain vitamin preparations,A11HA,OTHER PLAIN VITAMIN PREPARATIONS,A11H,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB02701
S01AA13,Antibiotics,S01AA,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB02703
D09AA02,Medicated dressings with antiinfectives,D09AA,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09,DERMATOLOGICALS,D,DB02703
J01XC01,Steroid antibacterials,J01XC,OTHER ANTIBACTERIALS,J01X,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB02703
D06AX01,Other antibiotics for topical use,D06AX,ANTIBIOTICS FOR TOPICAL USE,D06A,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D,DB02703
A14AA01,Androstan derivatives,A14AA,ANABOLIC STEROIDS,A14A,ANABOLIC AGENTS FOR SYSTEMIC USE,A14,ALIMENTARY TRACT AND METABOLISM,A,DB02901
G03BB02,5-androstanon (3) derivatives,G03BB,ANDROGENS,G03B,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB02901
C03CA03,"Sulfonamides, plain",C03CA,HIGH-CEILING DIURETICS,C03C,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB02925
G01AE10,Sulfonamides,G01AE,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB02925
N06AX01,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB02959
A12CC08,Magnesium,A12CC,OTHER MINERAL SUPPLEMENTS,A12C,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A,DB03088
S01EB09,Parasympathomimetics,S01EB,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB03128
S02AA10,Antiinfectives,S02AA,ANTIINFECTIVES,S02A,OTOLOGICALS,S02,SENSORY ORGANS,S,DB03166
G01AD02,Organic acids,G01AD,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB03166
D08AX03,Other antiseptics and disinfectants,D08AX,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB03175
D08AX53,Other antiseptics and disinfectants,D08AX,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB03175
C05BB05,Sclerosing agents for local injection,C05BB,ANTIVARICOSE THERAPY,C05B,VASOPROTECTIVES,C05,CARDIOVASCULAR SYSTEM,C,DB03255
R02AA19,Antiseptics,R02AA,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R,DB03255
N01BX03,Other local anesthetics,N01BX,"ANESTHETICS, LOCAL",N01B,ANESTHETICS,N01,NERVOUS SYSTEM,N,DB03255
D08AE03,Phenol and derivatives,D08AE,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB03255
J05AB15,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J05AB,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB03312
M01AA03,Butylpyrazolidines,M01AA,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB03585
M02AA04,"Antiinflammatory preparations, non-steroids for topical use",M02AA,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02,MUSCULO-SKELETAL SYSTEM,M,DB03585
S01BC02,"Antiinflammatory agents, non-steroids",S01BC,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB03585
H03AA04,Thyroid hormones,H03AA,THYROID PREPARATIONS,H03A,THYROID THERAPY,H03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H,DB03604
D11AX08,Other dermatologicals,D11AX,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,DERMATOLOGICALS,D,DB03604
B03BA05,Vitamin B12 (cyanocobalamin and analogues),B03BA,VITAMIN B12 AND FOLIC ACID,B03B,ANTIANEMIC PREPARATIONS,B03,BLOOD AND BLOOD FORMING ORGANS,B,DB03614
J01GB10,Other aminoglycosides,J01GB,AMINOGLYCOSIDE ANTIBACTERIALS,J01G,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB03615
D11AX24,Other dermatologicals,D11AX,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,DERMATOLOGICALS,D,DB03619
B05XX02,Other i.v. solution additives,B05XX,I.V. SOLUTION ADDITIVES,B05X,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05,BLOOD AND BLOOD FORMING ORGANS,B,DB03754
B05BB03,Solutions affecting the electrolyte balance,B05BB,I.V. SOLUTIONS,B05B,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05,BLOOD AND BLOOD FORMING ORGANS,B,DB03754
S01AX10,Other antiinfectives,S01AX,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB03766
N02BE73,Anilides,N02BE,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB03783
N02BE03,Anilides,N02BE,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB03783
N02BE53,Anilides,N02BE,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB03783
A16AX11,Various alimentary tract and metabolism products,A16AX,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16,ALIMENTARY TRACT AND METABOLISM,A,DB03793
V04CG30,Tests for gastric secretion,V04CG,OTHER DIAGNOSTIC AGENTS,V04C,DIAGNOSTIC AGENTS,V04,VARIOUS,V,DB03793
S03AA05,Antiinfectives,S03AA,ANTIINFECTIVES,S03A,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03,SENSORY ORGANS,S,DB03808
D08AC04,Biguanides and amidines,D08AC,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB03808
R02AA18,Antiseptics,R02AA,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R,DB03808
R01AX07,Other nasal preparations,R01AX,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01A,NASAL PREPARATIONS,R01,RESPIRATORY SYSTEM,R,DB03808
S01AX08,Other antiinfectives,S01AX,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB03808
R05CA13,Expectorants,R05CA,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05C,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB03852
D02AE01,Carbamide products,D02AE,EMOLLIENTS AND PROTECTIVES,D02A,EMOLLIENTS AND PROTECTIVES,D02,DERMATOLOGICALS,D,DB03904
B05BC02,Solutions producing osmotic diuresis,B05BC,I.V. SOLUTIONS,B05B,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05,BLOOD AND BLOOD FORMING ORGANS,B,DB03904
D02AE51,Carbamide products,D02AE,EMOLLIENTS AND PROTECTIVES,D02A,EMOLLIENTS AND PROTECTIVES,D02,DERMATOLOGICALS,D,DB03904
L01AD05,Nitrosoureas,L01AD,ALKYLATING AGENTS,L01A,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB04106
C10AD05,Nicotinic acid and derivatives,C10AD,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB04145
C04AC02,Nicotinic acid and derivatives,C04AC,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04,CARDIOVASCULAR SYSTEM,C,DB04145
N03AG02,Fatty acid derivatives,N03AG,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N,DB04165
V06DC02,Carbohydrates,V06DC,OTHER NUTRIENTS,V06D,GENERAL NUTRIENTS,V06,VARIOUS,V,DB04173
D08AH01,Quinoline derivatives,D08AH,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB04209
R02AA02,Antiseptics,R02AA,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R,DB04209
G01AC05,Quinoline derivatives,G01AC,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB04209
D08AJ06,Quaternary ammonium compounds,D08AJ,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB04221
A09AB04,Acid preparations,A09AB,"DIGESTIVES, INCL. ENZYMES",A09A,"DIGESTIVES, INCL. ENZYMES",A09,ALIMENTARY TRACT AND METABOLISM,A,DB04272
G01AX02,Other antiinfectives and antiseptics,G01AX,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB04335
S01XA10,Other ophthalmologicals,S01XA,OTHER OPHTHALMOLOGICALS,S01X,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB04335
D06BB05,Antivirals,D06BB,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06B,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D,DB04335
R05CB03,Mucolytics,R05CB,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05C,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB04339
C10AX05,Other lipid modifying agents,C10AX,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB04377
G01AD01,Organic acids,G01AD,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB04398
D08AK30,Mercurial products,D08AK,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB04445
M02AA17,"Antiinflammatory preparations, non-steroids for topical use",M02AA,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02,MUSCULO-SKELETAL SYSTEM,M,DB04552
M01AX02,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB04552
J01DD06,Third-generation cephalosporins,J01DD,OTHER BETA-LACTAM ANTIBACTERIALS,J01D,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB04570
D05BA01,Psoralens for systemic use,D05BA,ANTIPSORIATICS FOR SYSTEMIC USE,D05B,ANTIPSORIATICS,D05,DERMATOLOGICALS,D,DB04571
D05AD01,Psoralens for topical use,D05AD,ANTIPSORIATICS FOR TOPICAL USE,D05A,ANTIPSORIATICS,D05,DERMATOLOGICALS,D,DB04571
L01AC01,Ethylene imines,L01AC,ALKYLATING AGENTS,L01A,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB04572
G03CC06,"Estrogens, combinations with other drugs",G03CC,ESTROGENS,G03C,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB04573
G03CA04,"Natural and semisynthetic estrogens, plain",G03CA,ESTROGENS,G03C,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB04573
J01MA08,Fluoroquinolones,J01MA,QUINOLONE ANTIBACTERIALS,J01M,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB04576
N06BX11,Other psychostimulants and nootropics,N06BX,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB04599
H02AA01,Mineralocorticoids,H02AA,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02A,CORTICOSTEROIDS FOR SYSTEMIC USE,H02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H,DB04630
N07AX02,Other parasympathomimetics,N07AX,PARASYMPATHOMIMETICS,N07A,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N,DB04660
V08AC04,"Watersoluble, hepatotropic X-ray contrast media",V08AC,"X-RAY CONTRAST MEDIA, IODINATED",V08A,CONTRAST MEDIA,V08,VARIOUS,V,DB04711
M02AA26,"Antiinflammatory preparations, non-steroids for topical use",M02AA,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02,MUSCULO-SKELETAL SYSTEM,M,DB04743
M01AX17,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB04743
P01CX02,Other agents against leishmaniasis and trypanosomiasis,P01CX,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01C,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB04786
D01AC10,Imidazole and triazole derivatives,D01AC,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB04794
D01AC60,Imidazole and triazole derivatives,D01AC,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB04794
M01AE06,Propionic acid derivatives,M01AE,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB04812
D10AB01,Preparations containing sulfur,D10AB,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D,DB04813
P02BX01,Other antitrematodal agents,P02BX,ANTITREMATODALS,P02B,ANTHELMINTICS,P02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB04813
G01AC02,Quinoline derivatives,G01AC,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB04815
S02AA05,Antiinfectives,S02AA,ANTIINFECTIVES,S02A,OTOLOGICALS,S02,SENSORY ORGANS,S,DB04815
D09AA10,Medicated dressings with antiinfectives,D09AA,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09,DERMATOLOGICALS,D,DB04815
P01AA02,Hydroxyquinoline derivatives,P01AA,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01A,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB04815
P01AA52,Hydroxyquinoline derivatives,P01AA,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01A,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB04815
D08AH30,Quinoline derivatives,D08AH,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB04815
A06AB03,Contact laxatives,A06AB,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB04816
A06AB53,Contact laxatives,A06AB,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB04816
A06AG03,Enemas,A06AG,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB04816
N02BB72,Pyrazolones,N02BB,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB04817
N02BB02,Pyrazolones,N02BB,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB04817
N02BB52,Pyrazolones,N02BB,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB04817
N06AF05,"Monoamine oxidase inhibitors, non-selective",N06AF,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB04818
R06AC05,Substituted ethylene diamines,R06AC,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB04819
N06AF02,"Monoamine oxidase inhibitors, non-selective",N06AF,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB04820
N06AX04,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB04821
R05DB09,Other cough suppressants,R05DB,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB04822
A06AB01,Contact laxatives,A06AB,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB04823
A06AB04,Contact laxatives,A06AB,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB04824
C01DX52,Other vasodilators used in cardiac diseases,C01DX,VASODILATORS USED IN CARDIAC DISEASES,C01D,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB04825
C01DX02,Other vasodilators used in cardiac diseases,C01DX,VASODILATORS USED IN CARDIAC DISEASES,C01D,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB04825
R06AX03,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB04826
R06AX53,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB04826
D04AA03,Antihistamines for topical use,D04AA,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04,DERMATOLOGICALS,D,DB04826
M01AB04,Acetic acid derivatives and related substances,M01AB,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB04828
A10BA03,Biguanides,A10BA,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A,DB04830
C03CC02,Aryloxyacetic acid derivatives,C03CC,HIGH-CEILING DIURETICS,C03C,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB04831
N06AB02,Selective serotonin reuptake inhibitors,N06AB,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB04832
N05CX02,"Hypnotics and sedatives in combination, excl. barbiturates",N05CX,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB04833
N05CM01,Other hypnotics and sedatives,N05CM,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB04833
J05AX09,Other antivirals,J05AX,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB04835
N06AA19,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB04836
