category,mesh-id,parent_key
Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord),,DB05351
Enzyme Inhibitors,D004791,DB05351
Gastric Acid Lowering Agents,,DB05351
Gastrointestinal Agents,D005765,DB05351
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05351
Proton Pump Inhibitors,D054328,DB05351
Proton-pump Inhibitors,,DB05351
Pyridines,D011725,DB05351
Sulfoxides,D013454,DB05351
Sulfur Compounds,D013457,DB05351
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05352
Amides,D000577,DB05367
Endothelin A Receptor Antagonists,D065130,DB05367
Endothelin B Receptor Antagonists,D065131,DB05367
Endothelin Receptor Antagonists,D065128,DB05367
Sulfones,D013450,DB05367
Sulfur Compounds,D013457,DB05367
Antineoplastic Agents,D000970,DB05374
"Antineoplastic Agents, Immunological",D000074322,DB05374
Biological Products,D001688,DB05374
Complex Mixtures,D045424,DB05374
Vaccines,D014612,DB05374
Acids,D000143,DB05377
"Acids, Noncarboxylic",D000148,DB05377
Arylsulfonates,D001190,DB05377
Arylsulfonic Acids,D017739,DB05377
Benzene Derivatives,D001555,DB05377
Sulfonic Acids,D013451,DB05377
Sulfur Acids,D013456,DB05377
Sulfur Compounds,D013457,DB05377
"Adjuvants, Immunologic",D000276,DB05381
Amines,D000588,DB05381
Antineoplastic and Immunomodulating Agents,,DB05381
Autacoids,D012898,DB05381
Biogenic Amines,D001679,DB05381
Biogenic Monoamines,D015306,DB05381
Biological Factors,D001685,DB05381
Cytochrome P-450 CYP3A Inhibitors,D065692,DB05381
Cytochrome P-450 CYP3A Substrates,,DB05381
Cytochrome P-450 Enzyme Inhibitors,D065607,DB05381
Cytochrome P-450 Substrates,,DB05381
Diagnostic Agents,,DB05381
Ethylamines,D005021,DB05381
Gastric Function,,DB05381
Histamine Agents,D018494,DB05381
Histamine Agonists,D017442,DB05381
Imidazoles,D007093,DB05381
Inflammation Mediators,D018836,DB05381
Neurotransmitter Agents,D018377,DB05381
OCT1 substrates,,DB05381
OCT2 Inhibitors,,DB05381
OCT2 Substrates,,DB05381
Other Diagnostics,,DB05381
Tests for Gastric Secretion,,DB05381
Anti-Infective Agents,D000890,DB05382
"Anti-Infective Agents, Local",D000891,DB05382
Antiseptics and Disinfectants,,DB05382
Dermatologicals,D003879,DB05382
"Diet, Food, and Nutrition",D000066888,DB05382
Elements,D004602,DB05382
Food,D005502,DB05382
Food and Beverages,D019602,DB05382
Growth Substances,D006133,DB05382
Halogens,D006219,DB05382
Herbs and Natural Products,,DB05382
Iodine Products,,DB05382
Micronutrients,D018977,DB05382
Minerals,D008903,DB05382
Miscellaneous Local Anti-infectives,,DB05382
Trace Elements,D014131,DB05382
Amidines,D000578,DB05383
Enzyme Inhibitors,D004791,DB05383
"Nitric Oxide Synthase, antagonists & inhibitors",,DB05383
OCT2 Inhibitors,,DB05383
"Compounds used in a research, industrial, or household setting",D020313,DB05384
Macromolecular Substances,D046911,DB05384
Plastics,D010969,DB05384
Polymers,D011108,DB05384
"Resins, Synthetic",D012117,DB05384
Spermatocidal Agents,D013089,DB05384
Acids,D000143,DB05385
"Acids, Noncarboxylic",D000148,DB05385
Arylsulfonates,D001190,DB05385
Arylsulfonic Acids,D017739,DB05385
"Compounds used in a research, industrial, or household setting",D020313,DB05385
Macromolecular Substances,D046911,DB05385
Naphthalenes,D009281,DB05385
Sulfonic Acids,D013451,DB05385
Sulfur Acids,D013456,DB05385
Sulfur Compounds,D013457,DB05385
"Amino Acids, Peptides, and Proteins",D000602,DB05386
Biological Factors,D001685,DB05386
Carbohydrates,D002241,DB05386
Cholinesterase Inhibitors,D002800,DB05386
Colony-Stimulating Factors,D003115,DB05386
Cytokines,D016207,DB05386
Glycoconjugates,D006001,DB05386
Glycoproteins,D006023,DB05386
Hematopoietic Cell Growth Factors,D016298,DB05386
Intercellular Signaling Peptides and Proteins,D036341,DB05386
Peptides,D010455,DB05386
Proteins,D011506,DB05386
Cartilage,D002356,DB05387
Complex Mixtures,D045424,DB05387
Anions,D000838,DB05389
"Compounds used in a research, industrial, or household setting",D020313,DB05389
Electrolytes,D004573,DB05389
Elements,D004602,DB05389
Gases,D005740,DB05389
Halogens,D006219,DB05389
Ions,D007477,DB05389
Oxygen Compounds,D017601,DB05389
Protective Agents,D020011,DB05389
Radiation-Protective Agents,D011837,DB05389
"Amino Acids, Peptides, and Proteins",D000602,DB05393
Chlorine Compounds,D017606,DB05393
Nitrogen Compounds,D017672,DB05393
Oligopeptides,D009842,DB05393
Peptides,D010455,DB05393
Pharmaceutical Preparations,D004364,DB05393
"Amino Acids, Peptides, and Proteins",D000602,DB05394
Corticotropin-Releasing Hormone,D003346,DB05394
"Corticotropin-Releasing Hormone, antagonists & inhibitors",,DB05394
Diagnostic Agents,,DB05394
Hormones,D006728,DB05394
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB05394
Hypothalamic Hormones,D007028,DB05394
Nerve Tissue Proteins,D009419,DB05394
Neuropeptides,D009479,DB05394
Peptide Hormones,D036361,DB05394
Peptides,D010455,DB05394
Pituitary Hormone-Releasing Hormones,D010906,DB05394
Proteins,D011506,DB05394
Tests for Pituitary Function,,DB05394
Adrenergic Agents,D018663,DB05395
Adrenergic Agonists,D000322,DB05395
Adrenergic beta-Agonists,D000318,DB05395
Agents producing tachycardia,,DB05395
Agents that produce hypertension,,DB05395
Antidepressive Agents,D000928,DB05395
Central Nervous System Depressants,D002492,DB05395
Naphthalenes,D009281,DB05395
Neurotransmitter Agents,D018377,DB05395
"Adjuvants, Immunologic",D000276,DB05396
"Amino Acids, Peptides, and Proteins",D000602,DB05396
Antineoplastic and Immunomodulating Agents,,DB05396
Biological Factors,D001685,DB05396
Cytochrome P-450 CYP1A2 Inhibitors,D065609,DB05396
Cytochrome P-450 CYP1A2 Inhibitors (strength unknown),,DB05396
Cytochrome P-450 Enzyme Inhibitors,D065607,DB05396
Cytokines,D016207,DB05396
Intercellular Signaling Peptides and Proteins,D036341,DB05396
Interferon Type I,D007370,DB05396
Interferons,D007372,DB05396
Peptides,D010455,DB05396
Proteins,D011506,DB05396
Amines,D000588,DB05398
Ammonium Compounds,D064751,DB05398
Fatty Acids,D005227,DB05398
Lipids,D008055,DB05398
Nitrogen Compounds,D017672,DB05398
Onium Compounds,D009861,DB05398
Quaternary Ammonium Compounds,D000644,DB05398
Trimethyl Ammonium Compounds,D050337,DB05398
Benzene Derivatives,D001555,DB05399
Phenols,D010636,DB05399
"Adjuvants, Immunologic",D000276,DB05400
Carbohydrates,D002241,DB05400
Glycosides,D006027,DB05400
Immunologic Factors,D007155,DB05400
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05403
Indoles,D007211,DB05403
Acids,D000143,DB05404
"Acids, Noncarboxylic",D000148,DB05404
Amines,D000588,DB05404
GABA Agents,D018682,DB05404
GABA Agonists,D018755,DB05404
GABA-A Receptor Agonists,D058785,DB05404
Gastrointestinal Agents,D005765,DB05404
Neurotransmitter Agents,D018377,DB05404
Organophosphorus Compounds,D009943,DB05404
Phosphorus Acids,D017976,DB05404
Phosphorus Compounds,D017553,DB05404
"Amino Acids, Peptides, and Proteins",D000602,DB05405
Antibodies,D000906,DB05405
Blood Proteins,D001798,DB05405
Globulins,D005916,DB05405
Immunoglobulins,D007136,DB05405
Immunoproteins,D007162,DB05405
Proteins,D011506,DB05405
Serum Globulins,D012712,DB05405
Carbohydrates,D002241,DB05406
Glycosides,D006027,DB05406
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB05406
Nucleotides,D009711,DB05406
Polynucleotides,D011119,DB05406
Endothelin A Receptor Antagonists,D065130,DB05407
Endothelin Receptor Antagonists,D065128,DB05407
Sulfur Compounds,D013457,DB05407
"Acids, Acyclic",D000144,DB05408
Fatty Acids,D005227,DB05408
"Fatty Acids, Volatile",D005232,DB05408
Lipids,D008055,DB05408
Valerates,D014631,DB05408
Acetanilides,D000083,DB05409
Acids,D000143,DB05409
"Acids, Noncarboxylic",D000148,DB05409
Amides,D000577,DB05409
Amines,D000588,DB05409
Anilides,D000813,DB05409
Aniline Compounds,D000814,DB05409
Anions,D000838,DB05409
Electrolytes,D004573,DB05409
Ions,D007477,DB05409
Nitric Acid,D017942,DB05409
Nitrogen Compounds,D017672,DB05409
11-Hydroxycorticosteroids,D015062,DB05410
17-Hydroxycorticosteroids,D015065,DB05410
Adrenal Cortex Hormones,D000305,DB05410
Fused-Ring Compounds,D000072473,DB05410
Hormones,D006728,DB05410
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB05410
Hydroxycorticosteroids,D006889,DB05410
Pregnanes,D011278,DB05410
Pregnenediones,D011282,DB05410
Pregnenes,D011283,DB05410
Steroids,D013256,DB05410
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05412
"Amino Acids, Peptides, and Proteins",D000602,DB05413
Antigens,D000941,DB05413
"Antigens, Viral",D000956,DB05413
Biological Factors,D001685,DB05413
"env Gene Products, Human Immunodeficiency Virus",D054299,DB05413
"Gene Products, env",D015686,DB05413
HIV Antigens,D015488,DB05413
Human Immunodeficiency Virus Proteins,D054298,DB05413
Membrane Fusion Proteins,D050576,DB05413
Membrane Proteins,D008565,DB05413
Peptides,D010455,DB05413
Polyproteins,D020815,DB05413
Proteins,D011506,DB05413
Retroviridae Proteins,D012191,DB05413
Viral Envelope Proteins,D014759,DB05413
Viral Fusion Proteins,D014760,DB05413
Viral Proteins,D014764,DB05413
Viral Structural Proteins,D015678,DB05413
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05414
Indenes,D007192,DB05415
Phosphodiesterase Inhibitors,D010726,DB05415
Sulfur Compounds,D013457,DB05416
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05417
"Receptors, N-Methyl-D-Aspartate, antagonists & inhibitors",,DB05417
Gallium,D005708,DB05420
Pyrans,D011714,DB05420
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05422
Quinolines,D011804,DB05422
Dioxoles,D004149,DB05423
Fused-Ring Compounds,D000072473,DB05423
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05423
"Receptors, Glucocorticoid, antagonists & inhibitors",,DB05423
"Acids, Acyclic",D000144,DB05424
Anesthetics,D000777,DB05424
Antineoplastic Agents,D000970,DB05424
Cardiotonic Agents,D002316,DB05424
Cardiovascular Agents,D002317,DB05424
Central Nervous System Agents,D002491,DB05424
"Compounds used in a research, industrial, or household setting",D020313,DB05424
Oxazines,D010078,DB05424
Peripheral Nervous System Agents,D018373,DB05424
Protective Agents,D020011,DB05424
Sensory System Agents,D018689,DB05424
Tyrosine Kinase Inhibitors,,DB05424
"Amino Acids, Peptides, and Proteins",D000602,DB05426
Antineoplastic Agents,D000970,DB05426
Beverages,D001628,DB05426
Bodily Secretions,D012634,DB05426
Carbohydrates,D002241,DB05426
Carrier Proteins,D002352,DB05426
Dairy Products,D003611,DB05426
"Diet, Food, and Nutrition",D000066888,DB05426
Dietary Proteins,D004044,DB05426
Endopeptidases,D010450,DB05426
Enzymes,D004798,DB05426
Enzymes and Coenzymes,D045762,DB05426
Fluids and Secretions,D005441,DB05426
Food,D005502,DB05426
Food and Beverages,D019602,DB05426
Globulins,D005916,DB05426
Glycoconjugates,D006001,DB05426
Glycoproteins,D006023,DB05426
Hydrolases,D006867,DB05426
Iron-Binding Proteins,D033862,DB05426
Lactoglobulins,D007782,DB05426
Metalloproteins,D008667,DB05426
Milk components,D008892,DB05426
Milk Proteins,D008894,DB05426
Peptide Hydrolases,D010447,DB05426
Physiological Phenomena,D010829,DB05426
Proteins,D011506,DB05426
Recombinant Proteins,D011994,DB05426
Serine Endopeptidases,D012697,DB05426
Serine Proteases,D057057,DB05426
Transferrins,D061250,DB05426
Whey,D000067796,DB05426
Whey Proteins,D000067816,DB05426
Antineoplastic Agents,D000970,DB05428
Biological Factors,D001685,DB05428
"Compounds used in a research, industrial, or household setting",D020313,DB05428
Contrast Media,D003287,DB05428
Dermatologicals,D003879,DB05428
Diagnostic Uses of Chemicals,D064907,DB05428
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05428
Photosensitizing Agents,D017319,DB05428
"Pigments, Biological",D010860,DB05428
Porphyrins,D011166,DB05428
Radiation-Sensitizing Agents,D011838,DB05428
"Amino Acids, Peptides, and Proteins",D000602,DB05433
Gastrointestinal Hormones,D005768,DB05433
Glucagon-Like Peptides,D004763,DB05433
Hormones,D006728,DB05433
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB05433
Pancreatic Hormones,D010187,DB05433
Peptide Hormones,D036361,DB05433
Peptides,D010455,DB05433
Proglucagon,D052336,DB05433
Protein Precursors,D011498,DB05433
Proteins,D011506,DB05433
Recombinant Fusion Proteins,D011993,DB05433
"Amino Acids, Peptides, and Proteins",D000602,DB05434
Peptides,D010455,DB05434
"Amino Acids, Peptides, and Proteins",D000602,DB05437
Antibodies,D000906,DB05437
Blood Proteins,D001798,DB05437
Globulins,D005916,DB05437
Immunoglobulins,D007136,DB05437
Immunoproteins,D007162,DB05437
Proteins,D011506,DB05437
Serum Globulins,D012712,DB05437
Biological Products,D001688,DB05440
Complex Mixtures,D045424,DB05440
Vaccines,D014612,DB05440
Hormones,D006728,DB05442
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB05442
Biological Products,D001688,DB05445
Complex Mixtures,D045424,DB05445
Alcohols,D000438,DB05446
"Amino Acids, Peptides, and Proteins",D000602,DB05446
Carbohydrates,D002241,DB05446
"Compounds used in a research, industrial, or household setting",D020313,DB05446
Ethylene Glycols,D005026,DB05446
Glycoconjugates,D006001,DB05446
Glycols,D006018,DB05446
Macromolecular Substances,D046911,DB05446
Polymers,D011108,DB05446
Proteins,D011506,DB05446
Acids,D000143,DB05448
"Acids, Noncarboxylic",D000148,DB05448
Anions,D000838,DB05448
Electrolytes,D004573,DB05448
Gases,D005740,DB05448
Hydrogen Sulfide,D006862,DB05448
Ions,D007477,DB05448
Sulfides,D013440,DB05448
Sulfur Compounds,D013457,DB05448
Cholestanes,D002776,DB05450
"Drugs, Chinese Herbal",D004365,DB05450
Fused-Ring Compounds,D000072473,DB05450
Sapogenins,D012502,DB05450
Saponins,D012503,DB05450
Steroids,D013256,DB05450
Alcohols,D000438,DB05456
Carbohydrates,D002241,DB05456
Glycerophosphates,D005994,DB05456
Glycerophospholipids,D020404,DB05456
Lipids,D008055,DB05456
Membrane Lipids,D008563,DB05456
Phosphatidic Acids,D010712,DB05456
Phospholipids,D010743,DB05456
Sugar Alcohols,D013402,DB05456
Sugar Phosphates,D013403,DB05456
Triose Sugar Alcohols,D000073999,DB05456
"Acids, Acyclic",D000144,DB05457
Dicarboxylic Acids,D003998,DB05457
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05457
"Amino Acids, Peptides, and Proteins",D000602,DB05459
Antibodies,D000906,DB05459
Antineoplastic and Immunomodulating Agents,,DB05459
Blood Proteins,D001798,DB05459
Globulins,D005916,DB05459
Immunoglobulins,D007136,DB05459
Immunoproteins,D007162,DB05459
Immunosuppressive Agents,D007166,DB05459
Interleukin Inhibitors,,DB05459
Proteins,D011506,DB05459
Serum Globulins,D012712,DB05459
"Amino Acids, Peptides, and Proteins",D000602,DB05460
Oligopeptides,D009842,DB05460
Peptides,D010455,DB05460
Amines,D000588,DB05461
Arthropod Venoms,D001180,DB05462
Biological Factors,D001685,DB05462
Bodily Secretions,D012634,DB05462
Complex Mixtures,D045424,DB05462
Fluids and Secretions,D005441,DB05462
Neurotoxins,D009498,DB05462
Noxae,D009676,DB05462
Toxic Actions,D004786,DB05462
"Toxins, Biological",D014118,DB05462
Venoms,D014688,DB05462
"Adjuvants, Immunologic",D000276,DB05463
Carbohydrates,D002241,DB05463
Glycosides,D006027,DB05463
Immunologic Factors,D007155,DB05463
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB05463
Nucleotides,D009711,DB05463
Oligonucleotides,D009841,DB05463
Polynucleotides,D011119,DB05463
"Acids, Acyclic",D000144,DB05464
Carbamates,D002219,DB05464
Sulfur Compounds,D013457,DB05464
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05465
Potential QTc-Prolonging Agents,,DB05465
QTc Prolonging Agents,,DB05465
Tyrosine Kinase Inhibitors,,DB05465
Benzene Derivatives,D001555,DB05470
Immunosuppressive Agents,D007166,DB05472
Myelosuppressive Agents,,DB05472
"Amino Acids, Peptides, and Proteins",D000602,DB05475
Oligopeptides,D009842,DB05475
Peptides,D010455,DB05475
Amino Acids,D000596,DB05476
"Amino Acids, Aromatic",D024322,DB05476
"Amino Acids, Cyclic",D000598,DB05476
"Amino Acids, Essential",D000601,DB05476
"Amino Acids, Peptides, and Proteins",D000602,DB05476
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05478
Purines,D011687,DB05478
Alkaloids,D000470,DB05482
Antineoplastic Agents,D000970,DB05482
Cytochrome P-450 CYP3A Inhibitors,D065692,DB05482
Cytochrome P-450 CYP3A Substrates,,DB05482
Cytochrome P-450 CYP3A4 Inhibitors,D065692,DB05482
Cytochrome P-450 CYP3A4 Inhibitors (strength unknown),,DB05482
Cytochrome P-450 CYP3A4 Substrates,,DB05482
Cytochrome P-450 Enzyme Inhibitors,D065607,DB05482
Cytochrome P-450 Substrates,,DB05482
Enzyme Inhibitors,D004791,DB05482
Topoisomerase I Inhibitors,D059004,DB05482
Topoisomerase Inhibitors,D059003,DB05482
Carbohydrates,D002241,DB05487
Glycosides,D006027,DB05487
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05487
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB05487
Nucleotides,D009711,DB05487
"Oligonucleotides, Antisense",D016376,DB05487
Pyrans,D011714,DB05487
Sulfur Compounds,D013457,DB05487
Anti-Bacterial Agents,D000900,DB05488
Cytochrome P-450 CYP1A2 Inhibitors,D065609,DB05488
Cytochrome P-450 CYP1A2 Inhibitors (strong),,DB05488
Cytochrome P-450 Enzyme Inhibitors,D065607,DB05488
Fluoroquinolones,D024841,DB05488
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05488
Moderate Risk QTc-Prolonging Agents,,DB05488
Organometallic Compounds,D009942,DB05488
QTc Prolonging Agents,,DB05488
Quinolines,D011804,DB05488
Quinolones,D015363,DB05488
Amides,D000577,DB05490
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05490
"PPAR gamma, agonists",,DB05490
Sulfones,D013450,DB05490
Sulfur Compounds,D013457,DB05490
Arabinonucleosides,D001087,DB05494
Carbohydrates,D002241,DB05494
Fatty Acids,D005227,DB05494
Glycosides,D006027,DB05494
Lipids,D008055,DB05494
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB05494
Nucleosides,D009705,DB05494
Pyrimidine Nucleosides,D011741,DB05494
Pyrimidines,D011743,DB05494
Ribonucleosides,D012263,DB05494
"Amino Acids, Peptides, and Proteins",D000602,DB05496
Antibodies,D000906,DB05496
"Antibodies, Monoclonal",D000911,DB05496
Blood Proteins,D001798,DB05496
Globulins,D005916,DB05496
Immunoglobulins,D007136,DB05496
Immunoproteins,D007162,DB05496
Proteins,D011506,DB05496
Serum Globulins,D012712,DB05496
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05498
Sulfur Compounds,D013457,DB05498
"Acids, Acyclic",D000144,DB05500
Benzene Derivatives,D001555,DB05500
"IMP Dehydrogenase, antagonists & inhibitors",,DB05500
"Receptors, CXCR4, antagonists & inhibitors",,DB05501
"Acids, Carbocyclic",D000146,DB05507
"Amino Acids, Peptides, and Proteins",D000602,DB05507
Aminobenzoates,D062365,DB05507
Benzene Derivatives,D001555,DB05507
