Organisation Name,Dept,Service Cat Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 16/07/2015,�40.15,DAL0263359,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 23/07/2015,�65.24,DAL0263560,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 02/07/2015,�90.87,DAL0262957,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 30/07/2015,�104.64,DAL0263683,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 09/07/2015,�276.23,DAL0263124,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 09/07/2015,�2.81,DAL0263124,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 23/07/2015,�3.93,DAL0263560,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 02/07/2015,�5.62,DAL0262957,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 16/07/2015,�17.92,DAL0263359,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 16/07/2015,�3.18,DAL0263359,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 09/07/2015,�7.41,DAL0263124,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 23/07/2015,�8.87,DAL0263560,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 30/07/2015,�18.74,DAL0263683,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 02/07/2015,�39.08,DAL0262957,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 16/07/2015,�10.21,DAL0263359,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 02/07/2015,�11.62,DAL0262957,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 30/07/2015,�14.06,DAL0263683,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 23/07/2015,�20.04,DAL0263560,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 09/07/2015,�53.15,DAL0263124,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 02/07/2015,�6.37,DAL0262957,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 23/07/2015,�6.74,DAL0263560,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 16/07/2015,�7.66,DAL0263359,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 09/07/2015,�13.03,DAL0263124,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,WHISTL NORTH LIMITED,A0064458, 30/07/2015,�13.08,DAL0263683,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,WHISTL NORTH LIMITED,A0064458, 23/07/2015,�0.72,DAL0263560,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,P T ALLISON,A0064694, 02/07/2015,�18.00,DAL0262997,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,P T ALLISON,A0064694, 02/07/2015,�10.00,DAL0262997,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Hospitality,P T ALLISON,A0064694, 02/07/2015,�20.40,DAL0262997,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,P T ALLISON,A0064694, 02/07/2015,�6.00,DAL0262997,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,SAWLEY FINE ARTS LTD,A0066186, 23/07/2015,�76.10,REG0263582,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,SAWLEY FINE ARTS LTD,A0066186, 02/07/2015,�84.00,REG0262991,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,SAWLEY FINE ARTS LTD,A0066186, 23/07/2015,�238.11,REG0263582,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,SAWLEY FINE ARTS LTD,A0066186, 02/07/2015,�563.35,REG0263001,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Meeting Expenses,THE RAINHALL CENTRE,A0066193, 09/07/2015,�30.00,DAL0263125,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,PROLUDIC LIMITED,A0066305, 02/07/2015,�20.00,PCO0262931,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,PROLUDIC LIMITED,A0066305, 02/07/2015,�27.54,PCO0262931,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,PROLUDIC LIMITED,A0066305, 02/07/2015,�27.54,PCO0262931,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,PROLUDIC LIMITED,A0066305, 02/07/2015,�27.54,PCO0262931,No,N/A,N,n/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 02/07/2015,"�2,030.62",PER0263049,No,N/A,N,n/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 02/07/2015,"�2,111.82",PER0263049,No,N/A,N,n/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 02/07/2015,-�208.02,PER4004646,No,N/A,N,n/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 02/07/2015,-�138.20,PER4004646,No,N/A,N,n/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 02/07/2015,�66.50,PER0262474,No,N/A,N,n/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 02/07/2015,�70.38,PER0262474,No,N/A,N,n/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 02/07/2015,�190.00,PER0262475,No,N/A,N,n/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 02/07/2015,"�1,898.58",PER0263049,No,N/A,N,n/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530, 02/07/2015,"�2,112.42",PER0263049,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/07/2015,�163.12,EST0263379,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/07/2015,"�1,464.04",EST0263379,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 23/07/2015,-�95.00,EST4004676,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 23/07/2015,"�6,110.83",EST0263555,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/07/2015,�202.67,EST0263379,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/07/2015,�127.44,EST0263379,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,SPEAKMAN CONTRACTORS LTD,A0066581, 16/07/2015,�275.81,EST0263379,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : Vandalism Repairs,SPEAKMAN CONTRACTORS LTD,A0066581, 23/07/2015,"�1,500.00",EST0263555,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Supplies and Services,Other Expenses,SPEAKMAN CONTRACTORS LTD,A0066581, 16/07/2015,�20.39,EST0263379,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,SPEAKMAN CONTRACTORS LTD,A0066581, 16/07/2015,�198.87,EST0263379,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,SPEAKMAN CONTRACTORS LTD,A0066581, 16/07/2015,"�1,485.50",EST0263379,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,SPEAKMAN CONTRACTORS LTD,A0066581, 16/07/2015,"�2,850.55",EST0263379,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,SPEAKMAN CONTRACTORS LTD,A0066581, 23/07/2015,"�3,700.00",EST0263555,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 16/07/2015,�87.00,EST0263377,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 16/07/2015,�185.00,EST0263377,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�29.50,HED0263219,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�210.00,HED0263219,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�190.00,HED0263215,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�195.00,HED0263220,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�298.00,HED0263220,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�12.50,HED0263217,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�24.00,HED0263225,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�126.00,HED0263225,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�180.00,HED0263217,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�22.00,HED0263229,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�145.00,HED0263229,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 16/07/2015,�130.00,HED0263372,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 16/07/2015,�219.00,HED0263372,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 16/07/2015,�390.00,HED0263374,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 16/07/2015,�130.00,HED0263371,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 16/07/2015,�235.00,HED0263372,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 16/07/2015,�532.00,HED0263374,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 16/07/2015,�75.00,HED0263374,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 16/07/2015,�80.00,HED0263372,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 16/07/2015,�155.00,HED0263371,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�24.00,HED0263228,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�135.00,HED0263228,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 16/07/2015,�170.00,HED0263374,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�24.00,HED0263226,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�45.00,HED0263221,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�135.00,HED0263226,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�65.00,HED0263222,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 09/07/2015,�65.00,HED0263223,No,N/A,N,n/A,
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,PEOPLE ASSET MANAGEMENT LIMITED,A0067613, 16/07/2015,�55.00,PER0263431,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 16/07/2015,�140.40,OPS0263210,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 16/07/2015,�140.40,OPS0263210,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 16/07/2015,�140.40,OPS0263210,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 16/07/2015,�140.40,OPS0263210,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263, 16/07/2015,�140.40,OPS0263210,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,CHIPSIDE LTD,A0068587, 09/07/2015,�17.91,HED0263092,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,CHIPSIDE LTD,A0068587, 09/07/2015,�329.46,HED0263093,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,SWALEC,A0068663, 09/07/2015,�146.73,EST0263169,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,M C & M A STEWART HAULAGE,A0068863, 23/07/2015,�461.29,PCO0263458,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Gds Maint ,M C & M A STEWART HAULAGE,A0068863, 23/07/2015,�439.63,PCO0263479,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Gds Maint ,M C & M A STEWART HAULAGE,A0068863, 23/07/2015,�857.54,PCO0263465,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Gds Maint ,M C & M A STEWART HAULAGE,A0068863, 23/07/2015,�419.61,PCO0263528,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Gds Maint ,M C & M A STEWART HAULAGE,A0068863, 23/07/2015,�438.35,PCO0263481,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM : Other Equipment,ACOUSTICS NOISE & VIBRATION LTD,A0069005, 23/07/2015,"�1,000.00",ENV0263545,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Seminars etc All Costs,ACOUSTICS NOISE & VIBRATION LTD,A0069005, 23/07/2015,"�1,295.00",ENV0263545,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,ACOUSTICS NOISE & VIBRATION LTD,A0069005, 23/07/2015,"�1,000.00",ENV0263545,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,ID MANAGEMENT SYSTEMS,A0069768, 30/07/2015,�12.00,HED0263668,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,ID MANAGEMENT SYSTEMS,A0069768, 30/07/2015,�255.20,HED0263668,No,N/A,N,n/A,
