Organisation Name,Effective Date,Service,Supplier Name,Date Paid,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988740
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,11/03/2016,"£1,029.56",RESIDENTIAL LONG TERM,V000988742
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,11/03/2016,£929.80,RESIDENTIAL LONG TERM,V000988743
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,11/03/2016,"£1,052.44",RESIDENTIAL LONG TERM,V000988744
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988745
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,11/03/2016,£932.80,RESIDENTIAL LONG TERM,V000988746
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,11/03/2016,"£1,464.00",PERSONAL BUDGETS - MANAGED,V000988747
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,11/03/2016,"£1,031.08",RESIDENTIAL LONG TERM,V000988748
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,11/03/2016,"£1,264.20",RESIDENTIAL LONG TERM,V000988754
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,EAGLE CARE HOMES LTD,11/03/2016,£993.92,RESIDENTIAL LONG TERM,V000988755
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,"£1,288.20",RESIDENTIAL LONG TERM,V000988756
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,11/03/2016,"£1,030.12",RESIDENTIAL LONG TERM,V000988757
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988758
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988759
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988760
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988761
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,11/03/2016,£997.40,RESIDENTIAL LONG TERM,V000988762
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,11/03/2016,-£515.88,RESIDENTIAL LONG TERM,V000988763
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,"£1,002.08",RESIDENTIAL LONG TERM,V000988764
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,11/03/2016,"£1,062.40",RESIDENTIAL LONG TERM,V000988765
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,THE REGARD PARTNERSHIP LIMITED,11/03/2016,"£5,984.64",RESIDENTIAL LONG TERM,V000988766
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HENSHAWS SOCIETY FOR BLIND PEOPLE,11/03/2016,"£2,409.00",RESIDENTIAL LONG TERM,V000988767
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,269.48",RESIDENTIAL LONG TERM,V000988768
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,238.56",RESIDENTIAL LONG TERM,V000988769
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,11/03/2016,"£1,870.00",PERSONAL BUDGETS - MANAGED,V000988771
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,11/03/2016,"£1,024.76",RESIDENTIAL LONG TERM,V000988773
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,CHADDERTON TOTAL CARE UNIT LTD,11/03/2016,"£1,400.72",NURSING LONG TERM,V000988774
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,11/03/2016,"£1,138.28",RESIDENTIAL LONG TERM,V000988775
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FUTURE DIRECTIONS CIC,11/03/2016,£720.00,PERSONAL BUDGETS - MANAGED,V000988776
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,11/03/2016,"£1,068.88",RESIDENTIAL LONG TERM,V000988777
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,IMAP CENTRE LTD,11/03/2016,"£12,836.00",RESIDENTIAL LONG TERM,V000988778
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,11/03/2016,"£1,027.40",RESIDENTIAL LONG TERM,V000988779
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,11/03/2016,"£1,131.76",RESIDENTIAL LONG TERM,V000988781
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,11/03/2016,"£1,217.24",RESIDENTIAL LONG TERM,V000988782
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,11/03/2016,£965.24,RESIDENTIAL LONG TERM,V000988783
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,11/03/2016,"£1,167.72",NURSING LONG TERM,V000988784
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"-£1,203.72",NURSING LONG TERM,V000988785
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988789
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,18/03/2016,-£505.20,RESIDENTIAL LONG TERM,V000988792
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,"£1,124.32",RESIDENTIAL LONG TERM,V000988793
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,11/03/2016,£884.20,RESIDENTIAL LONG TERM,V000988795
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,LINKABILITY,11/03/2016,"£1,471.59",PERSONAL BUDGETS - MANAGED,V000988799
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,11/03/2016,£536.76,SELF - FUNDING DEFERRED PAYMENTS,V000988800
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988801
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,11/03/2016,"£1,127.00",RESIDENTIAL LONG TERM,V000988802
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988803
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,099.76",NURSING LONG TERM,V000988804
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,11/03/2016,£763.24,RESIDENTIAL LONG TERM,V000988805
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,11/03/2016,"£1,982.40",NURSING LONG TERM,V000988806
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,-£505.54,RESIDENTIAL LONG TERM,V000988807
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAST & WEST HEALTHCARE LIMITED,11/03/2016,"£1,264.20",RESIDENTIAL LONG TERM,V000988809
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAST & WEST HEALTHCARE LIMITED,11/03/2016,"£1,264.20",RESIDENTIAL LONG TERM,V000988810
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,163.00",RESIDENTIAL LONG TERM,V000988811
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EHC MOSTON GRANGE LTD,11/03/2016,"£1,850.00",NURSING LONG TERM,V000988812
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,11/03/2016,"£1,127.76",RESIDENTIAL LONG TERM,V000988813
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,077.28",RESIDENTIAL LONG TERM,V000988814
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,11/03/2016,£813.12,RESIDENTIAL LONG TERM,V000988815
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,062.56",RESIDENTIAL LONG TERM,V000988816
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,11/03/2016,£510.00,PERSONAL BUDGETS - MANAGED,V000988817
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,CEDAR COURT NURSING HOME,11/03/2016,"£1,997.92",NURSING LONG TERM,V000988820
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,081.72",RESIDENTIAL LONG TERM,V000988821
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,CHADDERTON TOTAL CARE UNIT LTD,11/03/2016,"£1,234.12",RESIDENTIAL LONG TERM,V000988822
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,11/03/2016,"£1,107.92",RESIDENTIAL LONG TERM,V000988823
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,071.08",NURSING LONG TERM,V000988824
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,602.60",NURSING LONG TERM,V000988825
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,11/03/2016,"£1,097.60",RESIDENTIAL LONG TERM,V000988827
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,11/03/2016,£956.96,RESIDENTIAL LONG TERM,V000988828
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,11/03/2016,-£551.96,RESIDENTIAL LONG TERM,V000988829
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,111.76",RESIDENTIAL LONG TERM,V000988830
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,353.04",SELF - FUNDING DEFERRED PAYMENTS,V000988831
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,11/03/2016,"£4,800.00",NURSING LONG TERM,V000988832
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988833
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,11/03/2016,"£1,313.80",NURSING LONG TERM,V000988835
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAST & WEST HEALTHCARE LIMITED,11/03/2016,"£1,265.72",RESIDENTIAL LONG TERM,V000988836
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,11/03/2016,£954.00,RESIDENTIAL LONG TERM,V000988837
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,11/03/2016,£918.20,SELF - FUNDING DEFERRED PAYMENTS,V000988838
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,11/03/2016,"£1,204.28",NURSING LONG TERM,V000988839
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,264.20",RESIDENTIAL LONG TERM,V000988840
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,11/03/2016,"£1,041.48",RESIDENTIAL LONG TERM,V000988841
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,THE ROYAL MASONIC BENEVOLENT INSTITUTION,11/03/2016,"£1,131.76",RESIDENTIAL LONG TERM,V000988842
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,234.04",RESIDENTIAL LONG TERM,V000988844
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,11/03/2016,-£894.54,RESIDENTIAL LONG TERM,V000988845
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,11/03/2016,"£1,064.92",RESIDENTIAL LONG TERM,V000988847
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,11/03/2016,"£1,604.96",NURSING LONG TERM,V000988848
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988850
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,"£1,027.60",RESIDENTIAL LONG TERM,V000988851
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,11/03/2016,"£1,021.16",RESIDENTIAL LONG TERM,V000988853
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,HEATHCOTES GROUP,11/03/2016,"£10,799.28",RESIDENTIAL LONG TERM,V000988855
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988857
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,£656.76,NURSING LONG TERM,V000988858
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,£560.00,PERSONAL BUDGETS - MANAGED,V000988860
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,£814.36,NURSING LONG TERM,V000988862
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,11/03/2016,"£1,061.36",RESIDENTIAL LONG TERM,V000988863
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,11/03/2016,"£1,047.64",RESIDENTIAL LONG TERM,V000988865
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS,11/03/2016,"£1,604.96",PERSONAL BUDGETS - MANAGED,V000988866
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,11/03/2016,"£1,283.16",RESIDENTIAL LONG TERM,V000988868
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,11/03/2016,"£1,264.20",RESIDENTIAL LONG TERM,V000988869
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,11/03/2016,£805.20,PERSONAL BUDGETS - MANAGED,V000988870
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,11/03/2016,"£1,097.12",RESIDENTIAL LONG TERM,V000988872
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EMBRACE ALL LTD,11/03/2016,"£1,151.52",RESIDENTIAL LONG TERM,V000988873
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,11/03/2016,"£1,435.20",PERSONAL BUDGETS - MANAGED,V000988874
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,11/03/2016,"£1,063.76",RESIDENTIAL LONG TERM,V000988876
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,11/03/2016,"£1,081.92",RESIDENTIAL LONG TERM,V000988877
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,11/03/2016,"£1,604.96",RESIDENTIAL LONG TERM,V000988878
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,-£849.64,RESIDENTIAL LONG TERM,V000988882
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,-£951.60,RESIDENTIAL LONG TERM,V000988883
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,11/03/2016,"£1,604.96",NURSING LONG TERM,V000988884
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,11/03/2016,"£2,273.76",RESIDENTIAL LONG TERM,V000988887
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,11/03/2016,£720.36,RESIDENTIAL LONG TERM,V000988888
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,EHC MOSTON GRANGE LTD,11/03/2016,"£2,160.00",RESIDENTIAL LONG TERM,V000988893
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,11/03/2016,"£1,077.80",RESIDENTIAL LONG TERM,V000988894
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ALMOND VILLAS LIMITED,11/03/2016,"£1,982.40",NURSING LONG TERM,V000988895
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,11/03/2016,"£1,060.12",NURSING LONG TERM,V000988896
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,060.96",RESIDENTIAL LONG TERM,V000988898
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,11/03/2016,"£1,125.00",PERSONAL BUDGETS - MANAGED,V000988899
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,11/03/2016,"£1,290.20",NURSING LONG TERM,V000988900
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,11/03/2016,"£1,012.96",RESIDENTIAL LONG TERM,V000988901
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,069.00",NURSING LONG TERM,V000988902
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,11/03/2016,-£549.88,RESIDENTIAL LONG TERM,V000988904
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,DELPHSIDE LTD,11/03/2016,"£2,300.84",NURSING LONG TERM,V000988905
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,11/03/2016,£563.40,RESIDENTIAL LONG TERM,V000988906
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,11/03/2016,-£525.96,NURSING LONG TERM,V000988908
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,11/03/2016,"£3,937.64",NURSING LONG TERM,V000988909
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,11/03/2016,"£1,018.36",RESIDENTIAL LONG TERM,V000988910
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988911
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,11/03/2016,£900.00,PERSONAL BUDGETS - MANAGED,V000988913
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,"£1,183.56",RESIDENTIAL LONG TERM,V000988917
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988918
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,11/03/2016,£871.84,NURSING LONG TERM,V000988920
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,072.76",NURSING LONG TERM,V000988921
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,11/03/2016,£982.84,RESIDENTIAL LONG TERM,V000988922
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,11/03/2016,"£1,255.80",SELF - FUNDING DEFERRED PAYMENTS,V000988924
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,11/03/2016,"£1,099.76",NURSING LONG TERM,V000988925
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,11/03/2016,"£1,915.40",RESIDENTIAL LONG TERM,V000988926
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,"£1,087.52",RESIDENTIAL LONG TERM,V000988927
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988928
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,STEPPING STONES SERVICES LTD,11/03/2016,"£3,423.00",HOME CARE SPOT PURCHASES,V000988929
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,11/03/2016,£981.68,RESIDENTIAL LONG TERM,V000988930
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988931
