PROPREF,PROPERTY_DESCRIPTION,PROPERTY_ADDRESS,RATEPAYER,RV,LIABILITY_START,RELIEF_AS_AT_TODAY
65344865,Store And Premises,"Unit H M 25 Holmfield Mills, Holdsworth Road, Holmfield, Halifax              HX3 6SN",Lepol Fire And Security Ltd,3500,01/02/2009,SBR
65344866,Office,"Office H M 2.2, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,2500,01/10/2015,EX
65344868,Warehouse And Premises,"Unit SM2 White Rose Mill, Holdsworth Road, Halifax, HX3 6SN",The Cosy Cashmere Company Ltd,4500,01/04/2015,SBR
65344872,Offices and Premises,"H M 2.0 Holmfield Mill, Holdsworth Road, Halifax, HX3 6SN",Kino & Co,4150,01/05/2011,SBR
65344873,Office,"Office H M 2.1, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Ccrm Ltd,2550,15/10/2015,SBR
65344874,Office,"Office H M 2.3, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Engineering Services Partnership Ltd,2175,13/10/2014,SBR
65344875,Office,"Office H M 2.4, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Torus Engineering Ltd,2175,13/08/2014,SBR
65344877,Offices,"Office H M 2.5 & 2.6, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Cqrity Ltd,3650,09/03/2015,SBR
65344878,Office,"Office H M 2.7, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,810,01/07/2013,SBR
65344880,Office,"Office H M 2.9, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,830,13/02/2015,EX
65344881,Office,"Office H M 2.10, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,1200,13/10/2014,EX
65344882,Office,"Office H M 2.11, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Homestart Calderdale,5200,01/12/2012,DCR MCR
65344883,Office,"Office H M 2.12, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Driver Hire Group Services Ltd,3500,20/04/2015,SBR
65344884,Office,"Office H M 2.13, Holdsworth Mills, Holdsworth Road, Halifax              HX3 6SN",Transactor Global Solutions Ltd,3650,01/05/2015,SBR
65344890,Cafe and Premises,"Unit H M 20A Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",,3500,16/07/2008,SBR
65344891,Office,"Unit S M 5.2, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",I Decisions [Uk] Ltd,4950,01/02/2013,SBR
65344892,Office,"Unit S M 5.3, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,2500,01/03/2013,SBR
65344893,Office,"Unit S M 5.1, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Ark Home Healthcare Ltd,3150,20/12/2014,SBR
65344897,Warehouse And Premises,"Top Floor Glass Roof, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Holmfield Indoor Sports Centre,1925,01/03/2012,DOR SBR
65344900,Dance Studio And Premises,"Top Floor South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",The Dance Mill Ltd,4550,01/09/2009,SBR
65344914,Office,"Office H M 2.8, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,810,01/02/2012,SBR
65344918,Store And Premises,"Unit 1A South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,1700,01/06/2010,SBR
65344919,Store And Premises,"Unit 1B South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,2000,01/03/2015,SBR
65344922,Warehouse And Premises,"Unit 7 Ground Floor, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Newmac Displays Ltd,11500,01/03/2009,SBR
65344925,Office,"Unit 3A South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,455,01/04/2014,SBR
65344927,Gym And Premises,"Unit 3C South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,1325,01/04/2009,SBR
65344930,Office,"Office H M 1.01, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,1225,01/06/2016,SBR
65344933,Warehouse And Premises,"Unit 5A White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",Re-Con Commercials Limited,6300,01/04/2013,SBR
65344934,Land Used For Storage And Premises,"The Sidings, Holdsworth Road, Holmfield, Halifax              HX3 6SN",,16500,18/12/2009,SBR
65344935,Land Used For Storage And Premises,"The Sidings, Holdsworth Road, Holmfield, Halifax              HX3 6SN",,5000,01/09/2012,SBR
65344939,Gymnasium And Premises,"Unit 3G / H South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,2950,01/09/2010,SBR
65344940,Warehouse And Premises,"Unit 7A, Holdsworth Road, Holmfield, Halifax              HX3 6SN",S & P Shot Blasting & Powder Coating Ltd.,9800,01/04/2010,SBR
65344943,Store And Premises,"Unit HM27 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",Carbon System Preforms Ltd,1875,01/11/2012,SBR
65344945,Warehouse And Premises,"Rooms 5.1 & 5.2, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,1075,01/04/2011,SBR
65344946,Store And Premises,"Room 5.3, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Rota Design Ltd,560,01/07/2016,SBR
65344950,Workshop And Premises,"Heritage Cashmere Uk Ltd, White Rose Mill, Holdsworth Road, Holmfield",Heritage Cashmere [Uk] Ltd,10000,14/01/2011,SBR
65344951,Warehouse And Premises,"Unit 1 I South Mill, White Rose Mill, Holdsworth Road, Halifax              HX6 6SW",Slj Party Bags & Pocket Money Toys Ltd,3150,01/04/2015,SBR
65344952,Warehouse And Premises,"Unit 1GHJ South Mill, White Rose Mill, Holdsworth Road, Halifax              HX6 6SW",,6700,01/06/2011,SBR
65344955,Workshop And Premises,"Holmfield House, Holdsworth Road, Holmfield, Halifax              HX3 6SN",Colour Ribbons Ltd,53500,01/04/2010,
65344958,Office,"Suite H M 2.17, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,780,12/05/2015,EX
65344959,Office,"Suite H M 2.18, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",True North Books Ltd,790,01/08/2013,SBR
65344960,Office,"Suite H M 2.19, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",Trans Global Freight Management Ltd,1625,24/09/2012,SBR
65344961,Office,"Suite H M 2.20, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",Calder Scaffolding Ltd,1600,01/04/2012,SBR
65344962,Office,"Suite H M 2.21, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",,2125,22/01/2013,SBR
65344963,Office,"Suite H M 2.22, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",True North Books Ltd,1475,01/08/2013,SBR
65344964,Office,"Suite H M 2.23, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",,940,01/04/2014,SBR
65344966,Warehouse And Premises,"3 Old Elegant Stone Works, Holmfield Ind Estate, Holdsworth Road, Holmfield            HX2 9TN",Conveyor Technology Ltd,25250,01/03/2013,
65344967,Warehouse And Premises,"Holmfield Indoor Sports Ctr, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Holmfield Indoor Sports Centre,18750,01/07/2012,DOR
65344968,Warehouse And Premises,"Unit 1, Old Elegant Stone Works, Holdsworth Road, Holmfield            HX2 9TN",Holmfield Cast Stone Ltd,11750,01/09/2015,SBR
65344969,Warehouse And Premises,"Unit 2, Old Elegant Stone Works, Holdsworth Road, Holmfield            HX2 9TN",Northern Art Stone Ltd,4100,07/01/2013,SBR
65344971,Workshop And Premises,"Unit 3.13 Inc 5B, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,5200,31/03/2013,SBR
65344973,Land Used For Storage and Premises,"The Sidings, Holdsworth Road, Holmfield, Halifax              HX3 6SN",,9400,01/07/2013,SBR
65344974,Land Used For Storage and Premises,"The Sidings, Holdsworth Road, Holmfield, Halifax              HX3 6SN",Ark Pallets & Fencing Ltd,8400,01/07/2013,SBR
65344977,Store and Premises,"Unit Hm 29, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,1875,01/04/2013,SBR
65344978,Store And Premises,"Unit Hm 28, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,1875,01/02/2013,SBR
65344980,Store &  Premises,"Unit Hm 22, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",True North Books Ltd,2475,01/08/2013,SBR
65344981,Store & Premises,"Unit 1.09/1.10, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,1225,01/08/2013,EX
65344982,Warehouse And Premises,"Unit 1.02/1.03, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,1600,01/01/2014,EX
65344983,Store And Premises,"Unit 1.01, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,970,01/05/2015,SBR
65344984,Store And Premises,"Unit 1.04/1.05, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,890,10/08/2014,SBR
65344985,Store And Premises,"Unit 1.06, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,690,01/04/2014,SBR
65344986,Store And Premises,"Unit 1.07, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,630,01/08/2013,SBR
65344987,Store And Premises,"Unit 1.08, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,430,19/06/2015,SBR
65344988,Offices And Premises,"Office Hm 3.10, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Kino & Co,2275,15/10/2015,EX
65344992,Store And Premises,"Unit Hm 21, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",Kino & Co,2050,01/09/2015,EX
65344993,Store And Premises,"UNIT1C/D Lwr Gf South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",M N D Floors Ltd,2850,01/04/2014,SBR
65344995,Offices And Premises,"Unit 20 Holmfield Mills, Holdsworth Road, Holmfield, Halifax              HX3 6SN",,4800,01/01/2015,SBR
65344996,Offices And Premises,"Office 3.2 To 3.5, White Rose Mill, Holdsworth Road, Halifax              HX3 6SW",Field Penny Ltd,4550,01/06/2013,SBR
65344997,Offices And Premises,"Office Hm 3.6 To 3.9, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",John Maguire (Sports) Ltd,6500,01/01/2014,SBR
65344998,Store &  Premises,"Unit Hm 1.03, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",Yorkshire Children's Trust,1025,12/05/2015,DCR MCR
65344999,Store &  Premises,"Unit Hm 1.02, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",The Profile Bureau Limited,520,01/01/2015,SBR
65348701,Factory and Premises,"Holmfield Industrial Estate, Holmfield, Halifax, HX2 9TN",,138000,01/04/1990,
65348704,Factory And Premises,"Holmfield Industrial Estate, Holmfield, Halifax, HX2 9TN",Gower Furniture Ltd,407500,01/04/1990,
65348708,Workshop And Premises,"Holmfield Garage, Holmfield Industrial Estate, Holmfield, Halifax             HX2 9TN",,6000,01/04/1990,SBR
65348712,Workshop And Premises,"Holmfield Industrial Estate, Holdsworth Road, Halifax, HX2 9TN",Metal Co Ltd,18000,01/12/2000,
65348713,Playing Fields,"Holdsworth Road, Halifax, HX2 9TH",Calderdale Mbc Children & Young People's Services,3000,01/04/2001,SBR
65348714,Vehicle Repair Workshop And Premises,"Unit 3 Holmfield Garage, Holmfield Industrial Estate, Halifax, HX2 9TN",,2600,01/02/2008,SBR
65348715,Store And Premises,"Unit 5 Holmfield Garage, Holmfield Industrial Estate, Halifax, HX2 9TN",W G Whitaker,5100,01/02/2008,SBR
65348716,Vehicle Repair Workshop And Premises,"Unit 4 Holmfield Garage, Holmfield, Halifax, HX2 9TN",,11500,01/02/2008,SBR
65356049,Factory and Premises,"49 Hope Street, Halifax, HX1 5BT",Holt Bros Hx Ltd,42250,01/04/1990,
65356700,Warehouse And Premises,"Hope Street, Halifax, HX1 5DW",Ernest Gill & Sons Ltd,75500,08/11/1993,
65356701,Vehicle Repair Workshop And Premises,"Hope Street, Halifax, HX1 5DW",A - Z Motor Factors Ltd,41000,17/12/2013,
65356703,Showroom And Premises,"Hanson Lane Garage, 1 Hope Street, Halifax, HX1 5DW",Screwfix Direct Ltd,26250,13/02/2008,
65356704,Workshop And Premises,"Part Hope Mills, Hope Street, Halifax, HX1 5DW",,5900,01/02/2012,SBR
65356706,Warehouse And Premises,"First Floor Hope Mills, Hope Street, Halifax, HX1 5DW",Islam Halifax Cic,4950,03/06/2014,SBR
65356707,Meeting Room And Premises,"Ground Floor Hope Mills, Hope Street, Halifax, HX1 5DW",Womens Activity Centre (W A C),5300,01/02/2013,SBR
65360700,Workshop And Premises,"Forest Joinery Works, Hopkinson Street, Ovenden, Halifax             HX3 6RB",,1900,01/04/1990,SBR
65364010,Shop and Premises,"10 Hopwood Lane, Halifax, HX1 5HW",Alfred Bottomley Ltd,4600,01/04/1990,SBR
65364044,Club and Premises,"44 Hopwood Lane, Halifax, HX1 5ER",,6200,01/04/1990,SBR
65364045,Shop and Premises,"45 Hopwood Lane, Halifax, HX1 5ER",,1875,30/07/2008,EX
65364066,Shop and Premises,"66 Hopwood Lane, Halifax, HX1 4DG",,2650,08/11/2015,SBR
65364068,Shop and Premises,"2 Willow Street, Halifax, HX1 4DH",,2850,01/04/2011,SBR
65364070,Shop and Premises,"70 Hopwood Lane, Halifax, HX1 4DG",,2475,26/10/2015,SBR
65364073,Shop and Premises,"73 Hopwood Lane, Halifax, HX1 4DG",,2800,10/06/2015,SBR
65364075,Shop and Premises,"75 Hopwood Lane, Halifax, HX1 4DG",,3250,12/12/2009,SBR
65364101,Shop and Premises,"101 Hopwood Lane, Halifax, HX1 4HB",,3000,06/04/2012,SBR
65364119,Garage And Premises,"119 Hopwood Lane, Halifax, HX1 4HB",,3200,04/02/2016,SBR
65364121,Warehouse And Premises,"121 Hopwood Lane, Halifax, HX1 4HB",,3250,01/04/2014,SBR
65364298,Office and Premises,"298 Hopwood Lane, Halifax, HX1 4HD",,1750,01/04/2009,SBR
65364300,Shop and Premises,"300 Hopwood Lane, Halifax, HX1 4HD",,2450,18/07/2007,SBR
65364701,Workshop And Premises,"Crown Works, Hopwood Lane, Halifax, HX1 5HW",Homes & Communities Agency,2550,01/04/2012,EX
65364702,Workshop And Premises,"Crown Works, Hopwood Lane, Halifax, HX1 5HW",Homes & Communities Agency,1125,01/04/2012,EX
65364703,Workshop And Premises,"Crown Works, Hopwood Lane, Halifax, HX1 5HW",Homes & Communities Agency,2225,01/04/2012,EX
65364705,Factory and Premises,"Kingston Mills, Hopwood Lane, Halifax, HX1 4EY",United Biscuits Ltd,118000,01/04/1993,
65364715,Offices and Premises,"Victoria House, 86 Hopwood Lane, Halifax, HX1 4EJ",,6900,29/04/1994,DOR SBR
65364717,Warehouse And Premises,"44a Hopwood Lane, Halifax, HX1 5ER",,6800,01/04/1994,SBR
65364719,Vehicle Repair Workshop And Premises,"113 & Adj 115, Hopwood Lane, Halifax, HX1 4HB",,4850,02/03/2003,SBR
65364739,Offices and Premises,"School House, 56 Hopwood Lane, Halifax, HX1 5ER",Field House Projects Ltd,42500,24/03/2016,
65364747,Vehicle Repair Workshop And Premises,"Culver Works, Hopwood Lane, Halifax, HX1 5ER",,7300,01/02/2006,SBR
65364750,Workshop And Premises,"Unit A, Cravenedge Enterprise Centre, Hopwood Lane, Halifax              HX1 5EH",,24250,06/08/2012,
65364753,Offices And Premises,"4 Hopwood Lane, Halifax, HX1 5HW",The Royal British Legion,7600,01/04/2010,DCR MCR
65364754,Vehicle Repair Workshop And Premises,"Rear Part Unit H, Craven Edge Enterprise Cntr, Hopwood Lane, Halifax              HX1 5JH",,7700,01/08/2014,SBR
65372705,Offices and Premises,"Unit A, Horley Green Road, Halifax, HX3 6AS",The Mayfield Trust,7200,01/12/2008,DCR MCR
65372706,Offices And Premises,"Horley Green House, Horley Green Road, Halifax, HX3 6AS",P.P.I Accounting Ltd,12500,01/04/2010,SBR
65372707,Warehouse And Premises,"Horley Green House, Horley Green Road, Halifax, HX3 6AS",Biosonics Ltd,4400,01/04/2010,SBR
65372708,Land Used For Storage and Premises,"Unit B, Horley Green Road, Halifax, HX3 6AS",G A O'Dowd Ltd,5100,01/06/2011,SBR
65372709,Land Used For Storage and Premises,"Unit C, Horley Green Road, Halifax, HX3 6AS",,4300,08/11/2014,SBR
65376700,Builders Merchants And Premises,"Horne Street, Halifax, HX1 5NN",Howdens Joinery Ltd,31500,01/04/2001,
65376702,Store And Premises,"Unit 9, Margram Business Centre, Horne Street, Halifax             HX1 5UA",Halifax Engineering Supplies Ltd,5400,01/04/1992,SBR
65376703,Store And Premises,"Unit 7, Margram Business Centre, Horne Street, Halifax             HX1 5UA",Sally Salon Services Ltd,5500,21/03/1999,SBR
65376704,Warehouse And Premises,"Units 1-2, Margram Business Centre, Horne Street, Halifax             HX1 5UA",Halifax Flooring Ltd,10000,09/05/2005,SBR
65376705,Store And Premises,"Unit 8, Margram Business Centre, Horne Street, Halifax             HX1 5UA",Roundabout Properties Ltd,5200,03/04/2015,ER
65376706,Warehouse And Premises,"Unit 5/6, Margram Business Centre, Horne Street, Halifax             HX1 5UA",Thornham Paints [Yorks] Ltd,9700,03/05/1993,SBR
65376707,Warehouse And Premises,"Units 3-4, Magram Business Centre, Horne Street, Halifax             HX1 5UA",P P L Supplies Ltd,10000,09/09/2003,SBR
65376708,Warehouse And Premises,"Unit B, Horne Street, Halifax, HX1 5NN",J P McDougall & Co Ltd,15500,02/06/2003,SBR
65376709,Surgery And Premises,"Horne Street Surgery, Horne Street, Halifax, HX1 5UA",Nhs Property Services Ltd,68500,01/04/2013,
65376710,Shop and Premises,"Horne Street Pharmacy, Horne Street, Halifax, HX1 5UA",Richard Deadman Ltd,7800,20/11/2006,SBR
65376712,Warehouse And Premises,"Unit 1, Horne Street Business Park, Horne Street, Halifax              HX1 5UA",,22250,01/03/2015,
65376713,Warehouse And Premises,"Unit 2, Horne Street Business Park, Horne Street, Halifax              HX1 5UA",,14000,01/03/2015,SBR
65380700,Public House and Premises,"Big Six Inn, 10 Horsfall Street, Halifax, HX1 3HG",Big Six Ltd,9100,29/06/2012,SBR
65388007,Offices and Premises,"7 Horton Street, Halifax, HX1 1PX",Calderdale Mbc Children & Young People's Services,27500,01/04/1990,
65388008,Shop and Premises,"8 Horton Street, Halifax, HX1 1PU",,4350,01/04/1990,SBR
65388011,Shop and Premises,"11 Horton Street, Halifax, HX1 1QE",,3600,01/04/1990,SBR
65388012,Offices and Premises,"12 Horton Street, Halifax, HX1 1PU",,20000,01/04/1990,
65388014,Store And Premises,"Part Ground Floor, 14 Horton Street, Halifax, HX1 1PU",Due West Ltd,730,01/07/2009,EX
65388019,Offices and Premises,"19 Horton Street, Halifax, HX1 1QE",Calderdale Mbc Land & Property Services,85500,27/03/2013,
65388024,Shop and Premises,"24 Horton Street, Halifax, HX1 1PU",,4200,09/04/2015,SBR
65388025,Shop and Premises,"25 Horton Street, Halifax, HX1 1QE",Due West Ltd,15250,03/06/2015,EX
65388039,Shop and Premises,"39 Horton Street, Halifax, HX1 1QE",,6000,01/08/2014,SBR
65388058,Shop And Premises,"58 Horton Street, Halifax, HX1 1QE",B & M Retail Ltd,55000,24/07/2008,
65388060,Showroom And Premises,"60 Horton Street, Halifax, HX1 1QE",The Royal London Mutual Insurance Society,46500,14/04/2012,ER
65388062,Showroom And Premises,"62 Horton Street, Halifax, HX1 1QE",The Administrators Of Unibrook Ltd,41500,01/09/2011,EX
65388064,Showroom And Premises,"64 Horton Street, Halifax, HX1 1QE",Argos Distributors Ltd,41500,01/04/1990,
65388701,Public House and Premises,"Shakespeare Hotel, 3 Horton Street, Halifax, HX1 1PU",Ivyville Ltd,18250,08/02/2013,
65388702,Dance Studio And Premises,"16 Horton Street, Halifax, HX1 1PU",Due West Ltd,2800,01/06/2013,EX
65388703,Offices and Premises,"First Floor, 26 Horton Street, Halifax, HX1 1PU",Dance 4 All Halifax Ltd,1500,25/04/2016,SBR
65388704,Offices and Premises,"Offices (1st Floor ), 26 Horton Street, Halifax, HX1 1QE",Due West Ltd,3900,16/11/2007,EX
65388705,Dance School And Premises,"2nd Floor, 26 Horton Street, Halifax, HX1 1PU",Dance 4 All Halifax Ltd,5600,25/04/2016,SBR
65388706,Public House and Premises,"Railway Hotel, 29 Horton Street, Halifax, HX1 1QE",K.M.E. Associates (Nw) Ltd.,19000,28/01/2015,
65388709,Showroom And Premises,"88 Horton Street, Halifax, HX1 1QE",,65000,01/04/1990,
65388710,Shop and Premises,"28 Horton Street, Halifax, HX1 1PU",,7800,02/02/2014,SBR
65388711,Vehicle Repair Workshop And Premises,"R/O 70 Horton Street, Halifax, HX1 1QE",Kwik Fit (Gb) Ltd,41000,01/04/2013,
65388712,Hotel And Premises,"Imperial Crown Hotel, 41/43 Horton Street, Halifax, HX1 1QE",The Imperial Crown Hotel Ltd,34300,01/04/1990,
65388713,Offices and Premises,"39a Horton Street, Halifax, HX1 1QE",,2025,10/09/2011,SBR
65388717,Advertising Right and Premises,"R/O 2 Horton Street, Halifax, HX1 1PU",Primesight Ltd,1325,01/09/2009,SBR
