Organisation Name (A),Department (B),Service Cat Label (C ),Purpose of Spend (D),Expenditure CIPFA Sub Group (E ),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N),
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,4003,VIP SYSTEM LIMITED,A0050529, 03/08/2017,HED0281978,451.64,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,4003,VIP SYSTEM LIMITED,A0050529, 03/08/2017,HED0281977,451.64,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,WALTON SUMMIT TRUCK  CENTRE LTD,A0020983, 03/08/2017,PCO0281949,136.53,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 03/08/2017,EST0281992,75.98,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 03/08/2017,EST0281994,45.49,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 03/08/2017,EST0281993,261.96,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 03/08/2017,EST0281995,1249.17,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,WATER PLUS LIMITED,A0001986, 24/08/2017,EST0282474,104.07,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,WEC GROUP LIMITED,A0072460, 24/08/2017,HED0282290,171.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,WEIR & CARMICHAEL,A0085349, 17/08/2017,OPS0282272,182.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,WEST WALLASEY CAR HIRE LIMITED,A0087005, 17/08/2017,OPS0282276,290.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 31/08/2017,DAL0282542,2.59,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 17/08/2017,DAL0282220,2.62,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 24/08/2017,DAL0282287,4.09,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 24/08/2017,DAL0282493,4.86,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 10/08/2017,DAL0282119,5.23,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 24/08/2017,DAL0282287,0.37,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 17/08/2017,DAL0282220,1.32,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 31/08/2017,DAL0282542,45.35,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 24/08/2017,DAL0282287,28.72,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 17/08/2017,DAL0282220,68.15,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 24/08/2017,DAL0282493,81.91,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 10/08/2017,DAL0282119,84.78,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 31/08/2017,DAL0282542,118.03,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 24/08/2017,DAL0282287,0.37,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 31/08/2017,DAL0282542,1.51,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 24/08/2017,DAL0282493,6.43,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 10/08/2017,DAL0282119,8.30,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 17/08/2017,DAL0282220,35.35,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 10/08/2017,DAL0282119,1.48,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 31/08/2017,DAL0282542,4.88,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 24/08/2017,DAL0282287,5.19,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 17/08/2017,DAL0282220,5.63,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 24/08/2017,DAL0282493,22.97,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 24/08/2017,DAL0282287,14.05,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 10/08/2017,DAL0282119,16.05,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 17/08/2017,DAL0282220,19.48,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 24/08/2017,DAL0282493,24.50,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,WHISTL UK LIMITED,A0064458, 31/08/2017,DAL0282542,27.28,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,WHITEFIELD COMMUNITY ASSOCIATION,A0091267, 17/08/2017,HED0282246,669.00,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,WILDLIFE TRUST FOR LANCS MANCHESTER & N MERSEYSIDE,A0026880, 03/08/2017,REG0281915,5951.00,Y,229325,N,N/A,
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD03,WILLIAM M SNAPE MANUFACTURING SERVICES UK LTD,A0090766, 24/08/2017,HMR0282437,2671.20,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,WM SMITH & SONS (BARNARD CASTLE),A0013824, 17/08/2017,EST0282244,137.77,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,YELLOW CARS (B`WICK) LIMITED,A0089059, 31/08/2017,HED0282519,33.25,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,YORKSHIRE WATER,A0002808, 10/08/2017,EST0282108,21.89,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,YORKSHIRE WATER,A0002808, 10/08/2017,EST0282105,124.44,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,YORKSHIRE WATER,A0002808, 24/08/2017,EST0282487,63.75,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,2501,YORKSHIRE WATER,A0002808, 24/08/2017,EST0282485,12.84,N,N/A,N,N/A,
