Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,PLACE-REF,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,CHARITY-RLF-,ANALYSIS-CD,RV,Liable Person,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV�
,139.2,V,142.97,MINRV,5594999269,0,3.77,0,,0,,0,0,CW3,290,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/11/2008,"UNIT 1, BLOCK 9, 3RD FLOOR",VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,ARTISTS STUDIO
,194.4,V,199.67,MINRV,5594240139,0,5.27,0,,0,,0,0,CW3,405,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/11/2008,"UNIT 2, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
,1008,V,1035.3,MINRV,5594223179,0,27.3,0,,0,,0,0,CWO,2100,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2009,UNIT 26S,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,"STORE, OFFICE AND PREMISES"
,1488,V,1528.3,LB,5594023789,0,40.3,0,,0,,0,0,LX,3100,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/08/2009,UNIT 224,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,GYMNASIUM & PREMISES
,984,V,1010.65,MINRV,5594223159,0,26.65,0,,0,,0,0,IF3,2050,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,05/01/2009,UNIT 26Q,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,600,V,616.25,MINRV,5594223059,0,16.25,0,,0,,0,0,CW,1250,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2009,UNIT 26E,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
,900,V,924.38,MINRV,5594223169,0,24.38,0,,0,,0,0,CW,1875,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,31/07/2006,UNIT 26R,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
,1416,V,1454.35,LB,5594014019,0,38.35,0,,0,,0,0,IF3,2950,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/02/2010,UNIT 14A,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP
,148.8,V,152.83,MINRV,5594027009,0,4.03,0,,0,,0,0,CW3,310,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/01/2010,UNIT 27,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO
,852,V,875.08,MINRV,5594015009,0,23.08,0,,0,,0,0,CW,1775,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/02/2010,UNIT 15,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2JA,STORE AND PREMISES
,2232,V,2292.45,LB,5594223409,0,60.45,0,,0,,0,0,CW,4650,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,31/01/2010,UNIT 28A,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WAREHOUSE AND PREMISES
,864,V,887.4,MINRV,5594024109,0,23.4,0,,0,,0,0,CO,1800,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2009,UNIT 207,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,OFFICE AND PREMISES
,278.4,V,285.94,MINRV,5594024159,0,7.54,0,,0,,0,0,IF3,580,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,31/07/2010,U 220  2ND FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,192,V,197.2,MINRV,5594027079,0,5.2,0,,0,,0,0,CX,400,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/12/2006,UNIT 3 BLOCK 29 PT 3RD FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,NON STANDARD TYPE CORRECT DESCRIPTION
,192,V,197.2,MINRV,5594027059,0,5.2,0,,0,,0,0,CX,400,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/12/2006,UNIT 1 BLOCK 29 PT 3RD FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,NON STANDARD TYPE CORRECT DESCRIPTION
,3840,V,3944,LISTED,5594027089,0,104,0,,0,,0,0,CW,8000,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/12/2006,PART 3RD FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WAREHOUSE AND PREMISES
,2328,V,2391.05,LB,5594223279,0,63.05,0,,0,,0,0,IF3,4850,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,28/03/2011,UNIT 21A,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,187.2,V,192.27,MINRV,5594240149,0,5.07,0,,0,,0,0,CW3,390,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,10/05/2011,"UNIT 3, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
,1008,V,1035.3,MINRV,5594223449,0,27.3,0,,0,,0,0,IF3,2100,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/10/2011,UNIT 26N,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,129.6,V,133.11,MINRV,5594024229,0,3.51,0,,0,,0,0,CW,270,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/04/2011,UNIT 202,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
,4080,V,4190.5,LB,5594024169,0,110.5,0,,0,,0,0,CW,8500,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,14/01/2010,U 213 2ND FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2JA,STORE AND PREMISES
,360,V,369.75,MINRV,5594024179,0,9.75,0,,0,,0,0,IF3,750,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,12/01/2010,U 221 2ND FLOOR,FLOOR VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,456,V,468.35,MINRV,5594024069,0,12.35,0,,0,,0,0,IF3,950,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,12/01/2010,U 216  2ND FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,540,V,554.63,MINRV,5594024029,0,14.63,0,,0,,0,0,CW,1125,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,14/01/2010,UNIT 208 2ND FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2JA,STORE AND PREMISES
,2112,V,2169.2,LB,5594221039,0,57.2,0,,0,,0,0,CW,4400,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,03/10/2012,UNIT 18,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2JA,WAREHOUSE AND PREMISES
,182.4,V,187.34,MINRV,5594240229,0,4.94,0,,0,,0,0,CW,380,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/02/2013,"UNIT 2, BLOCK 4","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
,516,V,529.98,MINRV,5594024049,0,13.98,0,,0,,0,0,IF3,1075,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/01/2013,U 204 2ND FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,1344,V,1380.4,LB,5594027049,0,36.4,0,,0,,0,0,CO,2800,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,06/01/2014,UNIT 27A PT 3RD FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,OFFICES AND PREMISES
,1128,V,1158.55,MINRV,5594012019,0,30.55,0,,0,,0,0,CW,2350,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/10/2009,UNIT 13,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
,1152,V,1183.2,MINRV,5594223459,0,31.2,0,,0,,0,0,IF3,2400,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,10/12/2013,UNIT 26P,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,283.2,V,290.87,MINRV,5594221219,0,7.67,0,,0,,0,0,CW3,590,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2011,B8 U1 & 2 3RD FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
,1368,V,1405.05,LB,5594223299,0,37.05,0,,0,,0,0,IF3,2850,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,UNIT 26H(A),VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP
,1416,V,1454.35,LB,5594223419,0,38.35,0,,0,,0,0,IF3,2950,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,UNIT 26B,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP
,388.8,V,399.33,MINRV,5594024089,0,10.53,0,,0,,0,0,CO,810,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/11/2008,U 201  2ND FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,OFFICES AND PREMISES
,792,V,813.45,MINRV,5594024079,0,21.45,0,,0,,0,0,IF3,1650,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/11/2008,U 212 2ND FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,1968,V,2021.3,LB,5594012009,0,53.3,0,,0,,0,0,IF3,4100,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/02/2010,UNIT 12,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2JA,WORKSHOP AND PREMISES
,1104,V,1133.9,MINRV,5594223079,0,29.9,0,,0,,0,0,CW,2300,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,25/11/2010,UNIT 26G,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
,192,V,197.2,MINRV,5594027069,0,5.2,0,,0,,0,0,CX,400,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/12/2006,UNIT 2 BLOCK 29 PT 3RD FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,NON STANDARD TYPE CORRECT DESCRIPTION
,201.6,V,207.06,MINRV,5594240269,0,5.46,0,,0,,0,0,CW,420,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/03/2012,"UNIT 6, BLOCK 4","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
,2832,V,2908.7,LB,5594030029,0,76.7,0,,0,,0,0,IF3,5900,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,29/01/2012,UNIT 30,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,1268.46,O,0,,3431008009,0,0,0,,0,,0,0,CS,3100,JAK AND SEBI LTD,,,,,,,25/05/2015,8 GOYT AVENUE,MARPLE,STOCKPORT,,,SK6 7JR,SHOP AND PREMISES
RETAIL,6960,O,0,,4142003009,0,0,0,,0,,0,0,CS,14500,JAK TOYS LTD,3 HOLLINS LANE,MARPLE,STOCKPORT,,,SK6 6AW,01/12/2009,3 HOLLINS LANE,MARPLE,STOCKPORT,,,SK6 6AW,SHOP AND PREMISES
,26400,O,0,,6550115019,0,715,0,,0,,0,0,CS,55000,JAKE SHOES LTD,T/A JAKES SHOES,115 PRINCES STREET,STOCKPORT,,,SK1 1RB,27/06/2005,115-117 PRINCES STREET,STOCKPORT,,,,SK1 1RB,SHOP AND PREMISES
RETAIL,9240,O,0,,3172101089,0,250.25,0,,0,,0,0,IF3,19250,JAMES ALDERSON CAR SALES LTD,,,,,,,18/03/2015,UNIT 3,FORD STREET IND ESTATE,FORD STREET,STOCKPORT,,SK3 0BT,WORKSHOP AND PREMISES
RETAIL,11280,O,0,,6550079009,0,305.5,0,,0,,0,0,CS,23500,JAMES BOWES JEWELLERS LTD,,,,,,,17/11/2006,79 PRINCES STREET,STOCKPORT,,,,SK1 1RW,SHOP AND PREMISES
RETAIL,7680,O,0,,8522026009,0,0,0,,0,,0,0,CS,16000,JAMES CONVENIENCE RETAIL LTD,10 NAPIER COURT,BARLBOROUGH,DERBYSHIRE,,,S43 4PZ,01/04/2015,22-26 WOODLEY PRECINCT,WOODLEY,STOCKPORT,,,SK6 1RJ,SHOP AND PREMISES
,27600,O,0,,7393232469,0,747.5,0,,0,,0,0,CO,57500,JAMES GALT & CO LTD,PT 2ND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,03/01/2013,PT 2ND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,OFFICES AND PREMISES
,4368,O,0,,7393232499,0,0,0,,0,,0,0,CP1,9100,JAMES GALT & CO LTD,PT 2ND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,03/01/2013,CAR SPACES 24-29 & 70-89,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,CAR PARKING SPACES
,504,O,0,,7393232819,0,0,0,,0,,0,0,CP1,1050,JAMES GALT & CO LTD,PT 2ND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,08/07/2014,CAR SPACES 67-69,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,CAR PARKING SPACES
,6600,V,0,,7393233019,0,178.75,0,,0,,0,0,CO,13750,JAMES GALT & CO LTD,PT 2ND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,01/08/2014,SUITE 1C,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,OFFICES AND PREMISES
,8640,O,0,,8334002709,0,234,0,,0,,0,0,IF3,18000,JAMES GRACE BESPOKE STAIRCASE REN  LTD,,,,,,,28/06/2013,UNIT 14 (1),MEADOW INDUSTRIAL ESTATE,WATER STREET,STOCKPORT,,SK1 2BY,WORKSHOP AND PREMISES
,3600,O,0,,8334002809,0,0,0,,0,,0,0,IF3,7500,JAMES GRACE BESPOKE STAIRCASE REN  LTD,,,,,,,28/10/2013,UNIT 14 (2A),MEADOW INDUSTRIAL ESTATE,WATER STREET,PORTWOOD,STOCKPORT,SK1 2BY,WORKSHOP AND PREMISES
,2184,V,0,,1847171029,0,59.15,0,,0,,0,0,CL,4550,JAMES HALL & CO PROPERTIES LTD,SPAR DISTRIBUTION CENTRE,BOWLAND VIEW,PRESTON,LANCS,,PR2 5QT,10/12/2013,THE MALT SHOVELS,COUNCILLOR LANE,CHEADLE,,,SK8 2JE,PUBLIC HOUSE AND PREMISES
RETAIL,15480,O,0,,825209009,0,419.25,0,,0,,0,0,CS,32250,JAMES HALL & CO PROPERTIES LTD,SPAR DISTRIBUTION CENTRE,BOWLAND VIEW,PRESTON,LANCS,,PR2 5QT,11/07/2014,209-213 BRAMHALL LANE,DAVENPORT,STOCKPORT,,,SK2 6JD,SHOP AND PREMISES
,11160,O,0,,715000029,0,302.25,0,,0,,0,0,CW,23250,JAMES HARGREAVES (PLUMBERS' MERCHANTS) LTD,JAMES HARGREAVE PM LTD,PODMORDEN ROAD,BURNLEY,LANCASHIRE,,BB11 3JT,21/10/2013,UNIT A,MCKENZIE INDUSTRIAL ESTATE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0SB,WAREHOUSE AND PREMISES
,48000,O,0,,5209001039,0,1300,0,,0,,0,0,IF3O,100000,JAMES WALKER TOWNSON LTD,,,,,,,25/10/2011,UNIT 1B,CASTLEHILL INDUSTRIAL PARK,HORSFIELD WAY,BREDBURY,STOCKPORT,SK6 2SU,"WORKSHOP,OFFICE AND PREMISES"
RETAIL,6960,O,0,,7393002069,-1,0,0,,0,,0,0,CS3,14500,JANE ALEXANDRA HAIRDRESSING (CHDLE) LTD,,,,,,,31/12/2011,2 STOCKPORT ROAD,CHEADLE,,,,SK8 2AA,HAIRDRESSING SALON AND PREMISES
,56160,O,0,,7511001009,0,1521,0,,0,,0,0,CWO,117000,JANOME GB LTD,UNIT 1,SOUTHSIDE,BREDBURY PARKWAY,BREDBURY,STOCKPORT,SK6 2SP,07/11/1992,UNIT 1,SOUTHSIDE,BREDBURY IND EST,STOCKPORT,,SK6 2SP,"WAREHOUSE, OFFICE AND PREMISES"
,225600,V,0,,8576540009,0,6110,0,,0,,0,0,CO,470000,JARDEN CONSUMER SOLUTIONS (EUROPE) LTD,VINE MILL,HOLDEN FOLD LANE,ROYTON,OLDHAM,,OL2 5LN,21/11/2013,LAKESIDE 5400,CHEADLE ROYAL BUSINESS PARK,WILMSLOW ROAD,CHEADLE,,SK8 3GQ,OFFICES AND PREMISES
,6960,O,0,,4966077009,0,0,0,,0,,0,0,IFO,14500,JARMAC LTD,STANTON HOUSE,EASTHAM VILLAGE ROAD,EASTHAM,WIRRAL,MERSEYSIDE,CH62 0BJ,01/04/1990,LANCASHIRE HILL,STOCKPORT,,,,SK4 1RP,"WORKS, OFFICE AND PREMISES"
,2136,O,0,,3415017029,0,0,0,,0,,0,0,CW,4450,JARMAC LTD,STANTON HOUSE,EASTHAM VILLAGE ROAD,EASTHAM,WIRRAL,MERSEYSIDE,CH62 0BJ,10/12/2009,UNIT 4,HADFIELD HOUSE,GORDON STREET,LANCASHIRE HILL,STOCKPORT,SK4 1UB,STORE AND PREMISES
,331.2,O,0,,7380000019,-1,0,331.2,,0,,0,0,CS4,690,JAVA (NORTHWEST) LTD,,,,,,,26/09/2005,KIOSK ON PLATFORM 2,HAZEL GROVE STATION,STATION STREET,HAZEL GROVE,STOCKPORT,SK7 4EX,KIOSK
,11520,O,0,,3824006009,0,312,0,,0,,0,0,CWO,24000,JAVIS MANUFACTURING CO LTD,6 HAMMOND AVE,STOCKPORT,,,,SK4 1PQ,18/09/2004,6 HAMMOND AVENUE,STOCKPORT,,,,SK4 1PQ,"WAREHOUSE, OFFICE AND PREMISES"
,960,O,0,,1008134019,-1,0,960,,0,,0,0,IF3,2000,JBS MAINTENANCE LIMITED,BOOTH STREET CHAMBERS,30 - 32 BOOTH STREET,ASHTON UNDER LYNE,LANCASHIRE,,OL6 7LQ,01/04/2014,WORKSHOP,136 BUXTON ROAD,HIGH LANE,STOCKPORT,,SK6 8ED,WORKSHOP AND PREMISES
,2232,O,0,,1557007009,-1,0,2232,,0,,0,0,IF3O,4650,JC MILITARIA LTD,,,,,,,20/05/2013,7 CALE STREET,CALE GREEN,STOCKPORT,,,SK2 6SW,"WORKSHOP, OFFICE AND PREMISES"
,12000,O,0,,7479266039,0,325,0,,0,,0,0,IF3O,25000,JEFF GOSLING HAND CONTROLS LTD,UNIT 3 HOLLINGWORTH COURT,STOCKPORT ROAD WEST,BREDBURY,STOCKPORT,,SK6 2AN,01/04/2005,UNIT 3,HOLLINGWORTH COURT,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 1AN,"WORKSHOP, OFFICE AND PREMISES"
,5400,O,0,,4048000079,0,0,0,,0,,0,0,IF3,11250,JEFF GOSLING HAND CONTROLS LTD,UNIT 3 HOLLINGWORTH COURT,STOCKPORT ROAD WEST,BREDBURY,STOCKPORT,,SK6 2AN,01/05/2007,HOLLINGWORTH ROAD,BREDBURY,STOCKPORT,,,SK6 2AR,WORKSHOP AND PREMISES
,2448,V,0,,7192016029,0,66.3,0,,0,,0,0,COC,5100,JEGS DIN LTD,7A WELLINGTON ROAD,LONDON,,,,NW10 5LJ,01/04/2009,PT 2ND FLOOR,KERTON HOUSE,16-20 ST PETERSGATE,STOCKPORT,,SK1 1HD,"OFFICES, CAR SPACES(2) AND PREMISES"
,369.6,V,379.61,MINRV,7192016049,0,10.01,0,,0,,0,0,CO,770,JEGS DIN LTD,7A WELLINGTON ROAD,LONDON,,,,NW10 5LJ,01/04/2009,KERTON HOUSE,16-20 ST PETERSGATE,STOCKPORT,,,SK1 1HD,OFFICES AND PREMISES
,2880,O,0,,7192018019,-1,0,2880,,0,,0,0,CS,6000,JEGS DIN LTD,7A WELLINGTON ROAD,LONDON,,,,NW10 5LJ,10/02/2010,18 ST PETERSGATE,STOCKPORT,,,,SK1 1HD,SHOP AND PREMISES
,2880,V,0,,7192016069,0,78,0,,0,,0,0,CO,6000,JEGS DIN LTD,7A WELLINGTON ROAD,LONDON,,,,NW10 5LJ,03/12/2013,FRONT FIRST FLOOR OVER,16-20 ST PETERSGATE,STOCKPORT,,,SK1 1HD,OFFICES AND PREMISES
,1128,V,1158.55,MINRV,7192016159,0,30.55,0,,0,,0,0,CO,2350,JEGS DIN LTD,7A WELLINGTON ROAD,LONDON,,,,NW10 5LJ,21/09/2009,REAR FIRST FLOOR OVER,16-20 ST PETERSGATE,STOCKPORT,,,SK1 1HD,OFFICES AND PREMISES
,2400,O,0,,3467099269,-1,0,2400,,0,,0,0,CO,5000,JELLYLEGS PRODUCTIONS LTD,,,,,,,01/05/2007,UNIT M6,MAXRON HOUSE,GREEN LANE,ROMILEY,STOCKPORT,SK6 3JQ,OFFICES AND PREMISES
,1416,O,0,,7192061229,-1,0,1416,,0,,0,0,CO,2950,JEM PROPERTIES LIMITED,C/O EDWARD MELLOR LTD,65/81 ST PETERSGATE,STOCKPORT,,,SK1 1DH,01/09/2013,UNIT 6 1ST FLR,PRUDENTIAL BUILDINGS,61 ST PETERSGATE,STOCKPORT,,SK1 1DH,OFFICES AND PREMISES
,7800,O,0,,5594263009,-1,0,0,,0,,0,0,IF3,16250,JEM SHEET METAL & ENGINEERING LTD,,,,,,,01/04/1990,MERSEY STREET,PORTWOOD,STOCKPORT,,,SK1 2JQ,WORKSHOP AND PREMISES
,168,O,0,,7393232389,0,0,0,,0,,0,0,CP1,350,JEREMY RUBIN & CO LTD,SUITE 2C SOVEREIGN HOUSE,STOCKPORT ROAD,CHEADLE,,,SK8 2EA,01/11/2012,CAR SPACE 34,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,CAR PARKING SPACE
RETAIL,5040,O,0,,5469155009,0,0,0,,0,,0,0,CGW,10500,JERENCOURT LTD,ASH GARAGE,155 MANCHESTER ROAD,STOCKPORT,,,SK4 1NL,01/04/1990,ASH GARAGE,155 MANCHESTER ROAD,STOCKPORT,,,SK4 1NL,"PETROL FILLING STATION, WORKSHOP & PREM"
,5280,O,0,,827095069,0,0,0,,0,,0,0,IF3,11000,JETMARINE LTD,UNIT 1,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,01/01/2006,UNIT 3,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,STOCKPORT,,SK7 5AA,WORKSHOP AND PREMISES
,2976,O,0,,827095119,0,0,0,,0,,0,0,IF3,6200,JETMARINE LTD,UNIT 1,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,20/01/2010,UNIT 11,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,WORKSHOP AND PREMISES
,7080,O,0,,827095319,0,0,0,,0,,0,0,IF3,14750,JETMARINE LTD,UNIT 1,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,01/04/2000,UNIT 1,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,WORKSHOP AND PREMISES
,1440,O,0,,8105200279,-1,0,1440,,0,,0,0,CW,3000,JETPACKS LTD,,,,,,,07/05/2001,UNIT 4 GOYT MILL,UPPER HIBBERT LANE,MARPLE,STOCKPORT,,SK6 7HX,WAREHOUSE AND PREMISES
,2304,O,0,,873025019,-1,0,2304,,0,,0,0,CS,4800,JEWEL ON THE HILL LTD,,,,,,,04/09/1999,25A BRIDGE STREET,STOCKPORT,,,,SK1 1XY,SHOP AND PREMISES
