ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (�),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,514.02,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,514.02,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,514.38,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,514.38,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,514.38,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,514.38,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,514.38,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,521.6,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,543.44,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,557.93,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,590.05,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,641.6,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,641.6,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,828.43,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,1190.85,CAPITAL SALARIES,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,1468.7,CAPITAL SALARIES,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,534.91,LEGAL SERVICES INTERNAL,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,853.63,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,902.41,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,15/12/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,15/12/2016,559.08,AGENCY STAFF,V001076019
ROCHDALE BOROUGH COUNCIL,16/12/2016,EARLY HELP AND SCHOOLS,CHANNINGS CHILDCARE ROCHDALE LTD,16/12/2016,635.2,DAY CARE,V001076030
ROCHDALE BOROUGH COUNCIL,16/12/2016,EARLY HELP AND SCHOOLS,GENESIS DAY CARE NURSERY,16/12/2016,500,DAY CARE,V001076040
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,525.16,FOSTER PARENTS BASIC ALLOWANCE,V001076060
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,761.02,FOSTER PARENTS BASIC ALLOWANCE,V001076060
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076061
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076061
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V001076062
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,827.64,PROFESSIONAL FEES,V001076067
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001076068
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076074
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076074
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076074
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001076075
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076077
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076077
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076077
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,587.66,FOSTER PARENTS BASIC ALLOWANCE,V001076090
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,558.66,SUBSIDISED ADOPTERS PMTS,V001076097
ROCHDALE BOROUGH COUNCIL,16/12/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,16/12/2016,827.64,CONTRACTS,V001076098
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076105
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076105
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076105
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,627.96,FOSTER PARENTS BASIC ALLOWANCE,V001076107
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,537.12,SUBSIDISED ADOPTERS PMTS,V001076109
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076112
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076112
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076119
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076119
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,868.74,FOSTER PARENTS BASIC ALLOWANCE,V001076119
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,827.64,PROFESSIONAL FEES,V001076125
ROCHDALE BOROUGH COUNCIL,16/12/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,16/12/2016,914.96,FOSTER PARENTS BASIC ALLOWANCE,V001076131
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001076143
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001076151
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,530.6,FOSTER PARENTS BASIC ALLOWANCE,V001076153
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,827.64,PROFESSIONAL FEES,V001076155
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,1200,FOSTER PARENTS BASIC ALLOWANCE,V001076157
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,827.64,PROFESSIONAL FEES,V001076157
ROCHDALE BOROUGH COUNCIL,16/12/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,16/12/2016,914.96,FOSTER PARENTS BASIC ALLOWANCE,V001076162
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,684.34,SUBSIDISED ADOPTERS PMTS,V001076164
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,684.34,SUBSIDISED ADOPTERS PMTS,V001076164
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,668,FOSTER PARENTS BASIC ALLOWANCE,V001076165
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,668,FOSTER PARENTS BASIC ALLOWANCE,V001076165
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076176
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076176
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,827.64,PROFESSIONAL FEES,V001076177
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001076180
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076186
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076186
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001076188
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076190
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076190
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076190
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076190
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001076192
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,-1444,FOSTER PARENTS BASIC ALLOWANCE,V001076195
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,594,FOSTER PARENTS BASIC ALLOWANCE,V001076195
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,594,FOSTER PARENTS BASIC ALLOWANCE,V001076195
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,660,FOSTER PARENTS BASIC ALLOWANCE,V001076195
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,660,FOSTER PARENTS BASIC ALLOWANCE,V001076195
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,532.14,FOSTER PARENTS BASIC ALLOWANCE,V001076201
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076205
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076205
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,572.4,FOSTER PARENTS BASIC ALLOWANCE,V001076206
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001076214
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076216
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076216
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001076217
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076224
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076224
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,1221.91,FOSTER PARENTS BASIC ALLOWANCE,V001076233
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,641.86,FOSTER PARENTS BASIC ALLOWANCE,V001076235
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001076246
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076264
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076264
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,827.64,FOSTER PARENTS BASIC ALLOWANCE,V001076274
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001076276
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,827.64,PROFESSIONAL FEES,V001076276
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001076287
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,805,FOSTER PARENTS BASIC ALLOWANCE,V001076292
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,827.64,PROFESSIONAL FEES,V001076297
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,681.22,FOSTER PARENTS BASIC ALLOWANCE,V001076304
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,523.64,FOSTER PARENTS BASIC ALLOWANCE,V001076314
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,761.02,FOSTER PARENTS BASIC ALLOWANCE,V001076317
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,827.64,PROFESSIONAL FEES,V001076329
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076332
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,827.64,PROFESSIONAL FEES,V001076332
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,758.6,FOSTER PARENTS BASIC ALLOWANCE,V001076335
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076339
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076343
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076347
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001076347
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,653.38,FOSTER PARENTS BASIC ALLOWANCE,V001076349
ROCHDALE BOROUGH COUNCIL,16/12/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,16/12/2016,680.8,CONTRACTS,V001076350
ROCHDALE BOROUGH COUNCIL,16/12/2016,CHILDREN�S SOCIAL CARE,REDACTED-PERSONAL DATA,16/12/2016,676.46,FOSTER PARENTS BASIC ALLOWANCE,V001076366
ROCHDALE BOROUGH COUNCIL,19/12/2016,PHYSICAL DIS & OLDER PEOPLE,AXON RESOURCING LIMITED,19/12/2016,8000,AGENCY STAFF,V001076376
ROCHDALE BOROUGH COUNCIL,16/12/2016,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE GROUP LIMITED,16/12/2016,12436.63,HOME CARE - ADULT SERVICES,V001076378
ROCHDALE BOROUGH COUNCIL,16/12/2016,PHYSICAL DIS & OLDER PEOPLE,CALDERDALE HOMECARE LIMITED,16/12/2016,5666.84,HOME CARE - ADULT SERVICES,V001076383
ROCHDALE BOROUGH COUNCIL,16/12/2016,PHYSICAL DIS & OLDER PEOPLE,CARE 4 U,16/12/2016,7254.3,HOME CARE - ADULT SERVICES,V001076395
ROCHDALE BOROUGH COUNCIL,19/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,SMITHS BAKERS AND CONFECTIONERS LTD,19/12/2016,1176,PROVISIONS,V001076455
ROCHDALE BOROUGH COUNCIL,19/12/2016,EARLY HELP AND SCHOOLS,JACKSON JACKSON & SONS LTD,19/12/2016,106196.37,MINOR BUILDING WORKS,V001076460
ROCHDALE BOROUGH COUNCIL,19/12/2016,PROPERTY AND HIGHWAYS,J C MILLS & SON LIMITED,19/12/2016,7006.32,IMPROVEMENTS-MODERNISATION,V001076461
ROCHDALE BOROUGH COUNCIL,19/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,19/12/2016,1950,AGENCY STAFF,V001076463
ROCHDALE BOROUGH COUNCIL,19/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,19/12/2016,1950,AGENCY STAFF,V001076464
ROCHDALE BOROUGH COUNCIL,19/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,19/12/2016,1950,AGENCY STAFF,V001076465
ROCHDALE BOROUGH COUNCIL,19/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,MODIS,19/12/2016,1950,AGENCY STAFF,V001076466
ROCHDALE BOROUGH COUNCIL,20/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,EXPERIAN LIMITED,20/12/2016,7500,SOFTWARE,V001076470
ROCHDALE BOROUGH COUNCIL,23/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,XMA LIMITED,23/12/2016,-1532.52,PURCHASE OF ICT HARDWARE,V001076472
ROCHDALE BOROUGH COUNCIL,20/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,BEYOND COVERS AND SASHES,20/12/2016,520,EQUIPMENT - GENERAL,V001076474
ROCHDALE BOROUGH COUNCIL,19/12/2016,EARLY HELP AND SCHOOLS,JACKSON JACKSON & SONS LTD,19/12/2016,125670.76,MINOR BUILDING WORKS,V001076479
ROCHDALE BOROUGH COUNCIL,22/12/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,22/12/2016,700,FEES / COMMISSION,V001076485
ROCHDALE BOROUGH COUNCIL,22/12/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,22/12/2016,700,FEES / COMMISSION,V001076486
ROCHDALE BOROUGH COUNCIL,22/12/2016,PHYSICAL DIS & OLDER PEOPLE,ACTION FIRST IPEOPLE LTD,22/12/2016,1050,FEES / COMMISSION,V001076487
ROCHDALE BOROUGH COUNCIL,16/12/2016,EARLY HELP AND SCHOOLS,UNIVERSITY OF BIRMINGHAM,16/12/2016,3535,TRAINING-QUALIFICATION,V001076490
ROCHDALE BOROUGH COUNCIL,16/12/2016,ECONOMY DIRECTORATE,CLYDE & CO,16/12/2016,3028,LEGAL SERVICES EXTERNAL,V001076493
ROCHDALE BOROUGH COUNCIL,16/12/2016,ECONOMY DIRECTORATE,CLYDE & CO,16/12/2016,3455.57,LEGAL SERVICES EXTERNAL,V001076494
ROCHDALE BOROUGH COUNCIL,22/12/2016,CHILDREN�S SOCIAL CARE,DR GINA CHARLTON,22/12/2016,795.9,ACTIVITIES,V001076495
ROCHDALE BOROUGH COUNCIL,22/12/2016,CHILDREN�S SOCIAL CARE,DR GINA CHARLTON,22/12/2016,937.8,ACTIVITIES,V001076496
ROCHDALE BOROUGH COUNCIL,16/12/2016,PHYSICAL DIS & OLDER PEOPLE,HALLIDAY JAMES LTD,16/12/2016,781.75,EQUIPMENT - GENERAL,V001076502
ROCHDALE BOROUGH COUNCIL,23/12/2016,NEIGHBOURHOODS AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,23/12/2016,527.5,CONTRACTS,V001076503
ROCHDALE BOROUGH COUNCIL,22/12/2016,CHILDREN�S SOCIAL CARE,CHRISTINE FOSTER LIMITED,22/12/2016,726.17,AGENCY STAFF,V001076504
ROCHDALE BOROUGH COUNCIL,22/12/2016,CHILDREN�S SOCIAL CARE,CHRISTINE FOSTER LIMITED,22/12/2016,1073.83,AGENCY STAFF,V001076504
ROCHDALE BOROUGH COUNCIL,16/12/2016,FINANCE SERVICES,JC APPLICATIONS DEVELOPMENT LTD,16/12/2016,3780,WATER CHARGES,V001076505
ROCHDALE BOROUGH COUNCIL,16/12/2016,FINANCE SERVICES,JC APPLICATIONS DEVELOPMENT LTD,16/12/2016,4807,WATER CHARGES,V001076506
ROCHDALE BOROUGH COUNCIL,16/12/2016,PUBLIC HEALTH,BRIDGEWATER COMMUNITY HEALTHCARE NHS,16/12/2016,707.7,PH OTHER CONTRACTS,V001076508
