PROPREF,PROPERTY_DESCRIPTION,PROPERTY_ADDRESS,RATEPAYER,RV,LIABILITY_START,RELIEF_XMPT_PKG.GET_RELIEFS_AS
65612721,Warehouse And Premises,"Unit 7 Lower Brea, Leeds Road, Halifax, HX3 7AQ",Managed Water Services Ltd,3600,06/09/2010,SBR
65612722,Store And Premises,"Unit 8 Lower Brea, Leeds Road, Halifax, HX3 7AQ",B & C Electrical Ltd,1650,15/02/2011,SBR
65612723,Warehouse And Premises,"Lower Brea, Leeds Road, Halifax, HX3 7AQ",W W Leese [Hx] Ltd,4400,01/04/2010,SBR
65612724,Warehouse And Premises,"Lower Brea, Leeds Road, Halifax, HX3 7AQ",W W Leese [Hx] Ltd,4200,01/04/2010,ER
65612725,Vehicle Repair Workshop And Premises,"Unit 3 Lower Brear, Leeds Road, Halifax, HX3 7AG",Yorkshire Hot Tub House Ltd,6400,01/12/2016,SBR
65612727,Store And Premises,"Unit 4 Lower Brear, Leeds Road, Halifax, HX3 7AG",,2150,01/04/2014,SBR
65612728,Store And Premises,"Unit 5 Lower Brear, Leeds Road, Halifax, HX3 7AG",,1875,02/05/2015,EX
65616002,Shop and Premises,"2 Leeds Road, Hipperholme, Halifax, HX3 8ND",,8600,01/04/2011,SBR
65616003,Shop and Premises,"3 Leeds Road, Hipperholme, Halifax, HX3 8ND",,6300,28/03/1994,SBR
65616004,Hairdressing Salon and Premises,"4 Leeds Road, Hipperholme, Halifax, HX3 8ND",,9600,24/08/2007,SBR
65616005,Shop and Premises,"5 Leeds Road, Hipperholme, Halifax, HX3 8ND",,9600,26/06/2015,SBR
65616007,Hairdressing Salon and Premises,"7 Leeds Road, Hipperholme, Halifax, HX3 8ND",,6600,15/09/1999,SBR
65616008,Shop and Premises,"8a Leeds Road, Hipperholme, Halifax, HX3 8ND",L Rowland [Retail] Ltd,11250,01/04/2001,SBR
65616009,Shop and Premises,"9 Leeds Road, Hipperholme, Halifax, HX3 8ND",,6400,24/08/2010,SBR
65616010,Shop and Premises,"10 Leeds Road, Hipperholme, Halifax, HX3 8ND",W W M Kitchen Contracts Ltd,8300,04/06/2010,SBR
65616012,Shop and Premises,"12 Leeds Road, Hipperholme, Halifax, HX3 8ND",,9600,27/08/2016,SBR
65616700,Offices and Premises,"13 Leeds Road, Hipperholme, Halifax, HX3 8ND",,4150,01/07/2009,SBR
65616701,Shop and Premises,"Heavenly Harvest, Leeds Road, Hipperholme, Halifax              HX3 8ND",,2400,05/10/2012,SBR
65616703,Offices and Premises,"Council Offices, Leeds Road, Hipperholme, Halifax             HX3 8ND",Celebration Of Life Ltd,3100,16/12/2013,SBR
65616707,Library And Premises,"Hipperholme Branch Library, Leeds Road, Hipperholme, Halifax             HX3 8ND",Calderdale Mbc Leisure Services,9000,01/04/1990,SBR
65616708,Shop and Premises,"Adj Whitehall Hotel, Leeds Road, Hipperholme, Halifax             HX3 8ND",,4400,04/11/2001,SBR
65616709,Public House and Premises,"Whitehall Hotel, Leeds Road, Hipperholme, Halifax             HX3 8NA",,14500,13/06/2016,SBR
65616710,Shop and Premises,"1a Leeds Road, Hipperholme, Halifax, HX3 8ND",,3950,06/08/2012,SBR
65616715,Shop and Premises,"6 Leeds Road, Hipperholme, Halifax, HX3 8ND",,12000,09/12/2009,SBR
65616716,Store And Premises,"R/O Newsagents, Leeds Road, Hipperholme, Halifax              HX3 8ND",,1000,04/11/2001,SBR
65616717,Shop and Premises,"Tesco Express, 1/5 Jubilee Road, Leeds Road, Halifax              HX3 8FB",Tesco Stores Ltd,55500,16/07/2013,
65616718,Site Of Atm And Premises,"Atm At Tesco Express, Leeds Road, Hipperholme, Halifax              HX3 8ND",Tesco Personal Finance Ltd,5900,16/07/2013,SBR
65620701,Garage And Premises,"Knowle Garage, Leeds Road, Lightcliffe, Halifax             HX3 8SX",,2650,01/08/2014,SBR
65620702,Public House and Premises,"White Horse Inn, Leeds Road, Lightcliffe, Halifax             HX3 8SX",,20500,27/11/2012,SBR
65620704,Offices and Premises,"Room 12, The Spire, Leeds Road, Halifax             HX3 8NU",The Spire Halifax Ltd,2425,07/03/2016,SBR
65620705,Offices and Premises,"2nd Floor, The Spire, Leeds Road, Halifax             HX3 8NU",The Spire Halifax Ltd,9200,07/03/2016,SBR
65620707,Office,"Office 10 The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8NU",The Spire Halifax Ltd,6000,07/03/2016,SBR
65620709,Offices and Premises,"Offices 5 & 13 The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8NU",Hemsworth And Co Ltd,3450,01/11/2004,SBR
65620711,Office,"Office 19, The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8ND",The Spire Halifax Ltd,2600,07/03/2016,SBR
65620712,Office,"Office 20, The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8NU",The Spire Halifax Ltd,2400,07/03/2016,SBR
65620714,Office,"Office 8 The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8NU",The Spire Halifax Ltd,1075,07/03/2016,SBR
65620716,Offices and Premises,"Offices 2,3,6,9,14&15, The Spire, Leeds Road, Lightcliffe          HX3 8NU",The Spire Halifax Ltd,11250,07/03/2016,SBR
65620717,Office,"Office 7, The Spire, Leeds Road, Lightcliffe          HX3 8NU",The Spire Halifax Ltd,1575,07/03/2016,SBR
65624028,Hairdressing Salon and Premises,"28 Lees Buildings, Halifax Road, Hipperholme, Halifax             HX3 8EW",,3700,23/07/2002,SBR
65624700,Restaurant and Premises,"1 Lees Buildings, Halifax Road, Hipperholme, Halifax             HX3 8EW",,13250,21/11/2008,SBR
65624703,Shop and Premises,"29 Lees Buildings, Halifax Road, Hipperholme, Halifax             HX3 8EW",,5800,01/06/2008,ER
65624706,Shop and Premises,"9A/10A &11A, Lees Buildings, Halifax Road, Hipperholme",A & B Antiques Ltd,8400,01/07/2012,SBR
65624707,Shop and Premises,"7 & 8 Lees Buildings, Halifax Road, Hipperholme, Halifax              HX3 8EW",Antique & Classic Interiors Ltd,7300,01/07/2012,SBR
65624708,Shop and Premises,"6A Lees Buildings, Halifax Road, Hipperholme, Halifax              HX3 8EW",,3400,16/07/2013,SBR
65625025,Shop and Premises,"25 Ovenden Road, Halifax, HX3 5QG",,6500,01/04/2010,SBR
65625072,Hairdressing Salon and Premises,"72 Ovenden Road, Halifax, HX3 5PN",,8900,12/08/2014,SBR
65625320,Hairdressing Salon and Premises,"Enterprise House, 320 Ovenden Road, Halifax, HX3 5TJ",,2850,25/08/2012,SBR
65625352,Shop and Premises,"352 Ovenden Road, Halifax, HX3 5TJ",,4550,19/01/2016,SBR
65625700,Advertising Right and Premises,"Advertising Right Adj Junct., Ovenden Road/Lentilfield St, Halifax, HX3 5PT",Clear Channel (Uk) Ltd,225,01/07/2001,SBR
65625701,Community Centre And Premises,"322/326 Ovenden Road, Halifax, HX3 5TJ",Noah's Ark Community Cafe,6700,01/04/2003,MCR
65625702,Car Wash And Premises,"Ovenden Road, Halifax, HX3 5QG",,8400,22/06/2007,SBR
65625704,Sponsored Roundabout,"Sponsored Roundabout, (Flower Bed) Jct Shroggs Rd, Ovenden Road, Halifax              HX3 5BU",Calderdale Mbc,300,01/06/2010,SBR
65625707,Site Of Atm And Premises,"Atm Site (Bankmachine) At, 25 Ovenden Road, Halifax, HX3 5QG",Cardtronics Uk Ltd,2000,01/04/2010,SBR
65625708,Shop and Premises,"358, 360, 362 Ovenden Road, Halifax, HX3 5TJ",,12750,23/09/2013,SBR
65625710,Shop and Premises,"1 Ovenden Road, Halifax, HX3 5PN",Cuttin Edge Carpets Ltd,11000,09/06/2014,SBR
65625711,Site Of Atm And Premises,"Atm At, 7-9 Ovenden Road, Halifax, HX3 5PN",Cardtronics Uk Ltd,900,20/06/2014,SBR
65625712,Shop and Premises,"7-9 Ovenden Road, Halifax, HX3 5PN",,5500,20/06/2014,SBR
65626701,Health Centre and Premises,"St Johns Health Centre, Lightowler Road, Pellon, Halifax             HX1 5NB",Nhs Property Services Ltd,40750,01/04/2013,SBR
65626703,Warehouse And Premises,"Unit 6 Victoria Park, Lightowler Road, Pellon, Halifax              HX1 5ND",C2 (General Partner Two) Lp,6400,01/11/2015,ER
65626705,Warehouse And Premises,"Unit 4, Victoria Park, Lightowler Road, Halifax              HX1 5ND",C2 (General Partner Two) Lp,6500,30/11/2016,EX
65626707,Warehouse And Premises,"Unit 5 Victoria Park, Lightowler Road, Halifax, HX1 5ND",Stone Square Ltd,6400,01/04/2011,SBR
65626708,Workshop And Premises,"Unit 7 Victoria Park, Lightowler Road, Halifax, HX1 5ND",,6400,01/03/2012,SBR
65626709,Store And Premises,"Unit 10 Victoria Park, Lightowler Road, Halifax, HX1 5ND",,6800,01/06/2014,SBR
65626718,Workshop And Premises,"The Print Works, Lightowler Road, Pellon, Halifax              HX1 5NB",Cristel Graphics Ltd,31000,01/07/2008,SBR
65626719,Workshop And Premises,"Unit 11 Victoria Park, Lightowler Road, Pellon, Halifax              HX1 5ND",,6400,04/05/2012,SBR
65626720,Workshop And Premises,"Unit 12 Victoria Park, Lightowler Road, Pellon, Halifax              HX1 5ND",Royal Bank Of Canada Trust Corporation Ltd,15750,01/12/2016,EX
65626721,Warehouse And Premises,"Unit 2 The Remploy Building, Lightowler Road, Halifax, HX1 5NB",Hss Hire Service Group Ltd,25250,09/07/2012,SBR
65626725,Community Centre And Premises,"The Outback, Pt Jubilee Childrens Centre, Lightowler Road, Halifax              HX1 5NB",Halifax Opportunities Trust,1850,01/04/2012,MCR
65626728,Offices and Premises,"Jubilee Childrens Centre, Lightowler Road, Halifax, HX1 5NB",Halifax Opportunities Trust,88000,01/07/2014,DCR MCR
65626729,Warehouse And Premises,"Unit 1, 2 & 3 Victoria Park, Lightowler Road, Halifax, HX1 5ND",Tag Tool Hire Ltd,26500,01/04/2014,SBR
65626730,Workshop And Premises,"Unit 9 Victoria Park, Lightowler Road, Halifax, HX1 5ND",C2 (General Partner Two) Lp,8300,17/10/2015,SBR
65626731,Workshop And Premises,"Unit 8 Victoria Park, Lightowler Road, Halifax, HX1 5ND",Ys Parcels Ltd,8200,02/11/2015,SBR
65628700,Factory and Premises,"Lewis Street Mills, Halifax, HX1 5DJ",McAndrew (Textiles) Ltd,14000,01/09/2004,SBR
65644700,Public House and Premises,"Star Inn, 1 Lindwell, Greetland, Halifax             HX4 8HH",,3100,24/08/1990,SBR
65648002,Shop and Premises,"2 Ling Bob, Pellon, Halifax, HX2 0QE",,4150,12/12/2015,SBR
65650005,Offices and Premises,"5 Lister Court, Halifax, HX1 5DR",Pennine Communities Of Tenants & Residents Association,1025,06/10/2004,SBR
65650701,Communication Station and Premises,"Roof Top, Of Lister Court, Halifax, HX1 5DR",Vodafone Ltd,12500,01/04/1997,SBR
65652015,Warehouse And Premises,"15 Lister Lane, Halifax, HX1 5AS",Edmundson Electrical Ltd,40750,01/04/1990,SBR
65652700,Factory and Premises,"Lister Lane, Halifax, HX1 5DN",,6300,01/04/2016,SBR
65652701,Offices and Premises,"Lister Lane, Halifax, HX1 5AX",Voluntary Action Calderdale,23750,26/01/2005,DCR MCR
65652703,Offices and Premises,"Lister Lane, Halifax, HX1 5AS",,43250,01/04/1990,SBR
65652709,Workshop And Premises,"Unit G Craven Edge Ent. Cntr, Hopwood Lane, Halifax, HX1 5EH",Willand Engineering Company (Halifax) Ltd,10750,01/10/1990,SBR
65652716,Shop and Premises,"Units C & D, Craven Edge Enterprise Cntr, Hopwood Lane, Halifax             HX1 5EH",Eastern Pride Supermarket Ltd,29250,01/01/2015,SBR
65652729,Surgery And Premises,"Unit 1 Victoria Lodge, 30 Lister Lane, Halifax, HX1 5AX",,9500,07/08/2009,SBR
65652733,Shop and Premises,"Units 2-3, Victoria Lodge, 30 Lister Lane, Halifax              HX1 5AX",Calderdale Health Focus Ltd,19750,18/04/2011,SBR
65652735,Store And Premises,"Unit 3A Park Works, Arnold Street, Halifax, HX1 5JH",Northern Lights Projects,6600,01/02/2017,EX
65654700,Vehicle Repair Workshop And Premises,"Listers Road, Halifax, HX3 6AG",Aquaspersions Limited,12250,14/05/2015,ER
65656701,Community Centre And Premises,"The Maurice Jagger Centre, Lister Street, Halifax, HX1 1UZ",,6500,01/04/1990,MCR
65660029,Workshop And Premises,"29 Lombard Street, Halifax, HX1 3PA",Just Give It A Go Ltd,1775,01/04/2016,EX
65664700,Playing Field And Premises,"Long Lane, Southowram, Halifax, HX3 9UD",,1200,01/04/1995,SBR
65664702,Quarry And Premises,"Beacon Lodge Quarry, Off Long Lane, Southowram, Halifax             HX3 9UD",Thornton Meat Company Ltd,1175,01/04/2016,SBR
65664703,Communication Station and Premises,"Telecomms Mast, Site Ref WYK13, Long Lane, Southowram           HX3 9NU",Mobile Broadband Network Ltd,7100,09/12/2013,SBR
65676010,Offices and Premises,"10 Lord Street, Halifax, HX1 5AE",,11500,07/08/2009,SBR
65676012,Workshop And Premises,"12 Lord Street, Halifax, HX1 5AE",,2950,01/04/1990,SBR
65676020,Hairdressing Salon and Premises,"20 Lord Street, Halifax, HX1 5AE",,2750,23/11/2015,SBR
65676700,Showroom And Premises,"40/42 Bull Green, Halifax, HX1 5AB",Briggs Priestley Ltd,16500,04/10/1996,SBR
65676708,Offices and Premises,"9 Lord Street, Halifax, HX1 5AE",Calderdale National Union Of Teachers,4850,29/11/2015,SBR
65676709,Public House and Premises,"6 Lord Street, Halifax, HX1 5AE",,14500,19/11/2014,SBR
65688700,Warehouse And Premises,"Albany Works, Lower Clay Pits, Halifax, HX1 4QQ",T.S.G. Associates Llp,12000,07/07/2006,SBR
65700700,Public House and Premises,"Cat I'Th' Well Inn, Lower Saltonstall, Saltonstall Lane, Wainstalls           HX2 7TR",,8500,09/10/2002,SBR
65704700,Public House and Premises,"Standard Of Freedom Inn, 2 Lower Skircoat Green, Halifax, HX3 0TG",,17250,18/12/2014,SBR
65708700,Factory and Premises,"Heights Mill, Wainstalls Road, Wainstalls Road, Wainstalls",Heights Design (Uk) Ltd,91500,01/04/1990,
65708702,Warehouse And Premises,"Adj 39 Lower Slack, Wainstalls Road, Wainstalls, Halifax              HX2 7TJ",Heat Electric Ltd,16250,01/04/2012,SBR
65712700,Warehouse And Premises,"Stanley Works, Lucy Street, Halifax, HX3 6AL",Associated Waste Management Ltd,17500,15/10/2015,SBR
65712701,Workshop And Premises,"Stanley Works, Lucy Street, Halifax, HX3 6AL",Deighton Engineers (Halifax) Ltd,16250,17/08/1991,SBR
65716005,Shop and Premises,"5 Luddenden Lane, Luddendenfoot, Halifax, HX2 6NH",,1950,01/12/2015,SBR
65716010,Offices and Premises,"10 Luddenden Lane, Luddendenfoot, Halifax, HX2 6NH",,1075,01/04/1990,SBR
65716700,Workshop And Premises,"Luddenden Lane, Luddendenfoot, Halifax, HX2 6NH",,4000,01/04/1990,SBR
65716702,Car Park,"Luddenden Lane, Luddendenfoot, Halifax, HX2 6NH",Luddenden Conservation Society,2700,01/04/2003,DCR MCR
65716703,Public House and Premises,"Kershaw House, Luddenden Lane, Luddendenfoot, Halifax             HX2 6NW",Virtex Marketing Ltd (Company Dissolved 12/05/15),11500,01/04/2014,SBR
65716704,Day Nursery and Premises,"Little Foot Day Nursery, Luddenden Lane, Luddendenfoot, Halifax              HX2 6NW",,12750,20/02/2011,SBR
65716706,Public Conveniences And Premises,"Luddenden Lane, Luddendenfoot, Halifax, HX2 6NH",Chief Environmental Health Officer,3350,01/04/2004,SBR
65728001,Club and Premises,"1 Lydgate, Northowram, Halifax, HX3 7EJ",,3550,01/04/1990,SBR
65728033,Shop and Premises,"33 Lydgate, Northowram, Halifax, HX3 7EJ",,6300,08/10/2011,SBR
65728700,Library And Premises,"Northowram Branch Library, Lydgate, Northowram, Halifax             HX3 7EJ",Calderdale Mbc Leisure Services,12250,01/04/1990,SBR
65728704,Shop and Premises,"18c Lydgate, Northowram, Halifax, HX3 7EJ",Anna's Beauty Centre Ltd,4900,14/07/1997,SBR
65728705,Shop and Premises,"18d Lydgate, Northowram, Halifax, HX3 7EJ",,5200,01/09/2009,SBR
65728706,Shop and Premises,"18e Lydgate, Northowram, Halifax, HX3 7EJ",,4750,06/08/2002,SBR
65728707,Shop and Premises,"18f Lydgate, Northowram, Halifax, HX3 7EJ",,5000,13/06/2013,SBR
65728708,Shop and Premises,"18g Lydgate, Northowram, Halifax, HX3 7EJ",,5500,01/06/2016,SBR
65728709,Shop and Premises,"18A &18B Lydgate, Northowram, Halifax, HX3 7EJ",J L Daynes Ltd,10750,17/03/2013,SBR
65730701,Communication Station and Premises,"Wheatley, Transmitting Station, Ovenden Wood Road, Halifax              HX2 0TL",Arqiva Ltd,9600,01/04/2003,SBR
65732013,Shop and Premises,"13 Manor Drive, Halifax, HX3 0DN",,2700,06/01/2015,SBR
65736002,Shop and Premises,"2 Market Street, Halifax, HX1 1RN",W A Shearings Ltd,19250,02/04/1991,SBR
65736004,Hairdressing Salon and Premises,"4 Market Street, Halifax, HX1 1RN",Salon Save (Halifax) Ltd,19750,01/05/2016,SBR
65736005,Shop and Premises,"5 Market Street, Halifax, HX1 1PB",W H Smith Ltd,153000,01/04/1990,
65736008,Shop and Premises,"8 Market Street, Halifax, HX1 1RN",,22000,02/11/1996,SBR
65736010,Shop and Premises,"10 Market Street, Halifax, HX1 1RN",,31250,01/06/2015,SBR
65736026,Shop and Premises,"26 Market Street, Halifax, HX1 1PD",,15000,02/07/2016,SBR
65736036,Shop and Premises,"36 Market Street, Halifax, HX1 1PB",Eye Wala Ltd,14000,13/11/2013,SBR
65736042,Shop and Premises,"42 Market Street, Halifax, HX1 1PB",Calderdale Mbc Adults Health And Social Care,34500,13/03/2017,
65736703,Shop and Premises,"25 Westgate House, Market Street, Halifax, HX1 1PD",Tesco Stores Ltd,209000,01/04/1990,
65736704,Betting Shop And Premises,"39 Westgate House, Market Street, Halifax, HX1 1PD",William Hill Organization Ltd,25750,02/03/2009,ER
65736706,Shop and Premises,"31 Westgate House, Market Street, Halifax, HX1 1PD",Savers Health & Beauty Plc,34000,22/10/1999,SBR
65736707,Shop and Premises,"35/37 Westgate House, Market Street, Halifax, HX1 1PD",Temple Retail Ltd,55000,04/04/2013,ER
65736709,Shop and Premises,"33 Westgate House, Market Street, Halifax, HX1 1PD",Burton Group Properties Ltd,63500,14/10/1993,
65736712,Offices and Premises,"Rooms 1 & 4 1st Floor, 6 Market Street, Halifax, HX1 1RW",,3250,09/01/1994,SBR
65736718,Offices and Premises,"Room 3, Palatine Chambers, 6 Market Street, Halifax             HX1 1RW","Armitage, Hewitt & Hellowell",1475,17/09/2005,EX
65736720,Public House and Premises,"The Jubilee, 18 Market Street, Halifax, HX1 1PB",Heineken Uk Ltd,14250,25/11/2013,
65736721,Office and Premises,"1/3 Market Street, Halifax, HX1 1RN",Halifax Plc,70000,01/04/1990,
65736722,Shop and Premises,"7/11 Market Street, Halifax, HX1 1PB",Boots Uk Ltd,200000,01/04/1990,
65736723,Shop and Premises,"12/14 Market Street, Halifax, HX1 1PB",Heron Foods Ltd,99500,03/06/2013,
65736724,Shop and Premises,"13/15 Market Street, Halifax, HX1 1PB",Shoe Zone Ltd,81000,11/08/2010,
65736725,Shop and Premises,"17/21 Market Street, Halifax, HX1 1PB",Poundland Ltd,260000,23/09/2010,
65736726,Shop and Premises,"28/30 Market Street, Halifax, HX1 1PB",Smokers D'Lite Ltd,11750,08/07/2014,SBR
65736727,Offices and Premises,"Room 5 1st Floor, 6 Market Street, Halifax, HX1 1RN","Armitage, Hewitt & Hellowell",1275,10/06/2002,EX
65736735,Shop and Premises,"22/24 Market Street, Halifax, HX1 1PB",Max Spielmann Limited,28750,19/12/2008,SBR
65736736,Offices and Premises,"Westgate House, Market Street, Halifax, HX1 1PS",Calderdale Mbc,163000,16/10/2003,
65736737,Shop and Premises,"43/45 Westgate House, Market Street, Halifax, HX1 1PD",Poundland Ltd,90000,05/04/2016,
65736738,Shop and Premises,"Ground Floor, 34 Market Street, Halifax, HX1 1PB",,12000,29/07/2016,SBR
65736739,Offices and Premises,"1ST, 2ND & 3RD Floors, 34 Market Street, Halifax, HX1 1PB",Calderdale Mbc Markets Manager,4750,01/04/2010,EX
65736742,Offices and Premises,"Part 1ST & 2ND Floors, Westgate House, Market Street, Halifax              HX1 1PD",Interserve Integrated Services Ltd,37750,16/11/2011,SBR
65736743,Shop and Premises,"38/40 Market Street, Halifax, HX1 1PB",The Fresh Box & Coffee Bean Ltd,23250,20/01/2013,SBR
65736746,Site Of Atm And Premises,"Atm Site At Tesco, 25 Westgate House, Market Street, Halifax              HX1 1PD",Tesco Personal Finance Ltd,11250,01/04/2010,SBR
65736747,Shop and Premises,"41 Westgate House, Market Street, Halifax, HX1 1PD",Coral Racing Ltd,28750,29/04/2016,SBR
65740701,Communication Station and Premises,"Telecommunications Mast, Site Ref 2166, Marsden Gate, Sowood, Stainland    HX4 9LD",,9800,01/04/1997,SBR
65748030,Workshop And Premises,"30 Marsh Lane, Southowram, Halifax, HX3 9UF",,3900,01/04/1990,SBR
65748700,Workshop And Premises,"Marsh Dene Farm, Marsh Lane, Southowram, Halifax             HX3 9NR",Peter Gradon Ltd,37500,01/04/1990,SBR
65752700,Warehouse And Premises,"Unit 1, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",Adel (C & C) Ltd,12750,01/04/1990,SBR
65752701,Warehouse And Premises,"Unit 10, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",Mark Of Quality Ltd,10750,22/02/2016,SBR
65752702,Warehouse And Premises,"Unit 11/12, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",Cts Ironmongery Ltd,22250,01/04/1990,SBR
65752704,"Warehouse, Showroom and Premises","Unit 13/14, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",Wolseley U.K Ltd,20500,01/04/1990,SBR
