LIABILITY_TYPE,RATEPAYER,Property Address,Billing Address,PROPREF,2010 Rating list value,Rates Payable,LIABILITY_START
C,Setbray Properties Ltd,"Suite 4, 1ST Floor Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD","Suite 1 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",76244723,6800,3202.8,01/06/2012
C,Relate Pennine Keighley & Craven,"Part First Floor, 38 Clare Road, Halifax, HX1 2HX","Basement, Part Ground, Part 1ST Floor,& 2ND Floor, 38 Clare Road, Halifax, HX1 2HX",64584715,1825,859.58,01/09/2011
C,Setbray Properties Ltd,"Suite 2 Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD","Suite 1 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",76244726,6100,2873.1,01/08/2012
I,,"Edwards Road Post Office, Edwards Road, Halifax, HX2 7DL","2 Calder Avenue, Pye Nest, Halifax, HX2 7DL",64472002,6700,3155.7,03/03/2012
C,Halifax Opportunities Trust,"Unit 5, Hansonlane Enterprise Centre, Hanson Lane, Halifax              HX1 5PG","The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",65264777,3500,1648.5,01/12/2011
I,,"Unit 1, Central Joinery Works, Oldham Road, Ripponden           HX6 4DN","44 Spinners Hollow, Ripponden, HX6 4HY",77408718,2500,1177.5,03/08/2012
I,,"Part Ground Floor, Machpelah Works, Machpelah, Hebden Bridge       HX7 8AU",,76356706,820,353.42,02/05/2013
C,Capita S I P Services S W I 0126,"1st, 2nd & 3rd Floors, 14/16 Old Market, Halifax, HX1 1TN","The Property Administrator, Post Completion Team, 141 Castle Street, Salsbury, Wiltshire, SP1 3TB",68140703,8200,3862.2,01/06/2009
C,Warmco Space Heating Ltd,"Unit 14D, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29284721,570,268.47,16/09/2011
C,Warmco Space Heating Ltd,"Unit 14A, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29284722,680,320.28,16/09/2011
C,Warmco Space Heating Ltd,"Unit 14B, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29284723,680,320.28,16/09/2011
C,Warmco Space Heating Ltd,"Unit 14C, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29284724,680,320.28,16/09/2011
C,Warmco Space Heating Ltd,"Unit 15A, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29284725,1275,600.53,01/04/2011
C,Warmco Space Heating Ltd,"Unit 15B, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29284726,1500,706.5,01/04/2011
C,Warmco Space Heating Ltd,"Unit 15C, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29284727,1500,706.5,01/04/2011
C,Warmco Space Heating Ltd,"Unit 15D, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29284728,1500,706.5,01/04/2011
C,Halifax Opportunities Trust,"Units 3 & 10, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG","The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",65264723,6300,2967.3,02/11/2011
C,East Street Arts,"Office B3 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ","Patrick Studios, St Marys Lane, Leeds, LS9 7EH",69360742,3950,1860.45,01/09/2011
C,East Street Arts,"Office B4,B6 & B7 1ST Floor, Croft Myl, West Parade, Halifax              HX1 2EQ","Patrick Studios, St Marys Lane, Leeds, LS9 7EH",69360746,10500,4945.5,01/09/2011
C,East Street Arts,"Office B13 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ","Patrick Studios, St Marys Lane, Leeds, LS9 7EH",69360738,2800,1318.8,01/09/2011
C,East Street Arts,"Office B14 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ","Patrick Studios, St Marys Lane, Leeds, LS9 7EH",69360743,4150,1954.65,01/09/2011
C,East Street Arts,"Office B15 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ","Patrick Studios, St Marys Lane, Leeds, LS9 7EH",69360736,2650,1248.15,01/09/2011
C,Rathbone Training Ltd,"Ground Floor Office, Cellar 28, William Street, Brighouse            HD6 1HR","C/O The Rating Administrator, Storeys Edward Symmons, Higham House, New Bridge Street West, Newcastle Upon Tyne, NE1 8AU",29644028,1200,565.2,23/11/2011
C,Assn Of Islamic Charitable Projects,"Part Ground Floor, Bembridge Park Centre, Francis Street, Halifax              HX1 5JN","Sunniyy Centre, Francis Street, Halifax, HX1 5JY",65104706,4000,1884,10/06/2011
I,,"Unit 10 Victoria Park, Lightowler Road, Halifax, HX1 5ND",,65626709,8000,3768,25/11/2011
C,Thornhill Estates,"Dewsbury Road, Brighouse, HD6 3QB","C/O Savills L & P Ltd, 13-15 Micklegate, York, YO1 6JH",29228700,880,414.48,17/12/2012
I,,"13/15 Bull Green, Halifax, HX1 2EB","103 Cumberland Road, Bradford, BD7 2JP",64436716,8300,3900.7,02/01/2013
C,Ladyship Estates Ltd,"David Beck Stone Yard, Ladyship Mills, Old Lane, Halifax              HX3 5QN","C/O John Crossley Carpets Ltd, Bankfield Works, Haley Hill, Halifax, HX3 6ED",68132743,2025,953.78,01/11/2009
I,,"4 Savile Park Street, Halifax, HX1 3DX","33 Hyde Park, Halifax, HX1 3LB",68476004,2500,1177.5,01/04/2012
C,Halifax Opprtunities Trust Sure Start Project,"Southowram Sure Start, Childrens Centre, Law Lane, Southowram           HX3 9QJ","Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",65592709,7600,3579.6,29/03/2011
C,Trustees Of Whiteleys Engineering,"Former Cottage, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW","Attn Property Management A/C's, C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",77412733,3500,1648.5,07/12/2010
C,Younger Homes (Northern) Ltd,"Mill Royd Street, Brighouse, HD6 1EY","P.O Box 25, Brighouse, HD6 1WR",29424718,5100,2402.1,02/01/2013
I,,"Lane Ends, Wheatley, Halifax, HX2 8TW","27 Lane Ends, Wheatley, Halifax, HX2 8TW",65572700,480,226.08,01/04/2013
C,Bizspace Ltd,"Unit 4D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628853,9100,2853.48,01/08/2013
C,Halifax Opportunities Trust,"Office 28 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",64242725,3700,1599.46,01/05/2013
C,Dean Clough Ltd,"Office Suite E323, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",65784843,5200,1415.84,02/09/2013
C,Dean Clough Ltd,"Unit E.001  E Mill, Dean Clough, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64788854,4000,903.29,08/10/2013
I,,"Unit 1 Harley House Mill, Todmorden, OL14 5JE","Crow Carr Ings Mill, Vale Street, Todmorden, OL14 5HG",78208704,10750,2094.66,01/11/2013
C,Friarshill Ltd,"Part Unit 24, Washer Lane Works, Washer Lane, Halifax              HX2 7DX","C/O Jilco Ltd, 1 Spruce House, Washer Lane, Halifax, HX2 7DR",68296738,1500,706.5,01/04/2013
C,Friarshill Ltd,"Unit 41b Washer Lane Works, Washer Lane, Halifax, HX2 7DX","C/O Jilco Ltd, 1 Spruce House, Washer Lane, Halifax, HX2 7DR",69296701,970,456.87,01/04/2013
C,,"1 Stansfield Road, Todmorden, OL14 5DN",,78444001,2050,611.07,13/08/2013
C,Bleu Properties Ltd,"Sedburgh Road, Halifax, HX3 9HB","Suite 1, Buttershaw Works, Buttershaw Lane, Bradford, BD6 2DD",68520711,10250,1812.06,15/11/2013
C,E.P.I.C Plc,"(Former Ling Leisure), West Park Street, Brighouse, HD6 1DU","Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",29628702,11750,5534.25,23/12/2012
C,Joseph Dobson & Sons Ltd,"32 Northgate, Elland, HX5 0RU","26 Northgate, Elland, West Yorks, HX5 0RU",56180032,6200,2920.2,01/01/2013
C,Calderdale Mbc Markets Manager,"Storeroom 11 Market Hall, Brook Street, Todmorden, OL14 5AJ","19 Albion Street, Halifax, HX1 1DU",78068741,97,45.69,01/02/2013
C,Fossil Stone Ltd [Dissolved],"Fossil Stone, Brookfoot Lane, Brighouse, HD6 2RA","24/26 Mansfield Road, Rotherham, S60 2DT",29112715,5600,2618.54,01/04/2010
C,Y C P D (Shaw Lodge) Limited (In Administration),"Level - 2 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","12th Floor, The Basilica, 2 King Charles Street, Leeds, LS1 6LS",68526701,3500,1648.5,01/08/2012
I,,"51 Towngate, Northowram, Halifax, HX3 7EG","10 Wrose Grove, Shipley, BD18 1AB",69084051,1925,906.68,15/12/2012
C,Marrtree Investments Limited,"327a Queens Road, Halifax, HX1 4PY","The Old Office, The Square, Farnley, Otley, LS21 2QG",68308736,5700,2684.7,01/04/2013
C,Dean Clough Ltd,"Office Suite E328, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64778818,6000,2438.88,21/05/2013
C,Calderdale Mbc Markets Manager,"28 Borough Market, Halifax, HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",64288028,2950,1389.45,01/04/2013
C,Adhan Property Consultants Ltd,"Unit 5, Salford Industrial Estate, Salford, Todmorden           OL14 5BT","Park Bank House, 1st Floor, 52a Preston New Road, Blackburn, BB2 6AH",78408784,2900,681.08,01/10/2013
C,Oakapple Homes [Crossley House] Ltd,"33 Northgate, Halifax, HX1 1UR","Oakapple House, 1 John Charles Way, Leeds, LS12 6QA",68096033,8100,1745.53,16/10/2013
C,Royds Properties Ltd,"Telecommunication Mast H3G, Wellington Mills, Quebec Street, Elland               HX5 9AS","Lea House, Spring Lane, New Mill, Huddersfield, HD9 7EH",56196730,8400,3956.4,28/05/2010
I,,"Unit 9 Church View Offices, Elland Road, Ripponden, HX6 4DB","Chapelfield Mills, Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",77196721,3500,772.31,12/10/2013
C,Friarshill Ltd,"Units 1 & 8, Washer Lane Works, Washer Lane, Halifax             HX2 7DX","C/O Jilco Ltd, 1 Spruce House, Washer Lane, Halifax, HX2 7DR",69296716,7000,3125.38,20/04/2013
C,Friarshill Ltd,"Unit 21/21A, Washer Lane Works, Washer Lane, Halifax              HX2 7DX","C/O Jilco Ltd, 1 Spruce House, Washer Lane, Halifax, HX2 7DR",68296734,1975,930.23,01/04/2013
I,,"260 Gibbet Street, Halifax, HX1 4LT","47 Great Horton Road, Bradford, BD7 1AZ",65164850,2000,1295.25,11/11/2011
C,Dean Clough Ltd,"Office Suite D232, Dean Clough Office Park, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64788731,1250,588.75,05/12/2011
I,,"The Pump House, Broad Hollin Farm, Hollins Lane, Ripponden           HX6 4LE","Broad Hollin Farm, Hollin Lane, Ripponden, Sowerby Bridge, HX6 4LH",77102700,1250,588.75,02/12/2011
C,Draincraft Ltd,"1 Wellington Arcade, Briggate, Brighouse, HD6 1DN","41 Walsing Road, Enfield, Middlesex, EN2 6EY",29624001,12000,5652,06/12/2011
C,Warmco Space Heating Ltd,"Unit 202 Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29420725,680,320.28,01/04/2011
C,Warmco Space Heating Ltd,"Unit 203A Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29420729,930,438.03,01/04/2011
C,Warmco Space Heating Ltd,"Unit 302 Third Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29420726,1600,753.6,01/04/2011
C,Warmco Space Heating Ltd,"Unit 301 Third Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29420727,1175,553.43,01/04/2011
C,Warmco Space Heating Ltd,"Unit 201 Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29420728,1025,482.78,01/04/2011
C,Warmco Space Heating Ltd,"Unit 203C Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29420722,450,211.95,01/04/2011
C,Warmco Space Heating Ltd,"Unit 203D Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29420723,450,211.95,01/04/2011
C,Warmco Space Heating Ltd,"Unit 203B Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29420724,135,63.59,01/04/2011
I,,"69 Burnley Road, Todmorden, OL14 7BS","2 Little Clegg Road, Littleborough, Lancs, OL15 0EA",78076069,2025,953.78,03/01/2012
C,Forget Me Not Childrens Hospice,"3 Hardcastle House, Valley Road, Hebden Bridge, HX7 7BB","Russell House, Fellgreave Road, Huddersfield, HD2 1HH",76552736,4500,2119.5,06/01/2012
C,Iredale Investments Ltd,"Park Row, Brighouse, HD6 1AB","Aire Street, Huddersfield Road, Brighouse, HD6 3RB",29456705,5800,2731.8,25/12/2011
C,Cromwell Industries Ltd,"Office No. T01, 1ST Floor Cromwell House, Elland Road, Brighouse            HD6 2RG","Cromwell House, Elland Road, Brighouse, HD6 2RG",29236740,1075,506.33,01/12/2011
C,Dean Clough Ltd,"Office Suite D172, Dean Clough Office Park, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64788760,1350,635.85,01/02/2012
I,,"Adj Lobb Stables, Halifax Road, Todmorden, OL14 5QN","Bank Side Farm, Haugh Road, Todmordon, OL14 6BU",78192779,1125,226.47,27/10/2013
I,,"Bankfoot House, Bankfoot, Hebden Bridge, HX7 6BS","Vine Cottage, Osborne Street, Hebden Bridge, HX7 8BE",76024701,2600,637.46,23/09/2013
C,H & C Whitehead Ltd,"Unit A Prospect Works, Bradford Road, Bailiff Bridge, Brighouse            HD6 4DJ","Prospect Works, Bradford Road, Bailiff Bridge, Brighouse, HD6 4DJ",29084808,7700,1808.38,01/10/2013
C,Kino & Co,"Unit 1.06, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344985,690,216.36,01/08/2013
C,Kino & Co,"Unit 1.09/1.10, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344981,1225,384.12,01/08/2013
C,Kino & Co,"Unit 1.01, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344983,970,304.17,01/08/2013
C,Kino & Co,"Unit 1.04/1.05, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344984,890,279.08,01/08/2013
C,Kino & Co,"Unit 1.07, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344986,630,197.54,01/08/2013
C,Lionel D Levine & Co,"15 Market Street, Hebden Bridge, HX7 6EU","Cypress Point, 15 Leylands Road, Leeds, LS2 7LB",76360015,8200,1925.81,01/10/2013
I,,"Part 1ST & 2ND Floor, 30 Prescott Street, Halifax, HX1 2LG","Whiteshaw Barn, Long Causeway, Denholme, Bradford, BD13 4NE",68280030,5400,975.55,12/11/2013
I,,"85 Stainland Road, Greetland, Halifax, HX4 8BD","87 Stainland Road, Greetland, Halifax, HX4 8BD",68772085,2850,676.69,29/09/2013
C,Owram Estates Ltd,"Unit 2, Upper Bonegate, Brighouse, HD6 1RT","Robin Hood Works, Wakefield Rd, Brighouse, HD6 1PG",29592700,8000,1558.82,01/11/2013
C,Kino & Co,"Unit Hm 21/22, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344979,5800,1818.71,01/08/2013
I,,"Adj Lockwoods Carpets, Halifax Road, Elland, HX5 0SH","Polyframe Trade Ltd, Mile Thorn Works, Gibbbet Street, Halifax, HX1 4JR",56116715,2650,441.12,23/11/2013
I,,"Ground & Part 1ST Floor, 30 Prescott Street, Halifax, HX1 2LG","Whiteshaw Barn, Long Causeway, Denholme, Bradford, BD13 4NE",68280736,5700,1029.74,12/11/2013
I,,"202 King Cross Road, Halifax, HX1 3JP","53 Kensington Road, Halifax, HX3 0HY",65516202,6400,1899.48,14/08/2013
C,Frank Marshall Estates Ltd,"Unit 13, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","C/O Eddisons, Pennine House, Russell Street, Leeds, LS1 5RN",29084837,11250,1756.57,01/12/2013
C,Blackshaw Holdings Ltd,"Unit 6 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ","St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",29084797,8600,1220.73,12/12/2013
I,,"The Rush Cart Inn, Towngate, Sowerby, Sowerby Bridge      HX6 1JJ","Crib Farm, Luddendenfoot, Halifax, HX2 6JJ",77604701,7750,1030.07,19/12/2013
I,,"142 Queens Road, Halifax, HX1 3XY","130 Sandhall Lane, Halifax, HX2 0DH",68308142,4450,585.72,20/12/2013
C,Thornber Chicks Ltd,"Unit 8B, Topland Country Business Pk, Cragg Road, Hebden Bridge        HX7 5RU","C/O Delta Western Ltd, The Courtyard, 75a Odsal Road, Wibsey, Bradford, BD6 1PN",76156721,3700,429.71,01/01/2014
C,E.P.I.C Plc,"28 Bridge Gate, Hebden Bridge, HX7 8EX","Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",76060028,3000,348.41,01/01/2014
I,,"Unit 1, 2 Albert Street, Halifax, HX1 5NW","47 Hanson Lane, Halifax, HX1 5NX",64044710,9200,1899.48,23/10/2013
C,Retech Recycling Ltd,"Unit 29 Empire Works, Watkinson Road, Halifax, HX3 6SG","The Old Foundry, Reflecting Roadstuds Ltd, Mill Lane, Boothtown, HX3 6TR",69312735,7500,2651.8,01/07/2013
C,Dean Clough Ltd,"Office Suite G442, G Mill, Dean Clough, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64778793,7600,990.52,21/12/2013
C,Binns & Sons (Greetland) Ltd,"Office 1/2 Second Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE","Brian Royd Mills, Saddleworth Road, Greetland, Halifax, HX4 8NF",64873714,7600,784.57,11/01/2014
I,,"First Floor 1& 3, 16 Church Lane, Brighouse, HD6 1AT","Old Haugh End, Haugh End Lane, Sowerby Bridge, HX6 3BJ",29156724,3200,495.52,02/12/2013
I,,"2ND Floor, 41A Crown Street, Halifax, HX1 1JB","94c Central Parade, Herne Bay, Kent, CT6 5JJ",64756745,5500,738.12,18/12/2013
C,Himmat Ltd,"Office 6 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","34/36 Hanson Lane, Halifax, HX1 5NX",64242757,2200,1036.2,01/12/2011
C,Units To Let [Northern] Ltd,"Unit 7 (1st Floor), Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",77340719,620,292.02,01/02/2012
C,Edgar Dickinson Properties Ltd,"Unit 81 (Part Ground Floor), Bowers Mill, Branch Road, Barkisland          HX4 0AD","Walker Singleton, Property House, Lister Lane, Halifax, HX1 5DR",64344724,2025,953.78,01/02/2012
C,S D H Holdings,"Unit 10, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS","Unit 13 Sdh Industrial Est, West Street, Sowerby Bridge, HX6 3BT",77648734,960,376.59,01/06/2013
C,Lordgates Ltd,"Punch Bowl Inn, 389 Huddersfield Road, Halifax, HX3 9LJ","Raines House, Denby Dale Road, Wakefield, WF1 1HL",65412706,4750,1078.78,07/10/2013
I,,"Opp 4/8 Bridge End, Brighouse, HD6 3DH","688 Bradford Road, Huddersfield, HD2 2JY",29092711,670,263.69,31/05/2013
I,,"2 Bridge End, Brighouse, HD6 3DH","688 Bradford Road, Huddersfield, HD2 2JY",29092002,1825,718.27,31/05/2013
C,Dean Clough Ltd,"Office Suite E 129, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64788810,5300,670.24,24/12/2013
C,Calderdale Mbc,"76 Rustic, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252789,6200,472.03,01/02/2014
I,,"Ground Floor, 16 Church Lane, Brighouse, HD6 1AT","Old Haugh End, Haugh End Lane, Sowerby Bridge, HX6 3BJ",29156719,7200,1114.92,02/12/2013
C,Bizspace Ltd,"Unit 11, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628826,9600,1659.98,18/11/2013
I,,"83 Northgate, Halifax, HX1 1XF","C/O 3 & 5 King Street, Brighouse, HD6 1NX",68096083,11500,875.54,01/02/2014
C,Avocet Hardware (Uk) Limited,"Nissen Hut No.1, Brookfoot Mills, Elland Road, Brighouse           HD6 2RW","Brookfoot Mills, Elland Road, Brighouse, HD6 2RW",29236727,2650,201.76,01/02/2014
C,John Crossley & Sons Ltd,"Unit B32, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN","Bankfield Works, Haley Hill, Halifax, HX3 6ED",68132741,2325,777.05,16/07/2013
