ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No
ROCHDALE BOROUGH COUNCIL,11/07/2016,ECONOMY DIRECTORATE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,514.65,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,ECONOMY DIRECTORATE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,514.65,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,524.94,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,ECONOMY DIRECTORATE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,530.3,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,533.06,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,533.06,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,ECONOMY DIRECTORATE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,545.03,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,556.13,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,586.35,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,593.48,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,593.48,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,600.66,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,614.18,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,641.59,CAPITAL SALARIES,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,642.68,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,654.26,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,654.9,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,654.9,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,659.71,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,659.71,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,690.69,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,715.9,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,715.95,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,ECONOMY DIRECTORATE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,720.13,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,780.78,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,810.8,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,821.04,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,832.14,CAPITAL SALARIES,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,832.15,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,845.83,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,866.46,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,883.9,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,902.41,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,959.43,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,978.89,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,980.48,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,989.99,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,1006.21,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,1023.07,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,1023.07,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,1034.13,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,1034.13,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,1034.13,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,1034.15,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,1034.15,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,1034.15,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,1468.7,CAPITAL SALARIES,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,1503.72,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,11/07/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,11/07/2016,3271.25,AGENCY STAFF,V001028112
ROCHDALE BOROUGH COUNCIL,15/07/2016,EARLY HELP AND SCHOOLS,BEVAN BRITTAN LLP,15/07/2016,1246.78,CONSULTANTS FEES,V001028117
ROCHDALE BOROUGH COUNCIL,14/07/2016,PUBLIC HEALTH,DISCLOSURE & BARRING SERVICE,14/07/2016,3608,CRB CHECKS - LICENSING,V001028118
ROCHDALE BOROUGH COUNCIL,21/07/2016,PHYSICAL DIS & OLDER PEOPLE,JPK PLUMBING & HEATING LTD,21/07/2016,563,HEATING,V001028124
ROCHDALE BOROUGH COUNCIL,11/07/2016,EARLY HELP AND SCHOOLS,OVER THE BREAK,11/07/2016,1020,EQUIPMENT - GENERAL,V001028127
ROCHDALE BOROUGH COUNCIL,20/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE HOUSING INITIATIVE,20/07/2016,3437.56,CONDITION SURVEYS,V001028129
ROCHDALE BOROUGH COUNCIL,15/07/2016,FINANCE SERVICES,PAKFLATT UK LTD,15/07/2016,504,ELECTION MATERIALS,V001028131
ROCHDALE BOROUGH COUNCIL,15/07/2016,EARLY HELP AND SCHOOLS,GABLES UK LTD,15/07/2016,57438.9,IMPROVEMENTS-MODERNISATION,V001028142
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,TEACRATE PLC,12/07/2016,1056,PROPERTY - WORKS ELEMENT,V001028301
ROCHDALE BOROUGH COUNCIL,15/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,TEACRATE PLC,15/07/2016,598.4,PROPERTY - WORKS ELEMENT,V001028303
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,CAR 2000 HEYWOOD LLP,12/07/2016,702,TAXI HIRE,V001028308
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,CAR 2000 HEYWOOD LLP,12/07/2016,670,TAXI HIRE,V001028309
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,CAR 2000 HEYWOOD LLP,12/07/2016,1638,TAXI HIRE,V001028310
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,CAR 2000 HEYWOOD LLP,12/07/2016,1598,TAXI HIRE,V001028311
ROCHDALE BOROUGH COUNCIL,15/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,IMPERATIVE ENERGY,15/07/2016,10827.96,PROPERTY - WORKS ELEMENT,V001028313
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,CAR 2000 HEYWOOD LLP,12/07/2016,900,TAXI HIRE,V001028314
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,H BELL & SONS ROCHDALE LTD,12/07/2016,1361.87,PROPERTY - WORKS ELEMENT,V001028316
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,12/07/2016,2160,TAXI HIRE,V001028317
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,12/07/2016,2280,TAXI HIRE,V001028317
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,12/07/2016,2280,TAXI HIRE,V001028317
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,12/07/2016,2280,TAXI HIRE,V001028317
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,12/07/2016,2280,TAXI HIRE,V001028317
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,12/07/2016,2280,TAXI HIRE,V001028317
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,12/07/2016,2432,TAXI HIRE,V001028317
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,12/07/2016,960,TAXI HIRE,V001028318
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,12/07/2016,1440,TAXI HIRE,V001028318
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,12/07/2016,1800,TAXI HIRE,V001028318
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,DALE INDUSTRIAL SERVICES LIMITED,12/07/2016,2160,TAXI HIRE,V001028318
ROCHDALE BOROUGH COUNCIL,14/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,H A BURROW,14/07/2016,516,TAXI HIRE,V001028319
ROCHDALE BOROUGH COUNCIL,14/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,H A BURROW,14/07/2016,756,TAXI HIRE,V001028320
ROCHDALE BOROUGH COUNCIL,12/07/2016,FINANCE SERVICES,LAVAT CONSULTING LIMITED,12/07/2016,2880,ADVICE/SUPPORT,V001028321
ROCHDALE BOROUGH COUNCIL,12/07/2016,FINANCE SERVICES,LAVAT CONSULTING LIMITED,12/07/2016,1350,ADVICE/SUPPORT,V001028322
ROCHDALE BOROUGH COUNCIL,12/07/2016,FINANCE SERVICES,TOPMARK CLAIMS MANAGEMENT LTD IMPREST,12/07/2016,49328.94,TRANSACTIONS-EXPENDITURE,V001028323
ROCHDALE BOROUGH COUNCIL,15/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,DOBSON UK LTD,15/07/2016,985,EQUIPMENT - GENERAL,V001028327
ROCHDALE BOROUGH COUNCIL,15/07/2016,PHYSICAL DIS & OLDER PEOPLE,TUNSTALL HEALTHCARE (UK) LTD,15/07/2016,750,EQUIPMENT - GENERAL,V001028330
ROCHDALE BOROUGH COUNCIL,14/07/2016,ECONOMY DIRECTORATE,H2O FLOWTECH LTD,14/07/2016,661.4,REPAIRS & ALTS OF BUILDINGS,V001028333
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,LITTLEBOROUGH PRIVATE HIRE,12/07/2016,545,TAXI HIRE,V001028342
ROCHDALE BOROUGH COUNCIL,12/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,MILNROW CARS,12/07/2016,787.5,TAXI HIRE,V001028353
ROCHDALE BOROUGH COUNCIL,12/07/2016,EARLY HELP AND SCHOOLS,VISION FOR EDUCATION LIMITED,12/07/2016,800,OTHER EST - SEN PROVISION,V001028356
ROCHDALE BOROUGH COUNCIL,14/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,14/07/2016,555,TAXI HIRE,V001028358
ROCHDALE BOROUGH COUNCIL,14/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,14/07/2016,600,TAXI HIRE,V001028358
ROCHDALE BOROUGH COUNCIL,20/07/2016,ECONOMY DIRECTORATE,CANT DANCE CAN,20/07/2016,940,ACTIVITIES,V001028359
ROCHDALE BOROUGH COUNCIL,15/07/2016,ECONOMY AND ENVIRONMENT,EMO OIL LIMITED,15/07/2016,25023.6,TRANSACTIONS-EXPENDITURE,V001028361
ROCHDALE BOROUGH COUNCIL,14/07/2016,FINANCE SERVICES,DISCLOSURE & BARRING SERVICE,14/07/2016,5790,TRANSACTIONS-EXPENDITURE,V001028363
ROCHDALE BOROUGH COUNCIL,12/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,12/07/2016,920.91,SHORT TERM CARE - RESIDENTIAL,V001028378
ROCHDALE BOROUGH COUNCIL,12/07/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,12/07/2016,2578.56,SHORT TERM CARE - RESIDENTIAL,V001028379
ROCHDALE BOROUGH COUNCIL,12/07/2016,PHYSICAL DIS & OLDER PEOPLE,WATERSIDE LODGE R H,12/07/2016,3375.36,ASSESSMENT CARE,V001028380
ROCHDALE BOROUGH COUNCIL,21/07/2016,PUBLIC HEALTH,OSBORNE RICHARDSON,21/07/2016,694.5,ACTIVITIES,V001028394
ROCHDALE BOROUGH COUNCIL,13/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE AND BURY BRIDLEWAYS ASSOCIATION,13/07/2016,1920,ACTIVITIES,V001028417
ROCHDALE BOROUGH COUNCIL,20/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,SSI SCHAEFER LIMITED,20/07/2016,12407.4,PURCHASE OF OTHER EQUIPMENT,V001028449
ROCHDALE BOROUGH COUNCIL,29/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,CIVICA UK LIMITED,29/07/2016,2450,IT MAINTENANCE,V001028454
ROCHDALE BOROUGH COUNCIL,22/07/2016,ECONOMY DIRECTORATE,JAMBOREE ARTS,22/07/2016,3275,ACTIVITIES,V001028456
ROCHDALE BOROUGH COUNCIL,13/07/2016,CHILDREN’S SOCIAL CARE,EMMA MCBRIDE,13/07/2016,786,CONSULTANT FEES,V001028458
ROCHDALE BOROUGH COUNCIL,22/07/2016,PROPERTY AND HIGHWAYS,J COONEY LTD,22/07/2016,2932.8,IMPROVEMENTS-MODERNISATION,V001028470
ROCHDALE BOROUGH COUNCIL,22/07/2016,PHYSICAL DIS & OLDER PEOPLE,D W TAYLOR & SON,22/07/2016,1200,TRANSACTIONS-EXPENDITURE,V001028480
ROCHDALE BOROUGH COUNCIL,22/07/2016,PHYSICAL DIS & OLDER PEOPLE,D W TAYLOR & SON,22/07/2016,3060,TRANSACTIONS-EXPENDITURE,V001028480
ROCHDALE BOROUGH COUNCIL,20/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,FAILSWORTH TRAINING SERVICES LTD,20/07/2016,864.5,EQUIPMENT - GENERAL,V001028481
ROCHDALE BOROUGH COUNCIL,20/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,FAILSWORTH TRAINING SERVICES LTD,20/07/2016,864.5,EQUIPMENT - GENERAL,V001028483
ROCHDALE BOROUGH COUNCIL,20/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,FAILSWORTH TRAINING SERVICES LTD,20/07/2016,864.5,EQUIPMENT - GENERAL,V001028484
ROCHDALE BOROUGH COUNCIL,14/07/2016,PHYSICAL DIS & OLDER PEOPLE,MICK TAYLOR LIMITED,14/07/2016,1900,TRANSACTIONS-EXPENDITURE,V001028485
ROCHDALE BOROUGH COUNCIL,14/07/2016,PHYSICAL DIS & OLDER PEOPLE,MICK TAYLOR LIMITED,14/07/2016,2420,TRANSACTIONS-EXPENDITURE,V001028485
ROCHDALE BOROUGH COUNCIL,15/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,15/07/2016,1140,CAPITAL SALARIES,V001028495
ROCHDALE BOROUGH COUNCIL,13/07/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13/07/2016,2081,DIRECT PAYMENTS,V001028503
ROCHDALE BOROUGH COUNCIL,15/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,15/07/2016,1050,CAPITAL SALARIES,V001028505
ROCHDALE BOROUGH COUNCIL,15/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,15/07/2016,2450,CAPITAL SALARIES,V001028505
ROCHDALE BOROUGH COUNCIL,14/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,14/07/2016,1140,CAPITAL SALARIES,V001028506
ROCHDALE BOROUGH COUNCIL,15/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,15/07/2016,2000,CAPITAL SALARIES,V001028507
ROCHDALE BOROUGH COUNCIL,15/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,15/07/2016,1300,CAPITAL SALARIES,V001028518
ROCHDALE BOROUGH COUNCIL,15/07/2016,FINANCE SERVICES,TRINITY MIRROR PUBLISHING LTD,15/07/2016,849.94,ADVERTISING -STAFF,V001028520
ROCHDALE BOROUGH COUNCIL,15/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,15/07/2016,1750,CAPITAL SALARIES,V001028521
ROCHDALE BOROUGH COUNCIL,13/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,OPTEVIA LTD,13/07/2016,1060.37,PURCHASE OF ICT SOFTWARE,V001028531
ROCHDALE BOROUGH COUNCIL,15/07/2016,ECONOMY AND ENVIRONMENT,PITNEY BOWES POSTAGE BY PHONE,15/07/2016,10000,TRANSACTIONS-EXPENDITURE,V001028544
ROCHDALE BOROUGH COUNCIL,15/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,ROCHDALE AND DISTRICT DISABLED ACTION GRP,15/07/2016,6775,GRANTS TO THE VOLUNTARY SECTOR,V001028545
ROCHDALE BOROUGH COUNCIL,15/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,STEPPING STONE PROJECT ROCHDALE LTD,15/07/2016,13000,CONTRACTED SERVICES,V001028546
ROCHDALE BOROUGH COUNCIL,15/07/2016,ECONOMY DIRECTORATE,GMCA,15/07/2016,1475329.6,PASSENGER TRANSPORT LEVY,V001028547
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE GROUP LIMITED,13/07/2016,12985.68,HOME CARE - ADULT SERVICES,V001028548
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,CALDERDALE HOMECARE LIMITED,13/07/2016,7471.66,HOME CARE - ADULT SERVICES,V001028549
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,CARE 4 U,13/07/2016,9064.41,HOME CARE - ADULT SERVICES,V001028550
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,CAREWATCH CARE SERVICES LTD,13/07/2016,4377.66,HOME CARE - ADULT SERVICES,V001028551
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,13/07/2016,4599.17,HOME CARE - ADULT SERVICES,V001028552
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,13/07/2016,12234.71,HOME CARE - ADULT SERVICES,V001028553
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,13/07/2016,2703.3,HOME CARE - ADULT SERVICES,V001028554
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,13/07/2016,3179.29,HOME CARE - ADULT SERVICES,V001028555
ROCHDALE BOROUGH COUNCIL,13/07/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13/07/2016,594,DAY CARE,V001028556
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,13/07/2016,2549.89,ASSESSMENT CARE,V001028558
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,13/07/2016,2210.19,SHORT TERM CARE - RESIDENTIAL,V001028559
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,13/07/2016,2578.56,SHORT TERM CARE - RESIDENTIAL,V001028560
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,13/07/2016,2654.1,ASSESSMENT CARE,V001028561
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,13/07/2016,859.52,ASSESSMENT CARE,V001028562
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,13/07/2016,2654.1,SHORT TERM CARE - RESIDENTIAL,V001028564
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,13/07/2016,2578.56,SHORT TERM CARE - RESIDENTIAL,V001028565
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,13/07/2016,2578.56,SHORT TERM CARE - RESIDENTIAL,V001028568
ROCHDALE BOROUGH COUNCIL,13/07/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/07/2016,2578.56,ASSESSMENT CARE,V001028569
ROCHDALE BOROUGH COUNCIL,13/07/2016,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,13/07/2016,920.91,SHORT TERM CARE - RESIDENTIAL,V001028574
ROCHDALE BOROUGH COUNCIL,15/07/2016,NEIGHBOURHOODS AND ENVIRONMENT,PROFILE SECURITY SERVICES LIMITED,15/07/2016,9187.45,SECURITY,V001028605
ROCHDALE BOROUGH COUNCIL,13/07/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,13/07/2016,614.84,RENT ALLOWS-PRIVATE TENANTS ST,V001028616
ROCHDALE BOROUGH COUNCIL,13/07/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,13/07/2016,1767.02,RENT ALLOWS-PRIVATE TENANTS ST,V001028623
ROCHDALE BOROUGH COUNCIL,13/07/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,13/07/2016,1620.3,RENT ALLOWS-PRIVATE TENANTS ST,V001028634
