Body,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale BC,10/02/2014,ROCHDALE TOWN CENTRE MANAGEMENT CO,Financial Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE MANAGEMENT GR,"£10,480.50"
Rochdale BC,04/02/2014,ROCHEMONT LIMITED,Financial Services,ECONOMY AND ENVIRONMENT,PIF DRAKE ST. IMPS 200K 10/11,"£5,000.00"
Rochdale BC,11/02/2014,ROLY POLEYS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£660.00
Rochdale BC,24/02/2014,ROOFSCAPE NW LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,LOWERPLACE ROOF REPLACEMENT,"£21,632.10"
Rochdale BC,26/02/2014,ROSS CARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,"£8,752.48"
Rochdale BC,05/02/2014,ROSS CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£14,147.55"
Rochdale BC,25/02/2014,ROSS CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£11,240.30"
Rochdale BC,17/02/2014,ROSSENDALE SCHOOL PRIORY,Financial Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£5,596.71"
Rochdale BC,25/02/2014,ROTHWELL PROMOTIONAL GIFTS LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,COMMUNITY CHAMPION,"£3,530.25"
Rochdale BC,05/02/2014,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE SERVICES,TECHNICAL SUPPORT,"£1,097.25"
Rochdale BC,19/02/2014,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE SERVICES,TECHNICAL SUPPORT,"£1,080.52"
Rochdale BC,05/02/2014,ROYTON MINIBUSES LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£2,400.00"
Rochdale BC,27/02/2014,S P TRAVEL,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,380.00"
Rochdale BC,13/02/2014,S T HEATINGS SERVICES LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,MATTHEW MOSS YOUTH CENTRE,£822.68
Rochdale BC,24/02/2014,S T HEATINGS SERVICES LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,MIDDLETON PUBLIC LIBRARY,£795.83
Rochdale BC,24/02/2014,S T HEATINGS SERVICES LTD,Building Construction Materials,ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,"£1,116.17"
Rochdale BC,20/02/2014,SAFE RECORDS MANAGEMENT LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,ERDMS - REVENUE,"£3,249.70"
Rochdale BC,15/02/2014,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES COMMISSIONING,"£10,714.30"
Rochdale BC,13/02/2014,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,PROPERTY AND HIGHWAYS,SPOTLAND LIBRARY,£716.48
Rochdale BC,11/02/2014,SANDBROOK CC NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£605.00
Rochdale BC,11/02/2014,SCAMPS PRE-SCHOOL PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£660.00
Rochdale BC,14/02/2014,SCOPED SOLUTIONS LIMITED,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,CUSTOMER SERVICES SYSTEMS,"£3,600.00"
Rochdale BC,05/02/2014,SECTOR TREASURY SERVICES LTD,Financial Services,FINANCE SERVICES,CENTRAL FINANCE  SYSTEMS AND ADMIN,"£3,750.00"
Rochdale BC,11/02/2014,SEEROS PRIVATE DAY NURSURY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£715.00
Rochdale BC,01/02/2014,SHINING STARS SWIMMING SCHEME,Arts & Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£4,037.50"
Rochdale BC,01/02/2014,SILVAPOWER LTD,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£1,235.04"
Rochdale BC,01/02/2014,SKYLIGHT CIRCUS ARTS,Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,£852.50
Rochdale BC,07/02/2014,SMARTLOGIC SEMAPHONE LIMITED,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£2,000.00"
Rochdale BC,25/02/2014,SMITHYBRIDGE PRIMARY SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,LOOKED AFTER CHILDREN PUPIL PREMIUM,"£1,800.00"
Rochdale BC,12/02/2014,SMW ARCHITECTS,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,"£5,750.00"
Rochdale BC,17/02/2014,SMW ARCHITECTS,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,"£9,000.00"
Rochdale BC,04/02/2014,SOCIAL CARE SERVICES LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£9,145.00"
Rochdale BC,07/02/2014,SOLON SECURITY LIMITED,Education,CUSTOMERS & CORPORATE SERVICES,BURGLARY REDUCTION SCHEME,£530.50
Rochdale BC,12/02/2014,SOLON SECURITY LIMITED,Education,CUSTOMERS & CORPORATE SERVICES,BURGLARY REDUCTION SCHEME,"£1,431.49"
Rochdale BC,05/02/2014,SOLON SECURITY LIMITED,Education,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES OPER'L & CONT'Y BUDGET,"£1,770.00"
Rochdale BC,07/02/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£2,160.00"
Rochdale BC,07/02/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£37,220.50"
Rochdale BC,14/02/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£2,728.26"
Rochdale BC,14/02/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£1,818.84"
Rochdale BC,20/02/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£2,484.00"
Rochdale BC,17/02/2014,SPOTLAND COMMUNITY ASSOCIATION LTD,Financial Services,CUSTOMERS & CORPORATE SERVICES,SPOTLAND COMMUNITY CENTRE,"£7,475.00"
Rochdale BC,17/02/2014,SPOTLAND COMMUNITY ASSOCIATION LTD,Financial Services,CUSTOMERS & CORPORATE SERVICES,SPOTLAND COMMUNITY CENTRE,"£7,475.00"
Rochdale BC,11/02/2014,SPRING WILLOWS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£715.00
Rochdale BC,17/02/2014,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"£14,815.68"
Rochdale BC,21/02/2014,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"£14,815.68"
Rochdale BC,21/02/2014,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,WHEEL BINS,"£14,815.68"
Rochdale BC,25/02/2014,ST ANNES ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,LOOKED AFTER CHILDREN PUPIL PREMIUM,£900.00
Rochdale BC,11/02/2014,ST JOSEPHS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£605.00
Rochdale BC,10/02/2014,ST VINCENTS HOUSING ASSOCIATION,Housing Management,ECONOMY AND ENVIRONMENT,GENERAL CLEARANCE,"£1,156.64"
Rochdale BC,10/02/2014,ST VINCENTS HOUSING ASSOCIATION,Housing Management,ECONOMY AND ENVIRONMENT,GENERAL CLEARANCE,"£1,176.93"
Rochdale BC,04/02/2014,ST VINCENTS HOUSING ASSOCIATION,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,£548.73
Rochdale BC,04/02/2014,ST VINCENTS HOUSING ASSOCIATION,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,£563.76
Rochdale BC,27/02/2014,ST VINCENTS HOUSING ASSOCIATION,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,£563.76
Rochdale BC,27/02/2014,ST VINCENTS HOUSING ASSOCIATION,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,£731.64
Rochdale BC,05/02/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,824.00"
Rochdale BC,05/02/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,798.00"
Rochdale BC,11/02/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,843.00"
Rochdale BC,17/02/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,066.00"
Rochdale BC,17/02/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,757.00"
Rochdale BC,17/02/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,536.00"
Rochdale BC,17/02/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,327.00"
Rochdale BC,19/02/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£850.00
Rochdale BC,19/02/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£850.00
Rochdale BC,19/02/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£850.00
Rochdale BC,19/02/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£850.00
Rochdale BC,19/02/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£850.00
Rochdale BC,19/02/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£850.00
Rochdale BC,19/02/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£850.00
Rochdale BC,19/02/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£850.00
Rochdale BC,24/02/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£850.00
Rochdale BC,25/02/2014,STEPPING STONE PROJECT ROCHDALE LTD,Financial Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£75,000.00"
Rochdale BC,17/02/2014,STEPPING STONES SERVICES LTD,Arts & Leisure Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£1,348.50"
Rochdale BC,17/02/2014,STEPPING STONES SERVICES LTD,Arts & Leisure Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£1,334.00"
Rochdale BC,17/02/2014,STEPPING STONES SERVICES LTD,Arts & Leisure Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£1,319.50"
Rochdale BC,17/02/2014,STEPPING STONES SERVICES LTD,Arts & Leisure Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£3,903.79"
Rochdale BC,17/02/2014,STEPPING STONES SERVICES LTD,Arts & Leisure Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£4,684.50"
Rochdale BC,14/02/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"£1,500.00"
Rochdale BC,14/02/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,£900.00
Rochdale BC,20/02/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"£1,500.00"
Rochdale BC,28/02/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£1,200.00"
Rochdale BC,26/02/2014,STOCKPORT METROPOLITAN BOROUGH COUNCIL,Public Bodies,FINANCE SERVICES,HSG BEN & CNCIL TAX SUPPORT ASSESSMENTS,"£15,000.00"
Rochdale BC,13/02/2014,SUNSHINE CARE ROCHDALE CIC,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£521.71
Rochdale BC,17/02/2014,SUNSHINE CARE ROCHDALE CIC,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£521.71
Rochdale BC,11/02/2014,SUPERTOTS DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£605.00
Rochdale BC,14/02/2014,SUPPLIES TEAM LIMITED,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,ICT PRINTING,£573.60
Rochdale BC,17/02/2014,SWALEC,Utilities,ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,"£3,529.73"
Rochdale BC,12/02/2014,SWIFT SECURITY PRODUCTS LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,CAR PARKS  GENERAL,£750.00
Rochdale BC,25/02/2014,SYMBOLS WORLDWIDE,Education,EARLY HELP AND SCHOOLS,EQUALITIES TEAM RESOURCES,"£3,132.94"
Rochdale BC,13/02/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,PROPERTY AND HIGHWAYS,BALDERSTONE LIBRARY,£550.00
Rochdale BC,13/02/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,PROPERTY AND HIGHWAYS,BELFIELD LIBRARY,£650.00
Rochdale BC,13/02/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,PROPERTY AND HIGHWAYS,CASTLETON COMMUNITY CENTRE,£550.00
Rochdale BC,13/02/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,PROPERTY AND HIGHWAYS,CORPORATE LANDLORD GENERAL,"£1,970.00"
Rochdale BC,13/02/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,PROPERTY AND HIGHWAYS,CORPORATE LANDLORD GENERAL,£700.00
Rochdale BC,13/02/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,PROPERTY AND HIGHWAYS,FASHION CORNER,£550.00
Rochdale BC,13/02/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,PROPERTY AND HIGHWAYS,HOLLINGWORTH LAKE GENERAL,£550.00
Rochdale BC,13/02/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,ECONOMY AND ENVIRONMENT,LEOPOLD COURT,"£2,291.20"
Rochdale BC,13/02/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,PROPERTY AND HIGHWAYS,LITTLEBOROUGH LIBRARY,£550.00
Rochdale BC,13/02/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,PROPERTY AND HIGHWAYS,MIDDLETON LIBRARY,£550.00
Rochdale BC,13/02/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,PROPERTY AND HIGHWAYS,NEWBOLD CHILDRENS CENTRE,£550.00
Rochdale BC,13/02/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,PROPERTY AND HIGHWAYS,SCHOOLS SLA 12/13,£550.00
Rochdale BC,04/02/2014,SYSTEMS LINK 2000 LIMITED,Facilities & Management Services,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"£1,385.00"
Rochdale BC,01/02/2014,T CUBED LTD,Consultancy,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"£1,030.00"
Rochdale BC,28/02/2014,TAMESIDE MBC,Public Bodies,FINANCE CONTROL,NON DISTRIBUTED COSTS,"£87,733.34"
Rochdale BC,18/02/2014,TAYLOR & STOTT LTD                   (S),"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,£860.00
Rochdale BC,10/02/2014,TAYLOR & STOTT LTD                   (S),"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,MERCURY ABATEMENT,£734.60
Rochdale BC,10/02/2014,TAYLOR AND DE WITT,Financial Services,ECONOMY AND ENVIRONMENT,REG LIC  GENERAL,£515.05
Rochdale BC,11/02/2014,THE 3R PROJECT CIC,Financial Services,ECONOMY AND ENVIRONMENT,SKILLS OUTREACH,"£4,680.00"
Rochdale BC,11/02/2014,THE 3R PROJECT CIC,Financial Services,ECONOMY AND ENVIRONMENT,SKILLS OUTREACH,"£2,220.00"
Rochdale BC,28/02/2014,THE ASSOCIATION OF ELECTORAL ADMIN,Financial Services,CUSTOMERS & CORPORATE SERVICES,ELECTIONS GENERAL,"£1,390.00"
Rochdale BC,17/02/2014,THE BOND BOARD LIMITED,Housing Management,ECONOMY AND ENVIRONMENT,BOND BOARD,"£12,500.00"
Rochdale BC,17/02/2014,THE BOND BOARD LIMITED,Housing Management,ECONOMY AND ENVIRONMENT,RENT GUARANTEE SCHEME,"£17,500.00"
Rochdale BC,01/02/2014,THE DEPAUL TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOT MANAGEMENT,"£2,240.00"
Rochdale BC,27/02/2014,THE ENERGY SAVERS LTD,Vehicle Management,EARLY HELP AND SCHOOLS,SALIX LOANS TO SCHOOLS,"£1,367.00"
Rochdale BC,25/02/2014,THE HAY GROUP MANAGEMENT LTD,Consultancy,FINANCE SERVICES,CHIEF EXECUTIVE EXPENSES,"£49,856.71"
Rochdale BC,07/02/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,961.57"
Rochdale BC,14/02/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,732.99"
Rochdale BC,27/02/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,638.39"
Rochdale BC,01/02/2014,THE NATIONAL AUTISTIC SOCIETY,Human Resources,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£3,186.67"
Rochdale BC,20/02/2014,THE NATIONAL AUTISTIC SOCIETY,Human Resources,LEARNING DIS & MENTAL HEALTH,LD FORUM - SUPPORTED LIVING,"£1,778.06"
Rochdale BC,18/02/2014,THE OPEN UNIVERSITY,Public Bodies,CUSTOMERS & CORPORATE SERVICES,RENAISSANCE,£755.00
Rochdale BC,24/02/2014,THE PARAMOUNT GROUP,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,000.00"
Rochdale BC,05/02/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY OCCUPATIONAL THERAPY &HANDLING,"£6,808.50"
Rochdale BC,05/02/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£11,637.96"
Rochdale BC,01/02/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,PUBLIC HEALTH,OBESITY COMMISSIONING,"£140,043.00"
Rochdale BC,17/02/2014,THE SANCTUARY TRUST,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,SANCTUARY TRUST,"£6,500.00"
Rochdale BC,11/02/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,181.02"
Rochdale BC,11/02/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,402.67"
Rochdale BC,11/02/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,185.67"
Rochdale BC,11/02/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,742.73"
Rochdale BC,11/02/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£11,067.00"
Rochdale BC,17/02/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£10,611.44"
Rochdale BC,17/02/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN NON MAINTAINED,"£19,119.78"
Rochdale BC,17/02/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN NON MAINTAINED,"£8,631.94"
Rochdale BC,17/02/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN NON MAINTAINED,"£13,319.32"
Rochdale BC,17/02/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN NON MAINTAINED,"£10,636.22"
Rochdale BC,01/02/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£2,458.33"
Rochdale BC,17/02/2014,THE UNIVERSITY OF SALFORD,Human Resources,CHILDREN’S SOCIAL CARE,ASYE - DFE,£550.00
Rochdale BC,01/02/2014,THE WOODSIDE MEDICAL CENTRE,Healthcare,CUSTOMERS & CORPORATE SERVICES,LOCAL ENHANCED SERVICES - LES,"£2,987.75"
Rochdale BC,13/02/2014,THOMAS FATTORINI LIMITED,Clothing,ECONOMY AND ENVIRONMENT,MAYORAL SUPPORT,£688.44
Rochdale BC,10/02/2014,THOMAS KERSHAW BUILDERS LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,CASTLETON ROOF REPLMT TO KS2 BLDG & CRDS,"£17,347.82"
Rochdale BC,18/02/2014,THOMSON REUTERS,Legal Services,CUSTOMERS & CORPORATE SERVICES,LEGAL SERVICES,"£11,448.00"
Rochdale BC,14/02/2014,THUS,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£4,324.03"
Rochdale BC,01/02/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,600.00"
Rochdale BC,01/02/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£2,000.00"
Rochdale BC,11/02/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,200.00"
Rochdale BC,11/02/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£2,000.00"
Rochdale BC,17/02/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£2,000.00"
Rochdale BC,24/02/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£2,000.00"
Rochdale BC,27/02/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,600.00"
Rochdale BC,27/02/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,600.00"
Rochdale BC,27/02/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,600.00"
Rochdale BC,19/02/2014,TINKLER SOLICITORS CLIENT ACCOUNT,Legal Services,CUSTOMERS & CORPORATE SERVICES,LAND CHARGES,"£41,762.10"
Rochdale BC,26/02/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£1,274.70"
Rochdale BC,26/02/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£1,274.70"
Rochdale BC,01/02/2014,TOMAX BUILDING SERVICES LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,REFURB OF RDALE CEMETERY LODGE (1&2),"£49,338.42"
Rochdale BC,26/02/2014,TOTAL PHYSIOTHERAPY LIMITED,Healthcare,FINANCE SERVICES,BLUE BADGES,£750.00
Rochdale BC,11/02/2014,TOTS JUNCTION,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£660.00
Rochdale BC,18/02/2014,TRAKM8 LIMITED,Vehicle Management,ECONOMY AND ENVIRONMENT,EMS TRANSFORMATION PROJECT PHASE 1 REV,"£1,836.00"
Rochdale BC,05/02/2014,TRANSFORM LIVES COMPANY,Education,ECONOMY AND ENVIRONMENT,SKILLS OUTREACH,"£18,400.00"
Rochdale BC,17/02/2014,TRANSITIONAL PLUS CARE COMM INT CO LTD,Financial Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£19,360.00"
Rochdale BC,19/02/2014,TRANSPORT FOR GREATER MANCHESTER,Financial Services,PROPERTY AND HIGHWAYS,Metrolink,"£24,086.00"
Rochdale BC,06/02/2014,TRANSPORT FOR GREATER MANCHESTER,Financial Services,ECONOMY AND ENVIRONMENT,SMITH ST & DRAKE ST PAVING & LIGHTING,"£38,604.18"
