organisation id,Effective Date,Service,Supplier Name,Date Paid,Net Amount (£),Purpose,Transaction ID
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,828.9,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,828.9,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,832.13,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,834.35,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,878.46,CAPITAL SALARIES,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,LEARNING DIS & MENTAL HEALTH,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,881.4,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,919.47,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,948.36,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,LEARNING DIS & MENTAL HEALTH,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,984.23,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1022.3,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,EARLY HELP AND SCHOOLS,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1022.31,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,EARLY HELP AND SCHOOLS,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1022.31,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1022.31,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1022.31,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,LEARNING DIS & MENTAL HEALTH,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1087.06,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,LEARNING DIS & MENTAL HEALTH,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1087.06,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,LEARNING DIS & MENTAL HEALTH,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1087.06,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,LEARNING DIS & MENTAL HEALTH,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1087.06,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1096.29,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1207.32,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1256.15,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1256.15,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1256.15,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1256.15,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1256.15,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1256.15,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1256.15,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1309.5,CAPITAL SALARIES,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1335.37,CAPITAL SALARIES,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1429.29,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1597.3,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,1925.85,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,2104.42,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,CUSTOMERS & CORPORATE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,2146.98,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,17/07/2015,3271.25,AGENCY STAFF,V000921810
ROCHDALE BOROUGH COUNCIL,17/07/2015,PHYSICAL DIS & OLDER PEOPLE,HERITAGE HOMECARE SERVICES LTD,17/07/2015,2239.49,HOME CARE - ADULT SERVICES,V000921772
ROCHDALE BOROUGH COUNCIL,17/07/2015,PHYSICAL DIS & OLDER PEOPLE,HG CARE SERVICES LIMITED,17/07/2015,5387.26,HOME CARE - ADULT SERVICES,V000921773
ROCHDALE BOROUGH COUNCIL,17/07/2015,EARLY HELP AND SCHOOLS,HIGHBURY SCHOOL,17/07/2015,1200,COSTS MET BY SCHOOL,V000921802
ROCHDALE BOROUGH COUNCIL,17/07/2015,PHYSICAL DIS & OLDER PEOPLE,HOMECARE SERVICES,17/07/2015,811.3,HOME CARE - ADULT SERVICES,V000921774
ROCHDALE BOROUGH COUNCIL,17/07/2015,PHYSICAL DIS & OLDER PEOPLE,HOMECARE SUPPORT,17/07/2015,3423.17,HOME CARE - ADULT SERVICES,V000921771
ROCHDALE BOROUGH COUNCIL,17/07/2015,PHYSICAL DIS & OLDER PEOPLE,HOMECARE4U LTD,17/07/2015,1146.31,HOME CARE - ADULT SERVICES,V000921775
ROCHDALE BOROUGH COUNCIL,17/07/2015,ECONOMY AND ENVIRONMENT,HRR SOLUTIONS,17/07/2015,1787.5,SECURING AND BOARDING UP,V000920279
ROCHDALE BOROUGH COUNCIL,17/07/2015,PUBLIC HEALTH,INTERNET PHARMACY LTD,17/07/2015,719.03,PH LCS PAYMENTS,V000921632
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,J MARLAND DECORATORS,17/07/2015,598,FURNITURE - GENERAL,V000921733
ROCHDALE BOROUGH COUNCIL,17/07/2015,EARLY HELP AND SCHOOLS,KEYS CHILDCARE,17/07/2015,1950,OTHER LA`S - SEN PROVISION,V000921665
ROCHDALE BOROUGH COUNCIL,17/07/2015,EARLY HELP AND SCHOOLS,KEYS CHILDCARE,17/07/2015,2400,OTHER LA`S - SEN PROVISION,V000921664
ROCHDALE BOROUGH COUNCIL,17/07/2015,EARLY HELP AND SCHOOLS,KEYS CHILDCARE,17/07/2015,2400,OTHER EST - SEN PROVISION,V000921666
ROCHDALE BOROUGH COUNCIL,17/07/2015,EARLY HELP AND SCHOOLS,MATTHEW MOSS HIGH SCHOOL,17/07/2015,17845.45,COSTS MET BY SCHOOL,V000921658
ROCHDALE BOROUGH COUNCIL,17/07/2015,EARLY HELP AND SCHOOLS,MATTHEW MOSS HIGH SCHOOL,17/07/2015,17845.45,COSTS MET BY SCHOOL,V000921660
ROCHDALE BOROUGH COUNCIL,17/07/2015,EARLY HELP AND SCHOOLS,MATTHEW MOSS HIGH SCHOOL,17/07/2015,17845.46,COSTS MET BY SCHOOL,V000921659
ROCHDALE BOROUGH COUNCIL,17/07/2015,EARLY HELP AND SCHOOLS,MATTHEW MOSS HIGH SCHOOL,17/07/2015,17845.46,COSTS MET BY SCHOOL,V000921661
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,MISS MAGDALEN M CASE,17/07/2015,1926,PROFESSIONAL FEES,V000921717
ROCHDALE BOROUGH COUNCIL,17/07/2015,ECONOMY AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,17/07/2015,3089.55,EQUIPMENT - GENERAL,V000919724
ROCHDALE BOROUGH COUNCIL,17/07/2015,EARLY HELP AND SCHOOLS,POSITIVE STEPS,17/07/2015,44100,EXTERNALLY MANAGED FUNDS,V000913071
ROCHDALE BOROUGH COUNCIL,17/07/2015,PHYSICAL DIS & OLDER PEOPLE,PREMIER CARE,17/07/2015,6134.18,HOME CARE - ADULT SERVICES,V000921777
ROCHDALE BOROUGH COUNCIL,17/07/2015,ECONOMY AND ENVIRONMENT,RALPH LIVESEY,17/07/2015,739.44,PROVISIONS,V000921640
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,500,YOUNG PEOPLES RENTS,V000921519
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,500,FOSTER PARENTS BASIC ALLOWANCE,V000921230
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,510,FOSTER PARENTS BASIC ALLOWANCE,V000921542
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,523.38,SUBSIDISED ADOPTERS PMTS,V000921278
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921278
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921426
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921464
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921400
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921235
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921227
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921227
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921223
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921427
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921437
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921272
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921291
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,525.16,FOSTER PARENTS BASIC ALLOWANCE,V000921240
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,531.8,SUBSIDISED ADOPTERS PMTS,V000921241
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,532.14,FOSTER PARENTS BASIC ALLOWANCE,V000921450
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,532.14,FOSTER PARENTS BASIC ALLOWANCE,V000921231
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,532.14,FOSTER PARENTS BASIC ALLOWANCE,V000921392
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,532.14,FOSTER PARENTS BASIC ALLOWANCE,V000921229
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,532.14,FOSTER PARENTS BASIC ALLOWANCE,V000921484
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,532.14,FOSTER PARENTS BASIC ALLOWANCE,V000921411
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,532.14,FOSTER PARENTS BASIC ALLOWANCE,V000921474
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,543.98,FOSTER PARENTS BASIC ALLOWANCE,V000921300
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,544.49,SUBSIDISED ADOPTERS PMTS,V000921662
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,550.18,SUBSIDISED ADOPTERS PMTS,V000921410
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,550.18,SUBSIDISED ADOPTERS PMTS,V000921410
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,550.9,ALLOWANCES,V000921309
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,550.9,ALLOWANCES,V000921229
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,558.18,SUBSIDISED ADOPTERS PMTS,V000921257
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921378
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921226
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921327
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921435
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921430
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921417
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921523
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921287
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,SUBSIDISED ADOPTERS PMTS,V000921442
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921442
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921262
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921345
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921419
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921429
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921339
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921277
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921386
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921267
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921348
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921247
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921404
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921445
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921337
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,572.4,FOSTER PARENTS BASIC ALLOWANCE,V000921259
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,604.96,FOSTER PARENTS BASIC ALLOWANCE,V000921246
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,604.96,FOSTER PARENTS BASIC ALLOWANCE,V000921272
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921536
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921341
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921418
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921465
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921352
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921426
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921403
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921236
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921492
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921388
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921350
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921244
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921400
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921387
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921434
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921407
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921452
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,SUBSIDISED ADOPTERS PMTS,V000921338
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921502
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921293
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921285
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921233
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921427
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921437
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921402
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921401
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,608.62,FOSTER PARENTS BASIC ALLOWANCE,V000921513
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,612,SUBSIDISED ADOPTERS PMTS,V000921425
ROCHDALE BOROUGH COUNCIL,17/07/2015,CHILDREN’S SOCIAL CARE,REDACTED-PERSONAL DATA,17/07/2015,612,SUBSIDISED ADOPTERS PMTS,V000921425
