ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT £,PURPOSE,TRANSACTION NO
ROCHDALE BOROUGH COUNCIL,17/03/2017,LEARNING DIS & MENTAL HEALTH,ST MARKS CARE CENTRE,17/03/2017,2600.00 ,RESIDENTIAL LONG TERM,V001106163
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,17/03/2017,609.96 ,RESIDENTIAL LONG TERM,V001106164
ROCHDALE BOROUGH COUNCIL,17/03/2017,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,17/03/2017,859.52 ,NURSING LONG TERM,V001106166
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/03/2017,-598.12 ,RESIDENTIAL LONG TERM,V001106170
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/03/2017,-598.12 ,RESIDENTIAL LONG TERM,V001106171
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/03/2017,-598.12 ,RESIDENTIAL LONG TERM,V001106172
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,17/03/2017,-598.12 ,RESIDENTIAL LONG TERM,V001106173
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,17/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001106174
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,17/03/2017,553.28 ,RESIDENTIAL LONG TERM,V001106178
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,17/03/2017,547.96 ,RESIDENTIAL LONG TERM,V001106179
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,17/03/2017,859.52 ,NURSING LONG TERM,V001106180
ROCHDALE BOROUGH COUNCIL,17/03/2017,LEARNING DIS & MENTAL HEALTH,ELDERCARE LANCS LIMITED,17/03/2017,526.71 ,RESIDENTIAL LONG TERM,V001106181
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,17/03/2017,551.50 ,RESIDENTIAL LONG TERM,V001106182
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,17/03/2017,678.60 ,NURSING LONG TERM,V001106190
ROCHDALE BOROUGH COUNCIL,17/03/2017,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,17/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001106194
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,17/03/2017,859.52 ,ASSESSMENT CARE,V001106196
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,17/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001106197
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,17/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001106198
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,17/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001106204
ROCHDALE BOROUGH COUNCIL,17/03/2017,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,17/03/2017,884.70 ,RESIDENTIAL LONG TERM,V001106206
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,17/03/2017,884.70 ,RESIDENTIAL LONG TERM,V001106207
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,17/03/2017,575.26 ,RESIDENTIAL LONG TERM,V001106208
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,17/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001106213
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/03/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001106214
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ABBOTSFORD NURSING HOME,17/03/2017,717.43 ,ASSESSMENT CARE,V001106216
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ABBOTSFORD NURSING HOME,17/03/2017,837.00 ,ASSESSMENT CARE,V001106217
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ABBOTSFORD NURSING HOME,17/03/2017,837.00 ,ASSESSMENT CARE,V001106218
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ABBOTSFORD NURSING HOME,17/03/2017,717.43 ,RESIDENTIAL LONG TERM,V001106220
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ABBOTSFORD NURSING HOME,17/03/2017,837.00 ,RESIDENTIAL LONG TERM,V001106221
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ABBOTSFORD NURSING HOME,17/03/2017,837.00 ,RESIDENTIAL LONG TERM,V001106222
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,17/03/2017,519.36 ,RESIDENTIAL LONG TERM,V001106227
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/03/2017,553.95 ,RESIDENTIAL LONG TERM,V001106228
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/03/2017,705.02 ,RESIDENTIAL LONG TERM,V001106229
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/03/2017,705.02 ,RESIDENTIAL LONG TERM,V001106230
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/03/2017,539.82 ,RESIDENTIAL LONG TERM,V001106231
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,17/03/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001106232
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,17/03/2017,675.34 ,ASSESSMENT CARE,V001106233
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,17/03/2017,859.52 ,ASSESSMENT CARE,V001106234
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,17/03/2017,859.52 ,ASSESSMENT CARE,V001106235
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,17/03/2017,613.94 ,SHORT TERM CARE - RESIDENTIAL,V001106237
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,17/03/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001106238
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,17/03/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001106239
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/03/2017,675.34 ,ASSESSMENT CARE,V001106241
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,17/03/2017,859.52 ,ASSESSMENT CARE,V001106242
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,17/03/2017,736.73 ,SHORT TERM CARE - RESIDENTIAL,V001106246
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,17/03/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001106247
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,17/03/2017,569.42 ,RESIDENTIAL LONG TERM,V001106248
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,17/03/2017,552.55 ,SHORT TERM CARE - RESIDENTIAL,V001106251
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,17/03/2017,859.52 ,SHORT TERM CARE - RESIDENTIAL,V001106252
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,17/03/2017,598.12 ,RESIDENTIAL LONG TERM,V001106254
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,17/03/2017,859.52 ,ASSESSMENT CARE,V001106256
ROCHDALE BOROUGH COUNCIL,17/03/2017,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,17/03/2017,613.94 ,ASSESSMENT CARE,V001106257
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE GROUP LIMITED,16/03/2017,11344.98 ,HOME CARE - ADULT SERVICES,V001106260
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,CALDERDALE HOMECARE LIMITED,16/03/2017,6468.29 ,HOME CARE - ADULT SERVICES,V001106261
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,CARE 4 U,16/03/2017,6171.41 ,HOME CARE - ADULT SERVICES,V001106262
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,CAREWATCH CARE SERVICES LTD,16/03/2017,3804.86 ,HOME CARE - ADULT SERVICES,V001106263
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,16/03/2017,3274.25 ,HOME CARE - ADULT SERVICES,V001106264
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,16/03/2017,9015.78 ,HOME CARE - ADULT SERVICES,V001106265
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,16/03/2017,3082.02 ,HOME CARE - ADULT SERVICES,V001106266
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,16/03/2017,2757.93 ,HOME CARE - ADULT SERVICES,V001106267
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,DIRECT HEALTH UK LTD,16/03/2017,4888.67 ,HOME CARE - ADULT SERVICES,V001106268
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,GRACE LIVE IN CARERS,16/03/2017,2266.74 ,HOME CARE - ADULT SERVICES,V001106269
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,HOMECARE SUPPORT,16/03/2017,3913.20 ,HOME CARE - ADULT SERVICES,V001106270
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,HG CARE SERVICES LIMITED,16/03/2017,3680.16 ,HOME CARE - ADULT SERVICES,V001106271
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,HOMECARE4U LTD,16/03/2017,6542.28 ,HOME CARE - ADULT SERVICES,V001106272
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,NEWMARK CARE LTD,16/03/2017,2022.64 ,HOME CARE - ADULT SERVICES,V001106273
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,PREMIER CARE LTD,16/03/2017,12550.03 ,HOME CARE - ADULT SERVICES,V001106274
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,SEVACARE,16/03/2017,12401.59 ,HOME CARE - ADULT SERVICES,V001106276
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,SUNSHINE CARE CO-OP,16/03/2017,3241.98 ,HOME CARE - ADULT SERVICES,V001106277
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,CARE 4 U,16/03/2017,659.41 ,HOME CARE - ADULT SERVICES,V001106287
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,HOMECARE4U LTD,16/03/2017,693.16 ,HOME CARE - ADULT SERVICES,V001106291
ROCHDALE BOROUGH COUNCIL,16/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,16/03/2017,830.00 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001106292
ROCHDALE BOROUGH COUNCIL,16/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,16/03/2017,-2513.50 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,16/03/2017,-1921.11 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,16/03/2017,-1869.80 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,16/03/2017,-1360.15 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,16/03/2017,-681.08 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,EARLY HELP AND SCHOOLS,BRITISH GAS,16/03/2017,523.46 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,ECONOMY DIRECTORATE,BRITISH GAS,16/03/2017,525.43 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,16/03/2017,588.77 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,ECONOMY DIRECTORATE,BRITISH GAS,16/03/2017,633.95 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,ECONOMY DIRECTORATE,BRITISH GAS,16/03/2017,645.23 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,ECONOMY DIRECTORATE,BRITISH GAS,16/03/2017,781.71 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,ECONOMY DIRECTORATE,BRITISH GAS,16/03/2017,886.71 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,ECONOMY DIRECTORATE,BRITISH GAS,16/03/2017,1091.98 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,BRITISH GAS,16/03/2017,1464.90 ,ELECTRICITY,V001106295
ROCHDALE BOROUGH COUNCIL,16/03/2017,PHYSICAL DIS & OLDER PEOPLE,HG CARE SERVICES LIMITED,16/03/2017,650.70 ,HOME CARE - ADULT SERVICES,V001106297
ROCHDALE BOROUGH COUNCIL,28/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,AEBI SCHMIDT UK LIMITED,28/03/2017,620.54 ,VEHICLE MAINTENANCE,V001106304
ROCHDALE BOROUGH COUNCIL,17/03/2017,FINANCE SERVICES,NORTHGATE PUBLIC SERVICES (UK) LTD,17/03/2017,951.49 ,EXTERNAL CONTRACTED PRINTING,V001106306
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,CORONA ENERGY RETAIL 4 LIMITED,17/03/2017,743.35 ,GAS,V001106307
ROCHDALE BOROUGH COUNCIL,17/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,17/03/2017,627.80 ,TAXI HIRE,V001106312
ROCHDALE BOROUGH COUNCIL,17/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,17/03/2017,653.47 ,TAXI HIRE,V001106312
ROCHDALE BOROUGH COUNCIL,17/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,17/03/2017,680.00 ,TAXI HIRE,V001106312
ROCHDALE BOROUGH COUNCIL,17/03/2017,NEIGHBOURHOODS AND ENVIRONMENT,J AND S TRAVEL,17/03/2017,687.20 ,TAXI HIRE,V001106312
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1298.36 ,DIRECT PAYMENTS,V001106314
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1411.64 ,DIRECT PAYMENTS,V001106315
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,783.14 ,DIRECT PAYMENTS,V001106316
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1269.12 ,DIRECT PAYMENTS,V001106318
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1507.38 ,DIRECT PAYMENTS,V001106319
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1417.16 ,DIRECT PAYMENTS,V001106320
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,4456.96 ,DIRECT PAYMENTS,V001106321
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1449.25 ,DIRECT PAYMENTS,V001106322
ROCHDALE BOROUGH COUNCIL,17/03/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,17/03/2017,1543.82 ,DIRECT PAYMENTS,V001106323
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,2955.03 ,DIRECT PAYMENTS,V001106324
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,865.40 ,HOME CARE - CHILDRENS SERVICES,V001106325
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1529.37 ,DIRECT PAYMENTS,V001106326
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1401.93 ,DIRECT PAYMENTS,V001106327
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1039.19 ,DIRECT PAYMENTS,V001106328
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,610.00 ,HOME CARE - CHILDRENS SERVICES,V001106330
ROCHDALE BOROUGH COUNCIL,17/03/2017,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,17/03/2017,8198.11 ,DIRECT PAYMENTS,V001106331
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1887.14 ,DIRECT PAYMENTS,V001106332
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1515.25 ,DIRECT PAYMENTS,V001106333
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1202.99 ,DIRECT PAYMENTS,V001106334
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,2523.37 ,DIRECT PAYMENTS,V001106335
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1269.12 ,DIRECT PAYMENTS,V001106336
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1603.75 ,DIRECT PAYMENTS,V001106337
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1272.79 ,DIRECT PAYMENTS,V001106338
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,2181.30 ,DIRECT PAYMENTS,V001106339
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1839.23 ,DIRECT PAYMENTS,V001106341
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1411.64 ,DIRECT PAYMENTS,V001106342
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1269.12 ,DIRECT PAYMENTS,V001106343
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1155.09 ,DIRECT PAYMENTS,V001106344
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,553.54 ,DIRECT PAYMENTS,V001106345
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1061.54 ,DIRECT PAYMENTS,V001106346
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1155.09 ,DIRECT PAYMENTS,V001106347
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,30015.00 ,DIRECT PAYMENTS,V001106348
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,701.68 ,DIRECT PAYMENTS,V001106349
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1301.68 ,DIRECT PAYMENTS,V001106350
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1301.68 ,DIRECT PAYMENTS,V001106351
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1041.07 ,DIRECT PAYMENTS,V001106352
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1041.07 ,DIRECT PAYMENTS,V001106353
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,938.08 ,DIRECT PAYMENTS,V001106354
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,798.28 ,DIRECT PAYMENTS,V001106355
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1383.14 ,DIRECT PAYMENTS,V001106356
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,2227.69 ,DIRECT PAYMENTS,V001106357
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,3851.58 ,DIRECT PAYMENTS,V001106358
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1041.07 ,DIRECT PAYMENTS,V001106359
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1647.35 ,DIRECT PAYMENTS,V001106360
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1041.07 ,DIRECT PAYMENTS,V001106361
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1879.16 ,DIRECT PAYMENTS,V001106362
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1051.29 ,DIRECT PAYMENTS,V001106363
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1347.28 ,HOME CARE - CHILDRENS SERVICES,V001106364
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1051.29 ,DIRECT PAYMENTS,V001106365
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1041.07 ,DIRECT PAYMENTS,V001106366
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1976.04 ,DIRECT PAYMENTS,V001106367
ROCHDALE BOROUGH COUNCIL,17/03/2017,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17/03/2017,1051.29 ,DIRECT PAYMENTS,V001106368
