Body name,Body,Service label,Service division label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05493,18143.37 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05494,10642.11 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05495,3144.22 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05496,11621.51 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05497,8564.12 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05498,68817.88 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05499,8004.83 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05500,4891.29 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05501,15010.35 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05502,15730.33 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Supplies and services,Bought In Professional Services,277,10/12/2010,1012-05503,18433.12 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Children - Commissioning and Social Work,Third party payments,Section 17,551,15/12/2010,1012-05504,899.72 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Other Childrens and Families Services,Third party payments,Rent,552,15/12/2010,1012-05505,807.24 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Other Childrens and Families Services,Third party payments,Rent,552,22/12/2010,1012-05506,556.24 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Third party payments,Payments To Voluntary Organisations,561,31/12/2010,1012-05507,30613.00 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Supplies and services,Bought In Professional Services,277,31/12/2010,1012-05508,19704.04 ,R,LEEDS HOUSING CONCERN
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Libraries Arts and Heritage,Supplies and services,Non-Recurring Grants,227,30/12/2010,1012-05509,10000.00 ,R,LEEDS INTERNATIONAL PIANOFORTE
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Other Adult Services,Supplies and services,Recurring & Major Grantss Projects,229,31/12/2010,1012-05510,17879.50 ,R,Leeds Involving People
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Regeneration,Supplies and services,Well Being Small Grants Projects,228,29/12/2010,1012-05511,500.00 ,R,LEEDS IRISH ARTS FOUNDATION
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting People - Block Subsidy,513,08/12/2010,1012-05512,21902.40 ,R,LEEDS IRISH HEALTH & HOMES
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Supplies and services,Recurring & Major Grantss Projects,229,31/12/2010,1012-05513,9402.25 ,R,LEEDS IRISH HEALTH & HOMES
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting People - Block Subsidy,513,08/12/2010,1012-05514,6643.29 ,R,LEEDS JEWISH CARE SERVICES
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting Ppl - Block Gross Chargeable,514,08/12/2010,1012-05515,1208.32 ,R,LEEDS JEWISH HOUSING ASSOCIATION LIMITED
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Housing Needs,Third party payments,Supporting People - Block Subsidy,513,08/12/2010,1012-05516,7569.25 ,R,LEEDS JEWISH HOUSING ASSOCIATION LIMITED
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,10/12/2010,1012-05517,9343.28 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Home Care,568,16/12/2010,1012-05518,670.51 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Home Care,568,16/12/2010,1012-05519,435.00 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Home Care,568,16/12/2010,1012-05520,944.40 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Home Care,568,16/12/2010,1012-05521,739.40 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Adoptions - Allowances,560,16/12/2010,1012-05522,913.36 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,16/12/2010,1012-05523,16350.74 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People under 65 P/Dis,Third party payments,Residential,580,22/12/2010,1012-05524,3526.76 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,22/12/2010,1012-05525,6855.40 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Home Care,568,29/12/2010,1012-05526,456.68 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Home Care,568,29/12/2010,1012-05527,518.26 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Home Care,568,29/12/2010,1012-05528,944.40 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Home Care,568,29/12/2010,1012-05529,543.50 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Payments To Voluntary Organisations,561,31/12/2010,1012-05530,8957.25 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Payments To Voluntary Organisations,561,31/12/2010,1012-05531,7748.00 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Payments To Voluntary Organisations,561,31/12/2010,1012-05532,16176.00 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Home Care,568,31/12/2010,1012-05533,59849.00 ,R,LEEDS JEWISH WELFARE BOARD
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Economic Development,Supplies and services,City Centre Enhancement,295,02/12/2010,1012-05534,1817.00 ,R,Leeds Joinery Limited
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Supplies and services,Teaching Furniture & Equipment,207,23/12/2010,1012-05535,2071.00 ,R,LEEDS LAW LEAGUE
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Youth Justice,Capital,OTHER COSTS,7,01/12/2010,1012-05536,46582.71 ,C,Leeds LEP Ltd
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Libraries Arts and Heritage,Supplies and services,Other Hired And Contracted Services,265,10/12/2010,1012-05537,1000.00 ,R,LEEDS LIEDER+
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,17/12/2010,1012-05538,4269.04 ,R,Leeds Mencap Ltd
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Third party payments,Services Rendered By Other Organisations,511,17/12/2010,1012-05539,1751.23 ,R,LEEDS MENORAH SCHOOL
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Social Services Support Services,Employees,Exam Grants - Health and Safety,071,03/11/2010,1012-05540,3460.00 ,R,leeds metro university
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Social Services Support Services,Employees,Examination Grants,071,03/11/2010,1012-05541,1350.00 ,R,leeds metro university
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Employees,Examination Grants,071,03/11/2010,1012-05542,1140.00 ,R,leeds metro university
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Regeneration,Supplies and services,Other hired & contracted services,265,03/11/2010,1012-05543,1165.00 ,R,leeds metro university
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Streetscene Environmental Services,Employees,Examination Grants,071,03/11/2010,1012-05544,1495.00 ,R,leeds metro university
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Corporate Governance,Employees,Tuition & Course Fees - external seminars,073,29/11/2010,1012-05545,1500.12 ,R,leeds metropolitan unive
Aire Valley Homes Leeds ,http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Employees,Tuition & Course Fees,073,01/12/2010,1012-05546,1249.20 ,R,LEEDS METROPOLITAN UNIVERSITY
Aire Valley Homes Leeds ,http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Employees,Tuition & Course Fees,073,01/12/2010,1012-05547,1250.25 ,R,LEEDS METROPOLITAN UNIVERSITY
Aire Valley Homes Leeds ,http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Employees,Tuition & Course Fees,073,01/12/2010,1012-05548,1250.25 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Recreation,Supplies and services,Other Hired And Contracted Services,265,02/12/2010,1012-05549,6446.00 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Employees,Best Value Training,070,02/12/2010,1012-05550,779.76 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Human Resources,Employees,Training Costs,071,03/12/2010,1012-05551,1400.00 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Hra,Employees,Tuition & Course Fees,073,06/12/2010,1012-05552,1124.28 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Hra,Employees,Tuition & Course Fees,073,06/12/2010,1012-05553,975.00 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Hra,Employees,Tuition & Course Fees,073,06/12/2010,1012-05554,1041.00 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Hra,Employees,Tuition & Course Fees,073,06/12/2010,1012-05555,975.00 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Hra,Employees,Tuition & Course Fees,073,06/12/2010,1012-05556,1000.20 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Social Services Support Services,Employees,Tuition & Course Fees,073,07/12/2010,1012-05557,600.00 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Social Services Support Services,Employees,Central Training,079,07/12/2010,1012-05558,800.00 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Employees,Best Value Training,070,08/12/2010,1012-05559,1250.25 ,R,LEEDS METROPOLITAN UNIVERSITY
West North West Homes Leeds,http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,Corporate Services,Employees,Tuition & Course Fees,073,09/12/2010,1012-05560,556.00 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Human Resources,Employees,Tuition & Course Fees,073,09/12/2010,1012-05561,1400.00 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Highways,Employees,Training Costs,071,10/12/2010,1012-05562,1500.30 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Central & Corporate Functions,Human Resources,Employees,Training Costs,071,10/12/2010,1012-05563,1400.00 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Children's Services,Early Years Service,Third party payments,Services Rendered By Colleges,504,14/12/2010,1012-05564,2000.00 ,R,LEEDS METROPOLITAN UNIVERSITY
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,City Development,Support Services,Employees,Training Costs,071,14/12/2010,1012-05565,1242.00 ,R,LEEDS METROPOLITAN UNIVERSITY
