"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C2","29258","36333","Business Management and Improvement","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF1","24615","32703","Army","30.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","C2","29258","36333","HR support officer","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","E2","15623","18815","Administrative Support","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","Skill Zone 2","16482","18010","Storekeeper","5.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1596792","E2","15623","18815","Service HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071252","Skill Zone 2","16482","18010","Driving","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C2","29258","36333","Business Risk Management","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF1","24615","32703","RAF","17.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","C2","29258","36333","Programme support officer","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OF2","37916","45090","Logistics Management","9.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","Skill Zone 3","18010","22150","Storekeeper","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1596792","E2","15623","18815","Site Estate","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071292","OF1","24615","32703","Military","6.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C2","29258","36333","Decision Support","7.00","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF2","37916","45090","Army","71.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","C2","29258","36333","Review Support Officer","6.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OF3","47760","57200","Logistics Management","22.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","OF3","47760","57200","Project support officer","14.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1596792","E2","15623","18815","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071292","OF2","37916","45090","Military","69.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C2","29258","36333","Direct Military Support","5.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF2","37916","45090","RAF","44.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","E1","18370","22124","HR Officer","16.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OF3 (RFA)","47760","57200","Logistics Management","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","OF4","67032","77617","Project support officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1596792","E2","15623","18815","Training Support","2.47","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071292","OF3","47760","57200","Military","84.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C2","29258","36333","Estate Advice","4.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF2","37916","45090","RN","3.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","E1","18370","22124","Programme support officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OF4","67032","77617","Logistics Management","10.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","OF5","81310","89408","Project support officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1596792","E2","15623","18815","Transaction Processing","3.35","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071292","OF4","67032","77617","Military","20.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C2","29258","36333","Estate Planning","6.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF3","47760","57200","Army","40.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","E1","18370","22124","Review Support Officer","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OF5","81310","89408","Logistics Management","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","OR5-6","30013","36929","Project support officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1596792","Nurse","21176","27625","Nursing and Midwifery","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071292","OF5","81310","89408","Military","7.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C2","29258","36333","Estate Surveying","5.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF3","47760","57200","RAF","18.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","E2","15623","18815","HR Officer","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OF5 (RFA)","81310","89408","Logistics Management","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","OR7-8","33223","43252","Project support officer","16.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1596792","Pharmacy Technician","18402","21798","Pharmacy","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071292","OR4","26405","33182","Military","20.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C2","29258","36333","Information Technology","4.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF4","67032","77617","Army","17.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","OF2","37916","45090","HR support officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OR1-3","17515","28940","Logistics Management","11.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00022483","OR9","38600","46753","Project support officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1596792","Physiothrpst Specialist","25528","34189","Physiotherapy","1.54","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023490","B1","56436","72185","Project support officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071292","OR6","30013","36929","Military","26.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C2","29258","36333","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF4","67032","77617","RAF","12.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","OF3","47760","57200","HR support officer","17.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OR4","26405","33182","Logistics Management","6.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1596792","Command Youth and Community Officer","39120","47731","Community Development Work","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023490","B2","47942","59535","Project support officer","6.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071292","OR9","38600","46753","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00027238","C2","29258","36333","Programme Management","6.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","OF5","81310","89408","Army","1.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","110712","OF4","67032","77617","HR support officer","7.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1128229","OR5-6","30013","36929","Logistics Management","9.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1596792","Retained - Civilian Consultant","61859","80186","Gen Practice Medical","3.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00023490","C1","35648","44268","Project support officer","18.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1071292","OR7","33223","43252","Military","8.00","Military"
