PROPERTY_DESCRIPTION,PROPREF,PROPERTY_ADDRESS,RATEPAYER,RV,LIABILITY_START,RELIEF_AS_AT_TODAY
Restaurant and Premises,76396726,"Rim Nom Thai Restaurant, Butler's Wharf, New Road, Hebden Bridge        HX7 8AF",,27250,06/07/2015,EX
Restaurant and Premises,76508704,"Bridge Mill Restaurant, St Georges Square, Hebden Bridge, HX7 8ET",,15500,01/05/2007,EX
Restaurant and Premises,76512706,"The Coffee Station, Hebden Bridge Station, Station Road, Hebden Bridge       HX7 6JE",,2850,17/09/2005,SBR
Restaurant and Premises,77128716,"Salt Warehouse, Canal Wharf, Sowerby Bridge, HX6 2AG",Cobblestones Bar & Bistro Ltd,16750,01/05/2015,SBR DRR
Restaurant and Premises,77408042,"42 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DP",Villa Margherita Ltd,6600,01/04/1990,DRR SBR
Restaurant And Premises,77408700,"33 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DN",,21750,29/01/2014,DRR
Restaurant and Premises,77408713,"Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB",,8900,07/12/2014,SBR DRR
Restaurant and Premises,77408723,"The Last Post, 1 Oldham Road, Ripponden, Sowerby Bridge       HX6 4DN",Boothwood Ltd,6400,26/08/2015,DRR
Restaurant and Premises,77408729,"46/48/50 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DP",Doublereach Ltd,12250,23/12/2010,SBR DRR
Restaurant and Premises,77412716,"Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",Cinnamon Lodge Halifax Ltd,28250,03/05/2007,DRR
Restaurant and Premises,77552733,"Old Station Building, Station Road, Sowerby Bridge, HX6 3AB",,7500,11/07/2009,SBR DRR
Restaurant and Premises,77600722,"24-26 Town Hall Street, Sowerby Bridge, HX6 2EA",Sar Food (Uk) Ltd,8500,15/05/2014,DRR SBR
Restaurant and Premises,77600737,"16 Town Hall Street, Sowerby Bridge, HX6 2EA",Panan Thai Restaurant Ltd,4900,12/08/2014,EX
Restaurant and Premises,77600741,"7 Town Hall Street, Sowerby Bridge, HX6 2QD",,13250,19/12/2008,EX
Restaurant And Premises,77652023,"23 Wharf Street, Sowerby Bridge, HX6 2LA",,7900,10/08/2015,SBR DRR
Restaurant and Premises,77652713,"The Ash Tree, 75 Wharf Street, Sowerby Bridge, HX6 2AF",,33000,15/08/1998,DRR
Restaurant and Premises,78076747,"Unit 8, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",,6100,31/07/2015,SBR DRR
Restaurant And Premises,78400043,"43 Rochdale Road, Todmorden, OL14 6LD",Site Restaurant Ltd,5300,25/10/2014,SBR
Restaurant and Premises,78400764,"26/30 Rochdale Road, Todmorden, OL14 7LD",The Vedas Ltd,18750,19/08/2014,EX
Restaurant and Premises,78508023,"23 Water Street, Todmorden, OL14 5AB",Blackbird Bar & Kitchen Ltd,5000,23/10/2014,EX
Restaurant and Premises,78524704,"1 White Hart Fold, Todmorden, OL14 7BD",White Rabbit3 Ltd,4200,24/09/2015,SBR
Retail Area & Premises,64296736,"Unit 2 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,5200,20/04/2015,EX
Retail Area & Premises,64296738,"Unit 1 F Mill Courtyard, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,13500,20/04/2015,EX
Retail Area & Premises,69264737,"Part First Floor, 14 Wards End, Halifax, HX1 1BX",,2550,12/10/2010,SBR
Retail Warehouse And Premises,64240703,"Berry Lane, Halifax, HX1 1RD",Matalan Retail Ltd,390000,15/02/2003,
Retail Warehouse And Premises,64544704,"Charlestown Road, Halifax, HX3 6AB",Dixons Retail Plc,315000,29/11/2002,
Retail Warehouse And Premises,64544707,"Unit B, Charlestown Road, Halifax, HX3 6AB",Next Retail Ltd,200000,15/05/2003,
Retail Warehouse And Premises,68236701,"Pellon Lane, Halifax, HX1 5QE",C D S Superstores Ltd,362500,01/08/2008,
Retail Warehouse And Premises,68236737,"Unit 3, Greenmount Retail Park, Pellon Lane, Halifax             HX1 5QN",Argos Ltd,122000,22/05/2003,
Retail Warehouse And Premises,68236738,"Unit 1, Greenmount Retail Park, Pellon Lane, Halifax             HX1 5QN",T J X U.K,234000,18/11/2004,
Retail Warehouse And Premises,68236739,"Unit 2, Greenmount Retail Park, Pellon Lane, Halifax             HX1 5QN",Sports Direct.Com Retail Ltd,126000,25/03/2014,
Retail Warehouse And Premises,68236746,"Unit 5 Crossley Retail Park, Pellon Lane, Halifax, HX1 5RA",Iceland Foods Ltd,117000,09/10/2012,
Retail Warehouse And Premises,68236747,"Unit 1 Crossley Retail Park, Pellon Lane, Halifax, HX1 5RA",Aldi Stores Ltd,141000,08/09/2003,
Retail Warehouse And Premises,68236748,"Unit 2 Crossley Retail Park, Pellon Lane, Halifax, HX1 5RA",T.J Morris Ltd,99000,01/11/2004,
Retail Warehouse And Premises,68236749,"Unit 3 Crossley Retail Park, Pellon Lane, Halifax, HX1 5RA",Halfords Ltd,99500,25/08/1995,
Retail Warehouse And Premises,68236750,"Unit 4 Crossley Retail Park, Pellon Lane, Halifax, HX1 5RA",Pets At Home Ltd,95000,23/09/1995,
Retail Warehouse And Premises,68236761,"Unit 1 Halifax Retail Park, Pellon Lane, Halifax, HX1 5QP",Carpetright Ltd,107000,03/08/2001,
Retail Warehouse And Premises,68236762,"Unit 2 Halifax Retail Park, Pellon Lane, Halifax, HX1 5QP",British Heart Foundation,54000,09/11/2012,MCR
Retail Warehouse And Premises,68236763,"Unit 3 Halifax Retail Park, Pellon Lane, Halifax, HX1 5DF",Poundstretcher Ltd,178000,20/08/2013,
Retail Warehouse And Premises,68236765,"Pellon Lane, Halifax, HX1 5QE",Dunelm (Soft Furnishings) Ltd,226000,10/09/2012,
Retail Warehouse And Premises,68236775,"Unit 1, Pellon Lane Retail Park, Pellon Lane, Halifax              HX1 5HQ",Toolstation Ltd,31500,13/01/2014,DRR
Retail Warehouse And Premises,68236783,"Unit 5 Pellon Lane Retail Pk, Pellon Lane, Halifax, HX1 5HQ",James Hargreaves (Plumbers Merchants) Ltd,29000,01/05/2010,DRR
Retail Warehouse And Premises,68236785,"Unit 4 Pellon Retail Park, Pellon Lane, Halifax, HX1 5HQ",Sue Ryder Care,43000,28/02/2015,MCR
Retail Warehouse And Premises,68236790,"Unit 3 Pellon Lane Retail Pk, Pellon Lane, Halifax, HX1 5HQ",Farm Foods Ltd,48000,01/11/2013,
Retail Warehouse And Premises,68236791,"Unit 2 Pellon Lane Retail Pk, Pellon Lane, Halifax, HX1 5HQ",Heinz Pension Plans Property Investment Fund,23750,01/11/2013,ER
Retail Warehouse And Premises,68540705,"Shay Syke, Halifax, HX1 2ND",B & M Retail Ltd,114000,24/11/2006,
Retail Warehouse And Premises,68564001,"1 Shroggs Road, Halifax, HX1 5HZ",B & Q Properties  Limited,88500,25/03/2013,ER
Retail Warehouse And Premises,68564003,"3 Shroggs Road, Halifax, HX1 5HZ",Leonard F Jollye (Brookmans Park) Ltd,64000,19/01/2009,
Retail Warehouse And Premises,68564705,"7 Shroggs Road, Halifax, HX1 5HZ",B & Q Plc,855000,04/04/2008,
Retail Warehouse And Premises,69220700,"Wade Street, Halifax, HX1 1SN",Wickes Building Supplies Ltd,317500,01/04/1990,
Retreat Centre and Premises,76676702,"Swan Bank Retreat, Swine Market Lane, Cragg Vale, Hebden Bridge        HX7 5TB",,2800,24/04/2015,SBR
Riding School And Premises,68536716,"Shay Lane Stables, Shay Lane, Halifax, HX3 6RR",,7400,01/04/2008,SBR
Riding School And Premises,76654701,"Allswell Farm, Old Town, Hebden Bridge, HX7 8TF",,6700,01/04/2007,SBR
Riding School And Premises,78286700,"Longfield Stables, Middle Longfield Farm, Longfield Road, Todmorden           OL14 6LX",,11000,01/04/1991,SBR
Rifle Club and Premises,77284700,"Holmes Road, Sowerby Bridge, HX6 3LF",,3200,01/04/1990,SBR
Road Haulage Depot And Premises,68536722,"Ovenden Works, 69 Shay Lane, Halifax, HX3 6RL",Wm D Lister [Haulage] Ltd,12750,01/04/1990,SBR
Road Haulage Depot And Premises,68876701,"Adj 1 Sun Fold, Halifax, HX1 2LX",The Halifax Bus Co Ltd,1100,01/11/1997,SBR
Rugby Union Ground And Premises,69284701,"The Clubhouse, Warley Town Lane, Halifax, HX2 7SL",Halifax Vandals R.U.F.C,11000,04/09/2004,MAR
Sailing Club And Premises,69272700,"Fly Flats Reservoir, Warley Moor, Halifax, HX2 7TR",,6700,01/04/1990,DOR MAR
Sales Site And Premises,64444702,"The Conservatory Village, Burnley Road, Halifax, HX2 7LW",,3800,01/07/2015,SBR
Salon,65909023,"23 Hud Hill, Northowram, Halifax, HX3 7LH",,650,28/11/2003,SBR
Salon,78192776,"21e Halifax Road, Todmorden, OL14 5AG",Finestreet Ltd,1375,01/04/2008,EX
Salon And Premises,29636728,"Unit 8 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",,4200,01/06/2014,EX
Salon And Premises,68652026,"26 Southgate, Halifax, HX1 1DL",Banana Beach Tanning Corporation Ltd,26000,01/05/2004,EX
Salon And Premises,76176721,"3a Crown Street, Hebden Bridge, HX7 8EH",,5400,07/12/2008,ER
Salon And Premises,78400757,"776 Rochdale Road, Todmorden, OL14 7UA",,4500,17/05/2009,SBR
School And Premises,29116705,"Field Lane J & I School, Burnsall Road, Rastrick, Brighouse            HD6 3JT",Brighter Futures Academy Trust,20250,01/11/2013,MCR
School And Premises,29132700,"Carr Green Junior School, Carr Green Lane, Rastrick, Brighouse           HD6 3LT",Carr Green Junior & Infants School,47000,01/04/2001,
School and Premises,29208700,"Woodhouse J & I School, Daisy Road, Brighouse, HD6 3SX",Woodhouse Primary School,52500,01/04/2001,
School and Premises,29248700,"Castlefields Infants School, Field Top Road, Rastrick, Brighouse           HD6 3XB",Castlefields Infant School,26750,01/04/1996,
School and Premises,29248701,"Field Top Road, Rastrick, Brighouse, HD6 3XB",Rastrick High School Academy Trust,397500,01/09/2011,MCR
School and Premises,29252700,"Brighouse High School, Finkil Street, Brighouse, HD6 2NY",Brighouse High School Academy Trust,277500,01/04/2011,MCR
School And Premises,29252701,"St Josephs Rc J&I School, Finkil Street, Brighouse, HD6 2NT",St. Josephs R C J & I School,27500,01/04/2001,MCR
School and Premises,29296702,"Brighouse High School, Halifax Road, Brighouse, HD6 1AY",Brighouse High School Academy Trust,59500,01/04/2011,MCR
School and Premises,29384707,"St Andrews Infant School, Lightcliffe Road, Brighouse, HD6 2HH",St Andrew's Ce (Va) Junior School,17500,01/04/1999,MCR
School And Premises,29396705,"Longroyde Junior School, Longroyde Road, Brighouse, HD6 3AS",Longroyde Junior School,29750,01/01/2009,MCR
School and Premises,29444703,"Rastrick Preparatory, & Nursery School, Ogden Lane, Brighouse           HD6 3HF",Pinebrook Ltd,37250,01/04/1999,
School and Premises,29588705,"St Johns C Of E Prim School, Towngate, Clifton, Brighouse            HD6 4HP","St John's (Ce) Primary Academy Trust, Clifton",38500,01/09/2011,MCR
School and Premises,29596700,"St Chads Ce Primary School, Upper Green Lane, Brighouse, HD6 2PA",St Chad's Ce (Va) Primary School,28750,01/09/1996,MCR
School and Premises,29600701,"Bailiff Bridge J & I School, Victoria Road, Bailiff Bridge, Brighouse           HD6 4DX",Bailiff Bridge J & I School,18500,01/04/1996,
School and Premises,29608751,"Mill Cottage, Montessori School, Wakefield Road, Brighouse            HD6 4HA",Mill Cottage Montessori School Ltd,13500,31/10/2005,SBR
School and Premises,29616701,"St Andrews Ce Junior School, Waterloo Road, Brighouse, HD6 2AN",St Andrew's Ce (Va) Junior School,30000,01/04/2001,MCR
School and Premises,56056700,"Cross Lane Primary School, Cross Lane, Elland, HX5 0LP",Cross Lane Primary School,31500,01/04/2001,
School and Premises,56140702,"St Patricks Rcj & I School, Hullen Edge Road, Elland, HX5 0QY",St Patrick's Catholic Primary School,33250,01/04/1999,MCR
School and Premises,56172703,"Old Earth J & I School, Lower Edge Road, Elland, HX5 9PL",Old Earth School,55500,01/09/2011,MCR
School and Premises,56244706,"The Brooksbank School, Victoria Road, Elland, HX5 0QG",Brooksbank School And Sports College,362500,01/10/2011,MCR
School and Premises,56252700,"Elland Ce J & I School, Westgate, Elland, HX5 0BB",Elland Ce (Va) Junior & Infant School,19000,01/04/1999,MCR
School And Premises,64040744,"Ling Bob J & I School, Albert Road, Halifax, HX2 0QD",Ling Bob Junior & Infants School,50500,01/04/2013,
School and Premises,64120703,"Siddal Infants School, Backhold Lane, Siddal, Halifax              HX3 9DL",Brighter Futures Academy Trust,45500,01/09/2012,MCR
School and Premises,64176720,"Mount Pellon Primary Academy, Battinson Road, Halifax, HX1 4RG",Mount Pellon Primary Academy,59000,01/04/2013,MCR
School And Premises,64252701,"The Gleddings School, Birdcage Lane, Halifax, HX3 0JB",The Gleddings School Ltd,32250,01/04/1990,
School and Premises,64300700,"Bowling Green Primary School, Stainland, Halifax, HX4 9HU",Bowling Green Primary School,11000,01/04/2001,SBR
School and Premises,64340700,"Hipperholme Grammar School, Bramley Lane, Hipperholme, Halifax             HX3 8JE",Hipperholme Grammar School Foundation,69500,02/04/1991,MCR
School and Premises,64448710,"Luddendenfoot J & I School, Burnley Road, Luddendenfoot, Halifax             HX2 6AU",Brighter Futures Academy Trust,21500,01/04/2015,MCR
School and Premises,64564700,"Christ Church J&I School(Hx), Sandbeds Road, Mount Pellon, Halifax             HX2 0QQ",Christ Church Pellon C Of E Vc Primary School,20250,01/04/1999,
School and Premises,64612701,"Mixenden J & I School, Clough Lane, Mixenden, Halifax             HX2 8SN",Ash Green Primary School,29250,01/01/2005,
School and Premises,64696711,"Dean Field Comm Primary Sch, Cousin Lane, Halifax, HX2 8DQ",Dean Field Community Primary School,44250,01/04/2011,
School and Premises,64810700,"Luddenden Dene Ce (Vc), J,I & N School, Dene View, Luddendenfoot        HX2 6PB",Luddenden Dene School,43750,01/04/1999,
School and Premises,64844700,"All Saints J & I School, Dudwell Lane, Halifax, HX3 0SD",,27250,01/04/1994,MCR
School and Premises,65052703,"Park Lane High School, Exley Lane, Halifax, HX3 9LG",Park Lane High School,240000,06/06/2005,
School and Premises,65124700,"St Malachys Rc J & I School, Furness Place, Illingworth, Halifax             HX2 8JY",Blessed Peter Snow Catholic Academy Trust,18500,01/10/2014,MCR
School and Premises,65264711,"St Augustines Ce J&I School, Hanson Lane, Halifax, HX1 5PG",St Augustine's Ce (Va) Junior & Infant School,19750,01/04/2001,MCR
School and Premises,65344701,"St Catherines, Catholic High School, Holdsworth Road, Holmfield            HX2 9TH",The Forge Entertainment Company Ltd,138000,05/06/2015,
School and Premises,65432700,"Bradshaw J & I School, Ingham Lane, Bradshaw, Halifax             HX2 9PF",Bradshaw Primary Academy,28250,01/04/2012,MCR
School and Premises,65484708,"Moorside Junior School, Keighley Road, Halifax, HX2 8AR",Moorside Community Primary School,31750,01/04/1996,
School and Premises,65492700,"Abbey Park J & I School, Keighley Road West, Illingworth, Halifax             HX2 9LJ",Abbey Park Primary Academy,27500,01/12/2013,MCR
School and Premises,65496700,"Salterlee J & I School, Kell Lane, Stump Cross, Halifax             HX3 7AY",Salterlee Academy Trust Ltd,11750,01/09/2011,MCR
School and Premises,65520702,"St Marys Rc (A) J & I School, King Cross Street, Halifax, HX1 2ER",St Mary's Catholic Primary School (Halifax),26250,01/04/2001,MCR
School and Premises,65608702,"Lee Mount Primary School, Lee Mount Road, Lee Mount, Halifax              HX3 5EB",Lee Mount Primary School,31250,01/04/2001,
School And Premises,65776701,"St Michaels J & I School, Meadow Close, Shelf, Halifax              HX3 7QU",St. Michael & All Angels Ce (Foundation) Primary School,25250,01/04/2010,MCR
School and Premises,65824701,"Ash Green Primary School, Mixenden Road, Mixenden, Halifax             HX2 8QD",Chairman Of The Board Of Governors,49750,01/04/1996,
School and Premises,65836700,"North Halifax Grammar School, Moor Bottom Road, Illingworth, Halifax             HX2 9SU",North Halifax Grammar School Academy Trust,233000,01/06/2011,MCR
School and Premises,65844252,"Broadwood House, Residential Home, 252 Moor End Road, Halifax             HX2 0RU",Broadwood Residential Ltd,17250,22/09/2005,SBR
School and Premises,65848707,"Savile Park Primary School, Moorfield Street, Halifax, HX1 3ER",Savile Park Primary School,55000,01/04/2005,
School and Premises,65880701,"Beech Hill School, Mount Pleasant Avenue, Halifax, HX1 5TN",Beech Hill School,105000,01/09/2011,MCR
School and Premises,68008700,"Midgley J & I School, Naylor Lane, Midgley, Halifax             HX2 6TX",Midgley Junior & Infants School,23750,01/04/1996,
School and Premises,68104710,"The Ridings School, Nursery Lane, Ovenden, Halifax              HX3 5SX",Centre At Threeways,58000,05/06/2013,DCR MCR
School and Premises,68120701,"Whitehill J & I School, Occupation Lane, Illingworth, Halifax             HX2 9RL",Whitehill Community Academy,49750,01/04/2011,MCR
School and Premises,68224705,"Parkinson Lane J & I School, Parkinson Lane, Halifax, HX1 3XL",Parkinson Lane J & I School,53500,01/04/1996,
School and Premises,68296700,"St Joseph's R.C. School, Prospect Street, Halifax, HX3 6LA",St. Joseph's R.C. School,21000,01/04/1999,MCR
School and Premises,68360700,"Rawson J & I School, Rawson Street North, Halifax, HX3 6PU",Rawson J & I School,39750,01/04/1996,
School and Premises,68444757,"Greetland Primary School, Saddleworth Road, Greetland, Halifax              HX4 8AG",The Greetland Academy,19250,01/01/2011,MCR
School and Premises,68472731,"Holy Trinity C Of E School, Savile Hall, Savile Park Road, Halifax              HX1 2ES",Holy Trinity Primary School Coe Academy,116000,01/07/2012,MCR
School and Premises,68512700,"Greetland J & I School, School Street, Greetland, Halifax             HX4 8JB",The Greetland Academy,25000,01/01/2011,MCR
School And Premises,68536883,"Trinity Academy Halifax, Shay Lane, Halifax, HX2 9TZ",Trinity Academy Halifax,765000,03/09/2012,MCR
School and Premises,68544700,"Shelf J & I School, Shelf Hall Lane, Shelf, Halifax             HX3 7LT",Chairman Of The Board Of Governors,24250,01/04/1996,
School and Premises,68600706,"The Crossley Heath School, Skircoat Moor Road, Halifax, HX3 0HG",Crossley Heath School Academy Trust Ltd,201000,01/01/2013,MCR
School and Premises,68622702,"Halifax High At Wellesley Pk, Gibbet Street, Halifax, HX2 0BA",Halifax High,292500,01/11/2013,MCR
School and Premises,68760700,"Salterhebble J & I School, Stafford Square, Halifax, HX3 0AU",Salterhebble J & I School,40750,01/04/1996,
School and Premises,68768702,"Barkisland J & I School, Stainland Road, Barkisland, Halifax              HX4 0BD",Barkisland Ce (Va) Primary School,24250,01/04/2001,MCR
School and Premises,68772730,"West Vale J & I School, Stainland Road, Greetland, Halifax             HX4 8LS",,17500,01/01/1995,MCR
School and Premises,68776706,"Holywell Green J & I School, Stainland Road, Holywell Green, Halifax             HX4 9AE",Holywell Green J & I School,28500,01/04/1996,
School and Premises,68856700,"Cliffe Hill J & I School, Stoney Lane, Lightcliffe, Halifax             HX3 8TW",Cliffe Hill J & I School,57500,01/04/1996,
School and Premises,68856702,"Hipperholme & Lightcliffe, High School, Stoney Lane, Halifax             HX3 8TL",Abbey Multi Academy Trust,347500,01/03/2015,MCR
School and Premises,69084700,"Northowram J & I School, Towngate, Northowram, Halifax             HX3 7EF",Northowram J & I School,61500,01/04/1996,
School and Premises,69228701,"Wainstalls J & I School, Wainstalls Road, Wainstalls, Halifax             HX2 7TE",Whitehill Community Academy Multi Academy Trust,16000,01/09/2013,MCR
School and Premises,69240705,"Copley J & I School, Wakefield Road, Copley, Halifax             HX3 0TP",Copley J & I School,20500,01/04/1996,
School and Premises,69244045,"45 Wakefield Road, Hipperholme, Halifax, HX3 8AQ",Hipperholme Grammar School Foundation,19000,01/11/2003,MCR
School and Premises,69248701,"Lightcliffe Ce J & I School, Wakefield Road, Lightcliffe, Halifax             HX3 8SH",,43250,01/01/1995,MCR
School and Premises,69276703,"Warley Road J & I School, Warley Road, Halifax, HX1 3TG",Warley Road Primary School,55000,01/04/1996,
School and Premises,69280701,"Warley Town J & I School, Warley Town, Stock Lane, Halifax              HX2 7SD",Warley Town J & I School,13500,01/04/2001,SBR
School and Premises,69502700,"Southowram J & I School, Withinfields, Southowram, Halifax             HX3 9QJ",Southowram J & I School,64000,01/04/2001,
School and Premises,76036702,"Old Town Primary School, Wadsworth, Hebden Bridge, HX7 8RY",Old Town Primary School,13250,01/04/1996,SBR
School and Premises,76044700,"Cragg Vale J & I School, Cragg Vale, Hebden Bridge, HX7 5TG",Cragg Vale J & I School,5300,01/04/1996,SBR
