Property Reference,Property Description,Rateable Value,Account Name,Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post Code,Mandatory Rate Relief,Mandatory Rate Relief Amount,Discretionary Rate Relief,Discretionary Rate Relief Amount,Additional Relief,Additional Relief Amount,Small Business Rate Relief,Small Business Rate Relief Amount
1582010350000B,SHOP AND PREMISES,"£24,500",Dress 2 Party Limited,16/12/2014,1035 Finchley Road,London,,,,NW11 7ES,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1582010670001B,SHOP AND PREMISES,"£15,250",Sach Hair & Beauty Limited,10/06/2013,1067 Finchley Road,London,,,,NW11 0PU,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1582011090001B,SHOP AND PREMISES,"£24,250",M & M Shoes Ltd,21/02/2005,1109 Finchley Road,London,,,,NW11 0QB,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1582012010001B,SHOP AND PREMISES,"£34,500",Amys Housewares Limited,07/02/2014,1201 Finchley Road,London,,,,NW11 0AA,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1582100001002A,SHOP AND PREMISES,"£40,750",Mr M Joseph,25/07/2010,1-2 Ashbourne Parade,Finchley Road,London,,,NW11 0AD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1582300010002B,SHOP AND PREMISES,"£26,250",Colletts Travel Limited,05/11/2015,1 Hallswelle Parade,Finchley Road,London,,,NW11 0DL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1582300110000A,SHOP AND PREMISES,"£16,000",Daniels Bagel Bakery Ltd,20/12/2013,11 Hallswelle Parade,Finchley Road,London,,,NW11 0DL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1582700090000B,SHOP AND PREMISES,"£12,750",Mr Radnan T/a Stag Of London,01/04/2000,9-10 Temple Fortune Parade,Temple Fortune Parade,London,,,NW11 0QN,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1582700210000A,SHOP AND PREMISES,"£83,500",Boots The Chemists Ltd (south Region),01/04/2000,21 Temple Fortune Parade,Finchley Road,London,,,NW11 0QS,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1582700220000B,SHOP AND PREMISES,"£103,000",WH Smith Retail Holdings Limited,01/04/2000,22 Temple Fortune Parade,Finchley Road,London,,,NW11 0QS,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1674000530001B,SHOP AND PREMISES,"£13,000",Mr H R And Mrs A Haria T/a Krishna Vision,01/04/2000,53 Friern Barnet Road,London,,,,N11 3EG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1674000571002B,SHOP AND PREMISES,"£13,000",Mr A Cicopalus,12/02/2008,57 Friern Barnet Road,London,,,,N11 3EG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1782000130000A,SHOP AND PREMISES,"£32,250",Martin Mccoll Ltd,01/04/2010,13-15 Glengall Road,Edgware,Middlesex,,,HA8 8TB,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818000010001A,SHOP AND PREMISES,"£23,750",National Express Ltd,19/01/2007,1 Golders Green Road,London,,,,NW11 8DY,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818000200000B,SHOP AND PREMISES,"£31,500",M Vacca,24/04/2007,20 Golders Green Road,London,,,,NW11 8LL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818000231001A,SHOP AND PREMISES,"£44,250",Nero Holdings Ltd T/a Cafe Nero,18/09/2003,23-25 Golders Green Road,Golders Green Road,London,,,NW11 8EE,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818000310000B,SHOP AND PREMISES,"£35,750",Ladbrokes Betting & Gaming Ltd (2459),01/04/2014,31 Golders Green Road,London,,,,NW11 8EE,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818000320000B,SHOP AND PREMISES,"£37,000",Mr John Kim,28/05/2015,32 Golders Green Road,London,,,,NW11 8LL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818000440000B,SHOP AND PREMISES,"£35,750",Sally Salons Services Ltd,17/04/2000,44 Golders Green Road,London,,,,NW11 8LL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818000490001A,SHOP AND PREMISES,"£28,250",Good People London Ltd,21/04/2015,49 Golders Green Road,London,,,,NW11 8EL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818000510001B,SHOP AND PREMISES,"£31,000",Banham Security Ltd,28/06/2006,51 Golders Green Road,London,,,,NW11 8EL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818000750001B,SHOP AND PREMISES,"£30,250",Mr Q H Thieu,30/06/2012,75 Golders Green Road,London,,,,NW11 8EN,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818000980001A,SHOP AND PREMISES,"£10,000",Pita Gg Limited,30/06/2017,98 Golders Green Road,London,,,,NW11 8HB,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818001230000B,SHOP AND PREMISES,"£40,500",B Kosher GG limited,20/02/2015,121-123 Golders Green Road,London,,,,NW11 8HR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818002370000B,SHOP AND PREMISES,£0,Mr Harry Patel T/a Harry'S Flowers,19/12/2016,237A Golders Green Road,London,,,,NW11 9ES,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818100060001A,SHOP AND PREMISES,"£20,500",Slice Gg Ltd,14/09/2012,6 Princes Parade,Golders Green Road,London,,,NW11 9PS,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818100070001B,SHOP AND PREMISES,"£19,000",Mr P Reich,01/04/2000,7 Princes Parade,Golders Green Road,London,,,NW11 9PS,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
1818200012000A,SHOP AND PREMISES,"£32,000",Mr A Sprung & Mrs R Klein T/a Dynasty,01/04/2000,1-2 Russell Parade,Golders Green Road,London,,,NW11 9NN,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2028002881003B,SHOP AND PREMISES,"£17,500",Mr Dorenski,20/07/2014,288 Hale Lane,Edgware,,,,HA8 8NP,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2028003070001B,SHOP AND PREMISES,"£21,000",Sushinepal Limited,23/03/2017,307 Hale Lane,Edgware,Middlesex,,,HA8 7AX,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2070000010000A,SHOP AND PREMISES,"£31,000",Tesco Stores Ltd,01/04/2015,1-5 Hampden Square,London,,,,N14 5JP,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2070000200001B,SHOP AND PREMISES,"£9,500",Mr C Kyriakou,01/04/2000,20 Hampden Square,London,,,,N14 5JR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2186003872000B,SHOP AND PREMISES,"£20,000",Roland's Stores Ltd,15/11/2017,387-389 Hendon Way,London,,,,NW4 3LP,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2194000071001B,SHOP AND PREMISES,"£30,000",Mr B Howe T/a Barnet Electrical Mart,01/04/2000,3-7 Henry Road,Barnet,Hertfordshire,,,EN4 8BL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2238000821001B,SHOP AND PREMISES,"£22,500",Prickett & Ellis Residential Ltd,26/02/2008,82 High Road,London,,,,N2 9PN,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2238000931001A,SHOP AND PREMISES,"£18,000",Kf Electronics Ltd,13/09/2003,93 High Road,London,,,,N2 8AG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2238001060000A,SHOP AND PREMISES,"£16,250",Nahling Group Limited,01/02/2017,106 High Road,London,,,,N2 9EB,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2238001220004B,SHOP AND PREMISES,"£35,000",Chorak Ltd,01/04/2000,122 High Road,London,,,,N2 9ED,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2238002050001B,SHOP AND PREMISES,"£20,000",Mr A Yaraghchi,02/03/2015,205 High Road,London,,,,N2 8AN,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240006462000A,SHOP AND PREMISES,"£21,000",Mr Graham Reeves T/a Finchley Vac & Washing Mach Co,01/04/2000,646-648 High Road,London,,,,N12 0NL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240006760000B,SHOP AND PREMISES,"£20,000",Tks Foods Ltd,15/04/2017,676 High Road,London,,,,N12 9PU,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240006921001A,SHOP AND PREMISES,"£28,500",Mr Feridoon Rayegani,01/02/2017,692 High Road,London,,,,N12 9PY,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240007041002A,SHOP AND PREMISES,"£78,500",Savers Health and Beauty Limited,07/11/2017,704 High Road,London,,,,N12 9QL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240007050000A,SHOP AND PREMISES,"£22,750",C F Day Ltd,01/04/2000,705 High Road,London,,,,N12 0BT,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240007130001A,SHOP AND PREMISES,"£34,000",Kidz Escape Ltd,19/01/2017,713 High Road,London,,,,N12 0BP,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240007221001A,SHOP AND PREMISES,"£27,000",Gadgets Store Ltd,19/10/2015,722 High Road,London,,,,N12 9QD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240007430000B,SHOP AND PREMISES,"£16,750",Mrs Z Satar,18/05/2012,743 High Road,London,,,,N12 0BP,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240007560002B,SHOP AND PREMISES,"£35,750",Mr Kazim Aziz,17/05/2017,756 High Road,London,,,,N12 9QG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240007581001A,SHOP AND PREMISES,"£33,500",M4 Foods Ltd,02/02/2010,758 High Road,London,,,,N12 9QG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240007831001A,SHOP AND PREMISES,"£21,500",Cafe Buzz Ltd,01/09/2006,783 High Road,London,,,,N12 8JY,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240007841001B,SHOP AND PREMISES,"£71,500",River Island Clothing Co Ltd,26/06/2006,784 High Road,London,,,,N12 9QR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240007920000B,SHOP AND PREMISES,"£17,500",Messrs M H Patel& V M Patel T/a Confacs,01/04/2000,792 High Road,London,,,,N12 9QR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240008080000A,SHOP AND PREMISES,"£38,000",Omicron 2 Ltd,30/03/2007,808 High Road,London,,,,N12 9QU,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240008110002B,SHOP AND PREMISES,"£62,000",Tiger Retail Ltd,23/09/2008,811a High Road,London,,,,N12 8JT,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
224000811A0003,SHOP AND PREMISES,"£58,500",Starbucks Coffee Company (UK) Ltd,01/07/2005,811b High Road,London,,,,N12 8JT,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240008282000A,SHOP AND PREMISES,"£47,500",Allandale Enterprises Limited,03/01/2017,828 High Road,London,,,,N12 9RA,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240008330000A,SHOP AND PREMISES,"£32,500",Mr M Shah,01/04/2000,833 High Road,London,,,,N12 8PR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2240008491001A,SHOP AND PREMISES,"£27,000",Mr U Ozdemir,03/08/2007,849 High Road,London,,,,N12 8PT,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2242012632000A,SHOP AND PREMISES,"£255,000",Boots The Chemists Ltd (south Region),01/04/2002,1263-1275 High Road,London,,,,N20 9HS,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2242012860001A,SHOP AND PREMISES,"£18,250",The North London Network Limited,01/04/2000,1286 High Road,London,,,,N20 9HH,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2242012990001B,SHOP AND PREMISES,"£29,500",Mrs P Alfano,01/07/2012,1299 High Road,London,,,,N20 9HX,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2242013040001A,SHOP AND PREMISES,"£19,750",Ladieslabels Ltd,11/06/2015,1304 High Road,London,,,,N20 9HJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2242013300001B,SHOP AND PREMISES,"£25,500",Mr Serkan Yalcin & Mr Abdurrahman Aslan,19/06/2015,1330 High Road,London,,,,N20 9HJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2242013420001B,SHOP AND PREMISES,"£16,250",Usman Gani T/a Bayleaf Takeaway,01/04/2014,1342 High Road,London,,,,N20 9HJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
224400007D001B,SHOP AND PREMISES,"£12,250",Sub Munchers Limited,29/01/2014,Shop 7d Left,High Street,Barnet,Hertfordshire,,EN5 5RU,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
224400007F0014,SHOP AND PREMISES,"£12,250",London Espresso Limited,13/01/2017,7f High Street,Barnet,Hertfordshire,,,EN5 5UE,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244000201002A,SHOP AND PREMISES,"£14,250",Luxx Light Technology (uk) Ltd,20/07/2009,20a High Street,Barnet,,,,EN5 5RU,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244000710002A,SHOP AND PREMISES,"£18,500",Mr D Taylor,01/04/2000,71 High Street,Barnet,Hertfordshire,,,EN5 5UR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244000770001B,SHOP AND PREMISES,"£39,250",Mr Z Mehra,12/06/2012,77 High Street,Barnet,Hertfordshire,,,EN5 5UR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244000830000B,SHOP AND PREMISES,"£36,500",Dunn's (barnet) Ltd,01/04/2000,83 High Street,Barnet,Hertfordshire,,,EN5 5UR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244000890001B,SHOP AND PREMISES,"£24,750",Burrito Shack Limited,04/09/2015,89 High Street,Barnet,Hertfordshire,,,EN5 5UR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244000900001B,SHOP AND PREMISES,"£17,000",P2M Coffee Limited,08/08/2017,90 High Street,Barnet,Hertfordshire,,,EN5 5SN,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001112006A,SHOP AND PREMISES,"£32,000",Vilano Ltd,13/12/2012,6 The Spires Shopping Centre 111,High Street,Barnet,Hertfordshire,,EN5 5XY,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001112029B,SHOP AND PREMISES,"£30,250",Regis International Ltd,01/04/2000,29 The Spires Shopping Centre 111,High Street,Barnet,Hertfordshire,,EN5 5XY,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001112036B,SHOP AND PREMISES,"£33,750",The Carphone Warehouse Ltd,18/08/2016,20 The Spires Shopping Centre,High Street,Barnet,Hertfordshire,,EN5 5XY,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001112131B,SHOP AND PREMISES,"£17,500",Charles Birch Limited,01/04/2001,31 The Spires Shopping Centre 111,High Street,Barnet,Hertfordshire,,EN5 5XY,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001121002B,SHOP AND PREMISES,"£63,000",Toy Galaxy Ltd,10/04/2012,112a High Street,Barnet,Hertfordshire,,,EN5 5XQ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001161001A,SHOP AND PREMISES,"£60,500",Mot Trading Ltd,20/10/2017,116 High Street,Barnet,Hertfordshire,,,EN5 5XQ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001202000A,SHOP AND PREMISES,"£127,000",Superdrug Stores Plc,01/04/2000,120 High Street,Barnet,Hertfordshire,,,EN5 5XQ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001411001A,SHOP AND PREMISES,"£21,250",Hob Salons Limited,30/05/2013,1 Wellington Parade 141,High Street,Barnet,Hertfordshire,,EN5 5UZ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001500000B,SHOP AND PREMISES,"£39,000",Shaketastic Limited,16/08/2016,150 High Street,Barnet,Hertfordshire,,,EN5 5XP,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001651001A,SHOP AND PREMISES,"£29,500",Horizon Law Limited,01/07/2015,165 High Street,Barnet,Hertfordshire,,,EN5 5SU,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001680001B,SHOP AND PREMISES,"£19,500",Ladbrokes Betting And Gaming Ltd (1922),01/04/2000,168 High Street,Barnet,Hertfordshire,,,EN5 5XP,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001750002B,SHOP AND PREMISES,"£12,000",Mr R Wheeler T/a Inspired Frames,01/09/2011,175 High Street,Barnet,Hertfordshire,,,EN5 5SU,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244001860000B,SHOP AND PREMISES,"£15,750",Mr H Nguyen,01/04/2012,186 High Street,Barnet,Hertfordshire,,,EN5 5SZ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
224400204A0002,SHOP AND PREMISES,"£61,500",Loraine Staton & N K Staton T/a Statons Estate Agents,10/10/2005,204a High Street,Barnet,Hertfordshire,,,EN5 5SZ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2244002201001A,SHOP AND PREMISES,"£19,750",Miss Louise Rolfe,01/04/2017,220-222 High Street,Barnet,Hertfordshire,,,EN5 5SZ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2246001080001B,SHOP AND PREMISES,"£23,750",Mr Gabor Mathe,08/01/2018,108 High Street,Edgware,Middlesex,,,HA8 7HF,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2246100071001A,SHOP AND PREMISES,"£17,000",Sheermans Ltd,01/04/2000,7-8 Boot Parade,High Street,Edgware,Middlesex,,HA8 7HE,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
240600002A0006,SHOP AND PREMISES,"£5,800",Atomwise Limited,18/12/2015,2a Hoop Lane,London,,,,NW11 8JS,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2406000030001A,SHOP AND PREMISES,"£9,000",Beechfield Homes Limited,01/04/2016,3 Hoop Lane,London,,,,NW11 8JR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2450500192000B,SHOP AND PREMISES,"£21,250",Dimple Motors Colindale Ltd,10/11/2017,19 Varley Parade,The Hyde,London,,,NW9 6RR,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2854000030001A,SHOP AND PREMISES,"£17,000",Funtech Developments Limited,21/07/2014,3 Market Place,London,,,,NW11 6LB,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2854000160001B,SHOP AND PREMISES,"£11,250",Swanwell Property Ltd,13/10/2011,16 The Market Place Falloden Way,London,,,,NW11 6JJ,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
2854000251001A,SHOP AND PREMISES,"£30,500",Indian Ocean Trading Co Ltd,01/04/2000,25-27 The Market Place Falloden Way,London,,,,NW11 6JY,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
3090000010000A,SHOP AND PREMISES,"£42,500",Power Leisure Bookmakers Ltd,01/04/2005,1 Nether Street,London,,,,N12 0GA,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
3162000120000A,SHOP AND PREMISES,"£26,250",Royal Mail Group Limited,12/04/2016,12 North End Road,London,,,,NW11 7PH,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
3162000180001A,SHOP AND PREMISES,"£25,250",Yum III (UK) Ltd,06/12/2012,18 North End Road,London,,,,NW11 7PH,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
3162000200001B,SHOP AND PREMISES,"£20,750",Pickwick Investments Ltd,22/09/2014,20 North End Road,London,,,,NW11 7PH,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
3258002480000A,SHOP AND PREMISES,"£67,000",Tesco Stores Ltd,07/02/2011,248 Oakleigh Road North,London,,,,N20 0BU,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
3258002590000A,SHOP AND PREMISES,"£10,250",Mr Ladwa,24/09/2001,259 Oakleigh Road North,London,,,,N20 0DG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
3562100040000A,SHOP AND PREMISES,"£11,500",m k f&b (UK) Ltd,04/08/2017,4 Queens Parade,Queens Road,London,,,NW4 3NS,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
3636003511001B,SHOP AND PREMISES,"£29,500",Sainsbury's Supermarkets Ltd,06/03/2014,351a Regents Park Road,London,,,,N3 1DH,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
363600365A0008,SHOP AND PREMISES,"£22,000",The North London Network Limited,01/04/2000,365 Regents Park Road,London,,,,N3 1DE,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
3788100040000A,SHOP AND PREMISES,"£20,250",Martyn Gerrard Estate Agents,31/10/2012,4 Exchange Buildings,High Street,Barnet,Hertfordshire,,EN5 5SY,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4086000200000A,SHOP AND PREMISES,"£19,500",Alliance Premier Ltd,01/04/2017,20-22 Station Road,Edgware,Middlesex,,,HA8 7AB,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4086000512000A,SHOP AND PREMISES,"£59,000",Lloyds Banking Group PLC,01/04/2000,51-53 Station Road,Edgware,Middlesex,,,HA8 7JA,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4086001172000A,SHOP AND PREMISES,"£62,500",Santander UK PLC,01/04/2000,113-117 Station Road,Edgware,Middlesex,,,HA8 7JG,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4086001511001A,SHOP AND PREMISES,"£54,500",Capital Cash Limited,28/06/2010,151-153 Station Road,Edgware,Middlesex,,,HA8 7JS,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4086100010000B,SHOP AND PREMISES,"£117,000",Metro Bank Plc,18/07/2013,Unit 1 Broadwalk Shopping Centre,Station Road,Edgware,Middlesex,,HA8 7BD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
408610006A0007,SHOP AND PREMISES,"£59,500",Hutchison 3g Uk Ltd,08/12/2006,6a Broadwalk Shopping Centre,Station Road,Edgware,Middlesex,,HA8 7BD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
408610006B0009,SHOP AND PREMISES,"£64,000",Edgware V.e. Ltd,01/04/2000,6b Broadwalk Shopping Centre,Station Road,Edgware,Middlesex,,HA8 7BD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4086100120000A,SHOP AND PREMISES,"£123,000",Choice Discount Stores Limited,09/05/2016,12 Broadwalk Shopping Centre,Station Road,Edgware,Middlesex,,HA8 7BD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
408610014B0005,SHOP AND PREMISES,"£31,250",Supercuts Uk Ltd,20/07/2000,14b Broadwalk Shopping Centre,Station Road,Edgware,Middlesex,,HA8 7BD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4086100190001A,SHOP AND PREMISES,"£171,000",Poundland Ltd,05/03/2012,19 Broadwalk Shopping Centre,Station Road,Edgware,Middlesex,,HA8 7BD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4086100260002B,SHOP AND PREMISES,"£28,000",Beauty 4 You Limited,27/11/2013,26 Broadwalk Shopping Centre,Station Road,Edgware,Middlesex,,HA8 7BD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4086100360000A,SHOP AND PREMISES,"£70,000",Game Retail Limited,01/04/2012,36 Broadwalk Shopping Centre,Station Road,Edgware,Middlesex,,HA8 7BD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4086100370000B,SHOP AND PREMISES,"£116,000",New Look Retailers Ltd,01/07/2016,37 Broadwalk Shopping Centre,Station Road,Edgware,Middlesex,,HA8 7BD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
408610039A0004,SHOP AND PREMISES,"£106,000",Superdrug Stores Plc,01/10/2000,39 Broadwalk Shopping Centre,Station Road,Edgware,Middlesex,,HA8 7BD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4086200012000A,SHOP AND PREMISES,"£37,250",The Carphone Warehouse Ltd,01/04/2000,Units 1 & 2 Edgware Station Forecour,T Station Road,Edgware,Middlesex,,HA8 7AA,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4090000240000B,SHOP AND PREMISES,"£16,500",Mr Mohammed Balal,05/01/2016,24 Station Road,London,,,,N3 2RY,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4096100080000B,SHOP AND PREMISES,"£18,500",Mr George Reed,02/01/2018,8 Station Road,London,,,,NW7 2JU,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4174000010001A,SHOP AND PREMISES,"£14,750",T & M Bakers Ltd,01/11/2012,1 Sussex Ring,London,,,,N12 7HY,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4194001570001B,SHOP AND PREMISES,"£3,500",Mr L Hardy,01/04/2000,157 Sydney Road,London,,,,N10 2NL,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4428000031003B,SHOP AND PREMISES,"£4,950",Mr Mark Qahaja T/A PC Repairs,27/10/2017,3 Vivian Avenue,London,,,,NW4 3UT,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4428000150001B,SHOP AND PREMISES,"£17,250",Silke Kitchens Ltd,12/02/2015,15 Vivian Avenue,London,,,,NW4 3UT,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4428000220000B,SHOP AND PREMISES,"£15,250",Done Brothers Ltd,05/02/2004,22 Vivian Avenue,London,,,,NW4 3XP,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4428000340000B,SHOP AND PREMISES,"£15,000",Mr Matei Damian Ulmu,28/11/2014,34 Vivian Avenue,London,,,,NW4 3XP,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
4476000160001A,SHOP AND PREMISES,"£18,250",Subway London Limited,12/05/2010,16 Watford Way,London,,,,NW4 3AD,NONE,£0.00,NONE,£0.00,NONE,£0.00,NO,£0.00
