RATEPAYER,BILLING_ACCOUNT_BALANCE,LIABLE_UNIT_BALANCE,YEAR,PROPERTY_ADDRESS,BILLING_ADDRESS,DATE_START,DATE_END
,-94.21,-94.21,2002,"76 Saddleworth Road, Greetland, Halifax, HX4 8AG",,07-06-1990,06-01-1992
,-3.23,-3.23,2002,"76 Saddleworth Road, Greetland, Halifax, HX4 8AG",,09-04-1995,11-12-1999
Fires And Fireplaces Ltd,-104.73,-104.73,2010,"338 Salterhebble Hill, Halifax, HX3 0QT","Company Dissolved, 04/05/10",20-10-2007,04-05-2010
Primesight Ltd,-0.04,602.96,2014,"Advertising Right No 4772, 365 Salterhebble Hill, Halifax, HX3 9LU","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-09-2009,
,-21.07,-21.07,2010,"308b/C Salterhebble Hill, Halifax, HX3 0QT",,01-09-2009,13-07-2010
Primesight Ltd,-0.04,602.96,2014,"Advertising Right, 349 Salterhebble Hill, Halifax, HX3 0QA","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",01-09-2009,
Mosonic Ltd,-605.85,-605.85,2012,"Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ","Cliftby Works, Sandbeds Road, Pellon, HX2 0QQ",01-07-2012,14-11-2012
,-158.13,-347.46,2010,"2ND Floor, 52 Manor Heath Road, Halifax, HX3 0BE",,01-08-2007,
,-189.33,-347.46,2014,"2ND Floor, 52 Manor Heath Road, Halifax, HX3 0BE",,01-08-2007,
,-128.77,-128.77,2007,"42 Savile Park Road, Halifax, HX1 2EN",,01-07-2005,19-12-2007
,-201.75,-201.75,2012,"194 Savile Park Road, Halifax, HX1 2XP",,07-01-2009,
,-49,-49,2005,"Carlton Works, Rear Of 24 Savile Park Road, Halifax, HX1 2EN",,01-04-1990,31-03-2005
Kirklees Stone Merchants Ltd,-457.31,-457.31,2015,"Sedburgh Road, Halifax, HX3 9HB","Atlas Works, Sedburgh Road, Halifax, HX3 9HB",01-12-1990,30-04-2015
,-1609.46,-1609.46,2011,"Sedburgh Road, Halifax, HX3 9HB",,28-03-2011,30-04-2011
Greenwoods Menswear Ltd,-156.5,-156.5,2009,"The Moquette Shed, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","2nd Floor, Bradford Business Park, 5 Kingsgate, Bradford, BD1 4SJ",01-04-2009,02-04-2010
Pellon Builders (Hx) Ltd- (In Liquidation),-94.51,-94.51,2002,"Drakes Industrial Estate, Shay Lane, Halifax, HX3 6RL","C/O Messrs Cork Gulley, Albion Court, 5 Albion Place, Leeds, LS1 6JP",01-04-1990,23-11-1992
Clifford Longbottom Ltd,-154.76,-154.76,2002,"Fairfield Works, Shay Lane, Halifax, HX2 9AB",,01-04-1990,30-06-1998
,-37.19,-37.19,2014,"255/257 Shay Lane, Halifax, HX2 9AG",,30-12-1999,
,-12,-12,2014,"Unit 7 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",,01-08-2010,
Speaks Building Systems Ltd,-544.44,-544.44,2005,"Unit 1 Shay Lane Works, Shay Lane, Halifax, HX3 6SF","C/O 1 Goosegate Farm, Heathy Lane, Holmefield, HX2 9UN",06-05-1999,20-12-2005
,-3.05,-3.05,2009,"Bay 7 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",,01-04-2008,30-09-2009
Jim Pax Uk Packaging Ltd,-1764,-2254.04,2015,"Unit 5 Shay Lane Works, Shay Lane, Halifax, HX3 6SF","15 Winscar Avenue, Bradford, BD6 3WX",15-08-2014,28-02-2015
Jim Pax Uk Packaging Ltd,-490.04,-2254.04,2014,"Unit 5 Shay Lane Works, Shay Lane, Halifax, HX3 6SF","15 Winscar Avenue, Bradford, BD6 3WX",15-08-2014,28-02-2015
Klassprint Ltd In Administration,-2.4,-2.4,2012,"Klassprint Ltd, Halifax Autocars Estate, Shay Lane, Halifax              HX3 6QU","Wilson Field, The Manor House, 260 Eccleshall Road South, Sheffield, S11 9PS",01-06-2011,24-08-2012
Night Realisations Plc In Administration,-5.2,-5.2,2012,"1 Shroggs Road, Halifax, HX1 5HZ","F.A.O. Catrin Drabble, C/O Ernst & YoungLlp, 1 More London Place, London, SE1 2AF",06-03-2013,24-03-2013
B & Q Plc,-0.01,281007.99,2013,"7 Shroggs Road, Halifax, HX1 5HZ","C/O G L Hearn Management Ltd, P.O Box 1610, Southampton, SO15 3WX",04-04-2008,
,-5.02,-5.02,2013,"22 Silver Street, Halifax, HX1 1HS",,01-03-2013,01-03-2014
Avco Trust Ltd,-306.66,-306.66,2014,"First Floor, 18 Silver Street, Halifax, HX1 1HS","Citibank Na, C/O Cbre Fao Ap Rates Team, Cornwall Court 4th Floor, 19 Cornwall Street, Birmingham, B3 2DT",01-04-1990,24-06-2014
,-3.63,-3.63,2014,"10 Silver Street, Halifax, HX1 1HS",,03-10-2013,09-06-2014
,-161.32,-161.32,2002,"10 Silver Street, Halifax, HX1 1HS",,21-06-1999,08-10-2000
,-106.55,-106.55,2009,"Ground Floor, 24/26 Silver Street, Halifax, HX1 1HS",,17-11-2008,17-03-2010
,-0.91,-0.91,2012,"339 Skircoat Green Road, Halifax, HX3 0LX",,23-07-2005,
First West Yorkshire Ltd,-12654,-12654,2003,"Skircoat Road, Halifax, HX1 2RE",,01-04-1990,31-03-1995
Halifax Trade Windows Uk Ltd,-0.66,-0.66,2012,"1 Sod House Green, Halifax, HX3 6QR","1 Sod House Green, Keighley Road, Ovenden, Halifax, HX3 6QR",01-04-2005,
Ladbrokes Betting & Gaming Ltd,-0.01,795.74,2013,"Workshop, Sod House Green, Halifax, HX3 6QR","Montagu Evans Llp, 2nd Floor, Abbey House, 74 Mosley Street, Manchester, M2 3LW",01-07-2001,
,-110.83,-110.83,2004,"Apple Tree Day Nursery, Soho Street, Halifax, HX1 3HE",,14-01-2004,28-11-2004
,-1.77,-1.77,2012,"Jammy Fold Farm, Soil Hill, Halifax, HX2 9NT",,01-04-2007,
,-0.05,-0.05,2012,"44/46 South Parade, Halifax, HX1 2LY",,01-04-1992,
,-17.74,-17.74,2005,"South Parade, Halifax, HX1 2LX",,09-03-2005,27-02-2006
,-23.56,-23.56,2004,"South Parade, Halifax, HX1 2LX",,07-10-2003,08-03-2005
,-16.67,-16.67,2008,"4 South Parade, Stainland, Halifax, HX4 9HW",,22-03-2004,05-06-2008
,-42.23,-42.23,2004,"Opp 9 Southedge Terrace, Hipperholme, Halifax, HX3 8JT",,01-04-1990,18-03-2005
Wilko Retail Ltd,-0.01,87919.99,2013,"2 Southgate, Halifax, HX1 1DR","C/O Rate Account Management, Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace, Birmingham, B1 2LP",28-12-1998,
Due West Ltd,-1197.5,-1197.5,2013,"38 Southgate, Halifax, HX1 1DL","C/O O & C Management Services Ltd, 9 Harrison Road, Halifax, HX1 2AF",16-10-2012,27-02-2014
Marstons,-1976.28,-1987.21,2000,"Old Cock Hotel, Halifax, HX1 1DS","C/O Goodman Nash Ltd, 8 Prince Maurice Court, Hambleton Avenue, Devizes, Wiltshire, SN10 2RT",15-05-1995,01-04-2001
Marstons,-5.46,-1987.21,2001,"Old Cock Hotel, Halifax, HX1 1DS","C/O Goodman Nash Ltd, 8 Prince Maurice Court, Hambleton Avenue, Devizes, Wiltshire, SN10 2RT",15-05-1995,01-04-2001
Marstons,-5.47,-1987.21,1999,"Old Cock Hotel, Halifax, HX1 1DS","C/O Goodman Nash Ltd, 8 Prince Maurice Court, Hambleton Avenue, Devizes, Wiltshire, SN10 2RT",15-05-1995,01-04-2001
B.K Ventures Ltd,-1599.92,-1599.92,2001,"Old Cock Hotel, Halifax, HX1 1DS","The Coiners, 16 Silver Street, Halifax, HX1 1HS",02-04-2001,28-10-2001
B & E Stainless Fabrications Ltd [In Administration],-4.18,-4.18,2005,"Sovereign Works, Sovereign Street, Halifax, HX1 5AH","C/O David Horner & Co, 11 Clifton Moor Business Villa, James Nicolson Link, Clifton Moor, York, YO30 4XG",17-05-2004,15-04-2005
,-65.36,-65.36,2009,"28 Spring Hall Place, Halifax, HX1 4TF",,26-11-2005,28-02-2010
,-0.15,-0.15,2012,"28 Spring Hall Place, Halifax, HX1 4TF",,01-03-2010,
,-1.62,-1.62,2015,"Square Chapel Arts Centre, 10 Square Road, Halifax, HX1 1QG",,28-05-1993,
The Imperial Crown Hotel Ltd,-7.8,-7.8,2005,"31 Square Road, Halifax, HX1 1QG","Corus Hotels Ltd, Rossway Park, Berkhamstead, HP4 3TZ",31-07-1992,31-03-2005
,-219.12,-219.12,2002,"Unit 6, 25 Square Road, Halifax, HX1 1QG",,31-12-1999,27-11-2001
Amatex Catering Services Ltd [In Administration],-212.72,-212.72,2007,"Square Road, Halifax, HX1 1QG","Ashcroft Business, Recovery & Insolvency, 601 High Road, Leytonstone, London, E11 4PA",15-12-2006,27-09-2007
,-142,866,2014,"13 St James Road, Halifax, HX1 1YS",,10-01-2014,
,-61.7,-61.7,2002,"18 St James Square, Northowram, Halifax, HX3 7HL",,02-02-1996,31-08-1996
The Sipp Broker Ltd,-1655.8,-1655.8,2010,"1 St Johns Lane, Halifax, HX1 2JD","54 West End Drive, Cleckheaton, BD19 6JD",17-08-2009,31-03-2011
,-0.2,-0.2,2012,"5 St Johns Lane, Halifax, HX1 2JD",,05-12-2006,
,-224.51,-224.51,2010,"St John's House, St Johns Lane, Halifax, HX1 2JD",,01-04-1990,04-07-2010
Chief Environmental Health Officer,-299.24,-994.84,2000,"Stainland Road, Barkisland, Halifax","Fao Wendy Backhouse, Northgate House, Northgate, Halifax, HX1 1UN",01-04-1990,31-03-2000
Chief Environmental Health Officer,-363.3,-994.84,2002,"Stainland Road, Barkisland, Halifax","Fao Wendy Backhouse, Northgate House, Northgate, Halifax, HX1 1UN",01-04-1990,31-03-2000
Chief Environmental Health Officer,-332.3,-994.84,2001,"Stainland Road, Barkisland, Halifax","Fao Wendy Backhouse, Northgate House, Northgate, Halifax, HX1 1UN",01-04-1990,31-03-2000
,-47.87,-47.87,2006,"4 Stainland Road, Greetland, Halifax, HX4 8AD",,01-07-1997,23-12-2006
,-1.41,-1.41,2012,"45 Stainland Road, Greetland, Halifax, HX4 8BD",,01-04-1990,
,-379.8,-490.4,2005,"55 Stainland Road, Greetland, Halifax, HX4 8BD",,01-04-1990,31-03-2006
,-110.6,-490.4,2006,"55 Stainland Road, Greetland, Halifax, HX4 8BD",,01-04-1990,31-03-2006
,-1.42,-1.42,2012,"59 Stainland Road, Greetland, Halifax, HX4 8BD",,01-04-1990,
,-147.03,-147.03,2002,"71 Stainland Road, Greetland, Halifax, HX4 8BD",,15-10-1998,09-10-1999
,-344.72,-344.72,2010,"71 Stainland Road, Greetland, Halifax, HX4 8BD",,08-04-2008,31-03-2010
,-1.07,-1.07,2012,"87 Stainland Road, Greetland, Halifax, HX4 8BD",,18-01-2008,
Graham Evans [Property],-466.81,-466.81,2012,"The Old Office Block, Stainland Road, Greetland, Halifax             HX4 8BQ","48 Stainland Road, Greetland, Halifax, HX4 8BD",01-04-2001,31-03-2010
Prelore Ltd (Administrative Receivership),-76.65,-76.65,2002,"Unit 1, North Dean Mills, Stainland Road, Greetland           HX4 8LS","C/O Messrs Peat Marwick, 1 The Embankment, Neville Street, Leeds, LS1 4DW",01-04-1990,30-06-1993
,-99.57,-99.57,2014,"West Vale Filling Station, Stainland Road, Greetland, Halifax             HX4 8BQ",,01-08-1992,
,-20,-20,2003,"Queen Hotel, 97 Stainland Road, Greetland, Halifax             HX4 8BD",,13-01-2004,26-04-2004
,-7.3,-7.3,2008,"37a Stainland Road, Greetland, Halifax, HX4 8AD",,01-04-2007,17-03-2009
Preston Derwent Estates Ltd,-103.65,-103.65,2013,"Office Block(First Floor), North Dean Business Park, Stainland Road, Greetland           HX4 8LR","C/O K Duffy, 19 Silverdale Drive, Lees, Oldham, OL4 3DX",16-03-2013,31-10-2013
,-43.4,-43.4,2002,"Windmill Inn, 17 Stanage Lane, Shelf, Halifax             HX3 7PR",,01-04-1990,24-03-1995
,-0.09,-0.09,2010,"9 Stanley Street North, Ovenden, Halifax, HX2 9AH",,18-07-2004,
,-100,-100,2002,"33 Stanningley Road, Mixenden, Halifax, HX2 8RJ",,19-09-2000,10-11-2001
Ferguson Wools Ltd,-2665.7,-2886.77,2002,"Canal Side, Tillotson Holme, Luddendenfoot, Halifax              HX2 6AF","23 Hillcrest, Sowerby Bridge, Halifax, HX6 2TJ",01-04-1990,28-02-2002
Ferguson Wools Ltd,-221.07,-2886.77,2001,"Canal Side, Tillotson Holme, Luddendenfoot, Halifax              HX2 6AF","23 Hillcrest, Sowerby Bridge, Halifax, HX6 2TJ",01-04-1990,28-02-2002
Ryburn Valley Surfacing Products Ltd(In Receivership,-897.54,-897.54,2002,"Unit 11, Station Industrial Park, Station Road, Luddendenfoot","Messrs Wilson Pitts, Devonshire House, 38 York Place, Leeds, LS1 2ED",01-04-1990,01-04-1992
Bower Green Warehousing Ltd.,-3389.84,-3389.84,2014,"Rookes Mill, Station Road, Norwood Green, Halifax              HX3 8QD","Dryden Street, Bradford, BD1 5ND",12-01-2010,31-10-2014
Bower Green Warehousing Ltd.,-1974.09,-1974.09,2014,"Rookes Mill (Vacant), Station Road, Norwood Green, Halifax              HX3 8QD","Dryden Street, Bradford, BD1 5ND",31-12-2011,31-10-2014
Bower Green Warehousing Ltd.,-1831.61,-1906.81,2014,"Rookes Mill, Station Road, Norwood Green, Halifax              HX3 8QD","Dryden Street, Bradford, BD1 5ND",31-12-2011,31-10-2014
Bower Green Warehousing Ltd.,-75.2,-1906.81,2012,"Rookes Mill, Station Road, Norwood Green, Halifax              HX3 8QD","Dryden Street, Bradford, BD1 5ND",31-12-2011,31-10-2014
,-116,-116,2015,"Stump Cross, Halifax, HX3 7AA",,14-07-2009,
Primesight Ltd,-0.02,170.98,2014,"Advertising Right, At Stump Cross Inn, Stump Cross, Halifax             HX3 7AU","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",14-08-2000,
Blackshaw Holdings Ltd,-224.07,-224.07,2013,"Swales Moor Yard, Swales Moor Road, Halifax, HX3 6UF","St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",13-08-2013,31-12-2013
,-1088.12,-1088.12,2010,"2 Swine Market, Halifax, HX1 5DT",,11-12-2006,31-08-2010
,-320.59,-320.59,2010,"2 Swine Market, Halifax, HX1 5DT",,01-09-2010,23-01-2014
,-151,927,2014,"Wall Close Farm, Score Hill, Northowram, Halifax              HX3 7SH",,30-11-2008,
,-479,-479,2014,"Flat 5, 1 Savile Terrace, Savile Park Road, Halifax              HX1 3DU",,01-05-2014,01-02-2015
,-26,-26,2002,"Travellers Inn, Tanhouse Hill, Hipperholme, Halifax             HX3 8HN",,17-10-2002,31-10-2002
,-13,-13,2006,"15 The Market Arcade, Halifax, HX1 1NX",,01-04-2005,07-10-2006
Neaversons Of Halifax Ltd,-577.84,-577.84,2011,"12 The Old Arcade, Halifax, HX1 1TJ","5 Russell Street, Halifax, HX1 1RL",01-04-1990,24-06-2011
Modern Herbals Limited,-317,3505,2014,"20/22 The Old Arcade, Halifax, HX1 1TJ","Fao Ms Wendy Atkinson, Unit 7, Drumhill Works, Clayton Lane, Bradford, BD1 4RF",01-11-2005,
,-3107.38,-3107.38,2006,"17/21 The Old Arcade, Halifax, HX1 1TJ",,04-02-2004,30-11-2005
,-8,-8,2009,"17/21 The Old Arcade, Halifax, HX1 1TJ",,01-03-2008,24-11-2009
,-0.55,-0.55,2012,"33 Towngate, Northowram, Halifax, HX3 7DX",,06-12-2007,
,-0.55,-0.55,2012,"25A Towngate, Northowram, Halifax, HX3 7DX",,15-10-2007,
,-418.77,-418.77,2004,"Duke Of York Inn, Towngate, Stainland, Halifax             HX4 9HF",,20-02-2004,10-08-2004
S & A Health Ltd,-11.84,-11.84,2012,"93 Turner Avenue South, Illingworth, Halifax, HX2 8EF","30 Keighley Road, Bingley, BD16 2EZ",27-02-2010,27-03-2013
,-6.36,-6.36,2005,"12 Union Street, Halifax, HX1 1PR",,08-09-2004,11-04-2005
,-77.83,-77.83,2007,"16 Union Street, Halifax, HX1 1PR",,01-05-2007,08-03-2008
,-343.75,-343.75,2009,"26 Union Street, Halifax, HX1 1PR",,15-12-2006,01-10-2009
Skypride Travel Ltd [In Receivership],-169.35,-169.35,2002,"29 Union Street, Halifax, HX1 1PR","C/O Mayfields, Church Steps House, Queensway, Halesowen, B63 4AB",13-01-1992,09-10-1996
Tus School Wear Ltd,-817.34,4090,2014,"25a Union Street, Halifax, HX1 1PR",,05-11-2014,
,-85.24,-85.24,2014,"25a Union Street, Halifax, HX1 1PR",,01-01-2011,04-11-2014
Kwik Save Ltd [In Liquidation],-181.1,-181.1,2006,"Board No 208602, Adj 58 Horton Street, Union Street, Halifax              HX1 1PR","C/O St James Square, Manchester, M2 6DS",01-04-2006,31-03-2006
Bon Bon Milk Bars [Halifax] Ltd,-780.36,-780.36,2015,"21/23 Union Street, Halifax, HX1 1PR","1 George Street, Halifax, HX1 1HA",16-05-2015,
Daniel Thwaites Plc,-939.73,-939.73,2014,"The Royal, 76 Upper Washer Lane, Halifax, HX2 7DR","Star Brewery, Penny Street, Blackburn, Lancs, BB1 6HL",16-04-2011,19-10-2014
,-60.7,-60.7,2002,"9 Victoria Road, Halifax, HX1 5PT",,01-10-2002,28-02-2003
,-135.52,-135.52,2010,"12 Wade House Road, Shelf, Halifax, HX3 7PB",,01-04-1990,08-12-2010
,-2.74,-2.74,2012,"Adj 9 Wade House Road, Shelf, Halifax, HX3 7PF",,26-04-2009,
,-112.85,-112.85,2002,"Adj 9 Wade House Road, Shelf, Halifax, HX3 7PF",,01-06-1998,01-10-1999
Football Acca Ltd,-243.5,-243.5,2014,"Bbw Business Centre 1ST Flr, 12 Wade House Road, Shelf, Halifax              HX3 7PB",,17-01-2015,
Interface Europe Ltd,-1361.38,-1361.38,2013,"Shelf Mills (Vacant), Wade House Road, Shelf, Halifax              HX3 7PA","Financial Director, Shelf Mills, Shelf, Halifax, HX3 7PA",01-02-2013,27-02-2014
Wickes Building Supplies Ltd,-2326.64,107244.36,2012,"Wade Street, Halifax, HX1 1SN","Attn Mrs C J Smith [Ests Dept], Travis Perkins, Lodge Way House, Harleston Road, Northampton, NN5 7UG",01-04-1990,
Yorkshire Rider Ltd,-17.66,-17.66,2002,"Bus Station, Wade Street, Halifax, HX1 1SN","Attn Christine Haigh, Skircoat Road, Halifax, HX1 2RF",21-07-1997,30-05-2002
Alpha Catering Ltd,-1942.66,-1942.66,2009,"Bus Station, Wade Street, Halifax, HX1 1SN","Wade Street, Halifax, HX1 1UU",02-04-2004,22-01-2010
Halifax Plc,-93177,-93177,2015,"Wakefield Road, Halifax, HX3 0TD","Lloyds Banking Group, C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",01-04-1995,31-03-2010
Halifax Plc,-30.75,3785.25,2014,"Hollas Lane, Wakefield Road, Halifax, HX2 0TP","Lloyds Banking Group, C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",01-04-1995,
Vodafone Ltd,-90,-90,2015,"Vodafone (33880) Pico, Copley Data Centre, Wakefield Road, Salterhebble","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",01-04-2010,31-03-2010
Vodafone Ltd,-90,-90,2015,"Vodafone (34206) Pico, Copley Data Centre, Wakefield Road, Halifax              HX3 0TD","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",01-04-2010,31-03-2010
,-309.31,-309.31,2002,"Star Garage, Wakefield Road, Halifax, HX3 0TP",,01-04-1990,31-05-2000
,-7.95,-7.95,2012,"Star Garage, Wakefield Road, Copley, Halifax             HX3 0TP",,06-01-2007,30-04-2011
,-27.05,-27.05,2013,"46 Wakefield Road, Hipperholme, Halifax, HX3 8AQ",,14-01-2000,16-12-2013
,-198.43,-198.43,2007,"236 Wakefield Road, Lightcliffe, Halifax, HX3 8TZ",,01-04-1990,31-03-2005
,-30.94,-30.94,2004,"196 Wakefield Road, Lightcliffe, Halifax, HX3 8TP",,07-07-2003,12-03-2005
,-2.22,-2.22,2002,"Walnut Street, Halifax, HX1 5JB",,01-04-1996,30-09-1997
,-266.25,-266.25,2012,"14/16 Walnut Street, Halifax, HX1 5JB",,01-03-2005,
,-37.29,-37.29,2014,"13 Wards End, Halifax, HX1 1BX",,02-12-2002,13-11-2014
,-370,-370,2003,"4 Wards End, Halifax, HX1 1BX",,11-11-1998,30-01-2004
,-42.5,-42.5,2006,"3a Wards End, Halifax, HX1 1DD",,01-04-2006,06-05-2007
F Lucas & Co Ltd,-0.51,-0.51,2012,"West End Works, Warley Road, Halifax, HX1 3TG","Registered Office, West End Studios, Warley Road, Halifax, HX1 3TG",24-05-1998,05-06-2015
,-1267.71,-699.64,2007,"Horse & Jockey Inn, 301 Warley Road, Halifax, HX2 0AD",,15-12-1993,24-04-2008
Bowercroft Ltd [In Liquidation],-1180.93,-1180.93,2002,"Maypole Inn, 32 Warley Town, Stock Lane, Halifax              HX2 7RZ","C/O John Gordon Walton & Co, Yorkshire House, Greek Street, Leeds, LS1 5ST",01-04-1990,18-07-1991
Intrepid Leisure Ltd,-58.46,-58.46,2009,"Maypole Inn, 32 Warley Town, Stock Lane, Halifax              HX2 7RZ","Po Box 496, Kingston Upon Hull, HU9 9GN",16-03-2009,13-08-2009
,-105.44,-105.44,2012,"Unit 13, Washer Lane Works, Washer Lane, Halifax             HX2 7DX",,14-05-2001,
,-0.15,-0.15,2012,"Unit 7, Washer Lane Works, Washer Lane, Halifax              HX2 7DX",,01-04-2010,
,-4.07,-4.07,2002,"Unit 7, Washer Lane Works, Washer Lane, Halifax              HX2 7DX",,01-04-1990,29-04-2002
D. Bird (Joiners) Ltd,-2.25,-2.25,2006,"Unit 12 Washer Lane Works, Washer Lane, Halifax, HX2 7DX","6 Prospect Place, Sowerby, Sowerby Bridge, Halifax, HX6 1JF",01-07-2004,30-03-2007
,-13.48,-13.48,2006,"Unit 10A Washer Lane Works, Washer Lane, Halifax, HX2 7DX",,01-04-2006,31-03-2007
,-56.16,-56.16,2013,"6 Waterhouse Street, Halifax, HX1 1UQ",,01-10-2012,
,-105,-105,2008,"Unit 1 Victoria Works, Waterside, Halifax, HX3 9HG",,09-10-2007,31-07-2008
Shinestrong Ltd,-171.66,-171.66,2002,"Unit 34, Empire Works, Watkinson Road, Halifax              HX2 9AB","C/O Unit 34, Empire Works, Watkinson Road, Halifax",01-10-1997,01-02-2000
,-52.2,-52.2,2009,"Unit 34, Empire Works, Watkinson Road, Halifax              HX2 9AB",,01-12-2007,01-08-2009
Spot On Concrete [Hx] Ltd,-77.08,-77.08,2009,"Empire Works, Watkinson Road, Halifax, HX2 9AB","Fao Steven Walker, 90 Pye Nest Road, Pye Nest, Halifax, HX2 7HS",01-08-2007,31-07-2009
Spot On Concrete [Hx] Ltd,-211.08,-211.08,2009,"Unit 39 Empire Works, Watkinson Road, Halifax, HX3 6SD","Fao Steven Walker, 90 Pye Nest Road, Pye Nest, Halifax, HX2 7HS",01-04-2005,31-07-2009
,-0.15,-0.15,2012,"Union Street South, Halifax, HX1 2LF",,01-09-2006,
,-0.66,-0.66,2012,"Wellington Garage, Wellington Street West, Halifax, HX1 2TQ",,01-04-1990,
,-48.31,-48.31,2012,"1a West Avenue, Lightcliffe, Halifax, HX3 8TJ",,01-05-1999,31-12-2011
Autec Electronics Ltd [In Liquidation],-312.14,-312.14,2002,"Portland House, West Vale, Halifax, HX4 8NY","C/O Jacksons Joliffe Cork, 33 George Street, Wakefield, WF1 1LX",01-04-1990,21-08-1996
West Lane Garage Ltd,-0.51,-0.51,2012,"West Lane Garage, Hall Ings, West Lane, Southowram           HX3 9RG","F.A.O. Mr Steven Gledhill, West Lane Garage, Hall Ings, West Lane, Southowram, HX3 9RG",01-04-2005,
Vodafone Ltd,-90,-90,2015,"Vodafone (69294) Pico, Marshalls Mono, West Lane, Southowram           HX3 9TW","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",01-04-2010,31-03-2010
Paints & Lacquers Ltd,-0.41,-0.41,2012,"12 West Parade, Halifax, HX1 2TA",,01-04-1990,
Halifax Property Services Ltd,-1617.5,-2028.17,2014,"Century House, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT",01-01-2012,12-03-2014
Halifax Property Services Ltd,-410.67,-2028.17,2013,"Century House, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT",01-01-2012,12-03-2014
Halifax Power Tools Ltd (In Liquidation),-77.32,-77.32,2002,"Unit 2a, West Parade, Halifax, HX1 2TE","C/O Messrs K W Howarth & Co, 36 Clare Road, Halifax, HX1 2HX",01-06-1991,04-03-1993
Halifax Property Services Ltd,-1361.5,-1361.5,2012,"Unit 2a, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT",01-04-2010,31-03-2012
,-108.36,-108.36,2005,"Flyover Works, 30 West Parade, Halifax, HX1 2TE",,01-05-2001,12-08-2005
,-62.7,-62.7,2002,"West Parade Garage, 10a West Parade, Halifax, HX1 2TA",,01-07-1990,30-09-1992
Matrix Chemie Ltd,-167,-167,2004,"Mezzanine Office 6 & 7, Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY","Offices 6 & 7, Mezzanine Floor, Lumbrook Mills, Westercroft Lane, Halifax, HX3 7TY",06-12-2003,05-12-2003
,-94.79,-94.79,2012,"2 Westfield Place, Halifax, HX1 3YH",,01-04-2011,31-03-2013
,-33.92,-33.92,2013,"12 Westgate, Halifax, HX1 1DJ",,01-02-2011,12-08-2013
,-600,-1503.29,2015,"18 Westgate, Halifax, HX1 1DJ",,04-02-2009,03-02-2015
,-903.29,-1503.29,2014,"18 Westgate, Halifax, HX1 1DJ",,04-02-2009,03-02-2015
