ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,PAID DATE,AMOUNT (£),PURPOSE,TRANSACTION ID
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,775,PERSONAL BUDGETS - MANAGED,V001055881
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,632,PERSONAL BUDGETS - MANAGED,V001055885
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,CHOICE LIMITED,21/10/16,7130.52,RESIDENTIAL LONG TERM,V001055892
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,21/10/16,1080,PERSONAL BUDGETS - MANAGED,V001055893
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,21/10/16,3213.36,RESIDENTIAL LONG TERM,V001055900
ROCHDALE BOROUGH COUNCIL,21/10/16,PHYSICAL DIS & OLDER PEOPLE,MOORHAVEN NURSING HOME,21/10/16,1074.56,RESIDENTIAL LONG TERM,V001055901
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,2301.6,PERSONAL BUDGETS - MANAGED,V001055902
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,723.24,PERSONAL BUDGETS - MANAGED,V001055904
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HC ONE LTD,21/10/16,2140.64,NURSING LONG TERM,V001055905
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,21/10/16,1433.6,RESIDENTIAL LONG TERM,V001055906
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,602.56,PERSONAL BUDGETS - MANAGED,V001055907
ROCHDALE BOROUGH COUNCIL,21/10/16,PHYSICAL DIS & OLDER PEOPLE,FERN BANK REST HOME,21/10/16,1533.2,RESIDENTIAL LONG TERM,V001055908
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,KINGARTH LTD,21/10/16,5202.4,RESIDENTIAL LONG TERM,V001055909
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALYCARE LTD,21/10/16,1364,RESIDENTIAL LONG TERM,V001055910
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,5159.4,RESIDENTIAL LONG TERM,V001055911
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,5146.2,RESIDENTIAL LONG TERM,V001055917
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,RANDOMLIGHT LIMITED,21/10/16,6000,RESIDENTIAL LONG TERM,V001055918
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,21/10/16,1397.24,RESIDENTIAL LONG TERM,V001055919
ROCHDALE BOROUGH COUNCIL,27/10/16,LEARNING DIS & MENTAL HEALTH,BRIAR HOUSE,27/10/16,2581.2,RESIDENTIAL LONG TERM,V001055921
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,FITZROY,21/10/16,4245.92,RESIDENTIAL LONG TERM,V001055922
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,4842.4,RESIDENTIAL LONG TERM,V001055928
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,4888,RESIDENTIAL LONG TERM,V001055934
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,AUTISM INITIATIVES,21/10/16,5956.12,RESIDENTIAL LONG TERM,V001055935
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,BROWFIELD RESIDENTIAL HOME,21/10/16,1196.24,NURSING LONG TERM,V001055936
ROCHDALE BOROUGH COUNCIL,27/10/16,LEARNING DIS & MENTAL HEALTH,BRIAR HOUSE,27/10/16,2472.56,RESIDENTIAL LONG TERM,V001055937
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,21/10/16,1938.84,RESIDENTIAL LONG TERM,V001055939
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,591.53,RESIDENTIAL LONG TERM,V001055940
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,690.12,RESIDENTIAL LONG TERM,V001055941
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,690.12,RESIDENTIAL LONG TERM,V001055942
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,690.12,RESIDENTIAL LONG TERM,V001055943
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,690.12,RESIDENTIAL LONG TERM,V001055944
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,6656.08,RESIDENTIAL LONG TERM,V001055945
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,561.24,RESIDENTIAL LONG TERM,V001055947
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,561.24,RESIDENTIAL LONG TERM,V001055948
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,561.24,RESIDENTIAL LONG TERM,V001055949
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,561.24,RESIDENTIAL LONG TERM,V001055950
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,5274.16,RESIDENTIAL LONG TERM,V001055951
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,3485.8,RESIDENTIAL LONG TERM,V001055957
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,21/10/16,4374.68,RESIDENTIAL LONG TERM,V001055961
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,21/10/16,849.24,PERSONAL BUDGETS - MANAGED,V001055962
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,21/10/16,4669.84,RESIDENTIAL LONG TERM,V001055963
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,3809.6,RESIDENTIAL LONG TERM,V001055969
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,AUTISM PLUS LIMITED,21/10/16,4150.96,RESIDENTIAL LONG TERM,V001055970
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1435.2,PERSONAL BUDGETS - MANAGED,V001055971
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,21/10/16,1282.65,RESIDENTIAL LONG TERM,V001055972
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,21/10/16,3264.92,RESIDENTIAL LONG TERM,V001055973
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,21/10/16,3264.92,RESIDENTIAL LONG TERM,V001055974
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,21/10/16,-1189.97,RESIDENTIAL LONG TERM,V001055980
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,21/10/16,-3264.92,RESIDENTIAL LONG TERM,V001055981
ROCHDALE BOROUGH COUNCIL,21/10/16,PROPERTY AND HIGHWAYS,CAS FM LIMITED,21/10/16,4039.29,PROPERTY - WORKS ELEMENT,V001055987
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,3577,RESIDENTIAL LONG TERM,V001055988
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,21/10/16,3642.2,RESIDENTIAL LONG TERM,V001055989
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,RANDOMLIGHT LIMITED,21/10/16,2400,RESIDENTIAL LONG TERM,V001055990
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,21/10/16,4129.76,RESIDENTIAL LONG TERM,V001055998
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1435.2,PERSONAL BUDGETS - MANAGED,V001055999
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,21/10/16,1080,PERSONAL BUDGETS - MANAGED,V001056001
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1004.32,PERSONAL BUDGETS - MANAGED,V001056002
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,BROOKFIELD CARE HOME,21/10/16,1676.72,RESIDENTIAL LONG TERM,V001056004
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,21/10/16,864,PERSONAL BUDGETS - MANAGED,V001056005
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,2432,PERSONAL BUDGETS - MANAGED,V001056006
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,3584,PERSONAL BUDGETS - MANAGED,V001056007
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,3584,PERSONAL BUDGETS - MANAGED,V001056008
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,3584,PERSONAL BUDGETS - MANAGED,V001056009
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,3584,PERSONAL BUDGETS - MANAGED,V001056010
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,3584,PERSONAL BUDGETS - MANAGED,V001056011
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,3584,PERSONAL BUDGETS - MANAGED,V001056012
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,3584,PERSONAL BUDGETS - MANAGED,V001056013
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,3584,PERSONAL BUDGETS - MANAGED,V001056014
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,3584,PERSONAL BUDGETS - MANAGED,V001056015
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,3584,PERSONAL BUDGETS - MANAGED,V001056016
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,3584,PERSONAL BUDGETS - MANAGED,V001056017
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,3584,PERSONAL BUDGETS - MANAGED,V001056018
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ORCHARD CARE HOMES,21/10/16,1664,PERSONAL BUDGETS - MANAGED,V001056019
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1092,PERSONAL BUDGETS - MANAGED,V001056020
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1514.8,PERSONAL BUDGETS - MANAGED,V001056022
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,4224,RESIDENTIAL LONG TERM,V001056028
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,DAVID LEWIS ORGANISATION,21/10/16,13008.76,RESIDENTIAL LONG TERM,V001056029
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,4372.2,RESIDENTIAL LONG TERM,V001056035
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1004.32,PERSONAL BUDGETS - MANAGED,V001056036
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1148.16,PERSONAL BUDGETS - MANAGED,V001056037
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1435.2,PERSONAL BUDGETS - MANAGED,V001056038
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1680,PERSONAL BUDGETS - MANAGED,V001056039
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,564.91,PERSONAL BUDGETS - MANAGED,V001056040
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,564.91,PERSONAL BUDGETS - MANAGED,V001056041
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,564.91,PERSONAL BUDGETS - MANAGED,V001056043
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,564.91,PERSONAL BUDGETS - MANAGED,V001056044
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,564.91,PERSONAL BUDGETS - MANAGED,V001056045
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,930.2,PERSONAL BUDGETS - MANAGED,V001056046
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,972.06,PERSONAL BUDGETS - MANAGED,V001056047
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1085.8,PERSONAL BUDGETS - MANAGED,V001056048
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,21/10/16,1593,PERSONAL BUDGETS - MANAGED,V001056049
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1680,PERSONAL BUDGETS - MANAGED,V001056050
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,2982.2,RESIDENTIAL LONG TERM,V001056051
ROCHDALE BOROUGH COUNCIL,28/10/16,EARLY HELP AND SCHOOLS,TIMMINS GROUP,28/10/16,11504.78,MINOR BUILDING WORKS,V001056053
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,21/10/16,-1352.14,RESIDENTIAL LONG TERM,V001056059
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,21/10/16,-3630.6,RESIDENTIAL LONG TERM,V001056060
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,21/10/16,1426.31,RESIDENTIAL LONG TERM,V001056061
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,21/10/16,3630.6,RESIDENTIAL LONG TERM,V001056062
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,21/10/16,3630.6,RESIDENTIAL LONG TERM,V001056063
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,21/10/16,1397.24,RESIDENTIAL LONG TERM,V001056064
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,21/10/16,1719.04,RESIDENTIAL LONG TERM,V001056065
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,AVERILL HOUSE CARE HOME,21/10/16,1246.6,RESIDENTIAL LONG TERM,V001056066
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,21/10/16,1613.04,NURSING LONG TERM,V001056067
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,21/10/16,1877.92,NURSING LONG TERM,V001056068
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,21/10/16,1692.08,NURSING LONG TERM,V001056069
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,21/10/16,849.24,PERSONAL BUDGETS - MANAGED,V001056070
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,631.52,PERSONAL BUDGETS - MANAGED,V001056072
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,21/10/16,3237.6,RESIDENTIAL LONG TERM,V001056073
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,789.4,PERSONAL BUDGETS - MANAGED,V001056074
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,21/10/16,6002.52,RESIDENTIAL LONG TERM,V001056075
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,21/10/16,1596.92,PERSONAL BUDGETS - MANAGED,V001056076
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,21/10/16,1397.24,RESIDENTIAL LONG TERM,V001056077
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,21/10/16,4231.96,RESIDENTIAL LONG TERM,V001056078
ROCHDALE BOROUGH COUNCIL,21/10/16,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LIMITED,21/10/16,1398.04,RESIDENTIAL LONG TERM,V001056079
ROCHDALE BOROUGH COUNCIL,21/10/16,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LIMITED,21/10/16,1398.04,RESIDENTIAL LONG TERM,V001056080
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,1400,PERSONAL BUDGETS - MANAGED,V001056081
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,21/10/16,10799.4,RESIDENTIAL LONG TERM,V001056082
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,4116.6,RESIDENTIAL LONG TERM,V001056088
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,5709.76,RESIDENTIAL LONG TERM,V001056089
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,872.4,PERSONAL BUDGETS - MANAGED,V001056090
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,21/10/16,1197.64,NURSING LONG TERM,V001056091
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,CARE IN SAFE HANDS HEALTHCARE LIMITED,21/10/16,7027,RESIDENTIAL LONG TERM,V001056092
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,FREEHOLD COTTAGE,21/10/16,2368,RESIDENTIAL LONG TERM,V001056093
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,THE REGARD PARTNERSHIP LIMITED,21/10/16,1678.2,RESIDENTIAL LONG TERM,V001056094
ROCHDALE BOROUGH COUNCIL,21/10/16,PHYSICAL DIS & OLDER PEOPLE,HC ONE,21/10/16,1082.16,NURSING LONG TERM,V001056095
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,21/10/16,1613.04,RESIDENTIAL LONG TERM,V001056096
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1134.88,PERSONAL BUDGETS - MANAGED,V001056097
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,21/10/16,2920.56,RESIDENTIAL LONG TERM,V001056098
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,BROOKVALE RESIDENTIAL CARE,21/10/16,1923.24,RESIDENTIAL LONG TERM,V001056099
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,BROOKVALE RESIDENTIAL CARE,21/10/16,1957.8,RESIDENTIAL LONG TERM,V001056100
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,21/10/16,3674.88,RESIDENTIAL LONG TERM,V001056101
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,21/10/16,760,PERSONAL BUDGETS - MANAGED,V001056102
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1058.2,PERSONAL BUDGETS - MANAGED,V001056103
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,21/10/16,509.52,PERSONAL BUDGETS - MANAGED,V001056104
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,21/10/16,1972.8,PERSONAL BUDGETS - MANAGED,V001056105
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,21/10/16,818.4,PERSONAL BUDGETS - MANAGED,V001056106
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,21/10/16,-1475.01,RESIDENTIAL LONG TERM,V001056107
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,21/10/16,-3754.56,RESIDENTIAL LONG TERM,V001056108
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,21/10/16,1346.9,RESIDENTIAL LONG TERM,V001056109
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,21/10/16,3428.48,RESIDENTIAL LONG TERM,V001056110
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,21/10/16,3428.48,RESIDENTIAL LONG TERM,V001056111
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,21/10/16,849.24,PERSONAL BUDGETS - MANAGED,V001056114
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,21/10/16,849.24,PERSONAL BUDGETS - MANAGED,V001056115
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,21/10/16,849.24,PERSONAL BUDGETS - MANAGED,V001056116
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,CAMBIAN LEARNING DISABILITIES LTD,21/10/16,11877.2,RESIDENTIAL LONG TERM,V001056117
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,21/10/16,509.52,PERSONAL BUDGETS - MANAGED,V001056118
ROCHDALE BOROUGH COUNCIL,21/10/16,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,21/10/16,6726.2,RESIDENTIAL LONG TERM,V001056119
