Ratepayer,Property Reference,Property Address,Billing Address,RV,Net Debit ,Liability Start Date,Relief Granted
William Luty & Sons Ltd,69216714,"R/O 30 Wade House Road, Shelf, Halifax, HX3 7PB","30A Wade House Road, Shelf, Halifax, HX3 7PB",7600,0,04/01/90,SBR
,69224701,"Andrew Works, Wainhouse Road, Halifax, HX1 3PP",,7000,0,09/01/04,SBR
H.R Goodale [ Northern] Ltd,69240707,"Star Garage, Wakefield Road, Halifax, HX3 0TP","Star Garage, Wakefield Road, Halifax, HX3 0TP",6100,2921.9,04/01/04,ER
,76280004,"4 Lees Yard, Hollins Place, Hebden Bridge, HX7 8EU",,6000,0,07/02/13,SBR
,76284712,"1st & Part Ground Floor, Holme End, Hebden Bridge, HX7 8NX",,2125,0,01/01/15,SBR
,76292702,"Trades Club, Holme Street, Hebden Bridge, HX7 8EE",,5200,0,04/01/90,SBR
,76332700,"Hollins Top Workshop, Lee Wood Road, Hebden Bridge, HX7 7EQ",,570,0,01/25/13,SBR
,76340708,"Unit 7, Linden Mill, Linden Road, Hebden Bridge       HX7 7AP",,2850,0,03/01/94,SBR
,76340714,"Unit 6 Linden Works, Linden Road, Hebden Bridge, HX7 7DP",,2900,0,01/01/16,SBR
,76356706,"Part Ground Floor, Machpelah Works, Machpelah, Hebden Bridge       HX7 8AU",,820,0,05/02/13,EX
Yorkshire Soap Co Ltd,76360718,"6 Market Street, Hebden Bridge, HX7 6AA","Unit 34, The Raylor Centre, James Street, York, YO10 3DW",8400,3914.4,05/01/10,SBR
,76360007,"7 Market Street, Hebden Bridge, HX7 6EU",,6500,0,06/01/15,SBR
,76088895,"Unit 1D Whitelee Business Pk, Burnley Road, Mytholmroyd, HX7 5AD",,3500,0,04/11/09,SBR
,76456701,"Monteith Garage, Sandbed, Hebden Bridge, HX7 6PT",,7400,0,04/01/90,SBR
Halifax Aerials Ltd,77024746,"Unit 53 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 4RG","19 Boulderclough, Sowerby Bridge, HX6 1NQ",3450,0,03/01/11,SBR
,77024731,"Unit 13A, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",,4000,0,09/01/14,SBR
Fennor Exterior Works Ltd,77024777,"Unit 13C Asquith Yard, Asquith Bottom Works, Sowerby Bridge, HX6 3BT","44 Dean Lane, Sowerby, Sowerby Bridge, HX6 1HE",4900,0,09/04/15,SBR
,77052703,"Florists, Beech Road, Sowerby Bridge, HX6 2LR",,2950,0,04/01/90,SBR
,77068701,"S.B.I.C. Cricket Club, Blackwall Lane, Sowerby Bridge, HX6 2UB",,4200,0,04/01/90,SBR
,77094701,"The Beaver Lodge, West Street, Sowerby Bridge, HX6 3BT",,4400,0,01/16/16,SBR
,68224098,"98 Parkinson Lane, Halifax, HX1 3QH",,2900,0,04/10/17,SBR
,68232701,"Pear Street, Halifax, HX1 3UA",,1000,0,09/17/05,EX
,68236012,"12 Pellon Lane, Halifax, HX1 5SP",,6400,0,04/01/16,SBR
Haverley Properties Ltd,68236786,"28 Pellon Lane, Halifax, HX1 5SP","Long Royd House, Long Royd Road, Triangle, HX6 1NX",2425,0,08/08/14,EX
Clear Channel (Uk) Ltd,68236782,"Bus Shelter No. 17477, Adj 187 Pellon Lane, Halifax, HX1 5RL","Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",450,209.7,04/01/10,SBR
,68236729,"Security House, 248 Pellon Lane, Halifax, HX1 4PZ",,8300,0,04/01/90,SBR
Rms Carpets Ltd,68236780,"Ground Floor, 354 Pellon Lane, Halifax, HX1 4QD","Fao Mr Richard Severn, 22 Newlands Grove, Northowram, Halifax, HX3 7HZ",5300,0,06/01/11,SBR
,68236781,"Lower Grd Floor & Basement, 354 Pellon Lane, Halifax, HX1 4QD",,1725,0,06/01/06,EX
D J P Leisure Ltd,78040710,"Weavers Arms, 5 Blind Lane, Todmorden, OL14 5HZ",,3500,0,04/28/14,SBR
,78208707,"Unit B, Harley House Mill, Harley Street, Todmorden           OL14 5JE",,6100,0,06/01/16,SBR
,78026702,"Lower Bottomley Farm, Bottomley Road, Walsden, Todmorden           OL14 6QZ",,600,200.47,04/01/14,DUR SBR
,78068702,"The Kabin, Todmorden Outdoor Market, Brook Street, Todmorden           OL14 5AJ",,810,0,01/26/11,SBR
,78068703,"Stalls 4/5 Market Hall, Brook Street, Todmorden, OL14 5AJ",,3550,0,01/26/11,SBR
,78068755,"Stalls 2/3 Market Hall, Brook Street, Todmorden, OL14 5AJ",,3450,0,05/01/16,SBR
Ham Corner Ltd,78068719,"Stall 28 Market Hall, Brook Street, Todmorden, OL14 5AJ","1 Blackshaw Street, Todmorden, OL14 6AG",1700,0,12/01/16,SBR
,78068742,"Storeroom 12 Market Hall, Brook Street, Todmorden, OL14 5AJ",,151,29.11,11/01/17,SBR
,78068724,"Stalls 35/36 Market Hall, Brook Street, Todmorden, OL14 5AJ",,2200,0,01/26/11,SBR
,78068736,"Storeroom 6 Market Hall, Brook Street, Todmorden, OL14 5AJ",,113,52.66,02/01/13,SBR
,78068735,"Storeroom 5 Market Hall, Brook Street, Todmorden, OL14 5AJ",,195,90.87,01/26/11,SBR
Calderdale Mbc Markets Manager,78068741,"Storeroom 11 Market Hall, Brook Street, Todmorden, OL14 5AJ","19 Albion Street, Halifax, HX1 1DU",97,0,10/01/17,EX
Jack Parker,78072002,"2 Brunswick Street, Todmorden, OL14 6TQ","769 Rochdale Road, Todmorden, OL14 6TG",1375,628.92,04/01/90,DUR SBR
,78076781,"9 Burnley Road, Todmorden, OL14 7BU",,3850,1756.15,11/01/10,DUR SBR
,78076829,"11 Burnley Road, Todmorden, OL14 7BU",,3750,0,10/29/01,DCR MCR
,77352719,"Unit 5, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,1275,0,06/01/02,SBR
Co-Operative Group Ltd,77408774,"Atm Site At Co-Op, 25 Oldham Road, Ripponden, Sowerby Bridge       HX6 4DN","C/O Rate Account Management, Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",8300,3867.8,04/01/10,SBR
,77408769,"Wellness Centre, Central Hall, Oldham Road, Ripponden            HX6 4DN",,1075,0,04/01/16,EX
,68340005,"5 Raven Street, Halifax, HX1 4NB",,4850,0,08/03/99,SBR
Tyler Projects (Halifax) Ltd In Administration,68356713,"Part 1ST Floor, Somerset House, Rawson Street, Halifax              HX1 1NH","F.A.O. Adam Humphries, Begbies Traynor, 4th Floor Toronto Square, Toronto Street, Leeds, LS1 2HJ",11000,0,04/01/16,EX
D Pitchforth Ltd,68392721,"Park Garage, Rochdale Road, Greetland, Halifax             HX4 8AL",,4000,0,04/01/90,SBR
Calderdale Mbc,68392711,"Brig Royd, Greetland, Halifax, HX4 8AN","Regen & Development, Northgate House, Northgate, Halifax, HX1 1UN",5300,2228.97,04/01/90,SBR
Calderdale Mbc Leisure Services,68392717,"Greetland Library, Rochdale Road, Greetland, Halifax             HX4 8JE","Fao Shabbir Suleman, Westgate House, Westgate, Halifax, HX1 1PS",2250,907.14,04/01/90,SBR
B W Sipp Trustees Limited,68392754,"The Long Mill Lower Gf, Rochdale Road, Greetland, Halifax              HX4 8AL","C/O Rosemount Estates, C/O Throstle Nest, Warley Wood Lane, Luddendenfoot, Halifax, HX2 6BW",9400,0,12/01/17,EX
,68392046,"46 Rochdale Road, Greetland, Halifax, HX4 8AX",,2650,0,04/01/90,SBR
,69240714,"Star Garage, Wakefield Road, Copley, Halifax             HX3 0TP",,950,0,08/01/01,SBR
,69248109,"109 Wakefield Road, Lightcliffe, Halifax, HX3 8SH",,8800,0,05/16/16,SBR
,64244705,"1st Floor, Berwick Mill, Berwick Street, Halifax             HX1 1QG",,3350,0,08/04/09,SBR
,68736701,"1a St James Street, Halifax, HX1 5SU",,2300,0,04/01/17,SBR
,68740003,"3 St Johns Lane, Halifax, HX1 2JD",,4100,0,02/27/13,SBR
,68744017,"17 St Mary Street, Halifax, HX1 2TW",,3950,0,03/01/15,SBR
Monster Displays Ltd,29084722,"Unit 4, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA",,5200,0,04/01/17,SBR
North Vale Doubling Co Ltd,29084862,"Pt 2ND/3RD/PT4TH/5TH Flrs, Northvale Mills, Bradford Road, Brighouse            HD6 4DJ","North Vale Mills, Bradford Road, Brighouse, HD6 4DJ",9300,4443.12,03/01/15,SBR
,29088712,"Hillside Garage, Bramston Street, Brighouse, HD6 3AA",,9000,0,08/14/14,SBR
The Quality Koi Company Ltd,29092700,"Sugden Memorial Hall, Bridge End, Brighouse, HD6 3DH","Bridge End, Brighouse, HD6 3DN",9500,0,04/01/90,SBR
,29092706,"4/8 Bridge End, Brighouse, HD6 3DH",,6100,0,11/29/15,SBR
,78076037,"37 Burnley Road, Todmorden, OL14 7BU",,5200,0,09/05/15,SBR
,78076789,"R/0 739 Burnley Road, Todmorden, OL14 8LF",,820,0,04/01/93,SBR
,78076763,"741 Burnley Road, Todmorden, OL14 8LF",,2225,0,06/01/17,SBR
,78076776,"872 Burnley Road, Todmorden, OL14 8PJ",,2050,0,03/01/16,SBR
,78076740,"Unit 1C, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",,3000,0,03/01/16,SBR
,78076872,"Unit 21 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,3450,0,09/22/16,SBR
,78076873,"Unit 26 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,4050,0,06/01/11,SBR
Richard Coupe Ltd,78120709,"Hope Mills, Dalton Street, Todmorden, OL14 5HJ","Hope Mill Office, Dalton Street, Todmorden, OL14 5HJ",2275,0,06/01/14,SBR
Epatech Limited,69264746,"First Floor, 2 Wards End, Halifax, HX1 1DD",,6200,0,04/02/16,EX
,69264706,"3 Wards End, Halifax, HX1 1DD",,3500,0,08/09/14,SBR
,69264708,"10 Wards End, Halifax, HX1 1BX",,10750,0,06/19/16,SBR
,76360016,"16 Market Street, Hebden Bridge, HX7 6AA",,8200,0,09/01/12,SBR
,76360017,"17 Market Street, Hebden Bridge, HX7 6EU",,8300,0,08/19/16,SBR
Saker Vegetarian Foods Ltd,76360030,"30 Market Street, Hebden Bridge, HX7 6AA","Unit 2B, Canteen Mill Industrial Units, Burnley Road, Todmorden, OL14 7DR",3850,1794.1,07/27/09,SBR
Valley Organics Workers Co-Op Ltd,76360031,"31 Market Street, Hebden Bridge, HX7 6EU",,6500,0,06/03/13,SBR
,76360033,"33 Market Street, Hebden Bridge, HX7 6EU",,8300,0,04/01/16,SBR
,76360038,"38 Market Street, Hebden Bridge, HX7 6AA",,3650,0,05/01/04,SBR
,76360040,"40 Market Street, Hebden Bridge, HX7 6AA",,3650,0,07/23/04,SBR
,76512701,"Mayroyd Barn, Mayroyd Lane, Hebden Bridge, HX7 8NS",,4000,0,04/01/90,SBR
,77408005,"5 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DN",,2225,0,04/01/16,SBR
Kloog Business Development Ltd,29572719,"Unit 5, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse            HD6 4AW",,4850,0,01/01/15,SBR
Town Hall Dental Ltd,29576705,"Room 2, Town Hall, Thornton Square, Brighouse           HD6 1ED","Thornton Square, Brighouse, HD6 1ED",1925,0,11/05/12,EX
,29096713,"Unit 1 Bridge Road Works, Bridge Road, Brighouse, HD6 1EP",,4900,0,04/18/16,SBR
Mark Riley (Brighouse) Ltd,29100711,"Grd Flr,Wellington House, Briggate, Brighouse, HD6 1DN","Wellington House, Wellington Arcade, Briggate, Brighouse, HD6 1DN",10000,0,10/17/06,SBR
,29624002,"2 Wellington Arcade, Briggate, Brighouse, HD6 1DN",,10000,0,11/09/07,SBR
Whitehall Stone Sales Ltd,29112714,"Whitehall Stone Sales Ltd, Brookfoot Lane, Brighouse, HD6 2RA","Quarrie Works Yard, Law Street, Bradford, BD4 9NF",2075,966.95,04/01/10,SBR
Town Hall Dental Ltd,29576712,"Ground Floor Room 3A, Old Town Hall, Thornton Square, Brighouse            HD6 1ED","Thornton Square, Brighouse, HD6 1ED",750,349.5,11/05/12,SBR
Hutchinson 3G Uk Ltd,29184706,"Telecommunication Mast, Site Ref H D 0017, Clough Lane, Rastrick             HD6 3QL","C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",8100,0,04/01/05,EX
Sdh Project Services Ltd,29608733,"2 Phoenix Court, Wakefield Road, Brighouse, HD6 1PF","2 - 3 Pheonix Court, Wakefield Road, Brighouse, HD6 1PF",3900,1817.4,07/01/16,SBR
,78192744,"Opp Wood Mill, Halifax Road, Todmorden, OL14 6EE",,1025,477.65,04/01/94,SBR
,78192783,"22 Halifax Road, Todmorden, OL14 5QG",,5700,0,04/01/17,SBR
,78192025,"25 Halifax Road, Todmorden, OL14 5AG",,5400,0,07/20/13,SBR
,78192281,"281 Halifax Road, Todmorden, OL14 5SQ",,1875,0,03/29/04,EX
,78200705,"8 Hall Street, Todmorden, OL14 7AD",,4250,0,04/01/11,SBR
Harley Street Nursery Ltd,78208009,"Kinect Build Ltd, 9 Harley Street, Todmorden, OL14 5JE","9 Harley Street, Todmorden, OL14 5JE",4100,0,12/24/16,SBR
Screwplan Ltd (Company Dissolved 06/06/17),78216700,"Hazelwood Street Works, Hazelwood Street, Todmorden, OL14 5BW",,3550,0,06/16/90,SBR
The Farm Ripponden Ltd,77460724,"Butchers Arms, Rochdale Road, Ripponden, Sowerby Bridge       HX6 4JU","Butchers Arms, Rochdale Road, Ripponden, Sowerby Bridge, HX6 4JU",6250,0,09/01/11,SBR
,68392706,"16 Rochdale Road, Greetland, Halifax, HX4 8AL",,3300,0,02/13/99,SBR
,68412700,"Masonic Lodge, Roydlands Street, Hipperholme, Halifax             HX3 8AF",,6500,0,04/01/90,SBR
Director Of Safer & Stronger Communities,68436053,"53 Rye Lane, Pellon, Halifax, HX2 0QB","Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",4650,2166.9,04/01/90,SBR
Sunside Service Station Ltd,68444745,"Sunside Service Station, Saddleworth Road, Greetland, HX4 8LZ","Sunside Service Station, Saddleworth Road, Greetland, Halifax, HX4 8LZ",9200,0,04/01/04,SBR
New Hope Reformed Church,69276710,"New Hope Church, Warley Road, Halifax, HX2 0AD","F A O Mr David Truswell, Warley Road, Halifax, HX2 0AD",157,0,02/18/17,EX
,64444703,"The Allan Fold, Halifax, HX1 3SU",,3500,0,11/01/10,SBR
,69296704,"Unit 13, Washer Lane Works, Washer Lane, Halifax             HX2 7DX",,4900,0,05/14/01,SBR
,76444704,"Mount Pleasant Mill, Mytholmroyd, Hebden Bridge, HX7 5LR",,7100,0,10/01/08,SBR
,29608710,"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",,5400,0,01/03/08,SBR
Warmco Space Heating Ltd,29124734,"Unofficial Address, Unit 202 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",610,0,10/01/15,EX
,29160701,"2 Church Street, Brighouse, HD6 3NF",,8000,0,05/20/13,SBR
,29160007,"7 Church Street, Brighouse, HD6 3NF",,3950,0,09/03/14,SBR
,29160703,"15 Church Street, Brighouse, HD6 3NF",,5700,0,04/20/15,SBR
,29172001,"1 Cliffe Road, Brighouse, HD6 1HE",,3200,0,02/21/15,SBR
,29184700,"Rastrick Cricket Club, Clough Lane, Rastrick, Brighouse           HD6 3QL",,8700,833.46,04/01/90,MAR
,29616011,"11 Waterloo Road, Brighouse, HD6 2AN",,3350,0,05/01/12,SBR
John Henderson (Uk) Ltd,29636720,"Unit 7 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP","Unit 7 Victoria Works, The Boathouse, Wharf Street, Brighouse, HD6 1PP",4050,0,12/10/13,SBR
Bespoke Financial Services Yorkshire Ltd,29636715,"Unit 1 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",,3400,0,08/01/17,SBR
Binks Executive Homes Ltd,29636703,"First Floor, Low Mill, Wharf Street, Brighouse            HD6 1PP","Nook Farm, Haigh Moor Road, West Ardsley, Wakefield, WF3 1ED",2650,0,03/29/12,EX
Jmv Contracts Ltd,29376708,"Unit 3 The Mill, Laura Street, Brighouse, HD6 1JD","Unit 3 The Mill, William Street, Brighouse, HD6 1HR",2750,0,04/01/14,SBR
Cellar 28 Ltd,29644028,"Ground Floor Office, Cellar 28, William Street, Brighouse            HD6 1HR","William Street, Brighouse, HD6 1HR",1550,0,02/14/15,EX
,29652178,"178 Woodhouse Lane, Brighouse, HD6 3TH",,10500,0,07/19/10,SBR
Community Transport,29656756,"Suites 4 & 6 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB","2nd Floor, Parkview House, Woodvale Office Park, Brighouse, HD6 4AB",5800,555.64,12/01/16,MCR
Community Transport,29656749,"Suite 7 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB","2nd Floor, Parkview House, Woodvale Office Park, Brighouse, HD6 4AB",5600,536.48,12/01/16,MCR
,29188700,"Scout Meeting Rooms, Coach Road, Brighouse, HD6 2LN",,4450,0,04/01/90,DCR MCR
Tayfield Investments Ltd,78100701,"Car Park Adj Sandholme, Sawmill,  Key Sike Lane, Todmorden, OL14 5RF","Barclays Bank Chambers, 12 Market Street, Hebden Bridge, HX7 8AD",1400,0,09/20/14,EX
Creative Care Ltd,78256701,"1ST Floor, Sandholme Sawmill, Key Sike Lane, Todmorden           OL14 5RF",,2300,1050.15,09/29/08,DUR SBR
,78288701,"King Street, Todmorden, OL14 6LX",,2800,0,03/28/15,EX
,78286701,"Stables Cottage, Middle Longfield Farm, Longfield Road, Todmorden           OL14 6LX",,3350,977.3,06/01/06,DUR SBR
Calderdale Mbc,78316701,"Car Park, Meadow Lane, Todmorden, OL14 8BD","Highways & Engineering, 3rd Floor Northgate House, Northgate, Halifax, HX1 1UN",1100,285.1,04/01/10,SBR
,78320700,"Unit 3B & Compound, Mitchell Street, Todmorden, OL14 7DP",,8300,0,04/01/16,SBR
Hoyles C & T Services Ltd,78360700,"Phoenix Garage, Phoenix Street, Todmorden, OL14 5SG",,9500,0,04/01/90,SBR
,78376700,"Garage 1, Raglan Street, Todmorden, OL14 5HF",,1100,0,04/04/03,SBR
,78376701,"Garage 2, Raglan Street, Todmorden, OL14 5HF",,1100,0,04/01/90,SBR
,76252786,"Unit 20, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ",,10000,0,07/01/16,SBR
,76252787,"Unit 21, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ",,7600,0,02/13/12,SBR
The Craggs Personal Storage Ltd,76400710,"Unit 6 Craggs Country Bus Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",,11250,0,12/01/11,SBR
,77548703,"Stansfield Mill, Stansfield Mill Lane, Triangle, Sowerby Bridge      HX6 3LZ",,9900,0,01/29/96,SBR
,77552701,"Station Road, Sowerby Bridge, HX6 3AA",,5200,0,09/19/11,SBR
,77592035,"35 Tillotson Avenue, Sowerby, Sowerby Bridge, HX6 1BX",,2025,0,02/04/01,EX
,77600005,"5 Town Hall Street, Sowerby Bridge, HX6 2QD",,4850,0,10/31/14,SBR
G Bateman Fabrications Engineering Solutions Ltd,68444762,"Unit 5, Bandwalk Industrial Estate, Saddleworth Road, Greetland            HX4 8BA",,9600,0,06/01/09,SBR
,68444754,"Unit 4, Bandwalk Industrial Estate, Saddleworth Road, Greetland            HX4 8BA",,2950,1374.7,03/01/16,SBR
Holmbridge Engineering Co Ltd,68444704,"Brian Royd Mills, Saddleworth Road, Greetland, Halifax              HX4 8NF",,8300,0,04/01/90,SBR
,68444707,"Brook Mills, Saddleworth Road, Greetland, Halifax             HX4 8LZ",,3700,0,03/01/94,SBR
,68452706,"308b/C Salterhebble Hill, Halifax, HX3 0QT",,3600,0,11/01/12,SBR
,29196005,"5A Commercial Street, Brighouse, HD6 1AF",,11250,0,06/07/98,SBR
,29196025,"First Floor, 25 Commercial Street, Brighouse, HD6 1AF",,7700,0,01/08/07,SBR
,56080702,"10 Bridgefield, Elland Bridge, Elland, HX5 0SQ",,4400,0,04/01/90,SBR
C3S Projects Ltd,56080712,"Offices Part, Bridgefield Works, Elland Bridge, Elland               HX5 0SQ","Canal Mills, Elland Bridge, Elland, HX5 0SQ",5700,2656.2,04/01/15,SBR
,56084739,"Buttifull, 90 Elland Lane, Elland, HX5 9ER",,1875,0,08/17/11,SBR
Cannon Colbeck Llp,56084747,"Unit 16A Grove Mills, Elland Lane, Elland, HX5 9DZ","Unit 16a Grove Mills, Elland Lane, Elland, HX5 9DZ",7100,0,03/10/14,SBR
Brook Miller Mobility Ltd,56084753,"Cpd Unit Ab M'shall H Mill, Elland Mills, Elland, HX5 9DU","Unit 1a, Elland Lane, Elland, HX5 9DZ",2800,1304.8,07/18/14,SBR
D.M.D Design & Marketing Ltd,56084712,"Marshall Hall Mills, Elland Lane, Elland, HX5 9DU",,8800,4100.8,01/31/03,SBR
Storm Brand Design Ltd,56084735,"Unit 1 Marshall Hall Mills, Elland Lane, Elland, HX5 9DU",,11750,0,09/04/10,SBR
,69308709,"Unit 1 Victoria Works, Waterside, Halifax, HX3 9HG",,6100,0,11/14/16,SBR
Alpaca Comfort Ltd,76400738,"Unit 7A Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",,7500,0,09/01/15,SBR
,76396737,"13 New Road, Hebden Bridge, HX7 8AD",,6400,0,02/21/14,SBR
,29232706,"Unit J, Royd Mills Business Park, Dyehouse Lane, Brighouse           HD6 1LL",,2500,0,04/01/13,SBR
,29236098,"98 Elland Road, Brighouse, HD6 2QR",,7700,0,02/01/13,SBR
Alzin Engineering Ltd,56020702,"Briggate, Elland, HX5 9HG",,11500,5359,04/01/90,SBR
Mr Craig Whitaker Mp,29236828,"Unit 7C, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD",,4300,0,12/02/13,SBR
,29236823,"Office G01, Gf Cromwell House, Elland Road, Brighouse            HD6 2RG",,2400,0,10/01/13,SBR
Bestmed On Line Ltd,29236747,"Office No. T06, 1ST Floor Cromwell House, Elland Road, Brighouse            HD6 2RG",,1300,605.8,10/01/13,SBR
Bestmed On Line Ltd,29236748,"Office No. T07, 1ST Floor Cromwell House, Elland Road, Brighouse            HD6 2RG",,1850,0,10/01/13,SBR
Coverall Flooring Ltd,29236746,"Office  No. T08, 1ST Floor Cromwell House, Elland Road, Brighouse            HD6 2RG",,2800,0,08/01/11,SBR
G.B Windows [Halifax] Ltd,29236818,"Unit 3 Springvale Works, Elland Road, Brighouse, HD6 2RN","Unit 3, Springvale Works, Elland Road, Brighouse, HD6 2RN",6000,0,04/01/14,SBR
,64428700,"N/R 10 Brow Lane, Shelf, Halifax, HX3 7QJ",,2325,0,02/16/98,SBR
,64436017,"17 Bull Green, Halifax, HX1 2RZ",,7000,0,01/16/17,SBR
,64436028,"28 Bull Green, Halifax, HX1 5AB",,8400,0,06/21/08,SBR
Chico's Wine Bar Ltd,64436030,"30 Bull Green, Halifax, HX1 5AB","23 Alexandra Street, Halifax, HX1 1BS",8600,0,05/14/16,EX
Crown Concrete Solutions Ltd,65020705,"Unit 3, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",,1900,0,04/10/15,SBR
,65020734,"At Recovery, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,6800,0,06/01/15,SBR
,65020733,"Arc, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,5400,0,12/01/16,SBR
Mssq Ltd,65040708,"First Floor, 23 Emscote Street South, Halifax, HX1 3AN","52 Savile Park Street, Halifax, HX1 3EG",3500,0,02/01/14,SBR
,65072709,"Part 1st Floor, Fenton Road, Halifax, HX1 3SQ",,3050,1413.31,04/01/07,ER
,65072032,"32 Fenton Road, Halifax, HX1 3PP",,3750,0,09/21/14,SBR
,65072720,"Arden Works, Fenton Road, Halifax, HX1 3SN",,6300,0,04/01/08,SBR
,65072711,"Unit 5 Arden Works, Fenton Road, Halifax, HX1 3PP",,4150,0,01/01/10,SBR
,65072719,"Arden Works, Fenton Road, Halifax, HX1 3SN",,7600,0,04/01/15,SBR
Director Of Safer & Stronger Communities,77140700,"Sowerby Bridge Cemetery, Off Cemetery Lane, Sowerby Bridge, HX6 1DN","Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",5900,1917.95,04/01/90,SBR
Tesco Personal Finance Ltd,77504705,"Atm Site At Tesco, Sowerby Street, Sowerby Bridge, HX6 3AT","Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",11250,5242.5,04/01/10,SBR
Calderdale Mbc,77652702,"Adj Engineers Inn, Stanley Street, Sowerby Bridge, HX6 2AF","Regen & Development, Northgate House, Northgate, Halifax, HX1 1UN",2400,1118.4,04/01/90,SBR
,68472700,"Carlton Works, Rear Of 24 Savile Park Road, Halifax, HX1 2EN",,870,0,04/01/05,EX
,68472125,"125 Savile Park Road, Halifax, HX1 2XH",,5600,0,11/23/94,SBR
