Body Name,ONS Body Code,Service Label,Service Code,Service Division,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA detailed expenditure type,GLCode,CIPFA detailed expenditure code,Narrative,Date,Transaction Number,Net Amount,Capital and Revenue,SupplierNameEdit,SupplierNo
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Children With Disabilities,E43,FCS AHDC & BFST (OSF),Transport Expenses,300,Vehicle Hire Expenses,S1755.31050,31050,Minibus for activities and transport for w/e 17/02/13, 28/03/2013,P2 664197,"£2,319.00",REV,Silverburn Finance (UK) Ltd,635350
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Children With Disabilities,E43,FCS AHDC & BFST (OSF),Transport Expenses,300,Vehicle Hire Expenses,S1755.31050,31050,Minibus for activities and transport for w/e 24/02/13, 28/03/2013,P2 664198,"£2,290.00",REV,Silverburn Finance (UK) Ltd,635350
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Children With Disabilities,E43,FCS AHDC & BFST (OSF),Transport Expenses,300,Vehicle Hire Expenses,S1755.31050,31050,Minibus for activities and transport for w/e 28/02/13, 28/03/2013,P2 664199,"£1,410.00",REV,Silverburn Finance (UK) Ltd,635350
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Children With Disabilities,E43,FCS AHDC & BFST (OSF),Transport Expenses,300,Vehicle Hire Expenses,S1755.31050,31050,Minibus for transport and activities for w/e 03/03/13, 28/03/2013,P2 664200,"£1,178.00",REV,Silverburn Finance (UK) Ltd,635350
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Children With Disabilities,E43,FCS AHDC & BFST (OSF),Transport Expenses,300,Vehicle Hire Expenses,S1755.31050,31050,Minibus for activities and transport for w/e 10/03/13, 28/03/2013,P2 664201,"£2,444.00",REV,Silverburn Finance (UK) Ltd,635350
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Children With Disabilities,E43,FCS AHDC & BFST (OSF),Transport Expenses,300,Vehicle Hire Expenses,S1755.31050,31050,Minibus for activities and transport for w/e 17/03/13, 28/03/2013,P2 664202,"£2,068.00",REV,Silverburn Finance (UK) Ltd,635350
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Children With Disabilities,E43,FCS AHDC & BFST (OSF),Transport Expenses,300,Vehicle Hire Expenses,S1755.31050,31050,Minibus for activities and transport w/e 24/03/13, 28/03/2013,P2 664203,"£2,256.00",REV,Silverburn Finance (UK) Ltd,635350
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Fostering and Adoption,E15,FCS Connected Persons (OSF),Third Party Payments,500,Commissioned Services,S1463.52560,52560,Connected Persons Assessment, 28/03/2013,P2 664208,"£2,258.50",REV,Payment to an individual or sole trader,1170185
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Play Service,E06,FCS EBP (OSF),Premises Expenses,200,Cleaning Contract,E6010.26000,26000,Contract cleaning service, 28/03/2013,P2 664214,£510.00,REV,Enterprise Support Services UK Ltd,611167
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Play Service,E06,FCS EBP (OSF),Employee Expenses,100,Salaries-Yth Workers PT,E6015.13504,13504,Staff support for children with additional needs, 28/03/2013,P2 664226,"£5,824.50",REV,Play Association Hammersmith & Fulham,1169262
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Procurement (OSC),Holding Code,005,Payments,C1705.00306,00306,35 INDIVIDSUAL TAXI JOURNEYS UNDERTAKEN BY VARIOUS MEMBERS OF RBKC STAFF W/C 11.2.13, 28/03/2013,P2 664232,£844.99,CAH,Q Despatch (West) Ltd,1158082
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Procurement (OSC),Holding Code,005,Payments,C1705.00306,00306,73 Individual Taxi Journeys undertaken by various members of RBKC staff W/C 18.2.13, 28/03/2013,P2 664234,"£1,667.94",CAH,Q Despatch (West) Ltd,1158082
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Procurement (OSC),Holding Code,005,Payments,C1705.00306,00306,55 individual taxi Journeys undertaken by various members of RBKC staff W/C 4.2.13, 28/03/2013,P2 664237,"£1,882.16",CAH,Q Despatch (West) Ltd,1158082
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,"Comm Relations, SIT & Public C",C24,COS Property Services (OSC),Third Party Payments,500,Consultants,P5779.54530,54530,project manager fees, 28/03/2013,P2 664249,"£2,340.00",REV,CXC Contracting Ltd,1254103
The Royal Borough of Kensington and Chelsea,00AW,Housing Services,HOS,HRA,H19,TTS Operational Support (OSS),Capital Code,003,Capital Grants-General,G0527.00220,00220,"IG0977 - Flat 23 Clydesdale House, 255 Westbourne Park Road - SHGC", 28/03/2013,P2 664291,£908.25,CAP,Marios Keys Ltd,601296
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Home to School Transport,E28,FCS School Meals Contracts (OSF),Third Party Payments,500,General Hired & Contracted Ser,E5608.54505,54505,SEN transport, 28/03/2013,P2 664303,"£1,215.65",REV,Westway Community Transport,600313
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Learning Disability,S12,ASC Learning Dis Local SWT (OSS),Third Party Payments,500,Physical Dsblty Rsdtl Resp,S6123.54065,54065,Well house 15th-28th March 2013, 28/03/2013,P2 664310,"£2,249.80",REV,Well House,922806
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Human Resources,C04,COS Learning and Development (OSC),Supplies & Services,400,Annual Programme,P4421.42515,42515,Internal RBKC staff training., 28/03/2013,P2 664313,"£2,292.50",REV,Kensington & Chelsea College,603609
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Corporate Finance (OSC),Holding Code,005,Precepts: GLA,C4360.00450,00450,Greater London Authority Precept, 11/03/2013,P4 564911,"£3,056,601.93",CAH,Greater London Authority,1287805
The Royal Borough of Kensington and Chelsea,00AW,Zero Budget Offsets,ZBO,Non Budget Book Business Unit,001,COS Corporate Finance (OSC),Balance Sheet Code,002,Levies-LPFA,B9999.08858,08858,London Pension Fund Authority Levy, 11/03/2013,P4 564914,"£144,086.20",REV,London Pension Fund Authority,1287800
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Parks and Open Spaces,YL0,COS Corporate Finance (OSC),Third Party Payments,500,Lee Valley Regional Park Levy,Y2720.57050,57050,Lee Valley Regional Park Authority Levy, 21/03/2013,P4 564919,"£23,852.38",REV,Lee Valley Regional Park Authority,603733
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Corporate Finance (OSC),Holding Code,005,Precepts: GLA,C4360.00450,00450,GLA Crossrail BRS, 13/03/2013,P4 564925,"£791,590.43",CAH,Greater London Authority,1287805
The Royal Borough of Kensington and Chelsea,00AW,Housing Revenue Account,HRA,HRA,H19,HOS HSG Opportunities (OSS),Central Support Services,700,Charges From Hsg & Soc Servs,H0200.78400,78400,U/Occ incentive, 01/03/2013,P4 647319,"£1,500.00",REV,Payment to an individual or sole trader,1306140
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Payroll (OSC),Balance Sheet Code,002,Loans Via Payroll,B4104.02665,02665,Employee bus pass, 01/03/2013,P4 647320,£784.00,CAB,London Underground Ltd,600074
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,A2117.05471,05471,property service charges, 01/03/2013,P4 647325,"£1,506.60",CAB,Parkgate  Aspen Ltd,1027546
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 21/01/13 - 03/02/13, 01/03/2013,P4 647327,"£1,420.00",CAB,Angels Home Care Ltd,1279157
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 13/01/13 - 27/01/13, 01/03/2013,P4 647330,"£5,109.63",CAB,Carewatch (Kensington & Chelsea),821083
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 27/01/13 - 10/02/13, 01/03/2013,P4 647331,"£5,060.84",CAB,Carewatch (Kensington & Chelsea),821083
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Payroll 21/1/13-1/3/13 & PAYE-5/3/13, 01/03/2013,P4 647332,"£2,001.70",CAB,Barrie Bookkeeping & Payroll Solutions,1278563
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 28/01/13 - 03/02/13, 01/03/2013,P4 647333,£890.60,CAB,Plan Care,600615
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Third Party Payments,500,Payments To Vol Orgs,E7120.53000,53000,1/3 allocated pymnt Fam.Lrng 2012-13, 01/03/2013,P4 647341,"£4,773.00",REV,Nova New Opportunities,897500
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 26/01/13 - 17/02/13, 01/03/2013,P4 647342,"£1,115.91",CAB,Special People,625778
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Schools Strategic Management,E25,FCS Schools Finance Central (OSF),Employee Expenses,100,Salaries-Grant Aided,E3508.10110,10110,I06 Golden Hello Grant reimbursement Holland Park School, 01/03/2013,P4 647537,"£8,280.00",REV,Holland Park Secondary School,600722
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Schools Strategic Management,E25,FCS Schools Finance Central (OSF),Employee Expenses,100,Salaries-Grant Aided,E3508.10110,10110,I06 Golden Hello Grant reimbursement Cardinal Vaughan, 01/03/2013,P4 647538,"£2,816.22",REV,Cardinal Vaughan Memorial School,600938
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Schools Strategic Management,E25,FCS Schools Finance Central (OSF),Employee Expenses,100,Salaries-Grant Aided,E3508.10110,10110,I06 Golden Hello Grant reimbursement Sion Manning, 01/03/2013,P4 647539,"£5,565.26",REV,Sion-Manning RC Secondary School,600742
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Older People,S10,ASC Tri Boro Procurem&Contract (OSS),Third Party Payments,500,Payments To Vol Orgs,S3012.53000,53000,First payment for Out of Hospital Stroke Services - ESD + Lot 3 - before monthly BACS, 18/03/2013,P4 647540,"£62,451.75",REV,Central London Community Healthcare,601663
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Group Finance (OSC),Balance Sheet Code,002,Employee Control,B1677.04658,04658,Payroll Deductions Feb 13, 05/03/2013,P4 647549,"£12,254.95",CAB,Unison,601113
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Group Finance (OSC),Balance Sheet Code,002,Employee Control,B1676.04658,04658,Payroll deductions Dental Feb 13, 05/03/2013,P4 647550,"£1,585.45",CAB,National Dental Plan Ltd,1202601
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Group Finance (OSC),Balance Sheet Code,002,Employee Control,B1692.04658,04658,Payroll deductions GAYE Feb 13, 05/03/2013,P4 647551,"£1,760.69",CAB,Charities Aid Foundation,600663
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,COS Group Finance (OSC),Balance Sheet Code,002,Employee Control,B1678.04658,04658,Payroll deductions GMB Feb 13, 05/03/2013,P4 647657,"£2,947.89",CAB,GMB National Administration Ltd,601082
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Family Servs Mment & Supp Serv,E14,FCS AHDC (OSF),Employee Expenses,100,Training Expenses,S1601.19090,19090,Step Up Social Work bursary payment, 04/03/2013,P4 647659,"£7,500.00",REV,Payment to an individual or sole trader,1278274
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Family Servs Mment & Supp Serv,E14,FCS AHDC (OSF),Employee Expenses,100,Training Expenses,S1601.19090,19090,Step Up Social Work bursary, 04/03/2013,P4 647660,"£7,500.00",REV,Payment to an individual or sole trader,1278276
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,Promoting Services,E42,FCS Portobello South SWT (OSF),Third Party Payments,500,S17 Assistance,S1623.54390,54390,rent and 2 months deposit + estate gents' fee for a family of 3 in need- section 17 18/02/2013, 04/03/2013,P4 647714,"£4,247.00",REV,Spicer Haart,1304832
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Payroll 01/02/13-28/02/13 & PAYE-5/3/13, 04/03/2013,P4 647730,"£2,872.69",CAB,Barrie Bookkeeping & Payroll Solutions,1278563
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Payroll 06/02/13-05/03/13 & PAYE-5/3/13, 04/03/2013,P4 647731,£671.59,CAB,Barrie Bookkeeping & Payroll Solutions,1278563
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 11/02/13 - 17/02/13, 04/03/2013,P4 647736,£604.80,CAB,Workline Group Ltd,600423
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 02/01/13 - 21/01/13, 04/03/2013,P4 647737,"£1,614.44",CAB,Bluebird Care (Kensington & Chelsea),1265729
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 05/01/13 - 14/02/13, 04/03/2013,P4 647739,"£1,494.73",CAB,Independent Living Alternatives,605387
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 04/02/13 - 10/02/13, 04/03/2013,P4 647740,£861.40,CAB,Plan Care,600615
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 07/01/13 -03/02/13, 04/03/2013,P4 647741,£771.66,CAB,Saga Homecare,1280847
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Older People,S10,ASC Finance (OSS),Other Grants & Contributions,910,Contribs by Residents,S3130.91535,91535,2-30193895 overpaid residential fees, 05/03/2013,P4 648018,"£1,865.62",REV,Payment to an individual or sole trader,1306300
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Arts Development& Support,YA1,ELR Arts Development (OSY),Supplies & Services,400,Arts Grant Scheme,L0307.44542,44542,Arts Grant Scheme. 70% of overall grant awarded, 05/03/2013,P4 648026,"£1,015.00",REV,Cardboard Citizens,1253665
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Housing & Council Tax Benefits,C13,COS Cashiers (OSC),Transfer Payments,600,Local Support Fund Payments,P5923.60240,60240,Food vouchers for issue to emergency payment clients., 05/03/2013,P4 649313,"£4,500.00",REV,Tesco Stores Ltd,604098
The Royal Borough of Kensington and Chelsea,00AW,Adult & Family Learning Srvcs,AFL,Adult & Family Learning,E08,AFL Adult Learning (OSF),Third Party Payments,500,Payments To Vol Orgs,E7257.53000,53000,QTR 2 ACL PYMNT 2012-13, 05/03/2013,P4 649319,"£3,536.00",REV,The Video College,601181
The Royal Borough of Kensington and Chelsea,00AW,Children's Services,CHS,LAC and Leaving Care,E18,FCS Leaving Care (OSF),Third Party Payments,500,Section 24 Accomodation,S1425.54080,54080,bursary till June 13, 27/03/2013,P4 649320,"£2,000.00",REV,Payment to an individual or sole trader,1159565
The Royal Borough of Kensington and Chelsea,00AW,"Envrmt,Leisure & Residents Svc",ELR,WM&L-Arts Development& Support,YA1,ELR Arts Development (OSY),Supplies & Services,400,Arts Grant Scheme,L0307.44542,44542,West London Film Network Arts grant 1st payment 75% (Portobello Film Festival), 06/03/2013,P4 649336,"£13,500.00",REV,Portobello Film Festival,606210
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 18/02/13 - 03/03/13, 06/03/2013,P4 649337,"£1,420.00",CAB,Angels Home Care Ltd,1279157
The Royal Borough of Kensington and Chelsea,00AW,Adult Social Care,ASC,Non Budget Book Business Unit,001,ASC Finance (OSS),Balance Sheet Code,002,Payments,B2085.05471,05471,Care costs 01/02/13 - 28/02/13, 06/03/2013,P4 649338,"£1,404.00",CAB,Individual Care Services,1282689
The Royal Borough of Kensington and Chelsea,00AW,Corporate Services,COS,Non Budget Book Business Unit,001,FCS Finance (Schools) (OSF),Balance Sheet Code,002,LRM4 Input Tax,B1257.03285,03285,Ashburnham January 13 VAT, 06/03/2013,P4 649496,"£5,558.75",CAB,Ashburnham Community School,600713
