Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Longitude,Latitude,Last Uploaded,Location,Organisation URI
Community Centre Kitchen,Hampstead Community Centre,78 Hampstead High Street,London,NW3 1RE,1,Restaurant/Cafe/Canteen,964217,FHRS,5,5,5,5,26/04/2017,False,183789,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,-0.176266,51.555482,15/04/2018,"(51.555482, -0.176266)",http://opendatacommunities.org/id/london-borough-council/camden
Tia Yuzu,,102 Fortune Green Road,London,NW6 1DS,1,Restaurant/Cafe/Canteen,424470,FHRS,0,10,0,4,28/03/2017,False,2402,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,-0.196638,51.554664,15/04/2018,"(51.554664, -0.196638)",http://opendatacommunities.org/id/london-borough-council/camden
Rose Mini Market,,121A Islip Street,London,NW5 2DL,4613,Retailers - other,424444,FHRS,5,10,10,3,12/03/2013,False,23191,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.136306,51.549171,15/04/2018,"(51.549171, -0.136306)",http://opendatacommunities.org/id/london-borough-council/camden
Belgo Centraal,,50 Earlham Street,London,WC2H 9LA,1,Restaurant/Cafe/Canteen,423821,FHRS,5,10,5,4,19/01/2018,False,13323,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.125761,51.513752,15/04/2018,"(51.513752, -0.125761)",http://opendatacommunities.org/id/london-borough-council/camden
Black Heart,,2-3 Greenland Place,London,NW1 0AP,7843,Pub/bar/nightclub,425883,FHRS,15,15,20,1,02/01/2017,False,61900,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.141835,51.538782,15/04/2018,"(51.538782, -0.141835)",http://opendatacommunities.org/id/london-borough-council/camden
Fleet News,,90 Fleet Road,London,NW3 2QX,4613,Retailers - other,424584,FHRS,0,10,5,4,13/12/2016,False,2692,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,-0.163092,51.553802,15/04/2018,"(51.553802, -0.163092)",http://opendatacommunities.org/id/london-borough-council/camden
Superbuy,,35 Grafton Way,London,W1T 5DB,4613,Retailers - other,423922,FHRS,5,5,5,5,07/03/2011,False,14636,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.137602,51.523437,15/04/2018,"(51.523437, -0.137602)",http://opendatacommunities.org/id/london-borough-council/camden
Lolas Cupcakes,Chancery Lane Underground Station,High Holborn,London,WC1V 6DR,7844,Takeaway/sandwich shop,1029676,FHRS,15,15,20,1,24/01/2018,False,180888,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.111988,51.518506,15/04/2018,"(51.518506, -0.111988)",http://opendatacommunities.org/id/london-borough-council/camden
Sisters of St Dorothy,Frognal House,99 Frognal,London,NW3 6XR,1,Restaurant/Cafe/Canteen,424728,FHRS,0,10,10,4,15/12/2017,False,32021,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,-0.18206,51.558125,15/04/2018,"(51.558125, -0.18206)",http://opendatacommunities.org/id/london-borough-council/camden
Royal George,,8-14 Eversholt Street,London,NW1 1DG,7843,Pub/bar/nightclub,424185,FHRS,,,,5,26/03/2018,False,20847,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,-0.131536,51.528304,15/04/2018,"(51.528304, -0.131536)",http://opendatacommunities.org/id/london-borough-council/camden
Chai Thali,Centro 3,19 Mandela Street,London,NW1 0DU,1,Restaurant/Cafe/Canteen,983644,FHRS,0,5,5,5,27/06/2017,False,184129,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,-0.136787,51.537767,15/04/2018,"(51.537767, -0.136787)",http://opendatacommunities.org/id/london-borough-council/camden
Rustique - The Literary Cafe,,142 Fortess Road,London,NW5 2HP,1,Restaurant/Cafe/Canteen,424855,FHRS,0,10,10,4,28/02/2017,False,3718,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.138704,51.55616,15/04/2018,"(51.55616, -0.138704)",http://opendatacommunities.org/id/london-borough-council/camden
The Perseverance,,63 Lamb's Conduit Street,London,WC1N 3NB,7843,Pub/bar/nightclub,426511,FHRS,10,5,5,4,08/08/2017,False,8999,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.118792,51.522004,15/04/2018,"(51.522004, -0.118792)",http://opendatacommunities.org/id/london-borough-council/camden
Navarro's,,67 Charlotte Street,London,W1T 4PH,1,Restaurant/Cafe/Canteen,423675,FHRS,5,10,10,3,10/10/2017,False,10420,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.13655,51.519895,15/04/2018,"(51.519895, -0.13655)",http://opendatacommunities.org/id/london-borough-council/camden
Boutique Express (Ground Floor & 2nd floor),,5 Pancras Square,London,N1C 4AG,1,Restaurant/Cafe/Canteen,842151,FHRS,0,5,5,5,17/11/2017,False,179935,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Gower House hotel,,57 Gower Street,London,WC1E 6HJ,7842,Hotel/bed & breakfast/guest house,1029698,FHRS,0,0,10,4,25/01/2018,False,194206,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.13222,51.521786,15/04/2018,"(51.521786, -0.13222)",http://opendatacommunities.org/id/london-borough-council/camden
Brookfield School,Brookfield Primary School,Chester Road,London,N19 5DH,7845,School/college/university,426214,FHRS,0,5,5,5,24/02/2017,False,6944,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,-0.145074,51.563401,15/04/2018,"(51.563401, -0.145074)",http://opendatacommunities.org/id/london-borough-council/camden
One Bourbon Tavern,,291-293 West End Lane,London,NW6 1RD,1,Restaurant/Cafe/Canteen,1006863,FHRS,20,15,20,0,02/10/2017,False,184177,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,-0.192239,51.551358,15/04/2018,"(51.551358, -0.192239)",http://opendatacommunities.org/id/london-borough-council/camden
Flapjacks Cafe,,315 Kentish Town Road,London,NW5 2TJ,1,Restaurant/Cafe/Canteen,424565,FHRS,5,5,5,5,13/01/2017,False,26529,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.141189,51.550399,15/04/2018,"(51.550399, -0.141189)",http://opendatacommunities.org/id/london-borough-council/camden
Costa Pronto,"Unit 2, St Pancras Station",Pancras Road,London,NW1 2QL,1,Restaurant/Cafe/Canteen,425507,FHRS,0,0,0,5,31/08/2017,False,56905,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,-0.12469,51.530671,15/04/2018,"(51.530671, -0.12469)",http://opendatacommunities.org/id/london-borough-council/camden
Fitzrovia Belle,,174 Tottenham Court Road,,W1T 7NT,7843,Pub/bar/nightclub,470864,FHRS,10,10,10,3,28/11/2017,False,74087,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.135706,51.52257,15/04/2018,"(51.52257, -0.135706)",http://opendatacommunities.org/id/london-borough-council/camden
The Bryson Hotel,,124-132 Clerkenwell Road,London,EC1R 5DL,7842,Hotel/bed & breakfast/guest house,998758,FHRS,0,0,0,5,29/06/2017,False,181920,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.108995,51.522187,15/04/2018,"(51.522187, -0.108995)",http://opendatacommunities.org/id/london-borough-council/camden
Harry's Fine Food,,258 Kentish Town Road,London,NW5 2AA,4613,Retailers - other,998787,FHRS,,,,5,08/11/2017,False,193063,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.140483,51.550019,15/04/2018,"(51.550019, -0.140483)",http://opendatacommunities.org/id/london-borough-council/camden
Camden Coffee House,,30 Camden Road,,NW1 9DP,1,Restaurant/Cafe/Canteen,425760,FHRS,5,10,10,3,18/08/2017,False,60505,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.141192,51.539716,15/04/2018,"(51.539716, -0.141192)",http://opendatacommunities.org/id/london-borough-council/camden
Hot Rock Cafe,,6A Camden Road,London,NW1 9DL,1,Restaurant/Cafe/Canteen,425133,FHRS,10,5,10,3,06/02/2018,False,4858,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.142002,51.539306,15/04/2018,"(51.539306, -0.142002)",http://opendatacommunities.org/id/london-borough-council/camden
Wrap it Up,,87 High Holborn,London,WC1V 6LS,7844,Takeaway/sandwich shop,993181,FHRS,5,10,20,1,26/07/2017,True,182770,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.117165,51.518075,15/04/2018,"(51.518075, -0.117165)",http://opendatacommunities.org/id/london-borough-council/camden
Yo! Sushi,The O2 Centre,255 Finchley Road,,NW3 6LU,1,Restaurant/Cafe/Canteen,759381,FHRS,10,5,5,4,28/06/2017,False,83336,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,-0.181428,51.547954,15/04/2018,"(51.547954, -0.181428)",http://opendatacommunities.org/id/london-borough-council/camden
Woburn Tandoori Restaurant,,16 Woburn Walk,London,WC1H 0JL,1,Restaurant/Cafe/Canteen,424434,FHRS,10,10,10,3,11/01/2017,False,22832,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.129022,51.526673,15/04/2018,"(51.526673, -0.129022)",http://opendatacommunities.org/id/london-borough-council/camden
Deep Blue,,106 Fleet Road,London,NW3 2QX,1,Restaurant/Cafe/Canteen,993183,FHRS,0,5,0,5,04/04/2017,False,183653,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,-0.163092,51.553803,15/04/2018,"(51.553803, -0.163092)",http://opendatacommunities.org/id/london-borough-council/camden
Tinder Box,,213-215 Tottenham Court Road,London,W1T 7PS,1,Restaurant/Cafe/Canteen,939495,FHRS,0,5,5,5,29/12/2016,False,183035,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.133372,51.520069,15/04/2018,"(51.520069, -0.133372)",http://opendatacommunities.org/id/london-borough-council/camden
I Love Nata,,61 Endell Street,,WC2H 9AJ,7844,Takeaway/sandwich shop,849908,FHRS,5,5,5,5,02/02/2016,False,83480,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.125723,51.515029,15/04/2018,"(51.515029, -0.125723)",http://opendatacommunities.org/id/london-borough-council/camden
Fruit and Vegetables Corner of Oxford Arms,,Islip Street,London,NW5 2DJ,4613,Retailers - other,424726,FHRS,0,0,0,5,12/07/2017,False,31846,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.139557,51.549393,15/04/2018,"(51.549393, -0.139557)",http://opendatacommunities.org/id/london-borough-council/camden
Wahaca,,276 Kentish Town Road,,NW5 2AA,1,Restaurant/Cafe/Canteen,978062,FHRS,5,5,5,5,09/06/2017,False,83596,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.140595,51.55011,15/04/2018,"(51.55011, -0.140595)",http://opendatacommunities.org/id/london-borough-council/camden
Travis Perkins,,156 West End Lane,,NW6 1SD,4613,Retailers - other,759352,FHRS,,,,Exempt,20/01/2015,False,81822,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,-0.190555,51.548005,15/04/2018,"(51.548005, -0.190555)",http://opendatacommunities.org/id/london-borough-council/camden
Greggs,,5 High Holborn,,WC1V 6DR,1,Restaurant/Cafe/Canteen,470891,FHRS,5,5,0,5,12/02/2018,False,75040,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.111974,51.518504,15/04/2018,"(51.518504, -0.111974)",http://opendatacommunities.org/id/london-borough-council/camden
Karma Cola,Unit 1,22 Pakenham Street,London,WC1X 0LB,4613,Retailers - other,989028,FHRS,0,0,0,5,12/07/2017,False,184028,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.115487,51.526635,15/04/2018,"(51.526635, -0.115487)",http://opendatacommunities.org/id/london-borough-council/camden
Boki,,20 Earlham Street,London,WC2H 9LN,7844,Takeaway/sandwich shop,1042621,FHRS,5,5,5,5,19/03/2018,False,183911,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.12757,51.513585,15/04/2018,"(51.513585, -0.12757)",http://opendatacommunities.org/id/london-borough-council/camden
Eleanor Palmer Primary School,Eleanor Palmer Primary School,Lupton Street,London,NW5 2JA,7845,School/college/university,424865,FHRS,0,10,0,4,02/02/2017,False,3741,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000139,Kentish Town,-0.139139,51.554323,15/04/2018,"(51.554323, -0.139139)",http://opendatacommunities.org/id/london-borough-council/camden
Leon Restaurants Ltd,,101 Tottenham Court Road,,W1T 4TT,1,Restaurant/Cafe/Canteen,952271,FHRS,5,5,5,5,09/03/2017,False,82215,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.136755,51.522641,15/04/2018,"(51.522641, -0.136755)",http://opendatacommunities.org/id/london-borough-council/camden
Cafe Mexicana,,40 Camden High Street,London,NW1 0JH,1,Restaurant/Cafe/Canteen,1036598,FHRS,10,5,10,3,29/01/2018,False,194305,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.138934,51.535328,15/04/2018,"(51.535328, -0.138934)",http://opendatacommunities.org/id/london-borough-council/camden
Sir John Oldcastle,Farringdon Point,29-35 Farringdon Road,London,EC1M 3JF,7843,Pub/bar/nightclub,424504,FHRS,10,5,10,3,29/12/2016,False,24757,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.106036,51.519883,15/04/2018,"(51.519883, -0.106036)",http://opendatacommunities.org/id/london-borough-council/camden
Camden Park House,,57-59 Camden Park Road,London,NW1 9BH,5,Hospitals/Childcare/Caring Premises,424095,FHRS,5,5,0,5,16/02/2017,False,20351,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,-0.129765,51.547223,15/04/2018,"(51.547223, -0.129765)",http://opendatacommunities.org/id/london-borough-council/camden
Oxford Arms,,265 Camden High Street,London,NW1 7BU,7843,Pub/bar/nightclub,423942,FHRS,10,10,10,3,20/10/2017,False,14909,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.143986,51.540156,15/04/2018,"(51.540156, -0.143986)",http://opendatacommunities.org/id/london-borough-council/camden
Made in Chelsea Ltd,Centro 3,19 Mandela Street,London,NW1 0DU,1,Restaurant/Cafe/Canteen,983643,FHRS,20,10,20,1,27/06/2017,False,184128,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,-0.136787,51.537767,15/04/2018,"(51.537767, -0.136787)",http://opendatacommunities.org/id/london-borough-council/camden
Jesmond Dene Hotel,,27-29 Argyle Street,London,WC1H 8EP,7842,Hotel/bed & breakfast/guest house,424037,FHRS,0,5,0,5,09/01/2017,False,20055,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.123098,51.528754,15/04/2018,"(51.528754, -0.123098)",http://opendatacommunities.org/id/london-borough-council/camden
Just Hospitality,Offices And Premises At 5th Floor,125 Shaftesbury Avenue,London,WC2H 8AD,1,Restaurant/Cafe/Canteen,979441,FHRS,5,5,5,5,14/06/2017,False,180319,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.128837,51.513955,15/04/2018,"(51.513955, -0.128837)",http://opendatacommunities.org/id/london-borough-council/camden
The Good Eating Co,,13 Fitzroy Street,London,W1T 4BQ,1,Restaurant/Cafe/Canteen,425907,FHRS,0,0,0,5,05/04/2012,False,62048,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.138357,51.521533,15/04/2018,"(51.521533, -0.138357)",http://opendatacommunities.org/id/london-borough-council/camden
Native,,3 Neal's Yard,London,WC2H 9DP,1,Restaurant/Cafe/Canteen,915149,FHRS,10,10,10,3,28/03/2017,True,180564,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.126375,51.514571,15/04/2018,"(51.514571, -0.126375)",http://opendatacommunities.org/id/london-borough-council/camden
Inland Revenue,Euston Tower,286 Euston Road,London,NW1 3BY,1,Restaurant/Cafe/Canteen,424175,FHRS,0,5,0,5,20/12/2016,False,20803,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.1331,51.528401,15/04/2018,"(51.528401, -0.1331)",http://opendatacommunities.org/id/london-borough-council/camden
General Medical Council,,350 Euston Road,London,NW1 3AX,1,Restaurant/Cafe/Canteen,425111,FHRS,0,5,0,5,21/03/2017,False,47977,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,-0.142133,51.524399,15/04/2018,"(51.524399, -0.142133)",http://opendatacommunities.org/id/london-borough-council/camden
Boots the Chemist Ltd,,211-212 Tottenham Court Road,London,W1T 7PP,4613,Retailers - other,424663,FHRS,0,0,0,5,15/09/2014,False,30312,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,-0.133567,51.520234,15/04/2018,"(51.520234, -0.133567)",http://opendatacommunities.org/id/london-borough-council/camden
Sarum Hall School,,15 Eton Avenue,London,NW3 3EL,7845,School/college/university,425021,FHRS,0,5,0,5,09/03/2017,False,4508,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,-0.16422,51.545124,15/04/2018,"(51.545124, -0.16422)",http://opendatacommunities.org/id/london-borough-council/camden
Sarracino Italian Restaurant,,186 Broadhurst Gardens,London,NW6 3AY,1,Restaurant/Cafe/Canteen,425006,FHRS,5,5,10,4,14/09/2017,False,44231,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,-0.190137,51.546569,15/04/2018,"(51.546569, -0.190137)",http://opendatacommunities.org/id/london-borough-council/camden
Elementree,,108-110 Cricklewood Broadway,London,NW2 3EJ,1,Restaurant/Cafe/Canteen,1043943,FHRS,10,10,10,3,27/02/2018,False,194319,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,,,,,15/04/2018,,http://opendatacommunities.org/id/london-borough-council/camden
Ozdiller,,11 Pratt Street,London,NW1 0AE,4613,Retailers - other,425981,FHRS,10,10,10,3,03/02/2017,False,6289,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,-0.140386,51.537554,15/04/2018,"(51.537554, -0.140386)",http://opendatacommunities.org/id/london-borough-council/camden
Oregano Pizza,15 Frognal Parade,158 Finchley Road,,NW3 5HH,1,Restaurant/Cafe/Canteen,1031158,FHRS,15,15,10,2,06/02/2018,False,84722,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,-0.181153,51.549175,15/04/2018,"(51.549175, -0.181153)",http://opendatacommunities.org/id/london-borough-council/camden
Ritz Pharmacy,,43 Heath Street,London,NW3 6UA,4613,Retailers - other,998790,FHRS,,,,Exempt,09/08/2017,False,24254,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,-0.178809,51.556594,15/04/2018,"(51.556594, -0.178809)",http://opendatacommunities.org/id/london-borough-council/camden
Franx Snack Bar,,192 Shaftesbury Avenue,London,WC2H 8JL,1,Restaurant/Cafe/Canteen,423814,FHRS,10,5,10,3,25/07/2017,False,13235,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,-0.126587,51.515402,15/04/2018,"(51.515402, -0.126587)",http://opendatacommunities.org/id/london-borough-council/camden
The Boot,,116 Cromer Street,London,WC1H 8BS,7843,Pub/bar/nightclub,426351,FHRS,10,10,10,3,31/01/2017,False,7208,506,Camden,foodsafety@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,-0.124268,51.527658,15/04/2018,"(51.527658, -0.124268)",http://opendatacommunities.org/id/london-borough-council/camden
