Organisation Name (A),Dept (B),Service Cat Label (C),Purpose of Spend (D),Expenditure CIPFA Sub Group Label (E),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 23/06/2016,OPS0272216,142.95,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 09/06/2016,PCO0271763,209.66,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 30/06/2016,OPS0272398,211.38,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 02/06/2016,OPS0271636,281.14,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 30/06/2016,OPS0272398,71.25,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 09/06/2016,PCO0271763,71.48,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 02/06/2016,OPS0271636,214.43,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 23/06/2016,OPS0272216,281.14,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 23/06/2016,OPS0272217,428.93,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 23/06/2016,OPS0272215,628.99,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 30/06/2016,OPS0272398,71.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 02/06/2016,OPS0271636,71.48,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,10,M65 RECRUITMENT,A0090760, 09/06/2016,PCO0271763,133.42,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,MANDALEIGH PLANTS LTD,A0052982, 09/06/2016,HED0271770,4200,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,MARKAZI JAMIA GHAUSIA MOSQUE,A0070998, 23/06/2016,AAS0272174,150,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,MARSDEN COMMUNITY PRIMARY SCHOOL,A0042343, 23/06/2016,AAS0272184,100,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,MARSDEN QUAKER MEETING,A0081348, 23/06/2016,AAS0272185,50,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,20,MARTIN COLLINS JOINERY & GLAZING,A0000623, 16/06/2016,ENV0272136,102,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,20,MARTIN COLLINS JOINERY & GLAZING,A0000623, 23/06/2016,ENV0272154,102,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Other Expenses,47,MARTIN COLLINS JOINERY & GLAZING,A0000623, 23/06/2016,PBC0272221,68,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,MARTIN COLLINS JOINERY & GLAZING,A0000623, 30/06/2016,HMR0272423,33,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,MARTIN COLLINS JOINERY & GLAZING,A0000623, 09/06/2016,HMR0271768,45,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,MARTIN COLLINS JOINERY & GLAZING,A0000623, 23/06/2016,HMR0272249,78,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,MARTIN LEE,A0090177, 16/06/2016,PCO0272010,127.1,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,MARTIN LEE,A0090177, 16/06/2016,PCO0272010,106.3,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,MARTIN LEE,A0090177, 16/06/2016,PCO0272010,110.2,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Newspapers & Periodicals,43,MARTINS,A0074550, 02/06/2016,HED0271692,19.6,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,47,MATTHEW KIBBLE TRANSPORT LTD,A0061568, 23/06/2016,REG0272225,5291,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Mayoral Allowance,46,MAYOR OF PENDLES ALLOWANCE,A0001839, 01/06/2016,AAS0271777,5130,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Allowance,46,MAYORESS CHARITY COMMITTEE,A0015905, 02/06/2016,DAL0271711,1803,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Fees Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0090826, 23/06/2016,OPS0272223,30,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0090121, 16/06/2016,HED0272066,34,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0085343, 09/06/2016,HED0271884,55,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0090805, 09/06/2016,HED0271859,74.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0049648, 30/06/2016,HED0272466,85,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,,Fees Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0090831, 30/06/2016,PCO0272392,30,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,REDACTED - PERSONAL DATA,A0089260, 23/06/2016,AAS0272176,30,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,44,REDACTED - PERSONAL DATA,A0090670, 16/06/2016,DAL0272025,1777.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Allowance,46,REDACTED - PERSONAL DATA,A0052124, 02/06/2016,DAL0271710,280,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0090801, 09/06/2016,PBC0271753,1155,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Fees Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0090815, 09/06/2016,OPS0271929,30,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,93,REDACTED - PERSONAL DATA,A0047778, 09/06/2016,HED0271864,34,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Fees Income : VATable,92,REDACTED - PERSONAL DATA,A0090832, 30/06/2016,OPS0272341,38.75,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,44,REDACTED - PERSONAL DATA,A0090511, 02/06/2016,DAL0271584,120,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH,REDACTED - PERSONAL DATA,A0090822, 16/06/2016,HMR0272069,20,N,N/A,N,3.33
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Uniforms,42,REDACTED - PERSONAL DATA,A0062864, 02/06/2016,DAL0271726,26.23,N,N/A,N,N/A
Pendle Borough Council,Human Resources,,Cash : Payroll Advances,PB,REDACTED - PERSONAL DATA,A0062864, 02/06/2016,PER0271670,40,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD,REDACTED - PERSONAL DATA,A0090565, 16/06/2016,HMR0272070,300,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,NELSON & DISTRICT ROYAL BRITISH LEGION,A0054144, 09/06/2016,DAL0271918,17,Y,219279,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,NELSON & DISTRICT ROYAL BRITISH LEGION,A0054144, 09/06/2016,DAL0271904,34,Y,219279,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,NELSON BAPTIST CHURCH,A0081346, 23/06/2016,AAS0272186,100,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,NEW LIFE CHRISTIAN CENTRE,A0048955, 23/06/2016,AAS0272187,100,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,NEWCHURCH-IN-PENDLE ST MARY`S PRIMARY SCHOOL,A0050991, 23/06/2016,AAS0272197,100,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Paid in the Year,PD,NO DIG DRAINAGE SOLUTIONS,A0090808, 09/06/2016,HED0271857,5000,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,NORTH VALLEY COMMUNITY CENTRE,A0062271, 23/06/2016,AAS0272188,96,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,47,NORTH WESTERN EMPLOYERS ORGANISATION,A0010430, 09/06/2016,AAS0271856,4829.09,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,NORTHERN POWERGRID (YORKSHIRE) PLC,A0020875, 30/06/2016,COR0272419,752.43,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,NPOWER,A0048483, 30/06/2016,HMR0272467,81.44,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,NPOWER,A0054545, 09/06/2016,HMR0271784,21.15,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD,NPOWER,A0054545, 23/06/2016,HMR0272253,42.95,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Agency Costs,Lancashire C C,51,NSL LIMITED,A0059256, 09/06/2016,HED0271908,1329.75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Agency Costs,Lancashire C C,51,NSL LIMITED,A0059256, 02/06/2016,HED0271598,1489.32,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,O`CALLAGHAN LIMITED,A0090052, 02/06/2016,HED0271601,9267.49,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,O`CALLAGHAN LIMITED,A0090052, 23/06/2016,HED0272243,15255.54,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,O`CALLAGHAN LIMITED,A0090052, 02/06/2016,HED0271601,21624.14,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,10,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,14.2,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,11.41,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,13.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,9.02,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,11.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,25.15,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,9.49,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mobile Phones,45,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,10.21,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Financing Costs,Lease costs:Computer (Orchard),82,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,7,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Capital Financing Costs,Lease costs:Computer (Orchard),82,O2 (UK) LIMITED,A0053660, 16/06/2016,DAL0272058,7,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 23/06/2016,OPS0272125,411.56,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 16/06/2016,OPS0271944,2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 16/06/2016,OPS0271947,2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 16/06/2016,OPS0271943,6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 16/06/2016,OPS0271946,10,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,OCS GROUP UK LIMITED,A0072816, 16/06/2016,OPS0271945,13.99,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Accommodation ,61,OLD HALL FARM (UK) LTD,A0041314, 16/06/2016,HMR0272002,200,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,OPTION HYGIENE LIMITED,A0002063, 09/06/2016,PCO0271814,6.45,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,42,OPTION HYGIENE LIMITED,A0002063, 16/06/2016,PCO0271958,8.46,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,42,OPTION HYGIENE LIMITED,A0002063, 16/06/2016,PCO0272023,39,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,42,OPTION HYGIENE LIMITED,A0002063, 16/06/2016,PCO0272024,59.7,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Protective Clothing,42,OPTION HYGIENE LIMITED,A0002063, 23/06/2016,PCO0272239,78,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ,OPTION HYGIENE LIMITED,A0002063, 02/06/2016,OPS0271611,257.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Office and computer equipment,40,ORCHARD RECYCLING SERVICE,A0015803, 09/06/2016,OPS0271782,30,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Office and computer equipment,40,ORCHARD RECYCLING SERVICE,A0015803, 09/06/2016,OPS0271782,150,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Office and computer equipment,40,ORCHARD RECYCLING SERVICE,A0015803, 09/06/2016,OPS0271782,1127.7,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Office and computer equipment,40,ORCHARD RECYCLING SERVICE,A0015803, 02/06/2016,OPS0271701,1272.6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Office and computer equipment,40,ORCHARD RECYCLING SERVICE,A0015803, 16/06/2016,OPS0272055,1745.1,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM : Office and computer equipment,40,ORCHARD RECYCLING SERVICE,A0015803, 30/06/2016,PCO0272417,2055,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,40,ORCHARD RECYCLING SERVICE,A0015803, 23/06/2016,OPS0272256,1568.7,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,12,P T ALLISON,A0064694, 02/06/2016,DAL0271736,17,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Indirect Employee Expenses,Staff Refreshments,12,P T ALLISON,A0064694, 02/06/2016,DAL0271736,9.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Hospitality,46,P T ALLISON,A0064694, 02/06/2016,DAL0271736,18.7,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,47,P T ALLISON,A0064694, 02/06/2016,DAL0271736,5.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,PARK  HIGH SCHOOL,A0005785, 23/06/2016,AAS0272207,100,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,PATRICK RALPHSON,A0090835, 30/06/2016,PCO0272415,50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,20,PEARSON PANKE LTD,A0057343, 09/06/2016,PCO0271817,175,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Subscriptions & Donations,47,PENDLE ACTION FOR THE COMMUNITY,A0081553, 02/06/2016,HMR0271652,16000,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Miscellaneous : Other,47,PENDLE ACTION FOR THE COMMUNITY,A0081553, 02/06/2016,HMR0271653,36998.34,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,PENDLE DEMENTIA ACTION ALLIANCE,A0090811, 09/06/2016,HED0271913,900,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 16/06/2016,AAS0272054,9067.38,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 16/06/2016,AAS0272054,39291.96,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Service Charge,27,PENDLE ENTERPRISE & REGENERATION LTD,A0061803, 23/06/2016,AAS0272389,5748,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Allowance,46,PENDLE HIPPODROME THEATRE LTD,A0060913, 02/06/2016,DAL0271708,100,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,23,PENDLE LEISURE LTD,A0012961, 23/06/2016,AAS0272189,500,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,46,PENDLE LEISURE LTD,A0012961, 02/06/2016,PER0271673,60,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,46,PENDLE LEISURE LTD,A0012961, 02/06/2016,PER0271674,60,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,46,PENDLE LEISURE LTD,A0012961, 02/06/2016,PER0271674,225,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,46,PENDLE LEISURE LTD,A0012961, 02/06/2016,PER0271673,230,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Seminars etc All Costs,46,PENDLE LEISURE LTD,A0012961, 30/06/2016,MAN0272472,105,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,46,PENDLE LEISURE LTD,A0012961, 30/06/2016,DAL0272475,1020.83,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,PENDLE LEISURE LTD,A0012961, 02/06/2016,COR0271654,46.67,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,47,PENDLE LEISURE LTD,A0012961, 02/06/2016,COR0271654,135,N,N/A,N,N/A
