Account Name,Business Address 1,Business Address 2,Business Address 3,Business Address 4,Business Address 5,Business Post Code,Property Description,Rates Payable 17/18,Transitional Amount,Liable From,2017 Rateable Value,Account Type,Small Business Relief,Mandatory Relief,Discretionary Relief,Top Up Discretionary Relief,Exempt Property,VO reference
THE ACCOUNT HOLDER,22A/22c Barnsley Road,South Elmsall,Pontefract,West Yorkshire,,WF9  2SA,Shop & Premises,£0.00,-£483.78,26/11/1995,6600,Occupied,Yes,,,,,0800300221
THE ACCOUNT HOLDER,Unit 5 Artisan Yard,Barnsley Road,South Elmsall,Pontefract,West Yorkshire,WF9  2SE,Warehouse & Premises,£0.00,"-£2,068.18",01/05/2013,10000,Occupied,Yes,,,,,0800304862
THE ACCOUNT HOLDER,Adj. 91 Westfield Lane,South Elmsall,Pontefract,West Yorkshire,,WF9  2EQ,Gymnasium & Premises,£0.00,"-£1,275.98",15/05/2013,8300,Occupied,Yes,,,,,0804900911
THE ACCOUNT HOLDER,The Willows,Lidgate Crescent,Langthwaite Grange Ind.,South Kirkby,Pontefract,WF9  3NR,Garage & Premises,£0.00,-£996.38,19/05/2006,7700,Occupied,Yes,,,,,1004347111
THE ACCOUNT HOLDER,4 Vale Crescent,Knottingley,West Yorkshire,,,WF11 8JP,Shop & Premises,£0.00,-£64.38,07/07/2001,5700,Occupied,Yes,,,,,2011050040
THE ACCOUNT HOLDER,Baghill Lane,Pontefract,West Yorkshire,,,WF8  2HA,Dance Studio & Premises,£0.00,"-£1,182.78",01/09/2013,8100,Occupied,Yes,,,,,2101151122
THE ACCOUNT HOLDER,Unit 2 Hey Bros Factory,Mill Dam Lane,Pontefract,West Yorkshire,,WF8  2NP,Rehersal Rooms,£0.00,-£670.18,12/01/2011,7000,Occupied,Yes,,,,,2112267220
THE ACCOUNT HOLDER,Unit 14 Britannia Works,Skinner Lane,Pontefract,West Yorkshire,,WF8  1NA,Workshop & Premises,£0.00,-£250.78,01/07/2013,6100,Occupied,Yes,,,,,2117150140
THE ACCOUNT HOLDER,Park Hill Farm,Park Lodge Lane,Wakefield,West Yorkshire,,WF1  4HF,Land Used For Storage,£0.00,"-£1,788.58",01/04/2006,9400,Occupied,Yes,,,,,2424809025
THE ACCOUNT HOLDER,Unit 9D,Headway Business Park,Denby Dale Road,Wakefield,West Yorkshire,WF2 7AZ,Warehouse & Premises,£0.00,-£763.38,01/09/2014,7200,Occupied,Yes,,,,,2415289904
THE ACCOUNT HOLDER,Hoist Yard,Thornes Lane,Wakefield,West Yorkshire,,WF1  5QJ,Land Used For Stor'& Prem,£0.00,"-£1,602.18",01/04/1990,9000,Occupied,Yes,,,,,2432759000
THE ACCOUNT HOLDER,Unit 2 Park Street,Wakefield,West Yorkshire,,,WF1 4EJ,Warehouse & Premises,£0.00,-£716.78,24/08/2015,7100,Occupied,Yes,,,,,2424370022
THE ACCOUNT HOLDER,Stall 1 At Carlton Lanes,Shopping Centre,Carlton Street,Castleford,West Yorkshire,WF10 1AX,Stalls,£0.00,"-£1,881.78",01/04/2014,9600,Occupied,Yes,,,,,2601838100
THE ACCOUNT HOLDER,Stall 2 At Carlton Lanes,Shopping Centre,Carlton Street,Castleford,West Yorkshire,WF10 1AX,Stalls,£0.00,"-£1,881.78",25/12/2013,9600,Occupied,Yes,,,,,2601838200
THE ACCOUNT HOLDER,2 Carlton Street,Castleford,West Yorkshire,,,WF10 1AY,Shop & Premises,£0.00,-£297.38,18/11/2005,6200,Occupied,Yes,,,,,2602550020
THE ACCOUNT HOLDER,Caravan Park,Off Holywell Lane,Castleford,West Yorkshire,,WF10 4QY,Caravan Site & Premises,£0.00,"-£1,648.78",01/04/1990,9100,Occupied,Yes,,,,,2608059050
THE ACCOUNT HOLDER,Unit 4 Maltkiln Lane,Castleford,West Yorkshire,,,WF10 4LF,Vehicle Repair W/shop & P,£0.00,-£949.78,01/07/2012,7600,Occupied,Yes,,,,,2604537896
THE ACCOUNT HOLDER,Unit 4A Maltkiln Lane,Castleford,West Yorkshire,,,WF10 4LF,Vehicle Repair W/shop & P,£0.00,-£903.18,01/08/2014,7500,Occupied,Yes,,,,,2604531236
THE ACCOUNT HOLDER,18 Pontefract Road,Castleford,West Yorkshire,,,WF10 4AS,Shop & Premises,£0.00,-£343.98,03/12/1992,6300,Occupied,Yes,,,,,2613000180
THE ACCOUNT HOLDER,Unit 2-2A Hightown,Industrial Estate,Rhodes Street,Hightown,Castleford,WF10 5LN,Workshop & Premises,£0.00,"-£1,369.18",01/05/2012,8500,Occupied,Yes,,,,,2605954545
THE ACCOUNT HOLDER,Unit 2 Savile Road,Castleford,West Yorkshire,,,WF10 1BP,Workshop & Premises,£0.00,-£716.78,09/10/2015,7100,Occupied,Yes,,,,,2615054123
THE ACCOUNT HOLDER,Unit 47B,Poppletons Mill,Engine Lane,Horbury,Wakefield,WF4  5NH,Vehicle Repair W/shop & P,£0.00,-£17.78,01/05/2015,5600,Occupied,Yes,,,,,2907005324
THE ACCOUNT HOLDER,Unit 6B,Horbury Bridge Mills,Horbury,Wakefield,West Yorkshire,WF4  6HJ,Warehouse & Premises,£0.00,-£903.18,20/01/2014,7500,Occupied,Yes,,,,,2904137542
THE ACCOUNT HOLDER,Unit 6A,Horbury Bridge Mills,Horbury,Wakefield,West Yorkshire,WF4  6HJ,Warehouse & Premises,£0.00,-£903.18,20/01/2014,7500,Occupied,Yes,,,,,2904137541
THE ACCOUNT HOLDER,Unit 3,65A Lee Moor Road,Stanley,Wakefield,West Yorkshire,WF3  4EF,Workshop & Premises,£0.00,-£763.38,01/09/2014,7200,Occupied,Yes,,,,,3107200303
THE ACCOUNT HOLDER,21 Church Street,Ossett,West Yorkshire,,,WF5 9DG,Shop & Premises,£0.00,-£204.18,01/04/1996,6000,Occupied,Yes,,,,,3302709010
THE ACCOUNT HOLDER,Unit 5 Healey New Mills,Healey Road,Ossett,West Yorkshire,,WF5  8NF,Factory & Premises,£0.00,-£483.78,08/10/2013,6600,Occupied,Yes,,,,,3307150050
THE ACCOUNT HOLDER,Unit 3 Guildford Garage,Guildford Street,Ossett,West Yorkshire,,WF5  8LL,Garage & Premises,£0.00,-£809.98,03/10/2008,7300,Occupied,Yes,,,,,3307159370
THE ACCOUNT HOLDER,Unit 6 Seemore Shopping Centre,Ossett,West Yorkshire,,,WF5  9BN,Hairdressing Salon & Prem,£0.00,-£64.38,01/11/2010,5700,Occupied,Yes,,,,,3316203647
THE ACCOUNT HOLDER,Unit 1,Rear Of 37 Wakefield Road,Ossett,West Yorkshire,,WF5  9JA,Store & Premises,£0.00,-£903.18,01/06/2015,7500,Occupied,Yes,,,,,3316709300
THE ACCOUNT HOLDER,17A Beastfair,Pontefract,West Yorkshire,,,WF8 1AL,Hairdressing Salon & Prem,"£1,485.38",£0.00,01/09/2017,12750,Occupied,Yes,,,,,2101500170
THE ACCOUNT HOLDER,6 Highfield Road,Hemsworth,Pontefract,West Yorkshire,,WF9 4EF,Shop & Premises,£0.00,£400.24,03/11/2013,4650,Occupied,Yes,,,,,1504409006
THE ACCOUNT HOLDER,38 Dewsbury Road,Ossett,West Yorkshire,,,WF5  9NQ,Car Park & Premises,£0.00,£353.64,21/02/2016,4750,Occupied,Yes,,,,,3303900325
THE ACCOUNT HOLDER,Coopers Close,Ackworth,Pontefract,West Yorkshire,,WF7  7RA,Workshop & Premises,£0.00,"-£1,208.70",01/10/1999,8100,Occupied,Yes,,,,,0101869000
THE ACCOUNT HOLDER,Unit 3 Marsh House,Old Great North Road,Ferrybridge,Knottingley,West Yorkshire,WF11 8PH,Workshop & Premises,£0.00,-£742.70,01/09/2014,7100,Occupied,Yes,,,,,2047085511
THE ACCOUNT HOLDER,Unit 2 Marsh House,Old Great North Road,Ferrybridge,Knottingley,West Yorkshire,WF11 8PH,Workshop & Premises,£0.00,-£742.70,01/06/2013,7100,Occupied,Yes,,,,,2004708772
THE ACCOUNT HOLDER,Unit 1 Marsh House,Old Great North Road,Ferrybridge,Knottingley,West Yorkshire,WF11 8PH,Car Valeting Area,£0.00,-£789.30,01/04/2016,7200,Occupied,Yes,,,,,2004708335
THE ACCOUNT HOLDER,Horsefair,Pontefract,West Yorkshire,,,WF8  1PD,Garage & Premises,£0.00,-£696.10,01/04/1990,7000,Occupied,Yes,,,,,2110259000
THE ACCOUNT HOLDER,243 Horbury Road,Wakefield,West Yorkshire,,,WF2  8RB,Hairdressing Salon & Prem,£0.00,-£696.10,11/02/2008,7000,Occupied,Yes,,,,,2416502431
THE ACCOUNT HOLDER,Off Holywell Lane,Castleford,West Yorkshire,,,WF10 4QY,Garage & Premises,£0.00,-£742.70,01/02/2006,7100,Occupied,Yes,,,,,2608051001
THE ACCOUNT HOLDER,97A New Road,Middlestown,Wakefield,West Yorkshire,,WF4  4NS,Workshop & Premises,£0.00,-£742.70,01/04/2013,7100,Occupied,Yes,,,,,4102300972
THE ACCOUNT HOLDER,Unit 5 Wellgate Centre,Bank Street,Ossett,West Yorkshire,,WF5  8PS,Shop & Premises,£0.00,£0.00,27/07/2017,8100,Occupied,Yes,,,,,3300609050
THE ACCOUNT HOLDER,23 Cheapside,Wakefield,West Yorkshire,,,WF1  2TF,Offices & Premises,£0.00,,11/05/2016,5500,Occupied,Yes,,,,,2406507133
THE ACCOUNT HOLDER,63 Front Street,Glasshoughton,Castleford,West Yorkshire,,WF10 4RN,Shop & Premises,£0.00,,15/02/2006,5500,Occupied,Yes,,,,,2605800631
THE ACCOUNT HOLDER,Off Back William Street,Lock Lane,Castleford,West Yorkshire,,WF10 2LP,Club & Premises,£0.00,,18/03/2000,5500,Occupied,Yes,,,,,2619409000
THE ACCOUNT HOLDER,Unit 29 Poppletons Mill,Engine Lane,Horbury,Wakefield,West Yorkshire,WF4  5NH,Workshop & Premises,£0.00,,01/03/2012,5500,Occupied,Yes,,,,,29026390289
THE ACCOUNT HOLDER,44 High Street,Horbury,Wakefield,West Yorkshire,,WF4 5LE,Shop & Premises,£0.00,,01/05/2012,5500,Occupied,Yes,,,,,2903900440
THE ACCOUNT HOLDER,8 Northfield Lane,Horbury,Wakefield,West Yorkshire,,WF4  5DL,Shop & Premises,£0.00,,06/09/2016,5500,Occupied,Yes,,,,,2905650080
THE ACCOUNT HOLDER,11 Lancefield House,Potovens Lane,Outwood,Wakefield,West Yorkshire,WF1  2LE,Shop & Premises,£0.00,,16/06/2015,5500,Occupied,Yes,,,,,3106851122
THE ACCOUNT HOLDER,33 Towngate,Ossett,West Yorkshire,,,WF5  9BL,Shop & Premises,£0.00,,21/09/2012,5500,Occupied,Yes,,,,,3316200330
THE ACCOUNT HOLDER,Unit 3 Millennia Park,Thornes Road,Wakefield,West Yorkshire,,WF2  8PL,Workshop & Premises,£0.00,£0.00,01/10/2017,11000,Occupied,Yes,,,,,2432808003
THE ACCOUNT HOLDER,1 Lowgate,South Elmsall,Pontefract,West Yorkshire,,WF9  2SG,Shop & Premises,£0.00,-£162.82,06/01/2014,5800,Occupied,Yes,,,,,0802610010
THE ACCOUNT HOLDER,206-208 Barnsley Road,Moorthorpe,Pontefract,West Yorkshire,,WF9  2BP,Shop & Premises,£0.00,-£302.62,01/06/2014,6100,Occupied,Yes,,,,,1000252060
THE ACCOUNT HOLDER,Unit 1A The Green,Barnsley Road,South Kirkby,Pontefract,West Yorkshire,WF9  3JX,Shop & Premises,£0.00,-£302.62,01/07/2015,6100,Occupied,Yes,,,,,1007059130
THE ACCOUNT HOLDER,Unit 1A Hoyle Mill Road,Kinsley,Pontefract,West Yorkshire,,WF9  5JB,Workshop & Premises,£0.00,"-£1,560.82",14/12/2015,8800,Occupied,Yes,,,,,1505151135
THE ACCOUNT HOLDER,Unit 1,Foundry Business Centre,Lamb Inn Road,Knottingley,West Yorkshire,WF11 8AX,Carwash & Premises,£0.00,-£256.02,01/06/2013,6000,Occupied,Yes,,,,,2006591010
THE ACCOUNT HOLDER,Unit 1B,20 Bondgate,Pontefract,West Yorkshire,,WF8  2JJ,Shop & Premises,£0.00,-£162.82,01/05/2011,5800,Occupied,Yes,,,,,2102450210
THE ACCOUNT HOLDER,68B Pontefract Road,(Unit 1A),Featherstone,Pontefract,West Yorkshire,WF7  5HG,Workshop & Premises,"£1,721.09","-£1,820.24",01/01/2016,13250,Occupied,Yes,,,,,2260304568
THE ACCOUNT HOLDER,19C Lower Warrengate,Wakefield,West Yorkshire,,,WF1  1SA,Cafe & Premises,£0.00,-£256.02,15/06/2015,6000,Occupied,Yes,,,,,2419800192
THE ACCOUNT HOLDER,166 Kirkgate,Wakefield,West Yorkshire,,,WF1  1UD,Shop & Premises,£0.00,-£302.62,04/01/2012,6100,Occupied,Yes,,,,,2418501660
THE ACCOUNT HOLDER,138 Kirkgate,Wakefield,West Yorkshire,,,WF1 1TU,Shop & Premises,£0.00,-£302.62,01/10/2013,6100,Occupied,Yes,,,,,2418501380
THE ACCOUNT HOLDER,63 Airedale Road,Castleford,West Yorkshire,,,WF10 3EE,Shop & Premises,£0.00,-£302.62,26/10/2010,6100,Occupied,Yes,,,,,2600250631
THE ACCOUNT HOLDER,12 Carlton Street,Castleford,West Yorksire,,,WF10 1AY,Shop & Premises,£0.00,-£302.62,01/02/2012,6100,Occupied,Yes,,,,,2602550120
THE ACCOUNT HOLDER,132-134 Leeds Road,Glasshoughton,Castleford,West Yorkshire,,WF10 4NT,Shop & Premises,£0.00,-£349.22,18/01/2002,6200,Occupied,Yes,,,,,2609770132
THE ACCOUNT HOLDER,Unit 11 Quarry Hill,Industrial Estate,Bridge Road,Horbury,Wakefield,WF4  5NF,Warehouse,£0.00,-£628.82,01/04/2007,6800,Occupied,Yes,,,,,2906567111
THE ACCOUNT HOLDER,Units 60/61A Horbury Jct.,Industrial Estate,Calder Vale Road,Horbury,Wakefield,WF4  5ER,Workshop & Premises,£0.00,-£722.02,01/07/2007,7000,Occupied,Yes,,,,,2901031060
THE ACCOUNT HOLDER,71 High Street,Crofton,Wakefield,West Yorkshire,,WF4  1NG,Workshop & Premises,£0.00,-£861.82,01/04/2006,7300,Occupied,Yes,,,,,3801509071
THE ACCOUNT HOLDER,83 Upper Lane,Netherton,Wakefield,West Yorkshire,,WF4 4NF,Shop & Premises,£0.00,"-£1,094.82",30/05/2006,7800,Occupied,Yes,,,,,4103550830
THE ACCOUNT HOLDER,9-11 Cherry Tree Drive,Walton,Wakefield,West Yorkshire,,WF2 6LG,Shop & Premises,£0.00,-£582.22,20/12/1990,6700,Occupied,Yes,,,,,4200450090
THE ACCOUNT HOLDER,19-21 Gillygate,Pontefract,West Yorkshire,,,WF8  1PH,Shop & Premises,£0.00,£244.24,01/04/2003,4900,Occupied,Yes,,,,,2107850190
THE ACCOUNT HOLDER,94 Agbrigg Road,Wakefield,West Yorkshire,,,WF1  5AY,Shop & Premises,£0.00,£11.24,15/12/2012,5400,Occupied,Yes,,,,,2400404568
THE ACCOUNT HOLDER,Unit 28 Poppletons Mill,Engine Lane,Horbury,Wakefield,West Yorkshire,WF4  5NH,Warehouse & Premises,£0.00,£290.84,30/09/2013,4800,Occupied,Yes,,,,,290262828
THE ACCOUNT HOLDER,Adj. 39 Lower York Street,Wakefield,West Yorkshire,,,WF1  3LJ,Shop & Premises,£0.00,£0.00,17/05/2017,6200,Occupied,Yes,,,,,2419858839
THE ACCOUNT HOLDER,42 Barnsley Road,South Elmsall,Pontefract,West Yorkshire,,WF9  2SA,Shop & Premises,£0.00,,27/09/2007,5400,Occupied,Yes,,,,,0800300420
THE ACCOUNT HOLDER,Brierley Garden Centre,Holmsley Lane,South Kirkby,Pontefract,West Yorkshire,WF9  3JB,Garden Centre & Premises,£0.00,,01/04/1990,5400,Occupied,Yes,,,,,1003859070
THE ACCOUNT HOLDER,85 Kirkby Road,Hemsworth,Pontefract,West Yorkshire,,WF9  4BX,Shop & Premises,£0.00,,01/04/2015,5400,Occupied,Yes,,,,,1505700850
THE ACCOUNT HOLDER,Unit A Mauds Yard,Market Place,Pontefract,West Yorkshire,,WF8  1AQ,Shop & Premises,£0.00,,01/09/2016,5400,Occupied,Yes,,,,,2111801101
THE ACCOUNT HOLDER,32A Ropergate,Pontefract,West Yorkshire,,,WF8  1LY,Shop & Premises,£0.00,,31/07/2016,5400,Occupied,Yes,,,,,2116200320
THE ACCOUNT HOLDER,36 Carter Street,Wakefield,West Yorkshire,,,WF1  1XJ,Shop & Premises,£0.00,,01/04/1990,5400,Occupied,Yes,,,,,2405550360
THE ACCOUNT HOLDER,Unit 10 Millennia Park,Thornes Road,Wakefield,West Yorkshire,,WF2 8PL,Workshop & Premises,£0.00,,01/08/1997,5400,Occupied,Yes,,,,,2432808110
THE ACCOUNT HOLDER,133 Agbrigg Road,Wakefield,West Yorkshire,,,WF1  5AU,Shop & Premises,£0.00,,01/04/2011,5400,Occupied,Yes,,,,,2400401330
THE ACCOUNT HOLDER,188 Kirkgate,(Ground Floor),Wakefield,West Yorkshire,,WF1  1UE,Hairdressing Salon & Prem,£0.00,,02/03/2012,5400,Occupied,Yes,,,,,2418509188
THE ACCOUNT HOLDER,12 High Street,Normanton,West Yorkshire,,,WF6  2AB,Shop & Premises,£0.00,,08/12/2016,5400,Occupied,Yes,,,,,2706000120
THE ACCOUNT HOLDER,19 High Street,Normanton,West Yorkshire,,,WF6  2AD,Shop & Premises,£0.00,,01/04/2016,5400,Occupied,Yes,,,,,2706000190
THE ACCOUNT HOLDER,44 High Street,Normanton,West Yorkshire,,,WF6  2AQ,Shop & Premises,£0.00,,14/03/2011,5400,Occupied,Yes,,,,,2706004246
THE ACCOUNT HOLDER,21 Market Place,Normanton,West Yorkshire,,,WF6  2AU,Shop & Premises,£0.00,,07/04/2013,5400,Occupied,Yes,,,,,2707406021
THE ACCOUNT HOLDER,13 Bank Street,Ossett,West Yorkshire,,,WF5  8PS,Shop & Premises,£0.00,,31/07/2011,5400,Occupied,Yes,,,,,3300600130
THE ACCOUNT HOLDER,198 Painthorpe Lane,Crigglestone,Wakefield,West Yorkshire,,WF4  3HF,Hairdressing Salon & Prem,£0.00,,10/08/2007,5400,Occupied,Yes,,,,,3704851980
THE ACCOUNT HOLDER,Village Hall,School Lane,Walton,Wakefield,West Yorkshire,WF2 6PA,Hall & Premises,£0.00,,01/04/1990,5400,Occupied,Yes,,,,,4201700311
THE ACCOUNT HOLDER,72 Station Lane,Featherstone,Pontefract,West Yorkshire,,WF7  5BB,Shop & Premises,£0.00,£0.00,02/05/2017,5900,Occupied,Yes,,,,,2207450720
THE ACCOUNT HOLDER,Gordon Place,South Elmsall,Pontefract,West Yorkshire,,WF9  2ES,Store And Yard,£0.00,-£95.53,01/04/1990,5600,Occupied,Yes,,,,,0801709020
THE ACCOUNT HOLDER,Holmsley Lane Kennels,Holmsley Lane,South Kirkby,Pontefract,West Yorkshire,WF9  3JB,Kennels & Premises,£0.00,"-£2,728.43",19/05/2003,11250,Occupied,Yes,,,,,1003852345
THE ACCOUNT HOLDER,Rear 13 Mill Hill Road,Pontefract,West Yorkshire,,,WF8  4HR,Builders Yard & Premises,£0.00,-£468.33,01/04/1990,6400,Occupied,Yes,,,,,2112350131
THE ACCOUNT HOLDER,Unit 2A Warwick House,Green Lane,Featherstone,Pontefract,West Yorkshire,WF7  6EH,Gymnasium & Premises,£0.00,-£654.73,01/02/2017,6800,Occupied,Yes,,,,,2203304268
THE ACCOUNT HOLDER,19 Lower Warrengate,Wakefield,West Yorkshire,,,WF1  1SA,Tanning Salon & Premises,£0.00,-£235.33,22/09/2014,5900,Occupied,Yes,,,,,2419809019
THE ACCOUNT HOLDER,Unit 25 Flanshaw Mills,76 Flanshaw Lane,Wakefield,West Yorkshire,,WF2  9JF,Store & Premises,£0.00,-£701.33,01/12/2016,6900,Occupied,Yes,,,,,2411900251
THE ACCOUNT HOLDER,Unit 26 Flanshaw Mills,76 Flanshaw Lane,Wakefield,West Yorkshire,,WF2  9JF,Workshop & Premises,£0.00,-£794.53,01/01/2013,7100,Occupied,Yes,,,,,2411900261
THE ACCOUNT HOLDER,13 Carlton Street,Castleford,West Yorkshire,,,WF10 1AX,Shop & Premises,£0.00,-£235.33,12/03/2013,5900,Occupied,Yes,,,,,2602550130
THE ACCOUNT HOLDER,Smawthorne Lane,Castleford,West Yorkshire,,,WF10 4EN,Factory & Premises,£0.00,"-£1,353.73",01/04/1990,8300,Occupied,Yes,,,,,2615459030
THE ACCOUNT HOLDER,Unit 2 Healey New Mills,Healey Road,Ossett,West Yorkshire,,WF5 8NF,Store & Premises,£0.00,-£701.33,01/07/1997,6900,Occupied,Yes,,,,,3307150022
THE ACCOUNT HOLDER,Unit 3C Healey New Mills,Healey Road,Ossett,West Yorkshire,,WF5 8NF,Factory & Premises,£0.00,-£701.33,01/03/2006,6900,Occupied,Yes,,,,,3307159400
THE ACCOUNT HOLDER,Britannia House,Pildacre Lane,Ossett,West Yorkshire,,WF5  8HN,Vehicle Rep W'shop & Prem,£0.00,-£701.33,29/03/2011,6900,Occupied,Yes,,,,,3312259120
THE ACCOUNT HOLDER,Britannia House,Pildacre Lane,Ossett,West Yorkshire,,WF5  8HN,Land Used For Stor'& Prem,£0.00,"-£1,633.33",01/04/2011,8900,Occupied,Yes,,,,,3312259130
THE ACCOUNT HOLDER,69-71 Cow Lane,Havercroft,Wakefield,West Yorkshire,,WF4  2HF,Shop & Premises,£0.00,-£737.20,16/05/2017,7700,Occupied,Yes,,,,,0300250691
THE ACCOUNT HOLDER,The St. Oswald Suite,The Estate Yard,Nostell Park,Nostell,Wakefield,WF4  1AB,Offices & Premises,£0.00,-£121.45,06/01/2015,5600,Occupied,Yes,,,,,0500219915
THE ACCOUNT HOLDER,33A Barnsley Road,South Elmsall,Pontefract,West Yorkshire,,WF9  2RN,Offices & Premises,£0.00,-£587.45,01/10/2010,6600,Occupied,Yes,,,,,0800300311
THE ACCOUNT HOLDER,Unit 1 Hill Top Garage,Common Lane,South Kirkby,Pontefract,West Yorkshire,WF9  3EE,Vehicle Rep W'shop & Prem,£0.00,"-£1,053.45",01/08/2013,7600,Occupied,Yes,,,,,1002209310
THE ACCOUNT HOLDER,21 Lamb Inn Road,Knottingley,West Yorkshire,,,WF11 8DF,Garage & Premises,£0.00,-£447.65,07/12/1998,6300,Occupied,Yes,,,,,2006250210
THE ACCOUNT HOLDER,21 Cornmarket,(First Floor),Pontefract,West Yorkshire,,WF8  1AN,Clinic & Premises,£0.00,£600.85,06/10/2010,4050,Occupied,Yes,,,,,2104950210
THE ACCOUNT HOLDER,1 Market Hall,Market Place,Pontefract,West Yorkshire,,WF8 1AU,Shop & Premises,£0.00,-£494.25,22/04/2012,6400,Occupied,Yes,,,,,2111770010
THE ACCOUNT HOLDER,Cinema House,Whinney Lane,Streethouse,Pontefract,West Yorkshire,WF7  6DH,Workshop & Premises,£0.00,-£727.25,03/02/2014,6900,Occupied,Yes,,,,,2212509002
THE ACCOUNT HOLDER,122 Horbury Road,Wakefield,West Yorkshire,,,WF2  8BQ,Shop & Premises,£0.00,-£727.25,27/08/2015,6900,Occupied,Yes,,,,,2416501220
THE ACCOUNT HOLDER,107C Westgate,Wakefield,West Yorkshire,,,WF1 1EL,Offices & Premises,£0.00,-£214.65,01/10/2015,5800,Occupied,Yes,,,,,2436059898
THE ACCOUNT HOLDER,14 Albion Street,Castleford,West Yorkshire,,,WF10 1EW,Shop & Premises,£0.00,£740.65,01/03/2014,3750,Occupied,Yes,,,,,2600400140
THE ACCOUNT HOLDER,67 Bridge Street,Castleford,West Yorkshire,,,WF10 1HH,Shop & Premises,£0.00,-£634.05,01/04/2007,6700,Occupied,Yes,,,,,2601900670
THE ACCOUNT HOLDER,Francis Street,Castleford,West Yorkshire,,,WF10 1HF,Workshop & Premises,£0.00,-£867.05,01/04/2009,7200,Occupied,Yes,,,,,2605759010
THE ACCOUNT HOLDER,10 Wesley Street,Castleford,West Yorkshire,,,WF10 1AE,Tattoo Studio,£0.00,£251.35,01/01/2014,4800,Occupied,Yes,,,,,2618451199
THE ACCOUNT HOLDER,First Floor - Units 1-3,Addingford Mills,Addingford Lane,Horbury,Wakefield,WF4  5BH,Store & Premises,£0.00,"-£2,870.85",01/04/2011,11500,Occupied,Yes,,,,,2900201326
THE ACCOUNT HOLDER,Unit V6 Wakefield,Commercial Park,Bridge Road,Horbury Bridge,Wakefield,WF4  5NW,Workshop & Premises,£0.00,-£28.25,01/04/2015,5400,Occupied,Yes,,,,,2900807559
THE ACCOUNT HOLDER,The Mallard Cafe,Barnsley Road,South Kirkby,Pontefract,West Yorkshire,WF9  3AT,Cafe & Premises,£0.00,,01/12/2011,5300,Occupied,Yes,,,,,1000254123
THE ACCOUNT HOLDER,Fitzwilliam Community,Centre,Wakefield Road,Fitzwilliam,Pontefract,WF9  5AJ,Community Centre & Prem,£0.00,,03/03/2014,5300,Occupied,Yes,,,,,1510599090
THE ACCOUNT HOLDER,111/115 Kirkby Road,Hemsworth,Pontefract,West Yorkshire,,WF9  4BU,Club & Premises,£0.00,,01/04/2004,5300,Occupied,Yes,,,,,1505701110
THE ACCOUNT HOLDER,Unit 5 Horsefair House,Horsefair,Pontefract,West Yorkshire,,WF8  1PE,Tanning Salon & Premises,£0.00,,31/10/2015,5300,Occupied,Yes,,,,,2110260050
THE ACCOUNT HOLDER,34 Ropergate,Ponteract,West Yorkshire,,,WF8  1LY,Offices & Premises,£0.00,,01/04/1990,5300,Occupied,Yes,,,,,2116200340
THE ACCOUNT HOLDER,100-102 Station Lane,Featherstone,Pontefract,West Yorkshire,,WF7  5BA,Offices & Premises,£0.00,,01/12/2016,5300,Occupied,Yes,,,,,2207457878
THE ACCOUNT HOLDER,4 The Springs,Wakefield,West Yorkshire,,,WF1  1PU,Shop & Offices,£0.00,,15/06/2016,5300,Occupied,Yes,,,,,2432559500
THE ACCOUNT HOLDER,After 31 Alverthorpe Road,Wakefield,West Yorkshire,,,WF2  9NW,Car Display Area & Prems,£0.00,,01/04/2014,5300,Occupied,Yes,,,,,2400604628
THE ACCOUNT HOLDER,115B Westgate,Wakefield,West Yorkshire,,,WF1  1EW,Shop & Premises,£0.00,,01/04/2012,5300,Occupied,Yes,,,,,2436051152
THE ACCOUNT HOLDER,112A Queens Park Drive,Castleford,West Yorkshire,,,WF10 3DQ,Shop & Premises,£0.00,,01/04/2013,5300,Occupied,Yes,,,,,2613601122
THE ACCOUNT HOLDER,44 Smawthorne Lane,Castleford,West Yorkshire,,,WF10 4EW,Shop & Premises,£0.00,,26/10/2010,5300,Occupied,Yes,,,,,2615450440
THE ACCOUNT HOLDER,46 High Street,Horbury,Wakefield,West Yorkshire,,WF4  5LE,Shop & Premises,£0.00,,01/06/2008,5300,Occupied,Yes,,,,,2903900460
THE ACCOUNT HOLDER,176 Station Road,Ossett,West Yorkshire,,,WF5 0JQ,Hairdressing Salon & Prem,£0.00,,07/01/2003,5300,Occupied,Yes,,,,,3314451760
THE ACCOUNT HOLDER,18/20 Station Road,Ossett,West Yorkshire,,,WF5  8AD,Offices & Premises,£0.00,,01/09/1997,5300,Occupied,Yes,,,,,3314450180
THE ACCOUNT HOLDER,8/14 Tom Wood Ash Lane,Upton,Pontefract,West Yorkshire,,WF9  1HB,Shop & Premises,£0.00,-£54.17,01/04/2013,5400,Occupied,Yes,,,,,0602511508
THE ACCOUNT HOLDER,45 Station Lane,Featherstone,Pontefract,West Yorkshire,,WF7  5BJ,Offices & Premises,£0.00,-£7.57,15/11/2011,5300,Occupied,Yes,,,,,2207450450
THE ACCOUNT HOLDER,Duke Of York Street,Wakefield,West Yorkshire,,,WF1  1HS,Warehouse & Premises,£0.00,-£706.57,05/11/1997,6800,Occupied,Yes,,,,,2410009000
