establishmentname,establishmentaddressline1,establishmentaddressline2,establishmentaddressline3,establishmentaddressline4,postcode,rating,latitude,longitude,inspectiondate
Raffo's,,,97 Falls Road,Belfast,BT12 4PE,3,373934,332238,12/11/2014
THE PHAROAH,,Belfast,9 Elesington Court,,BT6 9JY,3,372068,336086,15/04/2015
Sunrise Chinese,,Belfast,9 Kings Square,,BT5 7EA,3,373414,339352,22/01/2015
King of Kings,,,9 Mountpottinger Road,Belfast,BT5 4LA,3,374203,335140,01/08/2014
Burger King,Connswater Shopping Centre,,Bloomfield Avenue,Belfast,BT5 5LP,5,374002,336456,08/07/2014
Subway,Unit A1,,Connswater Shopping Centre,Bloomfield Avenue,BT5 5DL,4,,,30/07/2015
SUBWAY,Unit 22b,,Kings Square,,BT5 7EA,5,,,04/11/2014
JOHN DORY'S TRADITIONAL FISH & CHIPS,Unit 5,Gilnahirk,Kings Square,,BT5 7EA,5,,,18/06/2015
EATS,Kingsway Shopping Centre,Dunmurry,Kingsway,,BT17 9AE,,,,07/10/2015
Acapulco Burrito Bar,Ashby Building,,Stranmillis Road,Belfast,BT9 5AG,5,372227,333505,27/11/2015
Fishbook,,Belfast,"Unit 10, Weaversill Court",Ligoniel Road,BT14 8BX,5,,,21/08/2014
King Cod,,Dunmurry,Unit 1 Bellsteel Road,,BT17 0PB,1,,,31/07/2014
Good Year,,Dunmurry,Unit 5 Pembrook Loop Road,,BT17 0PH,4,,,25/11/2015
Colin Grill,,,Unit 1 Colin Centre,Pembrooke Loop Road,BT17 0PP,5,,,29/07/2015
The Moyola,,,1-5 Limestone Road,Belfast,BT15 3AA,4,376242,333627,23/06/2015
Chop Stick House,,,102 Stranmillis Road,Belfast,BT9 5AE,4,371972,333658,27/08/2014
Bamboo,,,10 Woodvale Road,Belfast,BT13 3BS,2,375008,331833,03/12/2015
Golden Valley,Blackstaff Industrial Complex,,111-129 Springfield Road,Belfast,BT12 7AE,3,374138,332013,11/04/2015
Shanghai Express,,,117 Andersonstown Road,Belfast,BT11 9BT,4,371410,330247,24/03/2014
Yanstze Express,Castle Court,,12-50 Royal Avenue,Belfast,BT1 1DD,4,,,25/02/2015
Kentucky Fried Chicken,Castle Court Food Court,,12\50 Royal Avenue,Belfast,BT1 1DD,4,,,29/07/2015
Emerald City,,,128-130 Cavehill Road,Belfast,BT15 5BU,4,377783,332662,11/05/2013
Kebab House,,,13-15 Donegall Road,Belfast,BT12 5JJ,2,373210,333505,17/12/2014
Bithika,2,,133 Lisburn Road,Belfast,BT9 7AG,3,,,18/02/2015
The Fortune House,,,137 Andersonstown Road,Belfast,BT11 9BU,3,371355,330142,27/03/2014
Little Italy,,,13 Amelia Street,Belfast,BT2 7GS,5,373791,333600,24/03/2015
Ritchies (Hot Food) Partnership,,,140 Castlereagh Road,Belfast,BT5 5FS,5,373253,336039,18/06/2014
Kentucky Fried Chicken,,,141 Upper Lisburn Road,Belfast,BT10 0LH,5,370019,330412,22/05/2014
Manning Inn,,,142 Lisburn Road,Belfast,BT9 6AJ,5,372461,332897,10/06/2014
Fusion,,,144a Upper Lisburn Road,Belfast,BT10 0BG,5,,,02/12/2014
New City,Twin Spires Centre,,155 Northumberland Street,Belfast,BT13 2JF,5,374335,332660,22/12/2014
Indian Knights,,,158 Cavehill Road,Belfast,BT15 5EX,3,377873,332603,18/03/2014
New Lucky Inn,,,15 Glen Road,Belfast,BT11 8BA,3,,,25/03/2014
Lucky Tree,,,160 Glen Road,Belfast,BT11 8BN,3,372114,329898,03/11/2015
Supergood,,,162 Cavehill Road,Belfast,BT15 5EX,4,377890,332595,25/02/2015
Ruchi,,,174 Ormeau Road,Belfast,BT7 2ED,5,372654,334377,12/04/2014
Together,,,176 Ormeau Road,Belfast,BT7 2ED,4,372649,334379,09/04/2014
Hong Kong,,,181 Shankill Road,Belfast,BT13 1FP,3,374814,332653,03/10/2015
Chip & Fish,,,184 Ravenhill Road,Belfast,BT6 8EE,3,373400,335148,27/02/2015
Silverhouse,,,185 West Circular Road,Belfast,BT13 3QF,3,375106,331007,15/09/2015
Silver Hill,,,190 Falls Road,Belfast,BT12 6AG,5,373528,331929,20/03/2014
Kates Plaice,,,1 Norglen Gardens,Belfast,BT11 8EL,4,372720,330210,12/10/2015
Subway,,,200 Andersonstown Road,Belfast,BT11 9EB,5,371235,329854,27/05/2015
Ruby House,,,212-214 Springfield Road,Belfast,BT12 7DR,4,374392,331783,14/08/2014
Cregagh Bethany,,,21A Cregagh Road,Belfast,BT6 8PX,5,372839,335828,18/11/2015
Battered,,,21 Malone Road,Belfast,BT9 6RW,3,372270,333299,06/05/2014
John Dory's,,,220-230 Holywood Road,Belfast,BT4 1SJ,5,374946,337388,23/02/2015
Beatties,,,220 Shankill Road,Belfast,BT13 2BJ,5,374783,332506,28/02/2014
Castle Hill,,,224-226 Upper Newtownards Road,Belfast,BT4 3ET,4,374065,337350,25/11/2014
Ruby Star,,,229 Castlereagh Road,Belfast,BT5 5FH,3,372944,336268,16/12/2014
Dominos,,,235 Antrim Road,Belfast,BT15 2GZ,5,376152,333295,21/10/2015
Crumlin China,,,237-239 Crumlin Road,Belfast,BT14 7DY,3,375521,332438,15/12/2014
Chinese Delight,,,238 Albertbridge Road,Belfast,BT5 4GW,3,374042,335861,03/11/2015
Elements,,,239 Antrim Road,Belfast,BT15 2GZ,3,376162,333292,13/10/2015
Crystal House,,,251 Castlereagh Road,Belfast,BT5 5FL,3,372887,336341,25/03/2015
Lucky Inn,,,258a Suffolk Road,Belfast,BT11 9PB,3,371490,327762,01/09/2014
Mr Michaels,,,270 Donegall Road,Belfast,BT12 6FW,3,373108,332611,25/09/2014
Tung Sun,,,287 Ormeau Road,Belfast,BT7 3GG,4,372218,334476,20/07/2015
Barnes Hot Food Bar,,,28 Islandbawn Street,Belfast,BT12 7LS,4,373538,331707,12/11/2014
Capital City,,,292 Cliftonville Road,Belfast,BT14 6LE,3,376660,332219,17/09/2014
Boston,1,,2A Grand Parade,Belfast,BT5 5HH,5,372821,336519,30/04/2014
Capers,,,311-313 Upper Newtownards Road,Belfast,BT4 3JH,5,373936,338102,23/03/2015
The Bridge,,,337 Beersbridge Road,Belfast,BT5 7HD,3,,,25/03/2015
Kings,,,351 Ormeau Road,Belfast,BT7 3GL,4,372046,334559,03/06/2014
Tandoori Kitchen,,,377 Shankill Road,Belfast,BT13 3AF,3,374879,332056,26/11/2014
Evergreen Tree,,,381 Shankill Road,Belfast,BT13 3AF,3,374884,332050,12/08/2014
Taste of the Orient,,,382 Upper Newtownards Road,Belfast,BT4 3EY,4,373992,337907,11/06/2014
Arnolds,,,388 Upper Newtownards Road,Belfast,BT4 3EY,4,373985,337925,13/08/2014
Good Fortune,"3,Library Court",,400 Upper Newtownards Road,Belfast,BT4 3GE,3,,,14/10/2015
The Chippy,,,402 Shankill Road,Belfast,BT13 3AD,5,374937,331922,03/09/2015
Gaze LLP,,,415 Ormeau Road,Belfast,BT7 3GP,3,371810,334665,08/06/2014
Brights Chips N Things,,,423 Antrim Road,Belfast,BT15 3BJ,3,376748,333266,16/02/2015
Fairwood,,,425 Upper Newtownards Road,Belfast,BT4 3LH,5,373912,338655,26/03/2015
Midnight Dragon,,,452 Shore Road,Belfast,BT15 4HD,4,378132,334141,17/02/2014
The Pizza Cabin,,,473 Upper Newtownards Road,Belfast,BT4 3LJ,5,373903,338989,19/03/2015
Turkish Kebab House,,,47 Cregagh Road,Belfast,BT6 8PX,2,372759,335852,22/06/2015
Emerald House,,,489 Falls Road,Belfast,BT12 6DE,4,373132,331315,20/06/2014
Welcome Hot Food Bar,,,48 Belmont Road,Belfast,BT4 2AN,5,374534,337342,24/03/2015
Wai Kee,,,493 Antrim Road,Belfast,BT15 3BP,3,376958,333234,29/10/2015
Red Peach,,,50 Upper Newtownards Road,Belfast,BT4 3EL,2,374190,336654,12/02/2015
Crystal Palace,,,523 Crumlin Road,Belfast,BT14 7GA,3,375915,331491,12/10/2014
Silver Boat,,,54 Sandy Row,Belfast,BT12 5EW,3,373526,333443,26/03/2015
The New  Emerald,,,55 Dublin Road,Belfast,BT2 7HE,3,373442,333662,13/08/2014
Bengal Kitchen,,,5 Ardoyne Road,Belfast,BT14 7HX,3,375928,331484,22/10/2014
The Supreme,,,62 Sandy Row,Belfast,BT12 5EW,5,373508,333441,14/01/2015
Chips,,,69 Ballygomartin Road,Belfast,BT13 3LB,4,375403,331299,11/05/2014
Zyton,,,76 Andersonstown Road,Belfast,BT11 9AN,2,371556,330539,31/03/2015
The Belmont Bethany,,,79 Belmont Road,Belfast,BT4 2AA,5,374508,337347,11/06/2014
Silver City,,,81 Falls Road,Belfast,BT12 4PE,3,374014,332275,26/03/2014
The New Washington,,,83-85 Upper Lisburn Road,Belfast,BT10 0GY,3,,,09/03/2014
Golden Bird,,,83 Castlereagh Street,Belfast,BT5 4NF,3,373682,335690,19/09/2014
Golden Gate,,,92 Shaws Road,Belfast,BT11 9QR,4,371575,328983,31/07/2013
Yan Yan's Kitchen,,,97 Ravenhill Road,Belfast,BT6 8DQ,4,373539,335091,11/06/2014
Domino's Pizza,"Unit 3, D C Enterprise Centre",,Kennedy Way,Belfast,BT11 9AP,5,371612,330867,03/04/2014
Peking Palace,,,191-193 Whiterock Road,Belfast,BT12 7FW,3,373632,330143,30/03/2015
McDonalds,Connswater Shopping Centre,,115-117 Bloomfield Avenue,Belfast,BT5 5LP,5,374002,336456,08/05/2014
Captain Cod,,,13 Summerhill Avenue,Belfast,BT5 7HD,5,373911,339936,02/07/2014
Tings Garden,,,177 Albertbridge Road,Belfast,BT5 4PS,1,373903,335621,22/04/2015
Zaiga Tandoori,,,192 Grand Parade,Belfast,BT5 5PE,3,373488,337023,14/03/2014
MR J D's,,,222 Newtownards Road,Belfast,BT4 1HB,5,374361,335743,25/09/2013
The Starter,,,239 Upper Newtownards Road,Belfast,BT4 3JF,5,373954,337841,03/11/2015
The Bethany,,,246 Newtownards Road,Belfast,BT4 1HB,5,374346,335822,24/02/2015
Planet Spice,,,303 Upper Newtownards Road,Belfast,BT4 3JH,4,373939,338082,21/08/2014
Happy Garden,,,339 Beersbridge Road,Belfast,BT5 5DS,4,373658,336492,16/01/2014
The Indian,,,407 Upper Newtownards Road,Belfast,BT4 3LH,5,373920,338553,23/03/2015
Mario's Pizza,,,410 Woodstock Road,Belfast,BT6 9DQ,5,373009,335811,19/03/2014
Schooner,,,54 Castlereagh Road,Belfast,BT5 5FP,4,373483,335910,20/01/2015
Red Sun,,,57 Castlereagh Road,Belfast,BT5 5FB,3,,,09/03/2015
Golden Bowl,,,95 Bloomfield Road,Belfast,BT5 5LS,3,373506,337021,15/07/2015
Mersin Kebab House,,,121 Antrim Road,Belfast,BT15 2BL,3,375704,333417,18/12/2014
Weo Ping,,,177 Antrim Road,Belfast,BT15 2GW,4,375878,333393,19/10/2015
Raffos,,,235A Cliftonville Road,Belfast,BT14 6JU,3,376710,332203,20/08/2013
Manny's,,,241 Antrim Road,Belfast,BT15 2GZ,4,376167,333290,26/02/2015
Shaheen Tandoori Indian Takeaway,,,250b Whitewell Road,Newtownabbey,BT36 7NH,3,380577,333451,27/11/2014
Wok Inn,,,287 Shore Road,Belfast,BT15 3PW,3,377662,334227,11/03/2014
Raja Tandoori,,,288 Cliftonville Road,Belfast,BT14 6LE,3,376652,332227,12/08/2015
Harrys,,,2 New Lodge Road,Belfast,BT15 2EL,5,375463,333835,03/05/2015
China Nights,,,3 Ardoyne Road,Belfast,BT14 7HX,2,375924,331486,17/12/2014
The Colonels Chippy,,,427 Ballysillan Road,Belfast,BT14 6RE,3,377761,331748,25/11/2014
Mama's Kitchen Tandoori,,,51 Shore Road,Belfast,BT15 3PG,,377025,334229,17/08/2015
Sunflower,,,590 Shore Road,Belfast,BT15 4HG,4,378540,334117,09/01/2015
Golden Bowl,,,84 Cliftonville Road,Belfast,BT14 6JZ,2,376114,332933,11/11/2015
Empress Wok,,,862 Crumlin Road,Belfast,BT14 8AE,3,376844,330739,12/01/2014
Ali's Turkish Kebab & Pizza House,,,911 Crumlin Road,Belfast,BT14 8AB,2,376940,330802,26/11/2014
Dynasty,,,109 Ebor Street,Belfast,BT12 6NQ,3,372659,332212,29/12/2014
Five Star Traditional Fish and Chips,,,129 Lisburn Road,Belfast,BT9 7AG,1,372586,332994,26/10/2015
Istanbul Kebab,Unit 3 Orpen Shopping Centre,,142 Upper Lisburn Road,Belfast,BT10 0BG,4,,,17/07/2014
Beatties,,,222 Tates Avenue,Belfast,BT12 6NB,5,372667,332198,15/04/2015
Domino's Pizza,,,2 Lisburn Road,Belfast,BT9 6AA,5,373009,333445,03/12/2014
China Garden,,,393 Donegall Road,Belfast,BT12 6FR,4,373112,332335,06/04/2015
Gilgamesh Grill,,,42-46 Malone Road,Belfast,BT9 5BQ,3,372223,333369,25/03/2015
Miroosh,,,81 Dublin Road,Belfast,BT2 7HF,3,373371,333634,27/03/2014
Ruby Emerald,,,105 Falls Road,Belfast,BT12 4PE,5,373904,332227,11/04/2015
Chick'n Lick'n,,,109 Falls Road,Belfast,BT12 4PE,3,373899,332225,09/01/2015
Raffos,,,174 Andersonstown Road,Belfast,BT11 9BZ,5,371277,330005,20/05/2015
Chilli Chilli,,,203 Falls Road,Belfast,BT12 6FB,3,373513,331855,08/06/2015
New Capital,,,318 Shankill Road,Belfast,BT13 3AB,1,374822,332148,17/11/2015
Aldos,,,396 Falls Road,Belfast,BT12 6DJ,5,373120,331351,23/03/2015
Hakka Noodle Bar,,,564-568 Falls Road,Belfast,BT11 9AB,5,372236,330644,29/05/2015
Herrons Country Fried Chicken Kennedy Centre,,,564-568 Falls Road,Belfast,BT11 9AB,5,372236,330644,29/04/2015
Golden Rock,,,792 Springfield Road,Belfast,BT12 7JD,4,373650,330131,25/06/2015
China Style,Unit 10,,7 Woodbourne Crescent,Belfast,BT11 9PG,3,370748,328565,25/11/2015
Discount Supplements,,,169 Ormeau Road,Belfast,BT7 1SQ,5,372693,334333,18/09/2013
Goodness Natural Health,,,21 Belmont Road,Belfast,BT4 2AA,5,374534,337209,26/11/2013
HM Sports,,,3 Castlereagh Street,Belfast,BT5 4NE,4,373851,335478,08/06/2015
NI Supplements,,,51 Castlereagh Road,Belfast,BT5 5FB,5,373520,335852,11/04/2013
Body Fuel Belfast,,,66 Donegall Street,Belfast,BT1 2GT,5,374704,333823,29/04/2013
Fit Shop,"Unit 2, Leslie Retail Park",,Boucher Road,Belfast,BT12 6HR,4,371835,331856,23/02/2015
Health Smart Solutions,"Unit 5f, Weavers Court Busines",,Linfield Road,Belfast,BT12 5GH,4,373516,333130,17/06/2013
Chinese & Complementary Medicine Clinic,,,119 Upper Lisburn Road,Belfast,BT10 0LG,4,370129,330533,16/06/2014
Holland & Barrett,"Unit 42, Castlecourt",,12-56 Royal Avenue,Belfast,BT1 1DD,5,374449,333548,18/06/2014
Natures Way,,,305 Upper Newtownards Road,Belfast,BT4 3JH,5,373935,338087,06/06/2012
Eatwell Foods,,,413 Lisburn Road,Belfast,BT9 7EW,4,372019,332522,24/08/2015
Framar Health,,,595 Lisburn Road,Belfast,BT9 7GS,5,371519,332176,24/04/2015
Dr Yang's Chinese Clinic,,,98a Botanic Avenue,Belfast,BT7 1JR,4,,,02/01/2013
Nutmeg,,,9A Lombard Street,Belfast,BT1 1RB,4,374376,333905,27/03/2015
Holland & Barrett,"23a,Connswater Shopping Centre",,Bloomfield Avenue,Belfast,BT5 5LP,5,,,20/08/2014
FH Sports1.com,,,346 Woodstock Road,Belfast,BT6 9DP,5,373175,335747,18/09/2013
Holland & Barrett,Unit 38 Park Centre,,537 Donegall Road,Belfast,BT12 6HW,4,373129,331780,24/10/2012
Kom Yaun chinese Bakery,,,110 Donegall Pass,Belfast,BT7 1BX,,373341,334022,
The Gluten Free Patisserie,,,117 Ormeau Road,Belfast,BT7 1SH,5,372960,334242,11/10/2015
Sweet and Dandy,,,122 Orby Drive,Belfast,BT5 6BB,4,372582,336987,19/11/2014
J-Bird Bakery,,,129 Bloomfield Avenue,Belfast,BT5 5AB,5,373881,336560,10/08/2015
Home Maeve Cakes,,Belfast,13 Glenview Gardens,,BT5 7LY,5,371781,338132,22/08/2013
The International Cake Shop,The International Cake Shop,,144 Castlereagh Road,Belfast,BT5 5FS,4,373247,336044,05/12/2015
Hamiltons Home Bakery,,,159 Connsbrook Avenue,Belfast,BT4 1JY,5,374899,336989,25/03/2015
Jordan's Home Bakery,,,169 Newtownards Road,Belfast,BT4 1AB,5,374370,335566,29/03/2014
YUMMIE TREATS,,Castlereagh,19 Castlehill Farm,,BT5 7GU,5,371496,338183,17/08/2011
Happy Dumplings,,,1 Agincourt Avenue,Belfast,BT7 1QA,3,372633,334334,27/08/2014
Little Bird Cupcakes,,,21 Park Avenue,Belfast,BT4 1PU,4,374693,337118,03/07/2013
Scone Mad,,,22 Lewis Drive,Belfast,BT4 1EN,5,374533,336368,12/02/2015
EAT SWEET,,Castlereagh,28 Casaeldona Park,,BT6 9RB,5,371690,337426,14/02/2013
Valley Crust Home Bakery,,Belfast,28 Gilnahirk Road,,BT5 7DG,2,373301,339209,29/10/2015
Elizabeth's Home Bakery,,,29 Belmont Road,Belfast,BT4 2AA,5,374531,337229,23/03/2015
Drizzle n Graze,,,30 Clonmore Manor,Lisburn,BT27 4EW,5,366024,327232,19/12/2014
LIZ-MAR CAKE SHOP,,Castlereagh,366 Cregagh Road,,BT6 9EY,4,371312,336247,20/01/2015
Jayne Dough Bake Co,,Belfast,36 Grays Park,,BT8 7EG,4,368848,333788,16/10/2014
Cakes by James,2nd Floor,,37 Queen Street,Belfast,BT1 6EA,5,374171,333600,31/03/2015
Golden Crumb,,,53 Belmont Church Road,Belfast,BT4 3FF,4,374193,338095,23/09/2015
The Kookie Co.,,,63 South Parade,Belfast,BT7 2GN,4,371998,334833,24/05/2013
Coffee & Cream,,,796 Shore Road,Newtownabbey,BT36 7DG,4,379310,334224,26/08/2014
Fernleaf,,,87 Cregagh Road,Belfast,BT6 8PY,5,372635,335884,25/08/2015
Life Is Sweet,,,89 The Cloisters,Belfast,BT7 1GQ,5,372747,334240,16/09/2015
ROYS HOME BAKERY,Unit 3,Gilnahirk,King's Square,,BT5 7EA,4,,,11/11/2015
Coyles Home Bakery,,,124C Upper Lisburn Road,Belfast,BT10 0BE,3,369997,330442,09/02/2014
Boyles Home Bakery,,,30 Castle Street,Belfast,BT1 1HB,5,,,24/03/2015
Dodd's Family Bakery,,,61-63 Holywood Road,Belfast,BT4 3BA,5,374274,336653,13/03/2015
Smyths Country Bakery,,,7 Riverdale Park East,Belfast,BT11 9DA,3,371270,330037,30/03/2015
Truffles,,,88 Sandy Row,Belfast,BT12 5EX,4,373443,333435,29/10/2015
Cream Y'er Buns,,,15 Knockmount Park,Belfast,BT5 6GR,4,372943,338216,25/02/2013
Gibsons Home Bakery,,,352 Woodstock Road,Belfast,BT6 9DP,4,373163,335751,11/03/2015
Orr's Home Bakery,,,402 Woodstock Road,Belfast,BT6 9DQ,4,373025,335805,16/09/2014
McKeowns Home Bakery,,,105 Alliance Avenue,Belfast,BT14 7NT,3,376410,331803,28/11/2014
D and G Bakery,,,267 Grosvenor Road,Belfast,BT12 4LL,5,373859,332667,10/08/2015
Loveworks,Fortwilliam & Macrory Presbyterian Church,,130-134 Duncairn Gardens,Belfast,BT15 2GL,5,375840,333633,04/03/2015
Dolci Italiano,,,134 Finaghy Road South,Belfast,BT10 0DG,4,369301,330792,03/05/2015
Jane's Boutique Bakery,,Belfast,37 Kilbroney Bend,,BT6 0EX,5,371519,336080,19/05/2014
Our Daily Bread,,,3 Glenmachan Road,Belfast,BT4 2NL,5,375519,339232,22/09/2015
SHORT 'N' SWEET,Short 'n' Sweet,,4 Killarn Close,Belfast,BT6 9NX,5,372063,337437,15/01/2013
FOR GOODNESS CAKE,,Belfast,76 Mount Merrion Park,,BT6 0GB,5,371106,335506,22/08/2012
A Little Bit Of Bliss Cakes,,Belfast,84 Wynchurch Park,,BT6 0JN,5,371008,335675,29/05/2013
The Lily Pink Bakery,,,5 The Boulevard,Belfast,BT7 3LW,5,371273,334211,24/06/2014
Kingsway Fold,,,246 Kingsway,Belfast,BT17 9AE,5,368644,328990,28/07/2015
Bradley Manor,,,420 Crumlin Road,Belfast,BT14 7GP,4,375653,331717,28/10/2015
Marie Stopes Northern Ireland,,,14-18 Great Victoria Street,Belfast,BT2 7BA,5,,,02/08/2013
Ulster Independent Clinic,,,245 Stranmillis Road,Belfast,BT9 5JH,5,371100,332868,16/12/2014
Kingsbridge Private Hospital Ltd,,,811-815 Lisburn Road,Belfast,BT9 7GX,5,370930,331621,25/03/2015
Royal Jubilee Maternity Service,Royal Victoria Hospital,,Grosvenor Road,Belfast,BT12 6BA,5,373763,332322,17/12/2014
Musgrave Park Hospital,Musgrave Park Hospital,,Stockmans Lane,Belfast,BT9 7JB,5,370708,330858,06/11/2015
Royal Belfast Hospital for Sick Children,Royal Victoria Hospital,,Grosvenor Road,Belfast,BT12 6BA,4,373763,332322,18/12/2014
Marie Curie Centre Belfast,Marie Curie Centre,,1A Kensington Road,Belfast,BT5 6NF,5,373140.3,338609.3,11/06/2014
,Mater Hospital,,Crumlin Road,Belfast,BT14 6AD,5,375332,333068,02/05/2015
Belfast City Hospital,2 Belfast City Hospital,,51 Lisburn Road,Belfast,BT9 7AE,5,372834,333200,30/12/2014
New Hospital Pantries & A Block,Royal Victoria Hospital,,Grosvenor Road,Belfast,BT12 6BA,5,373763,332322,15/12/2015
RAMADA PLAZA HOTEL,,Belvoir,117 Milltown Road,,BT8 7PX,4,,,24/09/2015
BEECHLAWN HOUSE HOTEL,,,4 Dunmurry Lane,Belfast,BT17 9RR,3,368920,329551,15/05/2014
BALMORAL HOTEL,,Belfast,Blacks Road,Dunmurry,BT10 0NF,3,,,13/11/2014
Belfast Castle,Belfast Castle,,698 Antrim Road,Belfast,BT15 5GR,4,,,27/03/2015
Ten Square Hotel,,,10 Donegall Square South,Belfast,BT1 5JD,5,373914,333823,15/12/2014
Crescent Townhouse,,,13 Lower Crescent,Belfast,BT7 1NR,,373053,333639,03/05/2014
Premier Inn,,,2-6 Waring Street,Belfast,BT1 2DX,5,374511,333993,06/03/2015
Ramada Encore Hotel (inc Sq Restaurant Bar & Grill),,,20 Talbot Street,Belfast,BT1 2LD,5,374761,334049,17/01/2014
Clayton hotel,,,22 Ormeau Avenue,Belfast,BT2 8HS,,373605,333812,
Malmaison,,,34-38 Victoria Street,Belfast,BT1 3GH,5,374391,334220,24/03/2015
Dukes at Queens,,,65-67 University Street,Belfast,BT7 1FY,5,372813,333746,07/04/2014
Park Avenue Hotel,,,158 Holywood Road,Belfast,BT4 1PB,4,374619,337139,28/10/2014
Hilton Hotel,,,4 Lanyon Place,Belfast,BT1 3LP,5,374005,334543,11/03/2014
,Stormont Hotel,,587 Upper Newtownards Road,Belfast,BT4 3LP,5,373928,339710,05/07/2015
Premier Inn Titanic Belfast,,,Queens Road,Belfast,BT3 9DT,5,375957,335606,20/03/2015
Lansdowne Hotel,,,657 Antrim Road,Belfast,BT15 4EF,4,378225,333306,30/06/2014
The Merchant Hotel,,,10-14 Skipper Street,Belfast,BT1 2DZ,5,374504,334087,27/03/2015
Holiday Inn Express,,,106A University Street,Belfast,BT7 1HP,4,372882,334122,03/06/2014
Wellington Park Hotel,,,21 Malone Road,Belfast,BT9 6RW,4,372270,333299,12/04/2015
Etap Hotel,,,35-39 Dublin Road,Belfast,BT2 7HN,4,,,18/02/2015
Radisson Blu,,,3 Cromac Place,Belfast,BT7 2JB,5,373466,334319,20/11/2014
Days Hotel,,,40 Hope Street,Belfast,BT12 5EE,5,373643,333631,28/05/2014
Parador Hotel,Parador Hotel,,471-473 Ormeau Road,Belfast,BT7 3GR,5,371535,334791,30/08/2015
Park Inn Hotel Belfast,,,4 Clarence Street West,Belfast,BT2 7GP,5,373685,333725,31/10/2013
,Malone Lodge Hotel,,54-64 Eglantine Avenue,Belfast,BT9 6DY,5,372336,333069,12/10/2015
Madisons Hotel,,,59-63 Botanic Avenue,Belfast,BT7 1JL,5,,,18/08/2015
Benedicts Hotel,,,7-21 Bradbury Place,Belfast,BT7 1RQ,5,373186,333556,24/03/2015
Ibis Hotel at Queens Quarter,,,75 University Street,Belfast,BT7 1HL,3,372821,333806,31/01/2014
Europa Hotel Belfast,Europa Hotel Belfast,,Great Victoria Street,Belfast,BT2 7AP,5,373769,333577,27/11/2015
Malone House,Malone House,,Malone Road,Belfast,BT9 5PB,4,369108,332172,05/08/2014
IBIS Hotel,,,98-100 Castle Street,Belfast,BT1 1HE,4,374271,333507,20/08/2014
Jurys Inn,Jurys Inn Belfast,,Fisherwick Place,Belfast,BT1 6DY,5,373945,333514,30/09/2015
Fitzwilliam Hotel,,,Great Victoria Street,Belfast,BT2 7BA,5,373843,333593,13/10/2014
Paddys Palace,,,70 Fitzwilliam Street,Belfast,BT9 6AX,4,372802,333296,11/04/2014
Rosemount House,,,424 Antrim Road,Belfast,BT15 5GA,4,377196.3,333193.2,20/11/2014
Salvation Army Hostel,Centenary Hse & Calder Fntn,,2 Victoria Street,Belfast,BT1 3GE,5,374633,334165,02/03/2015
Extern Organisation,,,2 Ventry Lane,Belfast,BT2 7JS,5,,,26/09/2014
Farset International Hostel,,,466 Springfield Road,Belfast,BT12 7DW,5,374214,331195,19/03/2014
Hosford House,,,20 Montrose Street,Belfast,BT5 4HY,5,374250,335829,03/06/2014
W J Thompson House,Thompson House,,426-428 Antrim Road,Belfast,BT15 5GA,4,377201,333195,01/02/2013
Lagan Backpackers Hostel,,,121 Fitzroy Avenue,Belfast,BT7 1HU,3,372765,333893,22/01/2015
Ormeau Centre Hostel,,,5-11 Verner Street,Belfast,BT7 2AA,3,373949,334300,12/12/2014
Utility Street Mens Hostel,Men's Hostel,,3 Utility Street,Belfast,BT12 5JS,5,373206,333099,11/03/2015
Dismas House,Dismas House Hostel,,386 Ormeau Road,Belfast,BT7 3HX,4,371000,334988,27/03/2014
The Welcome Organisation,"Unit 28, Townsend Enterprise Park",,28 Townsend Street,Belfast,BT13 2ES,5,374575,333123,11/04/2014
Spoon Street,,,12-14 Ann Street,Belfast,BT1 4EF,5,374284,334017,15/12/2015
Yogland,,,214 Lisburn Road,Belfast,BT9 6GD,5,372136,332647,14/09/2015
Spoon Street,,,261 Upper Newtownards Road,Belfast,BT4 3JF,5,373941,337932,12/02/2014
Scoopalicious,,,2 Holland Drive,Belfast,BT5 6EH,5,373948,337712,31/03/2015
Morelli's (Belmont),,,44 Belmont Road,Belfast,BT4 2AN,5,374535,337332,25/06/2015
Fusco's Ice Cream,,,517 Crumlin Road,Belfast,BT14 7GA,4,375914,331510,28/01/2015
Yoggie Berrie,,,551 Antrim Road,Belfast,BT15 3BU,3,377215,333256,11/01/2015
Cookie Box,Kennedy Centre,,Falls Road,Belfast,BT11 9AE,5,372214,330762,04/10/2015
W J Desano,,,344 Newtownards Road,Belfast,BT4 1HE,5,374283,336146,21/03/2015
Rossis,,,9 Atlantic Avenue,Belfast,BT15 2HN,5,376108,333333,24/03/2015
Fusco & Co,,,116 Andersonstown Road,Belfast,BT11 9BX,5,371360,330259,11/10/2014
