ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,17/02/2017,610.98 ,RESIDENTIAL LONG TERM,V001096141
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,03/02/2017,615.98 ,RESIDENTIAL LONG TERM,V001091209
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,03/02/2017,544.68 ,RESIDENTIAL LONG TERM,V001090636
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,17/02/2017,544.68 ,RESIDENTIAL LONG TERM,V001095690
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,03/02/2017,557.24 ,RESIDENTIAL LONG TERM,V001091528
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,17/02/2017,557.24 ,RESIDENTIAL LONG TERM,V001096619
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,03/02/2017,559.20 ,RESIDENTIAL LONG TERM,V001091416
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,17/02/2017,559.20 ,RESIDENTIAL LONG TERM,V001096480
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,03/02/2017,578.00 ,RESIDENTIAL LONG TERM,V001091616
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,17/02/2017,578.00 ,RESIDENTIAL LONG TERM,V001096705
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091477
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,03/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001091524
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096560
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,17/02/2017,598.12 ,RESIDENTIAL LONG TERM,V001096616
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,MOORHAVEN NURSING HOME,03/02/2017,537.28 ,RESIDENTIAL LONG TERM,V001090670
ROCHDALE BOROUGH COUNCIL,17/02/2017,PHYSICAL DIS & OLDER PEOPLE,MOORHAVEN NURSING HOME,17/02/2017,537.28 ,RESIDENTIAL LONG TERM,V001095728
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,03/02/2017,1632.46 ,RESIDENTIAL LONG TERM,V001090704
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,17/02/2017,1632.46 ,RESIDENTIAL LONG TERM,V001095766
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,03/02/2017,1682.60 ,RESIDENTIAL LONG TERM,V001090658
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,17/02/2017,1682.60 ,RESIDENTIAL LONG TERM,V001095710
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,03/02/2017,1775.90 ,RESIDENTIAL LONG TERM,V001090715
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,17/02/2017,1775.90 ,RESIDENTIAL LONG TERM,V001095779
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,03/02/2017,1837.44 ,RESIDENTIAL LONG TERM,V001090754
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,17/02/2017,1837.44 ,RESIDENTIAL LONG TERM,V001095804
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,03/02/2017,2168.64 ,RESIDENTIAL LONG TERM,V001090771
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,17/02/2017,2168.64 ,RESIDENTIAL LONG TERM,V001095829
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,03/02/2017,2187.34 ,RESIDENTIAL LONG TERM,V001090698
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,17/02/2017,2187.34 ,RESIDENTIAL LONG TERM,V001095762
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,03/02/2017,2334.92 ,RESIDENTIAL LONG TERM,V001090699
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,17/02/2017,2334.92 ,RESIDENTIAL LONG TERM,V001095763
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,03/02/2017,2683.96 ,RESIDENTIAL LONG TERM,V001090649
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,17/02/2017,2683.96 ,RESIDENTIAL LONG TERM,V001095701
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,MOUNTBATTON CARE,10/02/2017,2324.00 ,INDIVIDUAL SERVICE FUND,V001093372
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,MOUNTBATTON CARE,10/02/2017,8358.00 ,INDIVIDUAL SERVICE FUND,V001093275
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,MOUNTBATTON CARE,10/02/2017,13454.00 ,INDIVIDUAL SERVICE FUND,V001093373
ROCHDALE BOROUGH COUNCIL,21/02/2017,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,21/02/2017,500.00 ,PROFESSIONAL FEES,V001098258
ROCHDALE BOROUGH COUNCIL,06/02/2017,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,06/02/2017,770.00 ,PLANNING APPLICATION FEES,V001092251
ROCHDALE BOROUGH COUNCIL,07/02/2017,ECONOMY DIRECTORATE,MR JOHN HUNTER,07/02/2017,6240.00 ,PROFESSIONAL FEES,V001092452
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MR S MUNBODHOWA,17/02/2017,625.84 ,RESIDENTIAL LONG TERM,V001095715
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MR S MUNBODHOWA,17/02/2017,625.84 ,RESIDENTIAL LONG TERM,V001095716
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MR S MUNBODHOWA,17/02/2017,625.84 ,RESIDENTIAL LONG TERM,V001095717
ROCHDALE BOROUGH COUNCIL,17/02/2017,LEARNING DIS & MENTAL HEALTH,MR S MUNBODHOWA,17/02/2017,625.84 ,RESIDENTIAL LONG TERM,V001095718
ROCHDALE BOROUGH COUNCIL,02/02/2017,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/02/2017,1110.00 ,TRAVELLING GENERAL EXPENSES,V001090467
ROCHDALE BOROUGH COUNCIL,16/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,MULTICULTURAL ARTS AND MEDIA CENTRE,16/02/2017,2475.00 ,ACTIVITIES,V001095598
ROCHDALE BOROUGH COUNCIL,13/02/2017,FINANCE SERVICES,MUNICIPAL MUTUAL INSURANCE LTD,13/02/2017,526.38 ,PROVISIONS UTILISED IN YEAR,V001094726
ROCHDALE BOROUGH COUNCIL,22/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,NATIONAL  STAGE TECHNOLOGY LTD,22/02/2017,640.00 ,ACTIVITIES,V001094948
ROCHDALE BOROUGH COUNCIL,09/02/2017,ECONOMY DIRECTORATE,NATIONAL FLOOD FORUM,09/02/2017,25000.00 ,ACTIVITIES,V001092815
ROCHDALE BOROUGH COUNCIL,28/02/2017,EARLY HELP AND SCHOOLS,NATIONAL TEACHING AND ADVISORY SERVICE,28/02/2017,665.00 ,OTHER EST - SEN PROVISION,V001100003
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,NAZARETH HOUSE CARE HOME,03/02/2017,861.14 ,RESIDENTIAL LONG TERM,V001091637
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,NAZARETH HOUSE CARE HOME,03/02/2017,763.51 ,RESIDENTIAL LONG TERM,V001091473
ROCHDALE BOROUGH COUNCIL,03/02/2017,PHYSICAL DIS & OLDER PEOPLE,NAZARETH HOUSE CARE HOME,03/02/2017,890.76 ,RESIDENTIAL LONG TERM,V001091474
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,NAZARETH HOUSE CARE HOME,03/02/2017,860.00 ,RESIDENTIAL LONG TERM,V001091535
ROCHDALE BOROUGH COUNCIL,17/02/2017,CHILDREN’S SOCIAL CARE,NESTLINGS CARE LTD,17/02/2017,18080.99 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001095301
ROCHDALE BOROUGH COUNCIL,15/02/2017,CHILDREN’S SOCIAL CARE,NETHEREDGE CARE LTD,15/02/2017,15200.00 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001095302
ROCHDALE BOROUGH COUNCIL,20/02/2017,EARLY HELP AND SCHOOLS,NEW BRIDGE  SCHOOL,20/02/2017,3562.02 ,OTHER EST - SEN PROVISION,V001089126
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,NEW BRIDGE  SCHOOL,24/02/2017,5150.25 ,OTHER EST - SEN PROVISION,V001089130
ROCHDALE BOROUGH COUNCIL,20/02/2017,EARLY HELP AND SCHOOLS,NEW BRIDGE  SCHOOL,20/02/2017,11110.05 ,OTHER EST - SEN PROVISION,V001089128
ROCHDALE BOROUGH COUNCIL,24/02/2017,EARLY HELP AND SCHOOLS,NEW BRIDGE  SCHOOL,24/02/2017,13734.00 ,OTHER EST - SEN PROVISION,V001089127
ROCHDALE BOROUGH COUNCIL,20/02/2017,EARLY HELP AND SCHOOLS,NEW BRIDGE  SCHOOL,20/02/2017,2500.02 ,SEN COSTS MET BY SCHOOLS,V001089129
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,-626.68 ,INDIVIDUAL SERVICE FUND,V001093710
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,-626.68 ,INDIVIDUAL SERVICE FUND,V001093711
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,520.00 ,INDIVIDUAL SERVICE FUND,V001093325
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,774.68 ,INDIVIDUAL SERVICE FUND,V001093716
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,774.68 ,INDIVIDUAL SERVICE FUND,V001093759
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,998.00 ,INDIVIDUAL SERVICE FUND,V001093684
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1040.00 ,INDIVIDUAL SERVICE FUND,V001093493
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1040.00 ,INDIVIDUAL SERVICE FUND,V001093681
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1171.68 ,INDIVIDUAL SERVICE FUND,V001093240
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1176.00 ,INDIVIDUAL SERVICE FUND,V001093682
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1300.00 ,INDIVIDUAL SERVICE FUND,V001093075
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1558.68 ,INDIVIDUAL SERVICE FUND,V001093094
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1624.00 ,INDIVIDUAL SERVICE FUND,V001093685
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,2496.00 ,INDIVIDUAL SERVICE FUND,V001093316
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,2912.00 ,INDIVIDUAL SERVICE FUND,V001093706
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,3666.00 ,INDIVIDUAL SERVICE FUND,V001093092
ROCHDALE BOROUGH COUNCIL,10/02/2017,PHYSICAL DIS & OLDER PEOPLE,NEWBARN LTD,10/02/2017,1110.68 ,INDIVIDUAL SERVICE FUND,V001093748
ROCHDALE BOROUGH COUNCIL,10/02/2017,PHYSICAL DIS & OLDER PEOPLE,NEWBARN LTD,10/02/2017,1932.80 ,INDIVIDUAL SERVICE FUND,V001093274
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,520.00 ,PERSONAL BUDGETS - MANAGED,V001093486
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1110.76 ,INDIVIDUAL SERVICE FUND,V001093467
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1464.96 ,PERSONAL BUDGETS - MANAGED,V001093593
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,-2391.72 ,SUPPORTED LIVING,V001093503
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,-2391.72 ,SUPPORTED LIVING,V001093504
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,-2391.72 ,SUPPORTED LIVING,V001093505
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,-1452.12 ,SUPPORTED LIVING,V001093502
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,560.00 ,SUPPORTED LIVING,V001093765
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,672.00 ,SUPPORTED LIVING,V001093356
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,832.00 ,SUPPORTED LIVING,V001093477
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,998.00 ,SUPPORTED LIVING,V001093473
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1582.00 ,SUPPORTED LIVING,V001093351
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1828.40 ,SUPPORTED LIVING,V001093347
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,2028.00 ,SUPPORTED LIVING,V001093457
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,2648.00 ,SUPPORTED LIVING,V001093459
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,2896.00 ,SUPPORTED LIVING,V001093661
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,3173.32 ,SUPPORTED LIVING,V001093639
ROCHDALE BOROUGH COUNCIL,10/02/2017,PHYSICAL DIS & OLDER PEOPLE,NEWBARN LTD,10/02/2017,5096.00 ,SUPPORTED LIVING,V001093652
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1008.00 ,PERSONAL BUDGETS - MANAGED,V001093338
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1060.00 ,INDIVIDUAL SERVICE FUND,V001093656
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/02/2017,1560.00 ,INDIVIDUAL SERVICE FUND,V001093632
ROCHDALE BOROUGH COUNCIL,10/02/2017,EARLY HELP AND SCHOOLS,NEWBOLD CHILDRENS CENTRE NURSERY,10/02/2017,840.00 ,GRANTS TO THE NON VOLUNTARY SECTOR,V001093866
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,10/02/2017,594.00 ,PERSONAL BUDGETS - MANAGED,V001093229
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,10/02/2017,744.00 ,PERSONAL BUDGETS - MANAGED,V001093673
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,10/02/2017,826.61 ,PERSONAL BUDGETS - MANAGED,V001093677
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,10/02/2017,872.32 ,PERSONAL BUDGETS - MANAGED,V001093455
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,10/02/2017,918.00 ,PERSONAL BUDGETS - MANAGED,V001093211
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,10/02/2017,1593.00 ,PERSONAL BUDGETS - MANAGED,V001092962
ROCHDALE BOROUGH COUNCIL,10/02/2017,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,10/02/2017,3929.56 ,PERSONAL BUDGETS - MANAGED,V001093687
ROCHDALE BOROUGH COUNCIL,28/02/2017,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,28/02/2017,1856.25 ,HOME CARE - CHILDRENS SERVICES,V001099675
ROCHDALE BOROUGH COUNCIL,28/02/2017,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,28/02/2017,519.75 ,HOME CARE - CHILDRENS SERVICES,V001099670
ROCHDALE BOROUGH COUNCIL,28/02/2017,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,28/02/2017,792.00 ,HOME CARE - CHILDRENS SERVICES,V001099661
ROCHDALE BOROUGH COUNCIL,27/02/2017,EARLY HELP AND SCHOOLS,NEWMARK CARE LTD,27/02/2017,990.00 ,HOME CARE - CHILDRENS SERVICES,V001099673
ROCHDALE BOROUGH COUNCIL,24/02/2017,PHYSICAL DIS & OLDER PEOPLE,NEWMARK CARE LTD,24/02/2017,1025.03 ,HOME CARE - ADULT SERVICES,V001099581
ROCHDALE BOROUGH COUNCIL,16/02/2017,PHYSICAL DIS & OLDER PEOPLE,NEWMARK CARE LTD,16/02/2017,1746.50 ,HOME CARE - ADULT SERVICES,V001096799
ROCHDALE BOROUGH COUNCIL,09/02/2017,PHYSICAL DIS & OLDER PEOPLE,NEWMARK CARE LTD,09/02/2017,2042.69 ,HOME CARE - ADULT SERVICES,V001093783
ROCHDALE BOROUGH COUNCIL,02/02/2017,PHYSICAL DIS & OLDER PEOPLE,NEWMARK CARE LTD,02/02/2017,2291.63 ,HOME CARE - ADULT SERVICES,V001092017
ROCHDALE BOROUGH COUNCIL,13/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,NEWSCO INSIDER LTD,13/02/2017,570.00 ,ADVERTISING,V001094752
ROCHDALE BOROUGH COUNCIL,28/02/2017,PHYSICAL DIS & OLDER PEOPLE,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,28/02/2017,2339.38 ,SOCIAL SERVICES OTHER,V001099941
ROCHDALE BOROUGH COUNCIL,28/02/2017,PHYSICAL DIS & OLDER PEOPLE,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,28/02/2017,2339.38 ,SOCIAL SERVICES OTHER,V001099942
ROCHDALE BOROUGH COUNCIL,28/02/2017,PHYSICAL DIS & OLDER PEOPLE,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,28/02/2017,2384.07 ,SOCIAL SERVICES OTHER,V001099931
ROCHDALE BOROUGH COUNCIL,28/02/2017,PHYSICAL DIS & OLDER PEOPLE,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,28/02/2017,2409.96 ,SOCIAL SERVICES OTHER,V001099940
ROCHDALE BOROUGH COUNCIL,20/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,NOMIX ENVIRO,20/02/2017,650.00 ,EQUIPMENT - GENERAL,V001098130
ROCHDALE BOROUGH COUNCIL,09/02/2017,EARLY HELP AND SCHOOLS,NORTH CHADDERTON SCHOOL,09/02/2017,1200.00 ,INDEPENDENT UNITS,V001092879
ROCHDALE BOROUGH COUNCIL,22/02/2017,FINANCE SERVICES,NORTHENDEN DIAMOND TRAVEL,22/02/2017,2662.50 ,BUDGET TO BE ALLOCATED,V001094832
ROCHDALE BOROUGH COUNCIL,24/02/2017,FINANCE SERVICES,NORTHGATE PUBLIC SERVICES (UK) LTD,24/02/2017,750.51 ,EXTERNAL CONTRACTED PRINTING,V001098365
ROCHDALE BOROUGH COUNCIL,22/02/2017,FINANCE SERVICES,NORTHGATE PUBLIC SERVICES (UK) LTD,22/02/2017,5780.00 ,SOFTWARE,V001095035
ROCHDALE BOROUGH COUNCIL,02/02/2017,PROPERTY AND HIGHWAYS,NORTHGATE VEHICLE HIRE LIMITED,02/02/2017,4528.32 ,VEHICLE MAINTENANCE,V001090514
ROCHDALE BOROUGH COUNCIL,28/02/2017,PROPERTY AND HIGHWAYS,NORTHGATE VEHICLE HIRE LIMITED,28/02/2017,4543.79 ,VEHICLE MAINTENANCE,V001099895
ROCHDALE BOROUGH COUNCIL,03/02/2017,PROPERTY AND HIGHWAYS,NORTHWEST ASBESTOS REMOVALS LTD,03/02/2017,740.00 ,MINOR BUILDING WORKS,V001089158
ROCHDALE BOROUGH COUNCIL,02/02/2017,ECONOMY DIRECTORATE,NORTHWEST ASBESTOS REMOVALS LTD,02/02/2017,930.00 ,REPAIRS & ALTS OF BUILDINGS,V001089224
ROCHDALE BOROUGH COUNCIL,23/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,NORTHWEST ASBESTOS REMOVALS LTD,23/02/2017,720.00 ,EQUIPMENT - GENERAL,V001098233
ROCHDALE BOROUGH COUNCIL,24/02/2017,FINANCE SERVICES,NORTON GRANGE HOTEL AND SPA,24/02/2017,899.58 ,ROOM HIRE,V001099560
ROCHDALE BOROUGH COUNCIL,03/02/2017,PROPERTY AND HIGHWAYS,NPOWER LIMITED,03/02/2017,166093.25 ,ELECTRICITY,V001085098
ROCHDALE BOROUGH COUNCIL,15/02/2017,CHILDREN’S SOCIAL CARE,NUGENT CARE,15/02/2017,899.99 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V001095303
ROCHDALE BOROUGH COUNCIL,10/02/2017,EARLY HELP AND SCHOOLS,O AND E S GROUP LTD,10/02/2017,900.00 ,SPECIFIED MAINTENANCE,V001093859
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,03/02/2017,938.96 ,NURSING LONG TERM,V001090724
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,03/02/2017,938.96 ,NURSING LONG TERM,V001090725
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,03/02/2017,938.96 ,NURSING LONG TERM,V001090726
ROCHDALE BOROUGH COUNCIL,03/02/2017,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,03/02/2017,938.96 ,NURSING LONG TERM,V001090727
ROCHDALE BOROUGH COUNCIL,01/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,OEADS LIMITED,01/02/2017,600.00 ,OTHER MEDICAL EXPENSES,V001088986
ROCHDALE BOROUGH COUNCIL,01/02/2017,NEIGHBOURHOODS AND ENVIRONMENT,OEADS LIMITED,01/02/2017,600.00 ,OTHER MEDICAL EXPENSES,V001089012
ROCHDALE BOROUGH COUNCIL,06/02/2017,FINANCE SERVICES,OFFICE DEPOT UK LIMITED,06/02/2017,505.92 ,PRINTING & STATIONERY,V001092232
ROCHDALE BOROUGH COUNCIL,06/02/2017,FINANCE SERVICES,OFFICE DEPOT UK LIMITED,06/02/2017,549.19 ,PRINTING & STATIONERY,V001092238
ROCHDALE BOROUGH COUNCIL,06/02/2017,FINANCE SERVICES,OFFICE DEPOT UK LIMITED,06/02/2017,933.91 ,PRINTING & STATIONERY,V001090066
ROCHDALE BOROUGH COUNCIL,06/02/2017,FINANCE SERVICES,OFFICE DEPOT UK LIMITED,06/02/2017,1695.04 ,PRINTING & STATIONERY,V001092241
ROCHDALE BOROUGH COUNCIL,06/02/2017,FINANCE SERVICES,OFFICE DEPOT UK LIMITED,06/02/2017,1792.37 ,PRINTING & STATIONERY,V001092235
ROCHDALE BOROUGH COUNCIL,06/02/2017,FINANCE SERVICES,OFFICE DEPOT UK LIMITED,06/02/2017,1823.20 ,PRINTING & STATIONERY,V001092231
