Publisher Label,Publisher URI,"Contract Reference","Title of the Agreement","Directorate or service responsible","Description of goods and services","Procurement classification: CPV code","Procurement classification: CPV label","Procurement classification: Proclass code","Procurement classification: Proclass label","Start date","End date","Review date","Contract value","Irrecoverable VAT","Supplier name","Supplier registered company number","Supplier registered company number Uri","Supplier registered charity number","Supplier registered charity number Uri","SME supplier","VCSE supplier","Tender type"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9QQLQ5","A Pre-construction Agreement in relation to the Schools Expansion and Improvement Programme Lot 4( Lindon Bennett SEN)-2013 to 2016 IESE South East & London Construction Framework for Major Projects","rede","A Pre-construction Agreement in relation to the Schools Expansion and Improvement Programme Lot 4( Lindon Bennett SEN)","45214200","Construction work for school buildings","391110","Works - Construction, Repair & Maintenance",06/05/2014 00:00:00,31/07/2016 00:00:00,31/07/2015 00:00:00,3363755,0,"Geoffrey Osborne Limited","873093","https://beta.companieshouse.gov.uk/company/873093","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9HBHYV","HOUNSLOW HOMES - EMPLOYER'S AGENT (HOGARTH & RECTORY CRT)","Corporate Resources","HOUNSLOW HOMES - EMPLOYER'S AGENT (HOGARTH & RECTORY CRT)","71000000","Architectural, construction, engineering and inspection services","399999","Works - Construction, Repair & Maintenance",12/05/2014 00:00:00,12/05/2016 00:00:00,19/03/2016 00:00:00,477883339,0,"Calfordseaden LLP","OC315838","https://beta.companieshouse.gov.uk/company/OC315838","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9LVEJQ","Agreement for the Supply and Installation of Low Energy LED Lamps at Hounslow Library, Treaty Centre, Hounslow High Street","rede","Agreement for the Supply and Installation of Low Energy LED Lamps at Hounslow Library, Treaty Centre, Hounslow High Street","31520000","Lamps and light fittings","101900","Building Construction Materials",01/06/2014 00:00:00,07/07/2014 00:00:00,16/04/2016 00:00:00,29000,0,"Sunstruck Energy Ltd","7512130","https://beta.companieshouse.gov.uk/company/7512130","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-A2CF3N","Norman Estate C12,13,15,17,19","HH","Norman Estate C12,13,15,17,19","45000000","Construction work","399999","Works - Construction, Repair & Maintenance",01/06/2014 00:00:00,01/11/2015 00:00:00,01/10/2015 00:00:00,2044015,0,"Lovell Partnership","2387333","https://beta.companieshouse.gov.uk/company/2387333","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9QQL7J","Agreement for Isleworth Town Primary School 4FE Extension Project","rede","Agreement for Isleworth Town Primary School 4FE Extension Project","45214210","Primary school construction work","391110","Works - Construction, Repair & Maintenance",23/06/2014 00:00:00,17/09/2015 00:00:00,25/03/2016 00:00:00,172000,0,"Geoffrey Osborne Limited","873093","https://beta.companieshouse.gov.uk/company/873093","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9J7K-R5E36N","Safeguarding Training Delivery","Corporate Resources","Safeguarding Training Delivery","80000000","Education and training services","179999","Education",01/07/2014 00:00:00,31/03/2015 00:00:00,02/02/2015 00:00:00,2501930.25,0,"Making Connections (IOW)","5441802","https://beta.companieshouse.gov.uk/company/5441802","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9J7K-R5E36N","Safeguarding Training Delivery","Corporate Resources","Safeguarding Training Delivery","80000000","Education and training services","179999","Education",01/07/2014 00:00:00,31/03/2015 00:00:00,02/02/2015 00:00:00,2501930.25,0,"Michael Mandelstam Ltd","5441802","https://beta.companieshouse.gov.uk/company/5441802","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9J7K-R5E36N","Safeguarding Training Delivery","Corporate Resources","Safeguarding Training Delivery","80000000","Education and training services","179999","Education",01/07/2014 00:00:00,31/03/2015 00:00:00,02/02/2015 00:00:00,2501930.25,0,"ADJUSTING THE BALANCE LTD","5441802","https://beta.companieshouse.gov.uk/company/5441802","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9J7K-R5E36N","Safeguarding Training Delivery","Corporate Resources","Safeguarding Training Delivery","80000000","Education and training services","179999","Education",01/07/2014 00:00:00,31/03/2015 00:00:00,02/02/2015 00:00:00,2501930.25,0,"Andrew Alonzi Limited","5441802","https://beta.companieshouse.gov.uk/company/5441802","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9J7K-R5E36N","Safeguarding Training Delivery","Corporate Resources","Safeguarding Training Delivery","80000000","Education and training services","179999","Education",01/07/2014 00:00:00,31/03/2015 00:00:00,02/02/2015 00:00:00,2501930.25,0,"St Thomas Training","5441802","https://beta.companieshouse.gov.uk/company/5441802","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-A2CBQU","South Road B","HH","South Road B","45000000","Construction work","399999","Works - Construction, Repair & Maintenance",01/07/2014 00:00:00,01/06/2015 00:00:00,14/06/2016 00:00:00,26273,0,"United House Ltd","817560","https://beta.companieshouse.gov.uk/company/817560","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9LGK-59TZUF","Select List for Lean and Continuous Improvement Consultancy Services","Corporate Resources","Select List for Lean and Continuous Improvement Consultancy Services","79400000","Business and management consultancy and related services","151900","Consultancy",21/07/2014 00:00:00,20/07/2016 00:00:00,12/03/2016 00:00:00,50152,0,"Hoople Ltd","7556595","https://beta.companieshouse.gov.uk/company/7556595","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9LGK-59TZUF","Select List for Lean and Continuous Improvement Consultancy Services","Corporate Resources","Select List for Lean and Continuous Improvement Consultancy Services","79400000","Business and management consultancy and related services","151900","Consultancy",21/07/2014 00:00:00,20/07/2016 00:00:00,12/03/2016 00:00:00,50152,0,"Beacon Improvement Ltd","7556595","https://beta.companieshouse.gov.uk/company/7556595","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9LGK-59TZUF","Select List for Lean and Continuous Improvement Consultancy Services","Corporate Resources","Select List for Lean and Continuous Improvement Consultancy Services","79400000","Business and management consultancy and related services","151900","Consultancy",21/07/2014 00:00:00,20/07/2016 00:00:00,12/03/2016 00:00:00,50152,0,"Support Services Direct Limited","7556595","https://beta.companieshouse.gov.uk/company/7556595","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9LGK-59TZUF","Select List for Lean and Continuous Improvement Consultancy Services","Corporate Resources","Select List for Lean and Continuous Improvement Consultancy Services","79400000","Business and management consultancy and related services","151900","Consultancy",21/07/2014 00:00:00,20/07/2016 00:00:00,12/03/2016 00:00:00,50152,0,"London South Bank University","7556595","https://beta.companieshouse.gov.uk/company/7556595","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9MCJRT","Agreement for Redevelopment of the Hartlands Gypsy & Travellers site","rede","Agreement for Redevelopment of the Hartlands Gypsy & Travellers site","98000000","Other community, social and personal services","329999","Social Community Care Supplies & Services�",28/07/2014 00:00:00,06/02/2015 00:00:00,06/08/2014 00:00:00,37725,0,"k&a construction","",,"",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9KLF-L425CG","THE PROVISION OF HOUNSLOW HIGH STREET MARKET","Chief Executives Department","THE PROVISION OF HOUNSLOW HIGH STREET MARKET","55900000","Retail trade services","No Match","",01/08/2014 00:00:00,31/07/2018 00:00:00,08/03/2016 00:00:00,300000,0,"Tudor markets","8406586","https://beta.companieshouse.gov.uk/company/8406586","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9LMC-RJDUEU","Provision of Employer's Agent services - GLA Later Sites","Corporate Resources","Provision of Employer's Agent services - GLA Later Sites","71000000","Architectural, construction, engineering and inspection services","399999","Works - Construction, Repair & Maintenance",01/08/2014 00:00:00,01/07/2017 00:00:00,16/03/2016 00:00:00,750000,0,"Baily Garner LLP","OC305198","https://beta.companieshouse.gov.uk/company/OC305198","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-9LMD-NGI7JY","Provision of CDM Co-ordinator � GLA Sites and Rooftop Projects","Corporate Resources","Provision of CDM Co-ordinator � GLA Sites and Rooftop Projects","71000000","Architectural, construction, engineering and inspection services","399999","Works - Construction, Repair & Maintenance",01/08/2014 00:00:00,01/07/2017 00:00:00,16/03/2016 00:00:00,855650,0,"Baily Garner LLP","OC305198","https://beta.companieshouse.gov.uk/company/OC305198","",,"Yes","No","RFQ"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","HOUNSLOW-CONTRACT-DNWC-9FNKEA","Fire Risk Assessment","Chief Executives Department","Fire Risk Assessment","75250000","Fire-brigade and rescue services","C10.1N ES","",01/08/2014 00:00:00,31/07/2017 00:00:00,19/05/2016 00:00:00,230028.45,0,"Frankham Consultancy Group Limited","4409614","https://beta.companieshouse.gov.uk/company/4409614","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9MCK2X","Joint Venture for the delivery of Catering Services to Schools","CSLL","Joint Venture for the delivery of Catering Services to Schools","98390000","Other services","329999","Social Community Care Supplies & Services�",01/08/2014 00:00:00,31/07/2018 00:00:00,31/07/2017 00:00:00,0,0,"Chartwells","1948892","https://beta.companieshouse.gov.uk/company/1948892","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DSIN-9HBJPG","Design Services for the New Heston Leisure Centre & Enabling Housing Developement","Rede","Design Services for the New Heston Leisure Centre & Enabling Housing Developement","79415200","Design consultancy services","151900","Consultancy",06/08/2014 00:00:00,28/09/2016 00:00:00,29/09/2015 00:00:00,83848.64,0,"STUDIO E ARCHITECTS LTD","2951234","https://beta.companieshouse.gov.uk/company/2951234","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9QSDMH","Agreement For Window Replacement William Hogarth School","rede","Agreement For Window Replacement William Hogarth School","45400000","Building completion work","391110","Works - Construction, Repair & Maintenance",11/08/2014 00:00:00,05/12/2014 00:00:00,12/08/2015 00:00:00,717000,0,"Professional Refurbishment Company Ltd","3130913","https://beta.companieshouse.gov.uk/company/3130913","",,"Yes","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9QQKLD","Agreement setting out the Terms & Conditions for Individual Spot Purchases of care at Home (Dom Care) services for older people & Adults with Physical,mental or Learning Disability","Corporate Resouces","Agreement setting out the Terms & Conditions for Individual Spot Purchases of care at Home (Dom Care)","98390000","Other services","329999","Social Community Care Supplies & Services�",01/09/2014 00:00:00,31/03/2015 00:00:00,01/01/2015 00:00:00,2018000,0,"London Care Plc","3117278","https://beta.companieshouse.gov.uk/company/3117278","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9QQKLD","Agreement setting out the Terms & Conditions for Individual Spot Purchases of care at Home (Dom Care) services for older people & Adults with Physical,mental or Learning Disability","Corporate Resouces","Agreement setting out the Terms & Conditions for Individual Spot Purchases of care at Home (Dom Care)","98390000","Other services","329999","Social Community Care Supplies & Services�",01/09/2014 00:00:00,31/03/2015 00:00:00,01/01/2015 00:00:00,2018000,0,"Care Oulook LTD","3117278","https://beta.companieshouse.gov.uk/company/3117278","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9QQKLD","Agreement setting out the Terms & Conditions for Individual Spot Purchases of care at Home (Dom Care) services for older people & Adults with Physical,mental or Learning Disability","Corporate Resouces","Agreement setting out the Terms & Conditions for Individual Spot Purchases of care at Home (Dom Care)","98390000","Other services","329999","Social Community Care Supplies & Services�",01/09/2014 00:00:00,31/03/2015 00:00:00,01/01/2015 00:00:00,2018000,0,"Sagecare Ltd","3117278","https://beta.companieshouse.gov.uk/company/3117278","",,"No","No","ITT"
"London Borough of Hounslow","http://opendatacommunities.org/id/london-borough-council/hounslow","CS-DNWC-9QQKLD","Agreement setting out the Terms & Conditions for Individual Spot Purchases of care at Home (Dom Care) services for older people & Adults with Physical,mental or Learning Disability","Corporate Resouces","Agreement setting out the Terms & Conditions for Individual Spot Purchases of care at Home (Dom Care)","98390000","Other services","329999","Social Community Care Supplies & Services�",01/09/2014 00:00:00,31/03/2015 00:00:00,01/01/2015 00:00:00,2018000,0,"MiHomecare","3117278","https://beta.companieshouse.gov.uk/company/3117278","",,"No","No","ITT"
