Propref,Property Description,Ratepayer,Rv,Liability Start,Reliefs Granted
65620709,Offices and Premises,Hemsworth And Co Ltd,3450,11/01/04,SBR
65620711,Office,The Spire Halifax Ltd,2600,03/07/16,SBR
65620712,Office,The Spire Halifax Ltd,2400,03/07/16,SBR
65620714,Office,The Spire Halifax Ltd,1075,03/07/16,SBR
65620716,Offices and Premises,The Spire Halifax Ltd,11250,03/07/16,SBR
65620717,Office,The Spire Halifax Ltd,1575,03/07/16,SBR
65624028,Hairdressing Salon and Premises,,3700,07/23/02,SBR
65624700,Restaurant and Premises,,13250,11/21/08,DUR SBR
65624703,Shop and Premises,,5800,03/01/17,ER
65624706,Shop and Premises,A & B Antiques Ltd,8400,07/01/12,SBR
65624707,Shop and Premises,Antique & Classic Interiors Ltd,7300,07/01/12,SBR
65624708,Shop and Premises,,3400,07/16/13,SBR
65625025,Shop and Premises,,6500,04/01/10,SBR
65625072,Hairdressing Salon and Premises,,8900,08/12/14,SBR
65625320,Hairdressing Salon and Premises,,2850,07/17/17,SBR
65625352,Shop and Premises,,4550,01/19/16,SBR
65625700,Advertising Right and Premises,Clear Channel (Uk) Ltd,225,07/01/01,SBR
65625701,Community Centre And Premises,Noah's Ark Community Cafe,6700,04/01/03,DCR MCR
65625702,Car Wash And Premises,,8400,06/22/07,SBR
65625704,Sponsored Roundabout,Calderdale Mbc,300,06/01/10,SBR
65625707,Site Of Atm And Premises,Cardtronics Uk Ltd,2000,04/01/10,DUR SBR
65625710,Shop and Premises,Cuttin Edge Carpets Ltd,11000,06/09/14,SBR
65625711,Site Of Atm And Premises,Cardtronics Uk Ltd,900,06/20/14,SBR
65625712,Shop and Premises,,5500,06/20/14,SBR
65625713,Shop and Premises,Ovenden Off Licence Limited,12500,01/18/17,SBR
65625714,Site of ATM,Cardtronics Uk Ltd,3750,01/18/17,DUR SBR
65626701,Health Centre and Premises,Nhs Property Services Ltd,40750,04/01/13,SBR
65626703,Warehouse And Premises,C2 (General Partner Two) Lp,6400,11/01/15,ER
65626705,Warehouse And Premises,,6500,06/30/17,SBR
65626707,Warehouse And Premises,Stone Square Ltd,6400,04/01/11,SBR
65626708,Workshop And Premises,,6400,03/01/12,SBR
65626709,Store And Premises,C2 (General Partner Two) Lp,6800,08/08/17,EX
65626718,Workshop And Premises,Cristel Graphics Ltd,31000,07/01/08,SBR
65626719,Workshop And Premises,,6400,05/04/12,SBR
65626720,Workshop And Premises,C2 (General Partner Two) Lp,15750,12/01/16,ER
65626721,Warehouse And Premises,Hss Hire Service Group Ltd,25250,07/09/12,SBR
65626725,Community Centre And Premises,Halifax Opportunities Trust,1850,04/01/12,DCR MCR
65626728,Offices and Premises,Halifax Opportunities Trust,88000,07/01/14,DCR DUR MCR
65626729,Warehouse And Premises,Tag Tool Hire Ltd,26500,04/01/14,SBR
65626730,Workshop And Premises,U V Power Solutions Ltd,8300,07/13/17,SBR
65626731,Workshop And Premises,Ys Parcels Ltd,8200,11/02/15,SBR
65628700,Factory and Premises,McAndrew (Textiles) Ltd,14000,09/01/04,SBR
65644700,Public House and Premises,,3100,08/24/90,SBR
65648002,Shop and Premises,,4150,12/12/15,SBR
65650005,Offices and Premises,Pennine Communities Of Tenants & Residents Association,1025,10/06/04,DOR SBR
65652015,Warehouse And Premises,Edmundson Electrical Ltd,40750,04/01/90,DUR SBR
65652700,Factory and Premises,,6300,04/01/16,SBR
65652701,Offices and Premises,Voluntary Action Calderdale,23750,01/26/05,DCR MCR
65652703,Offices and Premises,,43250,04/01/90,SBR
65652709,Workshop And Premises,Willand Engineering Company (Halifax) Ltd,10750,10/01/90,SBR
65652716,Shop and Premises,Eastern Pride Supermarket Ltd,29250,01/01/15,DUR SBR
65652729,Surgery And Premises,,9500,08/07/09,DUR SBR
65652733,Shop and Premises,Calderdale Health Focus Ltd,19750,04/18/11,SBR
65652735,Store And Premises,The Northern Lights Projects,6600,02/01/17,ER
65652737,Land Used For Storage And Premises,,1250,10/20/16,SBR
65652738,Workshop And Premises,The Northern Lights Projects,6600,10/01/16,ER
65652739,Workshop And Premises,The Northern Lights Projects,6600,10/01/16,ER
65652740,Store And Premises,,6600,01/01/17,SBR
65652741,Workshop And Premises,The Northern Lights Projects,9600,11/07/16,ER
65652742,Store And Premises,The Northern Lights Projects,9200,02/13/17,ER
65654700,Vehicle Repair Workshop And Premises,Aquaspersions Limited,12250,05/14/15,ER
65656701,Community Centre And Premises,,6700,04/01/90,DCR MCR
65660029,Workshop And Premises,Just Give It A Go Ltd,1775,04/01/16,EX
65664700,Playing Field And Premises,,1200,04/01/95,DUR SBR
65664702,Quarry And Premises,Thornton Meat Company Ltd,1175,04/01/16,DUR SBR
65664703,Communication Station and Premises,Mobile Broadband Network Ltd,7100,12/09/13,SBR
65676010,Offices and Premises,,11500,08/07/09,SBR
65676012,Workshop And Premises,,2950,04/01/90,SBR
65676020,Hairdressing Salon and Premises,,2750,11/23/15,SBR
65676700,Showroom And Premises,Briggs Priestley Ltd,16500,10/04/96,DUR SBR
65676708,Offices and Premises,Calderdale National Union Of Teachers,4850,11/29/15,SBR
65676709,Public House and Premises,,14500,07/01/17,SBR
65676710,Store And Premises,S F S Developments Ltd,275,06/16/17,EX
65676711,Store And Premises,S F S Developments Ltd,355,06/16/17,EX
65676712,Store And Premises,S F S Developments Ltd,415,06/16/17,EX
65676713,Store And Premises,S F S Developments Ltd,590,06/16/17,EX
65676714,Restaurant And Premises,,6600,06/01/16,SBR
65676715,Public House and Premises,Eco Kleen Services Uk Ltd,8500,09/29/17,SBR
65676716,Restaurant And Premises,,9100,12/01/16,SBR
65688700,Warehouse And Premises,T.S.G. Associates Llp,12000,07/07/06,SBR
65700700,Public House and Premises,,8500,10/09/02,SBR
65704700,Public House and Premises,,17250,12/18/14,SBR DBR
65708700,Factory and Premises,Heights Design (Uk) Ltd,91500,04/01/90,
65708702,Warehouse And Premises,Heat Electric Ltd,16250,04/01/12,SBR
65712700,Warehouse And Premises,Ava Waste Management Ltd,17500,05/01/17,SBR
65712701,Workshop And Premises,Deighton Engineers (Halifax) Ltd,16250,08/17/91,SBR
65716005,Shop and Premises,,1950,04/01/17,SBR
65716010,Offices and Premises,,1075,04/01/90,DUR SBR
65716700,Workshop And Premises,,4000,04/01/90,SBR
65716702,Car Park,Luddenden Conservation Society,2700,04/01/03,DCR MCR
65716703,Public House and Premises,,11500,12/08/16,SBR DBR
65716704,Day Nursery and Premises,,12750,02/20/11,SBR
65716706,Public Conveniences And Premises,Chief Environmental Health Officer,3350,04/01/04,SBR
65728001,Club and Premises,,3550,04/01/90,SBR
65728033,Shop and Premises,,6300,07/11/17,SBR
65728700,Library And Premises,Calderdale Mbc Leisure Services,12250,04/01/90,SBR
65728704,Shop and Premises,Anna's Beauty Centre Ltd,4900,07/14/97,SBR
65728705,Shop and Premises,,5200,09/01/09,SBR
65728706,Shop and Premises,,4750,08/06/02,SBR
65728707,Shop and Premises,,5000,06/13/13,SBR
65728708,Shop and Premises,,5500,06/01/16,SBR
65728709,Shop and Premises,J L Daynes Ltd,10750,03/17/13,SBR
65730701,Communication Station and Premises,Arqiva Ltd,9600,04/01/03,SBR
65732013,Shop and Premises,,2700,07/31/17,SBR
65736002,Shop and Premises,Bramleys Estate Agents,19250,02/17/17,EX
65736004,Hairdressing Salon and Premises,Salon Save (Halifax) Ltd,19750,05/01/16,SBR
65736005,Shop and Premises,W H Smith Ltd,153000,04/01/90,
65736008,Shop and Premises,,22000,11/01/17,EX
65736010,Shop and Premises,Franklyns Jewellers & Goldsmiths Limited,31250,10/20/17,SBR
65736026,Shop and Premises,,15000,07/02/16,SBR
65736036,Shop and Premises,Eye Wala Ltd,14000,11/13/13,SBR
65736042,Shop and Premises,Calderdale Mbc Adults Health And Social Care,34500,03/13/17,
65736703,Shop and Premises,Tesco Stores Ltd,209000,04/01/90,
65736704,Betting Shop And Premises,William Hill Organization Ltd,25750,03/02/09,ER
65736706,Shop and Premises,Savers Health & Beauty Plc,34000,10/22/99,SBR
65736707,Shop and Premises,Temple Retail Ltd,55000,04/04/13,ER
65736709,Shop and Premises,Burton Group Properties Ltd,63500,10/14/93,
65736712,Offices and Premises,,3250,01/09/94,SBR
65736718,Offices and Premises,"Armitage, Hewitt & Hellowell",1475,09/17/05,EX
65736720,Public House and Premises,Mortimer & Holt Ltd,14250,06/09/17,SBR DBR
65736721,Office and Premises,Halifax Plc,70000,04/01/90,
65736722,Shop and Premises,Boots Uk Ltd,200000,04/01/90,
65736723,Shop and Premises,Heron Foods Ltd,99500,06/03/13,
65736724,Shop and Premises,Shoe Zone Ltd,81000,08/11/10,
65736725,Shop and Premises,Poundland Ltd,260000,09/23/10,
65736726,Shop and Premises,Smokers D'Lite Ltd,11750,07/08/14,SBR
65736727,Offices and Premises,"Armitage, Hewitt & Hellowell",1275,06/10/02,EX
65736735,Shop and Premises,Max Spielmann Limited,28750,12/19/08,SBR
65736736,Offices and Premises,Calderdale Mbc,163000,10/16/03,
65736737,Shop and Premises,99p Stores Ltd - In Administration,90000,03/22/17,
65736738,Shop and Premises,,12000,07/29/16,SBR
65736739,Offices and Premises,Calderdale Mbc Markets Manager,4750,04/01/10,EX
65736743,Shop and Premises,,23250,08/08/17,SBR
65736746,Site Of Atm And Premises,Tesco Personal Finance Ltd,11250,04/01/10,SBR
65736747,Shop and Premises,Coral Racing Ltd,28750,04/29/16,SBR
65736748,Offices And Premises,Interserve Working Futures Ltd,21750,04/01/15,SBR
65736749,Offices And Premises,Interserve Working Futures Ltd,16000,04/01/15,SBR
65740701,Communication Station and Premises,,9800,04/01/97,SBR
65748700,Workshop And Premises,Peter Gradon Ltd,37500,04/01/90,SBR
65752700,Warehouse And Premises,Adel (C & C) Ltd,12750,04/01/90,DUR SBR
65752701,Warehouse And Premises,Trade Tiling Ltd,10750,03/22/17,SBR
65752702,Warehouse And Premises,Cts Ironmongery Ltd,22250,04/01/90,DUR SBR
65752704,"Warehouse, Showroom and Premises",Wolseley U.K Ltd,20500,04/01/90,DUR SBR
65752705,Workshop And Premises,Eurocell Building Plastics Ltd,8500,07/31/09,DUR SBR
65752706,Workshop And Premises,C & S Electrical Wholesalers Ltd,11000,06/07/02,SBR
65752707,Workshop And Premises,Al-Haatif Limited,8600,10/21/16,SBR
65752708,Workshop And Premises,Tower Roofing Systems Ltd,9200,06/28/16,SBR
65752709,Workshop And Premises,HX1 Window Supplies Ltd,9400,09/07/12,SBR
65752711,Warehouse And Premises,Cts Ironmongery Ltd,8700,10/04/02,DUR SBR
65752713,Warehouse And Premises,Bss Group Ltd,53000,09/18/98,
65752715,Warehouse And Premises,D & K Specialist Exhausts Co Ltd,15000,08/27/91,DUR SBR
65752716,Warehouse And Premises,Stevenswood Trade Centres Ltd,13250,04/06/17,SBR
65752717,Warehouse And Premises,Cts Ironmongery Ltd,8400,10/03/17,SBR
65752718,Warehouse And Premises,Akzo Nobel Decorative Coatings Ltd,16000,05/31/06,DUR SBR
65752719,Warehouse And Premises,Northern Municipal Spares Ltd,13250,04/06/10,SBR
65752720,Warehouse And Premises,James Hargreaves (Plumbers Merchants) Ltd,26000,06/24/11,DUR SBR
65756700,Public House and Premises,,9700,12/01/14,SBR
65764700,Workshop And Premises,Wrought Worx Welding Ltd,5100,07/28/14,SBR
65764702,Warehouse And Premises,,3300,08/19/09,SBR
65766702,Self Catering Holiday Unit And Premises,,4050,04/01/10,SBR
65768002,Shop and Premises,,2950,03/01/08,SBR
65776700,School and Premises,St. Michael & All Angels Ce (Foundation) Primary School,37750,04/01/16,MCR
65780042,Shop and Premises,,6100,04/01/15,SBR
65780044,Shop and Premises,,2750,03/03/02,SBR
65784843,Offices,Dean Clough Ltd,5200,11/05/16,EX
65788700,Warehouse And Premises,Burrwood Garage Ltd,4650,10/07/15,SBR
65788701,Store And Premises,Burrwood Garage Ltd,1700,04/01/07,EX
65788703,Workshop And Premises,,3250,11/01/17,EX
65788704,Warehouse And Premises,Reginald Maude Ltd,10500,03/09/91,SBR
65788706,Warehouse And Premises,Floor-Rite Carpets Ltd,8000,04/01/93,SBR
65788707,Warehouse And Premises,,6300,07/01/02,SBR
65788708,Workshop And Premises,Burrwood Garage Ltd,2325,04/01/07,EX
65788711,Warehouse And Premises,,13000,11/01/17,EX
65788713,Warehouse And Premises,Coton & Ellis Autos Ltd,6700,06/15/11,SBR
65788714,Communication Station and Premises,Vodafone Ltd,12000,04/01/99,SBR
65788716,Communication Station and Premises,Tefonica O2 (Uk) Ltd,12000,04/01/05,SBR
65788717,Communication Station and Premises,,12000,05/13/11,EX
65788720,Warehouse And Premises,Simms Electrical Distributors Ltd (In Liquidation),6300,09/21/16,EX
65788721,Play Area And Premises,,6900,11/06/15,SBR
65800029,Shop and Premises,,1925,09/17/05,EX
65800701,Warehouse And Premises,Eclipse Property (HFX1) Limited,41500,07/03/17,EX
65800702,Communication Station and Premises,,12000,05/29/97,SBR
65800703,Communication Station and Premises,Hutchinson 3G Uk Ltd,12000,04/01/05,EX
65804002,Shop and Premises,,2850,05/12/97,SBR
65808700,Vehicle Repair Workshop And Premises,,7100,03/01/14,SBR
65808704,Warehouse And Premises,Reflecting Roadstuds Ltd,8800,08/01/01,SBR
65808705,Vehicle Repair Workshop And Premises,,5000,05/01/16,SBR
65808708,Workshop And Premises,,6100,04/01/05,SBR
65808714,Workshop And Premises,,2500,01/03/12,SBR
65808715,Workshop And Premises,,4300,04/01/05,SBR
65808726,Communication Station and Premises,Vodafone Ltd,12750,04/01/05,SBR
65808728,Workshop And Premises,Francis Moore (Specialist Weavers) Ltd,4250,08/01/08,SBR
65808733,Gymnasium And Premises,Diamonds Gymnastics Club,63500,04/01/09,DOR MAR
65808735,Warehouse And Premises,Fletcher Contracting Ltd,10500,03/01/09,SBR
65808736,Warehouse And Premises,Caldan Industrial Insulation Ltd,5700,02/01/12,SBR
65808737,Workshop And Premises,Fast Doors Direct Ltd,9400,08/01/15,SBR
65808738,Workshop And Premises,Display Logic Ltd,18500,12/08/15,SBR
65808739,Warehouse And Premises,A.W [Europe] Ltd,12000,03/17/14,SBR
65808740,Warehouse And Premises,,5900,10/01/13,SBR
65808741,Workshop And Premises,H B K Ltd,8300,02/01/12,SBR
65808742,Warehouse And Premises,Cool-Lec Ltd,5700,01/04/10,SBR
65808745,Warehouse And Premises,Fast Doors Direct Ltd,8300,04/01/14,SBR
65808746,Warehouse And Premises,Automotive Paint Supplies Ltd,8300,01/04/11,SBR
65808750,Store,,1700,04/01/13,SBR
65808754,Land Used For Storage and Premises,Reflecting Roadstuds Ltd,2275,09/06/16,EX
65808755,Warehouse And Premises,James Jackson (Hx) Ltd,10500,07/01/16,SBR
65808757,Workshop And Premises,Reflecting Roadstuds Ltd,11250,04/01/10,SBR
65808762,Warehouse And Premises,,5100,04/01/14,SBR
65808764,Warehouse And Premises,,6900,02/01/15,SBR
65808765,Warehouse And Premises,,6300,05/01/16,SBR
65808769,Workshop And Premises,Reflecting Roadstuds Ltd,21500,01/01/18,EX
65808773,Workshop And Premises,V1 Engineering Ltd,6100,08/17/15,SBR
65808774,Workshop And Premises,Reflecting Roadstuds Ltd,14750,08/01/15,SBR
65808775,Offices and Premises,Raw Studio (Halifax) Ltd,6800,02/01/16,SBR
65808776,Workshop And Premises,,10250,06/01/16,SBR
65808777,Warehouse And Premises,Reflecting Roadstuds Ltd,5900,09/15/17,EX
65808778,Warehouse And Premises,Coulsy Ltd,6600,02/01/16,SBR
65812703,Shop and Premises,,2375,08/01/08,SBR
65816004,Showroom And Premises,Magic Carpets (Halifax) Ltd,11500,05/27/00,SBR
65820700,Offices and Premises,Pennine Housing 2000 Ltd,4800,04/01/02,SBR
65824700,Shop and Premises,,4700,02/08/16,SBR
65824701,School and Premises,Chairman Of The Board Of Governors,38250,04/01/96,SBR
65824703,Library And Premises,Calderdale Mbc Leisure Services,5200,04/01/90,SBR
65824706,Offices and Premises,North Halifax Partnership Ltd,1900,07/01/14,DCR MCR
65828700,Surgery And Premises,Caritas Health Partnership,19750,05/01/08,DUR SBR
65828701,Shop and Premises,R.Yung Ltd,7600,01/03/07,SBR
65836700,School and Premises,North Halifax Grammar School Academy Trust,215000,06/01/11,MCR
65836704,Community Centre And Premises,Calderdale Pupil Referral Unit,25500,04/01/14,SBR
65840700,Public House and Premises,,8250,08/10/17,ER
65844148,Shop and Premises,,2125,06/09/15,SBR
65844252,School and Premises,Broadwood Residential Ltd,22500,09/22/05,DUR SBR
65844394,Shop and Premises,,6200,12/06/05,SBR
65844702,Club and Premises,,15500,04/01/90,SBR
65844703,Public House and Premises,,11000,03/27/17,SBR
65844706,Advertising Right and Premises,Clear Channel (Uk) Ltd,450,06/01/10,SBR
65848700,Workshop And Premises,,2700,09/15/94,SBR
65848707,School and Premises,Savile Park Primary School,55500,04/01/05,
65856700,Tennis Club And Premises,,45500,04/01/90,MAR
65868001,Shop and Premises,M & R Bachra Ltd,5500,01/12/13,SBR
65872015,Shop and Premises,,3650,12/14/91,SBR
65876041,Workshop And Premises,,2325,09/17/05,EX
65876700,Restaurant and Premises,,23750,06/30/09,SBR
65876703,Workshop And Premises,Marrtree Investments Ltd,15750,11/22/17,EX
65876706,Public House and Premises,,9750,04/01/11,SBR
65876707,Workshop And Premises,Sabel Cosmetics Ltd,56000,04/01/05,
65880701,School and Premises,Beech Hill School,101000,09/01/11,MCR
65880702,Childrens Centre And Premises,Halifax Opportunities Trust,3800,07/01/14,DCR MCR
65888701,Waste Transfer Station And Premises,K Skips Ltd,3850,01/01/09,SBR
65900701,Offices and Premises,Calderdale Mbc Parking Services,25750,03/17/06,SBR
65900702,Car Park,Hutchinson Construction [Northern] Ltd,21500,02/01/10,DUR SBR
65900703,Hotel And Premises,Imperial Hospitality Ltd,43000,05/04/12,DUR SBR
65900704,Warehouse And Premises,Hutchinson Construction [Northern] Ltd,4000,02/01/10,ER
65900705,Offices and Premises,,3850,04/08/16,SBR
65900706,Offices and Premises,Baby Ballet Franchising Ltd,6800,06/01/13,SBR
65900707,Offices and Premises,F F G International (Manchester) Ltd,10250,01/01/18,SBR
65900708,Offices and Premises,,66000,04/01/90,
65900709,Offices And Premises,Locala Community Partnerships Cic,17500,07/03/17,SBR
65900711,Warehouse And Premises,,4250,10/01/12,SBR
65900712,Store And Premises,Calderdale Mbc,2425,10/05/92,SBR
65900714,Car Park and Premises,Calderdale Mbc Parking Services,51000,01/16/06,
65900715,Car Park and Premises,Calderdale Mbc Parking Services,10750,04/01/14,SBR
65900716,Car Park and Premises,Imperial Hospitality Ltd,9600,04/01/14,DUR SBR
65900717,Offices and Premises,Wren Sterling Financial Planning Ltd,10250,09/23/15,SBR
65900718,Offices and Premises,G.H.P Ltd,1925,09/23/15,SBR
65900719,Offices and Premises,Pjp Development Services (Halifax) Ltd,2175,09/23/15,SBR
65900720,Offices and Premises,G.H.P Ltd,2550,09/23/15,SBR
65900721,Offices and Premises,Wren Sterling Financial Planning Ltd,4100,09/23/15,SBR
65904700,Public House and Premises,,11000,07/05/96,SBR
65906701,Communication Station and Premises,Airwave Solutions Ltd,6700,04/01/03,SBR
65909023,Salon,,1300,11/28/03,SBR
65915005,Cattery And Premises,,1425,04/01/04,DUR SBR
65921702,Kennels And Premises,,5100,11/15/04,SBR
65932701,Communication Station and Premises,Tefonica O2 (Uk) Ltd,5800,04/01/05,SBR
65933701,Car Park,Calderdale Mbc,5000,04/01/10,SBR
65934701,Land Used For Storage and Premises,,3400,04/01/06,SBR
65935701,Land Used For Storage and Premises,Adept Demolition Ltd,7400,04/01/16,SBR
65936703,Land Used For Storage,Decopak Ltd,22000,04/01/16,DUR SBR
65936707,Workshop And Premises,Decopak Ltd,36750,06/01/10,SBR
65936708,Land Used For Storage and Premises,Decopak Ltd,22500,09/01/11,DUR SBR
