Organisation Name (A),Department (B),Service Cat Label ©,Purpose of Spend (D),Expenditure CIPFA Sub Group €,Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,99.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,107.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,124.47,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,129.09,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,132.31,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,144.98,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,160.11,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,60.56,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,37.29,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,39.09,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,61.66,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,51.37,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,46.55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,51.60,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,52.25,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,81.22,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,60.90,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,67.95,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,68.55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,29.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,40.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,68.62,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,42.65,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,37.06,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,47.30,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,64.10,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,79.18,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,79.90,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,103.21,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,67.39,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,69.71,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,80.18,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,82.53,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,34.32,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,38.07,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,38.55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,85.71,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,45.07,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,45.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,50.53,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,53.30,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,44.86,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,35.11,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,47.17,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,36.84,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,42.37,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,46.02,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,48.10,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,44.13,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,34.07,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,93.27,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,70.75,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,75.36,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,47.69,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,55.45,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,50.20,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,52.12,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,52.74,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,49.44,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,49.95,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,50.59,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,50.86,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,54.86,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,57.93,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,55.66,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,58.69,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,64.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,42.08,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,42.90,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/10/2016,AAS0275112,41.37,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,38.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,44.12,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,46.14,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,62.73,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/10/2016,AAS0275111,58.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 25/10/2016,AAS0275329,59.94,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/10/2016,AAS0275127,42.66,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,BARNOLDSWICK TOWN COUNCIL,A0090352, 27/10/2016,REG0275173,40.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,GREEN CLEAN RESTORATION,A0090368, 13/10/2016,PCO0274822,400.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,GREEN CLEAN RESTORATION,A0090368, 06/10/2016,HED0274589,1122.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,GREEN CLEAN RESTORATION,A0090368, 13/10/2016,HED0274863,1187.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,ENTERPRISE LANCASHIRE LIMITED,A0090413, 13/10/2016,REG0274848,960.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,ENTERPRISE LANCASHIRE LIMITED,A0090413, 27/10/2016,REG0275175,1380.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,M J SUPPLIES,A0090466, 27/10/2016,PCO0275252,24.50,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,LOVE LOCAL TRAINING,A0090486, 20/10/2016,REG0275045,350.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,HAVEN POWER LIMITED,A0090490, 20/10/2016,AAS0275072,16.11,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,HIGHAM WITH WEST CLOSE BOOTH PC,A0090493, 20/10/2016,HED0274913,2359.99,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,THOMASON PARTNERSHIP LIMITED,A0090508, 20/10/2016,AAS0275078,34429.02,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Protective Clothing,4201,REDACTED - PERSONAL DATA,A0090520, 20/10/2016,HMR0275013,65.83,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,R S ASBESTOS LIMITED,A0090548, 20/10/2016,OPS0274924,200.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,R S ASBESTOS LIMITED,A0090548, 20/10/2016,OPS0274924,1516.00,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Capital Costs,Capital : Payments,cd14,IDOX SOFTWARE LIMITED,A0090564, 06/10/2016,PBC0274744,2500.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,GRASSROOTS WHOLESALE FOODS LTD,A0090650, 20/10/2016,REG0275047,650.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,DAVID A YOUNG T/A AVALANCHE,A0090718, 27/10/2016,HMR0275126,7244.00,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,PS&P LTD,A0090720, 13/10/2016,TRE0274824,29.84,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,PS&P LTD,A0090720, 13/10/2016,TRE0274823,42.41,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,"Monitoring, Console etc",4510,TOGETHER HOUSING ASSOCIATION,A0090740, 20/10/2016,HMR0274914,24.37,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 20/10/2016,OPS0274881,214.43,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 13/10/2016,PCO0274758,363.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,B & E BOYS LIMITED,A0090790, 27/10/2016,AAS0275208,41351.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,cd14,B & E BOYS LIMITED,A0090790, 21/10/2016,AAS0275141,181898.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,V4 SERVICES LIMITED,A0090802, 06/10/2016,AAS0274738,4259.85,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : VATable,9202,ROOF SPACE CONVERSIONS,A0090820, 27/10/2016,PBC0275171,312.50,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,GAZPROM ENERGY,A0090838, 13/10/2016,AAS0274835,10.84,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,REDACTED - PERSONAL DATA,A0090866, 06/10/2016,HED0274562,1000.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,REDACTED - PERSONAL DATA,A0090866, 06/10/2016,HED0274563,1500.00,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090903, 20/10/2016,TRE0275089,84.00,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090903, 20/10/2016,TRE0275089,1866.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,KOLEK CONSULTING LIMITED,A0090905, 27/10/2016,REG0275198,2240.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,FGH SECURITY LIMITED,A0090935, 06/10/2016,HED0274423,930.75,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM : Other Equipment,4003,CIRRUS RESEARCH PLC,A0090942, 27/10/2016,PCO0275143,100.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,EFM : Other Equipment,4003,CIRRUS RESEARCH PLC,A0090942, 27/10/2016,PCO0275143,149.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,NELSON WHEELERS CYCLING CLUB,A0090949, 06/10/2016,HED0274580,40.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,FRIENDS OF NELSON & BRIERFIELD STATION,A0090950, 06/10/2016,HED0274584,100.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DARREN SMITH BRICKLAYER,A0090953, 06/10/2016,PCO0274622,415.00,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : Non-VATable,9302,REDACTED - PERSONAL DATA,A0090954, 06/10/2016,PBC0274742,137.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0090955, 06/10/2016,HED0274684,55.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Agency Staff,Emp : Salaries & Wages,1020,PR CHAUFFEURING SERVICES LIMITED,A0090956, 06/10/2016,DAL0274674,144.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,4614,PENDLE YOUTH & CHILDRENS CHOIR,A0090957, 06/10/2016,DAL0274691,250.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Paid in the Year,PD03,WAYNE FENTON GROUNDWORKS & CONSTRUCTION,A0090958, 06/10/2016,HED0274704,5000.00,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : Non-VATable,9302,REDACTED - PERSONAL DATA,A0090959, 06/10/2016,PBC0274743,172.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD03,CROCODILE FLOOD SOLUTIONS LIMITED,A0090962, 13/10/2016,HMR0274793,2064.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD03,CROCODILE FLOOD SOLUTIONS LIMITED,A0090962, 13/10/2016,HMR0274794,2395.20,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,COMMERCIAL PROPERTY MONTHLY,A0090963, 13/10/2016,REG0274847,188.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,RAPTOR TITANIUM LIMITED,A0090965, 13/10/2016,REG0274851,4250.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,4614,HELEN GREEN,A0090968, 20/10/2016,DAL0275004,60.00,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,EFM : Other Equipment,4003,REDACTED - PERSONAL DATA,A0090969, 20/10/2016,PBC0275007,190.00,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,EFM : Other Equipment,4003,REDACTED - PERSONAL DATA,A0090970, 20/10/2016,PBC0275006,23.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,REDACTED - PERSONAL DATA,A0090971, 20/10/2016,PER0275086,162.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Fees Income : Non-VATable,9302,REDACTED - PERSONAL DATA,A0090972, 27/10/2016,OPS0275158,30.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,REDACTED - PERSONAL DATA,A0090974, 27/10/2016,REG0275192,533.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,CHANGING ROLES LIMITED,A0090975, 27/10/2016,REG0275195,500.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,4401,ELLY LANGLOIS,A0090976, 27/10/2016,DAL0275223,75.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,BOLTON BY BOWLAND VILLAGE HALL,A0090978, 27/10/2016,HED0275231,60.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,THE BEAUTY GALLERY,A0090979, 27/10/2016,REG0275227,671.00,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,,Housing Advances,B356,REDACTED - PERSONAL DATA,A0090980, 27/10/2016,TRE0275228,58.46,N,N/A,N,N/A
