Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
October,Economy,UK,UK,161.53,EASYJET,IPS
October,Economy,UK,UK,236.63,FLYBE BRITISH EUROPEAN,IPS
September,Business Class,UK,UK,278.83,BRITISH AIRWAYS,IPS
October,Economy,UK,UK,112.77,FLYBE BRITISH EUROPEAN,IPS
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,396.83,BRITISH AIRWAYS,IPS
September,Economy,UK,UK,171.91,FLYBE BRITISH EUROPEAN,IPS
October,Economy,UK,UK,243.7,EASTERN AIRWAYS,IPS
September,Economy,UK,UK,122.53,EASYJET,IPS
October,Economy,UK,UK,245.98,EASYJET,IPS
December,Economy,UK,UK,61.94,BMI BABY,IPS
October,Economy,UK,UK,153.05,FLYBE BRITISH EUROPEAN,IPS
October,Economy,UK,UK,225.26,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,371.18,BMI,IPS
September,Economy,UK,UK,129.53,EASYJET,IPS
October,Economy,UK,UK,94.05,FLYBE BRITISH EUROPEAN,IPS
October,Economy,UK,UK,234.91,FLYBE BRITISH EUROPEAN,IPS
September,Economy,UK,UK,433.28,BRITISH AIRWAYS,IPS
October,Economy,UK,UK,395.18,BMI,IPS
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
September,Business Class,UK,UK,437.28,BRITISH AIRWAYS,IPS
October,Economy,UK,UK,218.5,BMI,IPS
September,Economy,UK,UK,52.24,EASYJET,ISA
September,Economy,UK,UK,43.24,EASYJET,ISA
September,Economy,UK,UK,173.99,FLYBE BRITISH EUROPEAN,ISA
September,Economy,UK,UK,131.8,EASTERN AIRWAYS,ISA
September,Economy,UK,UK,173.99,FLYBE BRITISH EUROPEAN,ISA
September,Economy,UK,UK,40.71,FLYBE BRITISH EUROPEAN,ISA
September,Economy,UK,UK,72.53,EASYJET,ISA
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,ISA
October,Economy,UK,UK,162.05,FLYBE BRITISH EUROPEAN,ISA
September,Economy,UK,UK,44.24,EASYJET,ISA
September,Economy,UK,UK,254.69,BMI,Science & Research Group
October,Business Class,UK,UK,265.29,BRITISH AIRWAYS,Strategy & International Group
September,Economy,UK,UK,127.83,BRITISH AIRWAYS,HROD
September,Economy,UK,UK,114.77,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,145,BMI,Strategy & International Group
November,Economy,UK,UK,58,BMI,Strategy & International Group
September,Economy,UK,UK,92.5,FLYBE BRITISH EUROPEAN,Group HR
September,Economy,UK,UK,190.63,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,32,FLYBE BRITISH EUROPEAN,Resource Management Group
September,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Resource Management Group
September,Business Class,UK,UK,212.84,BRITISH AIRWAYS,Criminal & Detention Group
September,Economy,UK,UK,112.83,BRITISH AIRWAYS,Policy & Strategy
September,Economy,UK,UK,253.18,BMI,Legal Advisors Branch
October,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
October,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
September,Economy,UK,UK,60,BRITISH AIRWAYS,HROD
September,Business Class,UK,UK,294.83,BRITISH AIRWAYS,Policy & Strategy
September,Economy,UK,UK,99.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Business Class,UK,UK,265.29,BRITISH AIRWAYS,Strategy & International Group
September,Economy,UK,UK,190.29,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,199.22,BRITISH AIRWAYS,Science & Research Group
September,Economy,UK,UK,199.22,BRITISH AIRWAYS,Science & Research Group
September,Economy,UK,UK,66.99,BRITISH AIRWAYS,HROD
September,Economy,UK,UK,235.29,BRITISH AIRWAYS,HROD
September,Business Class,UK,UK,335.29,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,75.24,EASYJET,Strategic Director Border
September,Economy,UK,UK,135.98,FLYBE BRITISH EUROPEAN,Private Office
October,Economy,UK,UK,153.77,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
September,Economy,UK,UK,184.83,BRITISH AIRWAYS,Immigration Group
October,Economy,UK,UK,127.5,BMI,Strategic Director Border
October,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & International Group
September,Economy,UK,UK,199.83,AER LINGUS,Policy & Strategy
September,Economy,UK,UK,200.29,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,230.29,BRITISH AIRWAYS,HROD
September,Economy,UK,UK,132.77,BRITISH AIRWAYS,Criminal & Detention Group
September,Economy,UK,UK,418.28,BRITISH AIRWAYS,Private Office
October,Economy,UK,UK,150.29,BRITISH AIRWAYS,Strategy & International Group
September,Business Class,UK,UK,265.29,BRITISH AIRWAYS,Strategy & International Group
September,Business Class,UK,UK,294.83,BRITISH AIRWAYS,Strategy & International Group
September,Economy,UK,UK,201.17,BRITISH AIRWAYS,Crime & Policing Group
September,Economy,UK,UK,153.2,FLYBE BRITISH EUROPEAN,Private Office
September,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Private Office
September,Economy,UK,UK,120.92,BRITISH AIRWAYS,International Group
September,Economy,UK,UK,69.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,120,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,84.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,147.77,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,189.23,BRITISH AIRWAYS,Science & Research Group
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,275.29,BRITISH AIRWAYS,HROD
September,Economy,UK,UK,156.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
October,Economy,UK,UK,91.55,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,91.55,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,69.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,479.28,BRITISH AIRWAYS,OSCT
September,Economy,UK,UK,496.3,LUFTHANSA GERMAN AIRLINES,OSCT
September,Business Class,UK,UK,107.99,BRITISH AIRWAYS,Immigration Group
September,Economy,UK,UK,469.04,FLYBE BRITISH EUROPEAN,OSCT
September,Economy,UK,UK,136.63,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
September,Economy,UK,UK,75.24,EASYJET,Strategic Director Border
September,Economy,UK,UK,313.83,BRITISH AIRWAYS,Private Office
September,Economy,UK,UK,97.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,116.99,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,104.63,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,219,EASTERN AIRWAYS,Immigration Group
September,Economy,UK,UK,171.84,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,311.5,BMI,Strategy & International Group
September,Economy,UK,UK,190.91,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,175.04,FLYBE BRITISH EUROPEAN,Resource Management Group
September,Economy,UK,UK,165.04,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,160.9,EASTERN AIRWAYS,Strategic Director Border
September,Economy,UK,UK,117.63,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,439.23,BRITISH AIRWAYS,Immigration Group
September,Economy,UK,UK,63,FLYBE BRITISH EUROPEAN,Private Office
September,Economy,UK,UK,196.91,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,199.4,BMI,Resource Management Group
September,Economy,UK,UK,118.7,FLYBE BRITISH EUROPEAN,Crime & Policing Group
October,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
October,Economy,UK,UK,70.3,BRITISH AIRWAYS,OSCT
October,Economy,UK,UK,179.23,BRITISH AIRWAYS,Immigration Group
October,Economy,UK,UK,98.06,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,95.77,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,62.5,FLYBE BRITISH EUROPEAN,Resource Management Group
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Business Class,UK,UK,265.29,BRITISH AIRWAYS,Strategy & International Group
September,Economy,UK,UK,110.53,EASYJET,Science & Research Group
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,199.4,BMI,Resource Management Group
September,Economy,UK,UK,256.83,BRITISH AIRWAYS,Strategy & International Group
October,Economy,UK,UK,199.4,BMI,Resource Management Group
September,Economy,UK,UK,282.83,BRITISH AIRWAYS,Strategy & International Group
September,Economy,UK,UK,260.29,BRITISH AIRWAYS,HROD
September,Economy,UK,UK,250.91,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,95.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,83.84,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,223.92,FLYBE BRITISH EUROPEAN,OSCT
October,Economy,UK,UK,56.92,BRITISH AIRWAYS,Strategy & International Group
September,Economy,UK,UK,221.84,BRITISH AIRWAYS,Immigration Group
October,Economy,UK,UK,171.99,FLYBE BRITISH EUROPEAN,Immigration Group
October,Business Class,UK,UK,255.29,BRITISH AIRWAYS,HROD
October,Economy,UK,UK,199.4,BMI,Resource Management Group
September,Economy,UK,UK,264.56,BMI,Strategic Director Border
September,Economy,UK,UK,269.18,BMI,Crime & Policing Group
September,Economy,UK,UK,147.77,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,298.28,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,231.84,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,220.04,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Business Class,UK,UK,359.28,BRITISH AIRWAYS,Strategic Director Border
October,Economy,UK,UK,163.99,FLYBE BRITISH EUROPEAN,Immigration Group
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Immigration Group
October,Business Class,UK,UK,275.29,BRITISH AIRWAYS,Strategic Director Border
September,Business Class,UK,UK,280.29,BRITISH AIRWAYS,Criminal & Detention Group
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,135,EASTERN AIRWAYS,Policy & Strategy
September,Economy,UK,UK,75,BMI,Strategy & International Group
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Crime & Policing Group
September,Economy,UK,UK,155.29,BRITISH AIRWAYS,Resource Management Group
October,Economy,UK,UK,35.85,BRITISH AIRWAYS,Crime & Policing Group
December,Economy,UK,UK,100.23,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,218.9,FLYBE BRITISH EUROPEAN,Crime & Policing Group
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & International Group
September,Economy,UK,UK,418.28,BRITISH AIRWAYS,Private Office
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,312.5,BMI,Strategy & International Group
November,Economy,UK,UK,131.8,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,89.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,85.24,EASYJET,Private Office
September,Business Class,UK,UK,335.29,BRITISH AIRWAYS,HROD
September,Economy,UK,UK,89.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,75.29,EASYJET,Crime & Policing Group
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,49.5,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
October,Business Class,UK,UK,175.83,BRITISH AIRWAYS,HROD
September,Business Class,UK,UK,310.29,BRITISH AIRWAYS,Immigration Group
October,Economy,UK,UK,95.77,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,95.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,174.81,AER LINGUS,Strategic Director Border
October,Economy,UK,UK,129.84,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,26,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,127.55,FLYBE BRITISH EUROPEAN,Strategic Director Border
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Crime & Policing Group
September,Economy,UK,UK,134.84,BRITISH AIRWAYS,Immigration Group
October,Economy,UK,UK,166.54,FLYBE BRITISH EUROPEAN,SIG
October,Economy,UK,UK,128.77,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,133.81,FLYBE BRITISH EUROPEAN,Immigration Group
October,Economy,UK,UK,104.63,FLYBE BRITISH EUROPEAN,Immigration Group
September,Business Class,UK,UK,112.99,BRITISH AIRWAYS,HROD
October,Economy,UK,UK,136.63,FLYBE BRITISH EUROPEAN,Immigration Group
October,Economy,UK,UK,35.85,BRITISH AIRWAYS,Resource Management Group
September,Economy,UK,UK,153.29,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,137.53,EASYJET,Strategic Director Border
September,Economy,UK,UK,205.26,FLYBE BRITISH EUROPEAN,Crime & Policing Group
October,Economy,UK,UK,171.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
November,Economy,UK,UK,121.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
September,Economy,UK,UK,187.92,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,160.69,FLYBE BRITISH EUROPEAN,Resource Management Group
October,Economy,UK,UK,237.26,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,118.7,FLYBE BRITISH EUROPEAN,Policy & Strategy
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,160.69,FLYBE BRITISH EUROPEAN,Resource Management Group
October,Economy,UK,UK,91.55,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,190.63,FLYBE BRITISH EUROPEAN,Immigration Group
October,Economy,UK,UK,95.77,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,84.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,223,EASTERN AIRWAYS,Immigration Group
October,Economy,UK,UK,300.69,BMI,Crime & Policing Group
September,Business Class,UK,UK,401.28,BRITISH AIRWAYS,Strategic Director Border
September,Business Class,UK,UK,371.28,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,206.54,FLYBE BRITISH EUROPEAN,Policy & Strategy
October,Economy,UK,UK,181.99,FLYBE BRITISH EUROPEAN,Immigration Group
October,Economy,UK,UK,178.28,BRITISH AIRWAYS,Strategic Director Border
October,Economy,UK,UK,141.5,BMI,Strategy & International Group
September,Economy,UK,UK,146.63,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,264.23,BRITISH AIRWAYS,Strategic Director Border
October,Economy,UK,UK,118.68,BMI,Strategic Director Border
September,Economy,UK,UK,139.85,BRITISH AIRWAYS,Policy & Strategy
September,Economy,UK,UK,120.7,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
September,Economy,UK,UK,97.25,BRITISH AIRWAYS,SIG
September,Economy,UK,UK,235.05,AIR FRANCE,OSCT
September,Economy,UK,UK,97.06,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,88.6,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,180.04,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & International Group
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
October,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,OSCT
October,Economy,UK,UK,105.3,BRITISH AIRWAYS,OSCT
September,Economy,UK,UK,140,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group
September,Business Class,UK,UK,107.92,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,114.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,110.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,70.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Crime & Policing Group
September,Economy,UK,UK,86,BRITISH AIRWAYS,Criminal & Detention Group
September,Economy,UK,UK,185.29,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
September,Economy,UK,UK,101.2,FLYBE BRITISH EUROPEAN,Crime & Policing Group
September,Economy,UK,UK,211.91,FLYBE BRITISH EUROPEAN,OSCT
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,121.17,BRITISH AIRWAYS,Crime & Policing Group
September,Economy,UK,UK,303.23,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,106.53,EASYJET,Strategic Director Border
September,Economy,UK,UK,119,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
October,Business Class,UK,UK,282.28,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,223.92,FLYBE BRITISH EUROPEAN,OSCT
September,Economy,UK,UK,184.06,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
September,Economy,UK,UK,161.9,FLYBE BRITISH EUROPEAN,Crime & Policing Group
October,Economy,UK,UK,35.85,BRITISH AIRWAYS,Immigration Group
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Business Class,UK,UK,176.84,BRITISH AIRWAYS,HROD
September,Economy,UK,UK,69.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,515.28,BRITISH AIRWAYS,Resource Management Group
September,Economy,UK,UK,175.04,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,162.22,BRITISH AIRWAYS,Strategic Director Border
September,Economy,UK,UK,84.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,10,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,156.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
September,Economy,UK,UK,241.84,BRITISH AIRWAYS,Immigration Group
October,Economy,UK,UK,117.63,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,130.84,BRITISH AIRWAYS,Criminal & Detention Group
September,Economy,UK,UK,60,BRITISH AIRWAYS,International Group
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
December,Economy,UK,UK,124.89,BRITISH AIRWAYS,Crime & Policing Group
September,Economy,UK,UK,117.77,BRITISH AIRWAYS,Crime & Policing Group
October,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
September,Economy,UK,UK,85.5,FLYBE BRITISH EUROPEAN,Immigration Group
September,Economy,UK,UK,51.27,FLYBE BRITISH EUROPEAN,Immigration Group
October,Economy,UK,UK,97.06,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,211.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,65.92,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
September,Economy,UK,UK,241.84,BRITISH AIRWAYS,Immigration Group
September,Economy,UK,UK,105.92,BRITISH AIRWAYS,Strategic Director Border
October,Economy,UK,UK,65.92,FLYBE BRITISH EUROPEAN,Strategic Director Border
October,Economy,UK,UK,98.53,EASYJET,Science & Research Group
November,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border
October,Economy,UK,UK,95.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,161.83,AER LINGUS,Strategic Director Border
October,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
November,Economy,UK,UK,185.28,BRITISH AIRWAYS,International Group
December,Economy,UK,UK,124.89,BRITISH AIRWAYS,Crime & Policing Group
October,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
September,Economy,UK,UK,93.85,BRITISH AIRWAYS,Resource Management Group
