Property Reference,Account Holder 1,Account Holder 2,Liability Start Date,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Post Code,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4, Charged Amount ,Rateable Value,Property Description,Charity Relief,Discretionary,Rural Relief,Discretionary ,Mandatory,Small Business Rate Relief,Exemption,Empty Relief
31527962659602,PAUL HARTMANN LTD               ,                                ,01.04.2005               ,UNIT P2 PARKLANDS               ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TT,UNIT P2 PARKLANDS                  ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD LANCASHIRE              ,                                ," �238,560.00 ",480000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527965500547,HEREF HEYWOOD PARK PROPERTY UNIT,TRUST                           ,10.01.2014               ,UNIT P1/5 PARKLANDS             ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TA,C/O CBRE                           ,PACIFIC HOUSE                      ,70 WELLINGTON STREET            ,GLASGOW                         ," �10,716.82 ",24750,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527967204132,UK ASSISTANCE ACCIDENT REPAIR   ,CENTRES LTD                     ,01.04.2005               ,UNIT P5 PARKLANDS               ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TT,C/O CUSHMAN & WAKEFIELD            ,NATIONAL RATING TEAM               ,"VITTORIA HOUSE, VITTORIA WALK   ",CHELTENHAM                      ," �47,215.00 ",95000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527986880246,ARGOS DISTRIBUTORS LTD FAO JULIE,ROSS                            ,01.04.2005               ,UNIT P4                         ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TT,ARGOS LTD                          ,NMP TEAM                           ,PO BOX 954                      ,MILTON KEYNES                   ," �1,088,430.00 ",2190000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527991140086,EDDIE STOBART LTD               ,                                ,09.12.2007               ,UNIT M2 MULBERRY                ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCS                           ,                                ,OL10 2TR,KINGSTOWN INDUSTRIAL ESTATE        ,BRUNTHILL ROAD                     ,CARLISLE                        ,                                ," �231,105.00 ",465000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527991395823,HEREF HEYWOOD PARK PROPERTY UNIT,TRUST                           ,22.06.2012               ,UNIT P1 (BAYS 1 & 2)            ,                                ,PARKLANDS HEYWOOD DISTRIBUTION PARK,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TA,C/O CBRE                           ,PACIFIC HOUSE                      ,70 WELLINGTON STREET            ,GLASGOW                         ," �27,583.50 ",55500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527991443693,HEREF HEYWOOD PARK PROPERTY     ,TRUST                           ,03.12.2013               ,UNIT P3/A PARKLANDS             ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TT,C/O CBRE                           ,PACIFIC HOUSE                      ,70 WELLINGTON STREET            ,GLASGOW                         ," �4,444.41 ",17000,SHOP AND PREMISES                                           ,      ,0,      ,0,0,      ,      ,Y     
31527991733965,NOTEMACHINE UK LTD              ,                                ,01.07.2016               ,UNIT B4 / BAY 8 BROADLANDS      ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCS                           ,                                ,OL10 2TS,                                   ,                                   ,                                ,                                ," �13,990.89 ",37500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527992586877,ALDI STORES LIMITED             ,                                ,19.02.2015               ,UNIT B2 BROADLANDS              ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCASHIRE                      ,                                ,OL10 2TS,ALDI REGIONAL DISTRIBUTION CENTRE  ,BRIDGEWATER AVENUE                 ,BOLTON                          ,                                ," �74,550.00 ",150000,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527992833287,KRISPY KREME UK LTD             ,                                ,22.12.2010               ,UNIT B12H BROADLANDS            ,                                ,HEYWOOD DISTRIBUTION PARK          ,PILSWORTH ROAD                     ,HEYWOOD                         ,                                ,OL10 2TS,UNIT 4                             ,ALBANY PARK FRIMLEY ROAD           ,CAMBERLEY                       ,                                ," �15,655.50 ",31500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
31527993004701,SURELOCK MCGILL LTD             ,                                ,31.08.2012               ,UNIT B12A BROADLANDS            ,                                ,HEYWOOD DISTRIBUTION PARK          ,HEYWOOD                            ,LANCS                           ,                                ,OL10 2TS,                                   ,                                   ,                                ,                                ," �5,566.00 ",11500,WAREHOUSE AND PREMISES                                      ,      ,0,      ,0,0,      ,      ,      
