Organisation,Invoice ID,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced (£)
Rochdale,V000848479,10/11/2014,DISCLOSURE & BARRING SERVICE,Public Bodies,ECONOMY AND ENVIRONMENT,REG LIC  GENERAL,2138
Rochdale,V000849057,20/11/2014,PINNACLE RESPONSE LTD,Clothing,ECONOMY AND ENVIRONMENT,REG LIC  GENERAL,547.5
Rochdale,V000854084,26/11/2014,RICOH UK LTD,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,REGISTRATIONS GENERAL,523.67
Rochdale,V000852532,20/11/2014,THE BOND BOARD LIMITED,Housing Management,ECONOMY AND ENVIRONMENT,RENT GUARANTEE SCHEME,17500
Rochdale,V000849278,14/11/2014,KASHMIR YOUTH PROJECT,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,RETROFIT,9881.72
Rochdale,V000852535,20/11/2014,KASHMIR YOUTH PROJECT,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,RETROFIT,2653
Rochdale,V000854695,27/11/2014,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,RETROFIT,34448
Rochdale,V000848780,11/11/2014,NAB CONTRACTORS LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,ROCH CEMETERY ENTRANCE GATES 379,20844.23
Rochdale,V000850328,18/11/2014,MATTHEW MOSS HIGH SCHOOL,Facilities & Management Services,PUBLIC HEALTH,ROCHDALE ASIAN HEALTHY FAMILIES,500
Rochdale,V000849804,17/11/2014,POSITIVE STEPS,Financial Services,EARLY HELP AND SCHOOLS,ROCHDALE CONNEXTIONS PARTNERSHIP,50500
Rochdale,V000849814,17/11/2014,JONES LANG LASALLE,Facilities & Management Services,ECONOMY AND ENVIRONMENT,ROCHDALE MARKET,20185
Rochdale,V000849815,17/11/2014,JONES LANG LASALLE,Facilities & Management Services,ECONOMY AND ENVIRONMENT,ROCHDALE MARKET,25231
Rochdale,V000852537,20/11/2014,MC & MA STEWART (HAULAGE) LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,ROCHDALE S106 CAPITAL PROJECTS,539.03
Rochdale,V000852551,20/11/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,881.14
Rochdale,V000852867,21/11/2014,LOCKHART CATERING EQUIPMENT,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,527.42
Rochdale,V000852402,19/11/2014,RALPH LIVESEY,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,514.93
Rochdale,V000847771,06/11/2014,JUST POETS,Arts & Leisure Services,CUSTOMERS & CORPORATE SERVICES,ROCHDALE TOWNSHIP PROJECTS FUND,2000
Rochdale,V000847758,06/11/2014,GREATER MANCHESTER FIRE AND RESCUE SERVICE,Public Bodies,ECONOMY AND ENVIRONMENT,ROGUE LANDLORDS,1200
Rochdale,V000847405,04/11/2014,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,Financial Services,ECONOMY AND ENVIRONMENT,ROGUE LANDLORDS,9464.81
Rochdale,V000848816,11/11/2014,HEPWORTH ACOUSTICS LTD,Consultancy,ECONOMY AND ENVIRONMENT,ROOLEY MOOR WIND FARM,3200
Rochdale,V000847819,06/11/2014,JEREMY BENN ASSOCIATES LTD,Consultancy,ECONOMY AND ENVIRONMENT,ROOLEY MOOR WIND FARM,4250
Rochdale,V000847548,04/11/2014,LAND USE CONSULTANTS LTD,Consultancy,ECONOMY AND ENVIRONMENT,ROOLEY MOOR WIND FARM,6489
Rochdale,V000852154,19/11/2014,OFSTED,Financial Services,CHILDREN’S SOCIAL CARE,RUGBY ROAD,1919
Rochdale,V000847668,05/11/2014,JULIE ARCHER,Consultancy,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,643
Rochdale,V000852946,25/11/2014,RICOH UK LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,550.1
Rochdale,V000853019,25/11/2014,RICOH UK LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,626.35
Rochdale,V000854084,26/11/2014,RICOH UK LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,967.67
Rochdale,V000854327,26/11/2014,THE SANCTUARY TRUST,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,SANCTUARY TRUST,5000
Rochdale,V000854627,26/11/2014,THE SANCTUARY TRUST,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,SANCTUARY TRUST,5000
Rochdale,V000776781,21/11/2014,RICOH UK LTD,Facilities & Management Services,EARLY HELP AND SCHOOLS,SANDBROOK CHILDRENS CENTRE,1083.78
Rochdale,V000852875,21/11/2014,RICOH UK LTD,Facilities & Management Services,EARLY HELP AND SCHOOLS,SANDBROOK CHILDRENS CENTRE,829.39
Rochdale,V000848020,06/11/2014,KASHMIR YOUTH PROJECT,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SCHOOL IAG PREPARATION - Base,4000
Rochdale,V000849307,14/11/2014,BEVAN BRITTAN LLP,Legal Services,EARLY HELP AND SCHOOLS,SCHOOL TRANSFORMATION,1710
Rochdale,V000848125,07/11/2014,HARWOOD PARK PRIMARY SCHOOL,Public Bodies,EARLY HELP AND SCHOOLS,SCHOOLS ACCESS -EQUIPMENT-PRIMARY,6531.4
Rochdale,V000845845,05/11/2014,DAWSONS MUSIC LTD,Education,EARLY HELP AND SCHOOLS,SCHOOLS BUSINESS UNIT,1568
Rochdale,V000854084,26/11/2014,RICOH UK LTD,Facilities & Management Services,EARLY HELP AND SCHOOLS,SCHOOLS BUSINESS UNIT,653.8
Rochdale,V000847678,05/11/2014,SWANS TRAVEL LTD,Public Transport,EARLY HELP AND SCHOOLS,SCHOOLS BUSINESS UNIT,995
Rochdale,V000847830,06/11/2014,BEXAN LTD,Environmental Services,PROPERTY AND HIGHWAYS,SCHOOLS SLA 12/13,1121.1
Rochdale,V000847595,04/11/2014,TARGET FIRE PROTECTION LTD,Health & Safety ,PROPERTY AND HIGHWAYS,SCHOOLS SLA 12/13,887.84
Rochdale,V000849319,14/11/2014,TARGET FIRE PROTECTION LTD,Health & Safety ,PROPERTY AND HIGHWAYS,SCHOOLS SLA 12/13,9578.41
Rochdale,V000854620,26/11/2014,REDACTED - PERSONAL DATA,Public Bodies,EARLY HELP AND SCHOOLS,SEN HOME 2 SCHOOL TRANSPORT,1445
Rochdale,V000854621,26/11/2014,REDACTED - PERSONAL DATA,Public Bodies,EARLY HELP AND SCHOOLS,SEN HOME 2 SCHOOL TRANSPORT,1530
Rochdale,V000847516,04/11/2014,FIELDHOUSE PRESCHOOL,Consultancy,EARLY HELP AND SCHOOLS,SEN IMPLEMENTATION SCHEME,4440
Rochdale,V000849092,13/11/2014,PERMANENT FUTURES LTD,Human Resources,EARLY HELP AND SCHOOLS,SEN MANAGEMENT,1410
Rochdale,V000854687,26/11/2014,PERMANENT FUTURES LTD,Human Resources,EARLY HELP AND SCHOOLS,SEN MANAGEMENT,1410
Rochdale,V000854842,27/11/2014,PERMANENT FUTURES LTD,Human Resources,EARLY HELP AND SCHOOLS,SEN MANAGEMENT,1410
Rochdale,V000848795,11/11/2014,SEN VOICE LTD,Human Resources,EARLY HELP AND SCHOOLS,SEN MANAGEMENT,1600
Rochdale,V000852585,20/11/2014,BAMFORD ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,1699.28
Rochdale,V000848590,10/11/2014,CLOVERLEAF CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,969
Rochdale,V000852584,20/11/2014,HOLLINGWORTH ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,7295.9
Rochdale,V000852583,20/11/2014,ST ANNES ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,1701.88
Rochdale,V000852582,20/11/2014,WARDLE ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,7560.54
Rochdale,V000847682,05/11/2014,GARNER TOWN PLANNING,Consultancy,ECONOMY AND ENVIRONMENT,SERVICE HEAD  PLAN AND REG,4011.15
Rochdale,V000849183,13/11/2014,PREMIER CONCEPTS LTD,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,SERVICE HEAD  PLAN AND REG,1313
Rochdale,V000849777,17/11/2014,URBAN VISION PARTNERSHIP LTD,Consultancy,ECONOMY AND ENVIRONMENT,SERVICE HEAD  PLAN AND REG,7246.5
Rochdale,V000849597,14/11/2014,ARGYLE STREET MEDICAL CENTRE,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,1296.94
Rochdale,V000849595,14/11/2014,HEALEY SURGERY,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,1969.16
Rochdale,V000847765,06/11/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,106845
Rochdale,V000847872,06/11/2014,THE LESBIAN & GAY FOUNDATION,Financial Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,2040
Rochdale,V000850338,18/11/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,15000
Rochdale,V000849065,13/11/2014,VIRGIN CARE BLACKPOOL LLP,Social Community Care Supplies & Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,6783
Rochdale,V000849066,13/11/2014,VIRGIN CARE BLACKPOOL LLP,Social Community Care Supplies & Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,618.24
Rochdale,V000844726,01/11/2014,BARNARDOS,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,5832.17
Rochdale,V000844727,01/11/2014,BARNARDOS,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,2786.25
Rochdale,V000844728,01/11/2014,BARNARDOS,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,1738.67
Rochdale,V000844730,01/11/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,3508.75
Rochdale,V000844736,01/11/2014,ENLIGHTENING,Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,1604.17
Rochdale,V000844719,01/11/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,4208.75
Rochdale,V000844720,01/11/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,4313.75
Rochdale,V000844734,01/11/2014,MOSAIC COMMUNITY CARE LTD,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,4725
Rochdale,V000844716,01/11/2014,RADPAC,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,4833.42
Rochdale,V000844708,01/11/2014,SKYLIGHT CIRCUS ARTS,Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,854.17
Rochdale,V000844695,01/11/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,2458.33
Rochdale,V000848028,06/11/2014,MR D ROUND,Unclassifiable,ECONOMY AND ENVIRONMENT,SITE DEVELOPMENT FUND,1195
Rochdale,V000849058,13/11/2014,NHS GREATER MANCHESTER CSU,Healthcare,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,3806.72
Rochdale,V000850330,18/11/2014,NHS GREATER MANCHESTER CSU,Healthcare,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,3806.72
Rochdale,V000850331,18/11/2014,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,Financial Services,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,1352.7
Rochdale,V000852342,19/11/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,648
Rochdale,V000852317,19/11/2014,DAISY CHAINS PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,712.8
Rochdale,V000852331,19/11/2014,DAISY CHAINS PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,653.4
Rochdale,V000852333,19/11/2014,FIELDHOUSE PRESCHOOL,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,772.2
Rochdale,V000852338,19/11/2014,HOLLINS NURSERY CIC,Financial Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,712.8
Rochdale,V000852311,19/11/2014,REDACTED - PERSONAL DATA,Financial Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,513
Rochdale,V000852340,19/11/2014,LITTLE STEPS ROCHDALE LTD,Financial Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,930.6
Rochdale,V000852316,19/11/2014,NEWBOLD CHILDRENS CENTRE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,831.6
Rochdale,V000852325,19/11/2014,NEWBOLD CHILDRENS CENTRE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,831.6
Rochdale,V000852318,19/11/2014,ROLY POLEYS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,594
Rochdale,V000852329,19/11/2014,ROLY POLEYS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,594
Rochdale,V000852334,19/11/2014,SARAH TAYLOR,Unclassifiable,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,708.75
Rochdale,V000852330,19/11/2014,SEEROS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,534.6
Rochdale,V000852323,19/11/2014,SHUTTERS VILLAGE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,801.9
Rochdale,V000852328,19/11/2014,THE OLD LIBRARY PDN,Unclassifiable,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,712.8
Rochdale,V000852332,19/11/2014,TOTS JUNCTION,Financial Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,693
Rochdale,V000852678,20/11/2014,FRS ROOFING SERVICES LIMITED,Unclassifiable,EARLY HELP AND SCHOOLS,SPOTLAND ROOF REPLACEMENT,31032.83
Rochdale,V000846494,06/11/2014,BRAKE BROS FOOD SERVICE LTD,Catering,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,578.98
Rochdale,V000854960,28/11/2014,BRITISH GAS BUSINESS (GAS),Utilities,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,875.01
Rochdale,V000853002,21/11/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,773.98
Rochdale,V000854959,28/11/2014,UNITED UTILITIES WATER LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,744.92
Rochdale,V000855109,28/11/2014,UNITED UTILITIES WATER LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,725.39
Rochdale,V000855109,28/11/2014,UNITED UTILITIES WATER LIMITED,Utilities,EARLY HELP AND SCHOOLS,SPRINGVALE,533.68
Rochdale,V000848729,11/11/2014,THE CHILDRENS SOCIETY SERVICES LTD,Financial Services,CHILDREN’S SOCIAL CARE,SPURGEONS CHILDRENS RIGHTS,24833.5
Rochdale,V000848820,11/11/2014,J GREENWOOD (BUILDERS) LIMITED,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ST ANDREW'S CE - PLACE PLANNING,1853.64
Rochdale,V000848779,11/11/2014,RECOVERY COST AUDITING GROUP,Utilities,EARLY HELP AND SCHOOLS,ST CUTHBERTS RC,4314.53
Rochdale,V000853111,24/11/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,ST EDWARDS,561.71
Rochdale,V000852419,19/11/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,ST GABRIELS ROCHDLAE,581.45
Rochdale,V000854161,25/11/2014,PROTON SOUTHERN LIMITED,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,ST JOHNS THORNHAM,2535
Rochdale,V000852560,20/11/2014,CHRISTMAS PLUS LTD,Domestic Goods,PROPERTY AND HIGHWAYS,ST LTG MISC XMAS ILLUMINA,1131
Rochdale,V000852563,20/11/2014,CHRISTMAS PLUS LTD,Domestic Goods,PROPERTY AND HIGHWAYS,ST LTG MISC XMAS ILLUMINA,954
Rochdale,V000852554,20/11/2014,LITE LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,ST LTG MISC XMAS ILLUMINA,2570
Rochdale,V000852562,20/11/2014,M P H INSPECTION SERVICES LTD,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,ST LTG MISC XMAS ILLUMINA,1450
Rochdale,V000854162,25/11/2014,ACME REFRIDGERATION,Catering,ECONOMY AND ENVIRONMENT,ST MARYS BALDERSTONE,1220
Rochdale,V000853120,24/11/2014,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,ST VINCENTS,672.12
Rochdale,V000852593,20/11/2014,DAC BEACHCROFT LLP,Legal Services,CUSTOMERS & CORPORATE SERVICES,STANDARDS,1704.9
Rochdale,V000849188,13/11/2014,STEPPING STONE PROJECT ROCHDALE LTD,Financial Services,CUSTOMERS & CORPORATE SERVICES,STEPPING STONE PROJECT,4966.24
Rochdale,V000846622,03/11/2014,COHENS CHEMIST,Healthcare,PUBLIC HEALTH,STOP SMOKING,1371.87
Rochdale,V000850310,18/11/2014,COHENS CHEMIST,Healthcare,PUBLIC HEALTH,STOP SMOKING,2032.12
Rochdale,V000850305,18/11/2014,CO-OPERATIVE PHARMACY,Healthcare,PUBLIC HEALTH,STOP SMOKING,800.43
Rochdale,V000850306,18/11/2014,CO-OPERATIVE PHARMACY,Healthcare,PUBLIC HEALTH,STOP SMOKING,836.78
Rochdale,V000848845,11/11/2014,TRINITY MIRROR PUBLISHING LTD,Education,PROPERTY AND HIGHWAYS,STREET CLOSURE ORDERS,1250.94
Rochdale,V000850238,17/11/2014,TRINITY MIRROR PUBLISHING LTD,Education,PROPERTY AND HIGHWAYS,STREET CLOSURE ORDERS,1250.94
Rochdale,V000852606,20/11/2014,NPOWER LIMITED,Utilities,PROPERTY AND HIGHWAYS,STREET LIGHTING ENERGY,126817.56
Rochdale,V000835992,27/11/2014,PROBRUSH,Building Construction Materials,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,659.9
Rochdale,V000827948,27/11/2014,PROBRUSH,Building Construction Materials,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,1287
Rochdale,V000835749,27/11/2014,PROBRUSH,Building Construction Materials,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,-2219.85
Rochdale,V000847684,05/11/2014,DEFENSIVE DRIVER TRAINING,Human Resources,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,1062.5
Rochdale,V000847685,07/11/2014,DEFENSIVE DRIVER TRAINING,Human Resources,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,975
Rochdale,V000847686,07/11/2014,DEFENSIVE DRIVER TRAINING,Human Resources,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,913.75
Rochdale,V000855011,28/11/2014,DEFENSIVE DRIVER TRAINING,Human Resources,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,1045
Rochdale,V000852519,20/11/2014,DOBSON UK LTD,Horticultural,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,25465.9
Rochdale,V000852441,19/11/2014,MC & MA STEWART (HAULAGE) LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,838.8
Rochdale,V000854722,27/11/2014,NILFISK OUTDOOR PRODUCTS,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,558
Rochdale,V000835997,27/11/2014,PROBRUSH,Building Construction Materials,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,875.2
Rochdale,V000848891,13/11/2014,WHEELDON BROTHERS WASTE LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,1400
Rochdale,V000847811,11/11/2014,TAMESIDE METROPOLITAN BOROUGH COUNCIL,Public Bodies,CUSTOMERS & CORPORATE SERVICES,SUBSCRIPTIONS GRANTS AND DONATIONS,8550
Rochdale,V000852322,19/11/2014,SMALL WORLD NURSERIES LTD,Financial Services,EARLY HELP AND SCHOOLS,SUBSIDISED DAY CARE (SURE START),831.6
Rochdale,V000852320,19/11/2014,SPRING WILLOWS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,SUBSIDISED DAY CARE (SURE START),712.8
Rochdale,V000852324,19/11/2014,SUNFLOWER NURSERIES LIMITED,Financial Services,EARLY HELP AND SCHOOLS,SUBSIDISED DAY CARE (SURE START),809.34
Rochdale,V000852337,19/11/2014,TEDDY BEAR NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,SUBSIDISED DAY CARE (SURE START),712.8
Rochdale,V000852341,19/11/2014,TEDDY BEAR NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,SUBSIDISED DAY CARE (SURE START),712.8
Rochdale,V000854571,26/11/2014,MATTHEW MOSS HIGH SCHOOL,Financial Services,CUSTOMERS & CORPORATE SERVICES,SUBSIDISED USAGE  ROCHDALE SOUTH,1065.8
Rochdale,V000852153,19/11/2014,OFSTED,Financial Services,CHILDREN’S SOCIAL CARE,SUMMER FUN,1601
Rochdale,V000847393,04/11/2014,HOME-START ROCHDALE BOROUGH,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SUPPORT FOR FAMILIES,10000
Rochdale,V000847394,04/11/2014,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SUPPORT FOR FAMILIES,8000
Rochdale,V000847392,04/11/2014,BARNARDO SERVICES LTD,Human Resources,EARLY HELP AND SCHOOLS,SUPPORT FOR FAMILIES DSBLD CHLDN < 5,12500
Rochdale,V000850248,18/11/2014,JANIS ATKINSON,Unclassifiable,PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,600
Rochdale,V000852658,20/11/2014,REACH TRAINING UK LTD,Human Resources,PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,510
Rochdale,V000852946,25/11/2014,RICOH UK LTD,Facilities & Management Services,EARLY HELP AND SCHOOLS,SURE START SHARED COSTS,2012.69
Rochdale,V000853019,25/11/2014,RICOH UK LTD,Facilities & Management Services,EARLY HELP AND SCHOOLS,SURE START SHARED COSTS,1478.61
Rochdale,V000854084,26/11/2014,RICOH UK LTD,Facilities & Management Services,EARLY HELP AND SCHOOLS,SURE START SHARED COSTS,1692.37
Rochdale,V000847534,04/11/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TALK ENGLISH PROJECT,600
Rochdale,V000854589,26/11/2014,HILLSIDE PRINTING SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TCCP RUNNING COSTS,685
Rochdale,V000848751,11/11/2014,CAPITA BUSINESS SERVICES LIMITED,Human Resources,FINANCE SERVICES,TECHNICAL SUPPORT,11500
Rochdale,V000854492,25/11/2014,CAPITA BUSINESS SERVICES LIMITED,Human Resources,FINANCE SERVICES,TECHNICAL SUPPORT,8116
Rochdale,V000850299,18/11/2014,MAGNET SOLUTIONS LTD,Consultancy,FINANCE SERVICES,TECHNICAL SUPPORT,1400
Rochdale,V000847823,06/11/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,FINANCE SERVICES,TECHNICAL SUPPORT,780.72
Rochdale,V000852946,25/11/2014,RICOH UK LTD,Facilities & Management Services,FINANCE SERVICES,TECHNICAL SUPPORT,1088.17
Rochdale,V000853019,25/11/2014,RICOH UK LTD,Facilities & Management Services,FINANCE SERVICES,TECHNICAL SUPPORT,1353.72
Rochdale,V000854084,26/11/2014,RICOH UK LTD,Facilities & Management Services,FINANCE SERVICES,TECHNICAL SUPPORT,2410.82
Rochdale,V000848753,11/11/2014,ROSSENDALES COLLECT,Financial Services,FINANCE SERVICES,TECHNICAL SUPPORT,1484.43
Rochdale,V000847808,06/11/2014,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE SERVICES,TECHNICAL SUPPORT,1553.3
Rochdale,V000850364,18/11/2014,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE SERVICES,TECHNICAL SUPPORT,1238.17
Rochdale,V000852684,20/11/2014,ALPINE FIRE ENGINEERS,Fire & Rescue,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,850
Rochdale,V000847597,04/11/2014,GREEN ZONE SURVEYS UK LTD,Environmental Services,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,590
Rochdale,V000847595,04/11/2014,TARGET FIRE PROTECTION LTD,Health & Safety ,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,1083.18
Rochdale,V000849319,14/11/2014,TARGET FIRE PROTECTION LTD,Health & Safety ,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,6097.18
Rochdale,V000848210,10/11/2014,ARTIFAX SOFTWARE LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,2943.99
Rochdale,V000848183,07/11/2014,BLUE & RED LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,692.43
Rochdale,V000854998,28/11/2014,BLUE & RED LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,976.43
Rochdale,V000848170,07/11/2014,CAUSEWAY TECHNOLOGIES LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,921.6
Rochdale,V000852920,21/11/2014,DAISY COMMUNICATIONS LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,2021.25
Rochdale,V000852956,21/11/2014,DAISY COMMUNICATIONS LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,1292.35
Rochdale,V000852974,21/11/2014,DAISY COMMUNICATIONS LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,1194.24
Rochdale,V000848900,12/11/2014,DOTTED EYES LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,725
Rochdale,V000848209,10/11/2014,MIDLAND SOFTWARE LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,1540.78
Rochdale,V000854745,27/11/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,1309.44
