ORGANISATION NAME,EFFECTIVE DATE,SERVICE,SUPPLIER NAME,PAID DATE,NET AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/06/2016,635.30,RESIDENTIAL LONG TERM,V001016234
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-598.12,RESIDENTIAL LONG TERM,V001016235
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-598.12,RESIDENTIAL LONG TERM,V001016236
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,598.12,RESIDENTIAL LONG TERM,V001016237
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,598.12,RESIDENTIAL LONG TERM,V001016238
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,598.12,RESIDENTIAL LONG TERM,V001016239
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,10/06/2016,-598.12,RESIDENTIAL LONG TERM,V001016240
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,10/06/2016,598.12,RESIDENTIAL LONG TERM,V001016241
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,10/06/2016,598.12,RESIDENTIAL LONG TERM,V001016242
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,-500.42,RESIDENTIAL LONG TERM,V001016243
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,-500.42,RESIDENTIAL LONG TERM,V001016244
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,500.42,RESIDENTIAL LONG TERM,V001016245
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,500.42,RESIDENTIAL LONG TERM,V001016246
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,500.42,RESIDENTIAL LONG TERM,V001016247
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/06/2016,-547.56,RESIDENTIAL LONG TERM,V001016248
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/06/2016,547.56,RESIDENTIAL LONG TERM,V001016249
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/06/2016,547.56,RESIDENTIAL LONG TERM,V001016250
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/06/2016,-552.60,RESIDENTIAL LONG TERM,V001016251
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/06/2016,552.60,RESIDENTIAL LONG TERM,V001016252
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/06/2016,552.60,RESIDENTIAL LONG TERM,V001016253
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,629.28,RESIDENTIAL LONG TERM,V001016254
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-676.32,RESIDENTIAL LONG TERM,V001016255
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-676.32,RESIDENTIAL LONG TERM,V001016256
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,676.32,RESIDENTIAL LONG TERM,V001016257
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,676.32,RESIDENTIAL LONG TERM,V001016258
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,676.32,RESIDENTIAL LONG TERM,V001016259
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,10/06/2016,501.92,RESIDENTIAL LONG TERM,V001016260
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,10/06/2016,-562.96,RESIDENTIAL LONG TERM,V001016261
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,10/06/2016,-562.96,RESIDENTIAL LONG TERM,V001016262
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,10/06/2016,562.96,RESIDENTIAL LONG TERM,V001016263
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,10/06/2016,562.96,RESIDENTIAL LONG TERM,V001016264
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,10/06/2016,562.96,RESIDENTIAL LONG TERM,V001016265
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,10/06/2016,-521.88,RESIDENTIAL LONG TERM,V001016266
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,10/06/2016,-521.88,RESIDENTIAL LONG TERM,V001016267
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,10/06/2016,521.88,RESIDENTIAL LONG TERM,V001016268
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,10/06/2016,521.88,RESIDENTIAL LONG TERM,V001016269
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,10/06/2016,521.88,RESIDENTIAL LONG TERM,V001016270
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/06/2016,-614.12,RESIDENTIAL LONG TERM,V001016271
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/06/2016,614.12,RESIDENTIAL LONG TERM,V001016272
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/06/2016,614.12,RESIDENTIAL LONG TERM,V001016273
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,10/06/2016,-603.18,RESIDENTIAL LONG TERM,V001016274
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,10/06/2016,603.18,RESIDENTIAL LONG TERM,V001016275
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,10/06/2016,603.18,RESIDENTIAL LONG TERM,V001016276
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,767.54,RESIDENTIAL LONG TERM,V001016277
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/06/2016,-551.04,RESIDENTIAL LONG TERM,V001016279
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/06/2016,551.04,RESIDENTIAL LONG TERM,V001016280
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/06/2016,551.04,RESIDENTIAL LONG TERM,V001016281
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,-524.90,RESIDENTIAL LONG TERM,V001016284
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,-524.90,RESIDENTIAL LONG TERM,V001016285
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,524.90,RESIDENTIAL LONG TERM,V001016286
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,524.90,RESIDENTIAL LONG TERM,V001016287
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,524.90,RESIDENTIAL LONG TERM,V001016288
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-598.12,RESIDENTIAL LONG TERM,V001016289
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-598.12,RESIDENTIAL LONG TERM,V001016290
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,598.12,RESIDENTIAL LONG TERM,V001016291
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,598.12,RESIDENTIAL LONG TERM,V001016292
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,598.12,RESIDENTIAL LONG TERM,V001016293
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-598.12,NURSING LONG TERM,V001016294
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-598.12,NURSING LONG TERM,V001016295
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,598.12,NURSING LONG TERM,V001016296
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,598.12,NURSING LONG TERM,V001016297
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,598.12,NURSING LONG TERM,V001016298
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-591.66,RESIDENTIAL LONG TERM,V001016299
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-591.66,RESIDENTIAL LONG TERM,V001016300
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,591.66,RESIDENTIAL LONG TERM,V001016301
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,591.66,RESIDENTIAL LONG TERM,V001016302
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,591.66,RESIDENTIAL LONG TERM,V001016303
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,10/06/2016,-612.12,RESIDENTIAL LONG TERM,V001016304
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,10/06/2016,612.12,RESIDENTIAL LONG TERM,V001016305
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,10/06/2016,612.12,RESIDENTIAL LONG TERM,V001016306
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-590.12,RESIDENTIAL LONG TERM,V001016307
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-590.12,RESIDENTIAL LONG TERM,V001016308
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,590.12,RESIDENTIAL LONG TERM,V001016309
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,590.12,RESIDENTIAL LONG TERM,V001016310
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,590.12,RESIDENTIAL LONG TERM,V001016311
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/06/2016,598.12,RESIDENTIAL LONG TERM,V001016312
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-583.02,RESIDENTIAL LONG TERM,V001016313
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-583.02,RESIDENTIAL LONG TERM,V001016314
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,583.02,RESIDENTIAL LONG TERM,V001016315
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,583.02,RESIDENTIAL LONG TERM,V001016316
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,583.02,RESIDENTIAL LONG TERM,V001016317
ROCHDALE BOROUGH COUNCIL,10/06/2016,LEARNING DIS & MENTAL HEALTH,HC ONE LTD,10/06/2016,613.50,RESIDENTIAL LONG TERM,V001016318
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,597.90,RESIDENTIAL LONG TERM,V001016319
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,564.48,RESIDENTIAL LONG TERM,V001016324
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-587.42,NURSING LONG TERM,V001016326
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-587.42,NURSING LONG TERM,V001016327
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-587.42,NURSING LONG TERM,V001016328
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-801.30,NURSING LONG TERM,V001016329
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-801.30,NURSING LONG TERM,V001016330
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,801.30,NURSING LONG TERM,V001016331
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,801.30,NURSING LONG TERM,V001016332
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,801.30,NURSING LONG TERM,V001016333
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-604.12,RESIDENTIAL LONG TERM,V001016334
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-604.12,RESIDENTIAL LONG TERM,V001016335
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,604.12,RESIDENTIAL LONG TERM,V001016336
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,604.12,RESIDENTIAL LONG TERM,V001016337
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,604.12,RESIDENTIAL LONG TERM,V001016338
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-664.20,SELF - FUNDING DEFERRED PAYMENTS,V001016339
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,664.20,RESIDENTIAL LONG TERM,V001016340
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,664.20,RESIDENTIAL LONG TERM,V001016341
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,10/06/2016,-522.84,RESIDENTIAL LONG TERM,V001016342
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,10/06/2016,-522.84,RESIDENTIAL LONG TERM,V001016343
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,10/06/2016,522.84,RESIDENTIAL LONG TERM,V001016344
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,10/06/2016,522.84,RESIDENTIAL LONG TERM,V001016345
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,10/06/2016,522.84,RESIDENTIAL LONG TERM,V001016346
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,-601.88,RESIDENTIAL LONG TERM,V001016347
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,-601.88,RESIDENTIAL LONG TERM,V001016348
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,601.88,RESIDENTIAL LONG TERM,V001016349
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,601.88,RESIDENTIAL LONG TERM,V001016350
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,601.88,RESIDENTIAL LONG TERM,V001016351
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,656.32,RESIDENTIAL LONG TERM,V001016352
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,10/06/2016,598.12,RESIDENTIAL LONG TERM,V001016353
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-662.82,RESIDENTIAL LONG TERM,V001016354
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,-662.82,RESIDENTIAL LONG TERM,V001016355
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,662.82,RESIDENTIAL LONG TERM,V001016356
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,662.82,RESIDENTIAL LONG TERM,V001016357
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,10/06/2016,662.82,RESIDENTIAL LONG TERM,V001016358
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/06/2016,-565.20,RESIDENTIAL LONG TERM,V001016359
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/06/2016,565.20,RESIDENTIAL LONG TERM,V001016360
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,10/06/2016,565.20,RESIDENTIAL LONG TERM,V001016361
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,10/06/2016,533.38,RESIDENTIAL LONG TERM,V001016362
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,10/06/2016,593.62,RESIDENTIAL LONG TERM,V001016363
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,10/06/2016,-584.92,NURSING LONG TERM,V001016369
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,10/06/2016,-584.92,NURSING LONG TERM,V001016370
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,10/06/2016,584.92,NURSING LONG TERM,V001016371
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,10/06/2016,584.92,NURSING LONG TERM,V001016372
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,10/06/2016,584.92,NURSING LONG TERM,V001016373
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/06/2016,-592.12,RESIDENTIAL LONG TERM,V001016380
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/06/2016,592.12,RESIDENTIAL LONG TERM,V001016381
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/06/2016,592.12,RESIDENTIAL LONG TERM,V001016382
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,10/06/2016,582.90,RESIDENTIAL LONG TERM,V001016383
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/06/2016,-592.12,RESIDENTIAL LONG TERM,V001016384
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/06/2016,592.12,RESIDENTIAL LONG TERM,V001016385
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,10/06/2016,592.12,RESIDENTIAL LONG TERM,V001016386
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,-529.28,RESIDENTIAL LONG TERM,V001016387
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,-529.28,RESIDENTIAL LONG TERM,V001016388
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,529.28,RESIDENTIAL LONG TERM,V001016389
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,529.28,RESIDENTIAL LONG TERM,V001016390
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,10/06/2016,529.28,RESIDENTIAL LONG TERM,V001016391
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,10/06/2016,-582.50,RESIDENTIAL LONG TERM,V001016392
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,10/06/2016,-582.50,RESIDENTIAL LONG TERM,V001016393
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,10/06/2016,582.50,RESIDENTIAL LONG TERM,V001016394
ROCHDALE BOROUGH COUNCIL,10/06/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,10/06/2016,582.50,RESIDENTIAL LONG TERM,V001016395
