Ratepayer Name,Property Address,PROPREF,RV
,"Unit 34, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",68248746,7700
Halifax Air Gun Club Ltd,"Unit 15A, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",68248747,3750
,"Unit 36, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",68248748,2950
,"Ground Floor Unit 5A, Phoebe Lane Industrial Est., Halifax, HX3 9EX",68248750,850
,"4 Powell Street, Halifax, HX1 1LN",68276004,7900
,"6 Powell Street, Halifax, HX1 1LN",68276006,7800
Halifax Wine Company Ltd,"18 Prescott Street, Halifax, HX1 2LG",68280018,6600
,"32 Prescott Street, Halifax, HX1 2QW",68280032,7900
L B Freight Ltd,"36 Prescott Street, Halifax, HX1 2QW",68280036,4500
Direct Data Systems Ltd,"38 Prescott Street, Halifax, HX1 2QW",68280038,10500
D L Partnership (S L) Ltd,"Ground Floor, 46 Prescott Street, Halifax, HX1 2QW",68280046,4700
,"56 Prescott Street, Halifax, HX1 2QW",68280056,1500
,"Adj 1 Clare Street, Halifax, HX1 2LF",68280700,2850
,"3 Coleridge Street, Halifax, HX1 2JF",68280701,6800
Enbyten Ltd,"2nd Floor Prescott House, 26 Prescott Street, Halifax, HX1 2LG",68280710,4050
,"Lower Ground Floor, 26 Prescott Street, Halifax, HX1 2LG",68280719,3150
D L Partnership (Ad) Ltd,"1ST & 2ND Floor, 46 Prescott Street, Halifax, HX1 2QW",68280729,7700
,"Part Gg & Ff Prescott House, 26 Prescott Street, Halifax, HX1 2LG",68280735,6800
,"Unit 25 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296727,1025
,"Unit 22 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296729,1550
Trl Developments Ltd,"Unit 14 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296731,4850
,"Part Unit 24, Washer Lane Works, Washer Lane, Halifax              HX2 7DX",68296737,1500
,"Part Unit 24, Washer Lane Works, Washer Lane, Halifax              HX2 7DX",68296738,1500
,"Unit 16, Washer Lane Works, Washer Lane, Halifax              HX2 7DX",68296741,3350
,"Unit 2 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296742,1250
,"Unit 4 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296744,1225
,"Unit 3 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296746,1575
,"Unit 5 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296747,2000
,"Unit 6 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296748,2650
,"Unit 1 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296750,1800
,"Unit 8 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296751,1300
Fisher Marine Ltd,"19-21 Queens Road, Halifax, HX1 3NS",68308019,5900
,"27 Queens Road, Halifax, HX1 3NS",68308027,3000
,"112 Queens Road, Halifax, HX1 3XY",68308112,5300
,"114 Queens Road, Halifax, HX1 3XY",68308114,2750
,"124 Queens Road, Halifax, HX1 3XY",68308124,3600
,"138 Queens Road, Halifax, HX1 3XY",68308138,5000
,"Gable, 141 Queens Road, Halifax, HX1 3XY",68308141,275
,"142 Queens Road, Halifax, HX1 3XY",68308142,4450
Aegis Medical-Legal Services Ltd,"192 Queens Road, Halifax, HX1 4NE",68308192,4100
,"194 Queens Road, Halifax, HX1 4NE",68308194,5400
,"198 Queens Road, Halifax, HX1 4NE",68308198,3800
Mirpur Jewellers Ltd,"201 Queens Road, Halifax, HX1 4NE",68308201,2400
,"202 Queens Road, Halifax, HX1 4NE",68308202,2850
,"204 Queens Road, Halifax, HX1 4NE",68308204,2950
,"206 Queens Road, Halifax, HX1 4NE",68308206,10000
,"210 Queens Road, Halifax, HX1 4NE",68308210,3700
,"218 Queens Road, Halifax, HX1 4NE",68308218,3000
,"229 Queens Road, Halifax, HX1 4NJ",68308229,2700
,"220 Queens Road, Halifax, HX1 4NE",68308230,2450
,"232 Queens Road, Halifax, HX1 4NE",68308232,2950
,"234 Queens Road, Halifax, HX1 4NE",68308234,3800
,"237 Queens Road, Halifax, HX1 4NJ",68308237,3400
,"238 Queens Road, Halifax, HX1 4NE",68308238,10250
,"239 Queens Road, Halifax, HX1 4NJ",68308239,5800
,"246 Queens Road, Halifax, HX1 4NJ",68308246,5600
,"263 Queens Road, Halifax, HX1 4NS",68308263,5500
,"265 Queens Road, Halifax, HX1 4NS",68308265,5100
,"267 Queens Road, Halifax, HX1 4NS",68308267,5600
,"268 Queens Road, Halifax, HX1 4NJ",68308268,3650
A - Z Motor Factors Ltd,"269/271 Queens Road, Halifax, HX1 4NS",68308269,10750
,"272 Queens Road, Halifax, HX1 4NJ",68308272,5000
,"274 Queens Road, Halifax, HX1 4NJ",68308274,3800
Visage Beauty Salon Ltd,"275 Queens Road, Halifax, HX1 4NS",68308275,3300
Opticare Eyecare Specialists Ltd,"276 Queens Road, Halifax, HX1 4NJ",68308276,5200
,"278 Queens Road, Halifax, HX1 4NJ",68308278,7000
,"284 Queens Road, Halifax, HX1 4NJ",68308284,5000
,"286 Queens Road, Halifax, HX1 4NJ",68308286,5600
,"298 Queens Road, Halifax, HX1 4PJ",68308298,4100
Lauren James Office Interiors Ltd,"Unit 1 Copperwood Court, Queens Road, Halifax, HX1 3NS",68308701,8100
Harts Of Halifax Ltd,"Unit 2 Copperwood Court, Queens Road, Halifax, HX1 3NS",68308705,8700
,"The Wilroyd, 175 Queens Road, Halifax, HX1 4LN",68308724,2475
,"227 Queens Road, Halifax, HX1 4NJ",68308726,3900
Pennine Taxis Ltd,"296a Queens Road, Halifax, HX1 4NS",68308731,2750
,"296c Queens Road, Halifax, HX1 4NS",68308733,2750
,"294-296 Queens Road, Halifax, HX1 4NS",68308740,5500
,"279 Queens Road, Halifax, HX1 4NS",68308750,2900
,"200 Queens Road, Halifax, HX1 4NE",68308757,5400
,"1st Floor, 238 Queens Road, Halifax, HX1 4NE",68308758,5000
,"233 Queens Road, Halifax, HX1 4NJ",68308759,2550
,"212 Queens Road, Halifax, HX1 4NE",68308768,5900
,"Unit 3/4 Queens Road Works, Queens Road, Halifax, HX1 3XX",68308773,11500
,"Queens Road Works, Queens Road, Halifax, HX1 3XY",68308784,4900
,"238C Queens Road, Halifax, HX1 3NS",68308792,3450
,"270 Queens Road, Halifax, HX1 4NJ",68308807,3200
,"214 Queens Road, Halifax, HX1 4NE",68308808,4550
,"216 Queens Road, Halifax, HX1 4NE",68308809,2900
,"First Floor Offices, 43-51 Queens Road, Halifax, HX1 3NS",68308810,3100
Popkidz Hx Ltd,"First Floor Warehouse B, 43-51 Queens Road, Halifax, HX1 3NS",68308812,2025
,"First Floor Store Above, 43/45 Queens Road, Halifax, HX1 3NS",68308816,3050
,"Unit 9 Queens House, Queens Road, Halifax, HX1 3NS",68308817,4150
,"29 Queens Road, Halifax, HX1 3NS",68308819,3600
,"Unit 1A, Queens Road Works, Queens Road, Halifax              HX1 3XY",68308825,5400
,"Unit 1 Queens Road Works, Queens Road, Halifax, HX1 3XY",68308829,4250
,"Unit 1B Queens Road Works, Queens Road, Halifax, HX1 3XY",68308830,4450
,"16A Queens Road, Halifax, HX1 3NS",68308831,2475
,"16B Queens Road, Halifax, HX1 3NS",68308832,6500
,"Rear Of Unit 7/8, Queens Road Works, Queens Road, Halifax              HX1 3XY",68308833,7200
,"Unit 7/8, Queens Road Works, Queens Road, Halifax              HX1 3XY",68308834,8600
,"Raglan Street, Halifax, HX1 5QZ",68316708,6900
,"Centenary Works, Ramsden Street, Wheatley, Halifax             HX3 5JB",68324700,2700
Precise Networking Solutions Ltd,"2/4 Ramsden Street, Wheatley, Halifax, HX3 5JE",68324702,10250
,"5 Raven Street, Halifax, HX1 4NB",68340005,5300
,"3 Raven Street, Halifax, HX1 4NB",68340706,4400
Edward Swale Ltd,"Springwood Lodge, Rawroyds Road, Holywell Green, Halifax              HX4 9BJ",68352708,4850
,"20 Rawson Street, Halifax, HX1 1NH",68356020,6700
Ed's Professional Hairdressing & Babering Ltd,"4 Rawson Street, Halifax, HX1 1NH",68356700,8800
,"Rawson Arcade, 13 Rawson Street, Halifax, HX1 1NH",68356701,11500
,"First Floor, 18 Rawson Street, Halifax, HX1 1NH",68356708,5900
Mackereth Opticians Ltd,"6 Regent Street, Halifax, HX1 2SE",68364006,8600
W G & R Engineering Services Ltd,"Reservoir Road, Pellon, Halifax, HX2 0ET",68368700,9800
,"Reservoir Road, Pellon, Halifax, HX2 0ET",68368701,4850
,"Martins Mill Yard, Richmond Road, Halifax, HX1 5SZ",68376701,3500
L And W Contracts Ltd,"The Little Mill, Richmond Road, Halifax, HX1 5SZ",68376702,4100
,"Nomis Works, Richmond Road, Halifax, HX1 5SZ",68376703,5400
,"1 Ryders Court, Denholmegate Road, Hipperholme, Halifax             HX3 8JQ",68378001,2650
,"Perry's Cafe Bar, 66 Rochdale Road, Halifax, HX2 7HB",68388700,7100
,"46 Rochdale Road, Greetland, Halifax, HX4 8AX",68392046,2650
,"58 Rochdale Road, Greetland, Halifax, HX4 8AX",68392058,1950
,"222/224 Rochdale Road, Greetland, Halifax, HX4 8JE",68392222,6000
,"16 Rochdale Road, Greetland, Halifax, HX4 8AL",68392706,3550
,"14 Rochdale Road, Greetland, Halifax, HX4 8AL",68392708,8100
D Pitchforth Ltd,"Park Garage, Rochdale Road, Greetland, Halifax             HX4 8AL",68392721,4300
,"Savile Masonic Lodge, Rochdale Road, Greetland, Halifax             HX4 8AH",68392722,9900
,"Opp 162 Rochdale Road, Greetland, Halifax, HX4 8JE",68392726,930
,"68a Rochdale Road, Greetland, Halifax, HX4 8HE",68392728,4750
,"220a Rochdale Road, Greetland, Halifax, HX4 8JE",68392733,2275
,"Rose & Crown Hotel, 96/98 Rochdale Road, Greetland, Halifax             HX4 8HR",68392735,6400
Blue Gecko Trading Co Ltd,"Adj 40 Rochdale Road, Greetland, Halifax, HX4 8AX",68392736,3550
,"Crawstone Knowle Farm, Rochdale Road, Greetland, Halifax             HX4 8PX",68392742,1650
,"Basement Floor, 182 Rochdale Road, Greetland, Halifax              HX4 8JE",68392751,1150
Beowulf Performance Products Ltd,"The Long Mill Lower Gf, Rochdale Road, Greetland, Halifax              HX4 8AL",68392754,9300
,"17 Roils Head Road, Halifax, HX2 0NQ",68396017,1800
,"19 Roils Head Road, Halifax, HX2 0NQ",68396019,1825
,"25 Roils Head Road, Halifax, HX2 0NQ",68396025,1950
,"Masonic Lodge, Roydlands Street, Hipperholme, Halifax             HX3 8AF",68412700,6500
,"1 Roydlands Terrace, Hipperholme, Halifax, HX3 8NG",68416001,3250
,"Unit 5 Windsor Business Park, Ryburn Terrace, Halifax, HX1 4SE",68432724,2325
,"Farm Shop, Far Barsey, Saddleworth Road, Barkisland, Halifax              HX4 0BG",68440705,6900
,"57 Saddleworth Road, Greetland, Halifax, HX4 8AG",68444057,3100
,"70 Saddleworth Road, Greetland, Halifax, HX4 8AG",68444070,3550
,"76 Saddleworth Road, Greetland, Halifax, HX4 8AG",68444076,2900
,"77 Saddleworth Road, Greetland, Halifax, HX4 8AG",68444077,2150
,"80 Saddleworth Road, Greetland, Halifax, HX4 8AG",68444080,7300
,"Saddleworth Road, Greetland, Halifax, HX4 8LZ",68444701,4100
,"Railway Arch No. 2, Saddleworth Road, Greetland, Halifax              HX4 8BA",68444702,2500
Holmbridge Engineering Co Ltd,"Brian Royd Mills, Saddleworth Road, Greetland, Halifax              HX4 8NF",68444704,8300
,"Brook Mills, Saddleworth Road, Greetland, Halifax             HX4 8LZ",68444707,3700
,"The Holme, Saddleworth Road, Greetland, Halifax             HX4 8AL",68444714,5000
,"West Vale Garage, Saddleworth Road, Greetland, Halifax             HX4 8BA",68444717,2500
Electro Power Engineering Ltd,"Brian Royd Mills, Brian Royd Lane, Greetland, Halifax             HX4 8NF",68444724,2600
Hudson Kaye Services Ltd,"72/74 Saddleworth Road, Greetland, Halifax, HX4 8AG",68444728,8500
,"Garage Brian Royd Mills, Brian Royd Lane, Greetland, Halifax             HX4 8PE",68444732,1625
R & J Car Sales Ltd,"Sunside Service Station, Saddleworth Road, Greetland, HX4 8LZ",68444744,4750
Sunside Service Station Ltd,"Sunside Service Station, Saddleworth Road, Greetland, HX4 8LZ",68444745,9200
,"Sunside Service Station, Saddleworth Road, Greetland, HX4 8LZ",68444746,3250
,"Unit 3/4 Brook Mills, Saddleworth Road, Greetland, Halifax              HX4 8LZ",68444752,10500
G Bateman Fabrications Ltd,"Unit 2, Bandwalk Industrial Estate, Saddleworth Road, Greetland            HX4 8BA",68444753,8100
,"Unit 5 Brook Mills, Saddleworth Road, Greetland, Halifax              HX4 8LZ",68444759,3000
,"Unit 1 Brook Mills, Saddleworth Road, Greetland, Halifax              HX4 8LZ",68444760,5300
G Bateman Fabrications Engineering Solutions Ltd,"Unit 5, Bandwalk Industrial Estate, Saddleworth Road, Greetland            HX4 8BA",68444762,9600
Greenkey Food Solutions Ltd,"Unit 6 Brook Mills, Saddleworth Road, Greetland, Halifax              HX4 8LZ",68444765,9500
,"62A Saddleworth Road, Greetland, Halifax, HX4 8AG",68444769,3250
,"66 Saddleworth Road, Greetland, Halifax, HX4 8AG",68444772,2800
Amanda Dalby Funeral Services Ltd,"310 Salterhebble Hill, Halifax, HX3 0QT",68452310,7700
,"341 Salterhebble Hill, Halifax, HX3 0PR",68452341,2450
,"349 Salterhebble Hill, Halifax, HX3 0QA",68452349,4900
,"308a Salterhebble Hill, Halifax, HX3 0QT",68452705,2100
,"308b/C Salterhebble Hill, Halifax, HX3 0QT",68452706,3600
,"308 Salterhebble Hill, Halifax, HX3 0QT",68452708,4300
Sandbeds Pharmacy Ltd,"Sandbeds Pharmacy, Sandbeds Road, Pellon, Halifax             HX2 0JF",68456701,4300
,"Unit 7, Clifby Works, Sandbeds Road, Halifax              HX2 0QQ",68456702,5400
,"Unit 2 Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",68456704,3950
,"Unit 1 Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",68456705,5100
,"Unit 3 Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",68456707,4150
,"Unit 6 Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",68456709,1025
,"Lwr Gf Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",68456711,1775
,"Unit 4 Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",68456714,1650
,"Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",68456715,4850
Mosonic Ltd,"Unit 5B Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",68456716,2500
,"1 Sandhall Lane, Highroadwell, Halifax, HX2 0DJ",68460001,3200
,"5 Sandhall Lane, Highroadwell, Halifax, HX2 0DJ",68460005,2175
,"7/9 Sandhall Lane, Highroadwell, Halifax, HX2 0DJ",68460703,3100
,"Savile Park Lodge, Savile Park, Halifax, HX3 0EG",68468701,9400
,"109 Savile Park Road, Halifax, HX1 2XR",68472109,9200
,"121 Savile Park Road, Halifax, HX1 2XH",68472121,5900
,"125 Savile Park Road, Halifax, HX1 2XH",68472125,5600
,"194 Savile Park Road, Halifax, HX1 2XP",68472194,2125
,"196 Savile Park Road, Halifax, HX1 2XP",68472196,4050
Balmoral Garage Ltd,"Savile Park Road, Halifax, HX1 2EN",68472702,5600
,"Ground Floor, 127 Savile Park Road, Halifax, HX1 2XH",68472724,4200
,"Land South Of The Rock Inn, Scammonden Road, Barkisland, Halifax              HX4 0DE",68492704,1500
,"62 School Lane, Illingworth, Halifax, HX2 9QW",68504062,4700
,"Unit 3 Hebble Works, Sedburgh Road, Halifax, HX3 9HB",68520713,5600
,"Unit 4, Sedburgh Road, Halifax, HX6 9HB",68520714,4000
,"Unit 3 Atlas Works, Sedburgh Road, Halifax, HX3 9HB",68520718,4850
,"Unit 1 Atlas Works, Sedburgh Road, Halifax, HX3 9HB",68520720,4300
,"Level 2 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526709,5300
Clarus Energy Ltd,"Office F2 Shaw Lodge House, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526719,1575
,"Pt B/Ment The Weaving Shed, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526727,2350
,"Level 1 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526732,8700
Actisoft Limited,"F2 The Design Studios, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526749,5600
Investing For Tomorrow Llp,"G5/G6 Shaw Lodge House, Shaw Lodge Mills, Halifax, HX3 9ET",68526750,3950
,"Offices G1/G2 Shaw Lodge Hse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526755,3300
,"Office F1 Shaw Lodge, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526763,1850
Parachute Sas Ltd,"Office F4 Shaw Lodge, Shaws Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526764,2300
,"15 Shay Lane, Halifax, HX3 6QT",68536015,1875
Nationwide Door Systems Ltd,"Unit 13/14, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536706,4850
,"Drakes Industrial Estate, Shay Lane, Halifax, HX3 6RL",68536709,5500
Craig Engineering [Uk] Ltd,"Fairfield Works, Shay Lane, Halifax, HX2 9AB",68536713,9800
,"Shay Lane Stables, Shay Lane, Halifax, HX3 6RR",68536716,7400
Flutech Ltd,"Unit 19, Drakes Industrial Estate, Shay Lane, Halifax             HX3 6RL",68536718,6600
Keltex Recycling Ltd,"Unit 4, Drakes Industrial Estate, Shay Lane, Halifax             HX3 6RL",68536720,3900
,"Unit 20, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536723,4650
,"25a Shay Lane, Halifax, HX3 6QX",68536727,2550
,"255/257 Shay Lane, Halifax, HX2 9AG",68536730,1825
,"259/261 Shay Lane, Halifax, HX2 9AG",68536731,2475
,"267/269 Shay Lane, Halifax, HX2 9BB",68536732,2025
James Jackson (Hx) Ltd,"Unit A, Drakes Industrial Estate, Shay Lane, Halifax             HX3 6RL",68536734,10750
Battinson Road Garage Ltd,"Unit B, Drakes Industrial Estate, Shay Lane, Halifax             HX3 6RL",68536736,5600
Halifax Auto Cosmetics Ltd,"Unit 1 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536749,2750
,"Unit 2 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536750,2750
,"Unit 7 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536752,2750
,"Unit 8 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536753,2750
Double Vision Windows Ltd,"Paddock Works, 149 Shay Lane, Halifax, HX3 6RR",68536758,3650
Vintage Sign Boutique Ltd,"Unit C Greenbank Storage, Drakes Ind Estate, Shay Lane, Halifax              HX3 6RL",68536760,2400
Hm Fabrications (Halifax) Ltd,"Unit 4 Holmfield Works, Shay Lane, Halifax, HX3 6RR",68536765,9600
Marshall & Rock Llp,"Unit 5 Holmfield Works, Shay Lane, Halifax, HX3 6RR",68536766,4950
Halifax Autocars Ltd,"White Rose (Part Showroom), Halifax Autocars, Shay Lane, Halifax              HX3 6QU",68536813,6100
,"Unit 20A, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536815,3450
Manor Precision Ltd,"Unit 3 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",68536825,3350
,"213 Shay Lane, Halifax, HX2 9AD",68536865,1525
,"Shay Lane Cafe, 213 Shay Lane, Halifax, HX2 9AD",68536866,3250
,"Unit 3B, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536869,2650
,"Unit 3C, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536870,1550
Stainfree Finishes Ltd,"Unit 1 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",68536871,7300
Paradise Hydrographics Ltd,"Unit 3, Halifax Autocars Estate, Shay Lane, Halifax              HX3 6QU",68536875,2750
Jowett Stone Ltd,"Land At Stansfield House, Shay Lane, Halifax, HX2 9AD",68536878,2550
,"Unit 9 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536879,2750
G S G Autos Ltd,"Unit 10 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536880,2750
Halifax Gearbox N Clutch Center Ltd,"Unit 5, Halifax Autocars Estate, Shay Lane, Halifax              HX3 6QU",68536891,11250
Kd Glass Ltd,"Unit 11, Halifax Autocars Estate, Shay Lane, Halifax              HX3 6QU",68536892,8600
Amtec Engineering Ltd,"Unit A Greenbank Storage, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536894,2250
,"Empty Greenbank Storage, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536896,3800
,"Beechwood Works, Shay Lane, Halifax, HX3 6RR",68536897,8100
,"Unit B Greenbank Storage, Drakes Ind Estate, Shay Lane, Halifax              HX3 6RL",68536898,3150
Alfred Ashworth & Son (Landscapes) Ltd,"S/O 12 Shelf Moor Road, Shelf, Halifax, HX3 7PQ",68548700,1975
,"Dove Cottage Nursery, 23 Shibden Hall Road, Halifax, HX3 9XA",68556023,840
,"Unit 1A, Nr Elizabeth House, Shroggs Road, Halifax              HX3 5HA",68564704,2750
,"Siddal Ex Servicemans Club, Siddal Lane, Halifax, HX3 9JS",68568701,10000
,"1 Siddal New Road, Halifax, HX3 9HR",68572001,1825
Emotions Funeral Service Ltd,"Lower Lodge, Stoney Royd Cemetery, Siddal New Road, Halifax              HX3 9HR",68572701,2750
,"22 Silver Street, Halifax, HX1 1HS",68580022,6100
,"10 Silver Street, Halifax, HX1 1HS",68580718,7000
,"Unit 1, 2 Silver Street, Halifax, HX1 1HS",68580727,5900
,"Unit 2, 2 Silver Street, Halifax, HX1 1HS",68580728,4050
,"Unit 3, 2 Silver Street, Halifax, HX1 1HS",68580729,5200
,"Unit 4 Front, 2 Silver Street, Halifax, HX1 1HS",68580730,3600
Cosmadent Dental Laboratory Ltd,"Simpson Street, Boothtown, Halifax, HX3 6PA",68584700,9100
Elan Systems Ltd,"Murgatroyd Arms, 9 Skircoat Green, Halifax, HX3 0RX",68592703,7000
,"339 Skircoat Green Road, Halifax, HX3 0LX",68596339,4300
,"343 Skircoat Green Road, Halifax, HX3 0LX",68596343,6600
Well Hung Curtains Ltd,"347 Skircoat Green Road, Halifax, HX3 0LX",68596347,6200
,"350 Skircoat Green Road, Halifax, HX3 0RR",68596350,4250
,"352 Skircoat Green Road, Halifax, HX3 0RP",68596352,4750
,"353/355 Skircoat Green Road, Halifax, HX3 0RP",68596353,7900
,"354 Skircoat Green Road, Halifax, HX3 0RP",68596354,5000
