Property Address,PROPREF,DATE_START,RV as at March 2014
"72/74 Saddleworth Road, Greetland, Halifax, HX4 8AG",68444728,02/01/2014,8500
"Garage Brian Royd Mills, Brian Royd Lane, Greetland, Halifax             HX4 8PE",68444732,01/04/2007,1625
"Sunside Service Station, Saddleworth Road, Greetland, HX4 8LZ",68444744,01/08/2011,4750
"Sunside Service Station, Saddleworth Road, Greetland, HX4 8LZ",68444745,01/04/2007,9200
"Sunside Service Station, Saddleworth Road, Greetland, HX4 8LZ",68444746,01/04/2007,3250
"Unit 2 Brook Mills, Saddleworth Road, Greetland, Halifax              HX4 8LZ",68444749,01/05/2010,5300
"Unit 3/4 Brook Mills, Saddleworth Road, Greetland, Halifax              HX4 8LZ",68444752,01/04/2010,10500
"Unit 2, Bandwalk Industrial Estate, Saddleworth Road, Greetland            HX4 8BA",68444753,01/06/2009,8100
"Unit 4, Bandwalk Industrial Estate, Saddleworth Road, Greetland            HX4 8BA",68444754,01/01/2012,3300
"Unit 5 Brook Mills, Saddleworth Road, Greetland, Halifax              HX4 8LZ",68444759,01/12/2010,3000
"Unit 1 Brook Mills, Saddleworth Road, Greetland, Halifax              HX4 8LZ",68444760,01/05/2010,5300
"Unit 5, Bandwalk Industrial Estate, Saddleworth Road, Greetland            HX4 8BA",68444762,01/06/2009,9600
"Unit 6 Brook Mills, Saddleworth Road, Greetland, Halifax              HX4 8LZ",68444765,26/08/2010,9500
"Upper Ground Floor, The Long Mill, Saddleworth Road, Greetland",68444766,01/04/2012,10500
"62A Saddleworth Road, Greetland, Halifax, HX4 8AG",68444769,20/10/2012,3250
"310 Salterhebble Hill, Halifax, HX3 0QT",68452310,04/07/2011,7700
"340 Salterhebble Hill, Halifax, HX3 0QT",68452340,15/07/2013,6200
"341 Salterhebble Hill, Halifax, HX3 0PR",68452341,01/04/2007,2450
"349 Salterhebble Hill, Halifax, HX3 0QA",68452349,01/04/2007,4900
"308a Salterhebble Hill, Halifax, HX3 0QT",68452705,01/09/2008,2100
"308b/C Salterhebble Hill, Halifax, HX3 0QT",68452706,17/07/2013,3600
"308 Salterhebble Hill, Halifax, HX3 0QT",68452708,01/11/2012,4300
"Sandbeds Pharmacy, Sandbeds Road, Pellon, Halifax             HX2 0JF",68456701,01/04/2010,4300
"Unit 7, Clifby Works, Sandbeds Road, Halifax              HX2 0QQ",68456702,13/12/2012,5400
"Unit 2 Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",68456704,10/03/2012,3950
"1 Sandhall Lane, Highroadwell, Halifax, HX2 0DJ",68460001,01/04/2007,3200
"5 Sandhall Lane, Highroadwell, Halifax, HX2 0DJ",68460005,14/04/2012,2175
"7/9 Sandhall Lane, Highroadwell, Halifax, HX2 0DJ",68460703,01/04/2007,3100
"Savile Park Lodge, Savile Park, Halifax, HX3 0EG",68468701,07/01/2008,9400
"2ND Floor, 52 Manor Heath Road, Halifax, HX3 0BE",68470052,01/04/2008,1900
"42 Savile Park Road, Halifax, HX1 2EN",68472042,29/06/2011,3450
"109 Savile Park Road, Halifax, HX1 2XR",68472109,01/04/2007,9200
"121 Savile Park Road, Halifax, HX1 2XH",68472121,27/11/2012,5900
"125 Savile Park Road, Halifax, HX1 2XH",68472125,01/04/2007,5600
"194 Savile Park Road, Halifax, HX1 2XP",68472194,07/01/2009,2125
"Savile Park Road, Halifax, HX1 2EN",68472702,01/04/2007,5600
"Ground Floor, 127 Savile Park Road, Halifax, HX1 2XH",68472724,01/04/2007,4200
"62 School Lane, Illingworth, Halifax, HX2 9QW",68504062,01/04/2007,4700
"Unit 3 Hebble Works, Sedburgh Road, Halifax, HX3 9HB",68520713,01/04/2007,5600
"Level 2 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526709,30/08/2012,5300
"The Engine House (A), Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526712,01/04/2010,2425
"Office F2 Shaw Lodge House, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526719,11/10/2013,1575
"The Design Studios, Shaw Lodge Mill Room F1/G4, Shaw Lane, Halifax              HX3 9ET",68526722,10/08/2009,6300
"Pt B/Ment The Weaving Shed, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526727,01/04/2010,2350
"F2 The Design Studios, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526749,01/05/2012,5600
"G5/G6 Shaw Lodge House, Shaw Lodge Mills, Halifax, HX3 9ET",68526750,25/03/2011,3950
"Offices G1/G2 Shaw Lodge Hse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526755,01/06/2012,3300
"Office F1 Shaw Lodge, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526763,01/10/2012,1850
"Office F4 Shaw Lodge, Shaws Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526764,01/10/2012,2300
"15 Shay Lane, Halifax, HX3 6QT",68536015,01/04/2007,1875
"Unit 13/14, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536706,28/03/2011,4850
"Drakes Industrial Estate, Shay Lane, Halifax, HX3 6RL",68536709,01/03/2012,5500
"Fairfield Works, Shay Lane, Halifax, HX2 9AB",68536713,12/06/2009,9800
"Shay Lane Stables, Shay Lane, Halifax, HX3 6RR",68536716,01/04/2008,7400
"Unit 19, Drakes Industrial Estate, Shay Lane, Halifax             HX3 6RL",68536718,01/03/2008,6600
"Unit 4, Drakes Industrial Estate, Shay Lane, Halifax             HX3 6RL",68536720,31/05/2012,3900
"25a Shay Lane, Halifax, HX3 6QX",68536727,04/10/2009,2550
"255/257 Shay Lane, Halifax, HX2 9AG",68536730,01/04/2007,1825
"259/261 Shay Lane, Halifax, HX2 9AG",68536731,01/04/2007,2475
"267/269 Shay Lane, Halifax, HX2 9BB",68536732,01/04/2010,2025
"Unit B, Drakes Industrial Estate, Shay Lane, Halifax             HX3 6RL",68536736,01/01/2008,5600
"Unit 1 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536749,15/09/2007,2750
"Unit 8 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536753,01/06/2012,2750
"Paddock Works, 149 Shay Lane, Halifax, HX3 6RR",68536758,01/04/2010,3650
"Drakes Industrial Estate, Shay Lane, Halifax, HX3 6RL",68536800,03/07/2013,6200
"Unit 1 Holmfield Works, Shay Lane, Halifax, HX3 6RR",68536808,01/04/2007,11500
"White Rose (Part Showroom), Halifax Autocars, Shay Lane, Halifax              HX3 6QU",68536813,01/04/2007,6100
"Unit 3 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",68536825,01/04/2007,3350
"Unit 3A, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536835,01/09/2012,1750
"Unit 4 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536861,02/12/2011,2750
"213 Shay Lane, Halifax, HX2 9AD",68536865,01/09/2011,1525
"Shay Lane Cafe, 213 Shay Lane, Halifax, HX2 9AD",68536866,24/01/2011,3250
"Unit 3B, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536869,04/01/2011,2650
"Unit 3C, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",68536870,04/01/2011,1550
"Unit 1 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",68536871,31/01/2011,7300
"Unit 3, Halifax Autocars Estate, Shay Lane, Halifax              HX3 6QU",68536875,01/06/2011,2750
"Unit 9 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536879,05/10/2011,2750
"Unit 10 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",68536880,05/10/2011,2750
"S/O 12 Shelf Moor Road, Shelf, Halifax, HX3 7PQ",68548700,01/04/2007,1975
"Unit 1A, Nr Elizabeth House, Shroggs Road, Halifax              HX3 5HA",68564704,01/04/2013,2750
"1 Siddal New Road, Halifax, HX3 9HR",68572001,14/10/2013,1700
"Lower Lodge, Stoney Royd Cemetery, Siddal New Road, Halifax              HX3 9HR",68572701,14/10/2013,2750
"20 Silver Street, Halifax, HX1 1HS",68580020,03/03/2009,9200
"10 Silver Street, Halifax, HX1 1HS",68580718,02/05/2012,7000
"Simpson Street, Boothtown, Halifax, HX3 6PA",68584700,01/04/2007,9100
"Murgatroyd Arms, 9 Skircoat Green, Halifax, HX3 0RX",68592703,31/05/2011,7000
"339 Skircoat Green Road, Halifax, HX3 0LX",68596339,01/04/2007,4300
"343 Skircoat Green Road, Halifax, HX3 0LX",68596343,29/03/2013,6600
"347 Skircoat Green Road, Halifax, HX3 0LX",68596347,01/06/2009,6200
"350 Skircoat Green Road, Halifax, HX3 0RR",68596350,01/04/2010,4250
"352 Skircoat Green Road, Halifax, HX3 0RP",68596352,01/09/2007,4750
"353/355 Skircoat Green Road, Halifax, HX3 0RP",68596353,16/05/2009,7800
"354 Skircoat Green Road, Halifax, HX3 0RP",68596354,21/12/2010,5000
"357 Skircoat Green Road, Halifax, HX3 0RP",68596357,01/04/2007,5200
"359 Skircoat Green Road, Halifax, HX3 0RP",68596359,01/07/2012,3900
"363 Skircoat Green Road, Halifax, HX3 0RP",68596363,01/04/2007,7400
"365 Skircoat Green Road, Halifax, HX3 0RP",68596365,01/04/2008,6100
"369 Skircoat Green Road, Halifax, HX3 0RP",68596369,01/04/2007,6600
"341 Skircoat Green Road, Halifax, HX3 0LX",68596705,01/04/2007,6700
"349 Skircoat Green Road, Halifax, HX3 0LX",68600709,01/04/2007,6600
"3 Sod House Green, Halifax, HX3 6QR",68620703,10/05/2008,2500
"Bijou Cafe, Sod House Green, Halifax, HX3 6QR",68620704,13/08/2012,2750
"1 Sod House Green, Halifax, HX3 6QR",68620707,01/04/2007,3850
"Apple Tree Day Nursery, Soho Street, Halifax, HX1 3HE",68622700,01/04/2007,9900
"Jammy Fold Farm, Soil Hill, Halifax, HX2 9NT",68624703,01/04/2007,1200
"Annex, 2 Upper Giles Farm, South Lane, Shelf                HX3 7TW",68628733,11/03/2013,1925
"40 South Parade, Halifax, HX1 2LY",68632038,01/04/2012,8700
"40 South Parade, Halifax, HX1 2LY",68632040,01/04/2010,2150
"44/46 South Parade, Halifax, HX1 2LY",68632044,01/07/2008,4050
"Heath View Street, Halifax, HX1 2JZ",68632704,01/12/2012,4300
"40 South Parade, Halifax, HX1 2LY",68632712,01/04/2010,9400
"14 South Parade, Halifax, HX1 2LY",68632713,18/08/2012,6200
"Part Ground Floor, 14 South Parade, Halifax, HX1 2LU",68632715,01/04/2007,1700
"40A South Parade, Halifax, HX1 2LY",68632721,30/10/2012,2900
"4 South Parade, Stainland, Halifax, HX4 9HW",68636004,11/07/2012,1775
"The Bull & Dog Inn, South Parade, Stainland, Halifax              HX4 9HW",68636700,01/04/2007,3250
"Unit 1, South Street, Halifax, HX1 2EL",68640708,01/04/2007,3300
"Opp 9 Southedge Terrace, Hipperholme, Halifax, HX3 8JT",68648701,01/04/2010,2850
"21 Southgate, Halifax, HX1 1DL",68652021,15/02/2008,10250
"35 Southgate, Halifax, HX1 1DL",68652035,01/06/2007,9200
"39 Southgate, Halifax, HX1 1DL",68652039,01/01/2013,8600
"8 Southgate House, Southgate, Halifax, HX1 1DE",68656008,02/02/2009,9500
"3a Southgate House, Southgate, Halifax, HX1 1DE",68656700,01/04/2010,9200
"161 Spring Hall Lane, Halifax, HX1 4TN",68679161,01/04/2007,4350
"9 Spring Hall Lane, Halifax, HX1 4TX",68680009,01/01/2012,2000
"10 Spring Hall Lane, Halifax, HX1 4TX",68680010,01/04/2007,2050
"151 Spring Hall Lane, Halifax, HX1 4TN",68680151,01/04/2007,5600
"173b Spring Hall Lane, Halifax, HX1 4JG",68680715,01/04/2007,6500
"28 Spring Hall Place, Halifax, HX1 4TF",68688028,01/04/2010,3500
"9 Square, Bradford Road, Northowram, Halifax              HX3 7HW",68704009,01/04/2007,2750
"23 Square Road, Halifax, HX1 1QG",68708023,01/04/2007,10000
"23 Dispensary Walk, Halifax, HX1 1QR",68708700,01/07/2013,2700
"25 Square Road, Halifax, HX1 1QG",68708715,01/04/2007,3250
"Square Road, Halifax, HX1 1QG",68708719,16/02/2014,3750
"25 Square Road, Halifax, HX1 1QG",68708720,01/04/2007,6500
"Greenroyd Bowling Club, St Albans Road, Halifax, HX3 0ND",68712700,01/04/2007,3650
"St Giles Road, Lightcliffe, Halifax, HX3 8BN",68720707,01/04/2009,8400
"2 St James Road, Halifax, HX1 1YS",68728002,01/04/2007,2100
"8 St James Road, Halifax, HX1 1YS",68728008,25/02/2014,2850
"13 St James Road, Halifax, HX1 1YS",68728013,10/01/2014,8200
"18 St James Square, Northowram, Halifax, HX3 7HL",68732018,01/04/2007,3600
"3 St James Street, Halifax, HX1 5SU",68736003,01/04/2007,8200
"1a St James Street, Halifax, HX1 5SU",68736701,01/04/2007,1825
"3 St Johns Lane, Halifax, HX1 2JD",68740003,01/04/2007,3800
"5 St Johns Lane, Halifax, HX1 2JD",68740005,01/04/2007,3500
"1 St Johns Lane, Halifax, HX1 2JD",68740712,01/11/2013,3150
"1 St Johns Lane, Halifax, HX1 2JD",68740713,01/11/2013,3500
"17 St Mary Street, Halifax, HX1 2TW",68744017,03/06/2012,3800
"St Mary Street, Halifax, HX1 2TW",68744700,01/04/2007,5100
"Stafford Bowling Club, Stafford Avenue, Halifax, HX3 0BH",68756700,01/04/2007,3850
"4 Stainland Road, Greetland, Halifax, HX4 8AD",68772004,10/11/2011,4500
"19 Stainland Road, Greetland, Halifax, HX4 8AD",68772019,01/08/2012,2600
"1 Green Lane, Greetland, Halifax, HX4 8AB",68772021,01/08/2011,4900
"27A Stainland Road, Greetland, Halifax, HX4 8AD",68772027,01/05/2011,2900
"45 Stainland Road, Greetland, Halifax, HX4 8BD",68772045,01/04/2007,2850
"47 Stainland Road, Greetland, Halifax, HX4 8BD",68772047,01/06/2013,3500
"49 Stainland Road, Greetland, Halifax, HX4 8BD",68772049,01/04/2010,3700
"55 Stainland Road, Greetland, Halifax, HX4 8BD",68772055,01/04/2010,4650
"57 Stainland Road, Greetland, Halifax, HX4 8BD",68772057,01/04/2007,4600
"59 Stainland Road, Greetland, Halifax, HX4 8BD",68772059,01/04/2007,3850
"61 Stainland Road, Greetland, Halifax, HX4 8BD",68772061,01/04/2007,8600
"71 Stainland Road, Greetland, Halifax, HX4 8BD",68772071,01/04/2010,3850
"73 Stainland Road, Greetland, Halifax, HX4 8BD",68772073,04/04/2013,2550
"87 Stainland Road, Greetland, Halifax, HX4 8BD",68772087,18/01/2008,3350
"North Dean, Stainland Road, Greetland, Halifax             HX4 8LS",68772710,01/04/2007,11250
"North Dean Garage, Stainland Road, Greetland, Halifax             HX4 8LS",68772712,01/04/2007,10750
"Sports Ground, Stainland Road, Halifax, HX4 8LS",68772717,01/04/2007,5400
"West Vale Filling Station, Stainland Road, Greetland, Halifax             HX4 8BQ",68772729,01/04/2007,7600
"Travellers Rest, 83 Stainland Road, Greetland, Halifax             HX4 8BD",68772733,26/03/2012,10500
"2A Green Lane, Greetland, Halifax, HX4 8AB",68772743,01/04/2007,4550
"63-69 Stainland Road, Greetland, Halifax, HX4 8BD",68772761,01/04/2012,8600
"Ground Floor & Basement, 5 Stainland Road, Greetland, Halifax              HX4 8AD",68772762,31/07/2011,5500
"1ST & 2ND Floors, 5 Stainland Road, Greetland, Halifax              HX4 8AD",68772763,01/12/2011,4350
"Station Motors, Stainland Road, Holywell Green, Halifax             HX4 9AJ",68776708,01/04/2009,10500
"Lion Gate House, Stanage Lane, Shelf, Halifax              HX3 7TP",68784700,01/04/2007,10000
"1 Stanley Street North, Ovenden, Halifax, HX2 9AH",68788001,01/04/2007,2050
"9 Stanley Street North, Ovenden, Halifax, HX2 9AH",68788009,01/04/2007,2100
"350 Stainland Road, Stainland, Halifax, HX4 9EJ",68792700,01/12/2010,5600
"27/29 Stanningley Road, Mixenden, Halifax, HX2 8RJ",68804029,01/04/2007,3250
"The Railway Sidings, Station Lane, Greetland, Halifax              HX4 8LP",68812701,01/04/2012,6900
"48 Station Road, Holywell Green, Halifax, HX4 9AW",68820048,01/04/2007,8000
"Unit 11, Station Industrial Park, Station Road, Luddendenfoot",68824709,01/04/2007,6700
"Unit 8, Station Industrial Estate, Station Road, Luddendenfoot        HX2 6AD",68824715,01/04/2007,5100
"Units 5/6 Station Ind.Park, Station Road, Luddendenfoot, Halifax              HX2 6AD",68824720,08/06/2010,5600
"Unit 7 Station Ind. Park, Station Road, Luddendenfoot, Halifax              HX2 6AD",68824721,01/04/2011,5100
"Unit 3 Station Road Ind Park, Station Road, Luddendenfoot, Halifax              HX2 6AD",68824726,01/04/2011,9300
"Unit 4 Station Road Ind Park, Station Road, Luddendenfoot, Halifax              HX2 6AD",68824727,01/07/2010,9500
"The New Moonlight, Station Road, Luddendenfoot, Halifax              HX2 6AD",68824728,01/05/2011,5700
"Pear Tree Inn, Station Road, Norwood Green, Halifax             HX3 8QD",68828702,01/04/2010,11750
"43 Stirling Street, Halifax, HX1 2TN",68844043,01/04/2010,2250
"Stod Fold Boarding Kennels, Stod Fold Farm, Mixenden, Halifax             HX2 8XL",68854700,01/04/2007,4100
"Stod Fold Farm, Stod Fold, Mixenden, Halifax              HX2 8XL",68854702,01/04/2010,1225
"Stod Fold Brewery, Stod Fold, Mixenden, Halifax              HX2 8XL",68854703,01/05/2013,2750
"17 Stretchgate Lane, Pellon, Halifax, HX2 0EU",68868017,01/04/2009,1725
"Stump Cross, Halifax, HX3 7AA",68872701,14/10/2009,7900
"Stump Cross Auto Services, Stump Cross, Halifax, HX3 7AB",68872703,01/04/2008,3950
"Back Lord Street, Halifax, HX1 5AF",68880700,01/04/2007,5900
"Unit 1, 38 Sunderland Street, Halifax, HX1 5AF",68880704,01/10/2008,3900
"Quarry, Sunny Bank Farm, Sunny Bank Lane, Southowram, Halifax             HX3 9TF",68884701,01/04/2007,9900
"Sunny Bank Bait Farm, Sunny Bank Lane, Southowram, Halifax             HX3 9TP",68884702,01/04/2007,11000
"87 Surrey Street, Halifax, HX1 3UF",68896087,01/04/2007,2500
"6 Sutcliffe Street, Pellon, Halifax, HX2 0HG",68904006,01/04/2007,1750
"New Street Hotel, 38 Sutcliffe Street, Pellon, Halifax             HX2 0HG",68904700,28/10/2012,2650
"Swales Moor Forge, Swales Moor Road, Halifax, HX3 6UF",68908703,01/04/2007,2900
"Ringby Quarry, Swales Moor Road, Halifax, HX3 6UF",68908708,14/08/2010,8700
"Workshop, Adj 13 South View, Whitegate, Halifax              HX3 9JP",68922701,01/04/2007,1400
"The Vicarage, 1 Sunny Bank Road, Mixenden, Halifax              HX2 8RX",68927701,01/04/2007,10000
"Adj 1 Providence Hill, Beestonley Lane, Stainland, Halifax              HX4 9PL",68931701,14/05/2012,930
"2 Popples, Bradshaw, Halifax, HX2 9QP",68943002,01/04/2009,1600
"Upperland Green, Rocks Lane, Causeway Foot, Halifax              HX2 8XP",68944701,01/04/2009,3500
"Unit 1, Sandhall Green, Halifax, HX2 0BN",68949703,01/02/2012,5400
"Unit 2, Sandhall Green, Halifax, HX2 0BN",68949704,01/02/2012,5600
"Land South Of, Silverdale Terrace, Greetland, Halifax              HX4 8NQ",68950701,10/04/2012,1350
"Tanhouse Hill, Hipperholme, Halifax, HX3 8HN",69004700,17/06/2011,7200
"15 The Market Arcade, Halifax, HX1 1NX",69024700,12/08/2013,5800
"3 The Old Arcade, Halifax, HX1 1TJ",69024707,17/09/2007,7800
"Unit 2A, The Old Arcade, Halifax, HX1 1TJ",69024714,01/04/2013,6000
"1 Thomas Street South, Halifax, HX1 4DS",69036001,04/02/2013,3100
"Thorn Street, Stainland, Halifax, HX4 9EZ",69048700,01/05/2013,2900
"1 Thorn Tree Street, Halifax, HX1 3PH",69056001,01/01/2011,5300
"Unit 1C, Thorn Tree Street, Halifax, HX1 3PH",69056716,01/01/2011,4600
"Thornhill Cottage, Stainland, Halifax, HX4 9LP",69060700,01/04/2007,7200
"Unit 2C & 2D, Thornton Terrace, Halifax, HX1 3SG",69064720,01/04/2008,2600
"2 Towngate, Hipperholme, Halifax, HX3 8JB",69076002,12/08/2012,7400
"The Old Co-Op, 4B Towngate, Midgley, Halifax              HX2 6UE",69080048,01/04/2013,4300
"33 Towngate, Northowram, Halifax, HX3 7DX",69084033,03/01/2008,2900
"52 Towngate, Northowram, Halifax, HX3 7DX",69084052,01/04/2007,4100
"62 Towngate, Northowram, Halifax, HX3 7DX",69084062,01/04/2007,9500
"25A Towngate, Northowram, Halifax, HX3 7DX",69084705,15/10/2007,3200
"25 Towngate, Northowram, Halifax, HX3 7DX",69084706,01/04/2012,3900
"2/2a Towngate, Southowram, Halifax, HX3 9QZ",69088004,01/04/2007,8900
"Southowram Social Club, 1a Towngate, Southowram, Halifax             HX3 9QZ",69088700,01/04/2007,6400
"23 Towngate, Southowram, Halifax, HX3 9QZ",69088701,01/04/2007,1125
"1 Trinity Place, Halifax, HX1 2BD",69094001,09/04/2011,6700
"6 Trinity Road, Halifax, HX1 2QF",69096006,01/04/2007,2800
"4 Trinity Road, Halifax, HX1 2QF",69096701,31/08/2010,2225
"2 Turner Avenue South, Illingworth, Halifax, HX2 8EH",69116002,01/04/2007,5300
"12 Union Street, Halifax, HX1 1PR",69144012,01/10/2013,7100
"14 Union Street, Halifax, HX1 1PR",69144014,01/06/2011,5800
"24 Union Street, Halifax, HX1 1PR",69144024,01/04/2007,7600
"27 Union Street, Halifax, HX1 1PR",69144027,01/04/2007,6100
"29 Union Street, Halifax, HX1 1PR",69144029,01/07/2012,10000
"31 Union Street, Halifax, HX1 1PR",69144031,01/04/2007,10250
"35 Union Street, Halifax, HX1 1PR",69144035,01/04/2007,5700
"27a Union Street, Halifax, HX1 1PR",69144705,01/04/2007,9200
"Ground Floor, 26 Union Street, Halifax, HX1 1PR",69144713,18/04/2011,7300
"26A Union Street, Halifax, HX1 1PR",69144714,01/11/2012,2700
"23 Union Street South, Halifax, HX1 2LE",69148708,01/04/2011,2125
"Upper Brockholes Farm, Upper Brockholes, Ogden, Halifax             HX2 8XG",69152700,01/04/2007,1700
"The Ramsdens, Upper Kingston, Hopwood Lane, Halifax              HX1 4HA",69164700,01/04/2007,8400
"Upper Kingston, Hopwood Lane, Halifax, HX1 4HA",69164701,01/04/2010,5800
"Little London Farm, Upper Lane, Northowram, Halifax             HX3 7ST",69170700,01/04/2007,1600
"Adj 79 Upper Lane, Northowram, Halifax, HX3 7EE",69170701,01/04/2009,2225
"N'Owram Childrens Riding Sch, Upper Lane, Northowram, Halifax             HX3 7EE",69170702,01/04/2007,2200
"The Manse, Upper Sutherland Road, Hipperholme, Halifax             HX3 8NT",69176700,01/04/2007,11750
"Queen Victoria Inn, 10/12 Victoria Place, Bradford Road, Northowram           HX3 7HY",69192700,28/10/2013,9400
"Unit 5 Market Business Ctre, Off Hanson Lane, Victoria Road, Halifax              HX1 5PF",69196709,01/04/2007,5100
