Year,Ward code,Borough,Ward,Candidate rank,Name/Elected,Party,Votes,Elected
2010,00BFGM,Sutton,Sutton Central,8,"Mansell, Charlie",Lab,544,
2010,00BFGM,Sutton,Sutton Central,9,"Paulino, Vic",Lab,456,
2010,00BFGM,Sutton,Sutton Central,10,"Honey, Simon J.",Green,419,
2010,00BFGN,Sutton,Sutton North,1,"Dombey, Ruth C.",Lib Dem,"2,749",Elected
2010,00BFGN,Sutton,Sutton North,2,"Heron, Marlene S.",Lib Dem,"2,578",Elected
2010,00BFGN,Sutton,Sutton North,3,"Holloway, Lester J.",Lib Dem,"2,479",Elected
2010,00BFGN,Sutton,Sutton North,4,"Bundle, Mark I.",Cons,"1,765",
2010,00BFGN,Sutton,Sutton North,5,"Carter, Clifford C. G.",Cons,"1,760",
2010,00BFGN,Sutton,Sutton North,6,"Merciar, Damian",Cons,"1,558",
2010,00BFGN,Sutton,Sutton North,7,"Brothers, Emily A. M.",Lab,545,
2010,00BFGN,Sutton,Sutton North,8,"Marlow, Matthew R.",Lab,439,
2010,00BFGN,Sutton,Sutton North,9,"Morton, Steve",Lab,383,
2010,00BFGP,Sutton,Sutton South,1,"Clifton, Richard F.",Lib Dem,"2,218",Elected
2010,00BFGP,Sutton,Sutton South,2,"Honour, Heather",Lib Dem,"2,169",Elected
2010,00BFGP,Sutton,Sutton South,3,"Shields, Tony A.",Cons,"2,059",Elected
2010,00BFGP,Sutton,Sutton South,4,"Honour, Peter J.",Lib Dem,"1,990",
2010,00BFGP,Sutton,Sutton South,5,"Newman, Paul C.",Cons,"1,929",
2010,00BFGP,Sutton,Sutton South,6,"Russell, Barry A.",Cons,"1,915",
2010,00BFGP,Sutton,Sutton South,7,"Blears, Steve",Lab,487,
2010,00BFGP,Sutton,Sutton South,8,"Phillips, Ronald J.",Lab,419,
2010,00BFGP,Sutton,Sutton South,9,"Ponto, Maria T.",Lab,382,
2010,00BFGP,Sutton,Sutton South,10,"Noble, Adrian J.",UKIP,270,
2010,00BFGQ,Sutton,Sutton West,1,"Mathys, Wendy G. L.",Lib Dem,"2,640",Elected
2010,00BFGQ,Sutton,Sutton West,2,"Wales, Simon D.",Lib Dem,"2,614",Elected
2010,00BFGQ,Sutton,Sutton West,3,"Wallace, Myfanwy A.",Lib Dem,"2,568",Elected
2010,00BFGQ,Sutton,Sutton West,4,"Cornwell, Charlie",Cons,"1,963",
2010,00BFGQ,Sutton,Sutton West,5,"Edwards, Mary A.",Cons,"1,939",
2010,00BFGQ,Sutton,Sutton West,6,"Shirodkar, Avi",Cons,"1,678",
2010,00BFGQ,Sutton,Sutton West,7,"Cue, Michael J.",Lab,487,
2010,00BFGQ,Sutton,Sutton West,8,"Lynch, Kevin P.",Lab,433,
2010,00BFGQ,Sutton,Sutton West,9,"Williams, Ronald S.",Lab,396,
2010,00BFGQ,Sutton,Sutton West,10,"Hickson, Jose K.",Green,232,
2010,00BFGQ,Sutton,Sutton West,11,"Hickson, Eric C.",Green,223,
2010,00BFGQ,Sutton,Sutton West,12,"Hickson, Peter",Green,192,
2010,00BFGR,Sutton,The Wrythe,1,"Stears, Colin H.",Lib Dem,"2,566",Elected
2010,00BFGR,Sutton,The Wrythe,2,"Stears, Susan M.",Lib Dem,"2,491",Elected
2010,00BFGR,Sutton,The Wrythe,3,"Thistle, Roger G.A.",Lib Dem,"2,229",Elected
2010,00BFGR,Sutton,The Wrythe,4,"Drew, Samantha",Cons,"1,511",
2010,00BFGR,Sutton,The Wrythe,5,"Faulds, Terry",Cons,"1,432",
2010,00BFGR,Sutton,The Wrythe,6,"Simms, Jim",Cons,"1,329",
2010,00BFGR,Sutton,The Wrythe,7,"Simons, Pat",Lab,585,
2010,00BFGR,Sutton,The Wrythe,8,"Hayward, Sean A.",Lab,570,
2010,00BFGR,Sutton,The Wrythe,9,"Theobald, Andrew C.",Lab,562,
2010,00BFGR,Sutton,The Wrythe,10,"Bristow, Sarah M.",BNP,451,
2010,00BFGR,Sutton,The Wrythe,11,"Lindsay, Andrew",Green,377,
2010,00BFGS,Sutton,Wallington North,1,"Glithero, Bruce I. N.",Lib Dem,"2,658",Elected
2010,00BFGS,Sutton,Wallington North,2,"Gordon, Sunita",Lib Dem,"2,481",Elected
2010,00BFGS,Sutton,Wallington North,3,"Theed, Stanley A. G.",Lib Dem,"2,031",Elected
2010,00BFGS,Sutton,Wallington North,4,"Garratt, Neil R.",Cons,"1,801",
2010,00BFGS,Sutton,Wallington North,5,"Howell, Eric",Cons,"1,785",
2010,00BFGS,Sutton,Wallington North,6,"Hughes, Jason R.",Cons,"1,573",
2010,00BFGS,Sutton,Wallington North,7,"Elliott, Phil",UKIP,629,
2010,00BFGS,Sutton,Wallington North,8,"Ford, Patrick",Lab,579,
2010,00BFGS,Sutton,Wallington North,9,"Reeds, Kathy",Lab,566,
2010,00BFGS,Sutton,Wallington North,10,"Tate, Alan",Lab,497,
2010,00BFGS,Sutton,Wallington North,11,"Dow, George",Green,410,
2010,00BFGS,Sutton,Wallington North,12,"Mouncey, Penny",Green,291,
2010,00BFGS,Sutton,Wallington North,13,"Mouncey, Phil",Green,189,
2010,00BFGT,Sutton,Wallington South,1,"Coleman, Monica G.",Lib Dem,"2,674",Elected
2010,00BFGT,Sutton,Wallington South,2,"Hall, Colin C.",Lib Dem,"2,633",Elected
2010,00BFGT,Sutton,Wallington South,3,"McCoy, Jayne L.",Lib Dem,"2,439",Elected
2010,00BFGT,Sutton,Wallington South,4,"Williams, Marion H.",Cons,"1,891",
2010,00BFGT,Sutton,Wallington South,5,"Wortley, Christopher E.",Cons,"1,839",
2010,00BFGT,Sutton,Wallington South,6,"Wortley, Hilary V.",Cons,"1,684",
2010,00BFGT,Sutton,Wallington South,7,"Magee, Joe",Lab,559,
2010,00BFGT,Sutton,Wallington South,8,"Andrews, Malin",Green,544,
2010,00BFGT,Sutton,Wallington South,9,"Ryan, Mary E.",Lab,542,
2010,00BFGT,Sutton,Wallington South,10,"Theobald, David R.",Lab,455,
2010,00BFGU,Sutton,Wandle Valley,1,"Court, Margaret P.",Lib Dem,"2,303",Elected
2010,00BFGU,Sutton,Wandle Valley,2,"Kane, Patrick B.",Lib Dem,"2,130",Elected
2010,00BFGU,Sutton,Wandle Valley,3,"Drage, John W.",Lib Dem,"2,128",Elected
2010,00BFGU,Sutton,Wandle Valley,4,"England, James A.",Cons,"1,152",
2010,00BFGU,Sutton,Wandle Valley,5,"Jaques, Patrick D.",Cons,932,
2010,00BFGU,Sutton,Wandle Valley,6,"Oliver, Alan H.",Cons,923,
2010,00BFGU,Sutton,Wandle Valley,7,"Collier, Richard",Lab,786,
2010,00BFGU,Sutton,Wandle Valley,8,"Onians, Margaret",Lab,688,
2010,00BFGU,Sutton,Wandle Valley,9,"Thorpe, Tony",Lab,664,
2010,00BFGU,Sutton,Wandle Valley,10,"Williams, Margaret A.",BNP,445,
2010,00BFGU,Sutton,Wandle Valley,11,"Coleman, Derek A.",Green,348,
2010,00BFGU,Sutton,Wandle Valley,12,"Francis, Anna R.",Green,248,
2010,00BFGW,Sutton,Worcester Park,1,"Campbell-Klomps, Jennifer E.",Lib Dem,"2,735",Elected
2010,00BFGW,Sutton,Worcester Park,2,"Gordon-Bullock, Stuart O.",Cons,"2,307",Elected
2010,00BFGW,Sutton,Worcester Park,3,"Fenwick, Stephen J.",Lib Dem,"2,293",Elected
2010,00BFGW,Sutton,Worcester Park,4,"Grant, Marie",Cons,"2,286",
2010,00BFGW,Sutton,Worcester Park,5,"Hunter, Jason J.L.",Lib Dem,"2,270",
2010,00BFGW,Sutton,Worcester Park,6,"Swinton, Alan E.",Cons,"2,223",
2010,00BFGW,Sutton,Worcester Park,7,"Hosking, David N.",Lab,643,
2010,00BFGW,Sutton,Worcester Park,8,"Evers, John K.",Lab,584,
2010,00BFGW,Sutton,Worcester Park,9,"Day, Chris",UKIP,532,
2010,00BFGW,Sutton,Worcester Park,10,"Hosking, Hilary C.",Lab,507,
2010,00BGFW,Tower Hamlets,Bethnal Green North,1,"Rahman, Zenith",Lab,"1,634",Elected
2010,00BGFW,Tower Hamlets,Bethnal Green North,2,"Gibbs, Giancarlo",Lab,"1,586",Elected
2010,00BGFW,Tower Hamlets,Bethnal Green North,3,"Eaton, Stephanie J.",Lib Dem,"1,551",Elected
2010,00BGFW,Tower Hamlets,Bethnal Green North,4,"Salique, Muhammad A.",Lab,"1,476",
2010,00BGFW,Tower Hamlets,Bethnal Green North,5,"Khan, Azizur R.",Lib Dem,"1,316",
2010,00BGFW,Tower Hamlets,Bethnal Green North,6,"Macmillan, Richard A.",Lib Dem,"1,181",
2010,00BGFW,Tower Hamlets,Bethnal Green North,7,"Pramanik, Muhammad A.A.",Res,795,
2010,00BGFW,Tower Hamlets,Bethnal Green North,8,"Baksh, Nur",Cons,748,
2010,00BGFW,Tower Hamlets,Bethnal Green North,9,"Finlay, Heather",Green,595,
2010,00BGFW,Tower Hamlets,Bethnal Green North,10,"Noor, Syedun",Res,594,
2010,00BGFW,Tower Hamlets,Bethnal Green North,11,"Lee, Nicholas G.",Green,454,
2010,00BGFW,Tower Hamlets,Bethnal Green North,12,"Mak, Alan",Cons,445,
2010,00BGFW,Tower Hamlets,Bethnal Green North,13,"Smith, Matthew J.",Cons,439,
2010,00BGFW,Tower Hamlets,Bethnal Green North,14,"Guttmann Hancocks, Samuel P.",Green,371,
2010,00BGFW,Tower Hamlets,Bethnal Green North,15,"Samanta ,Shirin A.",Res,314,
2010,00BGFW,Tower Hamlets,Bethnal Green North,16,"Edmead, Ann",Ind,156,
2010,00BGFX,Tower Hamlets,Bethnal Green South,1,"Chaudhury, Mizanur R.",Lab,"1,952",Elected
2010,00BGFX,Tower Hamlets,Bethnal Green South,2,"Islam, Sirajul",Lab,"1,848",Elected
2010,00BGFX,Tower Hamlets,Bethnal Green South,3,"Pavitt, Lesley",Lab,"1,519",Elected
2010,00BGFX,Tower Hamlets,Bethnal Green South,4,"Ullah, Salim",Res,"1,166",
2010,00BGFX,Tower Hamlets,Bethnal Green South,5,"Mahmood, Abu H.A.",Res,"1,091",
2010,00BGFX,Tower Hamlets,Bethnal Green South,6,"Ali, Monjur",Res,"1,087",
2010,00BGFX,Tower Hamlets,Bethnal Green South,7,"Adam, Olivier",Lib Dem,"1,061",
2010,00BGFX,Tower Hamlets,Bethnal Green South,8,"Anisha, Rahena",Lib Dem,"1,048",
2010,00BGFX,Tower Hamlets,Bethnal Green South,9,"Uddin, Mohammed N.",Lib Dem,779,
2010,00BGFX,Tower Hamlets,Bethnal Green South,10,"Bagum, Salina",Cons,520,
2010,00BGFX,Tower Hamlets,Bethnal Green South,11,"Miah, Noor",Cons,497,
2010,00BGFX,Tower Hamlets,Bethnal Green South,12,"Barber, Joshua M.",Green,436,
2010,00BGFX,Tower Hamlets,Bethnal Green South,13,"Burgess, Paul D.",Green,376,
2010,00BGFX,Tower Hamlets,Bethnal Green South,14,"Turki, Nicolette",Cons,367,
2010,00BGFX,Tower Hamlets,Bethnal Green South,15,"Chetty, Darren M.",Green,282,
2010,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,1,"Archer, Tim",Cons,"2,945",Elected
2010,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,2,Golds Peter,Cons,"2,095",Elected
2010,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,3,Thienel Gloria R.,Cons,"1,945",Elected
2010,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,4,Islam Wais,Lab,"1,929",
2010,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,5,Mctasney Kathy,Lab,"1,858",
2010,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,6,Townsend Crissy,Lab,"1,681",
2010,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,7,Carr Martin G.,Lib Dem,"1,250",
2010,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,8,Graf Freda,Lib Dem,"1,097",
2010,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,9,Griffiths John,Lib Dem,953,
2010,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,10,Choudhury Gulam K.,Res,799,
2010,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,11,Rahman Mohammed,Res,627,
2010,00BGFY,Tower Hamlets,Blackwall and Cubitt Town,12,Malik Abdul,Res,577,
2010,00BGFZ,Tower Hamlets,Bow East,1,"Francis, Marc",Lab,"2,297",Elected
2010,00BGFZ,Tower Hamlets,Bow East,2,"Harper-Penman, Carli",Lab,"1,865",Elected
2010,00BGFZ,Tower Hamlets,Bow East,3,"Omer, Ahmed A.",Lab,"1,724",Elected
2010,00BGFZ,Tower Hamlets,Bow East,4,"Campbell, Dave",Lib Dem,"1,204",
2010,00BGFZ,Tower Hamlets,Bow East,5,"Ullah, Rafique",Lib Dem,"1,040",
2010,00BGFZ,Tower Hamlets,Bow East,6,"Adragna, Paolo",Lib Dem,981,
2010,00BGFZ,Tower Hamlets,Bow East,7,"Palmer, Claire L.",Cons,807,
2010,00BGFZ,Tower Hamlets,Bow East,8,"Groves, Philip W.",Cons,799,
2010,00BGFZ,Tower Hamlets,Bow East,9,"Walters, Mark G.",Cons,684,
2010,00BGFZ,Tower Hamlets,Bow East,10,"Boyle, Marcus",Green,547,
2010,00BGFZ,Tower Hamlets,Bow East,11,"Rahman, Mujibur",Res,506,
2010,00BGFZ,Tower Hamlets,Bow East,12,"Duffell, Alan",Green,339,
2010,00BGFZ,Tower Hamlets,Bow East,13,"Underwood, Mike",BNP,318,
2010,00BGFZ,Tower Hamlets,Bow East,14,"Lucey, Joseph C.",Green,316,
2010,00BGFZ,Tower Hamlets,Bow East,15,"Shanks, Bryony",Res,243,
2010,00BGFZ,Tower Hamlets,Bow East,16,"Swords, Carole",Res,223,
2010,00BGFZ,Tower Hamlets,Bow East,17,"Coles, Andrew F.",Ind,152,
2010,00BGFZ,Tower Hamlets,Bow East,18,"Haque, Emdadul I.",Ind,95,
2010,00BGFZ,Tower Hamlets,Bow East,19,"Thomas, Gareth C.",Ind,92,
2010,00BGGA,Tower Hamlets,Bow West,1,"Jackson, Ann",Lab,"2,206",Elected
2010,00BGGA,Tower Hamlets,Bow West,2,"Peck, Joshua",Lab,"2,096",Elected
2010,00BGGA,Tower Hamlets,Bow West,3,"Khan, Anwar",Lab,"2,070",Elected
2010,00BGGA,Tower Hamlets,Bow West,4,"Bench, Sharon",Lib Dem,"1,260",
2010,00BGGA,Tower Hamlets,Bow West,5,"Ali, Anwara",Cons,"1,075",
2010,00BGGA,Tower Hamlets,Bow West,6,"Chowdhury, Jainal",Lib Dem,992,
2010,00BGGA,Tower Hamlets,Bow West,7,"Warner, Raymond",Lib Dem,783,
2010,00BGGA,Tower Hamlets,Bow West,8,"Preece, Francesca E.L.",Cons,723,
2010,00BGGA,Tower Hamlets,Bow West,9,"Huddart, Nicholas W.",Cons,662,
2010,00BGGA,Tower Hamlets,Bow West,10,"Cartwright, Janice D.",Green,576,
2010,00BGGA,Tower Hamlets,Bow West,11,"Islam, Syed",Res,574,
2010,00BGGA,Tower Hamlets,Bow West,12,"Polson, Alistair J.",Green,493,
2010,00BGGA,Tower Hamlets,Bow West,13,"Smith, Chris",Green,464,
2010,00BGGA,Tower Hamlets,Bow West,14,"Ballard, Kay",Res,356,
2010,00BGGA,Tower Hamlets,Bow West,15,"Mcgrenera, Terry",Ind,111,
2010,00BGGB,Tower Hamlets,Bromley By Bow,1,"Ahmed, Khales U.",Lab,"2,483",Elected
2010,00BGGB,Tower Hamlets,Bromley By Bow,2,"Khan, Rania",Lab,"2,426",Elected
2010,00BGGB,Tower Hamlets,Bromley By Bow,3,"Uddin, Helal",Lab,"2,314",Elected
2010,00BGGB,Tower Hamlets,Bromley By Bow,4,"Hossain, Subrina",Cons,"1,105",
2010,00BGGB,Tower Hamlets,Bromley By Bow,5,"Islam, Bodrul",Res,"1,100",
2010,00BGGB,Tower Hamlets,Bromley By Bow,6,"Begum, Shamina",Lib Dem,"1,055",
2010,00BGGB,Tower Hamlets,Bromley By Bow,7,"Hoque, Alkas",Lib Dem,831,
2010,00BGGB,Tower Hamlets,Bromley By Bow,8,"Miah, Mohammed M.",Res,765,
2010,00BGGB,Tower Hamlets,Bromley By Bow,9,"Uddin, Kamal",Res,737,
2010,00BGGB,Tower Hamlets,Bromley By Bow,10,"Hand, Stuart D.",Cons,673,
2010,00BGGB,Tower Hamlets,Bromley By Bow,11,"Choudhury, Koyes U.",Lib Dem,653,
2010,00BGGB,Tower Hamlets,Bromley By Bow,12,"Stafford, Daryl M.",Cons,599,
2010,00BGGB,Tower Hamlets,Bromley By Bow,13,"Crosbie, Thomas",Green,401,
2010,00BGGB,Tower Hamlets,Bromley By Bow,14,"Guttmann Hancocks, Tatyana A.",Green,304,
2010,00BGGC,Tower Hamlets,East India & Lansbury,1,"Ahmed, Abul M.O.",Lab,"2,295",Elected
2010,00BGGC,Tower Hamlets,East India & Lansbury,2,"Khatun, Shiria",Lab,"2,294",Elected
2010,00BGGC,Tower Hamlets,East India & Lansbury,3,"Ahmed, Rajib",Lab,"2,181",Elected
2010,00BGGC,Tower Hamlets,East India & Lansbury,4,"Hossain, Iqbal",Lib Dem,"1,302",
2010,00BGGC,Tower Hamlets,East India & Lansbury,5,"Coxall, Martin D.",Cons,878,
2010,00BGGC,Tower Hamlets,East India & Lansbury,6,"Hussain, Kamrul",Res,835,
2010,00BGGC,Tower Hamlets,East India & Lansbury,7,"Hussain, Zakir",Res,820,
2010,00BGGC,Tower Hamlets,East India & Lansbury,8,"Ingham, Paul W.E.",Cons,810,
2010,00BGGC,Tower Hamlets,East India & Lansbury,9,"Mustaque, Ahmed",Cons,631,
2010,00BGGC,Tower Hamlets,East India & Lansbury,10,"Uddin, Zillur",Lib Dem,629,
2010,00BGGC,Tower Hamlets,East India & Lansbury,11,"Ali, Zak",Lib Dem,619,
2010,00BGGC,Tower Hamlets,East India & Lansbury,12,"Affi, Asha",Res,603,
2010,00BGGC,Tower Hamlets,East India & Lansbury,13,"Upton, Jamie",Green,408,
2010,00BGGC,Tower Hamlets,East India & Lansbury,14,"Searle, James",BNP,400,
2010,00BGGD,Tower Hamlets,Limehouse,1,"Begum, Lutfa",Lab,"2,193",Elected
2010,00BGGD,Tower Hamlets,Limehouse,2,"Edgar, David J.",Lab,"1,880",Elected
2010,00BGGD,Tower Hamlets,Limehouse,3,"Aston, Craig",Cons,"1,602",Elected
2010,00BGGD,Tower Hamlets,Limehouse,4,"Collins, Graham K.",Cons,"1,525",
2010,00BGGD,Tower Hamlets,Limehouse,5,"Uddin, Dulal",Res,"1,500",
2010,00BGGD,Tower Hamlets,Limehouse,6,"Obaze, Victoria",Lab,"1,488",
2010,00BGGD,Tower Hamlets,Limehouse,7,"Salam, Hafiza",Res,"1,357",
2010,00BGGD,Tower Hamlets,Limehouse,8,"Ershad, Sakib",Cons,"1,280",
2010,00BGGD,Tower Hamlets,Limehouse,9,"Ali, Anfor",Res,"1,225",
2010,00BGGD,Tower Hamlets,Limehouse,10,"Rahman, Hafizur M.",Lib Dem,782,
2010,00BGGD,Tower Hamlets,Limehouse,11,"Chowdhury, Faruk",Lib Dem,722,
2010,00BGGD,Tower Hamlets,Limehouse,12,"Aaron-Foster, Jennifer",Green,477,
2010,00BGGD,Tower Hamlets,Limehouse,13,"Davies, Louise",Green,473,
2010,00BGGD,Tower Hamlets,Limehouse,14,"Rakol, M.",Lib Dem,445,
2010,00BGGD,Tower Hamlets,Limehouse,15,"Earp, Simon H.",Green,267,
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,1,"Ahmed, Rofique U.",Lab,"2,214",Elected
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,2,"Turner, Bill",Lab,"2,005",Elected
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,3,"Whitelock, Amy",Lab,"1,824",Elected
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,4,"Hoque, Shamsul",Lib Dem,"1,279",
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,5,"Ahmed, Rafique",Lib Dem,"1,179",
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,6,"Islam, Syed S.",Lib Dem,927,
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,7,"Chowdhury, Ahad A.",Res,916,
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,8,"Shaheed, Muhammed K.",Cons,883,
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,9,"Lowe, Thomas M.",Cons,680,
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,10,"Henderson, Wesley",Cons,679,
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,11,"Rahman, Habib",Res,558,
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,12,"Allsop, Ian N.",Green,519,
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,13,"Collins, Tony",Res,439,
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,14,"Bryson, Jesse",Green,400,
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,15,"Pick, Russell",BNP,309,
2010,00BGGE,Tower Hamlets,Mile End & Globe Town,16,"Patwa, Kalim J.",Green,284,
2010,00BGGF,Tower Hamlets,Mile End East,1,"Saunders, Rachael M.A.",Lab,"2,506",Elected
2010,00BGGF,Tower Hamlets,Mile End East,2,"Uz-Zaman, Motin",Lab,"2,067",Elected
2010,00BGGF,Tower Hamlets,Mile End East,3,"Uddin, Kosru",Lab,"2,056",Elected
2010,00BGGF,Tower Hamlets,Mile End East,4,"Hussain, Ahmed",Cons,"1,059",
2010,00BGGF,Tower Hamlets,Mile End East,5,"Rahmani, Muhammad A.",Res,967,
2010,00BGGF,Tower Hamlets,Mile End East,6,"Choudhury, Hafiz",Lib Dem,944,
2010,00BGGF,Tower Hamlets,Mile End East,7,"Chowdhury, Jamir",Res,907,
2010,00BGGF,Tower Hamlets,Mile End East,8,"Kerswell, Caroline J.",Cons,885,
2010,00BGGF,Tower Hamlets,Mile End East,9,"Choudhury, Bodrul I.",Cons,832,
2010,00BGGF,Tower Hamlets,Mile End East,10,"Hussain, Altaf",Lib Dem,787,
2010,00BGGF,Tower Hamlets,Mile End East,11,"Ali, Fiyaz",Res,755,
2010,00BGGF,Tower Hamlets,Mile End East,12,"Shajahan, Kamrun",Lib Dem,658,
2010,00BGGG,Tower Hamlets,Millwall,1,"Davis, Zara E.",Cons,"2,959",Elected
2010,00BGGG,Tower Hamlets,Millwall,2,"Snowdon, David A.",Cons,"2,693",Elected
2010,00BGGG,Tower Hamlets,Millwall,3,"Miah, Maium",Cons,"2,519",Elected
2010,00BGGG,Tower Hamlets,Millwall,4,"Cray, John C.",Lab,"2,180",
2010,00BGGG,Tower Hamlets,Millwall,5,"Ullah, Doros",Lab,"1,943",
2010,00BGGG,Tower Hamlets,Millwall,6,"Wykes, Garry",Lab,"1,664",
2010,00BGGG,Tower Hamlets,Millwall,7,"Denniston, John F.",Lib Dem,"1,362",
2010,00BGGG,Tower Hamlets,Millwall,8,"Porter, Iain K.",Lib Dem,"1,177",
2010,00BGGG,Tower Hamlets,Millwall,9,"Mcfarlane, George",Lib Dem,"1,099",
2010,00BGGG,Tower Hamlets,Millwall,10,"Begum, Shiuly",Res,668,
2010,00BGGG,Tower Hamlets,Millwall,11,"Islam, Muzibul",Res,498,
2010,00BGGG,Tower Hamlets,Millwall,12,"Anderson, Dave",BNP,358,
2010,00BGGG,Tower Hamlets,Millwall,13,"Ovenden, Kevin",Res,277,
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,1,"Ullah, Abdal",Lab,"2,376",Elected
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,2,"Rahman, Oliur",Lab,"2,319",Elected
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,3,"Gardiner, Judith A.",Lab,"2,078",Elected
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,4,"Alam, Mahbub-Mamun",Res,"1,458",
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,5,"Hussain, Abul",Res,"1,261",
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,6,"Imran, Shahar",Res,"1,150",
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,7,"Miah, Aleyk",Cons,"1,136",
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,8,"Miah, Ahbab",Lib Dem,"1,106",
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,9,"Choudhury, Sufian",Lib Dem,"1,038",
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,10,"Rashid, Harun",Cons,995,
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,11,"Ali, Kaltun O.",Lib Dem,923,
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,12,"Wilford, Christopher",Cons,849,
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,13,"Chestnutt, Kirsty",Green,595,
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,14,"Crosbie, Margaret A.",Green,504,
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,15,"Schwartz, Frances",Green,410,
2010,00BGGH,Tower Hamlets,St Dunstan's & Stepney Green,16,"Uddin, Mohammed S.",Ind,297,
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,1,"Jones, Dr. Emma L.",Cons,"1,623",Elected
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,2,"Haque, Shafiqul",Lab,"1,455",Elected
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,3,"Jones, Denise",Lab,"1,447",Elected
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,4,"King, Neil A.",Cons,"1,414",
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,5,"Mawdsley, Paul M.",Cons,"1,383",
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,6,"Keith, Prof. Michael",Lab,"1,330",
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,7,"Juden, Geoffrey",Lib Dem,732,
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,8,"Chowdhury, Muhammad A.H.",Res,491,
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,9,"Mamun, Quadri",Lib Dem,454,
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,10,"Islam, Muhammad S.",Res,453,
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,11,"Sadiene, Elvyra",Lib Dem,445,
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,12,"Ali, Dilwara",Res,418,
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,13,"Hall, Martine",Green,395,
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,14,"Foster, John",Green,388,
2010,00BGGJ,Tower Hamlets,St. Katharine's & Wapping,15,"Jelinek, Alana",Green,247,
2010,00BGGK,Tower Hamlets,Shadwell,1,"Choudhury, Alibor",Lab,"1,915",Elected
2010,00BGGK,Tower Hamlets,Shadwell,2,"Miah, Harun",Res,"1,628",Elected
2010,00BGGK,Tower Hamlets,Shadwell,3,"Khan, Rabina",Lab,"1,539",Elected
2010,00BGGK,Tower Hamlets,Shadwell,4,"Houghton, John",Lab,"1,536",
2010,00BGGK,Tower Hamlets,Shadwell,5,"Khan, Khaled R.",Cons,"1,251",
2010,00BGGK,Tower Hamlets,Shadwell,6,"Rashid, Mamun",Res,"1,250",
2010,00BGGK,Tower Hamlets,Shadwell,7,"Begum, Nasima",Cons,"1,134",
2010,00BGGK,Tower Hamlets,Shadwell,8,"Wood, Andrew G.",Cons,"1,003",
2010,00BGGK,Tower Hamlets,Shadwell,9,"Alam, Monjur",Res,807,
