Organisation Name (A),Department (B),Service Cat Label ©,Purpose of Spend (D),Expenditure CIPFA Sub Group €,Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,45.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 28/12/2016,AAS0276647,49.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/12/2016,AAS0276640,57.54,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,79.21,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,85.86,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 28/12/2016,AAS0276647,76.43,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,76.79,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/12/2016,AAS0276640,78.11,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,78.77,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,37.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 28/12/2016,AAS0276647,45.61,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,70.77,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,45.64,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/12/2016,AAS0276640,51.40,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,55.10,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 28/12/2016,AAS0276647,79.92,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/12/2016,AAS0276640,42.94,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,44.63,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/12/2016,AAS0276640,38.30,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/12/2016,AAS0276640,39.64,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,45.49,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,47.61,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,50.29,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/12/2016,AAS0276640,48.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,38.64,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,74.56,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/12/2016,AAS0276640,76.62,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,53.47,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 28/12/2016,AAS0276647,80.52,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,47.63,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/12/2016,AAS0276640,51.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,51.89,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/12/2016,AAS0276640,49.50,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 28/12/2016,AAS0276647,52.96,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,55.81,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,54.80,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,58.10,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 28/12/2016,AAS0276647,49.94,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/12/2016,AAS0276640,50.24,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,56.61,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,33.35,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 28/12/2016,AAS0276647,44.92,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,57.85,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 28/12/2016,AAS0276647,66.79,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 28/12/2016,AAS0276647,42.70,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,43.73,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 28/12/2016,AAS0276647,19.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,37.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/12/2016,AAS0276365,39.38,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 28/12/2016,AAS0276647,44.41,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/12/2016,AAS0276640,47.14,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/12/2016,AAS0276364,51.72,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,GREEN CLEAN RESTORATION,A0090368, 15/12/2016,HED0276273,1074.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,4401,FULLY FORMED FILMS LIMITED,A0090447, 21/12/2016,DAL0276448,750.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,4705,BETTS GEO ENVIRONMENTAL LIMITED,A0090455, 21/12/2016,HED0276340,1735.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,BETTS GEO ENVIRONMENTAL LIMITED,A0090455, 21/12/2016,HED0276339,950.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,Capital : Payments,CD14,BETTS GEO ENVIRONMENTAL LIMITED,A0090455, 21/12/2016,REG0276392,11100.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,HAVEN POWER LIMITED,A0090490, 15/12/2016,AAS0276213,16.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,HAVEN POWER LIMITED,A0090490, 15/12/2016,AAS0276210,16.98,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0090496, 21/12/2016,HED0276427,74.50,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : Non-VATable,9302,FRANCES HOUSE LIMITED,A0090512, 15/12/2016,PBC0276297,172.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Newspapers & Periodicals,4305,LANCASHIRE BUSINESS VIEW,A0090521, 01/12/2016,AAS0276635,30.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Seminars etc All Costs,4601,MAPCHESTER LIMITED,A0090543, 21/12/2016,PER0276450,500.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Paid in the Year,PD03,REDACTED - PERSONAL DATA,A0090679, 08/12/2016,HED0276045,4800.00,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,PS&P LTD,A0090720, 08/12/2016,TRE0276106,1.48,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,PS&P LTD,A0090720, 08/12/2016,TRE0276107,1.48,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,"Monitoring, Console etc",4510,TOGETHER HOUSING ASSOCIATION,A0090740, 15/12/2016,HMR0276190,24.37,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Meeting Expenses,4610,TOGETHER HOUSING ASSOCIATION,A0090740, 01/12/2016,HMR0275849,280.50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 08/12/2016,OPS0275948,142.95,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 01/12/2016,OPS0275807,195.36,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 08/12/2016,OPS0275927,223.96,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 15/12/2016,OPS0276215,352.61,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 21/12/2016,OPS0276235,495.56,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 01/12/2016,OPS0275807,142.96,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 21/12/2016,OPS0276235,142.96,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 21/12/2016,OPS0276444,164.41,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 08/12/2016,OPS0275927,214.43,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 21/12/2016,OPS4005225,-7.15,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 21/12/2016,OPS0276235,66.71,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 15/12/2016,OPS0276215,142.95,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 08/12/2016,OPS0275927,209.66,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 08/12/2016,OPS0275948,424.09,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 21/12/2016,OPS0276444,490.79,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 01/12/2016,OPS0275807,633.75,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD03,WILLIAM M SNAPE MANUFACTURING SERVICES UK LTD,A0090766, 15/12/2016,HMR0276141,1471.20,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD03,WILLIAM M SNAPE MANUFACTURING SERVICES UK LTD,A0090766, 01/12/2016,HMR0275837,1512.60,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,District Audit Fees,7202,THE ROYAL BANK OF SCOTLAND,A0090770, 15/12/2016,AAS0271178,25.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,B & E BOYS LIMITED,A0090790, 08/12/2016,AAS0276098,21821.29,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,APRICITY,A0090828, 08/12/2016,REG0276072,256.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,GAZPROM ENERGY,A0090838, 15/12/2016,AAS0276231,10.60,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090903, 15/12/2016,TRE0276294,24.00,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090903, 15/12/2016,TRE0276294,1836.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0090939, 08/12/2016,HED0276087,141.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD03,CROCODILE FLOOD SOLUTIONS LIMITED,A0090962, 21/12/2016,HMR0276426,1200.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,THANE CEMETERY SUPPLIES LIMITED,A0090990, 01/12/2016,PCO0275784,77.28,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : Non-VATable,9302,RIBBLE RIVERS TRUST,A0090997, 15/12/2016,PBC0275553,385.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,,Fees Income : Non-VATable,9302,REDACTED - PERSONAL DATA,A0091007, 08/12/2016,PCO0276043,755.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : Vandalism Repairs,2005,REDACTED - PERSONAL DATA,A0091008, 08/12/2016,OPS0275947,65.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : Vandalism Repairs,2005,REDACTED - PERSONAL DATA,A0091009, 08/12/2016,OPS0275946,45.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : Vandalism Repairs,2005,REDACTED - PERSONAL DATA,A0091010, 08/12/2016,OPS0275945,119.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,4705,REDACTED - PERSONAL DATA,A0091011, 01/12/2016,HED0275922,400.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,4705,REDACTED - PERSONAL DATA,A0091012, 01/12/2016,HED0275923,240.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,4705,REDACTED - PERSONAL DATA,A0091013, 01/12/2016,HED0275924,240.00,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : Non-VATable,9302,REDACTED - PERSONAL DATA,A0091015, 15/12/2016,PBC0276292,385.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,COUNTRYWIDE ESTATE AGENTS,A0091018, 08/12/2016,HMR0275970,1170.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,JONES BUILDING CONTRACTORS,A0091019, 08/12/2016,HMR0275978,10759.14,N,N/A,N,1793.19
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,4705,INSPIRING GRACE,A0091020, 08/12/2016,HMR0276065,100.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,THAT COW,A0091021, 08/12/2016,REG0276070,59.50,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,THAT COW,A0091021, 15/12/2016,REG0276250,195.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD03,FLOOD DIVERT LIMITED,A0091022, 15/12/2016,HMR0276140,1314.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD03,ASHBURN STOVES LIMITED,A0091023, 15/12/2016,HMR0276143,5000.00,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : VATable,9202,REDACTED - PERSONAL DATA,A0091027, 15/12/2016,PBC0276289,29.17,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Interpretation Services,4750,REDACTED - PERSONAL DATA,A0091028, 21/12/2016,HMR0276389,100.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Interpretation Services,4750,REDACTED - PERSONAL DATA,A0091028, 15/12/2016,HMR0276191,2125.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Interpretation Services,4750,REDACTED - PERSONAL DATA,A0091029, 21/12/2016,HMR0276390,850.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Interpretation Services,4750,REDACTED - PERSONAL DATA,A0091029, 15/12/2016,HMR0276192,2850.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Paid in the Year,PD03,REDACTED - PERSONAL DATA,A0091030, 15/12/2016,AAS0276209,500.00,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : VATable,9202,REDACTED - PERSONAL DATA,A0091031, 21/12/2016,PBC0276345,29.17,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : Non-VATable,9302,REDACTED - PERSONAL DATA,A0091032, 21/12/2016,PBC0276344,770.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD03,REDACTED - PERSONAL DATA,A0091034, 21/12/2016,HMR0276428,1920.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,STEPHEN HEAP PENDLE SHOTBLASTING,A0091035, 21/12/2016,REG0276471,2000.00,N,N/A,N,N/A
