Reference Number,Titile of Agreement,Department Responsible,Description of Goods and/or Services,Supplier,Total Contract Value,Start Date,End Date,End Date (including extension),Review Date,Award Method,SME?
700929,Vehicle Hire (London Hire),Street Scene,Vehicle Hire (London Hire),London Hire Ltd,"£56,460.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700908,Vehicle Hire (Riverside Truck Rental),Street Scene,Vehicle Hire (Riverside Truck Rental),Riverside Truck Rental Ltd,"£100,000.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700924,Vehicle Hire (Verviers),Street Scene,Vehicle Hire (Verviers),Verviers,"£80,000.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700901,Vehicle Hire and Maintenance (George Browns),Street Scene,Vehicle Hire and Maintenance (George Browns),George Browns Ltd,"£19,000.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700911,Vehicle Hire and Maintenance (SHB Hire),Street Scene,Vehicle Hire and Maintenance (SHB Hire),SHB Hire,"£86,700.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700931,Vehicle Lease (Burnt Tree),Street Scene,Vehicle Lease (Burnt Tree),Burnt Tree Vehicle Hire,"£25,000.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700896,Vehicle Maintance (David Huggett),Street Scene,Vehicle Maintance (David Huggett),David Huggett M F Ltd,"£17,972.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700927,Vehicle Maintenance ( Heil Farid),Street Scene,Vehicle Maintenance ( Heil Farid),Heil Farid European Company Ltd,"£20,000.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700933,Vehicle Maintenance (Burwell),Street Scene,Vehicle Maintenance (Burwell),Burwell Motor Group Ltd,"£76,634.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700895,Vehicle Maintenance (Coburn),Street Scene,Vehicle Maintenance (Coburn),Coburn Services Ltd,"£26,366.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700892,Vehicle Maintenance (Dennis Eagle),Street Scene,Vehicle Maintenance (Dennis Eagle),Dennis Eagle,"£100,000.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700902,Vehicle Maintenance (Harris Commercial),Street Scene,Vehicle Maintenance (Harris Commercial),Harris Commercial (Lea Valley),"£24,303.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700903,Vehicle Maintenance (Lantern Recovery),Street Scene,Vehicle Maintenance (Lantern Recovery),Lantern Recovery Specialists Plc,"£11,010.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700904,Vehicle Maintenance (Lloyds Motor Spares),Street Scene,Vehicle Maintenance (Lloyds Motor Spares),Lloyds Motor Spares,"£12,058.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700905,Vehicle Maintenance (Morris Lubricants),Street Scene,Vehicle Maintenance (Morris Lubricants),Morris Lubricants,"£13,130.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700926,Vehicle Maintenance (Palmerston Eng Spares),Street Scene,Vehicle Maintenance (Palmerston Eng Spares),Palmerston Eng Spares,"£13,000.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700906,Vehicle Maintenance (Pirtek),Street Scene,Vehicle Maintenance (Pirtek),Pirtek Watford Ltd,"£12,750.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700909,Vehicle Maintenance (S & B Commercials),Street Scene,Vehicle Maintenance (S & B Commercials),S & B Commercials,"£13,030.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700910,Vehicle Maintenance (Scarab Sweepers),Street Scene,Vehicle Maintenance (Scarab Sweepers),Scarab Sweepers Ltd,"£20,055.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700912,Vehicle Washing (Sheens Cleaning Service),Street Scene,Vehicle Washing (Sheens Cleaning Service),Sheens Cleaning Service,"£51,663.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700932,Verhicle Maintenance (Terberg),Street Scene,Verhicle Maintenance (Terberg),Terberg Matec Ltd,"£46,455.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700893,Waste Transfer Vehicles (Heverin Haulage),Street Scene,Waste Transfer Vehicles (Heverin Haulage),Heverin Haulage Ltd,"£70,000.00",01/07/2014,30/09/2014,,30/12/2013,Other,N/A
701135,Software Licence Agreement for Fleet Management Services,Street Scene,Software Licence Agreement for Fleet Management Services,Chevin Fleet Solutions,"£62,000.00",01/07/2014,30/06/2017,,30/09/2016,Other,N/A
701136,Vehicle Hire - Trafalgar Cleaning,Street Scene,Vehicle Hire - Trafalgar Cleaning,Trafalgar Cleaning Equipment,"£12,787.00",01/07/2014,31/03/2015,,30/06/2014,Other,N/A
700412,Rational Uk Ltd,Children's Service,Rational Uk Ltd,Rational Uk Ltd,"£43,750.00",02/07/2014,31/12/2018,,31/03/2018,Other,N/A
701117,Child Social Care (Esland South Limited),Children's Service,Child Social Care (Esland South Limited),Esland South Limited,"£10,550.00",09/07/2014,31/03/2015,,30/06/2014,Other,N/A
700857,Child Social Care (Care 2 Share Ltd),Children's Service,Child Social Care (Care 2 Share Ltd),Care 2 Share Ltd,"£25,000.00",11/07/2014,31/03/2015,,30/06/2014,Framework,N/A
701126,Early Years Agreement (Innovation Unit),Commissioning Group,Early Years Agreement (Innovation Unit),Innovation Unit,"£12,950.00",14/07/2014,30/09/2014,,30/12/2013,Other,N/A
700002,Platforms Project - BOOST,Children's Service,Platforms Project - BOOST,Barnet Homes,"£12,500.00",14/07/2014,31/12/2014,,31/03/2014,ITT,N/A
700686,West London Alliance (WLA),Adults and Communities,West London Alliance (WLA),London Borough of Ealing - West London Alliance,"£55,000.00",16/07/2014,30/06/2018,,30/09/2017,Other,N/A
701128,Child Social Care (Talawa Fostering Services),Children's Service,Child Social Care (Talawa Fostering Services),Talawa Fostering Services,"£80,000.00",18/07/2014,31/03/2015,,30/06/2014,Other,N/A
700701,SEN Placement (West Thames College),Children's Service,SEN Placement (West Thames College),West Thames College,"£5,500.00",21/07/2014,31/03/2016,,30/06/2015,Framework,N/A
700595,Social media Optimisation (Net Natives),Children's Service,Social media Optimisation (Net Natives),Natives Online Ltd,"£10,000.00",22/07/2014,31/01/2015,,30/04/2014,Other,N/A
700914,Equifax,Assurance,Equifax,Equifax PLC,"£12,150.00",01/08/2014,31/08/2015,,30/11/2014,Quote,N/A
700089,Fleishman Europe Ltd,Children's Service,Fleishman Europe Ltd,fleishman europe ltd,"£199,000.00",01/08/2014,31/07/2018,,31/10/2017,ITT,N/A
701200,Kosher Food Services - Bakery Provisions,Children's Service,Kosher Food Services - Bakery Provisions,The Family Bread,"£80,000.00",02/08/2014,31/07/2018,,31/10/2017,ITT,N/A
700885,Special Educational Needs ( West Herts College),Children's Service,Special Educational Needs ( West Herts College),West Herts College,"£15,000.00",05/08/2014,31/03/2016,,30/06/2015,Framework,N/A
701125,Jobs Go Public,CSG,Jobs Go Public,Jobs Go Public,"£23,000.00",07/08/2014,31/05/2015,,31/08/2014,Other,N/A
701182,Water Hygiene Term Maintenace - Mechanical,CSG,Water Hygiene Term Maintenace - Mechanical,Hertel Solutions Ltd,"£57,600.00",10/08/2014,10/08/2017,,10/11/2016,ITT,N/A
701179,Building Term Maintenance - Mechanical,CSG,Building Term Maintenance - Mechanical,SW Bruce & Co. Ltd,"£2,600,000.00",11/08/2014,10/08/2017,,10/11/2016,ITT,N/A
701186,Electrical Term Maintenace,CSG,Electrical Term Maintenace,RGE Services Limited,"£630,000.00",11/08/2014,10/08/2017,,10/11/2016,ITT,N/A
701181,Lift Term Maintenace,CSG,Lift Term Maintenace,Lift and Engineering Services Ltd,"£135,000.00",11/08/2014,10/08/2017,,10/11/2016,ITT,N/A
701180,Water Hygiene Term Maintenace,CSG,Water Hygiene Term Maintenace,AJS Lim,"£120,000.00",11/08/2014,10/08/2017,,10/11/2016,ITT,N/A
700890,Weighbridge Repair (Avery),Street Scene,Weighbridge Repair (Avery),Avery Weigh-Tronix,"£24,999.00",11/08/2014,31/12/2014,,31/03/2014,Quote,N/A
700899,Quantum Geotechnical Ltd,CSG,Quantum Geotechnical Ltd,Quantum Geotechnical,"£64,331.05",14/08/2014,31/10/2014,,31/01/2014,ITT,N/A
700960,Sue Hill Recruitment & Services Ltd,Commissioning Group,Sue Hill Recruitment & Services Ltd,Sue Hill Recruitment & Services Ltd,"£25,000.00",19/08/2014,31/03/2015,,30/06/2014,Quote,N/A
701080,London Residuary Body Financial Contribution,CSG,London Residuary Body Financial Contribution,London Borough of Bromley,"£45,000.00",21/08/2014,31/03/2016,,30/06/2015,SLA,N/A
701177,SEN Placement (St Elizabeths),Children's Service,SEN Placement (St Elizabeths),St Elizabeths,"£360,000.00",01/09/2014,31/07/2016,,31/10/2015,Other,N/A
700949,Cleaning Materials/Toilet Requisitions,CSG,Cleaning Materials/Toilet Requisitions,Lovett & Shinn LLP,"£40,000.00",01/09/2014,31/12/2015,,31/03/2015,Quote,N/A
701159,Child Social Care,Children's Service,Child Social Care,Nottinghamshire County Council,"£156,800.00",26/09/2014,31/03/2015,,30/06/2014,Other,N/A
701166,Secure Placement (Sheffield City Council),Children's Service,Secure Placement (Sheffield City Council),Sheffield City Council,"£59,100.00",29/09/2014,31/03/2015,,30/06/2014,Other,N/A
701144,Provision of Cleaning Consumables,CSG,Provision of Cleaning Consumables,Hertfordshire Supplies,"£64,000.00",29/09/2014,31/10/2016,,31/01/2016,ITT,N/A
701169,Child Social Care ( Saheena Saeed t/a Liberty House),Children's Service,Child Social Care ( Saheena Saeed t/a Liberty House),Saheena Saeed T/a Liberty House,"£140,000.00",30/09/2014,31/03/2015,,30/06/2014,Other,N/A
701160,Sustrans Ltd - Bike It,Re,Sustrans Ltd - Bike It,Sustrans Ltd,"£34,000.00",01/10/2014,31/03/2015,,30/06/2014,SLA,N/A
701161,Grahame Park Resident Independent Advisor,Re,Grahame Park Resident Independent Advisor,Priority Estates Project,"£89,850.00",06/10/2014,06/10/2017,,06/01/2017,SLA,N/A
701163,BIA/ AMHP Programmes (University of Hertfordshire ),Adults and Communities,BIA/ AMHP Programmes (University of Hertfordshire ),University of Hertfordshire,"£25,000.00",08/10/2014,31/03/2015,,30/06/2014,Quote,N/A
701175,Child Social Care (Forever Care Childrens Services Ltd),Children's Service,Child Social Care (Forever Care Childrens Services Ltd),Forever Care Childrens Services Ltd,"£118,000.00",08/10/2014,31/03/2015,,30/06/2014,Other,N/A
701176,Child Social Care (Rainbow Fostering Services Limited),Children's Service,Child Social Care (Rainbow Fostering Services Limited),Rainbow Fostering Services Ltd,"£80,000.00",10/10/2014,31/03/2017,,30/06/2016,Framework,N/A
701167,Greenhatch Group (Monkfrith Primary School),Commissioning Group,Greenhatch Group (Monkfrith Primary School),Greenhatch Group,"£17,275.00",01/11/2014,31/10/2015,,31/01/2015,ITT,N/A
701192,Corprate Cleaning,CSG,Corprate Cleaning,Churchill Contract Services Limited,"£1,800,000.00",01/11/2014,31/10/2017,,31/01/2017,ITT,N/A
701178,Secondary School Expansion Project,CSG,Secondary School Expansion Project,Pre-contract award supplier,"£50,000.00",04/11/2014,30/04/2015,,30/07/2014,ITT,N/A
701185,Supply of Waste Composition Analysis,Street Scene,Supply of Waste Composition Analysis,MEL Research Ltd.,"£25,000.00",10/11/2014,30/06/2015,,30/09/2014,ITT,N/A
701196,Open Library Technology,Commissioning Group,Open Library Technology,Bibliotheca Ltd,"£32,372.00",11/11/2014,11/11/2017,,11/02/2017,ITT,N/A
701194,Transport Services (S.P Coaches),Children's Service,Transport Services (S.P Coaches),S.P Coaches,"£13,000.00",12/11/2014,31/03/2016,,30/06/2015,ITT,N/A
701195,Bus 382 Route - Millbrook Park,Re,Bus 382 Route - Millbrook Park,Transport For London,"£165,354.00",14/11/2014,31/12/2016,,31/03/2016,ITT,N/A
701202,NASS SEN Placement (Hackney Community College),Children's Service,NASS SEN Placement (Hackney Community College),Hackney Community College,"£24,666.00",27/11/2014,31/03/2016,,30/06/2015,ITT,N/A
701188,Me Learning (E- Learning for Liquid Logic Systems),Children's Service,Me Learning (E- Learning for Liquid Logic Systems),Me Learning,"£25,000.00",01/01/2015,31/12/2015,,31/03/2015,ITT,N/A
