Organisation Name (A),Dept (B),Service Cat Label (C),Purpose of Spend (D),Expenditure CIPFA Sub Group Label (E),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 07/04/2016,EST0270069,716.73,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 14/04/2016,EST0270404,41.78,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0001986, 07/04/2016,OPS0269976,7541.28,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0059246, 14/04/2016,OPS0270295,447.95,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0059246, 14/04/2016,OPS4005048,-79.01,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,25,UNITED UTILITIES,A0059246, 14/04/2016,OPS0270295,143.37,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,47,UNITED UTILITIES WATER PLC,A0072400, 07/04/2016,ENV0270042,227.1,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,VALE ENGINEERING (YORK) LTD,A0061399, 07/04/2016,PCO0269932,7.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,VALE ENGINEERING (YORK) LTD,A0061399, 07/04/2016,PCO0269932,20.7,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,VALE ENGINEERING (YORK) LTD,A0061399, 07/04/2016,PCO0269932,35.7,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tyres,32,VALE ENGINEERING (YORK) LTD,A0061399, 07/04/2016,PCO0269932,135,N,N/A,N,N/A
Pendle Borough Council,Property Services,Indirect Employee Expenses,Staff Refreshments,12,VENDA VALET (MACHINES) LTD,A0009649, 07/04/2016,EST0270080,216.67,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,40,VIP SYSTEM LIMITED,A0050529, 07/04/2016,HED0270144,99.3,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,40,VIP SYSTEM LIMITED,A0050529, 07/04/2016,HED0270144,461.96,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,47,VODAFONE LIMITED,A0076999, 14/04/2016,AAS0270373,2487.63,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Hospitality,46,WATER SMART (NW) LIMITED,A0042729, 14/04/2016,DAL0270441,39,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,WEL MEDICAL LIMITED,A0090665, 07/04/2016,PCO0269931,19.95,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270776,2.17,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 07/04/2016,DAL0270119,2.53,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 14/04/2016,DAL0270421,3.25,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 21/04/2016,DAL0270553,4.02,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270781,8.34,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 21/04/2016,DAL0270553,0.37,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270776,43.32,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 07/04/2016,DAL0270119,58.18,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270781,94.79,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 21/04/2016,DAL0270553,101.73,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 14/04/2016,DAL0270421,141.1,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 07/04/2016,DAL0270119,0.36,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270781,1.44,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 14/04/2016,DAL0270421,2.17,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270776,2.22,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 21/04/2016,DAL0270553,7.25,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270776,2.9,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270781,13.37,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 21/04/2016,DAL0270553,18.43,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 07/04/2016,DAL0270119,23.13,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 14/04/2016,DAL0270421,47.7,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270781,1.8,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 21/04/2016,DAL0270553,5.79,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 14/04/2016,DAL0270421,7.97,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270781,10.15,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 07/04/2016,DAL0270119,10.49,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270776,13.76,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 21/04/2016,DAL0270553,8.73,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 14/04/2016,DAL0270421,10.46,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270776,10.97,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 28/04/2016,DAL0270781,16.71,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,45,WHISTL NORTH LIMITED,A0064458, 07/04/2016,DAL0270119,42.65,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD,WHITEFIELD CRICKET CLUB,A0070820, 14/04/2016,HED0270216,104.36,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,WICKSTEED LEISURE LTD,A0004748, 21/04/2016,PCO0270541,11.5,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,WICKSTEED LEISURE LTD,A0004748, 21/04/2016,PCO0270541,40,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,21,WICKSTEED LEISURE LTD,A0004748, 21/04/2016,PCO0270541,40,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Subscriptions & Donations,47,WOLTERS KLUWER (UK) LTD,A0000595, 07/04/2016,OPS0269995,331.77,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Subscriptions & Donations,47,WOLTERS KLUWER (UK) LTD,A0000595, 07/04/2016,OPS0269995,616.15,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Storage & Homelessness prevention,61,REDACTED - PERSONAL DATA,A0090550, 28/04/2016,HMR0270671,130,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Water & Sewerage,25,YORKSHIRE WATER,A0002808, 14/04/2016,HED0270431,536.9,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Water & Sewerage,25,YORKSHIRE WATER,A0002808, 07/04/2016,EST0270077,71.9,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Redundancy Payments,12,REDACTED - PERSONAL DATA,A0090738, 21/04/2016,PER0270588,6483.14,N,N/A,N,N/A
