ORGANISATION NAME,EFFECTIVE    DATE,SERVICE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,1097.4,INDIVIDUAL SERVICE FUND,V001047230
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,23/09/2016,3173.32,SUPPORTED LIVING,V001047231
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,23/09/2016,4059.44,INDIVIDUAL SERVICE FUND,V001047232
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,885.08,INDIVIDUAL SERVICE FUND,V001047233
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,23/09/2016,1460.28,INDIVIDUAL SERVICE FUND,V001047234
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,LIFEWAYS COMMUNITY CARE LTD,23/09/2016,3420.52,PERSONAL BUDGETS - MANAGED,V001047235
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,23/09/2016,740.88,INDIVIDUAL SERVICE FUND,V001047236
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,ROYAL MENCAP SOCIETY,23/09/2016,4289.44,INDIVIDUAL SERVICE FUND,V001047237
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,533.4,INDIVIDUAL SERVICE FUND,V001047238
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,NEWBARN LTD,23/09/2016,5096,SUPPORTED LIVING,V001047240
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,-528,INDIVIDUAL SERVICE FUND,V001047242
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,23/09/2016,1060,INDIVIDUAL SERVICE FUND,V001047248
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,739.2,INDIVIDUAL SERVICE FUND,V001047253
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,23/09/2016,2896,SUPPORTED LIVING,V001047254
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,23/09/2016,5574.8,INDIVIDUAL SERVICE FUND,V001047255
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,23/09/2016,2100,SUPPORTED LIVING,V001047256
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,23/09/2016,600,INDIVIDUAL SERVICE FUND,V001047257
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,23/09/2016,600,INDIVIDUAL SERVICE FUND,V001047258
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,524.96,INDIVIDUAL SERVICE FUND,V001047260
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,23/09/2016,2788.28,INDIVIDUAL SERVICE FUND,V001047262
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,597.04,INDIVIDUAL SERVICE FUND,V001047263
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,23/09/2016,1040,INDIVIDUAL SERVICE FUND,V001047264
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,23/09/2016,856.8,INDIVIDUAL SERVICE FUND,V001047265
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,23/09/2016,1711.8,DIRECT PAYMENTS,V001047266
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,23/09/2016,998,INDIVIDUAL SERVICE FUND,V001047267
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,23/09/2016,1624,INDIVIDUAL SERVICE FUND,V001047268
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,767.64,INDIVIDUAL SERVICE FUND,V001047270
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,23/09/2016,7258,INDIVIDUAL SERVICE FUND,V001047271
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,1240.8,INDIVIDUAL SERVICE FUND,V001047272
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,849.2,INDIVIDUAL SERVICE FUND,V001047273
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,ALTERNATIVE FUTURES GROUP LTD,23/09/2016,3314.29,INDIVIDUAL SERVICE FUND,V001047274
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,23/09/2016,1304,INDIVIDUAL SERVICE FUND,V001047275
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,23/09/2016,702.92,INDIVIDUAL SERVICE FUND,V001047276
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,1056,INDIVIDUAL SERVICE FUND,V001047277
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,SELECT SUPPORT PARTNERSHIPS,23/09/2016,2033.48,INDIVIDUAL SERVICE FUND,V001047278
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,2250.36,INDIVIDUAL SERVICE FUND,V001047279
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,1209.32,INDIVIDUAL SERVICE FUND,V001047281
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,23/09/2016,648,INDIVIDUAL SERVICE FUND,V001047286
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,23/09/2016,1744.24,INDIVIDUAL SERVICE FUND,V001047287
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,23/09/2016,2912,INDIVIDUAL SERVICE FUND,V001047289
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,23/09/2016,7047.6,INDIVIDUAL SERVICE FUND,V001047290
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LIMITED ISF PAYMENTS,23/09/2016,8324.4,INDIVIDUAL SERVICE FUND,V001047291
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,23/09/2016,794.68,INDIVIDUAL SERVICE FUND,V001047292
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,23/09/2016,1711.8,DIRECT PAYMENTS,V001047293
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,23/09/2016,-556,INDIVIDUAL SERVICE FUND,V001047295
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,23/09/2016,-556,INDIVIDUAL SERVICE FUND,V001047296
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,23/09/2016,-556,INDIVIDUAL SERVICE FUND,V001047297
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,23/09/2016,774.68,INDIVIDUAL SERVICE FUND,V001047300
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,CREATIVE SUPPORT LIMITED,23/09/2016,2380,SUPPORTED LIVING,V001047301
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,686.4,INDIVIDUAL SERVICE FUND,V001047302
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,686.4,INDIVIDUAL SERVICE FUND,V001047303
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,23/09/2016,560,INDIVIDUAL SERVICE FUND,V001047309
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,23/09/2016,678.16,INDIVIDUAL SERVICE FUND,V001047311
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,763.3,INDIVIDUAL SERVICE FUND,V001047312
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,FUTURE DIRECTIONS CIC,23/09/2016,3962,INDIVIDUAL SERVICE FUND,V001047314
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,952.4,INDIVIDUAL SERVICE FUND,V001047315
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,SELECT SUPPORT PARTNERSHIPS,23/09/2016,2425.48,SUPPORTED LIVING,V001047316
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,23/09/2016,1711.8,DIRECT PAYMENTS,V001047317
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,1416.24,INDIVIDUAL SERVICE FUND,V001047319
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,23/09/2016,1711.8,DIRECT PAYMENTS,V001047320
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,NEWBARN LTD,23/09/2016,1110.68,INDIVIDUAL SERVICE FUND,V001047321
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,PROTEA CARE MANCHESTER LTD,23/09/2016,2864.68,SUPPORTED LIVING,V001047323
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,23/09/2016,1288,INDIVIDUAL SERVICE FUND,V001047324
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,23/09/2016,3404.8,INDIVIDUAL SERVICE FUND,V001047325
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,23/09/2016,582.61,INDIVIDUAL SERVICE FUND,V001047326
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,23/09/2016,1878.88,INDIVIDUAL SERVICE FUND,V001047327
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,552,INDIVIDUAL SERVICE FUND,V001047328
ROCHDALE BOROUGH COUNCIL,23/09/2016,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC TRADING,23/09/2016,1711.8,DIRECT PAYMENTS,V001047331
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,851.04,INDIVIDUAL SERVICE FUND,V001047332
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC TRADING,23/09/2016,1711.8,DIRECT PAYMENTS,V001047333
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,23/09/2016,774.68,INDIVIDUAL SERVICE FUND,V001047334
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,23/09/2016,682.4,INDIVIDUAL SERVICE FUND,V001047335
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,SELECT SUPPORT PARTNERSHIPS,23/09/2016,1935.5,PERSONAL BUDGETS - MANAGED,V001047336
ROCHDALE BOROUGH COUNCIL,21/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,21/09/2016,1434.5,FEES -CONSTRUCTION CONVERSION RENOVATION,V001047337
ROCHDALE BOROUGH COUNCIL,23/09/2016,COLLECTION FUND,GREATER MANCHESTER FIRE AND CIVIL DEFENCE,23/09/2016,52581,TRANSACTIONS-EXPENDITURE,V001047351
ROCHDALE BOROUGH COUNCIL,23/09/2016,COLLECTION FUND,GREATER MANCHESTER FIRE AND CIVIL DEFENCE,23/09/2016,255271,TRANSACTIONS-EXPENDITURE,V001047351
ROCHDALE BOROUGH COUNCIL,23/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,S KERSHAW & SONS,23/09/2016,3187.5,RENTS,V001047357
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,SAFEGARD SECURITY SOLUTIONS,28/09/2016,53012,SECURITY,V001047358
ROCHDALE BOROUGH COUNCIL,23/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,G M WASTE DISPOSAL AUTHORITY,23/09/2016,1249200,WASTE DISPOSAL LEVY,V001047359
ROCHDALE BOROUGH COUNCIL,23/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,M N PROPERTY CONSULTANTS,23/09/2016,43625,RENTS,V001047360
ROCHDALE BOROUGH COUNCIL,23/09/2016,PUBLIC HEALTH,GILLMARK PROPERTY MANAGEMENT LTD,23/09/2016,1192.5,RENTS,V001047361
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,VICTIM SUPPORT & WITNESS SERVICE,28/09/2016,8228.25,GRANTS TO THE NON VOLUNTARY SECTOR,V001047363
ROCHDALE BOROUGH COUNCIL,28/09/2016,ECONOMY DIRECTORATE,ROCHDALE DEVELOPMENT AGENCY,28/09/2016,34124.25,CONTRACTED SERVICES,V001047364
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,VICTIM SUPPORT & WITNESS SERVICE,28/09/2016,32988.25,GRANTS TO THE NON VOLUNTARY SECTOR,V001047365
ROCHDALE BOROUGH COUNCIL,23/09/2016,COLLECTION FUND,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,23/09/2016,683128,TRANSACTIONS-EXPENDITURE,V001047367
ROCHDALE BOROUGH COUNCIL,23/09/2016,PUBLIC HEALTH,HORNBEAM CPAM LIMITED,23/09/2016,11515,RENTS,V001047368
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,22/09/2016,3292.06,TELEPHONE EXPENDITURE,V001047374
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,DAISY COMMUNICATIONS LTD,22/09/2016,1804.55,IT MAINTENANCE,V001047375
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,DAISY COMMUNICATIONS LTD,22/09/2016,1602.54,SOFTWARE,V001047376
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,22/09/2016,5600,CAPITAL SALARIES,V001047389
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,XMA LIMITED,22/09/2016,4725.05,PURCHASE OF ICT HARDWARE,V001047391
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,SOFTCAT LTD,22/09/2016,627.9,PURCHASE OF ICT HARDWARE,V001047392
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,22/09/2016,1900,CAPITAL SALARIES,V001047393
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,22/09/2016,1960,CAPITAL SALARIES,V001047394
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,22/09/2016,960,CAPITAL SALARIES,V001047395
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,22/09/2016,1300,CAPITAL SALARIES,V001047396
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,22/09/2016,4900,CAPITAL SALARIES,V001047397
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,22/09/2016,7000,CAPITAL SALARIES,V001047398
ROCHDALE BOROUGH COUNCIL,23/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,MILLERS OILS LIMITED,23/09/2016,763.8,VEHICLE MAINTENANCE,V001047405
ROCHDALE BOROUGH COUNCIL,21/09/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,21/09/2016,1075.91,RENT ALLOWS-PRIVATE TENANTS ST,V001047411
ROCHDALE BOROUGH COUNCIL,21/09/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,21/09/2016,573.29,RENT ALLOWS-PRIVATE TENANTS ST,V001047427
ROCHDALE BOROUGH COUNCIL,21/09/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,21/09/2016,599.3,RENT ALLOWS-PRIVATE TENANTS ST,V001047438
ROCHDALE BOROUGH COUNCIL,21/09/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,21/09/2016,976.14,RENT ALLOWS-PRIVATE TENANTS ST,V001047442
ROCHDALE BOROUGH COUNCIL,21/09/2016,FINANCE SERVICES,NATIONAL LETTINGS,21/09/2016,587.37,RENT ALLOWS-PRIVATE TENANTS ST,V001047453
ROCHDALE BOROUGH COUNCIL,22/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,JGM AGENCY,22/09/2016,630,EVENTS,V001047456
ROCHDALE BOROUGH COUNCIL,22/09/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,22/09/2016,2367.63,MANDATORY AWARDS,V001047458
ROCHDALE BOROUGH COUNCIL,22/09/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,22/09/2016,9658.44,DAY CARE,V001047459
ROCHDALE BOROUGH COUNCIL,22/09/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,22/09/2016,9000,MANDATORY AWARDS,V001047460
ROCHDALE BOROUGH COUNCIL,22/09/2016,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,22/09/2016,2277,MANDATORY AWARDS,V001047461
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,27/09/2016,1140,AGENCY STAFF,V001047462
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,SENITOR RECRUITMENT,27/09/2016,1140,CAPITAL SALARIES,V001047462
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,29/09/2016,1750,CAPITAL SALARIES,V001047463
ROCHDALE BOROUGH COUNCIL,23/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,23/09/2016,780,CAPITAL SALARIES,V001047465
ROCHDALE BOROUGH COUNCIL,22/09/2016,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE GROUP LIMITED,22/09/2016,12897.86,HOME CARE - ADULT SERVICES,V001047466
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,KHIPU NETWORKS LTD,27/09/2016,1008.48,TRANSACTIONS-EXPENDITURE,V001047467
ROCHDALE BOROUGH COUNCIL,29/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,STHREE PARTNERSHIP LLP,29/09/2016,1750,CAPITAL SALARIES,V001047468
ROCHDALE BOROUGH COUNCIL,28/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,SOFTCAT LTD,28/09/2016,4327.5,PURCHASE OF ICT HARDWARE,V001047469
ROCHDALE BOROUGH COUNCIL,27/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,UPDATA INFRASTRUCTURE UK LTD,27/09/2016,3654.03,COMMUNICATION AND COMPUTING - GENERAL,V001047470
ROCHDALE BOROUGH COUNCIL,23/09/2016,NEIGHBOURHOODS AND ENVIRONMENT,XMA LIMITED,23/09/2016,5589,IT EQUIPMENT,V001047471
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,525.16,FOSTER PARENTS BASIC ALLOWANCE,V001047473
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,761.02,FOSTER PARENTS BASIC ALLOWANCE,V001047473
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001047474
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001047474
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,572.4,FOSTER PARENTS BASIC ALLOWANCE,V001047475
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,699.76,FOSTER PARENTS BASIC ALLOWANCE,V001047476
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,827.64,PROFESSIONAL FEES,V001047482
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001047483
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,572.4,FOSTER PARENTS BASIC ALLOWANCE,V001047487
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001047489
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,608.62,FOSTER PARENTS BASIC ALLOWANCE,V001047490
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001047492
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001047492
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001047492
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,1685.81,SUBSIDISED ADOPTERS PMTS,V001047499
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,587.66,FOSTER PARENTS BASIC ALLOWANCE,V001047505
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,516.29,FOSTER PARENTS BASIC ALLOWANCE,V001047509
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,516.29,FOSTER PARENTS BASIC ALLOWANCE,V001047509
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,520,FOSTER PARENTS BASIC ALLOWANCE,V001047509
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,520,FOSTER PARENTS BASIC ALLOWANCE,V001047509
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,520,FOSTER PARENTS BASIC ALLOWANCE,V001047509
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,680.96,SUBSIDISED ADOPTERS PMTS,V001047512
ROCHDALE BOROUGH COUNCIL,23/09/2016,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,23/09/2016,827.64,CONTRACTS,V001047513
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001047520
ROCHDALE BOROUGH COUNCIL,23/09/2016,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,23/09/2016,560,FOSTER PARENTS BASIC ALLOWANCE,V001047520
